G c dx1dt d2x1dt2 d2 d1 Fc W Fg m1
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 3.36423687e+00 7.59429146e+00 1.25480856e+01 -2.93141004e+00 -5.98041808e+01
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 8.77124859e+00 4.64074647e+00 2.85643529e+01 -4.94454221e+00 -4.17143796e+01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 9.79946174e-01 1.61517880e+00 6.33052049e+00 -1.45508353e+01 -1.28688986e+00
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 5.44214329e+00 8.05383858e+00 2.11374628e+01 -2.80784969e+00 -1.16544511e+02
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 9.39570316e+00 3.57182492e+00 3.33723337e+01 -6.88246223e+00 -2.67390545e+01
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 5.49746489e+00 4.89490192e+00 1.80947952e+01 -4.53112180e+00 -3.22230382e+01
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 9.21679988e+00 7.16899495e+00 3.18926890e+01 -3.13875655e+00 -1.11809613e+02
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 1.26497207e+00 3.99210541e+00 4.43225573e+00 -5.60888800e+00 -5.50012423e+00
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 4.55857806e+00 1.50927091e+00 3.06202944e+01 -1.78188848e+01 -4.07003332e+00
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 2.96176420e+00 4.36528942e+00 1.00162456e+01 -5.12350388e+00 -1.44418491e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 7.34903605e+00 9.50003724e+00 2.98596254e+01 -2.60812275e+00 -1.68213978e+02
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 9.59914122e+00 6.77560958e+00 3.24720686e+01 -3.29304788e+00 -1.02647086e+02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 2.79222886e+00 7.04331234e+00 9.98737257e+00 -3.11160218e+00 -4.01838026e+01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.65117148e+00 6.69053938e+00 2.24642740e+01 -3.32379818e+00 -7.02389648e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 1.28258094e+00 2.79092925e+00 6.41515126e+00 -5.62937262e+00 -1.03513379e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 5.77382443e+00 4.76500478e+00 1.88210526e+01 -4.75541862e+00 -2.98276369e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 4.52394346e+00 7.75845819e+00 1.67271930e+01 -2.91432063e+00 -7.64149853e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 8.78886226e+00 1.91235608e+00 4.87058492e+01 -1.32652315e+01 -1.16818413e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 5.29511658e+00 3.50067498e+00 1.98786288e+01 -6.34568775e+00 -2.01201901e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.87032543e+00 3.48687198e+00 1.40544420e+01 -6.91535400e+00 -1.13857566e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 1.53411465e+00 4.88817035e+00 5.35765501e+00 -4.23016023e+00 -1.22693596e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 2.09536657e+00 9.82331867e+00 8.87009270e+00 -2.55241817e+00 -5.77035501e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.76857073e+00 1.60752292e+00 1.20918763e+01 -1.10416912e+01 -4.52083643e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 2.73754267e+00 5.66830895e+00 9.26484354e+00 -3.76754325e+00 -2.48890370e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 8.31398073e+00 2.61428214e+00 3.58536279e+01 -9.91570112e+00 -1.47617816e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 5.80459372e+00 9.73608891e+00 2.40316408e+01 -2.57492461e+00 -1.42085705e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 5.19355837e+00 2.01973154e+00 2.75041669e+01 -1.26123242e+01 -7.26438375e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 1.73139817e+00 4.63240902e+00 5.85720093e+00 -4.69819717e+00 -1.01713908e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 8.51838621e+00 7.64096486e+00 3.03952943e+01 -2.98551940e+00 -1.19740892e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.19964774e+00 7.34098985e+00 2.53017801e+01 -3.07152426e+00 -9.45586974e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 9.63152950e-01 4.80455773e+00 3.65874202e+00 -3.94570660e+00 -1.11639165e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 5.73064340e+00 4.11871751e+00 2.04970100e+01 -5.14049889e+00 -3.16834897e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 5.66536621e+00 4.57851141e+00 1.85081087e+01 -5.02141308e+00 -2.63253952e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 5.68655794e-02 3.37848637e+00 1.36543893e+00 -2.24957301e+00 -9.38788587e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 4.89928546e+00 2.84799645e+00 1.99382269e+01 -8.94910557e+00 -9.95574571e+00
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.01507053e+00 5.34735728e+00 1.63358617e+01 -4.13821484e+00 -3.38556246e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 2.28036668e+00 3.41680380e+00 8.41015464e+00 -6.99803462e+00 -6.73096711e+00
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 9.26705472e+00 3.58715498e+00 3.28230266e+01 -6.85782517e+00 -2.64320597e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 8.44940579e+00 6.91080457e+00 2.87967672e+01 -3.23685862e+00 -9.44101499e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 6.54001613e+00 9.71683599e+00 2.72043777e+01 -2.57290296e+00 -1.65448985e+02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 4.90764585e+00 6.43273481e+00 1.64329306e+01 -3.43545350e+00 -4.85344251e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 4.27274364e+00 1.69281520e+00 2.61720072e+01 -1.51476252e+01 -4.83201432e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 6.48274223e+00 1.68025252e+00 3.97558422e+01 -1.58009412e+01 -6.70920011e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 5.60802406e+00 9.56280899e+00 2.29893090e+01 -2.59599895e+00 -1.33842472e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 1.33480312e+00 3.67561711e+00 4.83962602e+00 -6.16014859e+00 -5.06380527e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 5.40961723e+00 1.82860287e+00 3.08150370e+01 -1.47087250e+01 -5.96197274e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 8.00493056e+00 6.39140128e+00 2.66061268e+01 -3.47020248e+00 -7.58249566e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 4.71298210e+00 6.61283900e+00 1.60814621e+01 -3.32703404e+00 -5.22199454e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 1.05026548e+00 6.83654338e+00 3.90756519e+00 -3.09517688e+00 -1.80908897e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 7.81466339e+00 3.40661825e+00 2.84684422e+01 -7.27836614e+00 -2.06565438e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 2.17715063e+00 1.13599616e+00 1.92075399e+01 -1.96102457e+01 -2.15588698e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 2.32471278e+00 9.68513833e+00 1.03113785e+01 -2.53005235e+00 -8.47509335e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 2.00521235e+00 3.25803741e+00 7.83152087e+00 -6.83282241e+00 -6.93421341e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 3.41407901e+00 7.08423659e+00 1.21753158e+01 -3.10674826e+00 -4.84492564e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.26532484e+00 7.35966883e+00 2.57704415e+01 -3.05231872e+00 -1.00202825e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 5.02982503e+00 6.49006675e+00 1.72358523e+01 -3.35954677e+00 -5.63462645e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 1.39343549e+00 3.81616655e+00 5.98079376e+00 -4.43920661e+00 -1.57399847e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 7.17761810e+00 3.43986628e+00 2.72769118e+01 -6.41996259e+00 -2.71849257e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 8.71400203e+00 6.37901454e+00 2.88794332e+01 -3.48258519e+00 -8.11887210e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.42283114e+00 8.79486070e+00 3.26916853e+01 -2.71611435e+00 -1.66558983e+02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 2.70062879e+00 9.52060356e+00 1.12838682e+01 -2.58480782e+00 -7.26969407e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 4.78012993e+00 1.95315224e+00 2.58621959e+01 -1.34851192e+01 -5.94905278e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 9.19020795e+00 2.39345751e+00 4.25050441e+01 -1.06963767e+01 -1.53139921e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 7.73868054e+00 9.50262633e+00 3.14232158e+01 -2.60840025e+00 -1.76363367e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 9.96893325e-01 7.62881706e+00 3.74459850e+00 -2.91575644e+00 -1.83464084e+01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 4.78623288e-01 8.94694442e+00 2.71349315e+00 -2.43141103e+00 -4.96564903e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 4.75505776e+00 2.82369371e+00 1.96254066e+01 -8.78184254e+00 -1.03021652e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 8.95856697e+00 6.28827284e+00 2.95830809e+01 -3.52993503e+00 -8.10297514e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 5.63784721e+00 7.31025635e+00 1.97497115e+01 -3.08379810e+00 -7.28477646e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 5.09618574e+00 7.12100697e+00 1.78184841e+01 -3.13220787e+00 -6.53450852e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 1.64254788e+00 4.67336522e+00 5.56777963e+00 -4.63103817e+00 -1.00017760e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 6.11207731e+00 1.13855403e+00 5.31322013e+01 -2.20571859e+01 -4.65163873e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 8.19732606e+00 6.24633451e+00 2.70164026e+01 -3.55354464e+00 -7.29850505e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.77549137e+00 3.27791385e+00 1.44892426e+01 -7.02837659e+00 -1.18768015e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 7.76963820e+00 5.05228822e+00 2.50023797e+01 -4.48000223e+00 -4.34422351e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.38818347e+00 9.61822914e+00 3.84629986e+01 -2.59199843e+00 -2.20750440e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 2.52476150e+00 4.59131786e+00 8.43529947e+00 -4.83924093e+00 -1.34745961e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 5.35372693e+00 8.55821446e+00 2.05188819e+01 -2.75628621e+00 -1.01925104e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.93405255e+00 2.69686545e+00 1.28011431e+01 -8.50687192e+00 -7.43633231e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.36311682e+00 7.05214448e+00 2.58332284e+01 -3.14342390e+00 -9.60552006e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 5.52818342e+00 9.79306259e+00 2.33286370e+01 -2.55682391e+00 -1.50276581e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 5.96440025e+00 1.91703791e+00 3.30585334e+01 -1.30738278e+01 -8.18161214e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 7.93173454e+00 1.07487948e+00 7.20906485e+01 -2.53930463e+01 -4.72134194e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.08193742e+00 4.90224513e+00 1.35055070e+01 -4.49322023e+00 -2.47111794e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 7.92052657e+00 1.83362935e+00 4.57619379e+01 -1.32920118e+01 -1.10417386e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 5.59153920e+00 7.73545915e+00 2.01282358e+01 -2.95511758e+00 -8.19407041e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 2.19823137e+00 9.23093797e+00 8.89106989e+00 -2.63523690e+00 -5.14634952e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 7.04918307e+00 4.90618875e+00 2.27482568e+01 -4.63441015e+00 -3.72196192e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 7.93843134e+00 3.32840478e+00 2.92316656e+01 -7.52795590e+00 -1.98773753e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 3.07114540e+00 4.90962987e+00 1.05379913e+01 -4.29405584e+00 -2.26614116e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 8.27661026e+00 7.51103036e+00 2.94773628e+01 -3.01404280e+00 -1.16018062e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 8.89967035e+00 1.08148745e+00 8.04190586e+01 -2.53003796e+01 -5.30448035e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 3.21681702e+00 6.30508591e+00 1.08084311e+01 -3.47723296e+00 -3.19136498e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 9.01314104e+00 6.51962516e+00 3.06446064e+01 -3.36708799e+00 -9.72855150e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 2.02666741e+00 6.73919422e+00 7.01320100e+00 -3.25692089e+00 -2.43423838e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 2.15588172e+00 3.17819872e+00 8.65706347e+00 -6.78439077e+00 -7.95188051e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 1.99453247e+00 7.42647451e+00 7.54477949e+00 -2.94278578e+00 -3.80609453e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 8.70301712e+00 1.82252338e+00 4.97254218e+01 -1.47375832e+01 -9.58735636e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 6.57299929e+00 2.79343303e+00 2.71087820e+01 -9.14043656e+00 -1.30239299e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 2.04743524e+00 8.89723042e+00 8.18632810e+00 -2.67735149e+00 -4.72142911e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 3.86604762e+00 7.64850836e+00 1.46545554e+01 -2.90034807e+00 -7.44148822e+01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 6.31289108e+00 1.12370999e+00 5.51149357e+01 -2.42059713e+01 -3.97454850e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 1.16127593e+00 3.23538634e+00 4.80892239e+00 -6.09281203e+00 -5.77619645e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 8.01823035e+00 2.92965835e+00 3.24865303e+01 -8.27231110e+00 -1.92454722e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 8.01017830e+00 3.43725695e+00 2.90026028e+01 -7.22444701e+00 -2.12726494e+01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 5.33854637e+00 3.22803793e+00 2.00654265e+01 -7.74550681e+00 -1.30332494e+01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 9.47580684e+00 1.56273666e+00 6.16053147e+01 -1.75190961e+01 -8.44159239e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 4.51846748e+00 5.13046465e+00 1.46444950e+01 -4.35972824e+00 -2.72310845e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 9.56701920e+00 7.59460127e+00 3.40681461e+01 -2.99754118e+00 -1.33397403e+02
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.67558089e+00 6.46058552e+00 2.23746781e+01 -3.42246681e+00 -6.65409409e+01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 5.59026150e+00 7.05584502e+00 2.00856220e+01 -3.10082220e+00 -8.23135284e+01
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 2.06588528e+00 1.73034261e+00 1.25815595e+01 -1.37031082e+01 -2.87645976e+00
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 8.47802284e+00 9.56341639e+00 3.47595854e+01 -2.59583591e+00 -2.02495721e+02
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 4.24820725e+00 8.54642650e+00 1.65327889e+01 -2.74195566e+00 -8.81993371e+01
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 2.19381676e+00 8.24581287e+00 8.33146263e+00 -2.80662720e+00 -4.11731202e+01
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 7.47360533e-01 8.40685425e+00 3.09538305e+00 -2.69715784e+00 -2.15615645e+01
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 4.88134136e+00 9.39439457e+00 2.05004974e+01 -2.59105012e+00 -1.37907621e+02
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 5.07582679e+00 5.89828570e+00 1.70123766e+01 -3.67146935e+00 -4.64136863e+01
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 7.19443606e+00 2.80253816e+00 2.95535255e+01 -9.16460013e+00 -1.40833352e+01
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 7.82550404e+00 6.55105247e+00 2.70577646e+01 -3.31856814e+00 -9.22715711e+01
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 1.48373537e+00 7.68593344e+00 5.47567729e+00 -2.92952697e+00 -2.49028815e+01
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 7.21692091e+00 7.64125654e+00 2.59066234e+01 -2.97667571e+00 -1.04821716e+02
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 2.31114033e+00 5.69304122e+00 7.76764278e+00 -3.77618746e+00 -2.04204523e+01
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 8.40772105e+00 1.61612847e+00 5.31786382e+01 -1.67302566e+01 -7.99500751e+00
1.00000000e+00 1.00000000e+00 9.66202565e+00 8.42212869e+00 8.37157162e+00 8.13410197e+00 4.34001645e+00 2.68137350e+01 -5.39194679e+00 -3.33189828e+01
1.00000000e+00 1.00000000e+00 3.26604066e+00 4.13028287e+00 5.86714379e+00 5.38291546e+00 9.28689948e+00 2.18050050e+01 -2.62894874e+00 -1.25934653e+02
1.00000000e+00 1.00000000e+00 5.47523655e+00 7.10214537e+00 7.39218519e+00 7.11058014e+00 6.26004019e+00 2.35467425e+01 -3.53450426e+00 -6.50337067e+01
1.00000000e+00 1.00000000e+00 3.70790479e+00 6.09158768e+00 3.82915102e+00 3.50082939e+00 5.84498749e+00 1.15923482e+01 -3.73835889e+00 -2.97369773e+01
1.00000000e+00 1.00000000e+00 3.56356445e+00 3.40325443e+00 5.24051109e+00 4.65283831e+00 3.41968163e+00 1.72855930e+01 -6.85916941e+00 -1.45594635e+01
1.00000000e+00 1.00000000e+00 1.33198253e+00 8.90766988e+00 8.39473208e+00 8.17020647e+00 4.31604028e+00 2.69596651e+01 -5.43389051e+00 -3.30030567e+01
1.00000000e+00 1.00000000e+00 6.48607901e+00 8.17683419e+00 5.13338677e+00 4.88879334e+00 9.05811480e+00 1.93318100e+01 -2.67117586e+00 -1.03252702e+02
1.00000000e+00 1.00000000e+00 5.52411121e+00 6.92606651e+00 4.22018439e+00 3.93142020e+00 6.99816743e+00 1.36412620e+01 -3.17783492e+00 -4.83705213e+01
1.00000000e+00 1.00000000e+00 1.46330876e+00 8.65523556e+00 5.44791203e+00 5.21683801e+00 8.08648324e+00 1.92611745e+01 -2.86305108e+00 -8.52172183e+01
1.00000000e+00 1.00000000e+00 3.50781818e+00 8.80564781e+00 8.45424327e+00 8.22711631e+00 5.08910881e+00 2.64710086e+01 -4.44088661e+00 -4.67585358e+01
1.00000000e+00 1.00000000e+00 9.17439297e+00 7.37526679e+00 4.01687243e+00 3.74569580e+00 6.67222498e+00 1.27633107e+01 -3.31048779e+00 -4.13798419e+01
