G	c	dx1dt	d2x1dt2	m2	m1	d1	d2	Fg	Fc	p	W
1.000000000000000000e+00	1.000000000000000000e+00	1.555334045909417817e+00	2.617571943543568480e+00	1.656352898060207579e+00	6.224351410429409093e+00	1.559733405870137313e+00	1.796217906271069809e-01	2.809991103936036794e+00	4.245666716138704055e-01	8.263407659469349298e+00	1.600226258789974931e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.327244847490439028e+00	9.912885195753197820e+00	1.457698896005978018e+00	3.966724956627352139e+00	4.495249708561997792e+00	9.639467476973571092e-01	6.998631350456014033e+00	2.314206297056204953e+00	8.511708201773684479e+00	3.801208196196806455e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.295891110047316275e+00	9.525151677548125306e+00	9.477087007477404512e+00	3.521919166899499132e+00	7.410317897446414115e+00	8.877910508413050295e+00	5.653054168117067846e+00	-3.255315980948522281e+01	9.957294688655265347e+00	-7.718705567006775254e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.960001903277911683e+00	1.085415304121849500e+00	2.362983420104185051e+00	4.054025191035004916e+00	2.601277258547491478e+00	6.764845447454278515e-01	6.663130860512387343e+00	2.518191014985254217e+00	4.984106917930214209e+00	1.731511015346312377e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.720998743356403793e+00	7.020074015774738108e+00	6.026992973584919255e+00	6.774448027228070046e+00	6.350143316485924672e+00	2.719758261300686986e+00	3.044290563353245549e+00	2.078553665763536618e+00	5.125582460016422814e+00	5.041029813127870796e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.949264061772774781e+00	9.193282224441460926e+00	4.468846752691008284e+00	3.970712747943098808e+00	3.338913866946518816e+00	2.264141003074194192e+00	2.761293224173733130e+00	4.066834801624605866e+00	7.353500855160914895e+00	1.938793047351772714e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.972845223363607570e+00	2.643239723644104533e+00	4.185254500263307698e+00	7.335983586446992888e+00	9.160074258692050719e+00	2.668092151625014008e+00	1.119269053223787225e+00	4.973032391502665850e-01	2.181853681349573471e+00	5.947164387906548200e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.749039616649934459e+00	5.984234811326317960e+00	8.709753393656328058e+00	4.787095674819876301e+00	8.700515843815880501e+00	8.861926705541096183e+00	3.943230510861513771e+00	1.939704866822930853e+02	5.787528661064000879e+00	7.877702499103842456e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.969611161161159529e+00	8.947085490172344890e+00	1.668870825858804530e+00	1.796930096421543332e+00	3.548881403138460122e+00	1.264418235214500363e+00	5.979009222119977984e+00	3.641657000360383201e+00	6.197468063978398334e+00	1.961204988831597262e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.710656510892142101e+00	1.385977139551603621e+00	6.418077333808787976e+00	7.963330798246106568e+00	3.002642281913479927e+00	1.208264784450199247e+00	8.593204772758893384e+00	6.871786898658909237e+00	1.871735686507886465e+00	3.269108383102317248e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.108949178538838787e+00	7.426672413472954482e+00	9.572609113530470282e+00	3.588430114944910265e+00	5.478309194719832576e+00	5.851832350799433868e+00	7.061730916010999337e+00	-2.696231700204793214e+01	4.890560008449950757e+00	-6.134767313613749593e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.213127129983623487e+00	3.709880972404666188e+00	5.784285140534179526e+00	4.738841595751539515e+00	3.225618833034734845e+00	2.023264650624562400e+00	4.588409611521528042e+00	7.782051121894379975e+00	8.627490704946589872e+00	3.401111115560109255e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.696542531451764368e+00	9.162967734006612019e+00	9.617675189162653737e+00	6.872548381433608355e+00	6.532476589519306209e+00	4.793212206864373215e+00	9.105764638385011267e+00	1.853222824691492931e+01	8.991564305943516189e+00	3.886934257992965058e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.421347536537632905e+00	9.904983872275217038e+00	2.001488864278124336e+00	3.857565543570552258e+00	7.848258824725105498e+00	1.580620287546706582e+00	8.059879770050493164e+00	1.846353592591901238e+00	1.458684093619246447e+00	1.280112741183584433e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.854482832631550338e+00	9.445398969086925334e+00	4.949950517997478094e+00	1.529282088395813810e+00	7.256778633586471905e+00	1.113387443180021030e+01	9.400066015181343104e+00	-2.552701745845034864e+01	1.572921143543404510e+00	-7.658066826315653088e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.723227333215806567e+00	4.937175057022448854e+00	4.158978953539134160e+00	3.966028832580126728e+00	9.095946015540778973e+00	3.248695046731389979e+00	5.796071147056710338e+00	3.072505167808053717e+00	3.714120648980520745e+00	3.172754983660714743e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.733595897171523514e+00	9.046623296913656631e+00	7.196963405449663398e+00	9.385270180800196371e+00	4.496406791013835225e+00	1.654429454621561213e+00	3.115631729233232505e+00	2.127241212224135758e+00	8.754402970096043290e+00	2.902604645964568419e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.160509613492538783e+00	8.699275598440278756e+00	9.472439541866600976e+00	6.799382453547738514e+00	2.314031411884905243e+00	1.647099217634793167e+00	1.721687070132023045e+00	3.936883672840381987e+00	1.576480616654494460e+00	1.677649311249991797e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.110030086504075086e+00	3.838722732518529135e+00	3.062197281604417398e+00	7.366669470227227734e+00	7.758878754787671639e+00	1.761902754947143324e+00	7.388423841034795103e+00	2.214140980060816499e+00	7.875073635752539047e+00	1.059161126643226680e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.735736829747009047e+00	8.023238864933468051e+00	6.921044957894440408e+00	6.605930391347566655e+00	4.026856602625218606e+00	2.322862060511811322e+00	1.327461537823277027e+00	2.239044464529327705e+00	2.203405321068866662e+00	4.953716107813270497e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.896758700044416379e+00	1.125880022890584975e+00	2.499363314510596901e+00	2.453702391493826518e+00	6.348543546253421432e+00	3.784149625878969303e+00	3.569433789983186056e+00	3.912546855333626450e+00	6.801616522061188164e+00	7.080549755547208690e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.547021054410883778e+00	6.927908682123518957e+00	5.880451299945217869e+00	4.708256361931584699e+00	3.718291734506793400e+00	2.149392605634296238e+00	5.715044024342354589e+00	1.040179351597284096e+01	4.230283083317031512e+00	9.893122003002167730e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.401486985914752958e+00	2.650522449540299696e+00	5.346697070116145589e+00	7.605105572495441280e+00	1.564068154573856395e+00	3.700651957343583653e-01	6.033093823154565882e+00	3.131642079196733874e+00	8.551930553643297017e+00	8.001157115978069001e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.678746736473302192e+00	2.015187210529511219e+00	9.405934203475027289e+00	2.061813571142984802e+00	1.021923302536270306e+01	2.532392246811678760e+01	6.350658075797793067e+00	-1.054822806710592964e+01	3.445544379801736667e+00	-6.175921162038828243e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.743455685446365422e+00	1.688034890489474638e+00	6.163889774777521424e+00	3.409214560432087371e+00	2.198560799911141395e+00	2.624658820580562324e+00	2.319392073348756078e+00	3.076473607810598665e+01	7.173816249736461259e+00	3.761113849570093635e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.043089320666547692e+00	7.355742094631257721e+00	4.035527744140167350e+00	2.753206242483141608e+00	9.928955178148187954e+00	5.692529954054605490e+00	4.214230724705897657e+00	6.558789524455924891e+00	3.310311274648270352e+00	5.932819751772840391e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.563241697341568148e+00	3.642424915245470629e+00	1.942810632529301973e+00	5.887377818558206855e+00	1.002833064419425035e+01	2.206602593514824573e+00	6.473009803892186831e+00	1.717177968405683819e+00	7.456341668044329296e+00	4.243161169626893781e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.001794745343848270e+00	7.571349422085794423e+00	2.640069201767450302e+00	9.861851967240831129e+00	8.435870233426637554e+00	1.243901252296772508e+00	9.277000846915363752e+00	1.335486691153309868e+00	8.754533864809511456e+00	2.359651906863308923e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.410700635167541073e+00	1.119203705364810952e+00	2.779201427655630496e+00	1.631664276522962309e+00	6.998260516689316368e+00	6.459600639305427272e+00	7.011693918831774397e+00	1.219290586004375712e+02	1.796082891342178467e+00	4.549397308024209451e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.874020424739526902e+00	3.864713618371335535e+00	3.059843196003174004e+00	5.251097406510191412e+00	6.250168140431505925e+00	1.643225323831980944e+00	9.330331315358369793e+00	3.674425733601627719e+00	8.935912073696153257e+00	7.419179203840810999e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.079635499297125545e+00	5.673952068393838921e+00	8.816133504520198727e+00	2.217868976013568805e+00	8.963689273933546531e+00	1.467348209357287026e+01	7.891381330934541083e+00	-1.976905097749904527e+01	6.501388033064741556e+00	-1.508662498207444571e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.637536116974899869e+00	7.875660200602720984e+00	6.272256099902138615e+00	9.711201198586440597e+00	3.731371053602788646e+00	1.190328376326861726e+00	6.566680231417684865e+00	2.730654357769485951e+00	2.048857753125251868e+00	2.573838978683409096e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.262819074393349394e+00	4.100983423674667172e+00	6.104964132348650097e+00	2.110722621528460685e+00	4.857481254842955565e+00	7.501910934591984770e+00	2.658106450132590837e+00	-9.293898497240762779e+00	5.014791175455065364e+00	-2.806457655402615359e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.102881116724919508e+00	6.567486678666300648e+00	2.162435806376466374e+00	4.822449391499890048e+00	6.228061404382073007e+00	1.854058326001864376e+00	6.672748158770180460e+00	2.013189844951146057e+00	2.357393931177548918e+00	2.238696421788893645e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.124612934924510199e+00	9.105566079324324491e+00	8.777248485589721483e+00	7.705231819012865913e+00	4.126317527063267931e+00	2.721951139347100312e+00	6.078353472721861550e+00	8.886302542551760553e+00	7.539061770975143517e+00	1.441516302971266441e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.753600163713331384e+00	6.683746542224857201e+00	7.664086815064117708e+00	7.019992330804999625e+00	5.056134547394528056e+00	2.241391257876416354e+00	6.178033716679365739e+00	6.778024360898225353e+00	7.589889749139773656e+00	2.116169884493327800e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.527640585934268991e+00	3.449882722491510290e+00	1.535187243494609666e+00	4.126676829671306557e+00	3.864786036944333425e+00	6.784150349630569954e-01	5.523973786978630507e+00	1.156797269286810925e+00	1.665189972261465812e+00	3.849003041017085280e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.627516989663938318e+00	8.835207300742065062e-01	7.294657334537693494e+00	4.091590449817508635e+00	6.301464933291952342e+00	5.486348629949939770e+00	6.153311876263725999e+00	4.888487301269537966e+01	5.489823907933807590e+00	1.249484878612304783e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.289798380581756554e+00	9.086521233202136116e+00	5.402043013549108430e+00	4.433981141897047173e+00	8.765120273077062762e+00	5.820366155137786102e+00	4.024818856580761661e+00	7.074239747715378002e+00	8.557045992433394588e+00	2.012775390923031011e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.119404713138996144e+00	1.196003628473122138e+00	1.982184689431464308e+00	3.036747632510834904e+00	2.540747104439774695e+00	6.836718715793121959e-01	5.340915576340406368e+00	1.864840869913955368e+00	9.110290496124481052e+00	6.758474733608238694e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.676581446301094402e+00	8.767136753391765680e+00	5.183085900426512183e+00	3.072125952244587399e+00	9.377155083387547663e+00	8.384953969558797127e+00	2.536632991733315023e+00	2.500030578276855664e+01	5.907164099177454553e+00	1.155443425710992187e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.075898208033084558e+00	5.440761228501647118e+00	5.576793582894114643e+00	4.920897856904153933e+00	7.077919278970004058e+00	3.338868473686479987e+00	8.013761889590117704e+00	8.160490977637069321e+00	9.105747142589944332e+00	2.677898428004925790e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.483222730427797842e+00	9.620337261857418554e+00	1.714574643047832581e+00	3.583797997826100534e+00	8.243538482082650276e+00	3.175242204660537304e+00	2.560626254520198763e+00	1.419091080646451397e+00	5.754088571551956299e+00	7.078893228740801646e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.617164699313073939e+00	7.932525187730292693e+00	9.498279359115471721e+00	3.205474666664276384e+00	6.254992348916939449e+00	8.626365129963696532e+00	2.072168335700224073e+00	-7.297328133669990891e+00	4.163373318814524104e+00	-3.081619726858267541e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.961111936460789629e+00	1.012543892449509464e+01	8.413484368327447172e+00	6.947098189798151857e+00	8.699444754107338085e+00	4.972153396669475534e+00	5.255085916498902776e+00	8.035779475912640635e+00	7.923964300105085456e+00	3.395006444419720992e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.310087269804064647e+00	4.692647482142690230e+00	7.435701068965102856e+00	9.969633672348189535e+00	1.449798734291938063e+00	5.036427157044828240e-01	6.877515614292426527e+00	3.790777249198690857e+00	5.536515241747430593e+00	7.667865129994368090e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.681444351964955564e+00	8.177282845174183024e+00	5.330234638709598016e+00	6.341266814618869319e+00	8.358082323567357363e+00	3.246881278767036694e+00	4.989669202520627067e+00	3.418557499071518180e+00	5.198759938344431397e+00	6.223028993962594768e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.275736622586387092e+00	5.004416513089871899e+00	4.770558185782440397e+00	2.150223725530150176e+00	1.704273387602189160e+00	1.637855778578586552e+00	3.272009865907735460e+00	-1.252135177149766143e+01	5.032816889550697503e+00	-1.436563429746229126e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.343025307974852645e+00	5.118883802092058843e+00	6.739512032841482814e+00	2.199364455614494673e+00	9.475724964967099595e+00	1.847389854724540825e+01	5.554497350114757204e+00	-1.200242018157450907e+01	8.480551744914755830e+00	-2.847562863335430805e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.455924506500906546e+00	6.859709306430588072e+00	6.018549113767261538e+00	9.627004855884528922e+00	9.548456174347165870e+00	3.072759096266644452e+00	4.613578361401946104e+00	1.786981582195647178e+00	8.607645471782864988e+00	8.149039594873929104e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.369176738436948426e+00	8.544821729856803216e+00	1.304202069739900605e+00	3.822153223162763958e+00	3.980193163700896264e+00	3.007405849538978826e-01	8.758730062883588019e+00	2.588119606539617035e+00	4.531547278444776339e+00	3.273150734988733035e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.959612265393426700e+00	9.791806132441976729e+00	5.584991409043723820e+00	2.115703635759216272e+00	3.102487902902738348e+00	4.758987145052024026e+00	8.800218701343535344e+00	-2.690708147713629117e+01	3.945659666493520845e+00	-1.221251008581875794e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.595683872623979482e+00	8.398809102286151074e+00	8.097956505823233897e+00	6.538760497409854544e+00	8.211851400215007146e+00	5.178320549908807635e+00	6.014116709887331602e+00	1.018042091657897252e+01	5.318976424790545110e+00	7.932132540934526332e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.363215429289931002e+00	4.590824996818574810e+00	5.758897204122296998e+00	6.731187084551700117e+00	3.498733790158846002e+00	1.286625426567958863e+00	3.955513705374238409e+00	2.347500072767528589e+00	5.996572828575264857e+00	3.539988578278925502e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.389919357068554184e+00	5.101345397117875713e+00	1.873436164215578126e+00	6.694694158572739973e+00	8.728040047996728390e+00	8.597600056250627176e-01	7.325343115085230394e+00	8.744133260973822042e-01	2.983109723271702762e+00	6.390396137092824347e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.040387451808450159e+00	7.920750757953541665e+00	8.369992678584521784e+00	2.949903626990990624e+00	2.479230354631259736e+00	2.363029376079882393e+00	1.517688254084325949e+00	-8.550754820009213830e+00	7.975684961985895605e+00	-4.067959422461965602e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.726392425714843526e+00	3.447941958106720328e+00	2.400825132846244436e+00	7.597407422356245998e-01	2.226085566445780373e+00	2.730531766142822114e+00	5.484976544890888484e+00	-2.750840988638877604e+01	5.173498329094805115e+00	-2.983824690103748623e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.180580272667951292e+00	1.641840553787604629e+00	3.566166232275356229e+00	1.032997077624457560e+01	9.694076167268271149e+00	1.765277934385703462e+00	3.661342856536206281e+00	8.281314694980892455e-01	3.729717022381304314e+00	1.621179983016252208e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.579109768421750326e+00	4.337688158607086564e+00	2.534168679243103739e+00	3.345316979966476367e+00	7.202351874402196152e+00	2.903209893348146053e+00	9.138658676899030553e+00	5.799603184940788303e+00	1.858111374893892442e+00	1.108546494322344245e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.815204674750985347e+00	3.541591809406531954e+00	4.309711607867308558e+00	7.017737743915316351e+00	8.886814510895467478e+00	2.674055909855074908e+00	1.348389394267396124e+00	4.271268023337371766e-01	2.975553117660504121e+00	8.193513665205436780e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.388630149412446002e+00	3.969546957398880860e+00	7.899771218593884647e+00	7.701612067220958480e+00	3.944772332173147600e+00	2.477524667518406165e+00	5.751249265173319358e+00	6.688977303319591172e+00	9.252040335111946234e+00	1.615123771047503283e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.019912380931869311e+00	2.642118510792472730e+00	5.672618109450406010e+00	6.287211881198730978e+00	7.195423419993130842e+00	2.932744800617744563e+00	7.743372288655801405e+00	6.004681124994702301e+00	3.954244722993456307e+00	2.030483585806748579e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.441463620623866904e+00	1.481141775426868978e+00	2.908475240936048589e+00	3.973995748389014260e+00	6.372242994628422252e+00	2.251658217433516906e+00	5.756000724713553396e+00	3.209297603851960723e+00	2.854996997845208551e+00	3.174108537603989433e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.424024010613043956e+00	1.223833435526901603e+00	8.401966808185068913e+00	3.460759752892857755e+00	6.248581173484682338e+00	8.388171992287505319e+00	1.112347100180479220e+00	-7.863733160714825310e+00	5.146027166440689804e+00	-2.792315753768494915e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.372356515388666764e+00	9.335935041851373128e+00	8.704370017214300148e+00	6.503529618577396754e+00	6.918970389417648192e+00	4.837318025919334019e+00	9.658545017903406915e+00	2.263797236557250159e+01	3.781869610030211604e+00	2.018117503411123835e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.675790316482276943e+00	4.603671632897435195e+00	8.938277267517175773e+00	8.703805053959605686e+00	5.796179198470516880e+00	2.980663503833617778e+00	5.733862994398173818e+00	5.631461233563444857e+00	1.128063484949623385e+00	1.783027500346412808e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.231034552286951467e+00	3.949868729934210343e+00	3.463731173906702487e+00	9.259490936977973874e+00	5.274990122066494536e+00	8.983312884301041246e-01	6.036100888914607943e+00	1.198220831931679609e+00	4.198527727879151072e+00	1.220956527649395440e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.599527855826982536e+00	6.914784156406430959e+00	4.909172541965963532e+00	1.730426737534932258e+00	3.422457144439076782e+00	4.691840081797837847e+00	2.984210858489364071e+00	-1.362634582065608768e+01	6.369743724500998461e+00	-2.635766673634578439e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.596576699087742135e+00	3.117053999030720668e+00	9.853640841458078725e+00	2.181284535980259509e+00	6.983740829337099498e+00	1.656904890724911183e+01	5.637998169603220866e+00	-1.034700925350579581e+01	5.920861233894082254e+00	-1.388340890399186094e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.141820940456838684e+00	9.603993116241598571e+00	7.506106170518337173e+00	9.501822359212807712e+00	3.144446621234763484e+00	1.231645006371419493e+00	4.669145431684292191e+00	3.579965007242288166e+00	4.067202581831122821e+00	4.901021328981154568e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.116754791267704050e+00	8.124225081590322972e+00	1.647397079628384997e+00	7.207619862421745793e+00	7.333544292941398091e+00	6.817170048448157882e-01	1.266898449816895589e+00	2.185904346431760681e-01	5.118602318487845082e+00	1.343162002695295776e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.848770110461086524e+00	1.515484986645853072e+00	1.894326007267814749e+00	8.609304449244884694e+00	2.591640553699704697e+00	3.230763881362358481e-01	2.265640549345157684e+00	9.261676062737650428e-02	9.724729082858377893e+00	2.355053799201568765e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.633776827576247204e+00	5.069889009524097823e+00	5.355416561238802942e+00	2.860375905119884266e+00	6.401270590923121340e+00	6.077513417001968676e+00	8.659183503999125620e+00	9.371843797433042766e+01	4.260099523552568712e+00	1.585597197504606129e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.804530572394923871e+00	8.906829929908870014e+00	9.295293950518573212e+00	6.253715192577979920e+00	7.485049364034003005e+00	5.477687359652338550e+00	3.139491668147478709e+00	8.513811909668872246e+00	3.452201392910482447e+00	1.980364824569742552e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.042805597871196532e+00	9.511963177841915140e+00	6.276947926434979230e+00	7.361746085676775131e+00	2.766270327904635451e+00	1.000245063764168885e+00	2.727634674317050756e+00	1.938765484455512222e+00	3.446371928530595152e+00	4.712883217984085604e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.015923933360772580e+00	5.468193063298028456e+00	5.258063061206565969e+00	7.108815091898287086e+00	1.869786056842434263e+00	7.246725498711128477e-01	5.826270217067193613e+00	3.454042513769735478e+00	4.906147566386648506e+00	2.820624839509673265e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.713584060560065403e+00	6.244951960349282238e+00	1.697155304541208887e+00	5.355166377954249768e+00	2.138217277586859311e+00	2.891376951314847954e-01	7.999515956234253267e+00	2.121090618323537402e+00	8.527086563354146165e+00	2.016891211775222814e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.035388651640988478e+00	2.566877851965294610e+00	7.204088057859722838e+00	1.172858166229446608e+00	6.337616402000761262e+00	1.923523364653905432e+01	1.734615905227918642e+00	-2.285100885109689894e+00	2.436950289858351937e+00	-4.106099662274463924e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.850790174516866671e+00	1.003830702967834654e+01	8.673441050517990192e+00	6.143729486974713438e+00	8.950697637112511984e+00	5.805817528015801976e+00	6.001294070864462427e+00	1.279184970197197657e+01	7.152014650048537092e+00	8.337688482966069614e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.464648653607129702e+00	2.933291280480088581e+00	4.094276733253948919e+00	3.305287066102845284e+00	1.539878058096932456e+00	1.236796795993209130e+00	1.546946216289998066e+00	4.121106641804554549e+00	1.253985135370222048e+00	8.540376362130128030e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.391080283322529088e+00	9.666048706100889731e+00	7.833807454713214824e+00	5.328358198335891416e+00	7.133210436417726896e+00	5.453686826231282758e+00	1.498745997710536626e+00	4.816558430458227846e+00	5.381521522429307147e+00	8.314745284340399678e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.895508632402921556e+00	6.979535365423092941e+00	1.014661907399688090e+01	9.604796284815950713e+00	3.903931968081316484e+00	1.991861456935951624e+00	1.776690029427659079e+00	1.567793757392615728e+00	7.829767122921158951e+00	5.469460560887709022e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.547824211397028193e+00	6.441488059584244752e+00	2.947552306737223127e+00	4.776652443639518353e+00	5.394440865769757565e+00	1.771716669336143690e+00	8.445877596688960764e+00	3.836728193439773005e+00	3.758725349977823704e+00	1.778687431411101727e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.162045538348743356e+00	5.577437800807255819e+00	5.927288260212111304e+00	8.665411734640102281e+00	9.105393404640400590e+00	2.760557877137827187e+00	2.305271988615686496e+00	9.467085046532112136e-01	6.223021538213716397e+00	8.118108758444351736e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.678510788691177424e+00	3.221657168071883071e+00	3.264249063966475628e+00	2.618259022593135033e+00	4.540487499951867179e+00	2.607606508822849722e+00	1.314410387168096772e+00	2.825830691485009982e+00	2.777198161189412762e+00	8.231730100829403796e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.172483562422738324e+00	2.808071649858727703e+00	8.316977882342346362e+00	7.082155096271849359e+00	5.218774647249154519e+00	2.766494917095729367e+00	4.916219381931980159e+00	6.580130368592351786e+00	7.858900736362129713e+00	1.728445539059676150e+02
