G	c	dx1dt	d2x1dt2	m2	m1	d1	d2	Fg	Fc	p	W
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	8.432939470498331147e+00	1.560673287057617653e+00	7.480722154201193241e+00	1.685244082204395699e+00	1.891142458951462491e+00	1.288954584662703269e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	1.114547380550810907e+01	9.367967907262835681e+00	-2.553255575475449035e+01	1.799719481307355817e+00	-7.642354259765181723e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	3.222960362054573480e+00	5.754385138143895517e+00	3.562496866926787575e+00	3.366442978853183554e+00	3.141099005423806716e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	1.823996681162837641e+00	3.331649343422714793e+00	2.208378460914652397e+00	8.869392038198922634e+00	3.025419956810306843e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	1.735065177680849891e+00	1.480452966960736694e+00	3.899364693698326167e+00	2.166167655022605221e+00	1.657128413652201289e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	7.649231206996105037e+00	1.793844974338036913e+00	7.535784599884196133e+00	2.311718194218249423e+00	7.482093781785086328e+00	1.054186835542936649e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	4.243585616468531718e+00	2.186410220845843799e+00	2.098838478157797116e+00	2.216996011717200954e+00	1.916605413864137519e+00	4.672126551505360226e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	7.045093803463547744e+00	3.511969057931908278e+00	3.726202441685577238e+00	3.703044554864161952e+00	6.602346153672079332e+00	7.125114390010763543e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.439859033606369465e+00	2.198444486263446240e+00	5.784096793166036754e+00	1.024516979959599539e+01	4.210254281133550158e+00	1.011106797002990731e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.727648532297935358e+00	5.758289310132903571e-01	6.087714821436261303e+00	3.041900452848114167e+00	8.111681064284612219e+00	8.013564323467253558e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.922050925749733352e+00	2.531967703542608916e+01	6.400050445417988954e+00	-1.053858231018844016e+01	3.107370892695584086e+00	-6.155897024474296586e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	2.407778587801400860e+00	2.222812771542290733e+00	2.503172473396394704e+00	3.082030923594695793e+01	6.757115784377589307e+00	3.724592856169224433e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	9.896182700860791215e+00	5.876976224137010263e+00	4.417141551272364630e+00	6.471871519720924226e+00	3.122065383972369101e+00	5.924322274166031548e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	9.798546945415395726e+00	2.025688467112941815e+00	6.561199848420269376e+00	1.715535520007765546e+00	7.420088467495136619e+00	4.142124189868909667e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	8.143129056659308418e+00	9.730241577727676283e-01	9.734595325336401928e+00	1.330247451427941430e+00	8.867243028705280139e+00	2.256390454925288935e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	6.932462142748576639e+00	6.535039435732966417e+00	7.551040081956018390e+00	1.220988638617954365e+02	2.133023430978164381e+00	4.550324002040092637e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	6.211203497855619204e+00	1.776249499338021343e+00	9.306223726493611181e+00	3.749791434605290075e+00	8.797088704213098964e+00	7.433445130283014635e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	8.786894074132018062e+00	1.456048936988846876e+01	7.862227136837232955e+00	-1.985180023974562857e+01	6.332543131418612248e+00	-1.510615124514760907e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.608953480019112980e+00	1.119189501509650464e+00	6.314404514087759601e+00	2.851846078177210586e+00	2.140166684426012544e+00	2.547838038854154661e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	5.206001083613444713e+00	7.363649779082714453e+00	2.728859500927958148e+00	-9.325617802658891620e+00	4.851369283763287577e+00	-2.652153677496056616e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	6.572680751362189433e+00	1.448013890577714902e+00	6.994047940589156909e+00	1.964585139986698481e+00	2.450491868554423025e+00	2.248487265045488925e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	4.698987037391040289e+00	2.687066736187484484e+00	6.611355253553199418e+00	8.834273056936522650e+00	7.303407959279964778e+00	1.446795705072946134e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.843001825365016444e+00	2.480373911951888388e+00	6.415952141000700770e+00	6.715835663475950845e+00	7.830740153843390061e+00	2.124866421160928667e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	3.975673438514151670e+00	6.653417028607249151e-01	5.401571949881986967e+00	1.086776653905650925e+00	1.941909992211129810e+00	4.050870694998094734e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	6.085661113218933771e+00	5.437816812512989095e+00	5.766714400211026437e+00	4.895335835799567548e+01	5.553232013323755822e+00	1.253145401604629569e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	8.657730889926559925e+00	5.578067510544992835e+00	4.015849921302370618e+00	7.233375562346322951e+00	8.327919097462588738e+00	2.037234719317923179e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	2.814318516347486643e+00	7.169932503606075702e-01	5.673791503031663019e+00	1.960044903234904767e+00	9.421882230571021921e+00	5.261554618319139287e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	9.404524259991887902e+00	8.471234949187561369e+00	2.779016824148016429e+00	2.492112809991416000e+01	5.624922375560278631e+00	1.155434974126078714e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	7.204604000297956112e+00	3.613539141903611807e+00	8.245209467958069638e+00	8.291913205183108815e+00	9.547832039839665441e+00	2.666688614529172696e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	8.421204434104920367e+00	3.064724238239086240e+00	2.675119034605820456e+00	1.529963466569799646e+00	5.817911399475102385e+00	7.156120590120316649e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	6.003642606217193922e+00	7.968495283930739248e+00	1.760987653783127715e+00	-7.183206217261175475e+00	4.536361253390513326e+00	-3.080804772214285094e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	8.013602347030845507e+00	5.008984984139833507e+00	4.931666078355450900e+00	8.236633675865830284e+00	8.632228194737187721e+00	3.373073276342821600e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	1.142747356734545194e+00	4.118974154091017414e-01	6.923378479932665641e+00	3.917631023061676654e+00	5.430926793550450604e+00	7.453647388311885891e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	8.362758006161667979e+00	3.350784063202063567e+00	4.937148063639368090e+00	3.309132821274907155e+00	5.247553446472061012e+00	6.095857858641043237e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	1.346296226352715397e+00	1.893717563155155270e+00	3.490906311536493334e+00	-1.244610025627071792e+01	5.407638581894189223e+00	-1.467229291258990465e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	9.011426596645671694e+00	1.838332252140270029e+01	6.020297521846585731e+00	-1.180822081217598196e+01	8.621633706769811667e+00	-2.919119536509661827e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	9.923059051346035275e+00	3.068884640120573160e+00	4.124824230664498437e+00	1.840856194893775610e+00	8.486686821357034560e+00	8.099278634100194552e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.637836140681641517e+00	7.733311513117420155e-01	9.392861141893401822e+00	2.535349847899595055e+00	4.640775468649542823e+00	3.295208749892945832e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	2.896969596417338977e+00	4.437630617025613233e+00	9.306376665007954685e+00	-2.670565198870726320e+01	4.002403496203687183e+00	-1.215700106602402286e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	7.882376575494637549e+00	5.097329131074771702e+00	5.528017611243245533e+00	1.007273356639481676e+01	5.417344995515047223e+00	7.917098454928150204e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.275392357307099545e+00	1.270897447283387605e+00	3.947009621458646311e+00	2.503613235959861960e+00	6.148071873528437870e+00	3.712526986166808740e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	8.798049085307715345e+00	9.391666291665400346e-01	7.633475369485123174e+00	9.187157211715627492e-01	3.145335219398504467e+00	6.188545502343229998e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.917907404963920870e+00	2.293729534352493271e+00	1.332947433516986191e+00	-8.506673298968742358e+00	8.140537592142498724e+00	-4.039640366203986588e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	2.125248787259747640e+00	2.639034681699445439e+00	5.270529857920759120e+00	-2.744681769896097734e+01	5.362197620106037732e+00	-2.804976944629859403e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	9.813830896784532243e+00	1.676849489286522221e+00	4.029457896361345881e+00	8.388158242975417567e-01	4.013751174444453618e+00	1.628495093165943217e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	7.070811277787047544e+00	2.687962044984676613e+00	9.287869988344951366e+00	5.712357462933363550e+00	1.965306799881080035e+00	1.120136191364339737e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	8.613409662681821288e+00	2.412025358716718415e+00	1.113970219528023886e+00	4.317503787721229114e-01	3.152440439344251111e+00	8.272427509531024725e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	3.921185064757184868e+00	2.082862748342388493e+00	5.972009309284979750e+00	6.758777663555511239e+00	9.540226846514896053e+00	1.623495410152621901e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	7.091518424225902173e+00	3.100063496076725045e+00	7.660799994952963488e+00	5.954930408458610103e+00	3.748223647354433918e+00	2.038946980250274805e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	6.336960310121185991e+00	2.367016024276876518e+00	5.363474464953084109e+00	3.182944208445773970e+00	2.515902035110027857e+00	3.213303277420799020e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	6.432700475188143585e+00	8.315039567746307370e+00	1.763318006080177414e+00	-7.788919535676408934e+00	5.147169498553102684e+00	-2.791392717320222800e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	7.147566966559060653e+00	4.990793012827303698e+00	9.755249448984365301e+00	2.263075516415902655e+01	3.758781920190827019e+00	2.017045540104586735e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	6.176534280225532747e+00	3.101815171993880238e+00	5.655720302784241760e+00	5.717378630616708257e+00	1.324681524910497288e+00	1.783341731326158197e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.868382785392086021e+00	8.037162766260461666e-01	6.540475548952832341e+00	1.291712236038174977e+00	3.899765218755016249e+00	1.216867399381917920e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	3.489494464307546728e+00	4.516414048418019078e+00	3.136597734037388285e+00	-1.370851295232936806e+01	5.903680972379844683e+00	-2.636619248110268643e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.917793657969259158e+00	1.631721894996906741e+01	5.351551762940728985e+00	-1.039298113828222903e+01	5.965623043525555502e+00	-1.396180496710666716e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	3.033992870477800974e+00	1.271847250583483468e+00	4.867104112668835469e+00	3.493405470676074653e+00	4.206367697446640186e+00	4.889819255100062634e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	7.225889817150408234e+00	5.918027804541566850e-01	1.665082789689029896e+00	1.487176755761794866e-01	5.026633269078810251e+00	1.431306335071283620e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	3.099790793521424614e+00	2.784192809497659238e-01	1.969286861319243576e+00	1.919437468010663228e-01	9.693650511495025768e+00	3.623459017688616779e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	6.631074977152961125e+00	6.075153377447145786e+00	8.534014656161199142e+00	9.360993925322503628e+01	4.403571100953041828e+00	1.585268272234502319e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	7.721938625526517441e+00	5.641020068845827851e+00	3.157718499449297944e+00	8.547547253658049016e+00	3.325744749014553747e+00	1.963220606141851476e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	2.956455326507305692e+00	1.192110106561860894e+00	2.744442455171238304e+00	1.839231267355405430e+00	3.186358209647034645e+00	4.747558726546214558e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	1.546400328487710363e+00	5.897549785047206949e-01	5.546870919881317086e+00	3.467544984297953103e+00	5.120184125609817727e+00	2.920776965171569373e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	2.179799825979350736e+00	4.509859408575503381e-01	7.912654576366879411e+00	2.085809312702863405e+00	7.845564294701678598e+00	2.052524502542573970e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	6.451904915143857444e+00	1.958309540057940623e+01	1.558076371846918162e+00	-2.323648106260191692e+00	2.861224731694231416e+00	-4.028603878048468090e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.987181138292628546e+00	9.920185773771438065e+00	8.400616228756286219e+00	6.249654346631466240e+00	8.649686557086456062e+00	5.812845320902155777e+00	6.188285292272436067e+00	1.270422004524903770e+01	7.388608612987241031e+00	8.346153808451587111e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.251128196262119019e+00	3.075578677801896532e+00	4.419742337087653183e+00	3.284073062869171000e+00	1.413276017006112273e+00	9.406987018140495760e-01	2.066981292345131838e+00	4.301846314165493901e+00	1.194676771983023134e+00	8.741812542625515903e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.069469426586887373e+00	9.480081344626841044e+00	7.975550097677406747e+00	5.044593919128737447e+00	7.592099463651877933e+00	6.010061838725405892e+00	1.323736587692399880e+00	4.990734257337208213e+00	4.774201654301554854e+00	8.346324786264868578e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.417154099456191751e+00	6.847864602529770472e+00	9.676769906526967446e+00	9.627714953966837186e+00	4.074233221477339129e+00	2.048637278422645647e+00	1.475934283887748277e+00	1.495600674732319169e+00	7.989088960856251198e+00	5.434959279044134206e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.851929315166480627e+00	6.465251978049079362e+00	2.831825260896879026e+00	4.577735932855288681e+00	5.298984446072703136e+00	1.642246317167953551e+00	8.500446479338499728e+00	3.792983041773789310e+00	4.046112640067903499e+00	1.793288131454332586e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.051698805501230183e+00	5.615327920348490487e+00	5.709697058661463487e+00	8.554052838804572900e+00	9.362454578928428361e+00	3.119701066718970406e+00	2.057644234085169721e+00	1.032776315851926086e+00	6.066262540526205171e+00	8.241305309393851530e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.942274208095397192e+00	3.079820954762368057e+00	3.585541724852495005e+00	2.694380539218872439e+00	3.988440352806724931e+00	2.649128190892699575e+00	1.410001117425879302e+00	2.786207704186137057e+00	2.845188463832427406e+00	8.366269000347071483e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.453721277680047663e+00	2.594106843460132872e+00	8.115323902127018485e+00	7.055293566970924246e+00	5.191495179270146920e+00	2.997033895863996822e+00	4.955376654087774391e+00	6.738796936521034731e+00	7.673511056400952768e+00	1.747281989183751136e+02
