G	c	dx1dt	d2x1dt2	dx2dt	d2	d1	m1	W	Fg	Fc
1.000000000000000000e+00	1.000000000000000000e+00	2.769845105928333773e+00	1.452617610084543154e+00	1.880288498887410897e+00	3.158285801287318062e+00	1.968936605290702690e+00	2.632045545179249046e+00	1.304171393825720138e+01	1.031214063544449289e+01	1.318011522810320457e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.895733023241895410e+00	8.736916675381925401e+00	5.432321965903011751e+00	2.796627104640005523e+00	2.585216598616047357e+00	9.391799287216487713e+00	4.954139925751202611e+01	-4.996224469391842149e+01	8.237070958884437744e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.707009548262692356e+00	5.911874806700827101e+00	5.473219933352156730e+00	5.081644259870207847e+00	4.614881719103689051e+00	6.856221219771715170e+00	9.542148105813231140e+00	4.167397480279379351e+01	3.119576361432719835e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.378383788580078928e+00	9.891586526561500392e+00	2.577941180160526535e+00	3.559215856119410493e+00	2.905680519878228285e+00	8.127137019945537943e+00	2.659436163926749330e+01	-4.326278710653996029e+01	8.891968415430467587e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.351229177538296966e+00	7.838884471513346774e+00	9.832845819491346617e+00	3.423219463176361721e+00	3.142074955330709241e+00	6.206615806574446559e+00	1.705840239925963076e+01	-2.190521972013402419e+01	7.434637112265251346e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.887634504763612497e+00	1.008033933484642297e+01	8.834421667699283276e+00	6.832991582907731676e+00	5.937095943552446187e+00	8.047206325554942197e+00	7.312338605526024438e+00	2.151551905844988823e+02	2.227660063095730152e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.958482837846423408e+00	4.387459689118403006e+00	7.079195943546491954e+00	9.978783505565200329e+00	8.862087820712561737e+00	9.344463722021747465e-01	8.995561625882819712e-01	1.819942490960122825e+02	1.804727366851023191e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.748694045976308731e+00	7.878227937550632554e+00	5.217437720090330799e+00	6.601549084987850868e+00	2.532750396817408323e+00	8.397978901368114535e+00	1.640775247595802355e+01	1.322216060097871377e+02	1.164349298887732971e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.859556922538500245e+00	4.961816338011445282e+00	4.854485605291982253e+00	1.697033457111696508e+00	1.019961751556061502e+00	1.195894905400895825e+00	-2.770771309944716876e+01	-3.486987730778257522e+00	-3.809473573899966325e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.039649286338614420e+00	5.930504225247716477e+00	6.673406668786469709e+00	1.726502648106875704e+00	4.579401394660624347e-01	8.795765349445400005e+00	-3.889445389725025279e+02	4.914430091574114812e+00	-1.159154147421346437e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.893661849732554359e+00	6.743056133972823218e+00	5.711819224106367443e+00	9.566126152353175982e+00	6.892826095083496085e+00	1.024468646596197807e+01	7.291987709624196512e+00	3.622973768904284384e+02	3.554291789613400283e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.810323201242911573e+00	8.798119226928061920e+00	1.953987692722829905e+00	3.558916897849182526e+00	2.834633801335935122e+00	3.859821822336673147e+00	1.143924899406766649e+01	4.961657234268130878e+01	3.355734421257328393e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.460719434880386913e+00	1.012850659603235037e+01	6.127255968444512035e+00	1.827918981812346244e+00	1.326829218589043347e+00	2.887073404815436284e+00	-9.548434479324141932e+01	-2.951513541229731530e+00	-2.779028837006647379e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.712769556127916815e+00	8.148688730976738626e+00	8.001184297385174560e+00	6.524256779770539083e+00	5.739095969487362225e+00	7.927580167823637503e+00	8.792914227483928258e+00	9.392367391564214074e+01	1.009473593686320356e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.050544711198056369e+00	4.059268594938019170e+00	4.948461193261310953e+00	6.578690851540167195e+00	5.057746681586546167e+00	3.274949891854520789e+00	4.228400669731838590e+00	1.114618046401692482e+02	1.112405897560968810e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.309234576150566376e+00	4.791452103770597049e+00	1.783039844003237118e+00	6.950161368787585836e+00	4.723574062358562031e+00	8.922697153152522986e+00	9.837636442893098021e+00	1.182784713569836583e+02	1.138904992711806443e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.113983122723542607e+00	7.528479795452814649e+00	8.223799364453862282e+00	3.180158139596430011e+00	3.228281147967605680e+00	1.707841135897089524e+00	6.423955416872727753e+00	8.172222853209129667e+00	1.456969049632888158e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.368246978459732865e+00	3.259341087370149825e+00	2.999024054302444231e+00	9.725410073310638559e-01	8.002673033294317451e-01	2.368497687442239208e+00	-1.720875773590535118e+01	3.849800936082902858e+00	-1.392788174310982008e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.898932234028249511e+00	1.940399461256605118e+00	3.575123505799521872e+00	9.486380701495608747e+00	8.616912871153369124e+00	9.908656734965534341e+00	6.468822994787276848e+00	9.351317783779961701e+01	9.342946954207452848e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.454235865898238833e+00	4.167907026641036516e+00	2.415895224479338577e+00	3.105073995863947722e+00	1.508296970268547810e+00	6.992907371596635890e+00	5.547927972398174035e+01	9.701903248771314381e+00	1.209865069148416694e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.030538228503947273e+01	3.345041568838892587e+00	4.063034527140964691e+00	7.432636302602942280e+00	6.416054692575685614e+00	8.489139943704572033e+00	7.181422502326920032e+00	5.184286940157605272e+01	4.134085166425724367e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.700003994161715326e+00	3.871088102121415186e+00	7.880389408800601458e+00	7.556184858188530917e+00	6.690053435135103754e+00	4.148044220974883345e+00	3.293226365907949926e+00	8.135558297198933531e+01	7.477281231485497415e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.041284923305125787e+00	3.562832642250712389e+00	5.437458166886860234e+00	6.198577292471682654e+00	4.173900847006493109e+00	7.047369193789971398e+00	9.054718565887085902e+00	6.455249751097025523e+01	6.403505390072396608e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.202943422241881555e-01	1.143052156230147443e+00	2.930922589513264231e+00	3.934583676419813436e+00	1.810281543873749621e-01	6.157834735858581432e+00	2.953113871768327954e+02	-6.272947566912462358e-01	-1.279904790222074062e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.338293424095017059e+00	7.722636759922567595e-01	9.242181058262797677e+00	3.334147845267930954e+00	3.153845851195411054e+00	6.323614505708984979e+00	2.072337135711850564e+01	-6.239462376878609717e+00	1.151879612768579264e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.441437404387499122e+00	9.895065561366553908e+00	8.823988324442636255e+00	6.194314342563627562e+00	5.826359088010146792e+00	7.352283022466464146e+00	7.026142387103460507e+00	1.500050036063744585e+02	1.410487381973315735e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.992506536388491512e+00	4.841987404732138067e+00	8.877327541325055194e+00	8.392717424051992836e+00	7.932735510920497113e+00	5.739602590881289323e+00	4.237633050002509449e+00	1.841505861253301930e+02	1.886211105895274613e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.545599211519109062e+00	4.784643892891780936e+00	3.206234630169269462e+00	9.783671598848863837e+00	8.439788819735605685e+00	4.764766630350091070e+00	2.746326616364700879e+00	2.028428446898682012e+02	2.085720946045090898e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.689764918642268077e+00	6.774915391857172509e+00	4.982563177406735377e+00	1.583997076792976300e+00	8.839332924172391692e-01	3.774874651384815483e+00	-7.431169076491512442e+02	1.061744068510543926e+00	-8.730444993806898424e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.030182743415426927e+00	2.814648568836070730e+00	1.005178754790724582e+01	2.379392700445117637e+00	1.965702075950868766e+00	7.871418580296211331e+00	1.052298199955534272e+02	3.093670332884045138e+00	5.923731763933876238e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.312511834681756806e+00	8.952250279138016964e+00	7.760358018164687621e+00	9.246489427668219463e+00	5.047149386355492595e+00	3.110752796390705566e+00	3.724563555858360964e+00	3.908451610053973013e+02	3.961602207703888894e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.333289706682020181e+00	8.459567535854700893e+00	1.612426998694581171e+00	7.838813788024860507e+00	7.017315786752809537e+00	7.527167456627545050e+00	5.582595764871021160e+00	1.690552431265010966e+02	1.757794338466721911e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.762649890846513578e+00	1.874389959440215359e+00	1.759725765029985123e+00	8.856445821924660677e+00	7.546228280991187809e+00	3.343019056722729587e+00	2.384046364950310526e+00	7.248429009583658456e+01	7.546062828514307341e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.605655496522460091e+00	4.629319506074219603e+00	4.916756900908672456e+00	2.787298868218420100e+00	2.376309955185349043e+00	6.508122669447251596e+00	4.308617639022163814e+01	7.456896439637383800e+00	1.322615905274987469e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.476740098915871435e+00	8.544264661274105777e+00	9.651772739148153590e+00	6.261007220805324458e+00	2.356454401522906306e+00	7.688192055712212536e+00	1.974883204656335423e+01	1.113779155664887384e+02	1.132250402390677095e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.510803833429384735e+00	9.160321702302873348e+00	5.894726064580373404e+00	7.392152690847748175e+00	5.515519693473310170e+00	3.214835091866623529e+00	2.746944574006032980e+00	2.759491769804191108e+02	2.815270814060828570e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.441476816287120322e+00	5.321845164207338996e+00	5.280719356587454172e+00	7.124526953490938119e+00	5.582649310248647190e+00	1.795351777689842887e+00	1.731052830869847847e+00	1.409904565954548730e+02	1.320096134029017492e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.203968336891240831e+00	6.212663599689079774e+00	2.254211559419335487e+00	4.661652519105245140e+00	4.204464454046835442e+00	2.154783467727360069e+00	3.595948277415153438e+00	1.761251690618690802e+01	3.412684495450528743e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.704986000733396345e+00	2.532235428372650698e+00	7.047591127733554117e+00	9.982388042174672460e-01	1.151956224894866043e+00	6.439389691076256028e+00	-3.544206262259019269e+01	-8.926536675150437361e+00	-1.235875184080792977e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.517606140461003505e+00	1.048877866219723565e+01	7.909721248959669992e+00	5.820104445081191180e+00	5.473597948204369956e+00	8.717920616931895239e+00	9.699810177520362231e+00	1.013411857486187699e+02	9.647265465800418838e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.682802716784719266e+00	2.988361105900633419e+00	4.278654415120620058e+00	2.975157035926812021e+00	2.951858798164518571e+00	1.777243232362465175e+00	5.631909850648622928e+00	9.507529512996637067e+00	8.488058351150963077e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.184941431227994002e+00	9.217152710829614293e+00	8.057560572023907852e+00	5.246758248212380238e+00	2.757544345253081453e+00	7.898110182117456191e+00	1.946606561859326234e+01	1.020338316793373110e+02	1.073694924870077045e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.456270124142112543e+00	6.953078119010374536e+00	9.084071156975136674e+00	9.535453361562364449e+00	8.346932586366216711e+00	4.260709872615120908e+00	2.328377947854072261e+00	3.386285370616837440e+02	3.325316981901440272e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.246037298027042439e+00	6.128667631664733051e+00	2.857384498378009230e+00	4.411591149203520246e+00	4.225444340308832203e+00	5.012982562429729505e+00	9.320216169460726618e+00	2.094237538984432589e+01	3.777232645727286098e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.091389570177666357e+00	6.092623691187076140e+00	5.753582032289658699e+00	8.177727750095124648e+00	7.659226015026307621e+00	9.284885787624869380e+00	6.748269236155866047e+00	2.173926655633630105e+02	2.214740498963410289e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.998124021128778516e+00	3.466456051241586067e+00	3.257500131552158340e+00	2.231410671187714190e+00	2.124418854680903745e+00	3.927204343442774359e+00	2.631127237062103674e+01	-9.094120598098506036e+00	1.237249909372210510e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.479807267973877849e+00	2.543086675730537483e+00	8.210410107582591266e+00	6.861808337649220491e+00	5.596760023484411484e+00	5.574353113696620454e+00	5.265630899889517380e+00	6.003059177097107835e+01	6.883892614995076542e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.857123616049347170e+00	2.734786794074575145e+00	6.200400925938079233e+00	1.003343076502661368e+01	8.611015975644502163e+00	1.058087635266821147e+00	6.879999395374460924e-01	1.628624529132506495e+02	1.669840171988429347e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.714606923785936488e+00	2.559513154279797753e+00	6.382346213581369554e+00	1.766256405056043643e+00	1.606554551246727636e+00	2.075760367841544163e+00	-1.056442339913156161e+02	-5.870395124734058001e-01	-1.528521963788581850e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.170782684103727878e+00	7.934018567554668167e+00	8.435102085254609250e+00	1.183278405118432408e+00	2.381230820333411213e-01	3.171896023662152064e+00	-7.699547532048924836e+01	4.541633140029335713e+00	1.143509875174909540e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.190311909317018468e+00	4.257819514645658110e+00	4.795051084598424218e+00	4.739015666839171637e+00	2.392113611623677638e+00	1.116979202807469651e+00	3.511062249051813744e+00	3.848791328418676017e+01	3.895083021729213613e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.357924075825182042e+00	1.809765918348374747e+00	9.155819258482051026e+00	2.006550613762879021e+00	6.449054593008640701e-01	6.813500701605129883e+00	-7.291745989280700542e+02	7.356630502892738122e+00	-4.368217571813949540e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.696777531890192314e+00	9.433609610095331277e+00	5.742434966543759067e+00	7.640251192602241836e+00	7.105570936335191767e+00	5.264665880484146854e+00	3.185064320587581044e+00	2.807446479876874150e+02	2.796164853149526834e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.450200834322272314e+00	9.235265327879899289e+00	2.622102229291197517e+00	8.897505374633418285e+00	6.687829701090115542e+00	5.875629870490384654e+00	4.550793609947384688e+00	4.436825856312378278e+02	4.430331345092486117e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.982531770368455959e+00	9.521584613321151025e+00	7.207692462391139365e+00	4.833391553521980910e+00	4.007203599268568617e+00	1.873861518433872275e+00	4.011018980611962270e+00	7.535642570909810445e+01	8.019701400708748906e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.989098569045422593e+00	9.812924798811108573e+00	7.606262038534621794e+00	3.824811420136357221e+00	2.895532186484956583e+00	3.237386984827536729e+00	1.253844416518498761e+01	-3.297414209043078870e+01	9.545720000049787757e+01
