G c dx1dt d2x1dt2 d1 d2 m2 m1 Fg Fc W p
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 1.33668158e+01 4.91856691e+00 3.75402605e+00 3.74829018e+00 3.80608288e+02
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 3.41599494e+01 9.57808103e+00 7.60092929e+00 4.90658774e+00 8.04673849e+03
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 1.22423046e+01 7.47320681e+00 2.32439058e+00 6.51388992e+00 2.00741193e+03
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 -3.13973426e+01 9.37148683e+00 1.14781095e+01 -1.75059806e+00 -1.58836980e+03
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 1.88593478e+01 5.74829176e+00 3.18215033e+00 5.38915873e+00 1.82565200e+03
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 1.06399551e+01 3.33013847e+00 1.89888353e+00 1.14226858e+01 2.02420077e+03
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.51306611e+01 1.47544018e+00 1.24074011e+00 3.71954534e+00 1.06113820e+03
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 1.23334320e+01 7.53476366e+00 2.86636824e+00 1.07778541e+01 1.28510156e+03
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 1.32479460e+01 2.09172698e+00 1.42159629e+00 6.49350735e+00 1.59134884e+03
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 2.10433006e+01 3.72497615e+00 2.47853735e+00 2.79897981e+00 2.75642736e+02
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 1.55896602e+01 5.79223817e+00 4.51569042e+00 3.44203726e+00 8.12443544e+02
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 3.46368359e+00 6.07974929e+00 3.04123513e+00 1.03415240e+01 7.14080333e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 -2.27610650e+01 6.40524877e+00 9.20058584e+00 -5.92333581e+00 -4.50764187e+02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 6.18099615e+01 2.49629797e+00 2.39913520e+00 5.24604515e-01 4.40545875e+02
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 3.89062938e+01 4.41763664e+00 3.29401382e+00 2.82818660e+00 4.87761465e+03
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 1.49195200e+01 6.55474804e+00 2.25118053e+00 7.74947863e+00 1.44978732e+03
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 1.03694346e+01 9.72836978e+00 2.08751207e+00 1.72854159e+01 3.12051142e+03
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 2.31275652e+02 7.54868024e+00 7.32233286e+00 1.87193471e-01 2.04738056e+03
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 1.12027402e+01 9.30343381e+00 4.15435959e+00 8.07791795e+00 7.55473274e+02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 -3.56318195e+01 7.85990852e+00 9.79995031e+00 -3.42698024e+00 -2.39855800e+03
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.85558151e+00 6.32545272e+00 2.99926124e+00 1.34211727e+01 9.76490478e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 -3.03933296e+01 2.72821032e+00 3.19579992e+00 -1.67105512e+00 -6.18557958e+02
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 1.02707596e+01 7.00017087e+00 2.51922755e+00 7.23189820e+00 1.03741925e+03
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 1.72652183e+01 6.61041609e+00 4.81063130e+00 6.54067249e+00 2.78247011e+03
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 1.49861367e+01 6.42222253e+00 4.34490659e+00 7.17665098e+00 1.74454743e+03
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.57052021e+00 5.40807281e+00 1.55135858e+00 8.00010021e+00 1.64618984e+02
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 1.09429436e+02 5.75790944e+00 5.43809539e+00 8.66919148e-01 1.67052491e+03
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 3.98907739e+01 4.00998274e+00 3.13992980e+00 3.26517886e+00 6.97986263e+03
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 4.75875409e+00 5.67381423e+00 2.31900221e+00 5.02144463e+00 2.69487347e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 1.78232030e+02 2.77800315e+00 2.63133633e+00 5.71287123e-01 2.11893211e+04
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 2.16859103e+01 8.24656958e+00 5.50792258e+00 5.33244797e+00 2.40537321e+03
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 1.80630194e+01 2.67199259e+00 1.42801387e+00 4.34163675e+00 2.45275522e+03
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 -4.28797951e+01 1.76469661e+00 2.01185887e+00 -2.33697335e+00 -3.78243201e+03
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 3.48276638e+01 4.92621424e+00 3.79243705e+00 5.17183080e+00 9.62838586e+03
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 2.44206720e+00 6.92476696e+00 3.67570700e+00 1.24124709e+01 5.65041906e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 1.95716991e+01 4.93945142e+00 2.82820884e+00 7.70480956e+00 4.16262441e+03
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 -8.34273875e+00 3.49078719e+00 4.06036431e+00 -1.32025947e+00 -4.43834908e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 -2.63181476e+01 6.02354066e+00 8.08551728e+00 -3.49825615e+00 -1.05951554e+03
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 1.88045113e+01 4.12302102e+00 1.94631088e+00 1.32167312e+01 5.93370835e+03
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 5.61193163e+00 9.39580921e+00 3.29045593e+00 5.79077627e+00 3.33339652e+02
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 -1.37144412e+01 9.30380626e+00 1.12663123e+01 -1.95531809e+00 -3.57544237e+02
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 3.66776582e+01 5.52134638e+00 4.33386946e+00 4.52517001e+00 7.31763594e+03
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 7.43479997e+00 3.95095595e+00 2.20938666e+00 8.09251911e+00 3.83471440e+02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 1.09039279e+01 7.63419173e+00 1.47998613e+00 1.22054776e+01 1.57006480e+03
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 -2.26962543e+01 1.33041649e+00 1.44329097e+00 -1.26326729e+00 -5.68595371e+02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 -2.00779960e+01 5.27292105e+00 5.83325025e+00 -5.40281723e-01 -7.66216412e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 1.38829409e+01 4.02691055e+00 1.18071878e+00 1.60426891e+01 1.31557092e+03
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 1.57596241e+01 9.28482297e+00 5.12272515e+00 4.03371764e+00 7.60214597e+02
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.53391611e+01 1.10802725e+00 4.85216502e-01 1.01965376e+01 1.67949756e+03
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 1.27804469e+01 5.97533388e+00 4.14307239e+00 6.90857411e+00 6.75817867e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 1.80997246e+01 7.66597223e+00 4.66376506e+00 7.30566077e+00 1.29164770e+03
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 1.38888049e+01 5.36516189e+00 2.91289946e+00 4.78840163e+00 2.31966173e+02
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 -5.01998181e+01 1.76862727e+00 1.99510931e+00 -2.02073814e+00 -6.44310439e+02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 4.02975381e+01 9.75215251e+00 8.02357053e+00 3.84179239e+00 9.07913604e+03
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 1.86485870e+01 5.66209388e+00 3.78625564e+00 8.75451558e+00 2.45723758e+03
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.78829470e+00 6.52767620e+00 1.85276158e+00 1.58920412e+01 7.00490990e+02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 -2.70480122e+01 3.12948804e+00 3.53251060e+00 -1.15484962e+00 -6.54815851e+02
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 -2.28440446e+01 5.35148277e+00 7.20618631e+00 -5.07799188e+00 -6.41596598e+02
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 7.40178678e+00 4.86234543e+00 2.86765437e+00 1.10571404e+01 1.01977442e+03
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 8.51559349e+00 1.67406258e+00 2.52498419e-01 1.40131273e+01 1.89717573e+03
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 3.70331747e+00 1.95544318e+00 3.18568967e-01 1.63070475e+01 9.26833068e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 1.51975099e+02 8.53725268e+00 8.16492413e+00 4.72005023e-01 6.76683855e+03
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 4.95243842e+01 3.15837957e+00 2.66580625e+00 3.39356383e+00 1.07182638e+04
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 6.92645032e+00 2.75462444e+00 1.57409247e+00 8.77219652e+00 7.14136654e+02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 3.46534507e+00 5.54420306e+00 3.08117460e+00 8.76170137e+00 9.88985766e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 3.32699024e+00 7.91872418e+00 2.73294741e+00 7.39746714e+00 1.10447469e+02
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 -1.27969461e+01 1.55751867e+00 2.34303287e+00 -4.63391289e+00 -1.17698511e+02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 4.41181422e+01 6.19127128e+00 4.97808217e+00 4.09374058e+00 1.18171481e+04
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 7.23531432e+00 2.07289399e+00 1.67037426e+00 2.13204764e+00 5.13989173e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 6.47717714e+01 1.32814946e+00 1.17216001e+00 2.12406977e+00 1.18058244e+04
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.23213794e+01 1.47469557e+00 9.87350343e-01 9.55616839e+00 1.65198852e+03
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 1.00443284e+01 8.50747697e+00 4.01269175e+00 6.34873759e+00 7.91656629e+02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 1.87305258e+01 2.06175235e+00 1.03148455e+00 1.14064622e+01 4.21167017e+03
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.97856115e+01 1.40636228e+00 1.12291326e+00 1.80948928e+00 3.27262550e+02
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 1.93314590e+01 4.94109898e+00 3.61504379e+00 5.96859919e+00 9.15480322e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 2.16313673e+00 8.59594125e+00 4.13276506e+00 1.33877849e+01 3.55026354e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 -6.35683783e+00 3.36167539e+00 4.27886900e+00 -2.87716594e+00 -2.83002171e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 -5.69919953e+00 4.79541356e+00 7.59508675e+00 -6.03146848e+00 -8.16978413e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 3.42887738e+00 1.35930279e+00 8.63502197e-01 5.24075601e+00 4.36340806e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 -1.54839511e+01 5.04170663e+00 7.21754591e+00 -5.56855192e+00 -1.44246347e+02
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 1.06357511e+01 6.19851773e+00 3.37917216e+00 9.67365849e+00 1.93466200e+03
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 7.72480353e+00 6.13816348e+00 1.42353131e+00 1.60402825e+01 1.89417769e+03
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 1.72264405e+01 3.99184023e+00 3.39587769e+00 2.54928545e+00 1.01613665e+03
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 -3.65615702e+01 3.83979863e+00 4.22453793e+00 -1.48254260e+00 -2.21880431e+03
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.59743066e+01 1.95961257e+00 1.10404106e+00 5.96840465e+00 7.01529518e+02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 3.64575943e+01 4.30118489e+00 3.15824896e+00 6.30744741e+00 6.05664563e+03
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 -2.35314612e+00 1.89545202e+00 3.06644398e+00 -6.99231438e+00 -1.44732933e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 1.59176386e+01 7.89936350e+00 3.42630126e+00 9.11803142e+00 3.28562553e+03
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 4.44663846e+01 9.69646868e+00 8.34623831e+00 3.18755707e+00 2.14067349e+03
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 8.53140299e+00 9.73067011e+00 2.80138689e+00 1.12119847e+01 1.45700342e+03
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 1.42677506e+01 8.78563989e+00 5.39736626e+00 3.53825642e+00 3.76763726e+02
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 2.33272389e+00 6.40712934e+00 1.94510049e+00 1.21949255e+01 4.24173139e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 -4.25053760e+00 7.30779128e+00 1.04177515e+01 -5.40086064e+00 -4.08671516e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 -6.14131396e+01 3.56685222e+00 3.93903856e+00 -1.30176691e+00 -3.48299483e+03
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 5.31828696e+00 6.67693378e+00 1.56890666e+00 1.54255223e+01 5.98810016e+02
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 1.81451583e+01 5.10084594e+00 2.49902605e+00 1.03341059e+01 1.17106459e+03
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 -9.54080534e+00 5.33815606e+00 7.94507957e+00 -4.29026225e+00 -2.22219487e+02
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 3.98856723e+00 7.81998904e+00 3.33112802e+00 4.71959592e+00 5.00853819e+01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 -3.56888671e+01 3.53726520e+00 4.27392674e+00 -3.08243062e+00 -8.41468762e+02
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 -4.04973033e+01 3.86235651e+00 4.20953211e+00 -1.35791791e+00 -2.27988224e+03
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 7.56340649e+01 9.32177612e+00 8.61565745e+00 9.09214903e-01 6.71479622e+03
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 -1.41983086e+01 1.50601865e+00 2.27826285e+00 -6.57866621e+00 -7.07481717e+02
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 2.48541692e+01 5.37070869e+00 3.40378656e+00 5.50108049e+00 4.80847186e+03
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 3.81865281e+01 9.21520720e+00 7.25333570e+00 5.33220967e+00 8.13077996e+03
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 2.39033604e+01 6.49326707e+00 4.56803967e+00 5.90989106e+00 3.26030623e+03
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 2.00274675e+01 5.91766367e+00 3.81484019e+00 7.39964858e+00 8.96491069e+02
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 9.51332180e+00 5.85725290e+01 3.24769761e+00 2.72020814e+00 9.67091156e-01 2.25429165e+03
