G	c	dx1dt	d2x1dt2	d1	d2	m2	m1	Fg	Fc	W	p
1.000000000000000000e+00	1.000000000000000000e+00	1.211398110789569271e+00	3.025155449615928749e+00	1.304525616118844544e+00	5.888647286554402172e+00	1.366068801606943106e+00	1.607599800790499023e+00	2.539344916604220792e+00	5.550947442498085360e-01	1.062456306193026023e+01	1.466180805910215668e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.763395719687002483e+00	9.905126852799751802e+00	1.589146445340068547e+00	3.525294857228431944e+00	4.559934110243600180e+00	7.050568959866811980e+00	7.384520670046209823e+00	2.621221996720537017e+00	5.581434613285001234e+00	5.850441662825693356e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.517586441780897744e+00	9.446884843863294634e+00	9.082276286008838184e+00	3.828822443914433826e+00	7.350010449932732115e+00	-7.417250871994600914e+01	5.808092008077168522e+00	6.350389020128109685e+00	-1.664487870434684158e+00	-9.648242664475204947e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.916536139892318857e+00	1.406990671470972565e+00	2.252843014053140802e+00	4.120465916107197479e+00	2.703729442931302351e+00	4.745193290263546082e+00	6.648435399650807653e+00	2.827758022961964990e+00	6.101287817619247100e+00	3.710892892425629697e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.674144739339902710e+00	7.432647220173864255e+00	5.857534026723842047e+00	6.691987042793133611e+00	6.789695097098649157e+00	1.736424599876463049e+01	2.704669115572153615e+00	1.670372693017747823e+00	7.437813994231774473e+00	2.860311931248929795e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.519728988191699770e+00	9.379416682349900114e+00	4.797124416340703412e+00	3.857232010208233142e+00	3.361688171926241253e+00	1.283591679858951018e+01	2.852536311704954031e+00	2.104984286793728288e+00	3.240425172364344686e+00	8.170761646082329435e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.744192634813316545e+00	2.680231061971140694e+00	4.118911021450069931e+00	7.671301878903957316e+00	9.012645838525994435e+00	1.562226010187174907e+01	1.360656191663206727e+00	6.369521114049376820e-01	1.108930256512012669e+01	1.411272415134341827e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.666253308517708476e+00	6.080396467885312184e+00	9.100801601018090992e+00	4.667103914076850657e+00	9.122611915514937664e+00	9.101307873560919006e+02	3.957648926780304777e+00	3.911387171067393087e+00	1.583738508442464332e-01	1.169604571388200566e+05
1.000000000000000000e+00	1.000000000000000000e+00	4.950445050361526711e+00	9.299250570975260644e+00	1.318512674117296335e+00	1.621598761358980623e+00	3.636515848720846211e+00	8.021951077208552050e+00	6.095877638016860445e+00	3.255978048928677815e+00	2.016735559293958868e+00	2.298836342617585444e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.613097760201319009e+00	1.313622590119733147e+00	7.036773744015782484e+00	8.044340356187779761e+00	3.063724994994245332e+00	7.752070610887142443e+00	8.630970837425930853e+00	5.255047218384508945e+00	9.239755571354249852e+00	1.105436345323540479e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.508351056160433856e+00	7.305241040781356610e+00	9.636465607106524445e+00	3.674177225069385599e+00	4.668501211227291670e+00	-3.128427292967859330e+01	6.964314998536536905e+00	7.984136116697012397e+00	-2.537322957506498167e+00	-1.907267860342859649e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.173985609795511476e+00	3.696470612563533820e+00	6.007335540782873906e+00	4.933177670515551227e+00	3.161918528667428063e+00	1.339928104478321025e+01	4.879057577276869395e+00	3.781071053070512278e+00	3.788327433057211202e+00	3.909033580054348818e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.684335869516643047e+00	9.312807243112471767e+00	9.484219488039618895e+00	7.120101147754174242e+00	7.089497859777211808e+00	3.414028178059689367e+01	9.439193812527877370e+00	7.665181850727099011e+00	4.944726833128401111e+00	8.035135225566532426e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.331209526187143055e+00	9.691680932885450517e+00	1.414494962789612176e+00	3.899054360778399619e+00	8.344487708001853576e+00	1.222551656620236571e+01	7.504265226446748649e+00	2.299629240265245400e+00	6.451288479292420774e+00	2.000378887532405770e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.134773600249389780e+00	9.493829009481533632e+00	4.829200350861690083e+00	1.518868673774395939e+00	7.118256071440360877e+00	-3.141116818498073471e+01	9.357982057959089772e+00	1.147357126193841026e+01	-1.848498061900215594e+00	-1.598113291655877219e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.022580341163264350e+00	5.322823035626956134e+00	3.359878999079894957e+00	4.365231435520263936e+00	8.357103373169811888e+00	1.889186412438537488e+01	5.742084556328312495e+00	3.199026864168065476e+00	5.432712645447285382e+00	1.835024656663405494e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.755192261200174464e+00	8.733823873367461132e+00	7.605975416513810927e+00	9.417761077097962286e+00	4.556187158816468852e+00	1.067601424321534331e+01	3.403975384249273262e+00	1.965894300358470792e+00	1.136520259825293344e+01	2.023360323668614228e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.640211843352028076e+00	8.650642889575717476e+00	9.817497863999330221e+00	6.772610920501789700e+00	2.474609608597848620e+00	1.509171128228342873e+01	1.480284971780562397e+00	1.248503399251768009e+00	3.631258781301966110e+00	1.057246032068057957e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.294142720176743033e+00	3.912908649368012082e+00	3.273993829028643443e+00	7.012243103589532289e+00	7.659425048455694274e+00	1.236150934642676624e+01	7.511133009642877667e+00	2.873962632128483463e+00	1.083229302473823630e+01	1.269553676617326573e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.441591460872025721e+00	8.443608917019343352e+00	6.968297559586937417e+00	6.691042286275134643e+00	4.262764569397377912e+00	1.327079617007162327e+01	2.123112190331404747e+00	1.428564593734596544e+00	6.439425749222504436e+00	1.590531283173780821e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.350948403152234079e+00	1.410329822771493768e+00	2.769254717160951174e+00	2.830226220432744633e+00	6.977129344382227316e+00	2.108665088154680234e+01	3.783067769735794617e+00	2.423160691843968984e+00	2.757996990608097665e+00	2.687573457462349324e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.508329692192494687e+00	6.346649294930271523e+00	6.065281887036587882e+00	4.845805360160111874e+00	3.378924663011976914e+00	1.560040595011857967e+01	5.808502915508746867e+00	4.459468241858563609e+00	3.546779716933495585e+00	8.153954859422731261e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.682710189156301661e+00	3.154057983033092150e+00	5.170967490361326746e+00	7.807659765779778382e+00	1.782336455561246424e+00	3.462448590589300323e+00	6.117559474700741795e+00	3.009836497298617353e+00	1.025347339053826090e+01	5.754274670486184107e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.563756170934089695e+00	2.109253130120573694e+00	9.758705979554070709e+00	1.873301783707477464e+00	9.901145818002930810e+00	-2.272910977881809913e+01	6.397262666127236486e+00	9.239946693030509195e+00	-5.989983032309029731e+00	-4.486060137137973243e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.699715688483347975e+00	1.691696164245823253e+00	6.419826878567536532e+00	3.520645740941186652e+00	2.378855978095051338e+00	6.182946315894732692e+01	2.491807106361181745e+00	2.386103248963188594e+00	5.002170719442801117e-01	4.352209818260439533e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.383022724061895303e+00	7.217209206492506191e+00	4.114367114469459352e+00	3.490288205409360245e+00	9.948294872456326488e+00	3.896893367086126858e+01	4.423837160059327367e+00	3.273433445709242218e+00	2.815440736010476286e+00	4.862459481996691466e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.615094892522843661e+00	4.053964615935394811e+00	1.992736482504497530e+00	4.816057208475560181e+00	9.738331146156028240e+00	1.494627102589213052e+01	6.513430466009261899e+00	2.229917365224082904e+00	7.702064555066687745e+00	1.433686093647972712e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.834921873320037422e+00	7.511565480916056359e+00	2.407894892914207663e+00	9.844876505720298709e+00	8.159028037425184010e+00	1.037371908136164400e+01	9.697204895037591754e+00	2.082162733851471437e+00	1.722394809624704948e+01	3.106233035609269791e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.136384508400485771e+00	1.518206082336289953e+00	2.978932604264686201e+00	1.708031564154401938e+00	6.937143799702971236e+00	2.312428907194445458e+02	7.624273202881274081e+00	7.388476648829223059e+00	2.673001697205266147e-01	2.044876741790893902e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.007829060863204340e+00	3.825506755105877232e+00	3.161752567131416836e+00	5.670064323823806873e+00	6.200117159911408216e+00	1.118653074627541599e+01	9.413593903824612141e+00	4.148484070739020702e+00	8.091869625096038021e+00	7.569410644809003088e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.145737337980242909e+00	5.810704807196120925e+00	8.546928412872784264e+00	2.527983046508182952e+00	8.766674991220472890e+00	-3.567188725265168614e+01	7.947259369931046535e+00	9.769394850797860741e+00	-3.395936456897921119e+00	-2.395284780963194407e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.409721231123024054e+00	8.149108114769784805e+00	5.969815822723637311e+00	9.737727466804747323e+00	3.573371280352208856e+00	6.849580588942232318e+00	6.252856434216604420e+00	3.000242283284847655e+00	1.341389276808397568e+01	9.802213893966959404e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.363509061392820909e+00	3.941442947350489501e+00	5.785697595076902289e+00	1.954028742031204358e+00	5.150392975792286165e+00	-3.036748934189152394e+01	2.650314374192333844e+00	3.264002339524230578e+00	-1.655699247460447499e+00	-6.277595714977621810e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.162054978630903790e+00	6.564767160049839845e+00	2.033814721949179116e+00	4.679159228320958874e+00	6.600800232515002364e+00	1.027065716484886337e+01	6.934846402492357065e+00	2.499687818493522951e+00	7.281389559731103134e+00	1.050258690774204979e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.394597510263278828e+00	9.069058075787893358e+00	8.768934467895762808e+00	7.669377772502143031e+00	4.664320541623032668e+00	1.729372771427347288e+01	6.617788827499987647e+00	4.764737532443396262e+00	6.487817837699393131e+00	2.777105490905895294e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.906810746519052024e+00	6.535617195743457231e+00	7.534951712819573544e+00	7.331737847157985932e+00	4.900145104829160658e+00	1.499555609062164407e+01	6.268130831850224460e+00	4.325438106194463117e+00	7.190700792664956431e+00	1.750008177641190287e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.798725675250459233e+00	3.042393311794481914e+00	1.612117540192321563e+00	4.786630564999585502e+00	3.960330613870750138e+00	5.559272641372293933e+00	5.375770093841742536e+00	1.556362329301237857e+00	8.037025946073795168e+00	1.626276214007598071e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.654082820373241169e+00	1.261762108599302490e+00	7.366386717385575267e+00	4.107228470462545467e+00	6.020433103261023433e+00	1.094318810230662677e+02	5.835105445447502426e+00	5.464840382607675906e+00	9.488721816033732770e-01	1.675081555225649254e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.977548136630933762e+00	8.806052912037582558e+00	5.949519069645325509e+00	4.578959339443675169e+00	8.642217151733012415e+00	3.990394691289686335e+01	4.063881106599276372e+00	3.179057221633881714e+00	3.368516411230938257e+00	6.977262625322697204e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.635395565270454377e+00	1.186877561410380366e+00	1.743589495643651954e+00	3.336682389093691192e+00	2.791376222406859231e+00	4.762638869661148355e+00	5.645884379049397772e+00	2.278365713830595052e+00	5.025150761618475848e+00	3.172390268733716567e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.723964204452451909e+00	8.849824421625386961e+00	5.201959057439615286e+00	2.772872165685527079e+00	9.464862687125332741e+00	1.782362345736130749e+02	2.754228488712765710e+00	2.594386550405143321e+00	6.316930502397324343e-01	2.118923146593296406e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.003625608786975931e+00	5.714997806809857472e+00	5.396546646203713493e+00	5.408999329000784506e+00	7.181689631929091711e+00	2.166445133369601805e+01	8.277689483354382816e+00	5.495360632433103021e+00	5.190792908976987974e+00	2.415245875434489790e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.485001543840599680e+00	9.491886372512338355e+00	2.457858302582285326e+00	3.395940598231757424e+00	8.394413874433036327e+00	1.805093797254215815e+01	2.723303121162128804e+00	1.454613218474644976e+00	4.423986900155195912e+00	2.442823786474410554e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.101450765621903471e+00	8.173121727052667040e+00	9.483833311540077915e+00	3.596197650358418318e+00	6.082602443676238479e+00	-4.281677679515166801e+01	1.735447737698144310e+00	1.962895055992840421e+00	-2.375482199241865100e+00	-3.803902486706118452e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.392526535256000564e+00	9.901483813266615641e+00	8.609610268347976714e+00	6.926247953050411965e+00	8.043335366208641091e+00	3.486194195790351102e+01	4.913356497246004650e+00	3.768836371037080024e+00	5.159040340859945672e+00	9.616578102440595103e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.274231196399890464e+00	4.187062672966823662e+00	7.088429799043160173e+00	9.734268167524868787e+00	1.236370310473586143e+00	2.400942308617674659e+00	6.893714645196955537e+00	3.652673022375800382e+00	1.243587193102490573e+01	6.947119454522317028e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.777505743402280736e+00	7.837626176160593872e+00	5.138294547839230120e+00	6.369191634953446979e+00	8.434003345448070732e+00	1.950565306918792885e+01	4.866411187856749088e+00	2.864805131087885481e+00	7.696669290006513897e+00	4.160749463513268893e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.765235225021335008e+00	4.553220560432066577e+00	4.661800984559115513e+00	1.602095680287922264e+00	1.312926445995993063e+00	-8.340612736898439294e+00	3.478731651560022620e+00	4.080892484212755633e+00	-1.309837423085609132e+00	-4.326668699856793410e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.420554315995778527e+00	5.385227120624953123e+00	6.876418229116407765e+00	1.648384383510724582e+00	9.063142497305564760e+00	-2.629321683860244363e+01	6.007305541283082029e+00	8.120635708882669945e+00	-3.414027461051623913e+00	-1.072297161063314434e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.920007595687602819e+00	6.580994918149773554e+00	5.903521590979487144e+00	9.584230340869101639e+00	1.001074720568372456e+01	1.879000325395826110e+01	4.053859809561722649e+00	1.998331807383042946e+00	1.319634794496591468e+01	5.934503579458609238e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.499134958477370105e+00	8.734226594828028212e+00	1.576722996796174225e+00	3.636210450732229038e+00	3.730098692769685087e+00	5.640439187578223823e+00	9.431254375785808719e+00	3.278578389839261309e+00	5.733113881942130341e+00	3.209319552086959106e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.360022823056072916e+00	9.891401974493183147e+00	5.716872778432619207e+00	1.809389644643412787e+00	2.946688083458144369e+00	-1.371277664617218406e+01	9.330322104352632095e+00	1.122016978436534096e+01	-1.859112031138268284e+00	-3.681683024916893601e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.494756909988510074e+00	7.897556324161399743e+00	8.308049148171024356e+00	6.506559875516604308e+00	7.940970743483312333e+00	3.667310826694281189e+01	5.559514817884998017e+00	4.287977300878436537e+00	4.553115374923290659e+00	7.312753427519473007e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.220582296675301492e+00	4.747792546620918763e+00	5.134650328686217513e+00	6.512939276842669933e+00	3.260751280627983917e+00	7.455898010202331783e+00	3.908818224680103093e+00	2.137957935538517873e+00	8.194495796913852104e+00	3.888708959511465082e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.582634912359246027e+00	4.774716873294667430e+00	1.389840968586971703e+00	6.795670555178064731e+00	8.744449684115501498e+00	1.088908685829777667e+01	7.525369189875939391e+00	1.462158484822311255e+00	1.225129402456093786e+01	1.576759239588039009e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.884273437156807063e+00	7.651128869525363640e+00	8.048897603098556175e+00	3.509288548650475459e+00	1.906398236133924673e+00	-2.270425432657567910e+01	1.356055118850008956e+00	1.428360107514915933e+00	-1.333485287163060473e+00	-5.615710019097273289e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.174230571750953800e+00	3.107119366239284197e+00	2.851535528035608280e+00	1.133581866448153175e+00	2.042916580395252257e+00	-2.005929618245336599e+01	5.236486628398610677e+00	5.863854517325115978e+00	-5.060434251317452725e-01	-9.588662222340292374e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.200372614707973185e+00	2.076385589468903614e+00	3.262926704458267491e+00	9.646920702512213452e+00	9.885505361276422320e+00	1.388206485258912792e+01	3.978046889421404053e+00	1.181376065232461858e+00	1.599048967779359387e+01	1.315490073228514348e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.660134964817514769e+00	4.109474419203526629e+00	2.600574099230791081e+00	3.321307259385671617e+00	7.049119260087338468e+00	1.581288508433401852e+01	9.215858770568253533e+00	5.103671022802903856e+00	4.034111904501099133e+00	7.578274449279178953e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.922190652312105286e+00	3.609900004491726655e+00	3.972731612352057073e+00	7.087226420878288913e+00	8.692323132069018854e+00	1.535852105588381633e+01	1.092922559420056894e+00	4.807088000535460481e-01	1.019252087568489706e+01	1.660910720115025697e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.838153319041393452e+00	3.702495271526450971e+00	7.813460788053464334e+00	7.340813588922443955e+00	3.851885259601719902e+00	1.279799282401789462e+01	6.061868901056116421e+00	4.102697957022422237e+00	6.822755438411554074e+00	6.760117653959782729e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.790669892693714793e+00	3.060209149414037544e+00	5.637662915470165181e+00	6.500480402230992105e+00	7.147323765433076126e+00	1.809834326148730455e+01	7.638242357414206651e+00	4.703612283740055133e+00	7.262540366200664899e+00	1.288609778049922397e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.077500739832004673e+00	1.321886768378934152e+00	2.871359597971831601e+00	3.780540649410931930e+00	6.321220558366404951e+00	1.391321336304627110e+01	5.305373328963648660e+00	2.882358839171798692e+00	4.905389006586752032e+00	2.381714692264276323e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.303351091783826021e+00	1.217452395747218086e+00	8.836529875475068962e+00	3.384785668800290193e+00	6.358392147445917075e+00	-5.020881989228590925e+01	1.804393512485508833e+00	1.950811664815383262e+00	-2.008091981903627143e+00	-6.433248341651307101e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.365755188476852844e+00	9.834378383023404169e+00	9.035774514876788288e+00	6.372865111830310347e+00	7.231420412623240423e+00	4.030541734556307176e+01	9.761633303426149766e+00	8.055353362926915395e+00	3.832476840644391647e+00	9.072472255952656269e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.527127356707906003e+00	4.816208540118372738e+00	8.907945378534396497e+00	8.740131638966309069e+00	6.238547249754049062e+00	1.862301948310315680e+01	5.545825183693219529e+00	3.808567618806068200e+00	8.850691206830141766e+00	2.468467965010011994e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.901946378620246847e+00	4.508302199534022670e+00	3.203515319774976167e+00	9.521182429113432377e+00	4.873097542790254977e+00	6.817298450979027535e+00	6.564013713991846188e+00	1.785779293269986967e+00	1.587102052323812806e+01	6.735453006403505469e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.644296925775567075e+00	7.118758248930020294e+00	4.984379455458999963e+00	1.972337598045572404e+00	3.485152828922719159e+00	-2.703990339623701900e+01	3.246259621591830680e+00	3.565735900488809396e+00	-1.159699561006193536e+00	-6.555954485464613981e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.187726713472136097e+00	2.864307088781969490e+00	9.876249115001282775e+00	2.439636875130005489e+00	7.941171861754027006e+00	-2.278872612255436891e+01	5.208812677586036166e+00	7.177368074719619351e+00	-5.025428804362792157e+00	-6.629865202481505548e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.079821075285307685e+00	9.646842281194457414e+00	8.014873827655174310e+00	9.563685144033557961e+00	3.047053187243725425e+00	7.468539583098007917e+00	4.794552368275979859e+00	2.853116695640174783e+00	1.103588096785056649e+01	1.008708642127792814e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.728152963571947254e+00	8.047619806016022892e+00	1.277256003387685857e+00	7.606853019910544411e+00	7.188033901527412617e+00	8.536892552604488316e+00	1.517787245098788595e+00	2.597660065967026255e-01	1.397352363329189373e+01	1.903542222765412589e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.560814860607948162e+00	1.782293004682244275e+00	1.531508347241814727e+00	8.973979607679455128e+00	3.077551127531233277e+00	3.705226755796938942e+00	1.951311843627002274e+00	3.413651666888604108e-01	1.618748348361028633e+01	7.722607122399023183e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.073767981993936083e+00	4.772456656331859115e+00	5.139486478181190421e+00	2.850355853223382585e+00	6.734770808838136169e+00	1.519487007636733722e+02	8.591587055623316260e+00	8.182235417884864859e+00	4.223228572934122904e-01	6.749567489544084310e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.624023367933636663e+00	8.946838765752383793e+00	9.158027511298662660e+00	6.306018897816564106e+00	7.869255385660388846e+00	4.954962962334775511e+01	3.164167531459951110e+00	2.663870313333909667e+00	3.343376118428462274e+00	1.074715907353720286e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.698090045218631605e+00	9.611687486075251030e+00	5.814996445549310167e+00	7.284301412051313207e+00	3.053542739378222848e+00	6.932317934250825431e+00	2.830991835195310280e+00	1.557590861545671057e+00	8.780608640691772493e+00	6.976471761865423105e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.885258277172730867e+00	5.114261423351019076e+00	5.564726410048447036e+00	7.065353799637460241e+00	1.565538318880858037e+00	3.480357968860405826e+00	5.589768547262078613e+00	3.097193465760484266e+00	8.729315952662417999e+00	1.189209756502110054e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.579578455191529507e+00	6.566651507773959118e+00	1.843191648532998217e+00	4.700540466920312355e+00	2.160366676145467402e+00	3.375256859943603693e+00	8.012107052885866665e+00	2.728346867369089601e+00	7.511952191989146321e+00	1.083584918473536050e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.755539864576715736e+00	2.544640296491376130e+00	6.947238509243200077e+00	1.046155151436250597e+00	6.410495940189459674e+00	-1.281995015577883557e+01	1.621169925789094579e+00	2.413188811179691307e+00	-4.690021155244179951e+00	-1.240651908057284061e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.904244600782654118e+00	9.912886942378566602e+00	8.327571960861664735e+00	6.231835355965789525e+00	8.605130618600229653e+00	4.409235114710188697e+01	6.169165096336189258e+00	5.000869980893717148e+00	4.168046277937111022e+00	1.182402376165769601e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.312639474206276802e+00	3.128842571793615246e+00	4.370703112488140363e+00	3.139676216028828293e+00	1.374835188866575741e+00	7.228717277499344007e+00	2.076554723765325239e+00	1.634490396892809061e+00	2.143705752540237874e+00	6.761308332396910714e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.121011905343859638e+00	9.536561088699922806e+00	7.869536186699288116e+00	4.979943739569469230e+00	7.724534114646896654e+00	6.479468554776160261e+01	1.280492277300711912e+00	1.153600511101254167e+00	2.166869933926887093e+00	1.179192149841746505e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.445285095305299805e+00	6.769939097912918591e+00	9.649973017574039247e+00	9.570746586888860818e+00	4.170255065667058503e+00	1.233686197687435993e+01	1.462041356466103892e+00	9.892230874552904174e-01	9.595745470488429518e+00	1.645798701448707106e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.920495777935944837e+00	6.566973385921716755e+00	2.917315467426643938e+00	4.650687658789459888e+00	5.347404725111948309e+00	1.001933581576949095e+01	8.510869167072877772e+00	4.063187551215499127e+00	6.231057991843394817e+00	8.019299698220826258e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.075974111883194695e+00	5.527480228140739804e+00	5.724589351849055596e+00	8.595464330724203350e+00	9.307411850730382241e+00	1.875163605412154055e+01	2.057094181055805659e+00	1.086319986618673461e+00	1.140584931890553833e+01	4.215163816785579911e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.962983203209952343e+00	3.012868897059655549e+00	3.518072271245514138e+00	2.666878885927245424e+00	4.036387831073586341e+00	1.975209380700411899e+01	1.480000729913678814e+00	1.107519493972105806e+00	1.795577816860336684e+00	3.406298684534449990e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.528466785107187143e+00	2.574188633991230990e+00	8.191853120175379033e+00	7.091628005282593072e+00	5.175035064769078375e+00	1.930808331851455506e+01	4.922985364459006696e+00	3.578762833176646563e+00	5.908493576740470488e+00	9.217291232650254642e+02
