G c dx1dt d2x1dt2 Fg d1 Fc d2 m1 W
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 2.37256652e+00 4.67868013e+00 9.29563682e-02 9.44147720e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 -4.16495582e+00 2.36419192e+00 -2.78260776e-01 -2.80529022e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 -2.73101835e+00 3.75624553e+01 -5.22955305e-02 -3.00055301e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 1.30278312e+00 1.65332772e+01 1.63390984e-02 3.60337619e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 6.50949433e+00 6.29430945e+00 9.59300718e-02 1.05250803e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 2.25557268e+01 5.40625471e+01 1.68463215e-01 6.46029604e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 -5.45399912e-01 2.78452098e+01 -1.36058162e-02 -5.39838431e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 -5.76746388e-01 2.41221320e+01 -1.70545261e-02 -6.99564045e-01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92864569e+01 2.00454437e+01 2.14554146e-01 4.38542441e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 1.43360295e+00 2.57680056e+00 1.00351316e-01 6.83992256e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 4.41029325e+00 7.96096368e+01 1.34522321e-01 7.81720370e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 -1.77324186e+00 5.44403649e+00 -1.26588206e-01 -2.47457468e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 1.42786179e+01 7.00063015e+01 2.01513736e-01 8.56542591e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 1.45491640e+01 5.85108606e+01 2.49543231e-01 1.10193332e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 -3.40837803e+00 1.80971691e+01 -1.96992061e-01 -7.67094975e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 -2.57021548e+00 4.00582642e+00 -8.87894298e-01 -2.03301151e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 5.10778122e+01 2.86855707e+01 2.63814393e+00 5.44491741e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 1.63339662e+01 4.69604940e+01 1.12178128e-01 4.29351548e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 1.03087789e+01 6.64985091e+01 1.40558233e-01 7.41714048e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 3.80439992e+00 7.56072364e+01 5.37187222e-02 3.06860795e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 -2.66258797e+00 3.25473654e+00 -1.12255572e-01 -1.31551333e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 1.46733873e+01 1.01152099e+01 5.85640703e-01 8.41023684e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 -6.78462955e+00 1.94121697e+01 -1.73891451e-01 -9.91455290e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 2.93584707e+00 6.68889403e+01 2.07276747e-02 9.48765828e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 9.96006316e-01 5.91364677e+01 4.17490573e-02 2.24115897e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 4.49293979e+00 1.12328857e+01 1.18681135e-01 2.01071505e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 -7.98002493e+00 9.88532307e+00 -2.84797667e-01 -1.07453126e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 -1.99992517e+00 2.77705008e+01 -2.77006995e-02 -1.21499529e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 -1.52494338e+00 2.79617013e+01 -3.72946207e-02 -1.59345152e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 6.01057978e+00 3.53608104e+01 6.09115281e-02 1.70797090e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 8.49500591e+01 7.67159665e+00 2.51818548e+00 1.72025413e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 2.77841325e+01 5.61227827e+01 1.55854216e-01 5.84110540e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 7.97510055e+00 1.72088325e+01 2.46201534e-01 4.84216451e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 -5.71052959e+00 1.04903096e+01 -1.44986586e-01 -4.39508413e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 8.78629162e+00 7.13595953e+01 8.64827435e-02 4.99086506e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 9.83503864e+00 3.60283717e+01 9.68633041e-02 2.66838131e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 2.43434677e+00 5.17899901e+01 3.58263172e-02 1.83965584e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 2.43357980e+01 2.14096182e+01 4.98282490e-01 8.06280499e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 3.26191893e+00 3.83930055e+01 1.15723554e-01 4.89659533e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 6.67367809e-01 5.58654604e+01 1.96000367e-02 1.15166632e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 2.07141417e+01 9.29354896e+00 7.97782505e-01 9.17627583e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 -4.35050971e+00 1.32078196e+00 -2.20834530e-01 -1.42422303e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 -3.35817827e+00 9.66243714e+00 -2.05218278e-01 -6.03618182e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 -6.47267278e+00 2.35229464e+00 -1.65906364e+00 -1.82526467e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 5.50975169e+00 5.20417998e+01 4.21195394e-02 1.95488386e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 -1.13940718e+00 3.53471430e+01 -1.66157459e-02 -9.20273520e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 8.08585351e+00 2.73624830e+01 7.75324786e-02 2.28233385e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 6.03764846e+01 3.05151421e+01 3.30790857e-01 6.60603521e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 -1.10011345e+00 1.59250230e+01 -6.61118178e-02 -1.94750733e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 -1.95173151e-01 3.52526177e+01 -4.55350030e-03 -2.05208874e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.62522499e+02 8.43555915e+00 1.33153978e+00 8.64026140e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 -1.76435226e+00 1.92884147e+01 -3.96974716e-02 -1.50177581e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 -8.40828845e+00 1.10365466e+01 -1.04127910e+00 -4.07324963e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 -8.07307064e-01 2.43134161e+01 -1.34114159e-02 -5.42292818e-01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 -1.04254542e+00 7.78973832e+00 -7.04240893e-02 -1.34293050e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 7.81041179e+00 6.95658578e+01 1.38304267e-01 6.16267868e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.04192195e+02 1.50778879e+01 1.07960018e+00 1.18055794e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 3.00180740e+01 1.87177718e+01 3.53500706e-01 5.92488329e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.57156891e+00 7.86795015e+01 4.15512372e-02 2.21814559e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.69796232e+00 6.29705417e+01 3.23007242e-01 1.48231415e+01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 7.38221597e+00 3.01056573e+00 1.54850308e-01 1.04404103e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 1.29702392e+01 2.92253451e+01 2.11754916e-01 4.11065377e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 2.59242020e+01 1.71504549e+01 1.02242536e+00 1.79721420e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 4.63291193e+01 2.84156705e+01 3.11384354e-01 6.42184821e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 4.15189914e+01 2.92615883e+01 2.38532323e-01 4.61994833e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 2.11690536e+01 6.03533786e+00 3.12891502e-01 2.93380213e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 -3.53459713e+00 1.02120222e+01 -1.07158979e-01 -3.29865213e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 -5.82869868e+00 2.31742914e+01 -1.38474148e-01 -6.30993563e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 1.47675347e+00 3.12948831e+01 2.55856663e-02 9.91790311e-01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 1.54606530e+01 5.90019137e+01 5.18511575e-01 2.19512239e+01
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 3.42556552e+01 1.51345718e+01 4.18776607e-01 4.34776204e+00
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 9.56341639e+00 -8.58563647e+00 1.01617915e+01 -9.27848879e-01 -5.32404311e+01
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 8.54642650e+00 1.07463823e+00 4.78320051e+01 2.87633874e-02 1.47494506e+00
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 8.24581287e+00 -2.09960896e-01 3.92228500e+01 -2.93844555e-03 -1.45379233e-01
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 8.40685425e+00 -7.16397593e-01 2.52119061e+01 -2.18640277e-02 -1.10284617e+00
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 9.39439457e+00 -5.11201798e+00 1.95289576e+01 -7.10972255e-01 -4.00749234e+01
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 5.89828570e+00 -4.49819636e-01 2.38204423e+01 -1.86778940e-02 -6.61005331e-01
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 2.80253816e+00 7.25229293e+01 2.65854020e+01 5.34673143e-01 8.99065132e+00
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 6.55105247e+00 -2.00588657e+00 2.56069268e+01 -1.52259458e-01 -5.98475821e+00
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 7.68593344e+00 6.75300454e-01 4.35724451e+01 6.87686666e-03 3.17130836e-01
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 7.64125654e+00 1.01770017e+01 5.59887905e+01 1.27278138e-01 5.83538943e+00
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 5.69304122e+00 1.85083169e-01 2.43244660e+01 4.06720030e-03 1.38928434e-01
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 1.61612847e+00 1.62181320e+02 1.57508507e+01 1.31408793e+00 1.27424095e+01
1.00000000e+00 1.00000000e+00 9.66202565e+00 8.42212869e+00 8.37157162e+00 4.34001645e+00 5.16532309e+01 4.19333502e+01 3.17378451e-01 8.26456619e+00
1.00000000e+00 1.00000000e+00 3.26604066e+00 4.13028287e+00 5.86714379e+00 9.28689948e+00 -3.62079129e+00 3.03313913e+01 -1.34206056e-01 -7.47814889e+00
1.00000000e+00 1.00000000e+00 5.47523655e+00 7.10214537e+00 7.39218519e+00 6.26004019e+00 4.40776670e+00 3.42752009e+01 5.66756043e-02 2.12874936e+00
1.00000000e+00 1.00000000e+00 3.70790479e+00 6.09158768e+00 3.82915102e+00 5.84498749e+00 -8.26846072e-01 2.16726571e+01 -1.83035613e-02 -6.41904522e-01
1.00000000e+00 1.00000000e+00 3.56356445e+00 3.40325443e+00 5.24051109e+00 3.41968163e+00 1.24637019e+00 1.21862559e+01 5.13851964e-02 1.05432607e+00
1.00000000e+00 1.00000000e+00 1.33198253e+00 8.90766988e+00 8.39473208e+00 4.31604028e+00 -7.24446908e+00 5.74889023e+00 -3.05290947e-01 -7.90588815e+00
1.00000000e+00 1.00000000e+00 6.48607901e+00 8.17683419e+00 5.13338677e+00 9.05811480e+00 2.81372609e+00 5.87516483e+01 2.65267715e-02 1.44169525e+00
1.00000000e+00 1.00000000e+00 5.52411121e+00 6.92606651e+00 4.22018439e+00 6.99816743e+00 1.91391304e+00 3.86586551e+01 2.50116956e-02 1.05021620e+00
1.00000000e+00 1.00000000e+00 1.46330876e+00 8.65523556e+00 5.44791203e+00 8.08648324e+00 -4.96704933e+00 1.18330218e+01 -1.96089172e-01 -9.51403082e+00
1.00000000e+00 1.00000000e+00 3.50781818e+00 8.80564781e+00 8.45424327e+00 5.08910881e+00 -1.64049793e+00 1.78516684e+01 -2.65550611e-02 -8.10849573e-01
1.00000000e+00 1.00000000e+00 9.17439297e+00 7.37526679e+00 4.01687243e+00 6.67222498e+00 1.28739494e+01 6.12136139e+01 9.51320220e-02 3.80845352e+00
1.00000000e+00 1.00000000e+00 3.15605702e+00 8.53311996e+00 2.56385434e+00 3.23545248e+00 6.71814064e-02 1.02112725e+01 1.24728703e-03 2.42132274e-02
