G	c	dx1dt	d2x1dt2	m1	m2	p	d1	d2	Fc	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	2.257220851921895033e+00	3.151832211271702544e+00	2.810716239770735481e+00	-6.923847750015356795e+00	1.142796428353612725e+00	8.344084046524267995e-02	2.133834858255239553e+00	5.127772133253867270e-01	5.260540248953238240e+00	3.357876664879162476e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.223773503229255155e+00	1.990654502372209533e+00	3.334383022584411549e+00	-5.020591430846865322e+00	9.691567868451445023e+00	1.960966422096578343e-01	9.819024571047371808e+00	5.366282732927285970e+00	4.035726946189710951e+00	8.867047659391442960e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.673699940371879746e+00	4.193241844796382622e+00	2.477117393161927694e+00	-1.029606829724908224e+01	3.253620585369414009e+00	3.251902100082634250e-01	7.061457260264646152e+00	1.858492706882379497e-01	9.293572121971152455e+00	1.057500212255871319e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.881671788550205449e+00	3.583825588961611519e+00	3.966927978349712891e+00	-4.031284441216094194e+00	7.077991144534350632e+00	1.196007405271619639e-01	8.624776818441961979e+00	8.006016053518935749e+00	1.102455992990457379e+00	4.081417857518077064e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.942650321526698143e+00	3.664489301743770078e+00	7.797785151833453554e+00	-2.691679882687396219e+00	7.362357299622365403e+00	1.548368338551828760e-01	3.920544493676636932e+00	4.337127773842605194e+01	5.974083665683012079e+00	1.478634269655280775e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.784609697258805916e+00	3.112588575821656267e+00	5.683709735274831587e+00	-3.087795479802576182e+00	6.493504784798307838e+00	3.876726021339844674e-01	7.088592873916841341e+00	4.684907529857252229e+00	7.666496750234854218e+00	6.619330841404386101e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.048276983418051644e+00	1.385387573292596874e+00	2.839160874340157292e+00	-6.740387463646324129e+00	3.818332818308581178e+00	6.061106147617184581e-01	6.353245016512469867e+00	2.671994576950022515e-01	5.359893219905732309e+00	1.194862596100782909e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.330515388742886884e+00	1.161626152897289543e+00	8.899772031186813592e+00	-2.581974280850019010e+00	3.428963399356997233e+00	6.843643992290429634e-02	6.424751512429059730e+00	1.538892635225706584e+01	1.758998463631424203e+00	3.163912625997629124e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.357716238557762800e+00	9.876682820127468787e+00	8.911210196200061162e+00	-2.576573748120627894e+00	6.374321768287641632e+00	1.444561847872103122e-01	7.139659129374217095e+00	2.271718202989361401e+01	9.750998450236615156e+00	1.573147611524346123e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.564595123347187311e+00	4.847949849465133632e+00	8.839044290260506642e+00	-2.578057077295989430e+00	8.794699983432121115e+00	1.940958803851185466e-01	6.178167736836601698e+00	3.678764260144729548e+01	5.660332380326412505e+00	1.043275046395931271e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.949158137640230493e+00	4.473977183327787266e+00	3.147091781820709588e+00	-5.473984808642771149e+00	9.523241055003806466e+00	1.993143611134453319e-01	4.858074475336396247e+00	8.949767710108215368e+00	6.525545305861526479e+00	2.584655244918032113e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.664131759521695564e+00	7.115542333223742411e+00	5.053949355814073563e+00	-3.314673593429117382e+00	1.957305962823886025e+00	1.952973733638769527e-01	3.486071366483514122e+00	1.441344392475232938e+00	3.130709900497992138e+00	4.591527779614289484e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.230285908713270260e+00	2.970422361175576675e+00	9.867345616775480721e+00	-2.506194286592411391e+00	2.394238408473196689e+00	9.425549318508463781e-02	7.913347258673218754e+00	5.013749091622614174e+00	5.359325372735779247e+00	8.876114107314145851e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.032462055491853103e+00	9.557672410159501197e+00	7.940195732407759444e+00	-2.673220814129585676e+00	9.504416986930920075e+00	7.751186026803881246e-01	3.037684537229842441e+00	1.899715417874883272e+01	4.860682608661047510e+00	1.587521970243770175e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.771499983874097239e+00	8.078323260366763847e+00	1.239882927391410705e+00	3.295198223302108431e+00	7.629276468587138815e+00	1.451055283473617064e-01	7.230643124147108303e+00	-3.497839891056939710e+00	1.674997661039350660e+00	-2.891430563657501965e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.605331922775577347e+00	1.800015835151169918e+00	1.575207812486192349e+00	7.679857957998601492e+00	8.950655935074649960e+00	2.258692950131641897e-01	3.101166090533164610e+00	-3.920576599907757309e+00	1.959430922822618992e+00	-4.365489276689835108e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.979745669441247635e+00	4.744678958206992370e+00	5.167519789504036787e+00	-3.259202967378973970e+00	2.825387369230637713e+00	1.182703397157745112e-01	6.625467342572188834e+00	2.699086903767375478e+00	8.540292808063689733e+00	6.814475233928729558e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.570684237361964275e+00	8.915870876485497476e+00	9.183967625864024598e+00	-2.556243665571192203e+00	6.288628702633718426e+00	6.667339467843751422e-01	7.721857403725158164e+00	4.605702447125628041e+00	3.155008731701259617e+00	4.886909552715861804e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.805987388602365407e+00	9.498055585460921435e+00	5.837468696569685811e+00	-3.041817491077095870e+00	7.308803568936601103e+00	3.207503769077019729e-01	2.968947957480995381e+00	1.801253464389917980e+01	2.755153182284090452e+00	5.952590814988095724e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.921917184088127950e+00	5.207593552398662062e+00	5.472134199436113455e+00	-3.153040764186600065e+00	7.121447031002985817e+00	3.022515922351924900e-01	1.540590399307607328e+00	3.161182164515362203e+01	5.547206962231070904e+00	2.088309628318929967e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.569852409200148458e+00	6.513749554795757568e+00	1.949250219670598971e+00	7.683653302418295539e+01	4.675988495063744921e+00	1.026805630279624820e-01	2.178740802385771058e+00	-4.101686753258315665e-01	7.912533841004867341e+00	-3.037175092704311880e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.736504459246445364e+00	2.501829952252553557e+00	6.908019332147762093e+00	-2.813522733187915570e+00	1.140001974698361176e+00	2.842686453824063916e-02	6.463261729911851994e+00	2.927304818104663919e+00	1.564450672958990429e+00	1.976663741752394399e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.984057881839797588e+00	9.920705224354037455e+00	8.409927782148681530e+00	-2.622619641204993357e+00	6.248396066376122882e+00	1.159374912874491514e-01	8.639621167617928421e+00	2.076363789793461478e+01	6.199125234996407663e+00	7.640186220275766438e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.248939255923061431e+00	3.086539537923851384e+00	4.433906207678350420e+00	-3.646774514275976653e+00	3.285182507533414675e+00	1.041562598955213942e-01	1.404621675273710624e+00	1.482565036646281698e+01	2.068928687127172150e+00	5.973796401919337917e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.071771165862469566e+00	9.478384040542136901e+00	7.975714294601305987e+00	-2.670889865352188419e+00	5.053723651864290289e+00	4.053503872145737263e-01	7.598789854697706403e+00	4.132777189425149267e+00	1.329211968659238519e+00	1.739892875023564545e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.419126782040216028e+00	6.853478442022614914e+00	9.683366209785852163e+00	-2.519636101732012801e+00	9.614715867355236867e+00	2.159565387457870467e-01	4.073894518430012823e+00	6.731458876058231056e+01	1.478219224384784036e+00	4.642110249472741756e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.846726368464834067e+00	6.466310531348280044e+00	2.838035407180327319e+00	-6.792755885477172129e+00	4.596101155264984861e+00	9.747464623248108806e-02	5.300680640217231065e+00	2.816327014447576715e+00	8.504483632308152963e+00	2.244900817888479672e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.052800446762769404e+00	5.604881265598790741e+00	5.706667609946471487e+00	-3.073341169095055836e+00	8.550818715486506960e+00	2.353392751103529634e-01	9.358220008535338863e+00	1.027471947501961580e+01	2.064394570441849375e+00	1.372750123653451726e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.939161987958883060e+00	3.075421795734730512e+00	3.575983760779368303e+00	-4.525111456195640258e+00	2.691011353375151849e+00	5.621581472088442444e-02	3.985716925003314426e+00	4.274431797669005384e+00	1.407257929817583131e+00	9.406413403299658527e-02
