G	c	dx1dt	d2x1dt2	m1	m2	p	d1	d2	Fc	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	5.926523181316287747e+00	8.308251431574133150e+00	1.032887400410697509e+01	-3.017314465164498749e+00	7.221563774484033971e+00	2.070768523224381097e-01	2.632931656891366323e+00	6.045793069317946333e+01	1.925864117133757603e+00	9.245046932504897841e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.005568485496518782e+00	3.377721323389692110e+00	4.439223221143363318e+00	-5.307339568812866837e+00	6.954627966435456443e+00	1.762376758643246777e-01	7.026661292409415616e+00	6.248399568796161319e+00	8.584158922822060944e+00	6.880915020411434990e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.424334089721093655e+00	8.318743311754289493e+00	5.683607804281544773e+00	-2.547790271598596057e+00	7.510790901315901102e+00	7.836194574404028446e-01	4.111119711609760863e+00	4.507757772093692772e+00	1.785685265778347519e+00	4.040650583565094656e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.185885093655165257e+00	1.371135333296060743e+00	1.994884522261950233e+00	-6.852745204584746119e+00	3.003128307824878718e+00	5.842883392557206290e-02	7.014456211220337245e+00	1.668865817325172696e+00	3.676844974772548014e+00	2.397913973790591347e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.607715171801604281e+00	6.274050270749673253e+00	6.180360609627645552e+00	-3.081963111930847710e+00	4.890288568594889362e+00	2.819364081154804302e-01	3.460744274864050674e+00	5.722028318146126225e+00	5.248730257274267785e+00	1.127278953641064119e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.480787140019405923e+00	2.922448083718176992e+00	5.165200068183133375e+00	-2.280720190065048669e+00	7.975506469949436905e+00	8.164272554476740273e-01	1.652334899258597778e+00	1.142385791963689101e+01	6.164902240576311421e+00	1.791873999673200712e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.940660733057205434e+00	2.210826999499863721e+00	9.521193582646313658e+00	-1.868421257226378973e+00	1.384275576052318435e+00	5.983877214380169812e-02	9.423520576739628396e+00	7.304206904086965046e+00	6.319445254433743386e+00	7.555695672469338042e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.996242984741115833e+00	1.988208230342431326e+00	5.517292226453330173e+00	-2.379108606236250534e+00	3.256535068109821296e+00	2.946193758384012956e-02	2.590324931306734246e+00	3.369996303161050832e+01	3.131845604910616476e+00	8.480152974400793076e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.696565636766438345e+00	6.630120983091867259e+00	4.324153418521658132e+00	-3.573639767705385939e+00	3.558842229063805984e+00	1.035859645961782483e-01	9.871510396543792254e+00	2.828562105239357027e+00	5.196536097959908673e+00	6.394146832167323102e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.158622991521567336e+00	3.918462916886997771e+00	2.516916282291904672e+00	-1.507186526400847413e+02	4.724380953257576010e+00	2.467807004885488043e-01	9.769916256442053637e+00	1.698908681451220648e+00	6.987051075138107414e+00	1.064391606691978548e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.676358416360731463e+00	6.424989394567409029e+00	3.933227617317952785e+00	-1.291357777269818108e+01	9.511230824928613714e+00	8.807729205823248142e-01	7.554715498569058774e+00	7.834745865719290325e-01	1.030264358323170093e+01	-3.861565509322852086e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.902587803842951786e+00	1.497981941420706509e+00	3.749691206192759196e+00	-6.640450646058446260e+00	1.454651189820789003e+00	4.709156242301731909e-02	7.283513631731016069e+00	3.238426384822325588e+00	7.161994376099316106e+00	2.904693856359021886e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.144966383320126013e+00	3.921354692766398475e+00	2.541594234959459797e+00	-5.614021849799976316e+00	5.692198129971088427e+00	1.859716837674458556e-01	5.683928036247730020e+00	5.616232551448590016e-01	8.779540932507281070e+00	3.172383279064485695e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.078655574928179206e+00	6.172399124890190159e+00	8.648978497130553222e+00	-2.693159174425467040e+00	3.869504381681447391e+00	2.086487684602565673e-01	9.675379213371119391e+00	2.696712405802680124e+00	8.099554412622810062e+00	1.052388178208287117e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.836752009043290279e+00	8.202239383981856591e+00	6.377929775946475921e+00	-2.934359604693696610e+00	9.559942353369093482e+00	2.863209615812017939e-01	2.962621869358098792e+00	2.640670107926495191e+01	6.336436194304248204e+00	1.200669975936467182e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.395548988293183079e+00	4.173731178429529010e+00	5.330484212181543668e+00	-3.129649042054250874e+00	1.653013530423326882e+00	2.578168066923781643e-01	5.624305963527424623e+00	8.671719991805493244e-01	3.825001406184067143e+00	3.031416982330228382e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.329540504622963581e+00	6.669308063158683630e+00	2.463615296562212009e+00	-1.233942902285300249e+02	4.549731082768881052e+00	8.740334242170649803e-02	5.535132231396894475e+00	1.421640322221171315e+00	5.945922039693421368e+00	1.144316739650944048e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.541735903939331909e+00	8.597998335256807678e+00	9.129637945347610639e+00	-3.465944321904246728e+00	8.453834552918326750e+00	4.274212614633743912e-01	3.470626373568503453e+00	2.010152788788952805e+01	6.950329297684182173e+00	1.703479479339394143e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.201557758556528022e+00	5.921956575528487754e+00	8.188555647371517310e+00	-2.516786981844658211e+00	8.192563456677014244e+00	1.892148501922160109e-01	4.545199343876255682e+00	2.997684669676123193e+01	6.753067069927475963e+00	1.142133500682946945e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.633992098816599459e+00	2.950322767761064835e+00	2.051985753000618029e+00	8.256356850556246130e+00	5.859677693337547844e+00	2.054317941925380142e-01	2.741714880329037651e+00	-1.274001092676020575e+00	4.990049017058350245e+00	-2.975674655767078791e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.242947913048611852e+00	7.933156435633372805e-01	7.527962267330730484e+00	-2.822573606255525558e+00	4.151725839099190019e+00	1.184818959946560002e-01	6.475562748490670373e+00	1.103874031546083856e+01	5.227079151932736423e+00	7.834712728676853644e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.509878715606387978e+00	8.764288261947841718e+00	5.539600278991591686e+00	-2.643082274979201785e+00	4.925829392824634390e+00	1.118758649153827750e-01	8.643294519411284682e+00	9.335625073260581885e+00	3.823857575169351097e+00	2.014636688078747517e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.018285044400581540e+00	9.177858621492462898e-01	1.021535169386707853e+00	1.269072688070649590e+01	2.810068700789280172e+00	1.983083131301869584e-01	3.576889484165610700e+00	-3.258361243559174669e-01	4.773251564021117055e+00	-9.577900878412246022e-03
1.000000000000000000e+00	1.000000000000000000e+00	9.654829170535021987e+00	9.105456344328214158e+00	5.245638849542316073e+00	-3.378399621248805218e+00	2.656665690303741556e+00	7.052760722289685980e-02	9.318827977121243222e+00	5.837071735182028931e+00	3.577522217015586925e+00	1.393500190851481579e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.585256940072442333e+00	5.787668652562784288e+00	5.139283466763028940e+00	-3.071678766077305500e+00	4.743720026415513047e+00	9.995193012230034479e-02	7.334231553166831397e+00	9.403228239551797429e+00	9.728238202009432456e+00	7.094621806983095746e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.759493799484317833e+00	9.700557358826229049e+00	2.322347250106047589e+00	-1.048444628588036842e+01	3.672996532777526912e+00	4.549447884449520085e-02	8.263374737595956532e+00	2.323835257107862873e+00	2.484757850597055562e+00	2.866557885675909828e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.009158726666057149e+01	8.435154631543541726e+00	1.013069693850065711e+01	-3.363647001920230029e+00	3.607949250670877461e+00	5.190196451714072096e-02	5.529690815602442022e+00	2.147583994186159018e+01	1.413967741637946807e+00	3.685585632745782547e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.331670031117309527e+00	9.881452077436318149e+00	9.405650478210210608e+00	-3.079878375162797166e+00	7.033249524764483951e+00	1.631069988911753865e-01	7.794082440246945076e+00	1.750566204666879599e+01	4.207053700707091615e+00	6.945619135530883836e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.494742511594020939e+00	4.090573988273470185e+00	6.339074642710190055e+00	-2.823472386709683590e+00	9.258750304687236365e+00	2.010850549157137956e-01	4.900169117190288359e-01	1.989391499746080001e+02	6.323406561328097197e+00	5.178931253686757330e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.980809006246543325e+00	8.183744989166012118e+00	5.044467602184163013e+00	-3.368867709233593466e+00	6.893243796199384654e+00	6.002106751184226319e-01	8.576448707809422700e+00	3.245458188826377821e+00	4.616071576539573229e+00	3.263220668160474180e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.725053491149342921e+00	5.978092141769444368e+00	4.466689070647069215e+00	-3.485834681988998263e+00	3.898002540551057660e-01	9.534614964514653845e-02	1.193566845965822854e+00	5.603247756758952924e+00	4.153939088840570726e+00	1.247365727846329042e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.696326742291768053e+00	4.768611517591285320e+00	7.032642778649251802e+00	-3.096765185896760642e+00	1.543820203101307964e+00	1.997269657270957233e-01	8.954616050040979047e+00	5.845163739590961693e-01	7.775282059470576712e+00	6.270510274029353903e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.286596462660173579e+00	6.670776173033223344e+00	4.657527251997385598e+00	-3.567719958558419169e+00	9.505078270102929494e+00	4.109403075452366383e-01	1.146573589964316220e+01	8.978039692050783671e+00	3.726465656110463875e+00	2.571864840572872235e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.208781437154343052e+00	8.197902853703842752e+00	7.538341197531440718e-01	7.157220552286442050e+00	2.581247777877488048e+00	1.183645534458946241e-01	3.427068039775030606e+00	-2.200681736083530904e+00	8.900926442961646146e+00	-1.948103254807393436e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.896036251357420710e+00	9.845117354238471563e+00	5.547647232263611450e+00	-3.176343486998892462e+00	2.036545993364566431e+00	5.539050981361437476e-02	3.063769789383877118e+00	3.942626905811135618e+00	8.663024114137344966e+00	1.905433229192350808e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.379648529616835262e+00	7.539470141036440864e+00	8.691697982452355475e+00	-2.374604796993237343e+00	6.297606904769211589e+00	1.578650438221338992e-01	7.858783012421201697e+00	2.158695237565785874e+01	5.768657593150858354e+00	8.351231081721753879e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.922005506801841790e+00	4.693195236031657558e+00	5.174731821603030468e+00	-3.586854146535522148e+00	6.916592641708478872e+00	2.853122298136003265e-01	3.907772630883756815e+00	1.481935306322887946e+01	4.139801752070079388e+00	5.524464713882273337e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.572070202911417969e+00	4.878614577678821007e+00	1.838392006069898832e+00	4.674899537929645632e+00	7.919125678305855232e+00	3.319410391975618491e-01	8.919948461842714948e+00	-1.975412406905642460e+00	7.689561445877552970e+00	-1.362950307249412574e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.663746674717922147e+00	7.365984812064729326e+00	8.185450600651977382e+00	-3.738769351009890052e+00	3.582349340482214650e+00	1.184173080790427990e-01	1.777740793241091799e+00	3.193894534947033748e+01	1.086663455460105565e+00	6.770943581295896241e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.734683178108070045e+00	2.156661577025244192e+00	3.516996668394316572e+00	-7.091001471170440773e+00	1.662534240732910451e+00	1.291364024811341160e-01	3.382318604448683708e+00	-1.436661778642119858e-01	6.018605268371445050e+00	2.405099194938257745e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.144970244914363278e+00	2.787314719415063813e+00	4.148042836481687701e+00	-4.959919173005506110e+00	1.043270008267929327e+01	1.836065578675649679e-01	9.344098252424553053e+00	5.526473868721936356e+00	4.446197938148217510e+00	4.236316934315095817e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.674390067721436504e+00	4.658502275305052009e+00	2.062456073178733362e+00	-1.038898804828110833e+01	3.524390149383245241e+00	2.982484890855658377e-01	6.958966892175568297e+00	6.911639399121103366e-01	9.680301866141931555e+00	1.987314545019258916e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.073508371505425529e+01	3.512518787542982857e+00	4.459853744681585574e+00	-4.262924276298530657e+00	6.615505629737483240e+00	1.352614919879245869e-01	9.121188226898963691e+00	6.358850149590803191e+00	1.311146839972114897e+00	9.560270565334685888e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.315750987231918856e+00	3.169019177944858434e+00	8.091329458474644909e+00	-3.348584594706834672e+00	6.471784676814802850e+00	1.192949677399567782e-01	3.473331079914974140e+00	4.500610687642929975e+01	5.871431755396259611e+00	1.442164614466386441e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.319211114861748690e+00	3.149770263802428083e+00	7.057463210791565800e+00	-3.872419483901980541e+00	6.692731670534427302e+00	3.888207300835946900e-01	7.505378667876319021e+00	5.241705056930623385e+00	7.273618018471599278e+00	7.280884978533405105e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.233573329530992080e+00	1.579662415644056406e+00	2.403394774259989930e+00	-6.587352360360164916e+00	3.599491963804315020e+00	5.987951597550021932e-01	6.087010831559708457e+00	-8.396787214106433694e-01	5.650391160750396047e+00	2.894354819898795617e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.439879283303364232e+00	1.589234975769286518e+00	8.836013407589145885e+00	-2.674094103856993865e+00	4.134727728105779043e+00	8.482523518727003164e-02	6.974808644896793197e+00	1.495669853698992391e+01	2.000781937927515131e+00	3.420719436895552357e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.451846823900118544e+00	1.036916912886200315e+01	8.346251160808206393e+00	-2.729159787902334600e+00	6.121812535418579060e+00	1.329137496855664624e-01	7.674965226567626253e+00	2.466015649849861191e+01	1.006332379982636027e+01	1.690168742141020530e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.782151573167618075e+00	5.434465792557546138e+00	8.297984346057631910e+00	-3.224822100915454737e+00	8.787115750696044003e+00	2.224840202107459253e-01	6.129164531610183708e+00	3.732052555436779073e+01	4.803817173121235129e+00	1.113797005760420289e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.357864681710612587e+00	3.490472461458802744e+00	3.362060917194973353e+00	-5.881650344169885081e+00	8.893187557163173551e+00	1.819914105656798842e-01	4.316608753313664337e+00	7.693091424621524510e+00	6.713810309900816620e+00	2.330446528220393165e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.597907019714289056e+00	6.947347775329517638e+00	5.174648014352482228e+00	-3.287984549596300266e+00	1.767022706334065774e+00	2.121834782522966367e-01	3.270069501950387814e+00	4.209197313642736304e-01	2.960147839117432511e+00	4.745332953716240865e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.656042498304345134e+00	3.516762443700964802e+00	1.016387733637946944e+01	-2.390511503031174545e+00	1.883065527601314848e+00	7.849222716861357918e-02	7.909161622685044080e+00	5.828966485832274280e+00	4.869468492515463431e+00	9.291349110085750373e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.861997284217525861e+00	9.035819958584772493e+00	8.235102186698071591e+00	-2.740619540096492113e+00	9.041662770899199231e+00	7.883697061098623449e-01	3.520288571393523913e+00	1.997263344521422113e+01	5.261973592612736894e+00	1.526444760828795655e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.531750686607425749e+00	8.755402672848276779e+00	1.114395281876631838e+00	3.866755154344032164e+00	7.600226724851949278e+00	1.208087664223887747e-01	7.405807058152442224e+00	-3.026776551881972033e+00	1.771316314122430180e+00	-2.429133459430039554e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.368618405638335034e+00	2.811840283293714826e+00	1.452919697903017004e+00	7.442758723739464344e+00	8.618396938677673091e+00	2.250267025703989454e-01	3.392990835795232307e+00	-4.316201536824308072e+00	3.246957738780650971e+00	-1.117677849083945490e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.651599238474751985e+00	5.420940311280643797e+00	4.639341158868981907e+00	-2.725814265340997800e+00	4.246999058273010164e+00	1.498412704010617102e-01	6.818249167097959251e+00	3.733714956148709518e+00	8.803048333764708744e+00	5.048766337328083331e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.427864479989861213e+00	9.280117817508568123e+00	8.795828875948911829e+00	-2.466901638194420876e+00	6.740773725977192932e+00	6.694284318532912614e-01	8.184635488953217575e+00	4.194891656800100677e+00	2.995318971586926171e+00	4.279815669447005755e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.755959837727664841e+00	9.253633515966525280e+00	5.816952218327925195e+00	-2.994554982654885400e+00	7.897412655411681470e+00	3.489459882194513862e-01	2.859262181899608457e+00	1.690015445871173938e+01	2.695217059860334441e+00	4.553075568987093869e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.607150463345501823e+00	5.363291427687592261e+00	5.589105472431388222e+00	-2.762452171829059555e+00	7.060976427339985761e+00	3.016243715321800245e-01	1.629304412499236632e+00	3.365010156091985039e+01	4.901276882072323815e+00	2.161059282614317567e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956028967605158542e+00	5.771849081967734385e+00	2.341735605263532971e+00	7.657946667673238039e+01	4.730612844573690801e+00	9.089223583052671862e-02	2.194219438482273965e+00	2.178904083326693719e-01	8.593989695560765085e+00	-1.276182968519971039e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.659673121188150802e+00	2.068761481764737287e+00	7.247212579673039556e+00	-2.951069177606111094e+00	9.059992403129017990e-01	3.226516555875850317e-02	6.215420556930070006e+00	1.907893674266653905e+00	1.730325280155682321e+00	2.421032452697153003e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.600065110220715070e+00	9.525086592165543209e+00	9.258691981266771620e+00	-3.132707724742678668e+00	7.667010418525170401e+00	1.306192232903653772e-01	9.196089359921822748e+00	2.094360560888013367e+01	6.373483614315601287e+00	8.265869488060894055e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.243505525357447183e+00	3.119521618098219484e+00	3.886695600100403158e+00	-3.262328959180016863e+00	3.218981777918241249e+00	5.860448035560446300e-02	1.944568912311829045e+00	1.487902755457464288e+01	1.489044541764560803e+00	6.534785184509324107e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.780839857634042289e+00	9.266411649219771007e+00	7.852081101030321975e+00	-2.529650598368736958e+00	4.725455137497051261e+00	4.180021471612611061e-01	8.264148209744870854e+00	3.672739696611973415e+00	1.755523562247596869e+00	2.095641276352924742e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.932316170731007254e+00	6.992351970194721211e+00	9.191455563834578513e+00	-2.065378983229531507e+00	9.210058347790726074e+00	1.936458639164840567e-01	3.655884694988079442e+00	6.759947848076312482e+01	9.615193696920421029e-01	5.555639174006083980e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.528502857091210032e+00	6.957979884522143443e+00	3.539171540715318365e+00	-6.711758556586662650e+00	4.772855419628863061e+00	6.916590392246069197e-02	5.497839246985354755e+00	1.634705149365557553e+00	8.203592219496954385e+00	2.572456746374366943e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.893466962001128628e+00	5.219364114144770639e+00	5.432518108395284706e+00	-2.620564550027193462e+00	9.327467041150736549e+00	2.485532557204521431e-01	9.954742588201414222e+00	1.138945809369771034e+01	2.130569845017140196e+00	2.020941783487356092e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.212521659755514847e+00	3.158697412410447658e+00	4.222007530573495870e+00	-4.834890562097855060e+00	3.285277437890909980e+00	8.854914031606211933e-02	4.806363392123617295e+00	4.244845914841677725e+00	1.087645115866988643e+00	2.430323375493008975e-01
