G c dx1dt d2x1dt2 m1 m2 p d1 d2 Fc W Fg
1.00000000e+00 1.00000000e+00 1.18526045e+00 2.99088498e+00 1.30252240e+00 3.73495121e+00 5.93972799e+00 8.35221208e-01 1.31205434e+00 -1.87123700e+00 2.48949797e+00 -2.20566204e-01
1.00000000e+00 1.00000000e+00 9.72918867e+00 9.88901207e+00 1.56387883e+00 7.17176300e+00 3.58869456e+00 6.14764273e-02 4.52719507e+00 -1.68174864e+00 7.35943716e+00 -1.18160225e-01
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 -2.55882022e+00 3.76098940e+00 7.38145036e-02 7.27447323e+00 1.57133070e+01 5.81812991e+00 9.54154033e-01
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 -1.77972680e+01 4.17662653e+00 2.39124695e-01 2.74091809e+00 5.61600595e-01 6.71791012e+00 1.03434373e-01
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 -3.05491182e+00 6.59163204e+00 4.16702718e-01 6.77354033e+00 4.86414426e+00 2.76838270e+00 2.58287263e-01
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 -3.48155807e+00 4.00644969e+00 2.51917072e-01 3.33845324e+00 4.29414353e+00 2.90571276e+00 3.91649381e-01
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 -3.88138796e+00 7.59429146e+00 3.38591288e-01 8.97477498e+00 3.36260272e+00 1.37347593e+00 5.42285342e-02
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 -2.56349932e+00 4.64074647e+00 1.35153540e-01 9.06120950e+00 1.04027326e+01 3.89860782e+00 5.09024541e-01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 2.97766628e+00 1.61517880e+00 5.50785028e-02 3.67558484e+00 -8.62949942e-01 6.03770195e+00 -2.20002788e-01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 -2.80416442e+00 8.05383858e+00 3.70694104e-01 3.06994379e+00 2.36261868e+01 8.72141423e+00 2.35515980e+00
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 -2.52147500e+00 3.57182492e+00 9.14912851e-02 4.70173575e+00 1.89577868e+01 7.00234703e+00 1.90397246e+00
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 -2.98972819e+00 4.89490192e+00 3.61710030e-01 3.16478427e+00 7.04930221e+00 4.91856691e+00 1.04685679e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 -2.53825643e+00 7.16899495e+00 3.29218275e-01 7.05145459e+00 1.37101883e+01 9.57808103e+00 1.68236145e+00
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 5.55174237e+00 3.99210541e+00 1.54831551e-01 8.43458216e+00 -5.38657293e-01 7.47320681e+00 -7.82176931e-02
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 -3.44449186e+00 1.50927091e+00 4.92778434e-02 7.05782918e+00 1.51138536e+00 9.37148683e+00 6.12817274e-01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 -4.98191442e+00 4.36528942e+00 9.01928584e-02 8.41915403e+00 2.80523372e+00 5.74829176e+00 1.52645468e-01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 -2.71718150e+00 9.50003724e+00 5.66071966e-01 4.57292946e+00 1.62044439e+01 3.33013847e+00 6.76935751e-01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 -2.51074650e+00 6.77560958e+00 2.00647868e-01 2.40685274e+00 6.20420333e+01 1.47544018e+00 8.00157402e-01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 -5.05630346e+00 7.04331234e+00 1.85397227e-01 7.64155853e+00 3.81901171e+00 7.53476366e+00 2.15079966e-01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 -2.81840236e+00 6.69053938e+00 7.86352369e-01 4.24427055e+00 5.46278205e+00 2.09172698e+00 4.01461409e-01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 -7.10934839e+00 2.79092925e+00 7.19174093e-02 7.04143743e+00 1.00349572e+00 3.72497615e+00 6.90248381e-02
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 -2.97848021e+00 4.76500478e+00 3.13316014e-01 3.43579548e+00 7.18527644e+00 5.79223817e+00 1.14861848e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 -3.25968684e+00 7.75845819e+00 8.15582119e-01 1.73106671e+00 1.12819845e+01 6.07974929e+00 1.85873730e+00
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 -2.51625907e+00 1.91235608e+00 3.34095410e-02 9.93323616e+00 7.11520318e+00 6.40524877e+00 8.32695641e-01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 -2.89350624e+00 3.50067498e+00 6.02068515e-02 2.40581357e+00 3.15628965e+01 2.49629797e+00 7.74186519e-01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 -3.86431745e+00 3.48687198e+00 7.02241536e-02 9.89578895e+00 3.12819594e+00 4.41763664e+00 1.59635120e-01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 -1.50908885e+02 4.88817035e+00 2.17744180e-01 9.79551939e+00 2.50770689e-02 6.55474804e+00 2.99582653e-03
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 -1.30735393e+01 9.82331867e+00 8.71302321e-01 8.14436294e+00 4.09338668e-01 9.72836978e+00 7.19126417e-02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 -5.89160946e+00 1.60752292e+00 3.74290091e-02 6.93480666e+00 8.52748876e-01 7.54868024e+00 1.86473088e-01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 -5.17788206e+00 5.66830895e+00 1.90414682e-01 6.20026345e+00 2.85454846e+00 9.30343381e+00 3.14777799e-01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 -2.60100267e+00 2.61428214e+00 2.07646442e-01 8.79491391e+00 2.07563589e+00 7.85990852e+00 9.91329983e-01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 -2.98740927e+00 9.73608891e+00 2.97380018e-01 3.60495569e+00 2.98496258e+01 6.32545272e+00 1.18468590e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 -3.07801654e+00 2.01973154e+00 2.57062065e-01 5.20913091e+00 9.41970608e-01 2.72821032e+00 3.23888771e-01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 -1.23507248e+02 4.63240902e+00 8.40677215e-02 6.57450972e+00 1.06511796e-01 7.00017087e+00 5.84186914e-03
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 -2.59336113e+00 7.64096486e+00 3.82543273e-01 4.70071428e+00 1.82394456e+01 6.61041609e+00 1.57999092e+00
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 -2.72656878e+00 7.34098985e+00 1.75721805e-01 4.84737809e+00 2.90254330e+01 6.42222253e+00 1.21565534e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 8.23057823e+00 4.80455773e+00 2.10427206e-01 3.97256201e+00 -8.99731290e-01 5.40807281e+00 -8.87115986e-02
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 -2.74480741e+00 4.11871751e+00 1.20841363e-01 6.07808635e+00 1.03365662e+01 5.75790944e+00 8.47935305e-01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 -3.02779044e+00 4.57851141e+00 1.28890987e-01 8.65517075e+00 6.09431060e+00 4.00998274e+00 3.00518375e-01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 1.31244808e+01 3.37848637e+00 2.11391356e-01 2.81375540e+00 -4.22930539e-01 5.67381423e+00 -8.88826586e-02
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 -3.28012053e+00 2.84799645e+00 4.88025196e-02 9.40989735e+00 4.59917188e+00 2.77800315e+00 1.53746673e-01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 -3.18967366e+00 5.34735728e+00 1.11735755e-01 7.20178888e+00 9.95627193e+00 8.24656958e+00 6.41673103e-01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 -1.01305628e+01 3.41680380e+00 6.02260985e-02 8.40945891e+00 9.45029653e-01 2.67199259e+00 2.60528553e-02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 -2.53253217e+00 3.58715498e+00 6.60366400e-02 6.00571623e+00 2.03087598e+01 1.76469661e+00 3.67847777e-01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 -2.60152381e+00 6.91080457e+00 1.80501919e-01 8.01565031e+00 1.82920576e+01 4.92621424e+00 6.81130694e-01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 -2.79662216e+00 9.71683599e+00 1.74195508e-01 1.14580358e+00 1.97937911e+02 6.92476696e+00 5.05768000e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 -3.26555844e+00 6.43273481e+00 5.96806424e-01 8.36542382e+00 2.18306365e+00 4.93945142e+00 3.11040762e-01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 -3.47825676e+00 1.69281520e+00 1.02080902e-01 1.36124973e+00 4.65013615e+00 3.49078719e+00 1.15649679e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 -2.82325511e+00 1.68025252e+00 1.99028438e-01 9.00922039e+00 6.37515983e-01 6.02354066e+00 5.41425791e-01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 -3.02330924e+00 9.56280899e+00 4.05756737e-01 9.92766473e+00 7.39486025e+00 4.12302102e+00 2.70564176e-01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 7.10038079e+00 3.67561711e+00 1.36191603e-01 3.64660716e+00 -9.96415323e-01 9.39580921e+00 -1.88753227e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 -3.10725913e+00 1.82860287e+00 8.85399873e-02 2.89286701e+00 3.93007056e+00 9.30380626e+00 1.93638478e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 -2.63921938e+00 6.39140128e+00 1.25934412e-01 7.88827027e+00 2.14434561e+01 5.52134638e+00 7.29998585e-01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 -3.27666682e+00 6.61283900e+00 2.61742444e-01 3.27723707e+00 1.33105212e+01 3.95095595e+00 6.29543145e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 5.51327781e+00 6.83654338e+00 3.22928375e-01 8.79006145e+00 -7.30506908e-01 7.63419173e+00 -7.70638044e-02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 -2.65827327e+00 3.40661825e+00 9.64894907e-02 1.92558333e+00 3.16283935e+01 1.33041649e+00 6.99725700e-01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 -6.92444644e+00 1.13599616e+00 8.34683192e-02 2.13359677e+00 4.90502290e-01 5.27292105e+00 3.34572504e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 -5.01298405e+00 9.68513833e+00 1.96378873e-01 9.81236400e+00 5.38548916e+00 4.02691055e+00 9.08051000e-02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 -1.02926100e+01 3.25803741e+00 3.24967445e-01 7.06455008e+00 1.85855437e-01 9.28482297e+00 1.05659029e-01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 -4.02846383e+00 7.08423659e+00 1.19480692e-01 8.62198502e+00 8.00557625e+00 1.10802725e+00 4.22361817e-02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 -2.68837769e+00 7.35966883e+00 1.54286813e-01 3.91896440e+00 4.33778853e+01 5.97533388e+00 1.47663383e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 -3.08859156e+00 6.49006675e+00 3.87914874e-01 7.08835375e+00 4.69062048e+00 7.66597223e+00 6.62316596e-01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 -6.73972136e+00 3.81616655e+00 6.05914386e-01 6.34817645e+00 2.66268825e-01 5.36516189e+00 1.18874792e-01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 -2.57967060e+00 3.43986628e+00 6.87493151e-02 6.42835108e+00 1.53961675e+01 1.76862727e+00 3.16420196e-01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 -2.57834921e+00 6.37901454e+00 1.44418649e-01 7.14279214e+00 2.27354994e+01 9.75215251e+00 1.57380554e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 -2.58520549e+00 8.79486070e+00 1.93862930e-01 6.17823256e+00 3.67848728e+01 5.66209388e+00 1.04403044e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 -5.48078549e+00 9.52060356e+00 1.99808679e-01 4.86156132e+00 8.93594180e+00 6.52767620e+00 2.57166454e-01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 -3.30669671e+00 1.95315224e+00 1.95346261e-01 3.48330425e+00 1.43014353e+00 3.12948804e+00 4.58369624e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 -2.50858835e+00 2.39345751e+00 9.43898496e-02 7.91723198e+00 5.02417920e+00 5.35148277e+00 8.86019126e-01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 -2.67248226e+00 9.50262633e+00 7.75286058e-01 3.03645187e+00 1.90132711e+01 4.86234543e+00 1.58747654e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 3.29455454e+00 7.62881706e+00 1.45013634e-01 7.23118876e+00 -3.49417930e+00 1.67406258e+00 -2.91501843e-02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 7.68151029e+00 8.94694442e+00 2.25601950e-01 3.09999540e+00 -3.94077114e+00 1.95544318e+00 -4.34359956e-02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 -3.25969080e+00 2.82369371e+00 1.18302134e-01 6.62797153e+00 2.69077103e+00 8.53725268e+00 6.81682716e-01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 -2.55687180e+00 6.28827284e+00 6.66684927e-01 7.72370440e+00 4.59663476e+00 3.15837957e+00 4.89544523e-01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 -3.03941563e+00 7.31025635e+00 3.20723108e-01 2.96842500e+00 1.80010725e+01 2.75462444e+00 5.95190256e-01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 -3.14932206e+00 7.12100697e+00 3.02251162e-01 1.53948971e+00 3.16064018e+01 5.54420306e+00 2.08895622e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 7.68383945e+01 4.67336522e+00 1.02940431e-01 2.17876369e+00 -4.11722220e-01 7.91872418e+00 -3.07337856e-02
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 -2.81449459e+00 1.13855403e+00 2.81624397e-02 6.45397271e+00 2.91877372e+00 1.55751867e+00 1.97527093e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 -2.62510466e+00 6.24633451e+00 1.15867071e-01 8.64501766e+00 2.07706730e+01 6.19127128e+00 7.63782938e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 -3.65031475e+00 3.27791385e+00 1.04062059e-01 1.40497139e+00 1.48438699e+01 2.07289399e+00 5.96007287e-01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 -2.66883965e+00 5.05228822e+00 4.05542784e-01 7.60736133e+00 4.12346435e+00 1.32814946e+00 1.74020188e-01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 -2.52081367e+00 9.61822914e+00 2.16066088e-01 4.07186781e+00 6.72986456e+01 1.47469557e+00 4.63591075e-01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 -6.79674896e+00 4.59131786e+00 9.75166639e-02 5.30675533e+00 2.83073083e+00 8.50747697e+00 2.22809379e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 -3.07817680e+00 8.55821446e+00 2.35705248e-01 9.35973595e+00 1.02641324e+01 2.06175235e+00 1.36204564e-01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 -4.52486738e+00 2.69686545e+00 5.66185035e-02 3.98774354e+00 4.25278205e+00 1.40636228e+00 9.31193977e-02
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 -2.65192344e+00 7.05214448e+00 2.15893239e-01 5.18803241e+00 2.27029780e+01 4.94109898e+00 9.73941825e-01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 -2.95275745e+00 9.79306259e+00 2.86116186e-01 1.12314173e+00 1.04413453e+02 8.59594125e+00 5.35531795e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 -2.84903306e+00 1.91703791e+00 6.59065472e-02 1.73438848e+00 1.26223613e+01 3.36167539e+00 1.52192599e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 -2.64712066e+00 1.07487948e+00 1.45793165e-01 3.32732432e+00 1.22681965e+00 4.79541356e+00 1.48475366e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 -3.56022411e+00 4.90224513e+00 4.14526325e-01 1.25067017e+00 9.90345885e+00 1.35930279e+00 4.64403169e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 -2.55280607e+00 1.83362935e+00 2.38221049e-01 6.68237793e+00 1.27355552e+00 5.04170663e+00 9.09876561e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 -3.05339118e+00 7.73545915e+00 1.91632266e-01 4.83758521e+00 2.04250908e+01 6.19851773e+00 8.10920504e-01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 -1.14878144e+01 9.23093797e+00 4.01777949e-01 5.93330682e+00 1.25580244e+00 6.13816348e+00 7.26915957e-02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 -2.76000951e+00 4.90618875e+00 1.46616129e-01 2.57182467e+00 2.79978781e+01 3.99184023e+00 1.36151211e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 -2.65153454e+00 3.32840478e+00 6.05070009e-02 3.66338826e+00 2.55696625e+01 3.83979863e+00 1.07249875e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 -4.16116324e+00 4.90962987e+00 2.52270336e-01 6.97442027e+00 2.11307240e+00 1.95961257e+00 8.66728886e-02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 -2.59571562e+00 7.51103036e+00 2.66720510e-01 9.68772451e+00 1.22168883e+01 4.30118489e+00 4.96862348e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 -2.55902701e+00 1.08148745e+00 2.31088241e-02 1.45375096e+00 2.07596994e+01 1.89545202e+00 1.55488662e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 -4.68071291e+00 6.30508591e+00 3.43505924e-01 9.01345889e+00 1.59655815e+00 7.89936350e+00 2.17951093e-01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 -2.50944425e+00 6.51962516e+00 6.41890287e-01 6.19193081e+00 6.99746016e+00 9.69646868e+00 2.04927187e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 -1.70148035e+01 6.73919422e+00 3.11328381e-01 6.07527610e+00 5.33077441e-01 9.73067011e+00 7.11157536e-02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 -6.88913271e+00 3.17819872e+00 2.16116526e-01 5.50250682e+00 5.79109180e-01 8.78563989e+00 2.17715688e-01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 -8.07880976e+00 7.42647451e+00 1.32135038e-01 1.62454677e+00 1.40888442e+01 6.40712934e+00 4.32535204e-01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 -2.56770545e+00 1.82252338e+00 3.67159233e-02 1.80889167e+00 2.93653302e+01 7.30779128e+00 4.74415923e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 -2.81822465e+00 2.79343303e+00 6.94818109e-02 6.40820805e+00 7.13961810e+00 3.56685222e+00 4.53507732e-01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 -1.28419139e+01 8.89723042e+00 1.67686008e-01 4.06862714e+00 3.56728450e+00 6.67693378e+00 1.00909479e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 -3.35002378e+00 7.64850836e+00 1.54833457e-01 9.25541260e+00 1.00792965e+01 5.10084594e+00 2.72153388e-01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 -2.88150730e+00 1.12370999e+00 6.99051411e-02 4.65931484e+00 1.46598707e+00 5.33815606e+00 8.66467020e-01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 1.40756691e+01 3.23538634e+00 5.96954730e-02 2.28953313e+00 -1.58808467e+00 7.81998904e+00 -1.41644232e-01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 -2.57622380e+00 2.92965835e+00 8.34078756e-02 7.43246950e+00 8.00905567e+00 3.53726520e+00 5.50620069e-01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 -2.64180405e+00 3.43725695e+00 6.92970647e-02 3.64018079e+00 2.43255403e+01 3.86235651e+00 1.10213727e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 -3.12775777e+00 3.22803793e+00 5.93510099e-02 5.72923277e+00 9.05765130e+00 9.32177612e+00 9.61822905e-01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 -2.51920140e+00 1.56273666e+00 6.74401867e-02 7.28049507e+00 3.19326396e+00 1.50601865e+00 2.65608720e-01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 -3.44935475e+00 5.13046465e+00 4.29586275e-01 9.10237700e+00 1.54814712e+00 5.37070869e+00 2.71400609e-01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 -2.50910063e+00 7.59460127e+00 4.14812889e-01 8.12972075e+00 1.11984315e+01 9.21520720e+00 1.48434408e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 -2.79819926e+00 6.46058552e+00 2.22289616e-01 7.08724961e+00 1.10640538e+01 6.49326707e+00 7.65214084e-01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 -2.84888897e+00 7.05584502e+00 1.40630887e-01 7.11669864e+00 1.95328956e+01 5.91766367e+00 6.53024620e-01
