G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	W	p	m1	m2	Fg	Fc
1.000000000000000000e+00	1.000000000000000000e+00	1.356026042461316861e+00	3.897669598352361042e+00	5.849647675892786225e+00	1.884923241863710963e+00	5.197086170626446844e+00	2.640393956964956601e+00	8.191115018184990104e-01	3.512185801064866553e+00	4.913893732055528041e+00	5.720226241234117603e-01	-5.991229547005696293e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.124530884259563379e+00	6.568488649461698969e+00	2.040368950860081299e+00	4.596329959388610220e+00	6.584344780236983219e+00	7.003351466444212470e+00	5.306885637504826780e-01	1.006519543726451665e-01	2.460585812337007461e+00	-1.159345690145293789e-01	-9.455997896259447921e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.375334869615298494e+00	9.065943530772949899e+00	8.708435786888337304e+00	7.599517173178381491e+00	4.755227500385786676e+00	6.663451269240628250e+00	3.226045600046285156e+00	8.414864885149293983e+00	7.329162022296804579e+00	6.652585259908910587e+00	-4.879489616304528987e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.936994435630457367e+00	6.649850842772632831e+00	7.442102069812977838e+00	7.325715495005762357e+00	4.808739679745708706e+00	6.504860641288155776e+00	1.395821080560509353e+00	1.430452493976438699e+00	7.809768443013632933e+00	9.582930527627708805e-02	-7.907881071808307849e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.761345011397001503e+00	3.099255777700254733e+00	1.508195364209714784e+00	4.704062120603027530e+00	4.005063696538457840e+00	5.323141888149300449e+00	1.725080824107116717e+00	7.133272419086053029e-01	2.037621441220607288e+00	1.364788434918707383e+00	-2.205685952334119904e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.647602371023013212e+00	1.354408197948294701e+00	7.390591736637774467e+00	4.140581488884938821e+00	6.079895291196885765e+00	5.738626413634474233e+00	6.805153713697797979e-01	8.724779314165507227e-01	5.590091597233632470e+00	5.233706675620090898e-02	-6.952079783306247540e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.842151619288730835e+00	8.808691324695960390e+00	5.927991009645418252e+00	4.509590403905702871e+00	8.765264112390157791e+00	4.066722281108020809e+00	3.869960578668498186e-01	3.474005843636606694e-01	8.335852668919756070e+00	5.759317652172892821e-01	-3.792219784216275397e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.665878239141093342e+00	1.213701355476920041e+00	1.713623929289744163e+00	3.439787733307468454e+00	2.801973633794336838e+00	5.663265494884030637e+00	2.549575574147610268e+00	1.661331096573226196e+00	9.418795280615109178e+00	9.765142241496886921e-01	-4.229313534562128551e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.684442178691831771e+00	8.951973268734446876e+00	5.123879155683001230e+00	2.814337939036579694e+00	9.447762602685109812e+00	2.728055993977620552e+00	4.987831365756418417e-02	2.123943054011543513e-02	5.674856854083611069e+00	-7.566995865874179272e-02	-2.021691248506150840e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.018752299759967173e+00	5.734899076994555145e+00	5.297637763062711613e+00	5.342181388082844151e+00	7.202625174518476392e+00	8.161533828828424930e+00	8.264204476587666548e-01	5.062124983258063926e-01	9.519536844564591149e+00	1.835082429769438472e-01	-8.556323597768947242e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.490132282750270321e+00	9.374751564140646920e+00	2.499310706618572908e+00	3.417008093023518711e+00	8.333838686695635545e+00	2.619945112325859249e+00	1.078043725511931838e-01	-9.448636503764890754e-03	5.724216259400947138e+00	4.262992917712896124e-02	-2.601362370687185926e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.144814425769409283e+00	8.099386789447187596e+00	9.537869813758952375e+00	3.600376665145259114e+00	5.977354566229897692e+00	1.672040417639565790e+00	1.445501775905534136e-01	1.932088911666096642e-01	4.551652828606285617e+00	-6.629089712376233789e-01	-1.656375645276386005e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.400926585287608717e+00	1.009605398141453136e+01	8.620228434027273678e+00	6.912808297216902709e+00	8.063609112414621194e+00	4.929421486126116747e+00	6.956801234232522502e-01	8.650237442530738230e-01	8.698561785453632567e+00	-5.678690438691684772e-01	-3.838621675295927210e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.325048809544121298e+00	4.126975874747746076e+00	7.114541945778297460e+00	9.693714892496439361e+00	1.122234938151024375e+00	6.973940153758965366e+00	6.336842622803017910e+00	4.753175508324081200e+00	5.523408081343390563e+00	3.398240772512635033e+01	-8.633877062552729187e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.872210247843399733e+00	7.894361774572576707e+00	5.114437955659764334e+00	6.451305314873190255e+00	8.244487615215176035e+00	4.870272069894645561e+00	2.110101833704079333e+00	6.040258620448892835e+00	5.241286046002971766e+00	1.333850532446733350e+00	-5.019916374984358803e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.729874715539339469e+00	4.555473421232227871e+00	4.721542460257123430e+00	1.718049494229351160e+00	1.359539224028117443e+00	3.504926708554069403e+00	1.576797281623823821e+00	2.639841131876230484e+00	5.415183472830940481e+00	3.466308846783091813e+00	-2.461974946911796580e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.326496467102982191e+00	5.371638171114033966e+00	6.905602320783319037e+00	1.638832907925117155e+00	8.949721400923847270e+00	6.069913753566567927e+00	7.711208653946381997e-01	3.893107824070368483e+00	8.649326330242056216e+00	1.764047322826045039e-01	-7.627965376225717686e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.938802688730492108e+00	6.604069777779444372e+00	5.904619163128623782e+00	9.585889880753272863e+00	9.934844773221604086e+00	4.122872436303206989e+00	1.053706295531366743e+00	1.516220722303242896e+00	8.473093854362931054e+00	9.160402655786459292e-01	-3.753733185640419079e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.421098290994361690e+00	8.835764302646376578e+00	1.550050916836430925e+00	3.740129404043224248e+00	3.731097333424361118e+00	9.307443615245970747e+00	2.087214396894750745e+00	7.090406499077273050e-01	4.659771275193484108e+00	-5.526864760973751456e-02	-4.096283143292401840e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.574956033156470259e+00	9.873414007424599959e+00	5.533626830270886643e+00	1.866815572972943427e+00	2.934778948856105352e+00	9.324994522624587390e+00	1.703092887746305628e+00	2.772627855151468257e+00	3.995053073007083011e+00	3.100908829254893639e+00	-2.792586903830813760e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.537413644764770382e+00	7.855266187853358062e+00	8.332580227533137318e+00	6.441874252245706423e+00	7.971971112441569751e+00	5.518348350025695126e+00	5.310022802122702501e-01	4.828267029459420434e-01	5.482368423664917501e+00	2.624624977480076726e-01	-3.870236077541126113e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.327901025410625380e+00	4.749966230211343010e+00	5.123777989422293899e+00	6.622145720993613871e+00	3.246651802722218871e+00	3.942369822639254728e+00	1.891000074324549640e+00	2.326721598591437790e+00	6.194281136127067988e+00	1.345374126849896435e+00	-9.170871099988861519e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.531790413325627043e+00	4.870220123356004294e+00	1.497280646234365520e+00	6.785866041765377332e+00	8.782263254392079332e+00	7.604191252188807759e+00	1.668715502777088133e+00	7.955509923462323885e-01	3.189109507958111323e+00	-1.494759921635985811e-01	-1.643846662640148781e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.914063494052979486e+00	7.662065169124969266e+00	8.113649071144054759e+00	3.362789155748937553e+00	1.868693434478656767e+00	1.335177804772193388e+00	4.298618511067293646e-01	5.083198027693556220e-01	8.134426932738390903e+00	3.520747476747654869e-01	-4.534323843649164937e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.243449789935901162e+00	3.156256581042801823e+00	2.777581586671245883e+00	1.153312896655005027e+00	2.096337279914027185e+00	5.300890580182315404e+00	1.258043688175828123e+00	1.552823312698824454e+00	5.483111090595374826e+00	1.166680046361323386e+00	-4.476964661745196361e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.267559448538712275e+00	2.006220278431674942e+00	3.316680668789129260e+00	9.736173669859310209e+00	9.761877066063544106e+00	4.158065819441773669e+00	4.904511428361799652e-01	1.978466519911312171e-01	4.032733682898358651e+00	-5.198438004942679269e-02	-3.624150333319545864e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.605166835579352691e+00	4.169951228546648458e+00	2.556042645203866037e+00	3.408849281050532642e+00	6.993373560629052577e+00	9.290985709921727675e+00	2.554038551395641843e+00	3.838076960725656406e+00	1.974841191358523762e+00	1.607136258967487574e+00	-2.056579875852317107e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.744342368938323062e+00	3.696199982484740243e+00	3.910247817940881720e+00	7.137386297905507604e+00	8.696382518812974638e+00	1.190931180176690862e+00	1.149235716552492875e-01	6.944616653480374657e-02	3.108212819329552623e+00	-1.017256760709900898e-01	-9.397522482073636385e-03
1.000000000000000000e+00	1.000000000000000000e+00	7.907407218136238924e+00	3.621591513922328254e+00	7.928259771037950543e+00	7.296308748280983636e+00	3.805016412576164520e+00	5.994960969276378115e+00	1.401519270627752833e+00	1.396268035418159581e+00	9.538250056975376978e+00	1.079914434409944501e+00	-8.419524091954319611e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.709666408378810232e+00	3.114203910900104955e+00	5.633343460418143600e+00	6.448531405087580382e+00	7.162984502344945881e+00	7.660511926393524185e+00	2.550788416464699004e+00	5.120548472440749954e+00	3.752119186836009757e+00	3.109884859117276523e+00	-7.102315540751280576e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.129689011457801096e+00	1.385237761403909529e+00	2.778802626250052032e+00	3.939511246547751089e+00	6.416048630482458215e+00	5.373311475353888866e+00	3.074913793425058550e+00	8.304144957244195879e+00	2.476885691481785390e+00	5.147114181714006698e+00	-8.823007348338693379e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.437422933947695824e+00	1.216984439383811845e+00	8.907776343071764913e+00	3.428260602231965493e+00	6.455574526656900680e+00	1.701600608714126439e+00	1.398300639630856435e-01	8.554102673219599051e-02	5.130153711673165695e+00	1.336210118206117847e-01	-1.564360960036111081e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.285785233831876262e+00	9.950872794369558960e+00	9.038173985835626922e+00	6.381586685563769734e+00	7.082085509730541517e+00	9.768932556233430375e+00	1.180622730436688084e+00	1.428373530368166611e+00	3.754770534515582625e+00	5.785065749042617167e-01	-7.257445319434246978e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.630976149820900112e+00	4.848176944038225855e+00	8.729688950084428356e+00	8.742869726406059527e+00	6.092052305943715496e+00	5.552805596806130950e+00	1.067536151626826468e+00	1.185877933615637092e+00	1.319475210679066590e+00	1.618088409514486514e+00	-3.321784769110120578e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.992925014895623015e+00	4.475110049714682070e+00	3.141379503415450802e+00	9.605328483209726542e+00	4.831690057182836284e+00	6.480348767333437898e+00	1.635959922225045382e+00	6.107021701454613538e-01	3.812419585568130209e+00	6.136312777572653365e-01	-1.127047697347585559e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.581440705528269763e+00	7.135102440041515059e+00	5.087451794635919455e+00	1.980237154912675379e+00	3.517354235588519451e+00	3.135514230249149659e+00	1.100015073055105264e+00	3.249711413397989190e+00	5.889619200784901309e+00	7.274309313182883985e-01	-1.093618416825133111e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.205069075377676491e+00	2.837882210920184889e+00	9.866764943451997283e+00	2.351525430953980145e+00	7.917398854735334446e+00	5.416986791482013786e+00	4.162258519670967716e-01	8.981376709580449758e-01	5.944884549487018610e+00	6.384385482110497279e-01	-4.597920683963076932e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.011421286769216277e+00	9.461252693618945386e+00	7.969200673754142095e+00	9.448826835996968043e+00	2.979612996132972924e+00	4.940832065303370157e+00	7.467695480611028280e+00	2.902338506401614637e+01	4.207894238298789169e+00	1.344077561590323455e+02	-8.650976576559332720e-03
1.000000000000000000e+00	1.000000000000000000e+00	8.808414652129288314e+00	8.043444494519796706e+00	1.204859505296570488e+00	7.645447162926887863e+00	7.293730876441255617e+00	1.661085207904647421e+00	2.140507538691187039e-01	9.696184765847715159e-02	5.082041572968940102e+00	-9.966354130448239479e-01	-2.294564838508281884e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.543177804847564616e+00	1.773456410963040630e+00	1.553726769488519510e+00	8.949337466209472680e+00	3.191742882374718704e+00	1.963986113067579753e+00	8.429852397279127274e-01	1.967534322238949640e-01	9.801307050336749427e+00	3.752452784600578961e-01	-7.703461940396340302e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.972730928002749184e+00	4.691509031026098064e+00	5.167187008624876121e+00	2.868738960048653031e+00	6.615628791587242041e+00	8.591256580897054462e+00	9.206078991893655861e-01	1.199105779083583068e+00	4.433038524201671216e+00	-3.339070800026207042e-01	-1.310574442945142970e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.534900255246365086e+00	8.953765215893909613e+00	9.120593367050760847e+00	6.317882296933512443e+00	7.729659924177821217e+00	3.085441154188126589e+00	1.616169654165460212e+00	9.541047793753479667e+00	3.256891475080435416e+00	5.946248378398559353e+00	-1.269890385085641234e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.824459587374013925e+00	9.502706051060567205e+00	5.845848752628950429e+00	7.295939035782872395e+00	2.886238798265940098e+00	2.776829618316753123e+00	1.793787105067717880e+00	2.711340094481478946e+00	3.172414023257949633e+00	3.404324234540541561e+00	-4.204473712485493064e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.914916445401203315e+00	5.194669807949691354e+00	5.458847409524825167e+00	7.091568948043944332e+00	1.516918281456132611e+00	5.498783363755805453e+00	6.540453676835733532e+00	9.070834478433308590e+00	5.152300600219977156e+00	4.152851968270989858e+01	-6.515103603788298392e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.537486458700998426e+00	6.450820625661656038e+00	1.923309042818796444e+00	4.664706951041952543e+00	2.206567089678360016e+00	7.909297548072135697e+00	2.202825270341613351e+00	6.175348702525433886e-01	7.861971277608609476e+00	3.734536643523232446e-01	-3.708804148343846641e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.726472970283202457e+00	2.500827409825008729e+00	6.928718187250962224e+00	1.108743608349972654e+00	6.473301560878620187e+00	1.532335826387865696e+00	4.160789603941734971e-02	5.153100904897913587e-02	2.907602003483323649e+00	4.558617395443120834e-01	-1.744333223305041120e-02
