G c dx1dt d2x1dt2 dx2dt d1 d2 W p m1 m2 Fg Fc
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 6.86854628e-01 8.91184395e-01 5.55525867e+00 1.33616206e-01 -6.83871187e-02
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 3.58294930e-01 3.56567206e-01 8.33162550e+00 1.04382554e-02 -3.87844881e-02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 2.55756833e+00 1.66638444e+00 9.42546737e+00 2.78897655e-01 -4.22946799e-01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 8.64452915e-02 4.55474776e-02 5.62166080e+00 3.81438992e-04 -1.98621273e-02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 7.67673162e-01 5.16094195e-01 9.55251301e+00 3.08813096e-02 -8.44849219e-02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 1.14816202e-01 3.02595229e-02 5.82120073e+00 1.76859171e-04 -2.65827733e-02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 1.16423717e-01 1.22311321e-01 4.54771445e+00 4.95894442e-03 -1.56984554e-02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 6.65591254e-01 9.02229551e-01 8.63382816e+00 7.50563550e-02 -3.88720622e-02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 6.31659731e+00 4.77043441e+00 5.43684439e+00 3.39621716e+01 -8.81476078e-02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 2.11434333e+00 6.07393099e+00 5.24712260e+00 1.50987660e+00 -5.11186526e-02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 1.57065685e+00 2.67429474e+00 5.41281240e+00 2.68269661e+00 -2.47503044e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 7.98419286e-01 3.89196144e+00 8.62106502e+00 2.74408209e-01 -7.56050289e-02
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 1.01107981e+00 1.52097690e+00 8.48747388e+00 1.07842060e-01 -3.82529859e-02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 2.10545902e+00 7.30415836e-01 4.63167993e+00 1.42082805e-01 -4.08554725e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 1.70853113e+00 2.78581583e+00 3.99969874e+00 2.30875445e+00 -2.79039619e-01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 5.28882113e-01 5.16314135e-01 5.42735222e+00 5.26694349e-02 -4.03361544e-02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 1.89330130e+00 2.30803237e+00 6.15495259e+00 1.11202299e+00 -9.11383873e-02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 1.68278491e+00 6.99938556e-01 3.14503490e+00 6.25290127e-02 -1.65427425e-01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 3.99996846e-01 5.49019492e-01 8.14559576e+00 1.13079156e-01 -4.62961953e-02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 1.23768989e+00 1.53449521e+00 5.37834489e+00 4.65451062e-01 -4.48704870e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 4.83553293e-01 1.95755520e-01 4.00640994e+00 8.01232972e-03 -3.50527059e-02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 2.56259648e+00 3.80697072e+00 1.96138894e+00 1.74773589e+00 -2.06150771e-01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 9.21281086e-02 3.70297069e-02 3.14960644e+00 4.98977625e-04 -9.25058982e-03
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 1.41146761e+00 1.38671175e+00 9.54353055e+00 4.08761720e-01 -8.52165513e-02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 2.51715258e+00 5.12240102e+00 3.74589718e+00 2.75554428e+00 -6.94703084e-02
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 3.07253158e+00 8.32435661e+00 2.51973360e+00 4.54739355e+00 -8.85751600e-02
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 1.13489676e-01 1.21128795e-01 5.14605512e+00 3.69864549e-03 -1.58560120e-02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 1.18306062e+00 1.43287902e+00 3.76378969e+00 5.62218010e-01 -7.07071746e-02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 1.06600400e+00 1.24564005e+00 1.31643325e+00 1.44246397e+00 -3.23870791e-02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 1.60971293e+00 6.38329758e-01 3.90830696e+00 1.70303915e-01 -1.10987582e-01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 1.05302393e+00 3.19821796e+00 5.89697762e+00 8.29802940e-01 -1.08680320e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 3.82804739e-01 8.93554649e-01 5.96541135e+00 7.14459556e-02 -4.64945240e-02
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 7.44890835e+00 2.89818562e+01 4.20903029e+00 1.34256206e+02 -8.83428339e-03
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 2.01429037e-01 2.85905316e-02 5.02572481e+00 1.97211926e-04 -2.31045924e-02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 8.53843449e-01 2.04989262e-01 9.68966126e+00 9.24641151e-03 -7.60590488e-02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 9.14284446e-01 1.18946049e+00 4.39613630e+00 1.93162142e-01 -1.32108736e-01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 1.63572603e+00 9.55509038e+00 3.32404132e+00 5.59032467e+00 -1.26812458e-02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 1.78573832e+00 2.74914444e+00 3.19120340e+00 3.03085845e+00 -4.20763606e-02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 6.53102834e+00 9.11516882e+00 5.11988151e+00 4.13918573e+01 -6.60333903e-02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 2.24482413e+00 5.78309517e-01 7.83568134e+00 1.48226643e-01 -3.69950259e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 4.07781633e-02 4.18251736e-02 2.85389366e+00 6.39945090e-04 -1.76577731e-02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 4.97880629e-01 4.65409403e-01 7.38366514e+00 3.04892251e-02 -4.03102583e-02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 9.21198613e-01 7.76234484e-01 1.19034841e+00 1.89146434e+00 -8.99406845e-02
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 4.24815969e-01 1.63279292e+00 4.77039680e+00 1.52536528e-01 -1.47071074e-02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 4.69511857e-01 6.12600953e-01 7.98278559e+00 8.56573156e-02 -1.92087814e-02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 9.37997765e-01 3.38749579e-01 4.04859660e+00 4.19113096e-02 -1.47264798e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 3.11525358e-01 2.93943808e-01 6.07363391e+00 9.19769673e-03 -1.83349700e-02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 1.19806292e-01 5.40912804e-02 2.84481310e+00 2.04749668e-03 -3.04840611e-02
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 1.23370455e+00 1.84363369e+00 7.67795852e+00 4.64549225e-01 -5.86624174e-02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 1.31387047e+01 1.42758874e+01 1.47051193e+00 7.03927554e+02 -1.42633838e-02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 7.66459488e-01 1.06106307e+00 8.67288380e+00 3.62846867e-01 -1.55474676e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 1.26072205e+00 8.39395155e+00 2.78376748e+00 9.34708477e+00 -8.29278298e-02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 2.70319133e+00 6.25900755e+00 8.86958229e+00 6.96075984e+00 -5.67310272e-02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 1.07839513e+00 7.76377195e+00 4.17276317e+00 2.77313453e+00 -4.95261787e-02
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 1.47325901e+00 1.26950863e+00 7.50415217e+00 2.98680774e-01 -9.09179452e-02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 2.49389975e+00 1.57714540e+00 3.87302768e+00 4.14480919e-01 -1.32887848e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 1.36541539e+00 1.77817741e+00 9.15320504e+00 7.49112220e-01 -9.99324350e-02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 3.80524283e-01 3.37825910e-01 2.13973413e+00 1.33481908e-01 -5.67336858e-02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 4.25284484e-01 5.04900032e-01 2.60667810e+00 4.54827374e-02 -3.68750469e-02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 7.10516216e-01 1.31925960e+00 5.43727113e+00 1.55077791e-01 -2.95055838e-02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 1.80780622e-01 2.12193247e-01 1.73744595e+00 1.39044620e-01 -7.33024748e-02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 1.80628426e+00 2.06192216e+00 2.76382166e+00 5.22093829e-01 -1.04659789e-01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 6.03114206e+00 3.50994140e+01 9.49389744e+00 3.54764107e+01 -3.13860555e-02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 9.73067011e+00 2.99189738e+00 1.87951573e+00 9.78840695e+00 2.14314670e-01 -2.51959589e-01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 8.78563989e+00 2.07038941e+00 2.38052605e+00 4.38633396e+00 5.75473609e-01 -2.59513116e-01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.40712934e+00 3.12680298e+00 8.87249763e-01 9.30957419e+00 4.87576984e-01 -2.99161416e-01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 7.30779128e+00 8.89978020e-01 9.73114660e-01 5.90342208e+00 7.33633307e-01 -2.14646039e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 3.56685222e+00 2.32044294e-01 2.38554742e-01 3.42768219e+00 1.73602047e-02 -4.03389269e-02
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 6.67693378e+00 1.65111474e+00 4.42307483e-01 7.32158849e+00 5.80767264e-02 -1.42392409e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 5.10084594e+00 5.11991186e-01 3.08630091e-01 6.93011626e+00 1.22264651e-02 -4.11941464e-02
