G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	W	p	m1	m2	Fg	Fc
1.000000000000000000e+00	1.000000000000000000e+00	3.553812117367348478e+00	1.013595809955779137e+00	2.181125039652958009e+00	4.815170652399662465e+00	2.408813086974141981e+00	6.421480845168193952e+00	3.362437784401512086e+00	2.734928121120698385e+00	5.822692875189015460e+00	-3.109437493595308855e+00	-3.644845054746549406e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.344248597838594961e+00	7.289647341455507856e+00	6.217418487146091799e+00	6.276071653839675690e+00	7.125518269257374193e+00	2.264471480485586774e+00	7.494191663840987783e-01	1.041380105024033664e+00	4.944896937982976581e+00	-1.977581752537908688e+00	-2.030616015419895934e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.558291670832195219e+00	8.809672876589100809e+00	4.146883301056256244e+00	3.200705476279288142e+00	3.645079332259461236e+00	3.354849297488515347e+00	1.022030033387906656e+00	2.102672788765552525e+00	7.942449633782765694e+00	3.913073636497455876e+00	-1.001040289459337596e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.571636686167005248e+00	3.146759573082256178e+00	4.092857409860521933e+00	6.917886376827383721e+00	8.805567030708592924e+00	5.313286305600748438e-01	1.108318123119800269e-02	4.970525802896886836e-01	2.471892165275046072e+00	1.085710509209068420e+00	-1.947115120600985752e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.143764969864151659e+00	5.621109347445037763e+00	8.087217580206244705e+00	4.916374457917647156e+00	9.145011262147303199e+00	3.043855935048565442e+00	4.162325179575545597e-01	4.561475789892633914e-01	4.980277317043625196e+00	-8.008391008145275825e-01	-4.981764920165174249e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.326623629825025574e+00	9.852695128530893243e+00	1.213850516486768560e+00	2.685364339420334368e+00	4.809031540199660171e+00	6.533848961031681668e+00	6.722560746547922017e-01	-8.776395428113001329e-02	6.043523085526992134e+00	7.056786547244742636e+00	-2.803761454159541811e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.284185464224782969e+00	7.708082942330187759e-01	7.650391596962792029e+00	9.089556699691586417e+00	2.916575152001810611e+00	8.835446191325026177e+00	6.133535242753538341e+00	1.224224809568884709e+01	2.397679148739650490e+00	9.294628114407449004e+01	-4.259593555659656888e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.707238537658107624e+00	6.940890305842947861e+00	9.709317784380148808e+00	2.718847206431151076e+00	4.567146030359245046e+00	7.026938997583626723e+00	5.729776796261628613e-01	1.675147334525849629e+00	5.015561087170889998e+00	-1.756551797441951446e-01	-7.974248200978859002e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.925304740351355459e+00	3.297950870146092228e+00	6.440080257602020630e+00	4.734789823664779185e+00	3.246492379239191095e+00	5.032164081826105750e+00	3.327589979287009836e+00	9.284926202842331833e+00	8.478960168024448407e+00	8.739626006652541079e+00	-8.699589231599136330e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.185234133194305262e+00	9.043503051936964354e+00	9.582245515672116909e+00	6.705042845320061673e+00	6.951800828225354500e+00	1.068085031451703060e+01	2.703925925328288127e+00	6.620853254163423074e+00	7.936303931041003068e+00	-7.360309469381540737e-01	-5.957818820784507169e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.778848200772478627e+00	1.039521885625289066e+01	1.155351653604765882e+00	4.066241752686308608e+00	8.865164697964923235e+00	7.503950718526282593e+00	8.794294193534138993e-01	-3.971292093716915494e-01	2.169452788577007851e+00	2.130898712930692440e+00	-1.433362766938400812e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.366619127823767155e+00	9.316436127256585209e+00	4.666079453147342626e+00	7.887177203327335739e-01	7.858118710391465811e+00	9.532391310623175684e+00	1.860527863127555970e-01	6.084572168340001141e-01	2.837048885283376176e+00	4.505551980977568149e+00	-1.227102774397551971e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.833918425881662984e+00	5.100112132720772351e+00	3.992800789515933424e+00	4.069817440780129303e+00	8.284794852861727676e+00	6.877379526052493475e+00	3.336710359471581344e-01	-3.948612128675680899e-01	3.724301445610156414e+00	-4.680829711511217406e-01	-6.155036086627553582e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.074933129166125934e+00	8.345710842533714313e+00	7.973111120033188115e+00	9.030556237304478984e+00	4.106243055412300613e+00	3.295251194512268000e+00	2.809049014525313304e+00	6.454855714683370493e+00	9.502668129406572461e+00	2.562048409344344080e-01	-3.191030425504479823e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.158021451380236044e+00	8.456417434176572101e+00	9.490658930042938479e+00	7.059056400039802170e+00	3.482574807901907654e+00	2.422529346919321203e+00	4.820990063338672083e-01	1.382691678687070880e+00	2.667663808224838728e+00	5.048778915590403926e-01	-1.373769907560742909e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.463656110029602608e+00	3.992317936940330103e+00	2.542657120884839195e+00	6.764599903590294616e+00	7.706818127545378871e+00	6.378818809950391966e+00	1.090598272669498714e+00	1.106565048938901619e+00	7.266144982940724972e+00	-1.105926812288901040e+01	-1.073154509675737778e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.306975461230408975e+00	8.340541925186959915e+00	7.001784885564413585e+00	6.489606958707331508e+00	3.315823168773424978e+00	1.454298561762616959e+00	2.432343654662958432e+00	1.189208794780081035e+01	1.959714055336286398e+00	2.647454858633417629e+01	-1.559989895829628354e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.307934237633795682e+00	1.249459108499102022e+00	2.461584927790785304e+00	3.067508598444274259e+00	8.055808445487462777e+00	3.358514705346787199e+00	2.096204955326516628e-02	1.264474187386096793e-01	7.080698150969955584e+00	1.097441361067591048e+00	-4.263396817858206705e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.178516068731286115e+00	6.931662442276911307e+00	5.989998860598137576e+00	5.654162974818502718e+00	4.049224034394549143e+00	6.112626599682356776e+00	3.300160025838481559e+00	7.374925735838750995e+00	3.345272752565412677e+00	9.435576702699421503e+00	-8.746033797763622109e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.578093771171446447e+00	3.222314992442191439e+00	4.372310911154679403e+00	8.903806903236819892e+00	2.603309639624581173e+00	7.052992439286116522e+00	1.689978577553908679e+01	5.554333903524369731e+01	8.454759521302021241e+00	3.489728093958960926e+02	-1.628753301414369997e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.051746362352689168e+01	1.444846819598326837e+00	1.032271543132120684e+01	2.159212861262514327e+00	1.071446331436970745e+01	6.081114691746037693e+00	2.651665474120464272e-01	1.043281324129409438e+00	3.788037582585002561e+00	4.599741540625508662e+00	-3.009225105868122349e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.007614849554987302e+01	1.645144428660064495e+00	6.423197684164419385e+00	3.452726552901237866e+00	3.846524787875568840e+00	3.032984894666796549e+00	3.841140761222189282e-01	1.156532589724909021e-01	6.724878152436009060e+00	-1.775367483560721382e+00	-7.336041845283722274e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.752362959317471436e+00	6.967106389445300252e+00	4.175738681351818471e+00	4.199406063023955582e+00	9.330974930343428397e+00	5.645018675964006860e+00	-1.159272061765975470e-01	4.095660569697802678e-01	3.563951628565570129e+00	2.343973758070909241e+00	-4.207908883983064313e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.788314253876388094e+00	4.348729524975619931e+00	1.566947019763204940e+00	5.520000338143107754e+00	9.362134028787393092e+00	7.413203974190074597e+00	1.021520694562185749e+00	5.651362412189793183e-01	7.121376569605879503e+00	-3.565689647383481209e-02	-1.180691024244313880e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.029568235335244886e+00	7.580167958098844139e+00	2.208059291311025962e+00	1.030067603358519612e+01	7.876229477995955186e+00	9.506797547122534553e+00	6.052695548454910757e+00	7.616398531023885532e+00	8.883900938766112532e+00	-5.087059737464104003e+00	-1.746214211371875935e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.171145014671003182e+00	2.217016577982337644e+00	3.095470391193076765e+00	7.525666514233595450e-01	6.651104444795805648e+00	8.025189483505197785e+00	2.116162272799225197e-01	-1.468668347342076130e-01	1.992649096462211000e+00	5.260262312254717187e+00	-1.032108461955233703e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.817353310292710411e+00	3.425916548538353368e+00	2.920080679408562752e+00	6.322339654251797114e+00	6.267234318332401521e+00	9.489638437596013887e+00	1.849265945580405024e+00	4.825088666941210747e-01	9.049489167583512739e+00	4.583466447737938765e+00	-1.747397884623736186e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.245684343111523873e+00	5.748375296847639149e+00	8.536353183640089881e+00	2.808189983365823927e+00	8.528068638337057195e+00	7.498121750029476118e+00	9.068549332015848341e-01	5.114997822665808158e+00	6.285317663078892281e+00	3.958644116123459344e+00	-6.906398601485895516e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.690465727733953649e+00	7.524525202847567762e+00	6.816466907231448324e+00	9.252294297229807896e+00	2.957013674189905128e+00	6.559873431343461014e+00	3.017643010286688465e+00	3.415774568189438032e+00	1.232189782117644405e+00	9.814096979318341241e+00	-4.002266738777465749e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.218508321015319362e+00	3.845516907165322795e+00	4.744206007208376263e+00	1.656019805853356175e+00	4.732829346518428792e+00	2.468269659961741080e+00	1.049005498187033814e+00	4.187749292716555161e+00	4.457231203478189130e+00	-4.317236910478743361e+00	-5.494148314425006951e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.872286021385470178e+00	5.778198438710215434e+00	2.134828389996383358e+00	4.947484949198663884e+00	6.414503945074219615e+00	7.068393525307982372e+00	9.373676816306847348e-02	-8.989429595399645034e-02	3.504424492314606177e+00	3.607864542220689863e+00	-7.994288788933656686e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.374992925905970331e+00	9.152646600991017678e+00	8.307550248574258944e+00	6.281320567695955148e+00	5.324008774069013405e+00	5.854202239133267760e+00	3.531588879296492234e+00	8.336638199838271035e+00	7.611857628304437462e+00	1.609999529585812894e+01	-3.945187627311218248e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.721427395745940281e+00	6.511915658916981542e+00	8.243291930385442612e+00	7.273066515489072792e+00	4.534009625249582953e+00	5.455046786845051621e+00	1.083242924280398700e+00	9.785096099994603502e-01	6.688590170731946394e+00	8.970320247181645668e-01	-7.938742249337224499e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.246404560797037320e+00	3.182966956723578544e+00	1.509223942191905810e+00	4.449947773708280430e+00	4.413747261359129759e+00	5.250873501411324362e+00	1.569023549049392230e+00	5.818601885894918446e-01	2.609195455079753145e+00	8.212751589000693020e-01	-2.157487964946646908e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.196479089736977919e+00	1.658058607205927348e+00	6.792313613694963337e+00	3.708956976748513323e+00	5.358392603691819467e+00	5.932447640255132271e+00	7.473438337689695121e-01	3.142516423891179578e-01	4.928149265943522650e+00	-4.430898685470340048e+00	-6.441048822494233050e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.517084462190813277e+00	8.955950996014571786e+00	5.772791610445586308e+00	4.331015606755098446e+00	6.912747849029598157e+00	3.391216377333059917e+00	4.874799707015339267e-01	5.438948566788579519e-01	8.817601702354080473e+00	-8.566467820614088069e+00	-3.724190076066681565e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.943516355224373271e+00	4.811334711502012196e-01	1.928583963590578820e+00	2.577631407840232036e+00	2.741215618289287725e+00	5.962549301061319973e+00	2.621394080692764028e+00	1.716539839959873026e+00	1.012841427410245920e+01	-1.208786318601007492e+00	-4.310966488489874071e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.000730851135530486e+01	8.563074367444677648e+00	6.657307770340477049e+00	3.417743410964240169e+00	9.077628771928514695e+00	2.801456303786727720e+00	9.656894791975961789e-02	7.316947239061657449e-01	5.676977931201132144e+00	6.138388291554568887e+00	-1.833971951495246000e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.344301251707506140e+00	5.715827953013683960e+00	4.197303000199267942e+00	4.195447913071602919e+00	6.721511222150111209e+00	8.603309386848820850e+00	6.742777575734726359e-01	-1.620883529887015007e-01	9.010225254510086046e+00	5.597579958141642997e+00	-1.038626528332887572e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.656302221537790942e+00	9.269082444801332699e+00	1.829860715264392201e+00	3.508445501937133226e+00	7.865390370852415991e+00	3.190786961038161174e+00	4.492252287738109917e-01	5.959724194974527212e-01	5.432167384773456398e+00	-2.707856067690803670e-01	-1.652140440947432939e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.527036837363473509e+00	8.074471454983127572e+00	1.023197970348212849e+01	3.128340080394581779e+00	5.620336415263302854e+00	2.501806994803446482e+00	2.819813404312459526e-01	-3.328839445816749176e-01	4.890017005999878208e+00	1.786826579832105688e+00	-1.241122716995468958e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.054711165715455756e+00	1.088344627383541940e+01	7.816583407303413722e+00	7.984590178956811002e+00	7.477845946092182672e+00	5.257180175780251652e+00	9.173911750746833738e-01	1.062374250396016739e+00	8.016149713140450217e+00	-4.972168768635524039e+00	-4.036565702354325685e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.439392827914490525e+00	4.212235637658712228e+00	7.026519452158465739e+00	9.729117010868190363e+00	6.573561262073659428e-01	6.762779615910751829e+00	6.226347826634336613e+00	4.237549255649586399e+00	5.120307344589773102e+00	3.442294112389647864e+01	-9.209510604540234457e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.174301676409318151e+00	8.117351578244418775e+00	4.893762807370301893e+00	5.283295043493383858e+00	7.625266746761941050e+00	5.043064934028768320e+00	1.615669350879365584e+00	6.168266095464018939e+00	5.526125619577920034e+00	-6.626489469450917991e-01	-4.497761283234125856e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.496107417156585573e+00	3.499850661639843707e+00	4.352270027908760497e+00	1.988829978017190303e+00	2.013762997412662514e-01	4.768617867877367189e+00	1.789134634845805927e+00	1.506305871329957524e+00	5.058587701747944365e+00	2.909179115823645301e+00	-2.302620920269642935e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.430776124590521059e+00	5.733894586796263404e+00	6.763682437971317185e+00	1.088799727716196930e+00	7.805767641535141799e+00	6.564184378953720866e+00	8.747629147563719121e-01	3.579991013540372080e+00	9.393938771413335331e+00	-8.633800829327096249e-01	-7.208574458345223812e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.812260214207321418e+00	8.234139981897870442e+00	5.725191014204985329e+00	1.009596641444531073e+01	1.126820715860214861e+01	4.162266995602675657e+00	1.050246422367319354e+00	1.570336710062279817e+00	7.922781549394845690e+00	-1.103903409735982999e+00	-2.040465250510138662e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.468198613516118911e+00	9.611702384103569585e+00	2.144130538472583947e+00	4.010013580008444656e+00	3.612156962365445700e+00	9.313223648336718341e+00	1.983934400323512870e+00	1.547091199768132697e+00	2.842995154470007169e+00	4.269797523101032333e+00	-4.011953183398426215e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.796131821702353193e+00	9.611866564882916464e+00	6.345961891025862833e+00	2.625774098371612464e+00	3.723277338109877377e+00	8.975601351067691525e+00	1.633968466388918239e+00	1.795812960355401611e+00	3.576363797915966813e+00	1.044456484361853121e+01	-2.865965166019966981e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.875182023277385923e+00	9.183448491434655026e+00	8.493022753531544566e+00	6.492648588215571337e+00	7.791537307433824111e+00	4.870027836674814203e+00	4.005731210809075349e-01	5.152544294523966339e-01	5.596052520157674515e+00	-6.493230843645939609e-01	-3.575990830707307527e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.422035001874593085e+00	4.775197696983301654e+00	5.002807870907815868e+00	7.056274994861985839e+00	3.198650380250228409e+00	4.888057759541610814e+00	1.902975686513252551e+00	2.066700124007768924e+00	6.624585030429280152e+00	6.988887468284419313e+00	-8.747847238028828853e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.740012442569548679e+00	4.962749487978900476e+00	1.610327255889537845e+00	6.859687810001103614e+00	8.957103341306364541e+00	7.896704939989726668e+00	1.439536946544866192e+00	-1.914545347527512043e-01	2.922880504093765097e+00	-5.080815736694750839e+00	-1.729898548939172720e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.930038932260459639e+00	7.489461777932581832e+00	8.521010855631255154e+00	3.087416515960876406e+00	2.274226477475397967e+00	6.343002129289911917e-01	5.633385942425255255e-01	2.572267071481693090e-02	7.994788659329090663e+00	-2.690314867275211963e-01	-5.012179347967640752e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.428883745658279025e+00	2.985816455279572956e+00	3.365376939114351096e+00	1.712929316212091768e+00	1.454542413754585484e+00	5.204158037998118047e+00	1.673910463430734019e+00	1.315323383307145155e+00	5.361543375367062936e+00	-4.904202927915199517e+00	-4.527164713999387580e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.411203039808052395e+00	7.436166509724038143e-01	3.531914484066930093e+00	9.019031160491895349e+00	9.605502619294444600e+00	4.723923443323073457e+00	3.555435539622415764e-01	4.130507090834416029e-01	4.953971800665792458e+00	-1.285996303054383283e+00	-3.411231437250569765e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.208911587471050098e+00	4.629694614879997339e+00	3.325878655376642179e+00	3.238382948368406122e+00	7.230563117663357353e+00	9.039623536638616841e+00	2.221440585006337010e+00	3.847863120687988747e+00	2.167425460683400917e+00	4.712613301862180748e+00	-2.087783073682782375e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.695830404663091429e+00	3.419926191540778149e+00	3.631519107111220279e+00	6.776450700128467730e+00	7.568803622969115352e+00	6.611851710239258217e-01	7.027775650479523017e-02	-5.735689257737681679e-01	2.881548702586969490e+00	4.634589168052033692e+00	-6.729753527108168522e-03
1.000000000000000000e+00	1.000000000000000000e+00	8.751484051066745096e+00	3.562151990357025344e+00	8.440207693042999892e+00	7.815525963172616386e+00	4.625617824666660383e+00	6.171063674583047387e+00	1.478984520914063960e+00	5.334751412866208797e-01	1.065964553297236961e+01	-2.816383232383106616e+00	-8.117552593935919991e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.728507836488570426e+00	3.254531748571549699e+00	6.063395711739057781e+00	5.977592975643532647e+00	7.667232178808771614e+00	8.027045403420428826e+00	2.614233916480674491e+00	5.316701144939191437e+00	3.751994214599355892e+00	4.653145579689027755e+00	-5.757608085700296335e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.345474664934607434e+00	1.148202381348749856e+00	2.507110518346075345e+00	3.594850118814565398e+00	5.203349805175777831e+00	5.120652210925536352e+00	3.415769358336807837e+00	8.233513611602464977e+00	1.390807027135345875e+00	9.642808227558141709e+00	-8.342271361328168489e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.024678825745725774e+00	1.307636355166951869e+00	9.028951736125700123e+00	3.463638307299726993e+00	5.949564100498475838e+00	1.439709586211146197e+00	2.882245006306671797e-01	8.708016809170318062e-01	4.391651934312882588e+00	4.509754447519545906e+00	-2.244215360932978742e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.942547386686162447e+00	1.055878280864733298e+01	9.082675599369384400e+00	7.184374881625971376e+00	7.199903248011612966e+00	1.000483891156146932e+01	7.950423491340389281e-01	1.268861602503478458e+00	4.067458171316213900e+00	1.634981799169376249e+00	-5.089920450084643722e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.557243575263453472e+00	5.075162173485622041e+00	8.756780465768756017e+00	8.506589630678725200e+00	6.636779680522733038e+00	5.044983441417788761e+00	8.012738914302341975e-01	1.777498153010001136e+00	3.496608181546674299e-01	-9.983098552724554153e-01	-3.891248062511150352e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.559581041559796155e+00	4.373546972109540576e+00	3.064720246201511511e+00	9.303585629153991121e+00	5.692834853126043981e+00	6.232408893779759040e+00	1.696598916079729236e+00	8.913361227602829562e-01	4.179235770665960636e+00	-2.683289293056910996e+00	-1.146242679181283253e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.936397371310778492e+00	7.048123290317419354e+00	4.219197416692331615e+00	1.223320048218518030e+00	3.136147724360211164e+00	3.063456785181921216e+00	9.557499874794475048e-01	3.580449044894209010e+00	5.472692243308520332e+00	-2.660986361036015158e+00	-1.030741606493763007e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.855138909015308535e+00	3.075878322215138905e+00	9.484317573532088375e+00	1.861325539816426788e+00	9.190821365970272439e+00	5.756929086557591724e+00	7.073260761506219296e-01	1.094723178861872093e+00	6.606062963467653759e+00	-5.950869106472544967e-02	-1.932862448159697322e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.025049891764802101e+00	9.086712488964474588e+00	7.816491505039924625e+00	9.726188586483038634e+00	3.009892919984512805e+00	4.627716259979525404e+00	7.248186205422348038e+00	2.919322217531754404e+01	4.300153596637154685e+00	1.308461754004899547e+02	-5.066303837170186772e-03
1.000000000000000000e+00	1.000000000000000000e+00	9.237610191125444459e+00	8.192740719161266227e+00	9.283544772334056949e-01	7.646176947976944582e+00	7.109107459285995745e+00	1.983091937921046100e+00	4.072011382219963282e-01	-1.037635812984440076e+00	4.135220706988650186e+00	2.809065200781468263e+00	-2.912440055398271554e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.722636028066816927e+00	2.185536469433246420e+00	1.114373438316638154e+00	8.972984460056691702e+00	3.405963947046549034e+00	2.595151020006520426e+00	7.147628729190658170e-01	9.477190595465503908e-02	1.018697844329119562e+01	9.551614691569937365e-01	-9.144045369022621439e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.255556020320818256e+00	4.806913547298719891e+00	5.761280059870361292e+00	3.766278722857238748e+00	6.797257505322792603e+00	8.259411632781555213e+00	9.704429599060396816e-01	8.807295413873090784e-01	5.137903308162997007e+00	9.513338279143391807e-01	-1.481140743324898257e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.668519306819285619e+00	8.676113033159497334e+00	9.125598038580546856e+00	5.383006023289437003e+00	7.862538318788600655e+00	4.926536256024306226e+00	1.458394626910822334e+00	1.014622865402584573e+01	2.629472146883466088e+00	-2.034089317586973422e+00	-1.257842776524783872e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.599489523644788580e+00	9.342868040382638739e+00	7.044715454710519964e+00	8.564980223573428475e+00	4.055723574455642577e+00	3.533431038736619456e+00	1.905439077979963036e+00	2.283141670196685347e+00	2.754504054669649538e+00	3.145940405304187060e+00	-3.696514226829575311e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.196512999208836803e+00	5.569425283163852214e+00	5.603305977013218531e+00	7.758851290537665868e+00	1.674231191767175497e+00	5.693675856218281872e+00	6.760789735269680634e+00	8.984775729320874760e+00	5.393167430463723377e+00	3.948989881254326662e+01	-7.935515681731394877e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.434995008676345662e+00	5.908657342534087142e+00	2.523600751630487249e+00	4.497001237383742023e+00	1.642634617425745347e+00	7.818992814494355237e+00	2.299012552357490247e+00	9.508912283919920272e-01	8.206519214640026760e+00	9.122898909289251179e+00	-3.678675473056879364e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.786212859418897736e+00	2.049097684846502787e+00	6.796103199093779246e+00	1.350343025570756250e+00	5.996562598648011111e+00	1.252860162674834799e+00	4.496905644438519700e-01	1.818414057424527219e-01	4.134007410950538031e+00	-5.301712454612721004e+00	-2.998270304399489744e-02
