G	c	dx1dt	d2x1dt2	dx2dt	Fc	p	d2	m1	Fg	m2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	1.335553313987954072e+00	2.843270210884929927e+00	1.353810011805570257e+00	6.139694777070319631e+00	1.099917284231009429e+00	1.833465977751218334e+00	7.136248337495048055e-01	8.861542885523759239e+00	3.086004890247872279e+00	4.628836044272108374e+00	1.089282383290607781e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.489318773692732023e+00	9.931262644640744597e+00	1.381603420211358735e+00	4.358815282869956675e+00	2.046626977780927614e+00	4.141326279860868986e+00	7.403813292823392622e+00	8.671161615226708363e+00	8.280216530691744126e+00	1.820240940545546593e+01	5.221091958904378050e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.054332040099321688e+00	9.038776564276103542e+00	9.050283549512728953e+00	3.688602326489683669e+00	1.544890553758896168e+00	6.439164367695704883e+00	4.985603264160152648e+00	9.726724868615054476e+00	2.637898713582957022e+00	1.618549043966495660e+01	1.142752868825276102e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.578389037540429030e+00	8.922352991672996003e-01	2.191480551407103405e+00	4.718560461634419667e+00	3.958215406228998035e+00	3.670630164746325086e+00	6.263819254838904449e+00	5.220728965918469910e+00	3.208230790743462624e+00	-3.909245825956824127e-01	3.692847601623225451e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.772828815603280761e+00	7.161445399498709286e+00	5.427392619045305011e+00	6.415304406643137725e+00	1.493496054413570695e+00	7.208912326083412481e+00	2.867788145571235514e+00	5.513912638583766679e+00	5.724533832961637536e+00	4.344613227322224702e+01	-9.853760034068054230e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.158862634104173228e+00	9.756448371955167786e+00	5.114904502927237750e+00	5.031470335915680714e+00	3.205520891103973424e-01	3.790750747263768705e+00	3.078880372910261176e+00	7.931045377945818764e+00	9.409209460706799533e+00	3.375244945534000607e+01	1.950582179002065958e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.454722190419268202e+00	3.323773771134759691e+00	3.568891283885501142e+00	7.506677919350346784e+00	5.431598338322800146e+00	8.926128560400673706e+00	2.241013710500121103e+00	1.723997900054016430e+00	2.830514518943905156e+00	5.469557263922001766e+01	1.187667747867981044e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.278018023732768071e+00	6.206616424520624342e+00	8.381443007632579878e+00	3.764356222377024608e+00	1.942661175330095302e+00	9.410155740248249856e+00	3.694117819700339478e+00	6.630598034174393085e+00	1.891202291332511498e+00	1.000261579997297368e+01	1.039281699364892619e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.948763251584077594e+00	8.923753058057936727e+00	7.628489947856431641e-01	1.657243506152565438e+00	6.997981238803874238e-02	2.319082982982943797e+00	5.502084734833970536e+00	6.058839374567425828e+00	3.164132275975497066e+00	8.503954801183860823e+00	3.162085254125475142e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.936628190099856983e+00	1.103913646305612728e+00	7.461887174317221039e+00	8.467746243218053692e+00	1.047189235343790337e+01	2.831752028119237874e+00	9.224657157907550697e+00	2.160428647877994379e+00	7.238310091831232640e+00	8.657417011610068158e+00	1.193454599073902944e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.741549681028323526e+00	7.332154725664212336e+00	9.857821449813933157e+00	4.453491218337828350e+00	1.721491932811123338e+00	5.217872061901468683e+00	7.209214743235703438e+00	4.548607329054703108e+00	5.177904418489660543e+00	1.327807598845291892e+01	1.446118673828047374e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.975798268765986077e+00	3.797434623913977347e+00	5.056869610355615663e+00	4.355647727630483246e+00	2.549329483249000994e-01	2.404442315450618928e+00	4.719346180300274085e+00	9.294647286094503968e+00	8.444548943285981935e+00	1.648181647148819451e+01	3.474354283570790791e-03
1.000000000000000000e+00	1.000000000000000000e+00	4.179889953553638904e+00	9.561540329604435229e+00	9.761195877228981743e+00	6.224673679432022766e+00	1.872817637775921362e+00	6.869824382206132896e+00	9.595505410126063950e+00	7.842982650515560650e+00	9.001011847629241558e+00	3.205354600014579347e+01	2.141149629364487161e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.472216047367147063e+00	9.495101463702171785e+00	1.443536438824765566e+00	4.260994902404712903e+00	1.259779311562374771e+00	8.608700348349906051e+00	7.265810718281772829e+00	2.804572682068970924e+00	7.854953497723388800e+00	3.338662059268781235e+01	1.010884876147146588e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.920724772011418224e+00	9.792851300534968217e+00	4.538675703881369650e+00	1.761409730023863141e+00	7.147425129766887819e-02	6.630637702906045483e+00	9.751150370918521659e+00	7.618020147006017151e-01	6.386713269883371069e+00	1.991209766358510436e+01	5.666398675095278559e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.669773053425445575e+00	5.518401935982064188e+00	3.207807183466665268e+00	3.601423210305939371e+00	3.925606691193447517e+00	8.423171258490905089e+00	6.674325814813832025e+00	2.615407342285310133e+00	5.177040943256882244e+00	2.932200255697165048e+01	2.355606644667083416e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.088629192226591158e+00	8.538587606107075345e+00	6.841005251106142104e+00	9.321613642843660230e+00	2.273939648804369718e+00	4.783010027419673627e+00	2.932121504625305075e+00	9.009884657878210135e+00	6.122178280005619033e-01	6.414519958260139987e+00	2.203930003518780045e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.095185425396323353e+00	7.644364953860532275e+00	9.927331342889491594e+00	6.621461885305703454e+00	2.116446602379606912e+00	2.571335584087544479e+00	1.706348757445255604e+00	1.871403634088650403e+00	1.069273760086920433e+01	5.785003958948391301e+01	-1.218869679965616654e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.516365804024914610e+00	3.379600201487349853e+00	2.608872788161030076e+00	7.488898112430905307e+00	5.909929173313072326e+00	7.423275857815234247e+00	6.695511631546354536e+00	7.301365905848575366e+00	4.467564948304924677e+00	1.517835715046548906e+01	7.865694968665452036e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.853577615962768155e+00	9.332316964668518011e+00	6.694310276386230996e+00	6.466584987556526443e+00	6.107688123122119173e-01	3.792689787496560161e+00	1.503301307193119829e+00	1.621589120528388772e+00	3.208697369375887121e+00	1.275075258275621692e+01	7.748422727530826504e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.317279106259142019e+00	3.909084560073943226e-01	2.590332969948793362e+00	2.555170849516298581e+00	7.326629286492776671e+00	7.257218742872908912e+00	4.033605371971018094e+00	6.182264931015520659e+00	6.403857140932158742e+00	1.960871624446798123e+01	1.870839227459235865e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.067872600507948189e+00	7.099387053153536797e+00	6.513089445809319145e+00	4.827056363318603438e+00	4.370174030904990792e-01	3.620529970196884051e+00	5.753614992509185733e+00	4.377034437526294397e+00	3.312521203241490575e+00	5.276373708449437316e+00	1.229176652374767004e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.627215842043153726e+00	2.108443063274360707e+00	5.197337769452908596e+00	7.012434827965837059e+00	1.919810700615534937e+00	1.889042913177317207e+00	5.471240562081923109e+00	8.073809143758747808e+00	6.273116118766190574e+00	3.365728512224444913e+00	4.059461081454398546e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.284429655680460414e+00	1.654986457128256649e+00	1.013787162143512433e+01	2.941320705217336240e+00	4.712519552594694794e+00	9.995601283786303526e+00	6.410055506586174623e+00	3.584544233328450069e+00	7.054064639754004773e+00	3.131438739031920804e+01	2.667096637779236001e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.344901959696594318e+00	1.484116801835850374e+00	5.816498055339379469e+00	4.006321164326751116e+00	1.032021021166884189e+01	2.591089005531798328e+00	2.978485505543331691e+00	6.796428169405562159e+00	5.846436744030101273e+00	6.972268182320703112e+00	7.053931443682432967e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.202367343757900997e+00	8.258121943788177433e+00	4.086033864406467764e+00	3.106962366291357913e+00	1.969789979032559701e+00	1.037346781727311296e+01	3.623826484941948589e+00	2.894404290226716636e+00	8.247816140248838579e+00	6.568235070267094500e+01	1.629751458329738167e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.371717646144464453e+00	4.073411728749052330e+00	2.319684321214022571e+00	4.283150618267022480e+00	2.764419043148639510e+00	9.964348886001356931e+00	7.512929470073624216e+00	7.844236171822832837e+00	2.949620603846333289e+00	1.234680134778422023e+01	4.814883022270210478e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.447831378286993598e+00	7.403846536013433344e+00	3.047175755218062498e+00	9.260241339254763560e+00	1.312582641888990986e+00	8.197594965952257340e+00	1.004274330641988300e+01	7.866405462631945511e+00	4.989426449198894886e+00	1.047384941294235894e+01	2.525852341418540759e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.742479737536477558e+00	1.067859504031525741e+00	2.398833839909944921e+00	1.925148110626097475e+00	3.664341995391638740e+00	6.647828375688465741e+00	7.873990668284243988e+00	7.368069909112164861e-01	6.435002790364610981e+00	1.485173526801191457e+01	4.734479412514743801e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.780265916762611589e+00	4.127988044037810056e+00	2.794355926658902867e+00	5.121352049823971520e+00	3.920114036979371441e+00	6.955144031275931837e+00	9.302695778907725810e+00	7.935620957928880337e+00	6.999796000943163676e+00	1.705162001544125161e+01	5.683899830654105534e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.737454809865312422e+00	5.570188373876383992e+00	8.934546382708358436e+00	2.479311935463532457e+00	4.460576931808524770e-01	8.183202746798151850e+00	8.818414586825591428e+00	6.155309019881067378e+00	8.180357804006217037e+00	3.110553292857886731e+01	1.436283653404830662e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.535722876601908204e+00	7.989110047978856599e+00	6.940870750042424930e+00	8.820783216092603851e+00	3.291166719318870282e+00	3.494497121623652891e+00	6.853400428328649596e+00	2.356944446511390900e+00	5.144085562874043838e+00	7.907457955000408489e+00	4.395645286365483795e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.829060136296468686e+00	3.669414337631810685e+00	5.868371072608617567e+00	2.312739292005975500e+00	5.262670826106830013e-02	4.931841180136362190e+00	2.526551494171120904e+00	3.394814381687233151e+00	7.319082138222413825e+00	3.152516654756072256e+01	-3.764770745590784867e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.578888236547447477e+00	7.033492929321382370e+00	1.420038219875780605e+00	4.945707841368255586e+00	4.284456511234225218e+00	5.579296218682891606e+00	7.415688510458892324e+00	2.441426940701471260e+00	2.880805980871302019e+00	6.219867345199110886e+00	1.495680203220285831e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.168891069207846023e+00	9.397594010017169097e+00	8.139151967231473606e+00	7.541050798896700158e+00	1.243392441878286014e+00	4.893434307845883069e+00	6.208201969779569396e+00	7.110248492215609950e+00	9.726086548903621676e+00	2.510163254206545602e+01	-1.562036026930666704e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.466585576691081805e+00	6.047431707660415157e+00	7.579785561811949179e+00	7.445770010171698594e+00	4.173945793590601916e+00	4.736662462832833320e+00	6.268473244837606373e+00	7.904317578851202342e+00	5.169729456949776925e+00	1.234523573434409904e+01	3.394312517108817318e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.193118857746032546e+00	2.747681880058370663e+00	1.806456613953287604e+00	5.235322212559159638e+00	3.653237586354252997e+00	3.989924756264278560e+00	6.212694536084735653e+00	9.144861252050482392e-01	6.916694345835441737e+00	1.936416233358376005e+01	7.115170892057800511e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.398067700076360609e+00	8.157894454177165855e-01	7.248336310187173837e+00	4.208945862575154351e+00	9.098707235416773287e+00	5.980680664432162175e+00	5.970544687267862471e+00	6.977906078920947053e+00	2.384476406034194973e+00	2.212685400389304835e+00	2.076012292313582197e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.647653232296606873e+00	8.932891464245861002e+00	5.296018725248169190e+00	5.001216458670796783e+00	1.759258600766747893e+00	9.065476621253585776e+00	4.372906535912280290e+00	8.349308605960189311e+00	3.413057701684784728e+00	1.607302159647147022e+01	1.674177187161207669e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.953906291722157462e+00	1.695833167874772673e+00	2.343691221838013483e+00	2.746216770471686441e+00	3.785180255997929510e+00	3.293885044759467640e+00	6.315491653568733099e+00	8.763348959292626361e+00	5.298116831401697091e+00	2.785369546137334673e+00	1.595906522156856466e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.884271972597030498e+00	8.981723033896955144e+00	4.932154840631051584e+00	3.052997857984061536e+00	2.220303831359724533e+00	8.810043660794512732e+00	3.078768308175835244e+00	5.692074008686912379e+00	9.497008089675535558e+00	9.943782874417446749e+01	-3.598025963059501425e-03
1.000000000000000000e+00	1.000000000000000000e+00	7.905187518401214142e+00	4.541742778989177332e+00	5.653238382748797974e+00	5.452079776216310236e+00	3.368138802938750231e+00	8.163359407901515041e+00	7.801542503537278961e+00	1.036567308552651845e+01	5.559713566624569836e+00	1.525301318973201070e+01	1.959648862417731063e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.401110870856845381e+00	9.874271820407988898e+00	1.512889313440968664e+00	4.067483375577455540e+00	1.432782224583434960e+00	8.278636808830981408e+00	3.583401475333501729e+00	5.121291823500286000e+00	9.622454587483289856e+00	9.935509073315263606e+01	1.748266575008404836e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.423842144251374009e+00	7.438584490137827743e+00	1.017451892692419690e+01	3.603596947172022613e+00	1.964566522604115351e+00	6.325768254752658137e+00	2.047864335487042275e+00	3.734574773556521343e+00	5.670365713290480336e+00	5.804193977686117734e+01	-8.631498747289916007e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.784231736622942321e+00	9.583507621173859903e+00	8.271650035704638526e+00	6.858099498686637929e+00	2.027754263579401695e+00	8.113866647390596043e+00	5.248141702431955657e+00	8.569617071221028226e+00	5.874545990198459577e+00	2.899503948695085853e+01	1.024371085810805437e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.949970803854402135e+00	4.266796798876013597e+00	7.763688894575153654e+00	9.415239147718775570e+00	1.069839341065191363e+01	1.203385208459553990e+00	6.955421456519192525e+00	5.419054782539502568e+00	1.832193448120809753e+00	5.839029480829105445e-01	9.029160470390799276e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.654258857233433799e+00	7.858027591127058287e+00	5.498992358925899993e+00	7.239992860980787093e+00	1.476047143855651722e+00	8.668729235327377936e+00	5.548834657311725316e+00	5.633023181942004243e+00	8.695750934744337357e+00	5.391009591750250252e+01	4.032127904547919139e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.852923216342328150e+00	5.102894404688818497e+00	3.916989449282668456e+00	4.173247138217190955e-01	5.533040045449505451e-01	2.079330344958488119e+00	4.541366766640868136e+00	6.215339187710244850e+00	2.986654106723121593e+00	5.591675523001071291e+00	1.423157507651683362e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.469041272502035644e+00	4.979109378395453867e+00	6.994332513193989520e+00	1.956968315702324546e+00	-6.598853386586503444e-02	9.432479234315211514e+00	5.817620668313978172e+00	9.045368277795146739e+00	9.486950039445179783e+00	4.303414230205396507e+01	-1.419250932773869281e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.915059303107806254e+00	6.109806867909814976e+00	6.823566477726434876e+00	9.551775208072168510e+00	2.682023499705273206e+00	9.795115384425464811e+00	4.707526923342636671e+00	7.732602824904510008e+00	9.187868263675154523e+00	6.803948994331508970e+01	-1.916165125658622626e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.677992873701924736e+00	8.689722328309363419e+00	1.230308824818863611e+00	3.576220920672548598e+00	1.081429858407715772e+00	3.600717230983615291e+00	9.414666694476888864e+00	4.049056782295874513e+00	8.515552884308679182e+00	1.427748008125653278e+01	3.625635347266208952e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.765713813961486522e+00	1.040028229314936148e+01	6.528193417779542429e+00	1.650328269962705541e+00	4.432124604115355582e-01	2.585935113597475077e+00	8.207608507844453172e+00	3.565440784861695800e+00	5.288546488925564226e+00	6.735014800523424938e+00	-3.771943664592450340e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.498244161365342109e+00	8.264757545115694271e+00	8.470621181362831820e+00	6.361164869293675750e+00	3.203385524047278388e+00	8.277831246946833588e+00	4.751056473616599440e+00	5.850390532886855510e+00	7.546854799511239165e+00	3.374916725702334475e+01	8.792050308908723466e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.987153487055254963e+00	4.808382834106700976e+00	5.873257744951299486e+00	6.871894062395824676e+00	2.326962708016152348e+00	3.598553550336031748e+00	4.183729870012765417e+00	6.484987333804660636e+00	7.844453032419269611e+00	1.914649247283344025e+01	1.239394634614561785e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.438672977126829622e+00	5.529866992894577393e+00	1.555671681469183998e+00	6.406158847402976697e+00	2.498240420079609780e+00	8.603711920106960065e+00	8.188490613759006109e+00	3.831283209269098045e+00	2.827328196091060786e+00	6.142254662226415363e+00	1.499124935801127823e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.151996935119724341e+00	8.275142068604356638e+00	8.008048605098897710e+00	3.479713557751865416e+00	1.283674272157217189e+00	2.648126012555607200e+00	1.664566272981904849e+00	8.449197222405436136e+00	5.760554417603272803e+00	2.215874787214488251e+01	7.464922634751536279e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.485689723365567705e+00	3.587639258298714662e+00	3.826691337845547380e+00	1.325876189343043521e+00	1.718074560357884806e-01	2.718490474108038235e+00	5.694862397757900041e+00	5.037014416539655315e+00	1.680511603539778687e+00	1.313951727897927579e+00	5.494521861568646415e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.686459147005189507e+00	1.338936272388961957e+00	3.725920505941043626e+00	9.168837199434900498e+00	2.042971711413284552e+01	1.080561827845217771e+01	5.447614938877800128e+00	3.899354709932245200e+00	5.452706156232371093e+00	3.729618536177952137e+01	8.155338424614627657e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.826364234553297328e+00	4.627327495125891588e+00	2.352420553566159533e+00	3.530802034943776757e+00	8.604547179649699729e-01	6.634335516965546908e+00	9.574703684264290970e+00	1.166407726387787225e+00	2.261767861103799682e+00	4.184594603008504166e+00	1.847420713235836953e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.033952021186015280e+01	3.472575875837058845e+00	4.205991165307042756e+00	7.278534944156109354e+00	9.812890840157129091e+00	8.567411833735336657e+00	9.626861253369427551e-01	3.491303048666574593e+00	2.016933732378739297e+00	4.901138427266091213e+01	2.760304874194968172e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.224764688695808346e+00	3.447059453339558210e+00	7.498875575169583918e+00	6.927159077301272561e+00	7.846024247622841230e+00	3.811927080958796399e+00	5.905854392818965515e+00	9.202967795091300474e+00	4.397607013186326519e+00	1.063233160176326741e+01	8.621496901751262154e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.144184085492177871e+00	2.722755746030265378e+00	5.734042474155129021e+00	5.846914003533951742e+00	3.553157614367015160e+00	8.506582130807878173e+00	8.562963677086859349e+00	4.411888457730939628e+00	4.353048837908610302e+00	1.223316085150636034e+01	2.580138656160441135e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.288992190857409126e+00	1.283310111086273464e+00	3.504112175329807677e+00	3.376539360287447611e+00	1.028543206015914979e+00	6.353537654934265255e+00	4.668861901521663249e+00	2.846281923865170871e+00	6.268810348376232078e+00	2.223891933105675278e+01	1.438263147855298185e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.794247357185536629e+00	8.127488501158115497e-01	8.811100760080003980e+00	3.513150876816707235e+00	1.217284095076928985e+01	7.117483672326532229e+00	2.447794215889587122e+00	6.200284139752446855e+00	1.594720335908589526e+00	6.066081954956284328e+00	4.717021098687632641e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.728062251302544539e+00	9.983938470926080555e+00	8.433356605109565862e+00	6.337909945427006697e+00	2.208094268738462596e+00	7.706424667335017631e+00	9.761022426295925314e+00	3.992149410829285650e+00	5.337879708727968797e+00	1.249843695659195753e+01	1.391584031368143792e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.369886895438305885e+00	4.753747226000338166e+00	8.301326913025526721e+00	9.549443776004281403e+00	6.965390896329327397e+00	6.132508648342574809e+00	5.205874414644696913e+00	1.534608256617178368e+00	3.192603200256649565e+00	1.044971494690153690e+01	5.532772092307000067e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.781228916425666498e+00	4.581628818267621028e+00	3.189815244094605262e+00	9.321862824557662464e+00	8.720921764961683920e+00	4.891797776771309003e+00	5.732098246729256275e+00	3.809021031912972255e+00	4.782288814791517240e+00	1.739828448604356481e+01	1.121021105987331623e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.573497938892157277e+00	7.424619113591661268e+00	4.615251412201638814e+00	1.471849689319734589e+00	-2.622910172967799491e-01	3.768061504751857527e+00	3.941768441332711426e+00	5.687776861322665134e+00	6.641365158381631772e+00	2.270105867706968539e+01	-6.116797857295117741e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.393734717917872068e+00	2.800525060448778358e+00	9.073797225852457515e+00	2.749127443079822708e+00	1.454706721935170588e+00	8.602372637453330029e+00	4.881118448574386370e+00	5.824710450284758423e+00	5.816611083860437681e+00	2.215093299625886658e+01	4.711605956440981235e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.780545724357567750e-01	9.139482954154374283e+00	7.286293637280365054e+00	8.972101939214745414e+00	1.180811666014263794e+00	2.942761351048717611e+00	4.896558328624725398e+00	4.752544789588291074e+00	7.640113569105650093e+00	1.917607259125084695e+01	1.658878689999598866e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.872789932877275021e+00	6.960912097326476200e+00	1.893355898373900281e+00	7.200708588897470896e+00	3.896326282488489223e+00	6.954167725815972645e+00	1.139297052070316951e+00	4.292110446046662808e+00	3.729767781230923784e+00	4.893461344761270482e+01	4.416022756892707957e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.656179213952345464e+00	2.233425685186096299e+00	1.508228240482479166e+00	8.525921796509548400e+00	1.623644300346056113e+01	3.607805855829117725e+00	3.033949381807902412e+00	9.724109862226214318e+00	8.432848591406397532e+00	1.186913002828293351e+01	1.558997364902739768e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.531199399836577157e+00	4.802045322592842780e+00	5.207277562210520294e+00	1.201113883459254739e+00	1.243781181411955927e+00	6.003278150493764009e+00	8.591112172928392354e+00	3.489688766833115352e+00	4.757250668833591156e+00	1.734530249155173109e+01	1.008400517030924592e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.729463233278792256e+00	8.814055105692084169e+00	8.649253930680190550e+00	6.595139047550628852e+00	1.946532723600984394e-01	7.861370634932581147e+00	2.419731696486213668e+00	3.526931578890764918e+00	5.428671543108862352e+00	4.772868893680846014e+01	6.404465639716007408e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.905279210754156516e+00	1.015454353578391355e+01	5.527235430453226961e+00	7.819103352264515472e+00	1.563180509626121095e+00	3.545895673723321817e+00	2.519368491520958653e+00	2.941773397173210292e+00	7.309502919339176508e+00	2.450623841750407195e+01	1.819430871032579888e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.534068520116889545e+00	4.489789191857004980e+00	5.141418643062119820e+00	7.617243840287827972e+00	2.910217875325276093e+00	1.773843298743524866e+00	6.308502176673540518e+00	5.393840757061090230e+00	1.193001760457860216e+00	-1.467287733259731608e+00	3.163410191744818523e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.104694590772709262e+00	6.551989555465780768e+00	1.796441026949350928e+00	5.694018379594044887e+00	2.725526834845332758e+00	1.869935127852611290e+00	7.382816773943300603e+00	7.431778714696390509e+00	6.208020592970768803e+00	8.664690043540169029e+00	1.452533409758801630e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.823234871260596357e+00	1.966984673433193720e+00	5.995310893286430520e+00	1.954366268233903803e+00	2.055870994855424350e+00	5.908605904714747226e+00	1.359230955219110859e+00	2.714103062706435310e+00	6.339413334522470578e+00	6.478529744142404923e+01	7.828263302770960275e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.742199634559840504e+00	1.028546391373783742e+01	9.000608995109788069e+00	6.065545815176737854e+00	3.095086783913680417e+00	9.291610361956852415e+00	6.842564457882945206e+00	7.727652926425268909e+00	3.722328936237479180e+00	1.779602828106939683e+01	1.460718420137918638e-01
