G c dx1dt d2x1dt2 dx2dt Fc p d2 m1 Fg m2 d1 W
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 9.48564677e-01 3.43579548e+00 5.79223817e+00 4.20460569e+00 3.55859460e+00 7.57924968e+00 1.47626685e-01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 2.00332900e+00 1.73106671e+00 6.07974929e+00 8.10022567e+00 6.27200444e+00 4.98142709e+00 4.33515371e-01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 4.37480266e+00 9.93323616e+00 6.40524877e+00 3.10321404e+00 6.28091117e+00 3.16156596e+01 9.21495875e-02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 1.00213797e+01 2.40581357e+00 2.49629797e+00 6.75281646e+00 5.01156839e+00 7.43569205e+00 6.40709965e-01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 1.98551445e+00 9.89578895e+00 4.41763664e+00 3.12114281e+00 8.52506754e+00 6.96179567e+01 5.01605002e-02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 2.25298978e+00 9.79551939e+00 6.55474804e+00 7.42294255e+00 3.38470355e+00 1.58190105e+01 4.39514208e-01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 1.22682045e+00 8.14436294e+00 9.72836978e+00 8.86310231e+00 5.03769332e+00 1.50474415e+01 2.46391377e-01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 3.62257719e+00 6.93480666e+00 7.54868024e+00 2.14121619e+00 5.83922916e+00 1.82059047e+01 4.46060842e-01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 3.66407341e+00 6.20026345e+00 9.30343381e+00 8.79936120e+00 6.97262249e+00 1.49122996e+01 4.83934701e-01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 4.68426006e-01 8.79491391e+00 7.85990852e+00 6.34217729e+00 8.05574665e+00 3.16892768e+01 1.20076135e-02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.27270444e+00 3.60495569e+00 6.32545272e+00 2.14399442e+00 4.55326555e+00 9.96376596e+00 4.16848234e-01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 3.41817948e-01 5.20913091e+00 2.72821032e+00 4.84787670e+00 6.81442250e+00 3.56640456e+01 9.20095395e-03
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 3.20694721e+00 6.57450972e+00 7.00017087e+00 2.44774264e+00 2.35549858e+00 8.40593805e+00 1.42614595e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 1.41728835e+00 4.70071428e+00 6.61041609e+00 7.30313100e+00 9.39383290e+00 2.37910947e+01 4.85440965e-02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 3.90607681e+00 4.84737809e+00 6.42222253e+00 7.82981321e+00 4.44752926e+00 1.13185666e+01 3.10070677e-01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 2.95211752e+00 3.97256201e+00 5.40807281e+00 1.95216868e+00 7.56569280e+00 1.99090761e+01 6.60277682e-01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 9.59195719e+00 6.07808635e+00 5.75790944e+00 5.55525867e+00 1.18306974e+00 2.78905945e+00 2.08414034e+00
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 1.53475952e+00 8.65517075e+00 4.00998274e+00 8.33162550e+00 2.84668429e+00 1.98960768e+01 8.47903946e-02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 3.77667204e+00 2.81375540e+00 5.67381423e+00 9.42546737e+00 5.38374290e+00 4.46040281e+00 1.63009185e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 1.56105585e+00 9.40989735e+00 2.77800315e+00 5.62166080e+00 8.90427221e+00 9.82386700e+01 2.01989559e-02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 3.70211386e+00 7.20178888e+00 8.24656958e+00 9.55251301e+00 5.74529635e+00 1.67095274e+01 2.75202181e-01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 1.70910344e+00 8.40945891e+00 2.67199259e+00 5.82120073e+00 9.36883434e+00 9.58509932e+01 4.65197123e-02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 1.98289899e+00 6.00571623e+00 1.76469661e+00 4.54771445e+00 5.35417207e+00 5.54398575e+01 2.28825483e-02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 2.20903394e+00 8.01565031e+00 4.92621424e+00 8.63382816e+00 5.41404187e+00 2.99744623e+01 5.79802827e-02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.08670971e+01 1.14580358e+00 6.92476696e+00 5.43684439e+00 2.07772110e+00 1.15666669e+00 9.00409099e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 7.30956385e-01 8.36542382e+00 4.93945142e+00 5.24712260e+00 8.22390620e+00 4.91118294e+01 2.03389641e-02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 5.06638172e-01 1.36124973e+00 3.49078719e+00 5.41281240e+00 3.22268871e+00 3.76309729e+00 1.71337866e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 2.22245253e-01 9.00922039e+00 6.02354066e+00 8.62106502e+00 9.09651240e+00 4.28824609e+01 4.76328454e-03
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 2.82528601e+00 9.92766473e+00 4.12302102e+00 8.48747388e+00 9.19741798e+00 6.76386711e+01 4.31806589e-02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 9.32703474e-01 3.64660716e+00 9.39580921e+00 4.63167993e+00 9.48979101e+00 1.39561122e+01 3.24571274e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 3.19289252e-01 2.89286701e+00 9.30380626e+00 3.99969874e+00 5.68207440e+00 6.77165046e+00 6.43993331e-02
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 3.41542835e+00 7.88827027e+00 5.52134638e+00 5.42735222e+00 7.09384406e+00 3.60607560e+01 8.16208653e-02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 2.92497781e+00 3.27723707e+00 3.95095595e+00 6.15495259e+00 8.00664292e+00 2.00148485e+01 1.71597806e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 2.51680507e+00 8.79006145e+00 7.63419173e+00 3.14503490e+00 2.17913157e+00 9.24179003e+00 1.36696329e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.31217675e+00 1.92558333e+00 1.33041649e+00 8.14559576e+00 6.40861475e+00 2.05943229e+01 3.50316076e-02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 4.09146589e-01 2.13359677e+00 5.27292105e+00 5.37834489e+00 1.30868111e+00 1.59991223e+00 5.49485685e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 1.99596233e+01 9.81236400e+00 4.02691055e+00 4.00640994e+00 5.47809475e+00 3.56223857e+01 8.98714280e-01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 6.49398469e-01 7.06455008e+00 9.28482297e+00 1.96138894e+00 2.39358413e+00 6.93530918e+00 2.87287947e-01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 9.76336882e+00 8.62198502e+00 1.10802725e+00 3.14960644e+00 2.64630633e+00 4.59419806e+01 2.38742949e-01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 7.97852216e+00 3.91896440e+00 5.97533388e+00 9.54353055e+00 4.28542810e+00 7.83136536e+00 7.26868096e-01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 2.91657462e+00 7.08835375e+00 7.66597223e+00 3.74589718e+00 4.89193450e+00 1.56313936e+01 2.27257800e-01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 1.45260878e+00 6.34817645e+00 5.36516189e+00 2.51973360e+00 6.60855182e+00 2.33308068e+01 1.30643280e-01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 1.23552526e+01 6.42835108e+00 1.76862727e+00 5.14605512e+00 1.66985577e+00 6.92367340e+00 4.57431868e-01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 2.37425992e+00 7.14279214e+00 9.75215251e+00 3.76378969e+00 5.53322585e+00 1.56019771e+01 1.31410704e-01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.85557549e+00 6.17823256e+00 5.66209388e+00 1.31643325e+00 2.64362617e+00 1.10106119e+01 5.37984809e-01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 8.47816291e+00 4.86156132e+00 6.52767620e+00 3.90830696e+00 6.16577658e+00 1.61937038e+01 1.17254971e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 2.28664909e-01 3.48330425e+00 3.12948804e+00 5.89697762e+00 6.73664151e+00 2.37142699e+01 1.20508702e-02
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 1.70618041e+00 7.91723198e+00 5.35148277e+00 5.96541135e+00 6.01038331e+00 2.58480026e+01 3.89009803e-02
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 1.01638114e+00 3.03645187e+00 4.86234543e+00 4.20903029e+00 7.64465959e+00 1.75087409e+01 5.35727396e-02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 4.14065059e+00 7.23118876e+00 1.67406258e+00 5.02572481e+00 4.02048320e+00 5.06434030e+01 3.83164308e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 1.63840250e+01 3.09999540e+00 1.95544318e+00 9.68966126e+00 7.88595932e+00 1.33503709e+01 1.65175913e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 1.18036464e+00 6.62797153e+00 8.53725268e+00 4.39613630e+00 4.89490374e+00 1.37164154e+01 1.20032013e-01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 5.54603413e-01 7.72370440e+00 3.15837957e+00 3.32404132e+00 5.35766048e+00 4.68725538e+01 9.21918003e-03
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 1.46120721e+00 2.96842500e+00 2.75462444e+00 3.19120340e+00 6.83291915e+00 2.62525055e+01 6.78642404e-02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 2.68520995e+00 1.53948971e+00 5.54420306e+00 5.11988151e+00 1.16522546e+00 1.09925100e+00 3.02869324e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.71142645e+00 2.17876369e+00 7.91872418e+00 7.83568134e+00 6.88594799e+00 6.57992015e+00 1.46838070e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 1.53229332e+00 6.45397271e+00 1.55751867e+00 2.85389366e+00 6.56726634e+00 6.28491233e+01 1.62948813e-02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 2.82862169e+00 8.64501766e+00 6.19127128e+00 7.38366514e+00 3.78862405e+00 1.88897522e+01 1.27324922e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 2.78907288e+00 1.40497139e+00 2.07289399e+00 1.19034841e+00 1.77214856e+00 4.05056143e+00 1.04979818e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 5.53018848e-01 7.60736133e+00 1.32814946e+00 4.77039680e+00 1.81841905e+00 3.02185044e+01 1.33063333e-02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 5.21114889e+00 4.07186781e+00 1.47469557e+00 7.98278559e+00 9.30901372e+00 5.74187271e+01 4.18870860e-02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 2.78442239e+00 5.30675533e+00 8.50747697e+00 4.04859660e+00 7.20351389e+00 1.67420082e+01 4.37328920e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 4.61241330e+00 9.35973595e+00 2.06175235e+00 6.07363391e+00 2.14392352e+00 2.55333240e+01 1.65992417e-01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.48007497e+00 3.98774354e+00 1.40636228e+00 2.84481310e+00 4.21050852e+00 2.88099876e+01 1.62651006e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 7.41534941e+00 5.18803241e+00 4.94109898e+00 7.67795852e+00 6.33234695e+00 1.66194311e+01 2.74172194e-01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 9.35965553e+00 1.12314173e+00 8.59594125e+00 1.47051193e+00 8.52014535e+00 4.21153911e+00 2.71285334e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73520203e+00 1.73438848e+00 3.36167539e+00 8.67288380e+00 1.39294836e+00 1.46412124e+00 7.19534359e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 8.23814295e-02 3.32732432e+00 4.79541356e+00 2.78376748e+00 3.12969818e+00 8.09968622e+00 9.27404776e-03
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.16383290e+00 1.25067017e+00 1.35930279e+00 8.86958229e+00 9.00774091e+00 1.28899381e+01 6.15400453e-02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 7.73483906e-01 6.68237793e+00 5.04170663e+00 4.17276317e+00 1.08248995e+00 3.71626416e+00 1.16742482e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 2.67651761e+00 4.83758521e+00 6.19851773e+00 7.50415217e+00 2.81259193e+00 7.80796442e+00 4.20658657e-01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 1.97380249e+00 5.93330682e+00 6.13816348e+00 3.87302768e+00 9.63121758e+00 3.47877132e+01 1.75102728e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 1.46327029e+00 2.57182467e+00 3.99184023e+00 9.15320504e+00 6.52061662e+00 1.34946701e+01 9.59127026e-02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 1.53278178e+00 3.66338826e+00 3.83979863e+00 2.13973413e+00 3.35504230e+00 1.21248420e+01 1.17665186e-01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 3.10422371e+00 6.97442027e+00 1.95961257e+00 2.60667810e+00 1.60291985e+00 1.50269392e+01 2.82602583e-01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 3.86018859e+00 9.68772451e+00 4.30118489e+00 5.43727113e+00 1.25372206e+00 8.84618516e+00 3.13729573e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 5.39072178e-01 1.45375096e+00 1.89545202e+00 1.73744595e+00 3.20270572e+00 8.79509910e+00 4.79413862e-02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 1.32763780e+00 9.01345889e+00 7.89936350e+00 2.76382166e+00 8.93337238e+00 3.88996044e+01 7.45938616e-02
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 2.31368015e+00 6.19193081e+00 9.69646868e+00 9.49389744e+00 4.74322289e+00 8.58949681e+00 1.55073078e-01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 1.45720237e+00 6.07527610e+00 9.73067011e+00 9.78840695e+00 7.48300032e+00 1.66769408e+01 2.75241268e-01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 1.28970666e+00 5.50250682e+00 8.78563989e+00 4.38633396e+00 9.26456532e+00 1.99171361e+01 1.57741504e-01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.15390815e+01 1.62454677e+00 6.40712934e+00 9.30957419e+00 4.67236415e+00 3.19749055e+00 7.32886971e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.29251526e+00 1.80889167e+00 7.30779128e+00 5.90342208e+00 2.72149634e+00 2.36680226e+00 4.24208493e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 1.47698980e+00 6.40820805e+00 3.56685222e+00 3.42768219e+00 5.65406138e+00 3.52815790e+01 4.22145768e-02
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 6.32392993e+00 4.06862714e+00 6.67693378e+00 7.32158849e+00 9.17275318e+00 1.90073998e+01 9.55196493e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 1.72675166e+01 9.25541260e+00 5.10084594e+00 6.93011626e+00 8.23936973e+00 3.42676715e+01 4.65453009e-01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 1.69187127e-01 4.65931484e+00 5.33815606e+00 9.90212787e+00 1.59246859e+00 4.60064141e+00 3.72367558e-02
