G	c	dx1dt	d2x1dt2	dx2dt	Fc	p	d2	m1	Fg	m2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	8.069934047575687330e+00	5.270198473648513904e+00	3.340076093129196178e+00	4.371106253165115696e+00	3.344032974873184738e+00	8.422834339076873178e+00	5.734959670246292163e+00	3.371216081356686267e+00	5.426095410644907524e+00	2.865171228076577847e+01	2.509281698506364844e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.804598183835611547e+00	8.750730993313927897e+00	7.577700712108843106e+00	9.501256709578253634e+00	1.518854650627416758e+00	4.568589434135475358e+00	3.328131730843464808e+00	8.873195906988044612e+00	1.367746777866257313e+00	5.731205745631776871e+00	2.140850062994364700e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.628711416515850274e+00	8.598309626550477702e+00	9.830984036481428490e+00	6.778894211315714458e+00	2.220755860639633372e+00	2.404355867996708973e+00	1.475047447974537018e+00	2.162489837236820200e+00	9.855085632238116844e+00	5.498982010833621814e+01	2.916751501212987846e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.338865609824294367e+00	3.888276896258488602e+00	3.307582320889692173e+00	7.050948947146500778e+00	5.756123835699598956e+00	7.643461495075063894e+00	7.529914299235216824e+00	7.475464889092305221e+00	4.453085065850404867e+00	1.435940601270724848e+01	7.717932740430131222e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.410702847676184701e+00	8.464269726605829547e+00	6.893884855913435139e+00	6.688862799100994572e+00	5.587573135931467316e-01	4.246133948053724794e+00	2.092511969777434366e+00	1.906382869736993557e+00	2.368846886736259538e+00	1.734429347818642242e+01	3.391144261532668541e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.465504591168895310e+00	1.346249424262548011e+00	2.783707686764122613e+00	2.787819337784100959e+00	6.777604473275361308e+00	7.044202365154574430e+00	3.727754279048820507e+00	6.610899893876202249e+00	6.993498182752594161e+00	2.274266612987930003e+01	3.664853124304728871e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.533155252302045302e+00	6.374191927133206370e+00	6.091906366028230657e+00	4.769723633359052251e+00	9.480124848145257133e-01	3.441789262757194656e+00	5.795917680812333828e+00	4.217577376357493080e+00	3.552876656834669244e+00	7.548460590024639316e+00	1.478853963845184194e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.584844308981955940e+00	3.071424722583883771e+00	5.181087303860546278e+00	7.761216378208172451e+00	2.004063772095375118e+00	1.723304966263687676e+00	6.066824293763851017e+00	8.105683473244775783e+00	6.267009848795525251e+00	4.936795475703995351e+00	4.340403770578705189e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.540424984812686304e+00	2.086778744472279623e+00	9.750191396694434687e+00	1.911341990703539606e+00	4.374556516038866860e+00	9.927928367739113469e+00	6.398038364852936866e+00	3.110098205712380270e+00	6.286710107973529027e+00	3.159077546343591791e+01	9.007800062805608465e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	1.001836146917716874e+01	2.407064040215910694e+00	2.494626755196398982e+00	6.751772015415792083e+00	5.010780339029644814e+00	7.402443482494393656e+00	6.408993878882430772e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	1.991478062328786880e+00	9.891843379034659378e+00	4.420775685018409007e+00	3.117877831331192784e+00	8.522280081159619769e+00	6.962629297020644970e+01	4.984711959677990550e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	2.251051406101375107e+00	9.813917917639082944e+00	6.557432066057438114e+00	7.418695143189152574e+00	3.379711490181768863e+00	1.581122508503220914e+01	4.393481106193833363e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	1.222679659799157825e+00	8.147172037898231522e+00	9.730958543660630511e+00	8.860446208575899263e+00	5.044082359711700825e+00	1.504269979368242893e+01	2.457089650522348845e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	3.620921512814292420e+00	6.934379995946670761e+00	7.546576740000753958e+00	2.130049506092316580e+00	5.847049950321921763e+00	1.823078953228545629e+01	4.459493936144081627e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	3.656720663581634057e+00	6.197455715723857672e+00	9.301636353856983064e+00	8.795417798580622559e+00	6.978950604714031947e+00	1.489737788771433813e+01	4.849815729669304520e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	4.660336708761838032e-01	8.792298491058408771e+00	7.855912774240922936e+00	6.339129092358943396e+00	8.058376923070021292e+00	3.170600626331431471e+01	1.167189158724834738e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	3.269148271374717307e+00	3.605119864611949332e+00	6.329667171571029982e+00	2.143040510188392922e+00	4.554813629508602801e+00	9.996386221536560868e+00	4.175744107298066665e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	3.440859115024993420e-01	5.209740869753077597e+00	2.723160352451862387e+00	4.848593391553170484e+00	6.807927768095762389e+00	3.565421061976583417e+01	8.594538247814791782e-03
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	3.204473597924234696e+00	6.572022103551459438e+00	7.004834323012810948e+00	2.449714292824287210e+00	2.354185577557506903e+00	8.421845888033903549e+00	1.426716586059454839e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	1.420549466868266997e+00	4.699226433943588077e+00	6.611556410361694169e+00	7.303049809264156700e+00	9.390180173178732659e+00	2.378587532293834172e+01	4.854534181560504064e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	3.911213777248096601e+00	4.854700338048257180e+00	6.421975407865052610e+00	7.826650287787406235e+00	4.437778587259569640e+00	1.133851225467028456e+01	3.103354235194681343e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	2.954986964439419328e+00	3.980103336403157499e+00	5.404469978274542896e+00	1.941488441796235698e+00	7.571338823601803547e+00	1.987515721230265342e+01	6.602830617331887364e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	9.591166017136398381e+00	6.079459165958518874e+00	5.750472692806336106e+00	5.552129117995080243e+00	1.179353078764575402e+00	2.753542854984095900e+00	2.084622885642237744e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	1.535277867404332586e+00	8.647864978141202030e+00	4.006429600140249292e+00	8.326335582904350829e+00	2.853072217036239699e+00	1.988763171123549256e+01	8.285939664809685579e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	3.771070404421628108e+00	2.816688598639872865e+00	5.672003752784616104e+00	9.428002670367838789e+00	5.388452603404073393e+00	4.441216333243906078e+00	1.629024045177017710e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	1.560564446266730076e+00	9.418363445486173546e+00	2.765006255248448674e+00	5.626607122988762200e+00	8.907245827524720383e+00	9.822751739494646017e+01	2.051262868997221975e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	3.698953263059765462e+00	7.209250006301052949e+00	8.245486854014444589e+00	9.557618629700071367e+00	5.748569969485826547e+00	1.670478915709290391e+01	2.736653017166426061e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	1.711653867389322681e+00	8.413459289358950599e+00	2.677063781277490673e+00	5.825318386016931527e+00	9.365547742081959726e+00	9.586653391025114956e+01	4.612067992794010446e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	1.992349326812225652e+00	6.013464093733629667e+00	1.767808469756812162e+00	4.546988099434423169e+00	5.364095471075694732e+00	5.543105858907377126e+01	2.284168030617438061e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	2.210869904792311935e+00	8.015941091351038494e+00	4.923491965048837571e+00	8.630988836787103935e+00	5.414272217397830822e+00	2.995668014820784109e+01	5.735746521346379162e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	1.085978316449395109e+01	1.149224824154472691e+00	6.925024461000537812e+00	5.432780315716260411e+00	2.079333818446001736e+00	1.149079655456803684e+00	9.003570888974763875e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	7.296294998306159796e-01	8.361715670956517243e+00	4.936400200838599872e+00	5.238922138216591584e+00	8.220439265499255299e+00	4.909522823431909444e+01	2.054321231308045212e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	5.070881105584361670e-01	1.362841684713558710e+00	3.491603318219906882e+00	5.418207865480056284e+00	3.217715043881650860e+00	3.742937795436736881e+00	1.720969241822835061e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	2.225661377828534182e-01	9.016462293762307567e+00	6.031989969360561865e+00	8.620114630468101780e+00	9.099061798143845081e+00	4.284764568358859549e+01	4.042465674335577255e-03
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	2.822601558043927650e+00	9.924454171384757828e+00	4.128334379150931710e+00	8.480694063554095052e+00	9.198579792570340530e+00	6.764017070969515544e+01	4.274817617866512320e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	9.336044894241301018e-01	3.641914922518231457e+00	9.398666381513692158e+00	4.627183999113292145e+00	9.485574814139715372e+00	1.394383730485760431e+01	3.240213162081673759e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	3.147252483098475495e-01	2.893398027171991238e+00	9.301102204452927680e+00	3.994982595518296709e+00	5.674391280218522127e+00	6.792506537343418138e+00	6.257829148817703468e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	3.411957473547405861e+00	7.887035652784710749e+00	5.525460677314553593e+00	5.427586263713884307e+00	7.087060974656932189e+00	3.602951552702172222e+01	8.172744216670338457e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	2.927349979685357262e+00	3.280772943818093257e+00	3.941701438727728934e+00	6.160759379790240686e+00	8.013031871555975627e+00	2.000314821509087793e+01	1.723007770681041773e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	2.513074295262511360e+00	8.787592568975577834e+00	7.632807273272566917e+00	3.143141913563288981e+00	2.175855975593344205e+00	9.280919663795366148e+00	1.367727874565252133e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	1.314153730361349082e+00	1.934943581060828421e+00	1.333618836152229425e+00	8.133342474242775566e+00	6.406804525733858391e+00	2.057404244885737654e+01	3.437673229411478820e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	4.041162199770245711e-01	2.126571971482519974e+00	5.276983134354200189e+00	5.377315790680883723e+00	1.316427863996222358e+00	1.594806916595387314e+00	5.485443232701739946e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	1.996610592890999314e+01	9.819193028064855611e+00	4.030585657162247593e+00	4.005560279615874464e+00	5.472100967303796359e+00	3.559614302786647499e+01	8.987305288354749955e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	6.465543898026067104e-01	7.060383986099671993e+00	9.286440464349237089e+00	1.960165423526595063e+00	2.389701006686457241e+00	6.906204836339465913e+00	2.879116169921425161e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	9.762547239016919676e+00	8.612202395609836358e+00	1.106953467455444651e+00	3.146193189576008908e+00	2.642200088402313352e+00	4.597537762740759604e+01	2.388594070276034986e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	7.979736581832802322e+00	3.920260093584076344e+00	5.978285313222747810e+00	9.544713370665457219e+00	4.294070746714750086e+00	7.835057061723713190e+00	7.270856726853633933e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	2.914497953978719913e+00	7.086966913564466175e+00	7.660744662432706242e+00	3.746256973085831277e+00	4.902581830173646793e+00	1.563427891256692170e+01	2.281165342119558237e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	1.453135544502744514e+00	6.342132465580229805e+00	5.360527838151574187e+00	2.519598528564907625e+00	6.612566171380398927e+00	2.329419365602614178e+01	1.300873992340295937e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	1.235736602329585487e+01	6.419192707665333231e+00	1.768965957572159242e+00	5.148299798040893549e+00	1.674040090683212689e+00	6.931416443319568188e+00	4.572664355927630320e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	2.377788482885176968e+00	7.142746599227303150e+00	9.753102703513210514e+00	3.761451494197229906e+00	5.530125979186633955e+00	1.562695879590664383e+01	1.326400380825719372e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	6.858482849988169150e+00	6.183547892710607563e+00	5.652078225784614496e+00	1.313786331222950965e+00	2.654027504891435019e+00	1.103542211418738184e+01	5.378367937022952017e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	8.477531808943563618e+00	4.864747531202583630e+00	6.530173215155492983e+00	3.915814526451954602e+00	6.167206435522317953e+00	1.620812904704505542e+01	1.171596586744782620e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	2.281262953122314974e-01	3.483613128161987760e+00	3.133727367283497323e+00	5.900020390120893410e+00	6.741198258190937764e+00	2.368989118027026564e+01	1.154746906952711788e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	1.714809249360766286e+00	7.919840237784848469e+00	5.351058769244799507e+00	5.969909754274139502e+00	6.009819665892220719e+00	2.585476102895206907e+01	3.819540549409720237e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	1.019870310456797435e+00	3.036303636038709453e+00	4.875372180390058929e+00	4.215700028653716736e+00	7.643227938010435096e+00	1.752314999646840477e+01	5.384135006072762741e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	4.137264510535017870e+00	7.223401126532400518e+00	1.670315874803465661e+00	5.028585830400029266e+00	4.029366066756685072e+00	5.060467188372949465e+01	3.824904951566166500e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.608998380637886250e+00	1.800270809721158383e+00	1.593703973977975696e+00	8.941502271797629575e+00	1.638439228051590746e+01	3.092255864486645578e+00	1.953462190680585797e+00	9.694711489754437750e+00	7.888842165282420993e+00	1.332616929756997770e+01	1.651962966119595588e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.980460673742816091e+00	4.756841900778905341e+00	5.176063922930615568e+00	2.819778927741569241e+00	1.179133578839586471e+00	6.626864881607068547e+00	8.535085271681877472e+00	4.387545010479498409e+00	4.902656023359138082e+00	1.373558531137575578e+01	1.194784420902990918e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.578887743930531773e+00	8.913812321313315579e+00	9.174930105321754681e+00	6.290257417250028737e+00	5.541062978877394629e-01	7.722829329918700303e+00	3.157961591020012282e+00	3.325151872058645708e+00	5.359024273442861919e+00	4.689146229682682332e+01	7.622255519056543929e-03
1.000000000000000000e+00	1.000000000000000000e+00	3.798708847415450673e+00	9.500829781258467222e+00	5.857317189622765596e+00	7.305948831551168254e+00	1.456690979290073740e+00	2.973060258316275295e+00	2.752820996373246398e+00	3.190209451847381139e+00	6.828387739652251653e+00	2.621908101676290315e+01	6.809483925202619581e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.918952353696469437e+00	5.208362315051400238e+00	5.482357459905561115e+00	7.130461379473607586e+00	2.683696857126390167e+00	1.543614706653706259e+00	5.536485043559975949e+00	5.129007741614858951e+00	1.162109629649740627e+00	1.116410674916709755e+00	3.028804894746320198e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.571015555527490726e+00	6.523145560589858505e+00	1.946009646232862655e+00	4.678925574180490266e+00	2.718080729005777574e+00	2.182059818011290453e+00	7.915725717448096610e+00	7.840727527196770907e+00	6.886497961910879262e+00	6.581977170384628373e+00	1.468770088953352371e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.742103310109459180e+00	2.507940616940911305e+00	6.904100092478230088e+00	1.142929983724677356e+00	1.534420406192254172e+00	6.452446024663726298e+00	1.556983105251953159e+00	2.850464177141539768e+00	6.563919992118558255e+00	6.286598053021919696e+01	1.578874931910158666e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.974404740940105540e+00	9.927654028202439918e+00	8.401114550365873512e+00	6.245686751437383499e+00	2.819471056437644840e+00	8.637497319557095210e+00	6.198011448079826735e+00	7.385693058041219672e+00	3.782708726998286419e+00	1.887605674623469554e+01	1.267386517436325244e-01
