G c dx1dt d2x1dt2 d1 W Fc Fg m1 d2 m2
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 1.25928164e+00 3.02785237e+00 1.60752292e+00 1.93258677e+00 0.00000000e+00 -1.99079105e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 5.21157287e-01 3.25869995e+00 5.66830895e+00 1.77214428e+01 0.00000000e+00 -7.27185670e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 3.41563789e-01 8.65554452e+00 2.61428214e+00 3.31241720e+01 0.00000000e+00 -1.94794249e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 2.46411373e-01 6.05100509e+00 9.73608891e+00 1.19542217e+02 0.00000000e+00 -3.57347326e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.16959833e-01 5.71051820e+00 2.01973154e+00 1.11553287e+01 0.00000000e+00 1.50412842e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 3.01521672e-01 2.03291985e+00 4.63240902e+00 1.56163174e+01 0.00000000e+00 -5.04548518e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 2.22871031e-01 8.74125724e+00 7.64096486e+00 1.49843699e+02 0.00000000e+00 -2.44898232e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 3.05680988e-01 7.50532873e+00 7.34098985e+00 9.01209826e+01 0.00000000e+00 -4.79654034e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 6.45862307e-01 1.60901526e+00 4.80455773e+00 5.98471734e+00 0.00000000e+00 -7.82556831e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 1.63987247e+00 7.37051588e+00 4.11871751e+00 9.25592488e+00 0.00000000e+00 -2.41370846e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 2.26477742e-01 5.89184396e+00 4.57851141e+00 5.95552448e+01 0.00000000e+00 -3.38193968e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.67866253e+00 1.73552811e+00 3.37848637e+00 1.74646719e+00 0.00000000e+00 -1.46671940e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 2.25420309e-01 5.12470577e+00 2.84799645e+00 3.23731786e+01 0.00000000e+00 -3.81311239e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 3.47196050e-01 5.36226658e+00 5.34735728e+00 4.12936082e+01 0.00000000e+00 -5.63805009e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.11604177e-01 2.49197086e+00 3.41680380e+00 2.01191103e+01 0.00000000e+00 -3.56071431e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 2.44228600e-01 9.51128332e+00 3.58715498e+00 6.98494104e+01 0.00000000e+00 -4.07528260e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 2.00372553e-01 8.64977834e+00 6.91080457e+00 1.49164461e+02 0.00000000e+00 -3.06542276e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 4.81184908e-01 7.02120104e+00 9.71683599e+00 7.08915199e+01 0.00000000e+00 -8.07096587e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 2.53014202e-01 5.16066005e+00 6.43273481e+00 6.56033479e+01 0.00000000e+00 -8.35006453e-02 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.33146237e-01 4.70588987e+00 1.69281520e+00 9.19574182e+00 0.00000000e+00 -3.96136458e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 3.76018970e-01 6.85876120e+00 1.68025252e+00 1.53242944e+01 0.00000000e+00 4.96822814e-02 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 3.00862761e-01 5.90888682e+00 9.56280899e+00 9.39058655e+01 0.00000000e+00 -3.71940774e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 2.25654833e-01 1.56045795e+00 3.67561711e+00 1.27088924e+01 0.00000000e+00 -3.00809419e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 2.02906612e-01 5.61252384e+00 1.82860287e+00 2.52901498e+01 0.00000000e+00 -2.28969863e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 2.52701993e-01 8.25763256e+00 6.39140128e+00 1.04427042e+02 0.00000000e+00 -4.15778917e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 4.20176803e-01 5.13315890e+00 6.61283900e+00 4.03934167e+01 0.00000000e+00 -5.40995666e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 4.17343718e-01 1.46760920e+00 6.83654338e+00 1.20205163e+01 0.00000000e+00 -4.79844619e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 2.61840399e-01 8.07650379e+00 3.40661825e+00 5.25388085e+01 0.00000000e+00 -3.90185582e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 6.35123408e-01 2.81227404e+00 1.13599616e+00 2.51504862e+00 0.00000000e+00 -4.30254274e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 1.00287473e+00 3.32758751e+00 9.68513833e+00 1.60678818e+01 0.00000000e+00 -1.63972667e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 4.77144832e-01 2.48235718e+00 3.25803741e+00 8.47500803e+00 0.00000000e+00 -9.76335502e-02 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 5.57856571e-01 3.97193558e+00 7.08423659e+00 2.52198620e+01 0.00000000e+00 -9.46357476e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 5.45438715e-01 7.81076355e+00 7.35966883e+00 5.26957763e+01 0.00000000e+00 -8.85056754e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 6.44647702e-01 5.67447274e+00 6.49006675e+00 2.85642117e+01 0.00000000e+00 -5.95738318e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 1.45049598e+00 2.84393147e+00 3.81616655e+00 3.74110521e+00 0.00000000e+00 1.24447042e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 1.72285260e+00 8.90047070e+00 3.43986628e+00 8.88538839e+00 0.00000000e+00 -2.82591110e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 2.02234663e-01 8.91623669e+00 6.37901454e+00 1.40620809e+02 0.00000000e+00 -3.22055934e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 4.12374688e-01 8.83520583e+00 8.79486070e+00 9.42157785e+01 0.00000000e+00 -6.61131665e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 4.48537114e-01 3.14916590e+00 9.52060356e+00 3.34219390e+01 0.00000000e+00 -7.27632350e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 2.81024171e-01 5.06115410e+00 1.95315224e+00 1.75878189e+01 0.00000000e+00 -5.61244527e-02 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 6.74698960e-01 9.86490691e+00 2.39345751e+00 1.74976078e+01 0.00000000e+00 -8.70456809e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 2.09431745e-01 7.94811229e+00 9.50262633e+00 1.80316363e+02 0.00000000e+00 -1.11301021e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 2.47613466e-01 1.24450679e+00 7.62881706e+00 1.91712405e+01 0.00000000e+00 -4.10504504e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.10821803e+00 1.58684132e+00 8.94694442e+00 6.40549995e+00 0.00000000e+00 -1.71343857e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 4.20324631e-01 5.17538239e+00 2.82369371e+00 1.73838191e+01 0.00000000e+00 -5.23668913e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 2.24414886e-01 9.18298185e+00 6.28827284e+00 1.28657008e+02 0.00000000e+00 -2.05639412e-02 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 2.10468975e-01 5.84831618e+00 7.31025635e+00 1.01565303e+02 0.00000000e+00 -2.54727534e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 3.84126834e-01 5.48031257e+00 7.12100697e+00 5.07974717e+01 0.00000000e+00 -4.74776905e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 3.06715419e-01 1.94926330e+00 4.67336522e+00 1.48502794e+01 0.00000000e+00 -4.91822214e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 7.98943632e-01 6.91102094e+00 1.13855403e+00 4.92435911e+00 0.00000000e+00 -1.24216973e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 2.01602383e-01 8.39892845e+00 6.24633451e+00 1.30113830e+02 0.00000000e+00 -3.35891145e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 6.48288695e-01 4.42378007e+00 3.27791385e+00 1.11838831e+01 0.00000000e+00 -9.26122073e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 2.10868456e-01 7.98050666e+00 5.05228822e+00 9.56041991e+01 0.00000000e+00 -1.17064813e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 2.92106415e-01 9.68028989e+00 9.61822914e+00 1.59372135e+02 0.00000000e+00 -4.66097821e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 3.09136634e-01 2.83389813e+00 4.59131786e+00 2.10446218e+01 0.00000000e+00 -5.00087698e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 3.56239751e-01 5.70996668e+00 8.55821446e+00 6.85874039e+01 0.00000000e+00 -5.35875326e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 6.50189075e-01 3.58424162e+00 2.69686545e+00 7.43338958e+00 0.00000000e+00 -1.05467469e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 7.72572953e-01 8.13568977e+00 7.05214448e+00 3.71318071e+01 0.00000000e+00 -1.11942023e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.70156870e-01 6.19834029e+00 9.79306259e+00 4.52884520e+01 0.00000000e+00 -9.87883735e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 7.46841507e-01 6.71124176e+00 1.91703791e+00 8.61341044e+00 0.00000000e+00 -1.03151614e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 2.49492898e-01 8.18122744e+00 1.07487948e+00 1.76234145e+01 0.00000000e+00 1.10141534e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.81796832e-01 4.56373425e+00 4.90224513e+00 2.32178198e+01 0.00000000e+00 -2.30273652e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 1.31528405e+00 9.23581062e+00 1.83362935e+00 6.43779318e+00 0.00000000e+00 4.45249943e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 2.05720603e-01 5.79725981e+00 7.73545915e+00 1.08993620e+02 0.00000000e+00 -3.19706678e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.23362040e-01 2.42159341e+00 9.23093797e+00 5.00388933e+01 0.00000000e+00 -2.71730491e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 2.13908993e-01 7.26309206e+00 4.90618875e+00 8.32926661e+01 0.00000000e+00 -3.12754097e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 2.00920812e-01 8.13935215e+00 3.32840478e+00 6.74172535e+01 0.00000000e+00 -3.36095990e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 7.79709695e-01 3.85085509e+00 4.90962987e+00 1.21239183e+01 0.00000000e+00 -8.38273932e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 4.38003058e-01 8.71461331e+00 7.51103036e+00 7.47206259e+01 0.00000000e+00 -5.96039309e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 2.55618943e-01 9.15528929e+00 1.08148745e+00 1.93673646e+01 0.00000000e+00 -4.12922406e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 2.75323363e-01 3.49214039e+00 6.30508591e+00 3.99861546e+01 0.00000000e+00 -2.80649816e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 8.38552218e-01 9.85169325e+00 6.51962516e+00 3.82977624e+01 0.00000000e+00 -1.91029212e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.39736344e-01 2.26640375e+00 6.73919422e+00 3.18552766e+01 0.00000000e+00 -2.80122283e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 6.62259299e-01 2.81814102e+00 3.17819872e+00 6.76216414e+00 0.00000000e+00 -5.13916918e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 6.63491080e-01 2.65802355e+00 7.42647451e+00 1.48756666e+01 0.00000000e+00 -1.11449001e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 3.42890268e-01 9.04590739e+00 1.82252338e+00 2.40403115e+01 0.00000000e+00 -5.61441066e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 3.15633680e-01 6.88863297e+00 2.79343303e+00 3.04830189e+01 0.00000000e+00 -4.89952214e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 3.21503305e-01 2.36893855e+00 8.89723042e+00 3.27788110e+01 0.00000000e+00 -5.33937960e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 1.09686314e+00 4.96291077e+00 7.64850836e+00 1.73033732e+01 0.00000000e+00 -1.79404573e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 2.24791141e-01 6.53768223e+00 1.12370999e+00 1.63406324e+01 0.00000000e+00 -1.97868745e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 5.89900830e-01 1.75117676e+00 3.23538634e+00 4.80227616e+00 0.00000000e+00 -9.83887078e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 9.23516961e-01 8.94174732e+00 2.92965835e+00 1.41828823e+01 0.00000000e+00 -1.37376557e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 2.22253518e-01 8.23243182e+00 3.43725695e+00 6.36592478e+01 0.00000000e+00 -3.63853392e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 2.08314596e-01 5.54686096e+00 3.22803793e+00 4.29770115e+01 0.00000000e+00 -3.47687540e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 2.28332696e-01 9.70413954e+00 1.56273666e+00 3.32081540e+01 0.00000000e+00 -2.79298084e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 2.41381338e-01 4.75984881e+00 5.13046465e+00 5.05843497e+01 0.00000000e+00 -1.18956646e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 2.89973675e-01 9.85699287e+00 7.59460127e+00 1.29080563e+02 0.00000000e+00 -2.94859740e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 3.35699098e-01 7.01127999e+00 6.46058552e+00 6.74666305e+01 0.00000000e+00 -4.63490783e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 1.12177996e+00 6.71204146e+00 7.05584502e+00 2.11089188e+01 0.00000000e+00 -1.84110998e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 4.27708778e-01 2.49359406e+00 1.73034261e+00 5.04405365e+00 0.00000000e+00 -7.08717128e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 4.59326980e-01 8.93734982e+00 9.56341639e+00 9.30400363e+01 0.00000000e+00 3.78184846e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 5.99199939e-01 4.84740719e+00 8.54642650e+00 3.45694372e+01 0.00000000e+00 -8.77212114e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.66283892e-01 2.46010065e+00 8.24581287e+00 3.80900427e+01 0.00000000e+00 -3.64625336e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 3.66107147e-01 1.11346768e+00 8.40685425e+00 1.27841816e+01 0.00000000e+00 -3.65981442e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 1.15645979e+00 6.03780115e+00 9.39439457e+00 2.45237607e+01 0.00000000e+00 -6.43976495e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 6.70769806e-01 5.74659660e+00 5.89828570e+00 2.52657977e+01 0.00000000e+00 -8.43262725e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 2.79746538e-01 7.47418260e+00 2.80253816e+00 3.74386795e+01 0.00000000e+00 -4.71023432e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 1.18681843e+00 9.01232248e+00 6.55105247e+00 2.48733066e+01 0.00000000e+00 -1.46276108e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 2.30923890e-01 1.71465926e+00 7.68593344e+00 2.85348496e+01 0.00000000e+00 -3.39646767e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 3.66547501e-01 7.58346841e+00 7.64125654e+00 7.90446360e+01 0.00000000e+00 -5.83017631e-01 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 3.75567163e-01 2.68670750e+00 5.69304122e+00 2.03632506e+01 0.00000000e+00 -4.87434477e-01 0.00000000e+00
