G c dx1dt d2x1dt2 d1 d2 Fc m1 p m2 W Fg
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 1.00642064e+01 1.42776732e+03 5.66424602e+01 6.77560958e+00 6.68780686e+01 2.40685274e+00 2.23282258e+05
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 3.82531226e+00 2.43352035e+02 2.42208487e+01 7.04331234e+00 2.75107478e+01 7.64155853e+00 5.54725203e+03
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 7.12397135e+00 2.47892106e+02 1.01021740e+01 6.69053938e+00 1.20793538e+01 4.24427055e+00 1.00045146e+03
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 4.28317645e+00 7.19832762e+01 2.77031727e+01 2.79092925e+00 7.94091722e+01 7.04143743e+00 5.25054635e+03
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 6.40212015e+00 2.94726585e+02 1.62275635e+01 4.76500478e+00 2.72445704e+01 3.43579548e+00 5.92381476e+03
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 5.82684130e+00 7.55736923e+01 9.23824908e+00 7.75845819e+00 9.52586079e+00 1.73106671e+00 6.59352328e+02
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.07072337e+01 5.81718952e+02 1.02146686e+02 1.91235608e+00 4.27312413e+02 9.93323616e+00 2.38734378e+05
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 7.65837433e+00 3.18699667e+02 7.42149185e+01 3.50067498e+00 1.69601391e+02 2.40581357e+00 2.17722681e+05
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 4.42078927e+00 7.47882919e+02 3.65845782e+01 3.48687198e+00 8.39367282e+01 9.89578895e+00 5.24968766e+04
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 2.51960948e+00 9.23420724e+01 9.42717914e+00 4.88817035e+00 1.54285607e+01 9.79551939e+00 5.44184402e+02
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 2.62707635e+00 1.00133969e+02 4.93640525e+00 9.82331867e+00 4.02015280e+00 8.14436294e+00 9.28763166e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 4.28713401e+00 1.03266788e+02 3.06877221e+01 1.60752292e+00 1.52720545e+02 6.93480666e+00 1.62787619e+04
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 3.77985724e+00 1.86135256e+02 1.87532795e+01 5.66830895e+00 2.64675475e+01 6.20026345e+00 3.94215802e+03
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 8.99710831e+00 3.19043964e+02 1.88790293e+01 2.61428214e+00 5.77719718e+01 8.79491391e+00 4.39757082e+03
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 6.29741647e+00 8.03969396e+02 3.43624335e+01 9.73608891e+00 2.82351025e+01 3.60495569e+00 3.43597861e+04
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 6.22747804e+00 8.67909366e+01 8.15486187e+00 2.01973154e+00 3.23007754e+01 5.20913091e+00 7.04735999e+02
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 2.33444152e+00 3.71517560e+02 2.14392392e+01 4.63240902e+00 3.70247776e+01 6.57450972e+00 1.92147529e+04
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 8.96412827e+00 7.83407837e+02 2.98417608e+01 7.64096486e+00 3.12439712e+01 4.70071428e+00 1.73343144e+04
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.81100972e+00 1.02572339e+03 5.43857217e+01 7.34098985e+00 5.92679983e+01 4.84737809e+00 8.73215309e+04
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 2.25487756e+00 5.68815931e+01 8.58071037e+00 4.80455773e+00 1.42876175e+01 3.97256201e+00 7.78504555e+02
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 9.01038835e+00 1.53191336e+02 5.11845219e+01 4.11871751e+00 9.94183684e+01 6.07808635e+00 1.42340704e+04
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 6.11832170e+00 9.24118065e+02 3.62228660e+01 4.57851141e+00 6.32919528e+01 8.65517075e+00 4.00083662e+04
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.41419064e+00 1.65235440e+01 9.09434582e+00 3.37848637e+00 2.15347225e+01 2.81375540e+00 3.36852549e+02
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 5.35012608e+00 1.32670112e+03 5.20367261e+01 2.84799645e+00 1.46170761e+02 9.40989735e+00 2.00444741e+05
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.70946263e+00 7.39129714e+02 4.55397897e+01 5.34735728e+00 6.81305359e+01 7.20178888e+00 5.57722116e+04
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 2.70357504e+00 6.68119329e+02 2.55636280e+01 3.41680380e+00 5.98538973e+01 8.40945891e+00 4.49637453e+04
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 9.75551192e+00 2.11547439e+03 8.83210019e+01 3.58715498e+00 1.96971700e+02 6.00571623e+00 6.28146176e+05
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 8.85015090e+00 1.65277424e+03 5.64736962e+01 6.91080457e+00 6.53743808e+01 8.01565031e+00 8.60157338e+04
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 7.50238594e+00 8.13930516e+02 6.97486927e+01 9.71683599e+00 5.74250242e+01 1.14580358e+00 3.79240766e+05
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 5.41367425e+00 2.19847995e+02 9.72530047e+00 6.43273481e+00 1.20947631e+01 8.36542382e+00 5.71008846e+02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 5.13903611e+00 1.80165764e+02 1.42035032e+01 1.69281520e+00 6.71237033e+01 1.36124973e+00 2.45541086e+04
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 7.23478017e+00 1.53991004e+02 1.01796656e+01 1.68025252e+00 4.84673129e+01 9.00922039e+00 1.16564218e+03
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 6.20974959e+00 4.62867807e+02 2.43917286e+01 9.56280899e+00 2.04054927e+01 9.92766473e+00 3.73702024e+03
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 1.78611279e+00 1.86632539e+02 8.03410608e+00 3.67561711e+00 1.74862742e+01 3.64660716e+00 4.02554189e+03
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 5.81543045e+00 5.71270688e+02 2.00175333e+01 1.82860287e+00 8.75752019e+01 2.89286701e+00 5.95282770e+04
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 8.51033455e+00 1.65843538e+03 7.19858356e+01 6.39140128e+00 9.01033529e+01 7.88827027e+00 1.60235279e+05
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 5.55333570e+00 3.08650107e+02 2.33838746e+01 6.61283900e+00 2.82890596e+01 3.27723707e+00 1.12186249e+04
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 1.88495292e+00 7.44469502e+01 6.65088783e+00 6.83654338e+00 7.78274921e+00 8.79006145e+00 2.32577208e+02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 8.33834419e+00 1.08900582e+03 4.90650248e+01 3.40661825e+00 1.15222831e+02 1.92558333e+00 3.83441071e+05
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 3.44739745e+00 6.02635501e+01 7.81979377e+00 1.13599616e+00 5.50691565e+01 2.13359677e+00 3.52821251e+03
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 4.33046225e+00 1.63641655e+02 3.55954159e+01 9.68513833e+00 2.94020919e+01 9.81236400e+00 4.03049380e+03
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 2.95950201e+00 5.21591203e+01 4.94519703e+00 3.25803741e+00 1.21427630e+01 7.06455008e+00 1.49805663e+02
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 4.52979215e+00 4.22157949e+02 4.47633265e+01 7.08423659e+00 5.05497815e+01 8.62198502e+00 2.44585703e+04
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 8.35620227e+00 6.83088532e+02 6.64335037e+01 7.35966883e+00 7.22135794e+01 3.91896440e+00 1.00069738e+05
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.31912044e+00 1.47270515e+02 1.76204954e+01 6.49006675e+00 2.17199558e+01 7.08835375e+00 1.25831925e+03
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 4.29442745e+00 1.23486265e+01 4.50785643e+00 3.81616655e+00 9.45002032e+00 6.34817645e+00 1.92959965e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 1.06233233e+01 2.58486601e+02 8.85895169e+01 3.43986628e+00 2.06030141e+02 6.42835108e+00 6.90861741e+04
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 9.11847136e+00 1.94740513e+03 6.71275973e+01 6.37901454e+00 8.41855392e+01 7.14279214e+00 1.68968154e+05
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 9.24758051e+00 9.71983439e+02 6.99215528e+01 8.79486070e+00 6.36021924e+01 6.17823256e+00 7.56570919e+04
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 3.59770302e+00 3.34539412e+02 2.85709179e+01 9.52060356e+00 2.40076526e+01 4.86156132e+00 1.31195851e+04
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 5.34217827e+00 1.80068140e+02 8.90221583e+00 1.95315224e+00 3.64629675e+01 3.48330425e+00 3.14106716e+03
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 1.05396059e+01 3.70751895e+02 4.45423933e+01 2.39345751e+00 1.48880498e+02 7.91723198e+00 2.94643592e+04
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 8.15754403e+00 4.65160856e+02 1.66644066e+01 9.50262633e+00 1.40293060e+01 3.03645187e+00 4.39039279e+03
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 1.49212026e+00 2.64406043e+02 1.30828072e+01 7.62881706e+00 1.37193561e+01 7.23118876e+00 4.39837771e+03
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 2.69505935e+00 5.67858563e+01 1.78134884e+01 8.94694442e+00 1.59281091e+01 3.09999540e+00 1.92851931e+03
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 5.59570702e+00 2.93888512e+02 2.22601826e+01 2.82369371e+00 6.30668477e+01 6.62797153e+00 1.11244066e+04
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 9.40739674e+00 3.85960451e+02 1.47886643e+01 6.28827284e+00 1.88142782e+01 7.72370440e+00 1.47796521e+03
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 6.05878516e+00 6.33351951e+02 2.30163608e+01 7.31025635e+00 2.51880205e+01 2.96842500e+00 2.04156953e+04
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 5.86443941e+00 3.36127553e+02 2.30276004e+01 7.12100697e+00 2.58700496e+01 1.53948971e+00 2.21792454e+04
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 2.25597872e+00 2.88521802e+02 1.70697628e+01 4.67336522e+00 2.92205073e+01 2.17876369e+00 2.92784949e+04
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 7.70996457e+00 3.49711117e+02 5.19498742e+01 1.13855403e+00 3.65023516e+02 6.45397271e+00 1.33270883e+05
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 8.60053083e+00 2.24591558e+03 7.72750357e+01 6.24633451e+00 9.89700895e+01 8.64501766e+00 2.31017810e+05
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 5.07206876e+00 2.14946412e+02 2.66280279e+01 3.27791385e+00 6.49877431e+01 1.40497139e+00 5.21973007e+04
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 8.19137511e+00 4.71487610e+02 1.70081471e+01 5.05228822e+00 2.69313964e+01 7.60736133e+00 3.46573459e+03
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.97239630e+00 1.47521655e+03 7.39872334e+01 9.61822914e+00 6.15391730e+01 4.07186781e+00 1.65413527e+05
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 3.14303477e+00 4.31610782e+02 2.46635995e+01 4.59131786e+00 4.29743272e+01 5.30675533e+00 2.74270805e+04
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 6.06620643e+00 5.81976044e+02 3.67096165e+01 8.55821446e+00 3.43152107e+01 9.35973595e+00 1.29119205e+04
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 4.23443070e+00 2.62578102e+02 3.36158945e+01 2.69686545e+00 9.97184180e+01 3.98774354e+00 5.21262289e+04
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 8.90826272e+00 3.43983048e+02 4.84980109e+01 7.05214448e+00 5.50164688e+01 5.18803241e+00 1.98590277e+04
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 6.86849716e+00 3.16573855e+02 3.91819978e+01 9.79306259e+00 3.20079627e+01 1.12314173e+00 5.14663494e+04
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 7.45808326e+00 2.61382543e+02 3.61558119e+01 1.91703791e+00 1.50881990e+02 1.73438848e+00 1.10234743e+05
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 8.43072033e+00 2.41759131e+02 1.03594343e+01 1.07487948e+00 7.71021084e+01 3.32732432e+00 6.88375432e+03
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 5.04553109e+00 1.12020966e+02 9.94485703e+00 4.90224513e+00 1.62290653e+01 1.25067017e+00 2.86511256e+03
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.05510947e+01 5.40489030e+01 1.35356055e+01 1.83362935e+00 5.90549252e+01 6.68237793e+00 6.12762446e+02
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 6.00298041e+00 1.13752889e+03 4.03862135e+01 7.73545915e+00 4.17673601e+01 4.83758521e+00 6.60749808e+04
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 2.64495545e+00 2.49087305e+02 1.01280735e+01 9.23093797e+00 8.77750326e+00 5.93330682e+00 1.41102358e+03
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 7.47700106e+00 1.13620059e+03 4.17002534e+01 4.90618875e+00 6.79961665e+01 2.57182467e+00 1.67536459e+05
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 8.34027297e+00 2.22841167e+03 7.64644421e+01 3.32840478e+00 1.83786401e+02 3.66338826e+00 1.02495573e+06
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.63056479e+00 9.61184613e+01 1.50198392e+01 4.90962987e+00 2.44740879e+01 6.97442027e+00 1.09404838e+03
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 9.15261637e+00 5.60291564e+02 4.29573135e+01 7.51103036e+00 4.57538436e+01 9.68772451e+00 1.24197181e+04
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 9.41090824e+00 1.67618781e+03 7.34047101e+01 1.08148745e+00 5.42990747e+02 1.45375096e+00 4.88334582e+06
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 3.76746375e+00 2.32812023e+02 1.15253629e+01 6.30508591e+00 1.46235760e+01 9.01345889e+00 1.15550822e+03
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 1.06902455e+01 1.19328063e+02 1.80966527e+01 6.51962516e+00 2.22057584e+01 6.19193081e+00 7.24423752e+02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 2.50614010e+00 2.04641006e+02 9.04155970e+00 6.73919422e+00 1.07331048e+01 6.07527610e+00 1.30433762e+03
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.48040031e+00 6.25788714e+01 8.53043188e+00 3.17819872e+00 2.14723688e+01 5.50250682e+00 5.98534124e+02
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 3.32151463e+00 2.25158546e+02 3.11135538e+01 7.42647451e+00 3.35163651e+01 1.62454677e+00 4.35137566e+04
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 9.38879766e+00 1.30953054e+03 7.76743062e+01 1.82252338e+00 3.40952801e+02 1.80889167e+00 2.04204233e+06
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 7.20426665e+00 8.77438815e+02 4.82731527e+01 2.79343303e+00 1.38247532e+02 6.40820805e+00 1.26839205e+05
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 2.69044185e+00 3.90954634e+02 2.37919683e+01 8.89723042e+00 2.13926961e+01 4.06862714e+00 1.81781949e+04
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 6.05977391e+00 2.23509485e+02 4.98904136e+01 7.64850836e+00 5.21831566e+01 9.25541260e+00 1.03750740e+04
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 6.76247337e+00 4.67508745e+02 1.81175489e+01 1.12370999e+00 1.28983806e+02 4.65931484e+00 3.46734250e+04
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 2.34107759e+00 1.60892474e+02 2.11470265e+01 3.23538634e+00 5.22893385e+01 2.28953313e+00 3.31921546e+04
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 9.86526428e+00 3.40084966e+02 5.77520480e+01 2.92965835e+00 1.57703162e+02 7.43246950e+00 4.22428649e+04
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 8.45468534e+00 1.83728555e+03 6.98945573e+01 3.43725695e+00 1.62675199e+02 3.64018079e+00 6.78767378e+05
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 5.75517556e+00 1.44823185e+03 5.21696403e+01 3.22803793e+00 1.29291269e+02 5.72923277e+00 2.96258005e+05
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 9.93247223e+00 9.84817973e+02 3.83595184e+01 1.56273666e+00 1.96370991e+02 7.28049507e+00 1.02586018e+05
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.00123015e+00 2.35502634e+02 9.95478518e+00 5.13046465e+00 1.55226255e+01 9.10237700e+00 7.99394549e+02
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 1.01469665e+01 6.22355605e+02 3.09626208e+01 7.59460127e+00 3.26154010e+01 8.12972075e+00 7.61881073e+03
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 7.34697909e+00 6.07015583e+02 3.55885470e+01 6.46058552e+00 4.40685097e+01 7.08724961e+00 1.82831882e+04
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.83382142e+00 3.00203166e+02 6.55074558e+01 7.05584502e+00 7.42731232e+01 7.11669864e+00 2.61990440e+04
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 2.92130284e+00 3.05961568e+02 2.55513951e+01 1.73034261e+00 1.18133345e+02 9.51332180e+00 3.32311392e+04
