G	c	dx1dt	d2x1dt2	d1	d2	Fc	m1	p	m2	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.851384282895312872e+00	9.274383542222876642e+00	1.118169312201789278e+00	1.316845264804905158e+00	1.683191028638859166e+02	6.844289970002779278e+00	1.608857919746277565e+00	3.386756953262633374e+01	3.666040427354392062e+00	8.084560633674235760e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.640553659815466858e+00	1.298439545590591271e+00	7.006208574454947602e+00	8.533335954289652747e+00	9.567194014114625134e+01	3.034162420395471926e+01	8.017719281231862283e+00	3.040207054134794618e+01	3.050745874855190110e+00	3.446837659023108699e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.529270222641955890e+00	7.292763572306649067e+00	9.583675174006533126e+00	9.842023911276370995e+00	1.367449966232592260e+03	6.459803885034330051e+01	3.416134495087994605e+00	1.446550505166252094e+02	4.701669022801556075e+00	2.752485514619277674e+05
1.000000000000000000e+00	1.000000000000000000e+00	2.259836504897848375e+00	3.674031817404701084e+00	6.049907431530391122e+00	6.557401763472668677e+00	1.538075238750785729e+02	1.430409486190951540e+01	4.855463916814971803e+00	2.478215975906134361e+01	3.115475438587282930e+00	2.332086618229437136e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.638974454722910146e+00	9.325046916216292558e+00	9.406706843806388108e+00	9.624061003143964399e+00	9.588590115781306622e+02	3.525232329005851994e+01	7.207747482406893447e+00	3.969606398634172706e+01	7.106223396265296977e+00	1.925659605590074716e+04
1.000000000000000000e+00	1.000000000000000000e+00	4.287849193239611445e+00	9.728373143427681669e+00	1.537611356317793776e+00	1.629216283938378806e+00	1.795386957847019573e+02	7.451446246842386323e+00	4.043108842257487900e+00	1.481251407898389694e+01	8.480011207166098686e+00	2.008511768455944775e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.158534018016354139e+00	9.499398242581916563e+00	4.747448399275377540e+00	4.958658991202015365e+00	6.873434533565111906e+02	2.567597455501379855e+01	1.544040586969871676e+00	1.346640355163724792e+02	7.048361648504222643e+00	6.755009240100471652e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.106430554127307175e+00	5.418024142715523794e+00	3.402559875055066740e+00	3.783359994107468260e+00	4.250206158552972511e+02	3.002581302724475520e+01	4.373863771215626528e+00	5.510530302428684735e+01	8.393097644161636950e+00	2.109400965624468881e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.743855460085240949e+00	8.775720561402076569e+00	7.548995826322316915e+00	7.762675790183689806e+00	5.507722146321495984e+02	2.154542159377022514e+01	9.570620842652536098e+00	1.900135658000488093e+01	4.541372159164723143e+00	6.836229764775093827e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.573413664035019366e+00	8.636843464824751848e+00	9.886889828680535786e+00	1.009708921397947989e+01	1.422376638506479139e+03	5.638073145439029332e+01	6.757824626741416374e+00	6.751534248308570341e+01	2.389959303697665405e+00	2.237791725234485639e+05
1.000000000000000000e+00	1.000000000000000000e+00	6.317963590584652067e+00	3.896272195370705127e+00	3.422535440481097258e+00	3.767064422308816329e+00	2.439392142038890654e+02	2.472124815062031189e+01	7.102057690153906755e+00	2.566589573771693011e+01	7.565287901874140353e+00	5.752096713135145365e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.457933611835328769e+00	8.445618360792060741e+00	6.828597568790089944e+00	7.112540764707464547e+00	2.429869350943718587e+02	1.057167155196388109e+01	6.669720488483979359e+00	1.189267789618513227e+01	4.192001239629387754e+00	2.072123146589502994e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.475916994707450414e+00	1.405055345277937517e+00	2.799003884911644757e+00	4.302710384720613845e+00	7.414945236807754725e+01	2.774325089447468073e+01	2.743229762882600120e+00	7.925538710487795413e+01	7.088287739655446451e+00	5.280824174314466291e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.499907822598538942e+00	6.350231015973887949e+00	6.239750476461358275e+00	6.342009709230348236e+00	3.022942666178300328e+02	1.605893998704625858e+01	4.710561760622592686e+00	2.770350923835805901e+01	3.452235048881633794e+00	7.031501267216010092e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.599618534494752886e+00	3.128773867767890682e+00	5.179069182982810382e+00	5.747718525301443115e+00	7.481925488492275633e+01	9.685818623887483270e+00	7.700833002284165119e+00	9.480072812248433678e+00	1.820084789844960360e+00	2.061891645464430439e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.522065352545375561e+00	2.066509514181961826e+00	9.751459702971573051e+00	1.073690371436505409e+01	5.823799230648357934e+02	1.019195684028478723e+02	1.948033906737453913e+00	4.278055918133680962e+02	9.916939156041644665e+00	2.393147577046417573e+05
1.000000000000000000e+00	1.000000000000000000e+00	9.738342947753690027e+00	1.639174043636705491e+00	6.520283614229708924e+00	7.726118366896804979e+00	3.289485541477029074e+02	7.428975715465676899e+01	3.460467373747634579e+00	1.688617011612535066e+02	2.386122132856637101e+00	2.169772303920057020e+05
1.000000000000000000e+00	1.000000000000000000e+00	8.293602281589514291e+00	7.286926540155875820e+00	4.147825692162871114e+00	4.416020080189063002e+00	7.418516967942215388e+02	3.702669756205174423e+01	3.430950250319201977e+00	8.411506015363423217e+01	9.873570908082761832e+00	5.236652506809557235e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.724460090348798769e+00	3.997420248868069681e+00	1.932594989665217478e+00	2.492024435836331264e+00	9.839175023909224649e+01	9.153678310902398252e+00	4.926807517015619808e+00	1.604587523717679787e+01	9.778134666873876668e+00	1.778927642299157469e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.891579541289671207e+00	7.552699439958416860e+00	2.423742423213179009e+00	2.636466665433942147e+00	1.055723102319611257e+02	5.207579347892157706e+00	9.841072938535138093e+00	3.009097187200980628e+00	8.108415588719422473e+00	-1.399779676732186999e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.229271704215892491e+00	1.521774164101686866e+00	2.917256538160954982e+00	4.290480550164070372e+00	1.076054313638469893e+02	3.085795677090908384e+01	1.659631637889465772e+00	1.544442718487007937e+02	6.949567246877578874e+00	1.588810945210532191e+04
1.000000000000000000e+00	1.000000000000000000e+00	4.930542300214755258e+00	3.819866126421048502e+00	3.235686167397251456e+00	3.794509083883956801e+00	1.926953865081374317e+02	1.874035673359891518e+01	5.696057885996977710e+00	2.728419555776326177e+01	6.201848733375260103e+00	3.600331769151735898e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.120137149975964252e+00	5.775772277113866870e+00	8.722214362412051614e+00	8.844604954531973817e+00	3.204688615858259482e+02	1.855415496607267656e+01	2.573513382757942392e+00	5.777289982492634834e+01	8.767139132734467211e+00	3.535232573382063492e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.452778658665677014e+00	8.273621289273497936e+00	6.031318059515990981e+00	6.232928263643803035e+00	8.010089934988423011e+02	3.412552598575909713e+01	9.740208619514662658e+00	2.766702301132599473e+01	3.673105119482466652e+00	3.522976723855161981e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.332606366264461606e+00	3.776760183714915176e+00	5.672214696975736992e+00	6.176493890082842775e+00	9.234971777935780324e+01	8.249518648851614344e+00	2.026505458577012142e+00	3.218071104793393289e+01	5.312436793727109752e+00	1.080300107354274814e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.148456542886606258e+00	6.633568343662806122e+00	2.081469738916154277e+00	2.343541832140093373e+00	3.772706895676232079e+02	2.097377719670673457e+01	4.582651511020461754e+00	3.708224492942579076e+01	6.638052572637139548e+00	1.850605513760179383e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.334991524556918385e+00	9.037403527437026796e+00	8.694261647308316299e+00	8.975340395341872224e+00	7.890211642775658447e+02	2.988451687765904552e+01	7.581167363059967634e+00	3.154615481911735486e+01	4.731115004227398835e+00	1.793781711913820618e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.022659378995888879e+00	6.600424452229164629e+00	7.437841684793229824e+00	7.849384029197936208e+00	1.025949393447756847e+03	5.456265710687684845e+01	7.304139833666069670e+00	6.029707399419603320e+01	4.888871290131251435e+00	8.716364058059827948e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.754685967011539560e+00	3.143996758191794694e+00	1.624172965804157709e+00	2.270414851482159602e+00	5.324440533471693016e+01	8.902898735374815686e+00	4.914805578905561134e+00	1.396113376243607540e+01	4.073679996121249758e+00	-1.087347218968744755e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.608660678213222006e+00	1.201959120691222793e+00	7.360415492885365119e+00	8.931928210678700353e+00	1.541631675850818226e+02	5.072722880708040805e+01	4.096374122615088709e+00	9.980424573993279580e+01	6.119500547026698989e+00	1.352351875902480424e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.850494944511595463e+00	8.906053052358068101e+00	5.823172664400257936e+00	6.205604795903980175e+00	9.289031721557223591e+02	3.665330741482838306e+01	4.645251117968201449e+00	6.240567164048253090e+01	8.623295981472546501e+00	4.044296965851566347e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.600330226753416518e+00	1.242238068955706654e+00	1.770698409701720877e+00	3.490912556371573938e+00	2.172570588005598680e+01	9.648766454068569587e+00	3.353116017130223447e+00	2.125109649458552141e+01	2.835122280164868336e+00	1.272745072589501660e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.758482385770168577e+00	8.884125608379612515e+00	5.150353157003147331e+00	5.274231813045394013e+00	1.324519013431568965e+03	5.217085455859700716e+01	2.896112632268302178e+00	1.464290939550284349e+02	9.444008548918681356e+00	1.999595887557441893e+05
1.000000000000000000e+00	1.000000000000000000e+00	7.900105939976827862e+00	5.773818092248367506e+00	5.342402161603427402e+00	5.729531362168311048e+00	7.407313325791612897e+02	4.520032529918970710e+01	5.396212541538775831e+00	6.860456800929539156e+01	7.147607148300027191e+00	5.631484547997156187e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.439367453505683514e+00	9.434701599764361291e+00	2.475884521811913874e+00	2.667659132691100776e+00	6.614727094768653615e+02	2.545632914620200538e+01	3.468371100504940241e+00	5.933736937559019964e+01	8.393938876748601174e+00	4.654024829969549319e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.086909877484968590e+00	8.138443761051988190e+00	9.537256768059583223e+00	9.763888174463671632e+00	2.120476450747426043e+03	8.830543656848901435e+01	3.608149530042708442e+00	1.966694278238900324e+02	6.065653999386382722e+00	6.268914846822381951e+05
1.000000000000000000e+00	1.000000000000000000e+00	6.403650685749721738e+00	1.005023162558485339e+01	8.715505949605548253e+00	8.913686414011049663e+00	1.648796213120087714e+03	5.656214363355485375e+01	6.985366593955254721e+00	6.637595509589542075e+01	7.916325610704853410e+00	8.637022290865526884e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.276000476704600928e+00	4.229406514401682138e+00	7.005586184373179037e+00	7.630873501617501553e+00	8.179184286859642725e+02	6.975588114448186161e+01	9.737317710814954452e+00	5.822180111316217221e+01	1.077693388586022483e+00	3.800686640540483641e+05
1.000000000000000000e+00	1.000000000000000000e+00	1.806765902278580027e+00	7.855510231515727249e+00	5.196809667223521778e+00	5.458991205586445794e+00	2.140112614478574358e+02	9.817247570038873050e+00	6.525494607351967957e+00	1.223771229163482133e+01	8.355815019691453571e+00	4.761749107958914351e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.769644796302951573e+00	4.608822911747950890e+00	4.737098256462362045e+00	5.156826527844689423e+00	1.854038009361856609e+02	1.417382704210445787e+01	1.605122859390274881e+00	6.558992758742044771e+01	1.380514473311125867e+00	2.578828091877316183e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.394908986626207215e+00	5.310901723091792981e+00	6.907313484625055899e+00	7.214282209410795232e+00	1.556254412839197414e+02	1.026636136992788195e+01	1.699106562156881495e+00	5.018931788911007885e+01	8.935270858007914541e+00	3.357179448958091598e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.916561953589468903e+00	6.645732471214508941e+00	5.911057336975806820e+00	6.220735937397051885e+00	4.588996885673836914e+02	2.424112745278868530e+01	9.578146359745408844e+00	2.039182466457666010e+01	9.920758585515013550e+00	4.079235706353835667e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.619083849790945884e+00	8.866670854232829413e+00	1.510082514248540786e+00	1.868134021397995115e+00	1.901435865198000670e+02	7.923511688468830805e+00	3.624919774771122150e+00	1.727193185720359381e+01	3.709452331246627210e+00	3.792727636362551948e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.485943696728945440e+00	9.909426597814679383e+00	5.586986248408064348e+00	5.812733624670923582e+00	5.682725411534220257e+02	1.982916057559519274e+01	1.859977939856477525e+00	8.721699444525634703e+01	2.896606419101562135e+00	6.050201638898880628e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.592898072368976514e+00	7.872891857364301416e+00	8.276563733656063349e+00	8.456884371203482686e+00	1.662241988902722596e+03	7.261282105205370385e+01	6.310737510555288310e+00	9.036144597294018865e+01	7.939421955523453533e+00	1.610745523333282908e+05
1.000000000000000000e+00	1.000000000000000000e+00	4.183882759730051859e+00	4.712817438706587758e+00	5.233568166261971299e+00	5.455636256509259319e+00	3.072580341962745933e+02	2.386260190825599636e+01	6.577425546443098625e+00	2.855415797079998441e+01	3.244984922283924877e+00	8.708156040391608258e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.523811935246690563e+00	4.861008102247009965e+00	1.440883323046178388e+00	1.915899888427258002e+00	6.570662696402020231e+01	6.832481074150193123e+00	6.728325251514664984e+00	8.434640700880009945e+00	8.745945700752187690e+00	2.298507334952130066e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.812165987582103455e+00	7.612503062456289271e+00	8.120941348228857493e+00	8.353260571691375702e+00	1.084016627451923796e+03	4.949842958730632603e+01	3.490992554913015411e+00	1.145877854032623731e+02	1.971821045298761010e+00	3.830477815371512552e+05
1.000000000000000000e+00	1.000000000000000000e+00	2.224501763272054955e+00	3.078729686147529510e+00	2.794159905955605705e+00	3.408436368364955449e+00	5.807769265111080159e+01	8.080907946018923482e+00	1.123461516586730768e+00	5.485486365443690460e+01	2.153710471296863105e+00	3.923601205311412286e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.322710246135340384e+00	1.967278485748224393e+00	3.333687209755059833e+00	4.392351264205363925e+00	1.705899913572087598e+02	3.565469550082963934e+01	9.802439897934954516e+00	3.079453526951656883e+01	9.747785203115173047e+00	3.837478432639364655e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.642701681252633161e+00	4.173238072292892120e+00	2.566032107866750511e+00	2.934060494432575439e+00	5.673557058748887982e+01	4.452842546498890108e+00	3.301504104036526055e+00	1.229677565509446957e+01	7.020928692509824209e+00	6.491234103571345315e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.985859864157644594e+00	3.671655918342942471e+00	4.014137153053739304e+00	4.521670439096781458e+00	4.304047154149158700e+02	4.467759321193248212e+01	7.108493828583320351e+00	5.043147319648769411e+01	8.707206945102228701e+00	2.359822326177882496e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.882908312712285870e+00	3.718222602578697522e+00	7.742223329653003638e+00	8.355197092043328055e+00	6.914865044246146226e+02	6.632393904252832328e+01	7.327934124034582553e+00	7.156786657545738706e+01	3.868604358860022074e+00	1.008018287049068167e+05
1.000000000000000000e+00	1.000000000000000000e+00	2.731424130868175482e+00	3.166308119126104437e+00	5.642862664060329436e+00	6.297951024590028979e+00	1.445547875726554992e+02	1.724995524264160807e+01	6.433423894257452424e+00	2.206689941298718338e+01	7.139246150077945607e+00	2.907867009535655598e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.031230561982258820e+00	1.424455120803754582e+00	2.913295635148092533e+00	4.308654794477017269e+00	1.139139758076036379e+01	4.021849132187594655e+00	3.844476964686646348e+00	1.015703935618893894e+01	6.322129869722078688e+00	-8.255618243524575064e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.335702517264266476e+00	1.213506419193076002e+00	8.908304711118596231e+00	1.069278251643643074e+01	2.563979193912363712e+02	8.875064681313033077e+01	3.435994958193087090e+00	2.066298880308303296e+02	6.428178092736416716e+00	6.769375706465993426e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.411676426421778707e+00	9.851222429634715283e+00	8.852801741900764299e+00	9.049557027681933263e+00	1.943994869084237735e+03	6.723371725172978586e+01	6.306514809801708310e+00	8.400806693604860698e+01	7.158838446589191662e+00	1.689880908125005371e+05
1.000000000000000000e+00	1.000000000000000000e+00	7.585461597768194508e+00	4.838909652781839377e+00	8.789986129751351740e+00	9.277047969591535548e+00	9.626314237313542890e+02	6.953978866734011888e+01	8.712747459174519093e+00	6.384992055550961965e+01	6.063793208009956359e+00	7.562853137094184058e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.918900851941992336e+00	4.403869289378344654e+00	3.188010360895266349e+00	3.608087604463205533e+00	3.344645158390868573e+02	2.832699945071399839e+01	9.468705327881101752e+00	2.515399029238898976e+01	4.781887868769516103e+00	1.428663058612518580e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.659186406632167765e+00	7.105115763033547083e+00	5.116061970556852856e+00	5.351453280540817481e+00	1.735394060317314029e+02	9.281960699573289730e+00	2.051728032358911769e+00	3.719732325974086251e+01	3.488006764556518924e+00	1.915952928213707764e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.208922888940898055e+00	3.002342816115073809e+00	9.865892817528365555e+00	1.059219543031724520e+01	3.705783533893468871e+02	4.425536750334097746e+01	2.513270553008804864e+00	1.483427596971878586e+02	7.877779324342407463e+00	2.892818994571709482e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.993317653747791685e+00	9.557137737742820605e+00	8.084790492484959401e+00	8.160517643104448382e+00	4.759057801182547678e+02	1.672026154611761584e+01	9.513723162134361644e+00	1.228338724011185512e+01	3.090735133965747394e+00	2.249819564420184179e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.719871532243947954e+00	8.150064850543841999e+00	1.290013611627322199e+00	1.521087615192526998e+00	2.618193382466581056e+02	1.302074557985768877e+01	7.636879892736317288e+00	1.392286735562840860e+01	7.143704192358142357e+00	5.768796631698941383e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.665315392159200769e+00	1.741200281763595203e+00	1.573397143781229301e+00	2.738240194316450715e+00	5.777501443623233257e+01	1.797908023777351971e+01	8.928738135625666317e+00	1.647572587143250900e+01	3.130784548434067727e+00	2.178232172278363123e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.879136285438051779e+00	4.786056018552915958e+00	5.130341944474198002e+00	5.565283788712099167e+00	2.984929181405077543e+02	2.198021682909237384e+01	2.773106509758691551e+00	6.231991380716663542e+01	6.553009477093032054e+00	1.066251220538225789e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.659561600019335836e+00	8.842619740944462237e+00	9.129152135828618952e+00	9.425443440325446787e+00	3.873839079498590081e+02	1.481812355101510370e+01	6.362716445221503925e+00	1.880825079974936997e+01	7.704525424404704559e+00	1.600834504202605331e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.780276992727123364e+00	9.507827383656655584e+00	5.866836976490954925e+00	6.043657690117957060e+00	6.348373294687002044e+02	2.307153674228902318e+01	7.411680074167446897e+00	2.500718930195160183e+01	2.910448897689671188e+00	1.918930421547086371e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.884839347325582448e+00	5.247799501339988737e+00	5.453324004796908930e+00	5.856436065461037899e+00	3.342870953130666862e+02	2.310287451612796872e+01	7.072642840721227842e+00	2.594156377289580817e+01	1.643114074482463938e+00	2.259213700332976077e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.606493668520201368e+00	6.508769388127392475e+00	2.041681597683457472e+00	2.236552026115151026e+00	2.873442116695794084e+02	1.709562166662086469e+01	4.668880867575842863e+00	2.884698272248109774e+01	2.105802249716780761e+00	2.817474631937272716e+04
1.000000000000000000e+00	1.000000000000000000e+00	6.818401750555055152e+00	2.533965541345588601e+00	6.991985568173407550e+00	7.738380067497096171e+00	3.448357117023132901e+02	5.206256892221480115e+01	1.114201078210000917e+00	3.659084817810620507e+02	6.447324181982555302e+00	1.333745431426288851e+05
1.000000000000000000e+00	1.000000000000000000e+00	9.045404400999428773e+00	9.867126235464011685e+00	8.433884178737324433e+00	8.605455626286543591e+00	2.250212212404632737e+03	7.799179213683484591e+01	6.223585391174461634e+00	9.907155891503228418e+01	8.550957794645270837e+00	2.330539726276516449e+05
1.000000000000000000e+00	1.000000000000000000e+00	5.277096113533418453e+00	2.992491645374522502e+00	4.358680009718570503e+00	5.095867595447448828e+00	2.061022613867503424e+02	2.746562782609888131e+01	3.342111516120477521e+00	6.438495872492583771e+01	1.492099141222898107e+00	5.185086700952766114e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.135172620253686926e+00	9.515574395452969014e+00	7.943389076305284568e+00	8.190318465365260536e+00	4.764192738933089686e+02	1.679910955772752956e+01	4.981266816053545377e+00	2.756054455359364042e+01	7.629218974153513244e+00	2.507481979943608621e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.326300937492133514e+00	6.943841845556009140e+00	9.749624027374482083e+00	9.875635967329667864e+00	1.468087879654028256e+03	7.322911766405054834e+01	9.643480895637029704e+00	6.067225844804958257e+01	4.079328662831719576e+00	1.657942660057528992e+05
1.000000000000000000e+00	1.000000000000000000e+00	7.818822358743071632e+00	6.414219618673514312e+00	2.802807576536060274e+00	3.144926908032949608e+00	4.364993748801380775e+02	2.485833937929109538e+01	4.630740122771991985e+00	4.385516709378978106e+01	5.387060387732029554e+00	2.620535818172015206e+04
1.000000000000000000e+00	1.000000000000000000e+00	6.002179441018932415e+00	5.682189165763633198e+00	5.771927436275618994e+00	6.070039029679433540e+00	5.801791846928977066e+02	3.677052509409783454e+01	8.550519283294939044e+00	3.499482806013725167e+01	9.367765973581782646e+00	1.462619497084887371e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.004985852021137660e+00	3.078444021862883240e+00	3.610447594801323934e+00	4.249064049604522886e+00	2.563220673114516899e+02	3.396287820134860880e+01	2.745210564318354862e+00	1.006714541089404946e+02	3.999703477379156435e+00	5.352518878720239445e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.423405354745763240e+00	2.514445690355818996e+00	8.138545451380647222e+00	8.872449066385021510e+00	3.469250112575771254e+02	4.859117476822034121e+01	7.060137428457434972e+00	5.490795161196717089e+01	5.195207417816130047e+00	1.969540110322109467e+04
