G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	p	m1	Fc	m2	d2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	7.388168657632354197e+00	7.465465546335014579e+00	1.019376491215606251e+01	3.775947372030714178e+00	4.488205296462520089e+00	5.786625463858232621e+00	6.658712025039399407e+00	5.210540756604361334e+00	3.798441921780238317e+01	5.627010912293378020e+00	4.510880385619519539e-01	2.311440810684105340e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.716296792201634780e+00	1.788053567304908054e+00	5.270743781235477599e+00	4.698324971352037416e+00	3.780678902222939897e+00	2.022458577225133336e+00	5.416585907788658893e+00	8.035562327108268121e+00	4.551357391132073715e+00	7.771095077948465324e+00	2.655569721503120428e-01	5.014725886525686072e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.685166603340756630e+00	1.004185518024064194e+01	9.247280935875361152e+00	7.186188097934086194e+00	6.187918200278109460e+00	4.166379663208448214e+00	1.115342422419070267e+01	9.952295201349278031e+00	2.897053899845189306e+01	1.010665986476351996e+01	2.436446805478126587e-01	6.662030632207232017e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.566093110429126689e+00	1.031365083612314493e+01	1.646827089069799133e+00	3.787461591392713878e+00	9.347216917256204738e+00	1.345970884808684431e+00	6.862202894589042756e+00	1.680458770716710459e+00	2.385181305093438198e+02	8.730092041406816605e+00	1.696062620433890222e-01	2.290183912862143067e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.356719007977183367e+00	8.992428159840255120e+00	4.336089560508437302e+00	1.883896083289616330e+00	6.001753426785955803e+00	1.111570439872505034e+01	9.604522258248307409e+00	1.972477080014556572e+00	6.843682755483388291e+02	6.111132241674000376e+00	2.472251935517659482e-01	1.821282038340847009e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.302867924067312444e+00	6.151497780349131084e+00	3.345492443851401543e+00	5.279034435961825977e+00	7.669315271599867145e+00	3.026811043714050520e+00	5.910426207359853912e+00	3.252068420502479906e+00	5.356860401454327558e+01	5.700524649151732071e+00	5.487338974438171757e-01	1.875132863318691667e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.618675592787037321e+00	9.904838547249271485e+00	7.790350453858714275e+00	9.107302203433235377e+00	4.710100078597689865e+00	1.267701358396480460e+00	3.504041380656905513e+00	8.916993031085448607e+00	1.777186571777500834e+00	1.338936011830508477e+00	5.745441675504692203e-01	2.835235436408251042e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.473992622828981247e+00	8.448894380260444592e+00	9.998412498287308381e+00	7.003453859253698788e+00	2.117752639535297909e+00	2.365713705142250323e+00	2.206746511379532372e+00	1.869143749168392876e+00	4.043997518342637321e+00	9.543402705075113346e+00	9.506011796331455266e-02	8.551818763532827461e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.777229110798207223e+00	4.100533516780296317e+00	3.087494191404592581e+00	6.215197699778112650e+00	7.462717856064816857e+00	1.806967330272622130e+00	7.739558919956551541e+00	7.591923522643432953e+00	1.393130026524994847e+01	5.075589223943914874e+00	9.740761438587356436e-01	1.735077816204338763e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.194143437192823010e+00	8.536048190040430583e+00	6.429797321685168932e+00	6.109922476122352286e+00	3.954988386374362008e+00	2.807694710212565337e+00	9.197153435387424025e-01	2.226050417176585583e+00	2.065840996416429576e+01	2.015405098176175525e+00	1.864723248871018868e-01	2.847527472021435635e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.232191714574908836e+00	2.175116854457721960e+00	3.001619393718574891e+00	3.095462773243795152e+00	6.614900345197246345e+00	3.067381034065001622e+00	2.936708259999593729e+00	5.301750345994380886e+00	7.876268828335287964e+00	7.404186378665362334e+00	1.256501616228346885e+00	3.552486508336627491e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.596756468984631638e+00	5.591685846968204920e+00	6.275240371043508070e+00	4.726894155720706259e+00	3.608451448048395793e+00	2.012040632907693638e+00	5.206895171386508814e+00	4.025882933661221408e+00	1.881724499988473553e+01	3.594956428978848262e+00	5.852409610724355060e-01	1.527403736001911261e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.395879466367462962e-01	2.943590305505957794e+00	5.335535190300481290e+00	7.158024745447904458e+00	1.704615372992150490e+00	5.781925285034930084e-01	5.669072439811703390e+00	7.900814495661608206e+00	2.263303773396466045e+00	6.179868207621842302e+00	6.851751532427371449e-01	1.601915783612706701e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.056873175633303497e+01	2.596577317736250556e+00	9.811268417048381707e+00	1.917099028248854031e+00	1.041520063328118617e+01	2.589125824246301022e+01	6.328671663463632413e+00	4.365824142664472163e+00	6.745815926672993612e+01	5.984346381250601254e+00	1.598504230377256530e+00	4.537353270709825637e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.019623487062637324e+01	2.145160375274130171e+00	6.664561895318695584e+00	3.976463591737623204e+00	2.449482749378075752e+00	2.845807498522551882e+00	2.378505296973924654e+00	7.220676222004072997e+00	-2.142787380244889128e+00	4.484584068786796607e+00	1.355114988281836741e+00	1.200455256325486442e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.895741359538678950e+00	7.242784123733120083e+00	4.629787472560955131e+00	2.703596171692929317e+00	9.668751642202199292e+00	5.676591516565863138e+00	3.417287752653399568e+00	3.937142174470485756e+00	8.849315993824424709e+01	8.391586366578160039e+00	2.375493059678159269e-01	1.052488586583638508e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.136623378831783882e+00	4.833439004646357340e+00	2.198007013527741638e+00	5.833636125870375722e+00	1.021736817769906835e+01	1.707596598457713277e+00	5.672184957107297087e+00	7.726545278362978664e+00	1.808477026391201292e+01	3.111003862346345628e+00	1.126369271514880976e+00	4.840931033096275149e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.316082627050231491e+00	7.652788570381845012e+00	2.415183550887917363e+00	1.013352026725579691e+01	7.146352680678980995e+00	9.429667449223854137e-01	8.565858146830841235e+00	8.907903084429740659e+00	2.257278707282650032e+01	5.087109461025797863e+00	5.711558073005355007e-01	-4.550247163943558770e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.475659857582826362e+00	1.651460252855919908e+00	2.736938244830937617e+00	1.928516279736531391e+00	5.528546780000759497e+00	6.973658694903354771e+00	6.696120389868049472e+00	2.339309757182746363e+00	7.291057953366760103e+01	5.199630821607552633e+00	2.673174187761113263e+00	1.352187981760850199e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.414523291849919318e+00	4.225388930369954110e+00	4.023933544018582609e+00	5.667580713032165818e+00	5.335385001501130375e+00	1.802448148640856118e+00	9.847204400530888080e+00	9.410234514407751050e+00	6.146064444553782202e+00	6.891607809717987365e+00	7.963237134890229774e-01	-5.004277516519793911e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.963400494968074561e+00	5.821544613989500405e+00	8.035443879542365053e+00	3.560068244493891143e+00	8.607799391465359662e+00	1.465198083368988513e+01	7.711533013745606624e+00	7.294203059795706601e+00	7.648140028487625841e+01	8.272585078127777436e+00	2.799283078038989903e-01	7.792486389944820679e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.541466813852282236e+00	8.144469772258945639e+00	5.939031607881929631e+00	1.025703042901438877e+01	3.818186334545794036e+00	1.559190121487506797e+00	5.802782151289799906e+00	2.308303600625834395e+00	2.487036212859697670e+01	4.193647315122288610e+00	3.123100644297477912e-01	6.058561573566526581e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.602446718666373116e+00	3.430789730942138238e+00	5.429425505564361210e+00	1.820748850251191042e+00	3.754153797412209670e+00	7.738990259457346532e+00	1.676193665441675806e+00	4.509015750528202915e+00	1.484249365533848675e+01	7.210206082344045697e+00	1.793128358850986093e-01	1.444927725841982102e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.497120720631725632e+00	8.264920161839434343e+00	1.024057225475379251e+00	5.042412486978177455e+00	6.568185698095684089e+00	1.832875921748835957e+00	6.444517331842803287e+00	2.950690693582317170e+00	8.393295705462702472e+01	2.809279826259711399e+00	1.300343975816787623e+00	-3.391877894062698684e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.229125452243780892e+00	8.710432773751207947e+00	8.936620378496153094e+00	7.244088367401922746e+00	4.507577598449624467e+00	2.935651936958986852e+00	6.943527451509642567e+00	6.839023209282046878e+00	1.445029824009834485e+01	8.749053871074005784e+00	1.241796771710666908e-01	6.094024510160755526e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.067460078189609085e+00	6.948458735520428142e+00	7.393094663589191207e+00	7.189280911981436262e+00	4.921980638080779791e+00	3.014500175919325287e+00	6.683180391867072245e+00	8.042181118174903887e+00	1.260972538271911958e+01	4.042439325401568695e+00	4.833731611309842746e-01	2.478672468436197818e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.236079300761663724e+00	4.158488075135749362e+00	1.626616132317299845e+00	5.598501633167076719e+00	2.933512033732361246e+00	1.830240465694277230e-01	5.269567105845602839e+00	2.322788323231323560e+00	1.911496997924478691e+01	6.849725045495589804e+00	4.980610444623511657e-01	1.489284292312509361e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.770822767339510051e+00	4.725754257973577843e-01	7.271774297962039668e+00	4.328530957355217090e+00	7.502608473501077846e+00	6.330996251934850605e+00	5.611407188602168361e+00	5.496467706208999715e+00	8.258421312038215945e+00	1.409050667766649001e+00	-8.154468466793147741e+00	-7.600031085716854595e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.343014284604123532e+00	9.170895797803698457e+00	6.307777081468834979e+00	4.936618984948160538e+00	8.672877158133559305e+00	5.989723460246061393e+00	3.038241914899655782e+00	7.839423157051482072e+00	2.475723969834963256e+01	2.914988233770322346e+00	3.982844549085990948e-01	9.375460405757218840e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.031545059335963188e+00	1.204310471578441621e+00	2.222242621894236603e+00	4.011648341304640653e+00	2.150764473003247357e+00	6.590976816937651472e-01	5.248055741241028471e+00	9.178201550587036905e+00	3.133176688250876474e+00	4.528527229952316269e+00	2.143784721868096099e+00	2.467647582020283392e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.931222672138256158e+00	9.870752196332086115e+00	4.516625226054690856e+00	3.144770270389780187e+00	9.480403346729916692e+00	8.906488010534015842e+00	3.082804269904023009e+00	5.449534902979971562e+00	4.286686526576624345e+01	8.555992963778834337e+00	8.465707945947756330e-02	3.813482542829156330e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.080897275594178808e+00	5.254625906680557179e+00	6.337024825502481917e+00	4.908235985300287929e+00	8.016020509194706989e+00	3.473056965977253441e+00	7.876354073001858858e+00	8.979381908073502672e+00	2.549087063712794432e+01	5.909981389956201703e+00	5.481710849616882042e-01	-7.081618475488493658e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.010604185989685178e+01	9.033118261445773456e+00	2.359354563942388516e+00	4.316117731434448324e+00	7.708627688228384400e+00	3.255052423927601524e+00	3.562661033645561304e+00	5.611172932652507939e+00	3.822860487624617321e+01	9.429165776515345598e+00	4.986118028120360701e-02	1.977476027107784162e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.069884878058898536e+00	8.161284429095340798e+00	9.835724784318019331e+00	3.866564896406420537e+00	5.191505026769523745e+00	8.196943374768906665e+00	2.426091605385447103e+00	3.757877994879452288e+00	8.660966469195642503e+00	6.000555776152756593e+00	8.980259004030248515e-02	3.977439663738225306e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.328405121731828231e+00	9.706857248580885056e+00	8.749341691763151019e+00	7.228459857912251429e+00	7.951354606112895240e+00	5.358446974466648527e+00	4.677265406722351138e+00	8.955388729213309418e+00	2.288521113002264684e+01	4.798762976454904461e+00	2.622577705403712489e-01	6.229524446198722032e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.995330693132977729e+00	3.900903046958458908e+00	7.079572387188544091e+00	9.747083682582820430e+00	1.127990530022212168e+00	2.315549950226447051e-01	6.779182373451426713e+00	5.618174393314024684e+00	-1.703736674407897889e+00	2.072969037477849774e+00	3.423811413788737656e+00	-8.686757884577903099e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.603531538906362464e+00	9.033141424358671401e+00	5.468125229014093591e+00	7.034031158670691397e+00	8.751832928118561838e+00	3.706133240026811659e+00	6.159070603229627849e+00	5.391656638153236258e+00	3.071884767998639987e+01	7.688832576310222322e+00	1.664997643658234772e-01	1.065863228139468077e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.488606548984201083e+00	4.688054053669284293e+00	5.433818794666428253e+00	2.729452942463875154e+00	2.164834059206774963e+00	1.716722130152687598e+00	3.955573604608132676e+00	5.202892602314707737e+00	1.295333707236011378e+00	3.281525399997100134e+00	5.348963027300669415e-01	1.094811118017400275e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.683706881923288323e+00	4.882347852146543765e+00	7.287824941562970338e+00	1.477065212673780437e+00	9.434082779663517826e+00	1.867781225167700043e+01	6.062094905998923089e+00	8.483955909189768718e+00	6.111418226643878882e+01	8.999805448686494458e+00	2.391974543314862311e-01	1.312448200333557580e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.916941371757801882e+00	6.430576777213880213e+00	5.774519590778963263e+00	1.013955814215399087e+01	9.171798932451649122e+00	3.060071219005322085e+00	4.224900802734837590e+00	8.036545853927048455e+00	7.287375423978491362e+00	9.342572997144092284e+00	1.005093271396109988e-01	2.180884820034129135e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.398719001997453582e+00	9.088341510509616583e+00	1.513938651210898545e+00	3.694224344112788661e+00	3.063216252060363853e+00	5.026799013967997443e-02	9.477494216746631395e+00	4.906481667254745105e+00	5.199342198935244141e+01	9.271249167955861736e+00	1.836011451948495465e-01	-1.957308945440147108e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.263901810553236249e+00	1.004443406176696740e+01	5.301382443560780366e+00	7.469523331392824428e-01	2.458036805044256923e+00	4.147164193910250596e+00	9.294494240143471586e+00	3.261063691814140686e+00	1.073859325631446922e+02	6.089259246227290312e+00	3.171786442931706085e-01	1.207791078833833520e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.428407125950425183e+00	7.593319904964413780e+00	8.652536275730168924e+00	5.631333592267896648e+00	8.311866047855440698e+00	5.432347832799626630e+00	4.933788776772196627e+00	5.472918116195901739e+00	2.737849551513829383e+01	6.712109442796730718e+00	2.575882749776382541e-01	8.626827966984160767e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.469783967830219140e+00	3.854201654077356487e+00	5.458882161617542472e+00	6.842523867583321540e+00	3.607706721950052930e+00	1.151465644602163829e+00	3.730237975135059614e+00	5.810235137713806175e+00	2.199528073971013242e+00	7.464352104525086240e+00	1.976619254372269929e-01	5.517817424983928909e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.098110844349276416e+00	4.764096686521150481e+00	1.278703929364089387e+00	7.383486378213838464e+00	9.477214073087763424e+00	1.425059546203693461e+00	6.846354543414753913e+00	4.100973008709289935e+00	4.355103415922284427e+01	2.299431794727595957e+00	1.753270532746460608e+00	-4.057959864432631458e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.957345657773558401e+00	7.595073444501444726e+00	8.808955978489596106e+00	3.736333660785647659e+00	2.229584867704873741e+00	1.801141207186782944e+00	1.728060659991726089e+00	8.432153870770306980e+00	1.605648296556339227e+00	7.398828842131991657e+00	-1.256040428355680721e-02	2.844343594496276850e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.458160642450760047e+00	2.789542004752188831e+00	3.405189426109039186e+00	1.552338087748549755e+00	1.791816503280112549e+00	2.917216620477223632e+00	5.200235859892803347e+00	5.378102589591613913e+00	1.846560445942774820e+01	4.960923105956620560e-01	3.501872137706112831e+00	1.559689152342709495e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.703573412189232528e+00	2.706228435980510660e+00	4.334464041370811316e+00	1.108698910184138953e+01	9.705167696325792903e+00	1.666787372351187013e+00	4.452355482861317881e+00	3.404757700727402359e+00	1.225576354584088534e+01	4.866750897807519571e+00	1.195751202593924090e+00	1.675574967710342200e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.943666679556335763e+00	4.511246055090953000e+00	2.046242323642806227e+00	3.544071229712710380e+00	6.268521268182678519e+00	2.593371829581540222e+00	8.585648746673534504e+00	1.219664592850451701e+00	1.259377775237699666e+02	2.517264690548389527e+00	1.917555964562232429e+00	2.580892500117762944e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.007624250684158795e+01	3.660152476143261779e+00	3.916613935095890842e+00	6.940824231043229098e+00	8.964131904406180240e+00	1.949466591290538009e+00	1.888205588697453141e+00	3.419310851889629799e+00	5.024784627468318554e+00	3.248395075874019433e+00	5.510036650335994324e-01	7.391479791199689231e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.517778372921824825e+00	3.466103770014470342e+00	7.702258238861158901e+00	7.291111378151194700e+00	3.577952863504189285e+00	2.162926842476733835e+00	6.687281027490081797e+00	1.052203555041097438e+01	6.226821252451031796e+00	4.449105022972206669e+00	9.819949446769966617e-01	1.645693533858826108e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.145415086408350991e+00	4.066580574550258120e+00	7.112151795341954852e+00	7.375154571420108773e+00	7.755222647547889814e+00	2.698425969671954139e+00	6.802212404649735866e+00	3.968358810362726086e+00	1.845538872862724133e+01	4.567183057212083064e+00	1.219658354034289349e+00	1.512297054809296437e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.101584680628278079e-01	7.365874881258522855e-01	2.849366202621129496e+00	3.129106888663607311e+00	6.675155087729329750e+00	2.113025400624453098e+00	5.087626888933746372e+00	2.615087779826811953e+00	7.174672872636228327e+00	6.833045746759872863e+00	1.275113893598430082e+00	3.698911692735051382e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.412423019547929925e+00	8.846012853226705719e-01	9.599054586593068095e+00	4.110020264712135329e+00	7.483969325573077924e+00	8.260686615881022377e+00	1.550645427196207349e+00	5.249273174982281631e+00	-4.087454575860448358e+00	1.945646027032765346e+00	-1.697070083968006848e+00	-4.891923944848290517e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.320619593146113324e+00	9.637842099042389421e+00	9.487599307209375610e+00	6.387766747076260465e+00	7.371452785215376835e+00	4.846770591559598884e+00	8.963297393049590056e+00	3.819829555535873222e+00	7.872153959228855058e+01	5.169913732615453839e+00	3.990234649118056254e-01	7.300218886933362850e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.315498931045986808e+00	5.016274645433185242e+00	8.788854825459575082e+00	8.344695546260611607e+00	6.396695069946084722e+00	3.511145557544743223e+00	5.519525583445685335e+00	1.427044676375231802e+00	4.906296173814813244e+01	3.084203854200319839e+00	1.233195163727769383e+00	-1.270117972636384485e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.742731537033616718e+00	4.826600344185258074e+00	3.179817042789218284e+00	8.735583413244814466e+00	4.762144556418654417e+00	-2.238135096225092324e-01	6.833855464342180497e+00	3.535595527982710706e+00	1.344295467066350014e+01	6.147340028945902368e+00	5.726683033285764335e-01	2.313935326856653152e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.185194137256783797e+00	6.373268262789153482e+00	5.349816734702186771e+00	2.754653183105651770e+00	3.273827813941180942e+00	4.442314330417920232e+00	2.871950898275625885e+00	5.367378526453533638e+00	2.271129580357735378e+01	5.802069487877992593e+00	2.312255789611966095e-01	6.987993683107588616e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.581791425116797711e+00	2.583425770725350290e+00	1.055944411325549126e+01	1.929335211090241975e+00	7.776345669601493427e+00	1.617192366014695182e+01	4.411764854371423183e+00	6.024831821705792123e+00	2.963976517442596759e+01	5.938365984429990974e+00	7.244631328749341348e-01	7.737043451168092112e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.512401663990777356e+00	9.798682207771978625e+00	7.853136827230280836e+00	9.536385202513857351e+00	3.580682593826637117e+00	1.266485217455640022e+00	5.286146339774115077e+00	5.021416604707353848e+00	8.669190653235100186e+00	7.340704075631428793e+00	1.213642210861558546e-01	4.422873738875707339e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.339906697453344009e+00	7.707073713493853617e+00	9.636864763431292058e-01	7.101148198024747948e+00	6.496607664911687507e+00	3.738355113843959687e-01	1.239723947372592505e+00	5.448412345185184691e+00	1.527925722148657961e+01	4.717469738837982263e+00	3.420254787103212124e-02	3.401205605780100782e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.188743459133795533e+00	1.581184725468655294e+00	2.101616278891527578e+00	1.001113818421746160e+01	3.134489397379261355e+00	6.812168755740641846e-01	1.578942671839353551e+00	9.018706341497813028e+00	1.489761616605813188e+00	7.176121851345133251e+00	4.110150257081336411e-01	5.174179387031875521e+00
