G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	p	m1	Fc	m2	d2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	8.497944509141287739e+00	9.490314854603212780e+00	9.162707364795755538e+00	3.760287431086229759e+00	7.270912331221567548e+00	8.855992292317560910e+00	5.816004663862162971e+00	9.814238790845999816e+00	3.270644059152167671e+01	3.513746890045414517e+00	3.992378261359674219e-01	1.781565674297836743e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.914929053850585650e+00	1.363404093749103430e+00	2.257455239756435361e+00	4.168308712513414171e+00	2.745904242290583497e+00	7.358975253912416470e-01	6.722042384848725405e+00	5.518402143681917948e+00	3.243150750230686885e+00	2.713458600644100827e+00	6.013277158638739905e+00	5.361943165760329338e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.649006688809603105e+00	7.345012717754658915e+00	5.790749576792093123e+00	6.590090368007836652e+00	6.780200377436074177e+00	2.979408997157900973e+00	2.778404015409042582e+00	5.107303119148292936e+00	1.234011676647987876e+01	5.546438097794169408e+00	1.408065518072133260e-01	1.265684487033387029e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.647777766686205680e+00	9.334152245170653117e+00	4.704501957345954999e+00	4.001051120379443660e+00	3.329363842526603445e+00	1.959736247919405594e+00	2.908002949739320719e+00	7.783477796816148597e+00	8.726260718855487042e+00	8.789489811703543154e+00	7.194960149344192812e-02	1.177462922859469785e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.743361419487843733e+00	2.627154911724737474e+00	4.121532965377671331e+00	7.591780441828267278e+00	8.980945971009687057e+00	2.437786246434580750e+00	1.379887754089818230e+00	2.191467585629656600e+00	5.850026006790852939e+00	3.169805641017110265e+00	4.247548481044317592e-01	1.277424868766280674e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.722233684701656387e+00	6.101441831916686098e+00	9.095778387050506453e+00	4.634801574812615677e+00	9.072432515096814143e+00	8.879395083769486163e+00	3.897262018876658018e+00	5.917580438166154977e+00	2.361227458250929701e+01	1.706545862382761403e+00	1.030944149625639517e+00	9.398555939603390197e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.894180744782930859e+00	9.242929115263267548e+00	1.185310854123672986e+00	1.612748690365848336e+00	3.676957491358654462e+00	1.362817060889746967e+00	6.041118573770186018e+00	5.912179880149628808e+00	6.433497424123611097e+01	4.211040969054068661e+00	3.320127295036285342e-01	1.645085100487389540e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.621020644779410436e+00	1.304859208471634391e+00	6.966796783463580667e+00	8.051640152171465559e+00	3.073206970346877842e+00	1.331928032263844486e+00	8.725931314102249203e+00	1.800766108158584844e+00	7.196693738512038863e+00	7.730721804498967842e+00	2.105962541005900857e+00	1.160707254358610330e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.504576746422732647e+00	7.274248575828696772e+00	9.680531017412809192e+00	3.572348690698197604e+00	4.707384263977086647e+00	6.365431701236911266e+00	6.991486618678659504e+00	4.769315245293705097e+00	4.231514786642114245e+01	5.970358138105007484e+00	3.493654184158407339e-01	2.531628449469833786e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.262513616317438636e+00	3.677503804460518388e+00	6.050577046901822520e+00	4.886160672770053282e+00	3.163283732180992125e+00	1.959425319185468473e+00	4.916298710144714867e+00	8.679660942376283828e+00	4.032154837479783538e+00	8.353564953902068879e+00	3.327351332482327839e-01	4.436787847854078315e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.626641354903261227e+00	9.322206220002698274e+00	9.431765421992796661e+00	7.161169817575535390e+00	7.052447460881377417e+00	4.640208061381028593e+00	9.583291257636595617e+00	8.708457419747656303e+00	3.016390240986416771e+01	9.633844298045689314e+00	2.174937526283724498e-01	5.507548698655263308e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.289610481688938215e+00	9.743460653510574332e+00	1.479503037977942359e+00	3.994064587820899348e+00	8.427423783627851606e+00	1.556883872712697015e+00	7.474712592804111821e+00	1.901376153133267133e+00	2.436874079391093630e+02	8.130963895296785537e+00	1.943968119327197097e-01	1.190567558154446814e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.101832524972954808e+00	9.504953204099630071e+00	4.768255994465308234e+00	1.504954078090194880e+00	7.058584317777951256e+00	1.115153492839740501e+01	9.364922532591382520e+00	1.803658414981627711e+00	6.874709986954401302e+02	6.432129852641486067e+00	3.205565955632274644e-01	1.262507735350881566e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.069934047575687330e+00	5.270198473648513904e+00	3.340076093129196178e+00	4.371106253165115696e+00	8.421867220090190287e+00	3.224910963089063110e+00	5.734959670246292163e+00	3.371216081356686267e+00	5.199269515108585438e+01	5.432052475031211358e+00	4.667574980609143220e-01	1.801887331723369456e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.804598183835611547e+00	8.750730993313927897e+00	7.577700712108843106e+00	9.501256709578253634e+00	4.575740973095392405e+00	1.820560658506995999e+00	3.328131730843464808e+00	8.873195906988044612e+00	4.791099233325874174e+00	1.360834708108991320e+00	6.330366576543436929e-01	4.465548678939701421e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.628711416515850274e+00	8.598309626550477702e+00	9.830984036481428490e+00	6.778894211315714458e+00	2.412656052964121667e+00	1.744399545170590260e+00	1.475047447974537018e+00	2.162489837236820200e+00	6.236896698147667450e+00	9.863082576054745587e+00	3.690636111020084709e-02	8.513884319144152357e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.338865609824294367e+00	3.888276896258488602e+00	3.307582320889692173e+00	7.050948947146500778e+00	7.637338222900480034e+00	1.796292151374408119e+00	7.529914299235216824e+00	7.475464889092305221e+00	1.270552842344047662e+01	4.448053919189622007e+00	1.071663630722471616e+00	6.012869169435116623e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.410702847676184701e+00	8.464269726605829547e+00	6.893884855913435139e+00	6.688862799100994572e+00	4.241369468743555693e+00	2.185988335316512821e+00	2.092511969777434366e+00	1.906382869736993557e+00	1.762063175688715688e+01	2.365741442196040989e+00	2.163304225078084564e-01	3.012076295753308486e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.465504591168895310e+00	1.346249424262548011e+00	2.783707686764122613e+00	2.787819337784100959e+00	7.051762159763577564e+00	3.512577408881294883e+00	3.727754279048820507e+00	6.610899893876202249e+00	5.644858074361568612e+00	7.008476871714833578e+00	1.220705874135187718e+00	3.769580961355467164e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.533155252302045302e+00	6.374191927133206370e+00	6.091906366028230657e+00	4.769723633359052251e+00	3.434976649179749764e+00	2.199225735366988843e+00	5.795917680812333828e+00	4.217577376357493080e+00	1.893606611823081209e+01	3.550975274791752678e+00	5.418391082957161320e-01	6.230592887196118035e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.584844308981955940e+00	3.071424722583883771e+00	5.181087303860546278e+00	7.761216378208172451e+00	1.732156283618351944e+00	5.717118938020342434e-01	6.066824293763851017e+00	8.105683473244775783e+00	1.511429444101963115e+00	6.260959528176933020e+00	6.590185155830626806e-01	7.519930326861936631e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.540424984812686304e+00	2.086778744472279623e+00	9.750191396694434687e+00	1.911341990703539606e+00	9.932871159793737803e+00	2.531298267441836813e+01	6.398038364852936866e+00	3.110098205712380270e+00	6.710079096196736259e+01	6.274753133852782661e+00	1.536872075907730117e+00	4.933569180937178444e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	2.401337917346132222e+00	2.226459254416033318e+00	2.494626755196398982e+00	6.751772015415792083e+00	1.285119230494442544e+00	5.003340421952346517e+00	1.372827715888353062e+00	2.254492888116014893e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	9.904632229030905677e+00	5.879698893683996452e+00	4.420775685018409007e+00	3.117877831331192784e+00	8.755026838734772809e+01	8.527130503009871632e+00	1.525782145063969419e-01	1.186654714264794919e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	9.792645027900871213e+00	2.044242266904777505e+00	6.557432066057438114e+00	7.418695143189152574e+00	2.151609810220919528e+01	3.382776906225590796e+00	1.104537104788631208e+00	3.876298796244889711e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	8.138222674480438457e+00	9.808727920951312296e-01	9.730958543660630511e+00	8.860446208575899263e+00	2.057769861156158342e+01	5.036519897774643262e+00	5.258956027487425855e-01	4.299560559855464259e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	6.932351501191698517e+00	6.530722249247105538e+00	7.546576740000753958e+00	2.130049506092316580e+00	7.251146015202361639e+01	5.845387368316235843e+00	2.650961846625267349e+00	6.385137260293740624e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	6.189360261691257747e+00	1.780214250354665406e+00	9.301636353856983064e+00	8.795417798580622559e+00	1.335393719203730001e+01	6.968929838523150622e+00	7.672700177397888677e-01	8.714837826788370823e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	8.791366381108288053e+00	1.455749646928326690e+01	7.855912774240922936e+00	6.339129092358943396e+00	7.325451404276709866e+01	8.059886662636074561e+00	3.405697950600726776e-01	6.510108912605902631e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	3.599682343963987563e+00	1.120364377357559782e+00	6.329667171571029982e+00	2.143040510188392922e+00	2.660912424104848384e+01	4.561338032207951976e+00	3.701909206003251018e-01	8.758636344201974344e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	5.212494011586549902e+00	7.364501498539515190e+00	2.723160352451862387e+00	4.848593391553170484e+00	1.680555145018756136e+01	6.811988653696625207e+00	2.117496218234454497e-01	1.507891011432895034e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	6.570841667719904855e+00	1.440790358189095510e+00	7.004834323012810948e+00	2.449714292824287210e+00	8.075850916295129878e+01	2.359435266385905727e+00	1.269512862922033580e+00	8.661696344035253736e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	4.705550101785274109e+00	2.687722598388052386e+00	6.611556410361694169e+00	7.303049809264156700e+00	1.496843022523155575e+01	9.392541269385095148e+00	1.599939124785467737e-01	6.773456554483326286e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	4.854995559453581855e+00	2.483281422118283732e+00	6.421975407865052610e+00	7.826650287787406235e+00	1.057040799910169149e+01	4.452465178195240014e+00	5.016016018082006811e-01	1.285568890507738704e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	3.976817031359952903e+00	6.706867789102051169e-01	5.404469978274542896e+00	1.941488441796235698e+00	2.131413828068066252e+01	7.557298948922396065e+00	5.024851302828695632e-01	9.645200050621953736e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	6.076913141211639946e+00	5.439420217874661567e+00	5.750472692806336106e+00	5.552129117995080243e+00	5.573323583149207394e+00	1.174280506932950940e+00	-8.240346163514493227e+00	-1.531514474828693795e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	8.655939393311928853e+00	5.563618001403213498e+00	4.006429600140249292e+00	8.326335582904350829e+00	2.414365331142979798e+01	2.844594397841420097e+00	3.600467444012357965e-01	1.878659367392612189e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	2.805448886478007609e+00	7.248498801363277844e-01	5.672003752784616104e+00	9.428002670367838789e+00	1.821149906228912041e+00	5.378994854308420059e+00	2.231831630273361622e+00	2.935123413004981363e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	9.409168660727365463e+00	8.472287147844657085e+00	2.765006255248448674e+00	5.626607122988762200e+00	4.347664195480656701e+01	8.901512293260333664e+00	7.519479487696099917e-02	3.874798212813630016e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	7.197102116490607493e+00	3.616370030130171553e+00	8.245486854014444589e+00	9.557618629700071367e+00	2.011277188324427101e+01	5.744123784859111126e+00	5.653889621711015723e-01	1.372074218121628109e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	8.413240869625875362e+00	3.069541566284796907e+00	2.677063781277490673e+00	5.825318386016931527e+00	3.201262493246730401e+01	9.372680173880290511e+00	6.343052497209065999e-02	2.033840766977797543e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	6.019729878231816045e+00	7.967674259095831601e+00	1.767808469756812162e+00	4.546988099434423169e+00	1.602203035625256433e+01	5.351994618055853969e+00	8.973031449498682088e-02	3.928307615148475662e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	8.018372812411996620e+00	5.016530695111814708e+00	4.923491965048837571e+00	8.630988836787103935e+00	1.981820737349362460e+01	5.409641350286189976e+00	1.932538975399034076e-01	6.549195478801551396e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	1.134957943340853204e+00	4.164604495841446319e-01	6.925024461000537812e+00	5.432780315716260411e+00	1.882764062152510576e+00	2.075843549101383800e+00	3.472887060660112546e+00	2.208374038749330928e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	8.363456217958164629e+00	3.352878164451906340e+00	4.936400200838599872e+00	5.238922138216591584e+00	2.900910999542181656e+01	8.219797936967216501e+00	1.542600507930807774e-01	9.840483785674173589e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	1.361916931689118426e+00	1.893242088670348711e+00	3.491603318219906882e+00	5.418207865480056284e+00	7.152809578671324608e+00	3.217699873199876048e+00	5.178271381765225945e-01	4.043675008619977973e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	9.009696221344341893e+00	1.839301549829491478e+01	6.031989969360561865e+00	8.620114630468101780e+00	5.979431820600380121e+01	9.087896735936972448e+00	2.520835189901659001e-01	1.156498577839998809e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	9.923684028977900695e+00	3.064827097727024885e+00	4.128334379150931710e+00	8.480694063554095052e+00	1.006450775005223441e+01	9.197789085932718933e+00	1.389971471500589528e-01	2.355219612143475416e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	3.647943251343206406e+00	7.706525171440358202e-01	9.398666381513692158e+00	4.627183999113292145e+00	5.348706043532727961e+01	9.486753361986956179e+00	2.291134690990511702e-01	4.744573255665182621e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	2.886099172671729107e+00	4.439919705910670977e+00	9.301102204452927680e+00	3.994982595518296709e+00	1.087695419963569918e+02	5.687235618989422647e+00	3.412985036893166346e-01	4.921346937991132875e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	7.883123401414339426e+00	5.094887395089040538e+00	5.525460677314553593e+00	5.427586263713884307e+00	2.976953415875130560e+01	7.086113031786063665e+00	2.127949032446682098e-01	8.291635344997636992e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	3.280754696109766666e+00	1.274539436590055974e+00	3.941701438727728934e+00	6.160759379790240686e+00	4.582346574873763068e+00	8.003747469831674621e+00	2.200331148804467729e-01	5.435742048682532079e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	8.784529185294292830e+00	9.416879926477114138e-01	7.632807273272566917e+00	3.143141913563288981e+00	4.484909076950621198e+01	2.188814915802201888e+00	1.759921040101209977e+00	6.979485971511871500e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	1.928514940575965619e+00	2.289432123690968712e+00	1.333618836152229425e+00	8.133342474242775566e+00	2.104299327706092182e+00	6.403595980275097688e+00	5.730381839495827384e-02	2.827064602997483078e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	2.126137372164252248e+00	2.635850081012372836e+00	5.276983134354200189e+00	5.377315790680883723e+00	1.744331302407243811e+01	1.307417706529780510e+00	3.529971544585925880e+00	1.168111666362255802e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	9.821976914647073897e+00	1.690624842876021550e+00	4.030585657162247593e+00	4.005560279615874464e+00	6.055238270388025867e+00	5.471600519300788612e+00	1.181809555545663359e+00	3.124156365362154464e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	7.060332672069720594e+00	2.688268594461343142e+00	9.286440464349237089e+00	1.960165423526595063e+00	1.290500992472842654e+02	2.386381726177747797e+00	2.019499998149606235e+00	8.560561919195414093e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	8.620766719835719627e+00	2.409927291509369240e+00	1.106953467455444651e+00	3.146193189576008908e+00	4.579614274326501366e+00	2.654571037174224823e+00	4.875230622484242882e-01	7.807987983802542331e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	3.920765233209237088e+00	2.080528311334573388e+00	5.978285313222747810e+00	9.544713370665457219e+00	3.721107562056487073e+00	4.286341679323952825e+00	1.018242652722189057e+00	9.821560987201973791e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	7.085274318261700621e+00	3.097776717682389158e+00	7.660744662432706242e+00	3.746256973085831277e+00	2.086952882117454067e+01	4.892648523532114879e+00	1.113086958543054950e+00	1.246343958731432000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	6.348957574798951065e+00	2.361030540840421743e+00	5.360527838151574187e+00	2.519598528564907625e+00	1.467647904882063870e+01	6.599491225774691827e+00	1.249110894326304733e+00	2.135188729126974216e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	6.431485018104164730e+00	8.309835712526828289e+00	1.768965957572159242e+00	5.148299798040893549e+00	2.262727384345291970e+00	1.671771928132655294e+00	-1.585565567238174101e+00	-4.889369227681790164e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	7.148024550232484842e+00	4.991868381840363078e+00	9.753102703513210514e+00	3.761451494197229906e+00	8.605739769961640206e+01	5.539408028996475331e+00	3.831322812612525941e-01	1.598783838937687829e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	6.182543805299189899e+00	3.107159559081848599e+00	5.652078225784614496e+00	1.313786331222950965e+00	4.402602870908494737e+01	2.649765912698832881e+00	1.252425073458296456e+00	6.885428646549386356e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	4.860625477354457935e+00	8.063597502703881981e-01	6.530173215155492983e+00	3.915814526451954602e+00	1.141751268828743981e+01	6.169346372044310023e+00	5.542536203397818717e-01	9.807014112246528192e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	3.482505554365844080e+00	4.513324219316802832e+00	3.133727367283497323e+00	5.900020390120893410e+00	2.023548446166878989e+01	6.730608548521430201e+00	1.324506491193399305e-01	6.688501577012618604e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	7.930027451934313021e+00	1.631778551354566886e+01	5.351058769244799507e+00	5.969909754274139502e+00	2.638548392442647739e+01	6.012055807242492556e+00	6.809994206575744613e-01	7.260537952592146738e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	3.041625866268487854e+00	1.269754656003851290e+00	4.875372180390058929e+00	4.215700028653716736e+00	1.056648387112287679e+01	7.648225385287799938e+00	1.353154507932194939e-01	4.884560057982771042e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	7.226167634568169795e+00	5.841467951625244348e-01	1.670315874803465661e+00	5.028585830400029266e+00	7.705808989642710216e+00	4.010898474671009240e+00	1.186480785500153706e-01	3.752414398909163396e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.608998380637886250e+00	1.800270809721158383e+00	1.593703973977975696e+00	8.941502271797629575e+00	3.100540030318958529e+00	2.692710013247541778e-01	1.953462190680585797e+00	9.694711489754437750e+00	3.964500459499150642e-01	7.879970189446853013e+00	3.580771694034213803e-01	5.115717546954591910e+00
