G c dx1dt d2x1dt2 dx2dt m2 Fc W Fg d2 d1 m1
1.00000000e+00 1.00000000e+00 9.72918867e+00 9.88901207e+00 1.56387883e+00 3.58869456e+00 3.54886438e+01 4.52719507e+00 2.94240458e+00 7.35943716e+00 -9.55048268e-01 -2.32859335e+00
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 3.76098940e+00 3.57163639e+01 7.27447323e+00 8.88300424e-01 5.81812991e+00 -1.28481302e+00 -4.02310212e+00
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 4.17662653e+00 5.65866613e+00 2.74091809e+00 5.66152164e-01 6.71791012e+00 -1.21232887e+00 -4.87608040e+00
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 4.84496593e+01 6.77354033e+00 3.26051049e+00 2.76838270e+00 -4.68196321e+00 -5.46769487e+01
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 3.73690972e+01 3.33845324e+00 2.49955332e+00 2.90571276e+00 -2.71152307e+00 -1.76846761e+01
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 1.99363677e+01 8.97477498e+00 1.52750774e+00 1.37347593e+00 -1.08466763e+01 7.02503073e+03
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 2.83619549e+01 9.06120950e+00 1.06354414e+00 3.89860782e+00 -2.35840119e+00 -1.53333658e+01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 1.49232744e+01 3.67558484e+00 5.80767760e+00 6.03770195e+00 -4.82976598e-01 -7.86885210e-01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 1.05143975e+01 3.06994379e+00 1.58703784e-01 8.72141423e+00 -1.83994185e+00 -1.01162800e+01
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 2.59913927e+01 4.70173575e+00 5.43734951e-01 7.00234703e+00 -1.01484386e+00 -2.42342372e+00
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 1.79943500e+01 3.16478427e+00 8.53804277e-01 4.91856691e+00 -1.96676719e+00 -9.36943338e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 6.68119198e+01 7.05145459e+00 1.91988422e+00 9.57808103e+00 -1.48620449e+00 -4.77143249e+00
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 3.88812073e+01 8.43458216e+00 1.30016327e+01 7.47320681e+00 -9.79063402e-01 -2.96673433e+00
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 1.43356564e+01 7.05782918e+00 2.75370370e+00 9.37148683e+00 -3.06630704e-01 -2.49798814e-01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 2.29960302e+01 8.41915403e+00 1.64546086e+00 5.74829176e+00 -1.49164343e+00 -6.61828725e+00
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 8.32049729e+01 4.57292946e+00 1.88971584e+00 3.33013847e+00 -5.67309565e+00 -7.32284012e+01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 5.82766425e+01 2.40685274e+00 3.74115442e-01 1.47544018e+00 -9.16978597e+00 -3.04621707e+02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 2.72710310e+01 7.64155853e+00 1.41226903e+00 7.53476366e+00 -1.84534663e+00 -9.26893931e+00
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 5.66035640e+01 4.24427055e+00 3.67643514e+00 2.09172698e+00 -6.29326945e+00 -9.32172567e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 3.72050046e+00 7.04143743e+00 5.21502075e-01 3.72497615e+00 -1.44598413e+00 1.63324346e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.03360642e+01 3.43579548e+00 1.41749336e+00 5.79223817e+00 -1.62608713e+00 -6.01424739e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 2.38190837e+01 1.73106671e+00 6.47684752e-01 6.07974929e+00 -2.53487969e+00 -1.45247917e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 3.98745743e+00 9.93323616e+00 2.22717017e-01 6.40524877e+00 -5.88783597e-01 -2.59866244e+00
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 5.92516832e+00 2.40581357e+00 6.48782934e-02 2.49629797e+00 -2.79701563e+00 1.22618109e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 2.53377004e+01 9.89578895e+00 2.09604427e+00 4.41763664e+00 -1.54596675e+00 -7.12034541e+00
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 1.98404708e+01 9.79551939e+00 5.24276498e+00 6.55474804e+00 -1.39295987e+00 -6.11282244e+00
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 7.38998533e+01 8.14436294e+00 1.38091717e+01 9.72836978e+00 -1.92517645e+00 -9.47208560e+00
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 2.55307926e+00 6.93480666e+00 5.08170198e-01 7.54868024e+00 -4.04714916e-01 -1.02586818e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 2.17527763e+01 6.20026345e+00 1.47171976e+00 9.30343381e+00 -1.19793065e+00 -3.62002367e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 1.53077242e+01 8.79491391e+00 2.83542824e+00 7.85990852e+00 -6.34415064e-01 -1.04818293e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 7.90230482e+01 3.60495569e+00 8.86176365e-01 6.32545272e+00 -3.06975448e+00 -2.13845095e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 7.81388190e+00 5.20913091e+00 2.69499859e+00 2.72821032e+00 -1.35296079e+00 -6.15147565e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 3.07268727e+01 6.57450972e+00 2.33575995e+00 7.00017087e+00 -1.29836080e+00 -4.60983226e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 6.85684885e+01 4.70071428e+00 1.44960589e+00 6.61041609e+00 -2.29957702e+00 -1.15025969e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.80303986e+01 4.84737809e+00 6.06905433e-01 6.42222253e+00 -2.27889952e+00 -1.26469892e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 1.48779629e+01 3.97256201e+00 2.00909421e+00 5.40807281e+00 -1.71682524e+00 -8.96102747e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 5.02321685e+00 6.07808635e+00 1.77049114e-01 5.75790944e+00 -1.41802344e+00 -2.19831220e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 4.04323300e+01 8.65517075e+00 2.19118160e+00 4.00998274e+00 -2.25261801e+00 -1.30227441e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 4.02521210e+00 2.81375540e+00 7.25166263e-01 5.67381423e+00 -1.13726765e+00 -5.27553247e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 2.52683218e+01 9.40989735e+00 1.67496970e+00 2.77800315e+00 -2.01641235e+00 -1.45643257e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 3.08030998e+01 7.20178888e+00 9.69954630e-01 8.24656958e+00 -1.28665906e+00 -4.13696367e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 3.22942946e+01 8.40945891e+00 3.37323651e+00 2.67199259e+00 -2.49071045e+00 -2.24917293e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 2.93753884e+01 6.00571623e+00 5.71143506e-01 1.76469661e+00 -4.04570255e+00 -8.97818247e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 6.89795531e+01 8.01565031e+00 1.44953935e+00 4.92621424e+00 -2.79098645e+00 -1.83752439e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 4.03871187e+01 1.14580358e+00 7.29592051e-02 6.92476696e+00 -2.80513343e+00 -2.32988047e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 5.08488041e+01 8.36542382e+00 7.13274807e+00 4.93945142e+00 -2.51329488e+00 -1.56489567e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 7.81636806e+00 1.36124973e+00 4.83256489e-01 3.49078719e+00 -9.54884972e-01 -2.37379848e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 8.93706253e+00 9.00922039e+00 4.96539263e+00 6.02354066e+00 -4.80404260e-01 -8.72149266e-01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 6.35692429e+01 9.92766473e+00 2.84337733e+00 4.12302102e+00 -4.58686757e+00 -5.18953558e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.25773401e+01 3.64660716e+00 4.60461776e+00 9.39580921e+00 -7.54748261e-01 -1.42491931e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 1.80240836e+01 2.89286701e+00 1.47596267e+00 9.30380626e+00 -3.85039736e-01 -3.40268464e-01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 5.05844944e+01 7.88827027e+00 8.93813972e-01 5.52134638e+00 -2.30493335e+00 -1.34681730e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.14764593e+01 3.27723707e+00 7.21703030e-01 3.95095595e+00 -3.32827485e+00 -2.93693863e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 3.27621722e+01 8.79006145e+00 8.13464274e+00 7.63419173e+00 -1.67985711e+00 -8.31319700e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 2.60205702e+01 1.92558333e+00 3.09485319e-01 1.33041649e+00 -5.10590301e+00 -1.25708956e+02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 3.57724544e+00 2.13359677e+00 1.05322859e+00 5.27292105e+00 -3.99163910e-01 -5.15710869e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 1.93147519e+01 9.81236400e+00 7.15430838e-01 4.02691055e+00 -4.76566453e+00 2.01985134e+03
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 1.36563877e+01 7.06455008e+00 7.13896164e+00 9.28482297e+00 -6.10081116e-01 -1.36244496e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 2.53980574e+01 8.62198502e+00 7.87532405e-01 1.10802725e+00 -1.26879918e+01 2.24885652e+02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 2.69862356e+01 3.91896440e+00 2.31410813e-01 5.97533388e+00 -2.45806893e+00 -1.91698843e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 2.01352358e+01 7.08835375e+00 1.38984365e+00 7.66597223e+00 -1.66399554e+00 -6.82402978e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 5.26187815e+00 6.34817645e+00 2.93209828e+00 5.36516189e+00 -1.22439621e+00 -6.32179173e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 3.99322179e+00 6.42835108e+00 1.00541775e-01 1.76862727e+00 -3.86538646e+00 1.00693232e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 6.30852740e+01 7.14279214e+00 1.07617218e+00 9.75215251e+00 -1.30264772e+00 -3.75292714e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 4.26547068e+01 6.17823256e+00 4.48541502e-01 5.66209388e+00 -3.09840846e+00 -2.68447132e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.24517984e+01 4.86156132e+00 8.66788132e-01 6.52767620e+00 -2.90210634e+00 -2.37589711e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 1.39002438e+01 3.48330425e+00 2.93933053e+00 3.12948804e+00 -1.18223770e+00 -3.86465070e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.09489018e+00 7.91723198e+00 5.62925803e-01 5.35148277e+00 -8.76759558e-01 -2.30780759e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 9.07467618e+01 3.03645187e+00 1.78590957e+00 4.86234543e+00 -3.88942875e+00 -3.24300166e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 6.16187574e+01 7.23118876e+00 5.35267713e+00 1.67406258e+00 -8.91620515e+00 -5.02461245e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 1.61465418e+01 3.09999540e+00 5.33398378e-01 1.95544318e+00 -9.07523603e+00 1.96545661e+02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 1.34357756e+01 6.62797153e+00 1.53182654e+00 8.53725268e+00 -6.42644832e-01 -1.04997543e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 5.60414948e+01 7.72370440e+00 4.76826915e+00 3.15837957e+00 -3.89726053e+00 -3.56704608e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 6.94663557e+01 2.96842500e+00 1.26965592e+00 2.75462444e+00 -5.28337245e+00 -6.68044880e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 3.70763317e+01 1.53948971e+00 3.72481432e-01 5.54420306e+00 -2.56235996e+00 -1.53901888e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 3.04736243e+01 2.17876369e+00 9.63255552e-01 7.91872418e+00 -1.17100544e+00 -3.34136009e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 2.85014857e+00 6.45397271e+00 3.46949810e-01 1.55751867e+00 -1.41751734e+00 6.38510345e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 6.19668717e+01 8.64501766e+00 1.13648152e+00 6.19127128e+00 -2.00853575e+00 -9.66862941e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.01125128e+01 1.40497139e+00 1.86630075e-01 2.07289399e+00 -3.14805302e+00 -1.13261780e+02
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 4.79188619e+01 7.60736133e+00 4.35433431e+00 1.32814946e+00 -7.43517865e+00 -1.47771257e+02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 6.58542821e+01 4.07186781e+00 3.88183391e-01 1.47469557e+00 -1.30251361e+01 -1.28885834e+03
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 2.97041331e+01 5.30675533e+00 1.54389257e+00 8.50747697e+00 -1.06533551e+00 -2.82156332e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 4.80474985e+01 9.35973595e+00 1.52074003e+00 2.06175235e+00 -8.23619378e+00 -2.95643772e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 8.29563447e+00 3.98774354e+00 4.31092658e-01 1.40636228e+00 -3.78541009e+00 3.65757376e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 1.82562552e+01 5.18803241e+00 3.03227012e-01 4.94109898e+00 -2.84263132e+00 -2.87229601e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 2.92261798e+01 1.12314173e+00 9.47955211e-02 8.59594125e+00 -2.27668415e+00 -1.33851027e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 5.13372085e+00 1.73438848e+00 1.42755929e-01 3.36167539e+00 -1.13259651e+00 -5.75386121e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 8.61651366e+00 3.32732432e+00 2.65324357e+00 4.79541356e+00 -4.13784459e-01 -5.01256193e-01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 2.03498438e+01 1.25067017e+00 5.77160819e-01 1.35930279e+00 -7.16173891e+00 -1.63278227e+02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 2.78818761e+00 6.68237793e+00 8.57602995e-01 5.04170663e+00 -6.71451368e-01 -1.53394233e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 7.52035434e+01 4.83758521e+00 1.20584604e+00 6.19851773e+00 -2.48590101e+00 -1.41926109e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 8.26544922e+01 5.93330682e+00 5.72938130e+00 6.13816348e+00 -2.95559811e+00 -2.04353728e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 4.58717391e+01 2.57182467e+00 5.93621347e-01 3.99184023e+00 -2.45015625e+00 -1.43449422e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.31315083e+01 3.66338826e+00 4.88673651e-01 3.83979863e+00 -1.72724250e+00 -7.99482123e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 1.25934817e+01 6.97442027e+00 1.43224291e+00 1.95961257e+00 -4.86834820e+00 -1.53194362e+02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 3.42967029e+01 9.68772451e+00 1.08152026e+00 4.30118489e+00 -3.46500646e+00 -3.28064828e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 8.46171604e+00 1.45375096e+00 1.59280465e-01 1.89545202e+00 -1.13576926e+00 -5.57098045e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 4.58013140e+01 9.01345889e+00 6.12888102e+00 7.89936350e+00 -1.54294910e+00 -5.89991464e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 1.55497178e+01 6.19193081e+00 8.85532540e-01 9.69646868e+00 -1.32559692e+00 -4.06581101e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 5.62217152e+01 6.07527610e+00 6.19850346e+00 9.73067011e+00 -1.34696651e+00 -4.33557211e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 9.59804936e+00 5.50250682e+00 2.40579146e+00 8.78563989e+00 -6.78161531e-01 -1.35217473e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 2.23860568e+01 1.62454677e+00 1.96677578e-01 6.40712934e+00 -2.31309917e+00 -2.10076601e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.06303593e+01 1.80889167e+00 1.40983359e-01 7.30779128e+00 -4.97135340e-01 -6.23530559e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 1.77004750e+01 6.40820805e+00 8.79699470e-01 3.56685222e+00 -1.54686822e+00 -7.23019676e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 5.53476763e+01 4.06862714e+00 1.20818069e+00 6.67693378e+00 -2.65052087e+00 -1.83408658e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 1.39461489e+01 9.25541260e+00 4.13024854e-01 5.10084594e+00 -2.97671385e+00 -1.60125748e+02
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 9.99781379e+00 4.65931484e+00 2.36676523e+00 5.33815606e+00 -3.96094266e-01 -4.37131623e-01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 1.09692551e+01 2.28953313e+00 4.90720763e-01 7.81998904e+00 -8.18211318e-01 -2.14571064e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 6.34456858e+00 7.43246950e+00 3.07494390e-01 3.53726520e+00 -1.63638356e+00 -2.41046770e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.09309566e+01 3.64018079e+00 4.81315951e-01 3.86235651e+00 -1.77295140e+00 -8.40978391e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 3.09919515e+01 5.72923277e+00 1.09395691e+00 9.32177612e+00 -6.86468328e-01 -1.09537914e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 1.36882426e+01 7.28049507e+00 1.70157065e+00 1.50601865e+00 -2.01082653e+00 -1.32682540e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 4.25092071e+01 9.10237700e+00 7.96036375e+00 5.37070869e+00 -1.82109272e+00 -8.64843527e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 5.23813155e+01 8.12972075e+00 1.86423700e+00 9.21520720e+00 -1.63361032e+00 -5.85818851e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 3.84903359e+01 7.08724961e+00 1.24325091e+00 6.49326707e+00 -1.97386483e+00 -9.27024141e+00
