G	c	dx1dt	d2x1dt2	dx2dt	m2	Fc	W	Fg	d2	d1	m1
1.000000000000000000e+00	1.000000000000000000e+00	6.539768114687381839e+00	7.105799701837401727e+00	9.929243132126847726e+00	3.536965617797189765e+00	2.541443149356263120e+01	4.437646020132062219e+00	4.315478989463266135e-01	6.714926301054776836e+00	-1.051132636302085421e+00	1.625013240349241439e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.270140225180890869e+00	3.816022361291512510e+00	5.740064448253211715e+00	4.863708756420903612e+00	1.622517883743493172e+01	3.348259153261460952e+00	8.856568626518983578e-01	4.950094906458565092e+00	-1.819322997311552781e+00	-1.029272660311160514e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.885214061010276776e+00	9.261782444169366357e+00	9.918279121550986233e+00	6.804808724983163692e+00	6.811888856698831773e+01	7.124929668277419026e+00	1.770910861556409310e+00	9.643505068231021937e+00	-1.353018238984252886e+00	-5.184736111559324456e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.592056478638474104e+00	9.329795992732128340e+00	1.039236668337261138e+00	4.146873305607630122e+00	3.975996332596188410e+01	8.506141315561871252e+00	1.289239931184857468e+01	7.537980719436030874e+00	-8.528619760552605955e-01	-4.369696563157797087e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.292970078688797209e+00	8.997417837488288939e+00	4.685075084760834230e+00	1.332557733044679393e+00	1.232880647316742895e+01	7.239619840352603752e+00	2.679376601794901891e+00	9.141144729720473094e+00	-3.419805710616814487e-01	-4.614567550563204890e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.162091512082872313e+00	5.487410429393106526e+00	3.356543307058430514e+00	4.357150243027771985e+00	2.285576281956771538e+01	8.477434437024045977e+00	1.701987978650479238e+00	5.612213316940987795e+00	-1.402199279811968680e+00	-4.269874348405042319e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.513284192336831424e+00	8.418864434966957688e+00	8.108582005689591199e+00	9.620315124364333670e+00	8.235311841907449093e+01	4.420610333838242312e+00	2.036172211559299505e+00	3.364905730040528287e+00	-5.471408126676869266e+00	-6.774068691990724744e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.338857191288317594e+00	8.678657562496809419e+00	1.008364309638879952e+01	7.301399256181527520e+00	5.586814945356235285e+01	2.578107271358454078e+00	3.127876479783364694e-01	1.276087815980139206e+00	-9.176515478554586380e+00	-3.056267379680485305e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.102874119097513095e+00	3.887189557140842577e+00	3.180735140632572566e+00	6.686633140930415387e+00	2.514340940187690165e+01	7.647247094434987069e+00	1.550668862637090140e+00	7.609225610009974439e+00	-1.899779098034096059e+00	-1.112011538721484172e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.621535148923829439e+00	8.357729286359377951e+00	6.626685447848000621e+00	6.924663045396502348e+00	5.469979921273956336e+01	4.122374071198382950e+00	3.681396084157052329e+00	1.923266687418458298e+00	-6.127294505255682644e+00	-9.383563493339508454e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.487747881458390431e+00	1.877331278584705387e+00	3.059566620260921077e+00	3.026065506517309878e+00	3.632633131952589078e+00	7.229455347821718725e+00	5.462147434517984346e-01	3.999285177284722881e+00	-1.169990869541062350e+00	1.652518241862543391e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.769789179225280673e+00	6.416406637414478809e+00	5.940721174758444079e+00	4.592259971502192784e+00	2.964738926765480898e+01	3.613102855461137519e+00	1.410815994195786294e+00	6.220896747565355156e+00	-1.340707382879049891e+00	-8.587805566001581070e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.856838252202445583e+00	3.280264877570393534e+00	5.235230541942566873e+00	7.920725160058455394e+00	2.237664592885450077e+01	1.789557804554161136e+00	6.270351909578358862e-01	5.998152183725541597e+00	-2.585412905280084939e+00	-1.556388435036694062e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.343516040551019586e+00	2.164325818252775147e+00	9.369876547275143963e+00	2.357182924099825438e+00	3.398139271167991637e+00	1.040088908876203355e+01	2.686912725640117072e-01	6.657684048989137793e+00	-6.257601249078379446e-01	-2.985057975681391085e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.699368108553132473e+00	1.628174316387482001e+00	6.633907625504906314e+00	3.293621162573805883e+00	7.049319916195994296e+00	2.767171375037364101e+00	1.423554447010662027e-01	2.438060919230655710e+00	-2.935881544050157999e+00	1.255050555490244868e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.272059839808930448e+00	7.261289295471599736e+00	4.280477565082692060e+00	3.552230313343598400e+00	2.587410404960496990e+01	1.016864214711835146e+01	2.003466663018514726e+00	4.160765116001313935e+00	-1.530037830520752484e+00	-4.241150644505088607e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.652819507196981785e+00	4.464579698412817876e+00	1.684072394034159759e+00	4.997737437876879518e+00	2.134709251227481275e+01	1.049446236877121486e+01	5.222954036593345784e+00	6.437969823735716801e+00	-1.537891823310845396e+00	-5.286114912268103261e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.734312290780492871e+00	7.825565900564725119e+00	2.646034627235426928e+00	9.967904204428617021e+00	7.355651381626641694e+01	8.104474013980309977e+00	1.398386706423460701e+01	9.751842331739743130e+00	-1.996235632693959428e+00	-1.194000073043127585e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.478710382506065457e+00	2.131167296723995186e+00	3.181008022180373818e+00	1.815746175793844230e+00	4.963022997418252480e+00	6.808219501043343058e+00	5.267135983993136428e-01	7.058501634054536567e+00	-3.101107635210685887e-01	-2.331342571170695877e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.975436792160212285e+00	3.899264514159086925e+00	3.463007752564282615e+00	5.713322473556619485e+00	2.227622278959682589e+01	6.434581098983182201e+00	1.501723255173824434e+00	9.475057103170762218e+00	-1.145310603799052140e+00	-3.057024158642625000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.101901292858059378e+00	5.611494756182717758e+00	8.550997930745600328e+00	2.753253281799634689e+00	1.457248461582323706e+01	8.726109617014319753e+00	2.957586896121878972e+00	7.883504814782614112e+00	-8.787375202696388055e-01	-3.592412082069821544e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.239348149071470395e+00	7.993975261478365901e+00	6.100411837153715489e+00	9.489381456871402776e+00	7.916283018902825575e+01	3.608204172286840095e+00	8.337194089723287682e-01	6.599910952571857337e+00	-2.857873352694047853e+00	-2.422275892961048172e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.492219605024030837e+00	3.538382776338196312e+00	5.728016001427775450e+00	2.064122164144225113e+00	5.937011081750579677e+00	4.940618175496104492e+00	2.691444494439273249e+00	2.895027936480188746e+00	-1.499630270946931798e+00	-8.853471355766869166e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.911886002371472770e+00	6.846381687667428828e+00	1.992012582857509706e+00	4.503478314806120153e+00	3.026642800830259716e+01	6.739731843054618032e+00	2.421245570058574881e+00	7.033073775347648215e+00	-1.428020585812971088e+00	-3.440816495870338443e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.452124293939066391e+00	8.810822543963215736e+00	8.788330224380176858e+00	7.308088581093517888e+00	6.921508863970865377e+01	4.300089288422964451e+00	1.579261257712761379e+00	6.512807357555733034e+00	-2.466746038436017585e+00	-1.233264092754049202e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.093199274790381814e+00	5.692908210481984810e+00	7.852210743743881061e+00	7.203180320290792693e+00	4.895023416592129450e+01	4.821113391673815585e+00	3.593850753230264927e-01	6.839957236676115215e+00	-2.368127149402218912e+00	-9.967111053228986606e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.693766734709695410e+00	3.781953666708864681e+00	1.905790402211363421e+00	4.877491160647588586e+00	1.426115628243576161e+01	3.968379914886892124e+00	1.931999294392736211e+00	6.003288460536097659e+00	-1.837832231307092945e+00	-1.099266889009979487e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.766573750573900092e+00	1.060889879873820218e+00	7.044224738806079245e+00	4.236674223415769269e+00	9.134472381413184294e+00	5.959332307080339675e+00	7.256676047900049997e-02	5.664877699019861268e+00	-1.535741766213311932e+00	-2.755255824343778670e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.970637561085712974e+00	8.670506613976058929e+00	6.163896232744813908e+00	4.235179138048840386e+00	4.017336203644451587e+01	8.176597887749739613e+00	2.178222878232423110e+00	4.295893241460803758e+00	-2.585124729216025763e+00	-1.331897334492948026e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.653038506844238587e+00	1.656396509694498143e+00	2.064382041625772324e+00	3.124686565025082796e+00	1.501224042473929821e+00	2.333162718200127550e+00	6.286053923295655821e-01	5.479946423570956071e+00	-1.119736415639023708e+00	-1.541524291115113243e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.729764490998796589e+00	8.536230499915753001e+00	5.082968248393960664e+00	3.044138274980339176e+00	2.709284680802934275e+01	9.206679238706025004e+00	1.744470618284873931e+00	2.616795591898507745e+00	-1.985099562298474840e+00	-1.448597779462258650e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.992914525823306526e+00	6.076589988456930769e+00	5.502639966557056006e+00	5.484897099965609257e+00	3.171610474749008546e+01	7.348597832896063942e+00	9.879979635269017235e-01	8.140619105823708068e+00	-9.838189898549318801e-01	-7.246667016798777006e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.490646575629968495e+00	9.288207599757264177e+00	2.628356113227319213e+00	3.656914787725586979e+00	3.264271088513328323e+01	8.488146843409376530e+00	3.466293310983583620e+00	2.859807227138299712e+00	-2.425087967514592879e+00	-2.617297938459203976e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.069748574360508186e+00	7.820825108262008385e+00	9.276622346317930479e+00	3.957383961336677025e+00	2.867623507405537353e+01	6.001240102833892642e+00	6.708790573832285054e-01	1.469838197503530397e+00	-4.112707808461283143e+00	-8.706690746714558315e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.082377106535135525e+00	1.045586566830333553e+01	8.544326863933696004e+00	7.056393813155614758e+00	6.957107206634029239e+01	7.774734940048592335e+00	1.520608030968837898e+00	5.351383408348409532e+00	-2.953000135918006031e+00	-2.020521343235354195e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.255677485151508677e+00	4.413172944279990517e+00	7.228486665391684163e+00	9.604560519147112174e+00	4.282181375207537144e+01	1.238710051864072126e+00	3.781757222577553090e-02	7.182033779928514328e+00	-2.818124110052185660e+00	-1.980448963468782608e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.868131704673753557e+00	8.160600038188146499e+00	5.023772169246119468e+00	6.463820971725842135e+00	5.115202200537375177e+01	7.875462882317621371e+00	7.143661072083886232e+00	5.120911007803284676e+00	-2.452748246894202122e+00	-1.416652349278754919e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.790173592955910387e+00	4.719644473391976902e+00	4.975208301938652156e+00	2.142097509115296727e+00	5.605714825950609992e+00	7.085557211147300860e-01	4.350244540945513161e-01	3.410191176868538232e+00	-1.022802310069105269e+00	-4.117944090185865491e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.665145154676266781e+00	5.485525364638783152e+00	7.219041354056233928e+00	2.428502534089772347e+00	3.743869367061335218e+00	8.943020486190185636e+00	4.822568398598975570e+00	6.251076587984842448e+00	-4.721713058801383922e-01	1.773042209938642699e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.095777990833792792e+00	6.304814820203189285e+00	6.224634689089243444e+00	9.688154714399052736e+00	6.414754794284878869e+01	9.778949059009509170e+00	2.943194499516693874e+00	3.322762072147927626e+00	-4.330855663943068201e+00	-5.398927039653331406e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.262549342861196244e+00	8.894139459092453848e+00	2.107047506302555107e+00	3.820574890820851444e+00	3.109471209882082121e+01	3.922541723760602839e+00	4.595820108429875539e+00	9.516752430994269929e+00	-8.065766287606558338e-01	-4.705154880754461644e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.397049420338954739e+00	9.598408558846657002e+00	5.587474237710751801e+00	2.025029462158470572e+00	1.787413448103797364e+01	2.935893480353256813e+00	1.318709174268422046e+00	9.347729187481997215e+00	-6.396242690592655045e-01	-2.304654677542950392e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.374385071738476682e+00	7.528116098493467412e+00	8.306554689104068245e+00	6.397841260348284820e+00	4.936779426473865584e+01	8.337843731769666533e+00	9.500075862537556981e-01	5.003940436548295345e+00	-2.187072894718691707e+00	-1.172591317165282732e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.209603172338931998e+00	4.874210909162968619e+00	5.221688380494496684e+00	6.927857905946157580e+00	3.015173834648627249e+01	3.127932124055798013e+00	6.982660076666947768e-01	4.062394807618760595e+00	-3.285863139550349032e+00	-2.679030519749120742e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.527603777144013630e+00	5.114361337791954121e+00	1.450934385238264124e+00	7.109389760994814900e+00	3.161134425099122680e+01	8.922632615629934705e+00	7.919077189511968484e+00	7.796278660328876953e+00	-1.910453129798423744e+00	-9.210750654554836103e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.049751961092124652e+00	7.531603686123910180e+00	8.226189958229111809e+00	3.502536887596356063e+00	2.500568495495172527e+01	1.856876310946346198e+00	1.657198389948420780e-01	8.219208771788605317e-01	-5.048200616295250853e+00	-1.299432848010411021e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.316305814611166358e+00	3.090021272984168288e+00	2.339840422327099656e+00	1.049918102730663660e+00	4.744557951578562971e+00	2.509904537702091432e+00	9.799072292771782156e-01	4.947378945303786857e+00	-5.338066474834387565e-01	-4.043956415418165307e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.552777319094296615e+00	1.677681554922887175e+00	3.384158317699986096e+00	9.273533307012504778e+00	2.017740396310069073e+01	9.756791392245443006e+00	7.374616469342525349e-01	4.593191115414333225e+00	-4.706116452090492785e+00	2.017431634907345142e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.736174962307944325e+00	4.193606925386600182e+00	2.102070920391819975e+00	3.456278885158677650e+00	1.183980036362745558e+01	7.297245540975897171e+00	7.221430634200866727e+00	9.233704511370602219e+00	-3.527321225394857152e-01	-4.295151207400138560e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.657211803407108164e+00	3.796572009619409105e+00	3.706172065079531563e+00	7.141850688684638016e+00	2.378637052417422026e+01	8.328498302041678514e+00	8.664169088879341007e-01	1.375650278395759152e+00	-1.271187045119152081e+01	2.254872217059373156e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.823749565166047581e+00	3.886942683853375158e+00	8.013101657502225805e+00	7.159978144695569924e+00	2.755636343363158502e+01	3.805882318207357784e+00	2.945024889438212501e-01	6.284425811734189793e+00	-2.311902051972165140e+00	-1.477735095069049365e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.951835780474952209e+00	3.254114758714988120e+00	5.619500215816425559e+00	6.184232619987164448e+00	2.171800083262910164e+01	7.065464745681573788e+00	1.386247509945744749e+00	7.774032651440767161e+00	-1.829756575747081282e+00	-5.020486844462200615e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.128801803457000208e-01	1.206817264921278277e+00	3.036530671756939803e+00	3.995195766768671497e+00	6.821543127746823032e+00	6.692264926002638781e+00	3.112335798247912955e+00	5.644200368281974356e+00	-1.429412971484504968e+00	-8.878806898020592087e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.974936827264787809e+00	9.800269538055597085e-01	8.839518126391906705e+00	3.006461611955563829e+00	2.485036064028078862e+00	5.829952939946779544e+00	1.737857011157534215e-01	1.189042934824582343e+00	-3.593180622682541348e+00	8.495594407706727580e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.364610919509197551e+00	1.011074945830391236e+01	9.221696196760639452e+00	6.460118052094568242e+00	6.457301178778536155e+01	7.052197291497549259e+00	1.099416268672254393e+00	9.688916212970386965e+00	-1.261113929032748215e+00	-4.884516340815401314e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.818398726063832349e+00	5.075822026294450673e+00	8.769199812741101496e+00	9.023183452943426275e+00	3.998353231332091440e+01	6.078422652191266096e+00	5.078368905589074611e-01	4.817057861730573265e+00	-3.012501941192438082e+00	-2.596260070234178485e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.295137100272150121e+00	4.411098075421527653e+00	2.609446966067149987e+00	9.669442392019952592e+00	4.214669850525918804e+01	4.295902991368946822e+00	8.250277503022299674e-01	6.048706957814738772e+00	-2.746662806030743198e+00	-2.019788942045173741e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.607649700790091396e+00	6.998282505172093160e+00	5.123381064821782793e+00	1.847391185300362837e+00	1.463263970583508566e+01	3.356925319301604205e+00	2.933339790816544390e+00	2.979711338354465333e+00	-1.253456285884719357e+00	-4.923963929292383135e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.513268191436522692e+00	3.288963858772642190e+00	9.266122495191002173e+00	2.055290853150600672e+00	3.968759548516896718e+00	7.497635300018354876e+00	3.450421720369684642e-01	5.168961816528208963e+00	-7.654257734191188822e-01	1.179667416499484478e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.062378352850112506e+00	9.449528135845499222e+00	7.547041359931720095e+00	9.661514106479000219e+00	9.389402385519497329e+01	2.401701742772458736e+00	1.745435100647528159e+00	4.873704645838036420e+00	-3.798546755254714302e+00	-2.766172626585784400e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.353506276981045531e+00	8.284591987066830754e+00	1.000740637142489176e+00	7.953761170449810791e+00	6.361385671144329734e+01	7.159748544443427676e+00	5.536855446946026937e+00	1.668397958396969694e+00	-9.090914473461644718e+00	-5.032542716828524476e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.607497504454572734e+00	1.766635025271148463e+00	1.308630290762817561e+00	8.791923386477776603e+00	1.711951373531789855e+01	3.019341047761058494e+00	5.489263596683284785e-01	1.992129934918157375e+00	-8.871087392366261426e+00	1.956943024344158459e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.810596119968266748e+00	4.466847579477915886e+00	5.024903359457637109e+00	2.960897929833756326e+00	1.198455520126725382e+01	6.561259059747019506e+00	1.542997223798929118e+00	8.585177112523400211e+00	-4.663088213975986052e-01	-1.867280856806199818e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.820512612002476160e+00	9.360541947343810065e+00	8.895285080132309119e+00	6.716339594287117798e+00	5.593907979447040901e+01	7.792569684614004899e+00	4.872776493587922531e+00	3.249703276365350391e+00	-4.070473794847759841e+00	-3.552883389628365762e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.791892777891081590e+00	9.535984907574107439e+00	5.460157145850147664e+00	7.401971677318329057e+00	7.065499854477687336e+01	2.728923565889727509e+00	1.307103577021022645e+00	2.491549834276794329e+00	-5.256347597972350627e+00	-6.761626281311156106e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.580826870891347546e+00	5.008914627200832470e+00	5.905986555359354462e+00	7.013583908755370189e+00	3.538806046177943898e+01	2.027224680360559361e+00	2.901732043880421719e-01	5.345385989076478772e+00	-2.593539782513605729e+00	-1.338629465898052295e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.160609613080029412e+00	6.133839072854666341e+00	1.762039406223843585e+00	4.955091768994596357e+00	3.020222509760870722e+01	2.169696153611099021e+00	9.657313917916844348e-01	7.908608195690505660e+00	-9.796317792334044983e-01	-6.851621393573566365e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.732339739404371137e+00	2.144481742316893591e+00	6.295144858190747428e+00	9.389193072224183423e-01	4.219194161792885645e+00	6.804328695663478754e+00	2.281452350071218882e-01	1.551664106114195807e+00	-1.607852644055281166e+00	5.173439354038920079e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.329966442292967344e+00	9.816789428969345366e+00	8.299285175583547058e+00	5.894954472121628264e+00	5.971928273066809822e+01	8.187501477456850196e+00	1.155697163411786521e+00	5.894488844572116193e+00	-1.522458248892462951e+00	-8.922590037196966861e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.109710797439080743e+00	3.620534900556263924e+00	4.113261421350124181e+00	3.497783828866431133e+00	1.061241686279732299e+01	1.177689413617447167e+00	9.895666915085186977e-02	2.369575484019721401e+00	-3.171596345369539272e+00	-1.112898260402698725e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.138868585332591277e+00	9.321957715495571506e+00	7.736182517117550894e+00	4.942352779115478434e+00	4.528001936501468094e+01	7.794277379410450735e+00	4.451483525031132871e+00	1.526968823649614171e+00	-7.335539497190016966e+00	-1.427958769783637365e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.133158094158877027e+00	7.249440673416128078e+00	9.876403072626072088e+00	9.532556785987429393e+00	6.443491460976909480e+01	4.010163619683821956e+00	3.347849598990340070e-01	1.238867528447339161e+00	-1.283791954736012109e+01	-1.291779778527981989e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.116053720762192114e+00	6.433258217279062663e+00	2.710169619816081177e+00	4.421624608375410936e+00	2.894532099827436866e+01	5.014477719314396786e+00	1.457584477324551431e+00	8.450320293168116947e+00	-1.091781899521079957e+00	-4.299348075373591094e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.373799552217960240e+00	5.285650420714868680e+00	5.391754840383626401e+00	8.430237556404147625e+00	4.881978927369849686e+01	8.858989886449263551e+00	1.508931775429991129e+00	2.612987202525553165e+00	-8.251703004824806342e+00	-3.007803413557965655e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.663569635176370021e+00	2.944400932883914024e+00	3.707444438912281370e+00	3.076622784194414706e+00	7.241779843996025257e+00	4.187429650253109870e+00	4.693321650994541905e-01	1.450410009903940534e+00	-3.853257570843935387e+00	3.406033758331233940e+01
