G c dx1dt d2x1dt2 d2 d1 Fc Fg m1 W
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 -2.40183501e+00 4.76500478e+00 1.87989608e+00 3.43579548e+00 -1.08014936e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 -3.26427549e+00 7.75845819e+00 4.89349272e+00 1.73106671e+00 3.30799994e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 -1.02181119e+00 1.91235608e+00 1.07563599e+01 9.93323616e+00 -2.50415183e+02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 -6.68347310e-01 3.50067498e+00 9.37877828e+00 2.40581357e+00 -8.22988135e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 -5.00938821e-01 3.48687198e+00 7.92242849e+00 9.89578895e+00 -1.80754983e+02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 -5.41720995e-01 4.88817035e+00 1.70587758e+00 9.79551939e+00 -7.30614800e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 -1.25660450e+00 9.82331867e+00 5.22781393e+00 8.14436294e+00 -1.66741629e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 -4.22996820e-01 1.60752292e+00 8.53385518e+00 6.93480666e+00 -1.10680120e+02
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 -6.56814216e-01 5.66830895e+00 2.34948936e+00 6.20026345e+00 -6.30072013e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 -4.12494045e+00 2.61428214e+00 1.52367939e+00 8.79491391e+00 -2.49574394e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 -1.10893482e+00 9.73608891e+00 1.78428011e+00 3.60495569e+00 -4.22236328e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 -4.36084967e+00 2.01973154e+00 1.54237239e+00 5.20913091e+00 4.45379153e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 -2.21357318e-01 4.63240902e+00 7.76367465e+00 6.57450972e+00 -1.29667808e+02
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 -2.62577506e+00 7.64096486e+00 2.29525964e+00 4.70071428e+00 -2.72536551e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 -1.07793358e+00 7.34098985e+00 2.88096337e+00 4.84737809e+00 -7.67023128e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 -4.22824247e-01 4.80455773e+00 1.85381049e+00 3.97256201e+00 -3.00818377e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 -1.29748619e+00 4.11871751e+00 4.56783549e+00 6.07808635e+00 -7.90149929e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 -9.95177928e-01 4.57851141e+00 4.39584863e+00 8.65517075e+00 -1.10885064e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 -6.51550311e-01 3.37848637e+00 1.69568198e+00 2.81375540e+00 -1.35135601e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 -5.26893678e-01 2.84799645e+00 1.00461215e+01 9.40989735e+00 -2.13356713e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 -6.72283753e-01 5.34735728e+00 5.82857743e+00 7.20178888e+00 -1.30466305e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 -2.63547498e-01 3.41680380e+00 9.21659062e+00 8.40945891e+00 -1.72282555e+02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 -1.05057049e+00 3.58715498e+00 8.63581646e+00 6.00571623e+00 -1.54592419e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 -1.35553096e+00 6.91080457e+00 2.68726379e+00 8.01565031e+00 -1.10970888e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 -7.55222183e-01 9.71683599e+00 2.97729938e+00 1.14580358e+00 -3.32148968e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 -2.87272692e+00 6.43273481e+00 3.58083854e+00 8.36542382e+00 -7.38824411e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 -1.70266009e+00 1.69281520e+00 3.25515687e+00 1.36124973e+00 -6.73275598e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 -4.87458346e+00 1.68025252e+00 1.19417063e+00 9.00922039e+00 -1.02589615e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 -1.50430944e+00 9.56280899e+00 2.43454042e+00 9.92766473e+00 -7.77274128e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 -3.46915248e-01 3.67561711e+00 3.66652800e+00 3.64660716e+00 -3.34391402e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 -1.63053268e+00 1.82860287e+00 4.05339211e+00 2.89286701e+00 -1.62283206e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 -9.76236714e-01 6.39140128e+00 5.32535704e+00 7.88827027e+00 -1.56627644e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 -1.21905181e+00 6.61283900e+00 1.57045467e+00 3.27723707e+00 -2.80029792e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 -4.15940595e-01 6.83654338e+00 1.93757025e+00 8.79006145e+00 -6.16498312e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 -1.37255955e+00 3.40661825e+00 5.45579323e+00 1.92558333e+00 -3.67714145e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 -1.23980589e+00 1.13599616e+00 2.97447785e+00 2.13359677e+00 -3.29329825e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 -4.04827187e-01 9.68513833e+00 1.92283741e+00 9.81236400e+00 -1.64595548e+02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 -1.48559118e+00 3.25803741e+00 1.94980467e+00 7.06455008e+00 -1.68627630e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 -4.01937123e-01 7.08423659e+00 6.11158299e+00 8.62198502e+00 -1.84853535e+02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 -9.82460904e-01 7.35966883e+00 3.87622794e+00 3.91896440e+00 -7.73564547e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 -2.03499822e+00 6.49006675e+00 2.32748925e+00 7.08835375e+00 -3.37924427e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 -2.70928268e+00 3.81616655e+00 3.63548632e+00 6.34817645e+00 1.57318169e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 -1.06731114e+00 3.43986628e+00 8.03394274e+00 6.42835108e+00 -1.44421010e+02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 -1.21116280e+00 6.37901454e+00 4.20734291e+00 7.14279214e+00 -1.22296972e+02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 -1.16851348e+00 8.79486070e+00 2.10838859e+00 6.17823256e+00 -1.02201355e+02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 -3.96548816e-01 9.52060356e+00 1.79976474e+00 4.86156132e+00 -8.00285077e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 -3.03717501e+00 1.95315224e+00 1.34480202e+00 3.48330425e+00 -2.07782329e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 -2.33423090e+00 2.39345751e+00 4.51694589e+00 7.91723198e+00 -6.93043500e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 -3.89075215e+00 9.50262633e+00 4.65171635e+00 3.03645187e+00 2.30164791e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 -1.41938482e-01 7.62881706e+00 4.45260668e+00 7.23118876e+00 -1.29818440e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 -2.40078274e-01 8.94694442e+00 1.35361170e+00 3.09999540e+00 -4.18280507e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 -1.30097421e+00 2.82369371e+00 3.83245726e+00 6.62797153e+00 -5.26239510e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 -5.84149804e+00 6.28827284e+00 4.00010956e+00 7.72370440e+00 3.24498800e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 -1.53950016e+00 7.31025635e+00 1.92433865e+00 2.96842500e+00 -2.19572108e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 -1.39567130e+00 7.12100697e+00 1.81350697e+00 1.53948971e+00 -1.19044207e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 -2.57619076e-01 4.67336522e+00 6.04628589e+00 2.17876369e+00 -3.85262863e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 -1.02567576e+00 1.13855403e+00 8.52410025e+00 6.45397271e+00 -1.10912342e+02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 -9.34781102e-01 6.24633451e+00 6.00450392e+00 8.64501766e+00 -1.83329304e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 -8.42635316e-01 3.27791385e+00 4.87838752e+00 1.40497139e+00 -1.98901221e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 -3.84353000e+00 5.05228822e+00 2.43325671e+00 7.60736133e+00 -1.36005029e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 -1.30476141e+00 9.61822914e+00 1.29639653e+00 4.07186781e+00 -6.62035700e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 -3.61141137e-01 4.59131786e+00 6.41755358e+00 5.30675533e+00 -9.22010354e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 -9.43563019e-01 8.55821446e+00 1.41423149e+00 9.35973595e+00 -1.16018335e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 -4.51489480e-01 2.69686545e+00 8.32554869e+00 3.98774354e+00 -7.81202237e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 -1.49438834e+00 7.05214448e+00 1.57871833e+00 5.18803241e+00 -5.98960503e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 -1.08655212e+00 9.79306259e+00 1.71669712e+00 1.12314173e+00 -1.59936878e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 -1.38436941e+00 1.91703791e+00 5.68101902e+00 1.73438848e+00 -2.34843532e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 -6.65805088e+00 1.07487948e+00 1.18004205e+00 3.32732432e+00 1.35958807e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 -2.31541419e+00 4.90224513e+00 2.48715795e+00 1.25067017e+00 6.75427634e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 -7.19937591e+00 1.83362935e+00 1.42932629e+00 6.68237793e+00 1.08148958e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 -8.61700913e-01 7.73545915e+00 2.26541418e+00 4.83758521e+00 -7.04163398e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 -6.32401281e-01 9.23093797e+00 2.41066770e+00 5.93330682e+00 -4.51793021e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 -1.30229777e+00 4.90618875e+00 3.72051301e+00 2.57182467e+00 -3.63283984e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 -8.87790676e-01 3.32840478e+00 9.00403788e+00 3.66338826e+00 -1.08484839e+02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 -1.18720539e+00 4.90962987e+00 1.51362202e+00 6.97442027e+00 -4.38856967e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 -1.85676212e+00 7.51103036e+00 1.60032306e+00 9.68772451e+00 -9.29981494e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 -1.17376102e+00 1.08148745e+00 9.72312082e+00 1.45375096e+00 -6.60459025e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 -1.14152695e+00 6.30508591e+00 2.06103554e+00 9.01345889e+00 -5.29341642e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 -5.81969611e+00 6.51962516e+00 3.85134172e+00 6.19193081e+00 3.07486779e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 -6.28201937e-01 6.73919422e+00 1.86797029e+00 6.07527610e+00 -4.33760382e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 -1.14979628e+00 3.17819872e+00 1.57429202e+00 5.50250682e+00 -2.41693123e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 -2.83756210e-01 7.42647451e+00 5.25749992e+00 1.62454677e+00 -3.84423309e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 -1.09341426e+00 1.82252338e+00 9.51569987e+00 1.80889167e+00 -7.43899553e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 -1.02805692e+00 2.79343303e+00 6.91655233e+00 6.40820805e+00 -1.05081263e+02
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 -2.67884159e-01 8.89723042e+00 3.30889874e+00 4.06862714e+00 -7.62518936e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 -6.02803524e-01 7.64850836e+00 3.88856112e+00 9.25541260e+00 -1.62322954e+02
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 -2.44022535e+00 1.12370999e+00 3.61299902e+00 4.65931484e+00 -1.33203376e+01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 -1.93863695e-01 3.23538634e+00 8.95339997e+00 2.28953313e+00 -5.00988766e+01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 -1.52743848e+00 2.92965835e+00 5.86990579e+00 7.43246950e+00 -1.03644079e+02
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 -9.95823184e-01 3.43725695e+00 7.96099664e+00 3.64018079e+00 -9.40138502e+01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 -6.11910653e-01 3.22803793e+00 8.99350893e+00 5.72923277e+00 -1.31741795e+02
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 -2.51270351e+00 1.56273666e+00 4.82238960e+00 7.28049507e+00 -5.45631998e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 -2.39132226e+00 5.13046465e+00 2.57751765e+00 9.10237700e+00 -2.38498609e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 -3.23030074e+00 7.59460127e+00 2.48887733e+00 8.12972075e+00 -4.19878844e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 -1.44742429e+00 6.46058552e+00 1.49320422e+00 7.08724961e+00 -7.04849230e+01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 -8.02670987e-01 7.05584502e+00 4.58880696e+00 7.11669864e+00 -1.35088613e+02
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 -2.85093764e-01 1.73034261e+00 1.01025335e+01 9.51332180e+00 -1.80088910e+02
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 -8.41107576e+00 9.56341639e+00 9.00027652e+00 3.66241688e+00 2.14586268e+02
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 -8.66114838e-01 8.54642650e+00 1.52704044e+00 1.01000885e+00 -1.34173023e+01
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 -5.17186527e-01 8.24581287e+00 1.73351579e+00 3.44759103e+00 -3.34767251e+01
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 -3.71283331e-01 8.40685425e+00 2.80324692e+00 2.96102242e+00 -1.67181660e+01
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 -2.90448101e+00 9.39439457e+00 4.51916847e+00 6.95651127e+00 -3.70471317e+00
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 -1.42294035e+00 5.89828570e+00 1.46050076e+00 6.70340440e+00 -5.42239741e+01
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 -7.87901644e-01 2.80253816e+00 9.84121120e+00 6.34115244e+00 -1.62846104e+02
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 -2.30563386e+00 6.55105247e+00 1.67596404e+00 1.14619099e+00 -8.60821379e+00
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 -3.02456218e-01 7.68593344e+00 1.35575529e+00 7.55900249e+00 -8.63901497e+01
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 -1.03497909e+00 7.64125654e+00 2.96960042e+00 3.91177371e+00 -6.75504405e+01
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 -6.28812838e-01 5.69304122e+00 1.57728796e+00 6.98550390e+00 -5.99638916e+01
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 -8.95091196e-01 1.61612847e+00 1.12569038e+01 6.00920586e+00 -1.75028737e+02
1.00000000e+00 1.00000000e+00 9.66202565e+00 8.42212869e+00 8.37157162e+00 -8.66440633e-01 4.34001645e+00 8.53844352e+00 4.08457833e+00 -1.20818575e+02
1.00000000e+00 1.00000000e+00 3.26604066e+00 4.13028287e+00 5.86714379e+00 -1.79640868e+00 9.28689948e+00 2.84347332e+00 2.21118640e+00 -1.06945557e+01
1.00000000e+00 1.00000000e+00 5.47523655e+00 7.10214537e+00 7.39218519e+00 -1.35011248e+00 6.26004019e+00 2.34927409e+00 1.84977008e+00 -2.49349896e+01
1.00000000e+00 1.00000000e+00 3.70790479e+00 6.09158768e+00 3.82915102e+00 -1.03269939e+00 5.84498749e+00 1.57635857e+00 8.48366500e+00 -6.24377410e+01
1.00000000e+00 1.00000000e+00 3.56356445e+00 3.40325443e+00 5.24051109e+00 -1.47058126e+00 3.41968163e+00 2.80065050e+00 9.26557788e+00 -6.42394713e+01
1.00000000e+00 1.00000000e+00 1.33198253e+00 8.90766988e+00 8.39473208e+00 -6.30243409e+00 4.31604028e+00 3.24031299e+00 6.84809242e+00 3.62427979e+01
1.00000000e+00 1.00000000e+00 6.48607901e+00 8.17683419e+00 5.13338677e+00 -7.91446846e-01 9.05811480e+00 1.39654710e+00 1.93090703e+00 -2.77958764e+01
1.00000000e+00 1.00000000e+00 5.52411121e+00 6.92606651e+00 4.22018439e+00 -7.63957174e-01 6.99816743e+00 1.71264287e+00 4.61824495e+00 -5.30175229e+01
1.00000000e+00 1.00000000e+00 1.46330876e+00 8.65523556e+00 5.44791203e+00 -3.72300923e+00 8.08648324e+00 5.52616335e+00 7.56045280e+00 3.00632232e+01
1.00000000e+00 1.00000000e+00 3.50781818e+00 8.80564781e+00 8.45424327e+00 -2.41011445e+00 5.08910881e+00 1.45079036e+00 8.01838796e+00 -5.45331455e+01
1.00000000e+00 1.00000000e+00 9.17439297e+00 7.37526679e+00 4.01687243e+00 -4.37835227e-01 6.67222498e+00 5.78809731e+00 2.06396760e+00 -5.09844166e+01
