G	c	dx1dt	d2x1dt2	d2	d1	Fc	Fg	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	1.297395163029646081e+00	3.051506717087798304e+00	5.626587091203547608e+00	-3.162570812403882048e+00	7.685120304101454636e+00	4.817439487751332017e+00	1.711253818710442909e+00	3.274840535235664873e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.718323830533293517e+00	2.285148427924687642e+00	9.665445401990449881e+00	-9.797251464867016146e-01	2.226814511853918876e+00	1.082208547066478843e+01	9.630895706984132332e+00	-2.567110039367136665e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.489689873787773067e+00	1.392540916657481143e+00	6.376937946731489504e+00	-7.224034158116758864e-01	3.521728772284453690e+00	9.177706922747384866e+00	2.714477943862568576e+00	-7.828865090470749522e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.996022565275048954e+00	7.338935168604056258e+00	4.032943563858843561e+00	-5.103912194899528076e-01	3.785223813298081552e+00	8.062156370328946053e+00	9.436625076724293848e+00	-1.743979791914873942e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.934671696932917850e+00	4.309273882699894642e+00	1.938746307066365082e+00	-4.521839947855322839e-01	5.373605297934981984e+00	1.640031473526926575e+00	9.391554944136439431e+00	-7.360417482239635945e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.967802884475036818e+00	7.112789863402791291e+00	2.179019655514643716e+00	-1.364843958725629358e+00	9.758006018895738265e+00	5.370399353430342693e+00	8.115226460731681968e+00	-1.943117789095456516e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.418589501637766759e+00	2.287396575237156782e+00	3.102667494579453678e+00	-4.513248538529762155e-01	1.782092093195950522e+00	8.659704709558335267e+00	6.590495828177615145e+00	-1.060561541209549716e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.100089786898218236e+00	4.168867236040832758e+00	3.266735075852209125e+00	-6.816016342231573377e-01	5.495739222908560428e+00	2.297298595516818587e+00	6.533242259245021444e+00	-5.720308960938594822e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.894540481580817559e+00	5.855798061619422512e+00	8.514766010410806274e+00	-4.187472624505906182e+00	2.334731532596598491e+00	1.891070859974703033e+00	8.474030223111205018e+00	-2.547569811903804293e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.477186679602327857e+00	7.886080313889615390e+00	6.396425505802969091e+00	-1.045848423697715690e+00	9.683184084658478241e+00	1.641388542695119801e+00	4.029007979090865277e+00	-4.289505588226908372e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.343359610481348554e+00	3.820071232006663653e+00	6.234131700258168429e+00	-4.333615762129311655e+00	1.650918196242150859e+00	1.832064023357683702e+00	5.491043735515606983e+00	4.208437567317940164e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.935145086938495851e+00	6.656332668921978168e+00	2.354991490891352068e+00	-2.727483032938065044e-01	4.378627874139176868e+00	8.016010465465431167e+00	6.910873932437350931e+00	-1.348092366332311656e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.030091246663359161e+00	9.096373451759154349e+00	8.895345555677556248e+00	-2.582012258690945750e+00	7.801047195080032637e+00	2.675585082970454387e+00	5.214662678839675714e+00	-2.814750952145109864e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.778486776107333078e+00	6.960189191408805875e+00	7.715640078916282896e+00	-1.089382944613414894e+00	7.201961102009103222e+00	2.918344704556561364e+00	4.869500303541371089e+00	-7.143686406834369507e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.356530328868146285e+00	2.964204773191672970e+00	2.121539239678323696e+00	-4.871621115317001371e-01	4.996871705090810245e+00	1.684449022076385249e+00	3.696681017469738872e+00	-3.059976865809705515e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.568917261621788128e+00	1.376129153324349597e+00	7.580426795846898713e+00	-1.349011608689453690e+00	4.199758971433980470e+00	5.013860966939254205e+00	6.050032423353909117e+00	-8.220824890792768258e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.254025310303373608e+00	8.471390633858788988e+00	5.730284341937329273e+00	-9.636628010583876414e-01	5.079561005813767238e+00	4.323966105278524985e+00	8.500840848442654973e+00	-1.093600719969554689e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.536863325800430502e+00	1.076378440467864683e+00	1.843827719945524191e+00	-5.836843722765376885e-01	3.520408098935629226e+00	1.520960624733617372e+00	2.620609004263873221e+00	-1.556208494670128673e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.966795166234888370e+00	8.977101774850822835e+00	5.297600900649046984e+00	-5.620743335243489902e-01	3.149580486259474732e+00	1.000536174314325777e+01	9.450981890564595034e+00	-2.135607433830838318e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.220423594583930793e+00	5.952714254958739737e+00	5.087642471847422243e+00	-6.329348355557391503e-01	5.456134908051213372e+00	5.617743555862385385e+00	7.116897049201527992e+00	-1.343620977674995345e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.713276178018771745e+00	9.242091810950769926e+00	2.413306425393789478e+00	-1.492279011681560963e-01	3.501088296388172871e+00	9.329589544557375547e+00	8.204596561865525217e+00	-1.754653400344977001e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.158398220290678182e+00	8.066439477166753136e+00	9.815082330218766415e+00	-1.141554018494804312e+00	3.902411841627862810e+00	8.505739431392981942e+00	5.938881527613932398e+00	-1.523275568398794348e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.753836485148945634e+00	1.038767219201457515e+01	8.146343767024427862e+00	-1.329825298805205280e+00	7.091827158464385938e+00	2.625521939642537106e+00	8.165163164722345712e+00	-1.106151379940855719e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.399256549295806451e+00	4.479600270707839726e+00	6.675979505244690415e+00	-6.951874277379035405e-01	9.773693650054882553e+00	3.185145459579983740e+00	1.406281314897420476e+00	-3.559765414758777524e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.260140137073414213e+00	7.962678598246900386e+00	5.111957136077592168e+00	-2.879603771639740017e+00	6.488399105779309117e+00	3.714786690482184905e+00	7.928871667609973528e+00	-7.021231032284706686e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.325470435122650503e+00	3.995237953152295240e+00	4.803534644070759363e+00	-1.613164489972329863e+00	1.838497066615468967e+00	3.258503907674454414e+00	1.278673703930103711e+00	-2.537420319525117929e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.501297239291488061e+00	6.017371653141475818e+00	6.483942536320460803e+00	-4.715664855292212465e+00	1.498532674273854060e+00	1.230868469207768268e+00	8.970725936166035197e+00	-1.266536898219778173e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.004644721205198543e+00	6.642005050911518715e+00	5.873882516695990041e+00	-1.479493797942389888e+00	9.369605765406809894e+00	2.437172470886034059e+00	9.605608482227079747e+00	-7.415343546287030563e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.244658871433681924e+00	8.776151068750570161e+00	1.878993341243500703e+00	-3.637976970772809349e-01	4.061429982596354016e+00	3.573930513326520231e+00	3.614005615421185702e+00	-3.103544264650978235e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.598985734403591152e+00	9.711452738837952126e+00	5.631477311166641186e+00	-1.559922288272240776e+00	2.333241425954545534e+00	4.052849468935555421e+00	2.933173228752676831e+00	-1.629363540741241678e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.055398187707671909e+00	8.019150142288806293e+00	8.516898655354177450e+00	-9.153770840999367886e-01	6.139981806119329200e+00	5.430773175436003797e+00	8.029573506923965098e+00	-1.561844798001691856e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.033747554958223347e+00	4.867431997621575412e+00	4.969686507652362195e+00	-1.401097634172085327e+00	6.431763098834885284e+00	1.543359323182232679e+00	3.298250857296126881e+00	-2.802876393943786937e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.987426543930228107e+00	5.056637565756915365e+00	1.244005267225192002e+00	-4.161383044025319111e-01	7.145788627959619888e+00	2.027722101558158130e+00	8.550137172923390594e+00	-6.015454887898517455e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.306053164704963798e+00	7.380649307440666718e+00	8.310863064399889311e+00	-1.401078806125594545e+00	3.551025451111606834e+00	5.276105150015456324e+00	2.473554466983840960e+00	-3.922615365124238451e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.205657149731197642e+00	3.062071426146300013e+00	2.914221820312478339e+00	-1.211134408722387423e+00	1.319084124271566072e+00	2.844781973342869641e+00	2.359407286504831447e+00	-6.451184560750156116e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.806165126004080079e+00	2.559079125431240165e+00	3.000265109190299651e+00	-4.188236329206738717e-01	9.927820300998254410e+00	1.765130268620491272e+00	9.962895782706404191e+00	-1.635099818906202813e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.888246444886378494e+00	4.254071053598401875e+00	2.261258956299747602e+00	-1.491747191338099299e+00	3.192878731521515689e+00	1.828433616417953766e+00	7.338213255417755043e+00	-1.767043448481870627e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.000324472920029351e+01	3.537161922056058394e+00	4.403889200564279349e+00	-4.643249056835175304e-01	7.173549144227226115e+00	6.388025827165562553e+00	8.688603690773728516e+00	-1.863511777108015792e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.791560649298257424e+00	3.404854765820739537e+00	7.555509962662173784e+00	-9.293735871693606931e-01	7.427929369610009047e+00	4.032156450890759025e+00	4.269285095558117860e+00	-7.477389963930804129e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.505282645285467957e+00	3.243199327038151392e+00	5.932424627926776495e+00	-1.915381806417906008e+00	6.257699883223214243e+00	2.096202685378711461e+00	7.103842677517740789e+00	-3.425448633439776103e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.191223237282266645e+00	1.665624455942746218e+00	2.711912454460625899e+00	-2.770547267177276840e+00	3.901451828509237885e+00	3.729446117360090796e+00	6.348652366253812573e+00	1.358597989425778962e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.319800064271088758e+00	1.404138774378924870e+00	8.899593901280343999e+00	-1.168281803635028870e+00	3.774875913592433019e+00	7.950058904908143376e+00	6.601353901527375001e+00	-1.456017686055537297e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.999288852247930848e+00	9.817514034421133573e+00	8.997568579881287221e+00	-1.209717088594684853e+00	6.288575106726788988e+00	4.060789842482001255e+00	7.572109011566048764e+00	-1.199352548641117693e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.150579188553239263e+00	4.950443335805962519e+00	8.255161523704037663e+00	-1.170584537376905265e+00	8.836156431124546629e+00	1.789302138063639580e+00	6.590035061722523402e+00	-1.071462953343251598e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.681993079883669751e+00	4.923924910056626914e+00	2.745335128979799588e+00	-3.119208961774405653e-01	9.576553208353617563e+00	2.008499915134431379e+00	5.023021819110303987e+00	-8.111973264744261769e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.159183733272421080e+00	7.414699788874333564e+00	5.084989142285279762e+00	-3.126013765827178936e+00	1.876102435845651284e+00	1.051890467608540769e+00	3.624002143989833336e+00	1.209225793764129975e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.825138757535561318e+00	2.746164016729978119e+00	9.664938211431755022e+00	-2.373111037237348508e+00	2.576673536429838762e+00	4.505785961570390796e+00	8.106797317579882645e+00	-6.982083210108167748e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.098294770138307452e+00	8.841459524710467477e+00	8.223251021939272931e+00	-4.045975113853916838e+00	9.318553801052580354e+00	4.448480786301093559e+00	3.304883158358006945e+00	2.385411828029888781e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.808237051679554952e+00	8.159654713908997437e+00	8.010847986395543963e-01	-4.256300434495334517e-02	7.989522585383079800e+00	4.619231648938585622e+00	7.584895020704447433e+00	-1.264816935437668093e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.518669651570852430e+00	2.026826963163416373e+00	1.742898392452105982e+00	-2.219704278716372603e-01	9.116438710070022822e+00	1.281804266450350616e+00	3.035562340986301511e+00	-3.908829836447689843e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.725196047887040507e+00	4.455250705441969217e+00	4.795431689294120225e+00	-1.334468330202618125e+00	2.570139703681245891e+00	3.803579241573624259e+00	6.986942088942512008e+00	-5.397507952813256082e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.944169848124280398e+00	8.909619895974698167e+00	9.085771795930414285e+00	-5.937063802612756014e+00	6.747871035393925965e+00	3.978475256484250711e+00	7.817118225868383341e+00	3.204952791282285318e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.305859617062780309e+00	9.429238251317469732e+00	5.554460024214843195e+00	-1.628431506384129257e+00	7.355756166006107044e+00	1.989320496994893883e+00	3.145704531812204330e+00	-1.917928113754626196e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.684876892944005888e+00	5.235621652640213952e+00	6.005540313484780235e+00	-1.365730601100582309e+00	6.925327653654989923e+00	1.816299952278145113e+00	1.915860007956693867e+00	-9.019933210270551172e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.544038265028525814e+00	6.369190986011454392e+00	1.579452852112140926e+00	-3.376570415258519642e-01	4.972333636328056805e+00	6.036992276517867850e+00	2.382224147831202732e+00	-3.879662981660993637e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.616276469045147657e+00	2.862271193616845455e+00	6.877322384785322207e+00	-1.018158878829996006e+00	1.272446162462314678e+00	8.412765086078506371e+00	6.703441715598671635e+00	-1.110767451724898649e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.871191494069750050e+00	9.961676336429544421e+00	7.922179076631278960e+00	-7.871294383354436874e-01	5.766720353717214920e+00	5.666305453786850244e+00	8.538960536835258353e+00	-1.825074249730187717e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.570859425011215116e+00	2.840539917924420177e+00	4.865393510991960824e+00	-8.677568411930477454e-01	3.135634017708197163e+00	4.638160706871188310e+00	1.813032636071641335e+00	-1.569327697259039134e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.721311147335260916e+00	9.739785212596681063e+00	8.091293743462266264e+00	-3.913017373043925939e+00	5.127831153393141328e+00	2.587561792346509737e+00	7.796829793605879466e+00	-1.032271563689294958e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.545436994855753809e+00	6.495176215537132869e+00	9.718105773521671154e+00	-1.277152246145420333e+00	9.033701880402002615e+00	1.230716880413242675e+00	4.106201479872267690e+00	-6.407463947088254486e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.044137922384573258e+00	6.826923263884648208e+00	3.240930245214051819e+00	-4.497339293341695021e-01	4.614343675502738051e+00	6.274946798048842922e+00	5.606630071142775229e+00	-9.551291308679662961e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.013026476330434633e+00	5.889867496547849690e+00	5.750667447498583051e+00	-8.192529692224738147e-01	8.600974542731604444e+00	1.112328756487222847e+00	1.006452484516903212e+01	-1.168621660489892520e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.180382570983907087e+00	3.462605131023293481e+00	3.644861445783700749e+00	-3.500443636127871239e-01	2.376531156123622868e+00	7.956226802028812273e+00	3.669389996795355380e+00	-7.880271859533270629e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.484117239122127785e+00	2.544734829189669423e+00	8.172056826952031727e+00	-1.506253668881926577e+00	7.125399598875253204e+00	1.427693339728083322e+00	4.969137923745346797e+00	-5.554082388094681022e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.033969620100127607e+00	2.846377913123200543e+00	6.353949906912521151e+00	-1.151403028877952206e+00	9.795082818166605421e+00	1.907420756860154665e+00	1.854477636058688539e+00	-1.672708186699783184e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.435936897943396851e+00	2.701315667108173280e+00	6.575287273829174772e+00	-1.415141474018703382e+00	1.594591797871464101e+00	5.561379234113308812e+00	1.850597708827883103e+00	-1.963586190656647901e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.134388166143929011e+00	7.992773510338637699e+00	8.122066448018527396e+00	-6.679419797166251449e+00	1.323775803534171569e+00	1.266052759313035514e+00	3.379307179789474702e+00	1.184364372175454960e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.951589094103553412e+00	3.969563649101892633e+00	4.787453522253475313e+00	-2.287692284137046173e+00	5.129025987321806923e+00	2.357641149977214745e+00	1.219245163820223965e+00	5.247097390660207417e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.597220688408591771e-01	1.366589453932108400e+00	9.312388459186575318e+00	-7.124237590830933442e+00	1.755206568645276244e+00	1.566533190670850839e+00	7.011492327076701336e+00	1.229312193069839587e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.433818113414210949e+00	9.620014209468950028e+00	5.765719055816793670e+00	-9.366137592800524159e-01	7.681709387155782665e+00	2.189870036558729360e+00	5.548751612661291688e+00	-6.560160167863801917e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.609031302478886261e+00	8.628627323419548745e+00	2.034933579489570210e+00	-5.593388690001276364e-01	9.427514937769689851e+00	2.146100740463889878e+00	5.752144453643985855e+00	-4.582952915713422470e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.833735411029819851e+00	9.538351318521511857e+00	7.676677642654436085e+00	-1.257655200301580178e+00	4.851875503569702097e+00	3.662751011915295951e+00	2.545440545698794743e+00	-4.419695819537038517e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.976815540467239174e+00	9.939623543929897664e+00	7.956736194923575312e+00	-9.244906205434457735e-01	2.805768229496554245e+00	9.397918974108458556e+00	3.567868640124173485e+00	-1.132874084466493230e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.022245247535999990e+00	2.479279367339760842e+00	4.123414090645355579e+00	-1.265746334679058949e+00	5.041428389787199649e+00	1.898028471334269884e+00	7.174014137437426442e+00	-4.297085444827184375e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.914670591580120984e+00	4.257324513447021452e+00	8.763135831031092948e+00	-1.848361524170426318e+00	7.290906458749256913e+00	1.704813913823588267e+00	1.002064017859931155e+01	-9.752626952176525776e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.362128634154116114e+00	7.501379500062037131e+00	8.798190136787397364e+00	-1.250341648970816122e+00	9.759691093851263766e-01	9.693685234471084655e+00	1.895207781807623615e+00	-6.870347166867362887e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.498672846708456685e+00	7.802675128797419646e+00	3.837871830636236492e+00	-1.067541507066200657e+00	6.699685945625414973e+00	2.126303340987186985e+00	9.222272617089732449e+00	-5.289627025805002347e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.594966727363237524e+00	2.210586612048273558e+00	9.921967487545341413e+00	-5.900923540179910276e+00	6.483361371033331544e+00	3.919390857070594869e+00	6.878064533225034083e+00	2.322829615930625735e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.215991262941927609e+00	8.512321347231436519e+00	2.635069336937775120e+00	-5.886170553135755545e-01	6.739663812961603107e+00	1.859403968255363804e+00	5.918743622165608009e+00	-4.454192416400675114e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.069510594735314513e+00	3.065203194289963573e+00	2.767781155879390553e+00	-1.155622741893309380e+00	3.316149735320681025e+00	1.668991841917460084e+00	5.275221874393320576e+00	-2.774566657074006315e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.522458913007120884e+00	2.242418248252461055e+00	2.852399827732607029e+00	-3.242747763326019328e-01	7.563252627782855342e+00	5.302219988474529799e+00	2.024718860871268511e+00	-4.304531715945055481e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.510135473455463284e+00	6.331353964850417348e+00	8.559304363509896874e+00	-1.100846297581640876e+00	1.573725249543368232e+00	9.447839717071547128e+00	1.842344732282970021e+00	-7.685293149103077326e+01
