G	c	dx1dt	d2x1dt2	dx2dt	Fc	m1	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	4.605237646105133642e+00	9.274984208392174523e+00	4.961285045280964923e+00	1.021778560055598639e+00	6.974901725635474392e+00	1.290376477486955054e+00	9.005418954072325732e+00	-4.448988407198142703e+00	-1.160325221826353115e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.288754087557077099e+00	5.482839050212143128e+00	3.438857486423294585e+00	4.578862635524640901e+00	8.434072612151446435e+00	4.830164467346835799e+00	5.722705700310012134e+00	-3.112006437399528647e+00	-1.393451149412690526e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.503839700622637832e+00	8.739112776865955112e+00	7.287875749888444332e+00	9.169658908490857741e+00	5.096936154950087783e+00	1.262674352382834542e+01	3.174752381452738081e+00	-9.241579234901838191e+00	-6.026371324825110953e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.177756332537271078e+00	8.511698805959920122e+00	9.536577401967292644e+00	6.851230237603355810e+00	2.655413078777077551e+00	1.082706083373599348e+01	1.036108906690711207e+00	-2.768664168276524506e+00	-1.778334961019731253e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.609426468512792141e+00	3.515397791904710356e+00	3.075290059346318827e+00	7.058186101539627444e+00	7.515255329838031351e+00	8.731831661855903093e+00	7.146665920956782436e+00	-1.735966603298298949e+01	-1.376753464299493634e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.142181086720792216e+00	8.441493033653294731e+00	7.095163697088958443e+00	6.590789336670601628e+00	3.986914171117280414e+00	8.558701389066252219e+00	1.744462781207484436e+00	-5.765858871715215273e+00	-9.668460002924570418e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.258848506460410910e+00	1.175189589066857110e+00	2.803123805544254665e+00	3.320538297536514527e+00	7.314381988707294724e+00	4.309394704556579470e+00	3.708948341586581154e+00	6.349215276829722754e-01	1.437555511874042224e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.069012987850138430e+00	6.434115705042141364e+00	6.327793419333950453e+00	4.813636925846169312e+00	3.290536557318182176e+00	5.844159871365401493e+00	5.666617531247936768e+00	-1.562336423620400794e+01	-2.587259269634155867e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.136314309965187785e+00	2.752154313041442091e+00	5.452248742862031428e+00	7.962984576457665220e+00	1.790095308355799997e+00	-1.663833173685502231e+01	5.816635379995539701e+00	-1.829509481499330548e+01	1.365887249670389991e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.199999428837257298e+00	2.134587981495245312e+00	9.547625298769551350e+00	1.989446935107739067e+00	9.560181101205033727e+00	2.745398439459704854e+00	6.297751720138513143e+00	2.661597120485838630e+01	6.706052144910509938e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.566286880771793122e+00	1.570481234934102632e+00	6.485600612999479431e+00	3.438004488792246072e+00	2.560849464042117773e+00	2.465203215673618686e+01	2.701353555640961357e+00	-5.894448481919677185e+00	-2.458096295680436327e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.210558917413846913e+00	6.919097311427461428e+00	4.141970021707585659e+00	3.481705251424272340e+00	1.002888379996946355e+01	3.758383908848984767e+00	4.515481596927427788e+00	9.592776187461501181e+00	6.115183795735186223e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.499662639191674529e+00	3.689680278874013730e+00	1.936365590021945193e+00	5.282952328553514043e+00	9.457367400434586457e+00	5.730669037550760514e+00	6.829569690919078617e+00	-1.181177118244044877e+01	-2.807486856705763145e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.565499060606454940e+00	7.195503553232960314e+00	2.213560666567027102e+00	1.011783479280482290e+01	8.425322807572799277e+00	1.190656791748890875e+01	9.665741501795446666e+00	-2.794984944589736386e+01	6.469355037103226014e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.566725032087558311e+00	1.530795564876682668e+00	3.354942722199283356e+00	2.135864689439086472e+00	7.085890235848353313e+00	2.181129889181305792e+00	7.988276132680571351e+00	3.495549889910517738e+00	1.009522933171231607e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.032540548054314833e+00	3.871268862298796964e+00	3.273048438229710477e+00	5.728300543016440649e+00	6.401807127596554459e+00	7.505508153850414033e+00	9.398915261824820178e+00	-2.334818544171594468e+01	-1.350547421761224776e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.256699812452595211e+00	5.930475174549626693e+00	8.659173567096400959e+00	2.376922661748786858e+00	8.691781754428612672e+00	2.953573980690227696e+00	7.725794060678005337e+00	-1.700454394284729887e+01	-5.812770957735420296e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.419456937232056681e+00	8.202056719080232483e+00	5.829372160965707650e+00	9.616854729847618799e+00	3.653694002460238899e+00	1.423719365046553698e+01	6.350950239835615463e+00	-1.762231043030259769e+01	-3.346063342726336209e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.387827670949629333e+00	3.657783378092620108e+00	5.896932587641515511e+00	1.698237076017916625e+00	5.226391979843373115e+00	2.308414146531740041e+00	2.385851828395398666e+00	-5.636174980893487785e+00	-9.675331239781606030e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.436341221890286235e+00	6.927425401012511585e+00	1.755427181258893077e+00	4.840023912044740584e+00	6.534155896226049087e+00	4.997908872939434310e+00	6.916181525297043997e+00	-9.049164856144017222e+00	-1.479184989513485426e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.059405924844541769e+00	8.850791256187600098e+00	8.866848730580805693e+00	7.482375610528788634e+00	4.747150403673941810e+00	8.853377520137410528e+00	6.728361899775256560e+00	-1.888591612102007034e+01	-2.751347340343639480e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.034369272108016879e+00	6.667981351222419306e+00	7.638463854308049861e+00	6.514010694944598612e+00	5.189567061074875198e+00	9.354118571294682383e+00	6.590008993410840787e+00	-1.578123298176203448e+01	-7.175898171648365853e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.993759483163090707e+00	3.050974157842230028e+00	1.495127042235008474e+00	5.471424871504965814e+00	4.265322016371754899e+00	7.988308194752655744e+00	5.295561612560216957e+00	-1.431431263213312555e+01	-1.928997223499214098e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.098658217499605350e+00	1.324089000682245665e+00	7.458214085082734535e+00	3.964273600832004529e+00	5.756209673054643261e+00	9.437704097092883160e+00	6.507840244320621359e+00	-1.376535170653131246e+01	-1.228509743798048959e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.447521902094312196e+00	8.771272849359805335e+00	5.943104090284852425e+00	4.422446252543879019e+00	8.923542368016102344e+00	4.377427841790408891e+00	3.962744602716015585e+00	-2.382589451385499935e+00	-5.407739044493383318e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.682595240326989039e+00	1.300917306281340391e+00	1.724661327279963130e+00	3.830939453268223271e+00	3.138160194824664018e+00	-4.341648012967941099e+02	5.213415604905163647e+00	-1.791648083570697025e+01	5.416138848314529497e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.003439494061391812e+01	8.870259778303267950e+00	5.128279377391883997e+00	2.520960514156189269e+00	9.368724504456814373e+00	3.230125187884360649e+00	3.110813284597547579e+00	2.233455023607796974e+01	4.045902440139531819e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.253606715815937633e+00	5.986810302366289527e+00	5.379323464943518651e+00	5.655000998981349447e+00	7.340263124293682218e+00	6.336033014091007054e+00	8.413110075814083544e+00	-1.511393434619643017e+01	-4.129006210482294215e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.875562206489798101e+00	9.223885669865529380e+00	2.527837209341071922e+00	3.257801475514692680e+00	8.543998977292449837e+00	3.914940963647980610e+00	2.735546923451657175e+00	1.439924055043506534e+01	3.305155257691747117e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.857010816964562494e+00	7.696740062205643440e+00	9.527915095241965560e+00	3.228844893300952812e+00	5.774230035979620368e+00	4.400809548802162574e+00	1.637164615925950750e+00	8.749715043955498928e+00	1.162616247203598085e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.315855115590351510e+00	9.710660043935300578e+00	8.345020669985283135e+00	7.372489100988568467e+00	7.911625510028394537e+00	7.773155843084185612e+00	5.034112737383352965e+00	-8.456691790449649915e+00	-1.343499312801672296e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.416237808091128869e+00	4.453734321211953784e+00	6.979178248436957333e+00	9.966689506631738027e+00	1.350284792807313838e+00	-9.501466083093950132e+00	7.368877720016589805e+00	-2.174509042863572716e+01	1.512780737760865968e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.754908644873903079e+00	7.861702860648694724e+00	5.233807742524475337e+00	6.681750346252417927e+00	8.230387925338781940e+00	7.170566680939113091e+00	4.994761153468012083e+00	-1.360432333836097385e+01	-5.526830733351085989e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.817009079518612680e+00	4.642986064425153714e+00	4.732749592863761734e+00	1.792328075182456404e+00	1.626924493940427707e+00	2.961687207603975303e+00	3.087543717241500563e+00	-1.004052347600288542e+01	-2.005062833435334202e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.836699845464309755e+00	5.025803350793832891e+00	7.122075029188836837e+00	1.842410623025484417e+00	9.364626235015146349e+00	2.815357712053944361e+00	5.076254485273649308e+00	-1.091173565306568172e+01	-1.043808605487793528e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.823997099915436237e+00	6.665783449138613648e+00	6.080081923436509328e+00	9.229302291154358073e+00	1.023914077707607362e+01	1.136322346245061077e+01	4.228509176260915936e+00	-9.153730318177220937e+00	-1.051165352533030806e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.203957233373256663e+00	8.578590728078239636e+00	1.320153042735631166e+00	3.705826683615860428e+00	4.185801786590069185e+00	4.355338924443612925e+00	9.125364232562562350e+00	-2.372837147499696187e+01	-4.920773724948870331e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.932892625980865198e+00	9.613145838351972117e+00	5.566520998652108254e+00	1.577215729658424159e+00	2.868156309261501669e+00	2.235858756121550606e+00	9.276454162196507980e+00	-2.273655130290542559e+01	-2.832260901489205729e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.601188115099747122e+00	7.802506749351896254e+00	8.171677934479889771e+00	6.015458456026269829e+00	7.936530520914231168e+00	7.129589055354245808e+00	5.299409090020871460e+00	-6.372035475452902276e+00	-1.452814724954420988e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.730967503382063732e+00	4.883708308385128483e+00	5.131958358607008108e+00	6.724071233164315764e+00	3.364568815780778710e+00	1.193117703164337584e+01	3.709314669719996349e+00	-1.092338856750775733e+01	-4.364772553633036623e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.762122186017685443e+00	4.945713721971347177e+00	1.466786087450212772e+00	7.150018297437270576e+00	8.773612232455974436e+00	8.552698631407606555e+00	7.424270132366261876e+00	-1.886008412340163432e+01	-3.528194020487028126e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.526079659316695647e+00	7.799306557571350496e+00	8.245334268181586879e+00	3.302852281316899230e+00	2.073244361304664274e+00	4.571164577637870430e+00	1.145292091310393445e+00	-1.561038510490699194e+00	-2.269505923556737059e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.442969082722624918e+00	2.707256346475658049e+00	2.861231311426689405e+00	1.078610890890813856e+00	1.667554810118988318e+00	1.243597449882250405e+00	5.485849583391532391e+00	-1.159150816843569309e+01	-1.670908053973306107e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.953501282362446467e+00	1.992413237317828267e+00	3.667319545843588102e+00	9.377076493119700373e+00	9.868169448863733706e+00	1.858523119268438961e+01	4.184266216799813698e+00	-7.976182203298047391e+00	-1.207744557056065382e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.672966950554060084e+00	4.136863020640796584e+00	2.548893947250418623e+00	3.259990866065307635e+00	6.689408796412674718e+00	3.945377651038271871e+00	8.953460739684864222e+00	-2.420490572669048390e+01	-3.128949081835753487e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.861492942672223094e+00	3.158962449366808034e+00	3.742624008921991763e+00	7.289965457582487041e+00	8.359817077827527143e+00	9.273230211148920432e+00	8.140407473693644924e-01	5.410552905534481205e+00	1.205537726214032190e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.512438103184647886e+00	3.671219089184541762e+00	7.681755512319087487e+00	7.573910670103928489e+00	4.118565030970003704e+00	1.479949668526440831e+01	6.079330438125381875e+00	-1.606729136400884528e+01	-5.255354005915791049e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.568482054418578464e+00	3.032811479312209180e+00	5.841168382460507402e+00	6.637628915706094368e+00	7.034124961125247211e+00	8.768316186351604813e+00	7.954683122548704688e+00	-2.089300887094657000e+01	-4.143700911135053566e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.646456801352831789e+00	1.521123559115477697e+00	2.398287736228808864e+00	3.648776545721545528e+00	6.538169935011622691e+00	7.022973003955222282e+00	5.649659120175895666e+00	-1.448216039587836867e+01	-1.238575845782179163e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.403661468441592675e+00	1.183464916953367085e+00	8.528896567097033810e+00	3.263896650502678298e+00	6.368223147097953785e+00	5.759313849617458736e+00	1.493520328604356351e+00	2.001667204958050839e+00	5.223694065339737591e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.314197063176222535e+00	9.736703726765039590e+00	8.919190002507150439e+00	6.594305691613353559e+00	7.444119018252723485e+00	7.128672318061087587e+00	1.002352955948944135e+01	-2.192316289281933805e+01	-4.576449759737177381e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.051660610849770805e+00	5.107466234806294025e+00	9.097738858768941839e+00	9.014643453437948040e+00	6.113119552592098493e+00	1.277645242946564608e+01	5.174847097120657935e+00	-1.341605879528239598e+01	-8.119717661079704385e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.834205723657563070e+00	3.841086424295559798e+00	3.510015609956344651e+00	9.474049888589934909e+00	4.329144361626158677e+00	1.719031015207769997e+01	6.472023174370026055e+00	-1.834198762370413505e+01	-2.815056405875155487e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.641662107698349748e+00	7.098949694073958483e+00	5.001214985935213519e+00	1.837800813333728245e+00	3.544689332598142339e+00	1.968387028311239906e+00	3.263083786250109863e+00	-6.881527919328904730e+00	-4.380675541088745462e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.494318119776204767e+00	2.473823012261023635e+00	1.015778322739232209e+01	2.709394846813473645e+00	7.326548650565551490e+00	2.179864437921497533e+00	4.781247803828094334e+00	-4.266841605957830907e+00	-3.961266911517797951e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.934376241928665641e+00	9.295916998069920112e+00	7.968064200745261338e+00	9.405199467093913412e+00	2.640807116307351876e+00	1.436278372798244263e+01	5.436434962121309056e+00	-1.530750847048511609e+01	-4.241360623727248758e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.565910784935296007e+00	8.223086148386132166e+00	8.217097956302648054e-01	7.830717618830012050e+00	6.990720572765649621e+00	9.241382999725839653e+00	2.037987035655496548e+00	2.072733844374120338e+00	9.028695531977355415e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.999781835729543822e+00	1.450271068227407589e+00	1.584611528997844410e+00	8.909905245973749999e+00	2.825548348655780195e+00	-1.515343965857171682e+01	2.132922205679421257e+00	-7.385956782996792036e+00	1.868181818642320469e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.724651308439927533e+00	4.362208781776273803e+00	5.004512640183591543e+00	2.540159299056498288e+00	6.479528363189814399e+00	3.298319209619818615e+00	8.272536737983609001e+00	-1.723201241098908554e+01	-3.182741726309979757e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.316015426756346862e+00	9.574621316113201885e+00	9.436489397532797696e+00	6.724675386205884564e+00	7.439899942685942236e+00	7.534938914686120981e+00	3.139698131474843112e+00	-7.594881981260757087e+00	-1.404108713273313391e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.841751497490049960e+00	9.124491365123907016e+00	5.841227687962632587e+00	7.342753897158482701e+00	2.585517454360505063e+00	9.999146445440647568e+00	2.971443822259868472e+00	-7.558501969901362472e+00	-4.533181245380343505e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.761450462326758615e+00	5.665718842334135807e+00	5.127503026680569675e+00	6.928630770116580351e+00	1.959404658865024906e+00	6.365495494409956478e+01	5.236246865616986490e+00	-1.564706759689467397e+01	-7.742444193976057321e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.150448893565023667e+00	6.472803126928315720e+00	1.535218170615725519e+00	4.296917558515697344e+00	1.994072789251258859e+00	7.368614691506126135e+00	7.869218470470113580e+00	-2.140556026471536555e+01	-4.172040540361584005e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.451806512173348551e+00	2.357320202857598357e+00	6.905228739296934037e+00	7.893910987143120117e-01	5.846428950468158803e+00	9.383143645494532725e-01	1.807245171785193172e+00	3.147061016412178702e+01	1.056575553141207990e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.363951312048675035e+00	1.007817368829108773e+01	7.730748574186455002e+00	6.145399038377425072e+00	8.546722481247169156e+00	6.232632241652203753e+00	5.781290389570196808e+00	-7.879864981601230944e+00	-1.646913776062646306e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.309402874620039903e+00	3.456829360603157042e+00	4.280723661602420904e+00	3.798986119874616207e+00	1.098653816095706226e+00	1.376375541575137262e+01	2.164081086747517979e+00	-6.085315245642069826e+00	-7.688711037193010078e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.294673727912623029e+00	9.165798247100749307e+00	8.044290107638243370e+00	4.894038507559576701e+00	7.366342701909858626e+00	5.274894944105672501e+00	8.468003223420987879e-01	-7.355693509103957695e-01	-8.988038930066950627e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.621087517589261395e+00	6.704889887506831236e+00	9.388466049894176990e+00	1.001000996126492559e+01	4.265327734464642973e+00	1.456122757122325062e+01	1.215789891322924143e+00	-2.479470134301467343e+00	-3.871366521964547047e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.246776635985624715e+00	6.705194561551010679e+00	3.108320665533836014e+00	4.555924218463089481e+00	5.184700769904753592e+00	5.056520392853787627e+00	8.369062666771391434e+00	-1.819933167544068908e+01	-2.402548144950077180e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.048368446591651626e+00	5.694304460706447024e+00	6.038782837180106888e+00	8.238513934690260498e+00	9.045829267993225287e+00	1.003953861124070990e+01	2.202625286907919921e+00	-1.559468711522792095e+00	-1.486185226565993673e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.867741634903081760e+00	3.382535335583518155e+00	3.303548201181077726e+00	2.568781958964679202e+00	4.109279521015854364e+00	4.001997511252447737e+00	1.214129507972689925e+00	5.303427521937292610e+00	5.975879268790677656e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.137558994202489515e+00	2.732034691468627319e+00	8.053404966402807119e+00	6.705421052382695812e+00	5.501215799799336281e+00	1.549513323959367206e+01	4.975538036204585346e+00	-1.259709230503068156e+01	-1.167655158664256376e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.828977366431424834e+00	3.487347469370155384e+00	6.472957738291414742e+00	9.561378660668895080e+00	1.269357465026461629e+00	-4.398746390276363272e+00	8.407428372911027736e+00	-2.692403261991931274e+01	-3.859181024166692398e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.312391498300917725e+00	2.727620169492772639e+00	6.710880772573667663e+00	1.677293570238410858e+00	1.066169011191743010e+00	3.687944577695742243e+00	3.216122423175753031e+00	-7.756014949574465689e+00	-3.840854839564470602e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.054160587423693896e-01	8.077958758223424240e+00	7.796236200937141980e+00	5.595792260223678705e-01	3.023659833396445951e+00	1.301171086135408439e+00	5.138481292717003157e+00	-1.128949347719764162e+01	-2.456346522965408674e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.826387088697346117e+00	4.240616634974594845e+00	4.524165800088333356e+00	5.311711783467790937e+00	1.263592653722726444e+00	8.737337916230556800e+01	1.043784825498731195e+00	-4.076227552634443363e+00	-4.076560846516996861e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.457391001543674625e-01	1.480949706285474399e+00	9.000331970998363573e+00	1.890745070334682865e+00	6.615843623338307999e+00	2.164518804679654185e+00	5.249949412722386910e+00	-1.194785426760202540e+01	-9.309582661810887672e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.747117888675269626e+00	9.957825717549539490e+00	6.103213940793080106e+00	7.549705017048143674e+00	4.748452674325545075e+00	1.009616930330702900e+01	6.198225896617825192e+00	-1.545406683211654197e+01	-3.770514356320250116e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.741085680257710155e+00	9.020007822334193293e+00	2.588880703936050409e+00	9.290960866796513784e+00	5.665655594633165038e+00	1.100285947515886953e+01	5.980283911562579213e+00	-1.575349898175080021e+01	-2.149195510203619541e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.413230609123070636e+00	9.569008957356428979e+00	7.176469234078170167e+00	4.680050298245162388e+00	2.189017506301827343e+00	6.752092050273045487e+00	3.657862734853852160e+00	-1.056912553667500987e+01	-4.415197681482097458e+00
