G	c	dx1dt	d2x1dt2	dx2dt	Fc	m1	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	1.300679378728513358e+00	3.924290283219419084e+00	5.782646455939190133e+00	2.093436714541545562e+00	5.143020638828236457e+00	2.160901839080965559e+00	2.779016058815047874e+00	-5.287012638898731964e+00	-9.241922368003136157e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.149581020210854732e+00	6.610585361345379773e+00	1.965173841726933546e+00	4.633286344074489804e+00	6.621549862048484947e+00	5.220482680423234711e+00	6.999969467463218464e+00	-9.469384905230375793e+00	-2.512008273933929114e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.306712395334814314e+00	9.041205129460808010e+00	8.835804905966952560e+00	7.668099354907769616e+00	4.729303402660930189e+00	9.279274112928410645e+00	6.666469781463433719e+00	-1.814084013267656204e+01	-4.412023843757984842e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.933432776378451123e+00	6.485321168398919589e+00	7.498230589836640370e+00	7.370031944804360968e+00	4.838068708426053632e+00	9.627207597352024138e+00	6.440742434008357442e+00	-1.601268526879945142e+01	-4.626014933197422963e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.770937854771499786e+00	3.089775253690486778e+00	1.555177976732159406e+00	4.807599176433798860e+00	3.954523664965116758e+00	7.866169790503640513e+00	5.385958439795003549e+00	-1.436525059071142252e+01	-1.070660324878788705e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.690020056266040349e+00	1.192338258827311037e+00	7.412356458452749486e+00	4.114669317660924364e+00	6.066526058158472345e+00	9.186141516071556268e+00	5.762716714090708514e+00	-1.340847427926138735e+01	-1.100616937446352495e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.045291727178282670e+00	8.889638484300226295e+00	5.867192299448443116e+00	4.635055547110482621e+00	8.655621457396071250e+00	4.851771972336356598e+00	4.035882816146129315e+00	-1.410781136204386055e+00	-5.371127707210300883e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.623438762613683473e+00	1.162341566709133245e+00	1.731014895573265377e+00	3.386389676954043804e+00	2.771692160697955654e+00	-4.338324193475992843e+02	5.681452276802385626e+00	-1.708936684741530954e+01	5.496468234945369602e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.709042787723511481e+00	8.869953572218989279e+00	5.102382934122873692e+00	2.923734849182656248e+00	9.334307162654047474e+00	3.026992466616942323e+00	2.786269958633127874e+00	2.266259857352578777e+01	3.084157073317512321e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.973397357784760331e+00	5.788628917392856899e+00	5.317169157448417671e+00	5.380965135719720571e+00	7.263813218399719496e+00	6.109933819663957877e+00	8.204378103711173154e+00	-1.532563676509686701e+01	-4.395892351905399842e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.418288724225348574e+00	9.481942868631582755e+00	2.531947453252829217e+00	3.383360168324601958e+00	8.388466319592133402e+00	3.548820041447487306e+00	2.648238730988242029e+00	1.434856794756963261e+01	2.458222719804418865e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.112886065014794923e+00	8.238391674951108357e+00	9.495474754192423816e+00	3.560243248898201429e+00	6.014814980859831017e+00	3.979061578069408078e+00	1.888599843599717776e+00	8.704851802752466838e+00	1.026955841910809752e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.252780168036926156e+00	9.993152190155255354e+00	8.570451434264816371e+00	6.871424168906306917e+00	8.031189469257068225e+00	7.603669817405526388e+00	4.993610127850493186e+00	-8.039996481850922194e+00	-1.433625676223231515e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.268125556832904621e+00	4.133138501435062118e+00	7.051628659807431809e+00	9.782746435467391422e+00	1.163343867764164319e+00	-9.211105207859842992e+00	6.843909389553279432e+00	-2.197108477307725494e+01	3.958496762501785837e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.840722187834764156e+00	7.885240314152241581e+00	5.094091993609248803e+00	6.410807881234710237e+00	8.301486565220720593e+00	7.223778368818820184e+00	4.809595232916950458e+00	-1.284190004145122721e+01	-5.432181913067097412e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.747928467337648506e+00	4.618806410878724122e+00	4.642210861973163460e+00	1.649590869803693183e+00	1.269967589297468002e+00	2.247845672741350498e+00	3.494967243693809067e+00	-8.870295703158975087e+00	-1.367265768688294525e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.362619259319463927e+00	5.332765798175488570e+00	6.924612758823396774e+00	1.697563305908542874e+00	8.977154614870523019e+00	1.818234011650160520e+00	6.072558194836809697e+00	-1.082026728286477457e+01	-8.698180276411589418e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.951828097400093220e+00	6.639361782015544833e+00	5.842829099591681619e+00	9.557548969737696964e+00	9.949218931017350442e+00	1.130182323750475426e+01	4.094496072810269283e+00	-9.007527720193575504e+00	-1.128401360830674349e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.547149706318297291e+00	8.864162346216962973e+00	1.432551937000497988e+00	3.691563209483936348e+00	3.606956109957915935e+00	4.266370863955595283e+00	9.451859250928153600e+00	-2.416806734238399201e+01	-4.662575083747984572e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.453541531116269159e+00	9.772344024667043882e+00	5.646916080745175037e+00	1.930905591544034516e+00	2.873534628766989840e+00	2.030684910317147818e+00	9.307079017054693537e+00	-2.276705284409155183e+01	-1.407972190472243090e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.415273058516898885e+00	7.951586733856511380e+00	8.240854280281810773e+00	6.440829230665651828e+00	8.004143051871144721e+00	7.195525671808532309e+00	5.512400544027340921e+00	-7.123929401833797748e+00	-1.539855361422445768e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.235471073209143178e+00	4.769976598706915816e+00	5.121140742662714018e+00	6.614301182710057070e+00	3.176717792403148444e+00	1.145547705274562666e+01	3.992437792616633896e+00	-1.072710662295389916e+01	-4.526519676149741933e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.506650439617521986e+00	4.847948631483093962e+00	1.450243584203060543e+00	6.760300134570567110e+00	8.748935141591985598e+00	8.095983509116921439e+00	7.605012064483463341e+00	-1.929954735649657849e+01	-1.312555598023413150e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.924596566525925034e+00	7.638249639277040259e+00	8.089295796743915190e+00	3.379553403017443447e+00	2.028890365543486674e+00	4.406113029898523159e+00	1.314687263960106600e+00	-1.389059274462532745e+00	-2.123502173920859093e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.348596573820554756e+00	3.052284545213969746e+00	2.770711506425369564e+00	1.174487755010377832e+00	2.131167503570941424e+00	1.237793761054088337e+00	5.309687634999843198e+00	-1.234486992649786963e+01	-7.048314127287266251e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.078750965273162166e+00	1.974326100221582836e+00	3.409093429629528327e+00	9.621745482085017898e+00	9.773909355831589707e+00	1.928039489335558443e+01	4.025188112253461625e+00	-7.963290690224384072e+00	-1.231063238274334637e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.676967104825537458e+00	4.180477006993124967e+00	2.400844877024153501e+00	3.373936169982790556e+00	7.128212314017338791e+00	3.638806385069319749e+00	9.389541879840100691e+00	-2.475496005991671566e+01	-1.310453333794366015e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.788039146263065149e+00	3.626479787926944809e+00	3.996500022665443019e+00	7.085017012659546864e+00	8.624993393101787476e+00	9.290872116636530009e+00	1.146091763828573473e+00	5.919190691109902147e+00	1.118066314371740511e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.082360062874464290e+00	3.551600538340754731e+00	7.846219234266980536e+00	7.362313176915898261e+00	3.899992223179794770e+00	1.499044235771934019e+01	6.009831741019019624e+00	-1.570383835785518123e+01	-6.167995293902985843e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.763104783820140131e+00	3.104760640663513094e+00	5.632527416887440630e+00	6.453978742919870726e+00	7.098831985237504583e+00	9.291438729832014687e+00	7.663256315809187313e+00	-2.090148811627377157e+01	-3.874134351939064747e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.090095075991034612e+00	1.407415262285597324e+00	2.787404421288198098e+00	3.843056829676283481e+00	6.312329606007143212e+00	6.727537983129925792e+00	5.413152509644731936e+00	-1.521902569888541024e+01	-3.354428461143903473e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.337241402436720961e+00	1.124065808697758184e+00	8.956635515610146925e+00	3.377179294728043235e+00	6.372928871885686242e+00	6.281627177522387306e+00	1.750928425591194992e+00	3.159446022649424091e+00	5.119235535817603733e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.318250671121389495e+00	9.893653182416603187e+00	8.861524811966321025e+00	6.496208303501927794e+00	7.136604574532201539e+00	7.138689336353298387e+00	9.767644262847694492e+00	-2.174050728552341383e+01	-4.642341890454033226e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.511160150127989432e+00	4.815075182408764753e+00	8.801707961203375064e+00	8.866173871851366073e+00	6.123164082282634091e+00	1.253475801492134600e+01	5.611824390424573927e+00	-1.344460075772555108e+01	-8.628305355519541919e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.027254976278452858e+00	4.418352541440860648e+00	3.198160008945673649e+00	9.573887221921577151e+00	4.862143779122670928e+00	1.699312226966266692e+01	6.584701829957379182e+00	-1.724296930109699488e+01	-2.753927604666579487e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.718140191473503720e+00	7.094104507637695178e+00	5.063072389854978539e+00	1.877883097830510772e+00	3.502608591095528023e+00	2.122834837670066754e+00	3.145431137950298606e+00	-6.438959854303033303e+00	-4.123717709414390420e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.331384336093432097e+00	2.924748087581369393e+00	9.765674899090562633e+00	2.404577301512693666e+00	7.963697738623164213e+00	2.699424723259655767e+00	5.460247013180172360e+00	-3.759195928694239353e+00	-3.743577532988765455e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.045822845838404902e+00	9.587681411404407328e+00	8.044578808072246900e+00	9.568078715996232830e+00	3.097889356347262702e+00	1.414983776629393297e+01	4.993591235097325054e+00	-1.427112537516584112e+01	-3.890192363430875044e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.783513929515647689e+00	8.036218612430042540e+00	1.215241442802266869e+00	7.660924081962183330e+00	7.209088504132190600e+00	8.713391106812597542e+00	1.715939662153988188e+00	1.919830999416651363e+00	7.089516881427622153e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.595221906898449227e+00	1.754468730057460402e+00	1.564602465919638474e+00	8.892696491949063642e+00	3.127198253514962278e+00	-1.496293880965919421e+01	1.959197116013926543e+00	-7.246140206532428962e+00	1.833225278821952964e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.962544444141054445e+00	4.856579605222774099e+00	5.189505905094816463e+00	2.788501694378872298e+00	6.654799025525462319e+00	3.253730714680665326e+00	8.485349874139529902e+00	-1.701164055842584943e+01	-3.202605339890720604e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.515635009992914339e+00	8.965512233176426093e+00	9.217496412556577923e+00	6.263807840146390582e+00	7.741560514667140680e+00	7.128124656598178177e+00	3.208015776399219199e+00	-7.710162809270318718e+00	-1.517653633107612876e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.803387791107446514e+00	9.399029312505181366e+00	5.956601525202653846e+00	7.277589994533133932e+00	2.942309095668970365e+00	9.988923133103874363e+00	2.766161030534175946e+00	-6.982592521210670533e+00	-5.031635376148759775e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.883933435671261591e+00	5.164068348935888508e+00	5.388649391546626255e+00	7.203765507869699825e+00	1.483491391846437191e+00	6.384631132920737429e+01	5.573720621905014383e+00	-1.645524673852260022e+01	-6.764202003326197143e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.590373086277360848e+00	6.534191092744453755e+00	1.994869502822360641e+00	4.569373566737983339e+00	2.206107471370083228e+00	6.937976477123418917e+00	8.013623436657789867e+00	-2.121966319294274683e+01	-4.704940562682386473e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.747218718348647393e+00	2.521316508627176933e+00	6.952047346176566833e+00	1.174061395546237341e+00	6.361000795459656132e+00	1.162850019420637926e+00	1.512289321102633810e+00	3.094613762363372444e+01	2.741104213353902974e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.000484921083478085e+00	9.837599200489032469e+00	8.391354681593265141e+00	6.176377276621983547e+00	8.630428585644018824e+00	6.680105929707948142e+00	6.140562285848083945e+00	-7.084337849457801539e+00	-1.654381272721787610e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.340597538151182988e+00	3.149498112790563464e+00	4.467250580054313858e+00	3.225877698158871709e+00	1.265876438939962156e+00	1.340516015546024775e+01	2.059923236502373634e+00	-5.663566331585634828e+00	-6.953486063648153248e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.074306798017794939e+00	9.530494489696975435e+00	8.032094015635747652e+00	4.943493807711628385e+00	7.534568186223776110e+00	5.599852173194414640e+00	1.373202036543856641e+00	-1.163374461307329133e+00	-9.103300344719892223e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.460159493528915498e+00	6.873628778335184819e+00	9.603982720669911544e+00	9.588506762326924004e+00	4.024090781332271938e+00	1.482455849830552808e+01	1.505136587793261205e+00	-2.389719351759309163e+00	-3.812838351484380439e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.958099470948612364e+00	6.545108068995046935e+00	2.930514139130534712e+00	4.673099436035995424e+00	5.366493326230362904e+00	5.358089127283157893e+00	8.458337882402739538e+00	-1.765936085309871828e+01	-1.181512666715763160e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.122212932974623101e+00	5.639358196712417559e+00	5.623897260122909358e+00	8.572550390473981707e+00	9.397216835606419849e+00	1.014859448040630951e+01	2.103258206973868116e+00	-6.533465803599287636e-01	-1.481737705852474107e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.001117727143189029e+00	3.100983562961664664e+00	3.521553411130101008e+00	2.631993640453501371e+00	3.957571006353855836e+00	3.526283494653153383e+00	1.340461577735998500e+00	5.072250670763154723e+00	5.475325872575706576e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.427561456171027032e+00	2.675408413921950945e+00	8.121234766900947477e+00	7.107206502290547512e+00	5.227760802761737935e+00	1.483067564445634545e+01	4.895138960437208198e+00	-1.295405785859115966e+01	-1.052755064905309723e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.717024451718258682e+00	3.045638440386506218e+00	6.304628797393845296e+00	9.859717712471214313e+00	1.171490090391371197e+00	-5.263431638388118117e+00	8.589607053290963634e+00	-2.713779235626939723e+01	-3.808186933982707356e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.776519983866307051e+00	2.631129989442589689e+00	6.694220903071544271e+00	1.922670336640234900e+00	1.725637149410418347e+00	3.286718527665601908e+00	3.331313153441276320e+00	-7.595854071014932707e+00	-3.902409900187965075e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.255774928925511125e+00	8.051485893968656882e+00	8.179464161869830718e+00	1.185028090987326088e+00	3.251917963702639192e+00	1.054594594573679434e+00	4.844232856877311200e+00	-1.067064976517289487e+01	-3.444364904529531479e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.985877472839298274e+00	4.114173074098602889e+00	4.642808640214616922e+00	4.946719480463219298e+00	1.239345294786546203e+00	8.786706332006916398e+01	1.375014030211755278e+00	-4.189463017417027757e+00	-3.779738838528452760e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.284128345228793711e+00	1.548630992872280565e+00	9.219228098671210958e+00	1.870583893101305017e+00	6.677045781689172621e+00	2.217918366443489386e+00	5.138568501323430127e+00	-1.131360485563137530e+01	-1.036102208637048605e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.783288655765337793e+00	9.748438421704225476e+00	5.732190641151695409e+00	7.691969244457292021e+00	4.770454061401886214e+00	9.219502620667434201e+00	6.184956694927756793e+00	-1.494815009101204417e+01	-3.502162473988638780e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.763835324828711748e+00	8.877108518706570806e+00	2.398555156315592019e+00	9.264901405468126683e+00	5.953299667590931321e+00	1.116944579980733288e+01	6.131459249538010248e+00	-1.635175990795315926e+01	-1.732842378653029369e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.665620048902727746e+00	9.342992088872529521e+00	7.338782408332717111e+00	4.917924475755986791e+00	2.587065875930575132e+00	6.157417366943306547e+00	4.058244003495188323e+00	-9.655907104241903127e+00	-3.833465186303107064e+00
