G	c	dx1dt	d2x1dt2	m2	m1	Fg	Fc	d2	d1	W	p
1.000000000000000000e+00	1.000000000000000000e+00	9.853258430166103921e+00	1.000870602632729955e+01	1.371628603137864388e+00	3.544397690935713108e+00	4.637045021296329672e+00	1.042421569500469047e+01	7.255599440708556891e+00	-7.285722894017539197e-02	4.674679447997309722e+00	-1.947223721103058480e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.558015580335133876e+00	9.236329949147659590e+00	9.257299353337213432e+00	3.337822195995070462e+00	7.509314498850707231e+00	3.015068265086755073e+00	6.118034304564085701e+00	-5.040873158569495471e-01	8.670466508067736555e+00	-2.993883031227041869e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.772552091971206778e+00	1.482971381037684999e+00	1.720504333049172274e+00	3.882201533332452215e+00	3.026226067995103186e+00	5.283793088150360084e+00	6.802222788153780009e+00	-9.865304905802269042e-01	6.700734695446709743e+00	-7.547109058694523753e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.478040678814608988e+00	7.428980091833762955e+00	5.460844786958421793e+00	6.573221830108399999e+00	6.335049421970575523e+00	7.959211895009817184e+00	2.787787929541419629e+00	-4.154429331116348822e-01	3.850943626914341777e+00	-6.754738604672302138e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.383406643891166965e+00	9.277517460116685655e+00	4.829261142928119810e+00	4.308070999490610120e+00	3.322600973046923034e+00	2.881650837759166972e+00	1.989697106011614647e+00	-3.529001169059413634e-01	2.057674205622125996e+00	-8.063722164697114891e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.631354844251960756e+00	2.865177532026740970e+00	3.932581402667221226e+00	7.434454900144245038e+00	9.522449491721626913e+00	1.656587755965582076e+01	1.149253100394183047e+00	-1.786640329138764027e+00	1.418472817779101014e+01	-9.507723475400150503e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.491247932277187438e+00	5.952469172271389830e+00	8.866600996374156551e+00	4.532495546061613645e+00	9.093646229591890062e+00	4.707937000344975864e+00	3.481356944913212903e+00	-8.991517677507265827e-01	1.205880883579901486e+01	-1.827618093321622084e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.150025424714101518e+00	9.314586639610324070e+00	1.581783664217808250e+00	2.097264782282805662e+00	3.449169339521568123e+00	5.590498367781846056e+00	6.209713869273178588e+00	-8.905066165184960525e-02	2.620674352729989387e+00	-2.855883753563902161e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.377200560400079876e+00	1.268887722023712694e+00	7.584514496135152051e+00	7.973498028571880170e+00	3.048237395823287788e+00	2.885002924485584153e+00	8.747482730161559417e+00	-3.817359682865753001e+00	1.509683109454184802e+01	-6.017282948817268107e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.539768114687381839e+00	7.105799701837401727e+00	9.929243132126847726e+00	3.536965617797189765e+00	4.597245330545580266e+00	1.366524882801289920e+00	6.708291494756393192e+00	-7.739224187018227674e-01	8.072381567303988703e+00	-3.028950944195270267e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.270140225180890869e+00	3.816022361291512510e+00	5.740064448253211715e+00	4.863708756420903612e+00	2.844378955395618025e+00	2.821244055950771656e+00	5.002056305177980278e+00	-9.821715445400529543e-01	4.812107964821155548e+00	-1.243745917626807085e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.885214061010276776e+00	9.261782444169366357e+00	9.918279121550986233e+00	6.804808724983163692e+00	7.288152851776914076e+00	5.462909286660202923e+00	9.187604233861266678e+00	-5.251683539305207482e-01	4.544729373449889920e+00	-2.720383881490393563e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.592056478638474104e+00	9.329795992732128340e+00	1.039236668337261138e+00	4.146873305607630122e+00	8.593729057098746793e+00	2.300122161442067181e+01	7.186893177264799704e+00	-6.728817015107878274e-02	4.150113573874320672e+00	-3.248507788231294313e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.292970078688797209e+00	8.997417837488288939e+00	4.685075084760834230e+00	1.332557733044679393e+00	6.694379110398878119e+00	2.488303770990687447e+00	9.176666712653949176e+00	-2.898375612225482789e-01	5.318946879192872679e+00	-1.243057644526454055e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.162091512082872313e+00	5.487410429393106526e+00	3.356543307058430514e+00	4.357150243027771985e+00	8.393750940063252841e+00	1.108059681383084083e+01	5.896456025182697402e+00	-3.544992051992617021e-01	1.366978661917237936e+01	-2.052390087190854828e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.513284192336831424e+00	8.418864434966957688e+00	8.108582005689591199e+00	9.620315124364333670e+00	4.418654560694969646e+00	5.519799234371639329e+00	3.714017945753603556e+00	-4.923477768907958407e-01	2.848720460596758208e+00	-1.358199312195621289e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.338857191288317594e+00	8.678657562496809419e+00	1.008364309638879952e+01	7.301399256181527520e+00	1.970663190568578305e+00	1.898686149848063831e+00	1.314692776745994607e+00	-9.605323905822419350e-01	4.262561744923225149e+00	-2.285687995069689116e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.102874119097513095e+00	3.887189557140842577e+00	3.180735140632572566e+00	6.686633140930415387e+00	7.256236136141097859e+00	1.627440089549256186e+01	7.897525994144001693e+00	-4.426612576843613756e-01	1.276119273126709786e+01	-1.694144990882116275e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.621535148923829439e+00	8.357729286359377951e+00	6.626685447848000621e+00	6.924663045396502348e+00	3.899489689616464361e+00	3.952043539595382793e+00	2.104730201518983268e+00	-5.287228089563223987e-01	2.241819865109478727e+00	-5.595854054309881143e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.487747881458390431e+00	1.877331278584705387e+00	3.059566620260921077e+00	3.026065506517309878e+00	7.025524238850276326e+00	7.325274058523381093e+00	3.789750977539052101e+00	-1.412170528824212345e+00	3.787071087161893246e+01	-1.457085139272043506e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.769789179225280673e+00	6.416406637414478809e+00	5.940721174758444079e+00	4.592259971502192784e+00	3.311073173290969507e+00	2.937626284685216138e+00	5.774736004289860780e+00	-4.618273024669732330e-01	3.541836550294971353e+00	-1.650558640635919616e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.856838252202445583e+00	3.280264877570393534e+00	5.235230541942566873e+00	7.920725160058455394e+00	1.469834367058665547e+00	2.677013946939006850e+00	6.025624347650199830e+00	-9.898293917239623374e-01	2.050323515846648181e+00	-6.307438967007923836e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.343516040551019586e+00	2.164325818252775147e+00	9.369876547275143963e+00	2.357182924099825438e+00	9.826507837677088020e+00	2.604000652552985962e+00	6.525752732621586283e+00	-3.645907787111393183e+00	8.286389308598752734e+01	-7.591361203155750559e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.699368108553132473e+00	1.628174316387482001e+00	6.633907625504906314e+00	3.293621162573805883e+00	2.609402772369755485e+00	1.806705014596185599e+00	2.699374749164186404e+00	-8.200069032646375433e+00	4.367717258476601216e+01	-2.409886593744213545e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.272059839808930448e+00	7.261289295471599736e+00	4.280477565082692060e+00	3.552230313343598400e+00	9.992934202954177891e+00	8.705797245438812837e+00	4.174979780102400007e+00	-3.404861950007768145e-01	1.204192552528883731e+01	-2.341887597309386848e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.652819507196981785e+00	4.464579698412817876e+00	1.684072394034159759e+00	4.997737437876879518e+00	1.006837575004337282e+01	2.460320955643258145e+01	6.502821213681955648e+00	-2.757314362893767412e-01	8.817166677677839459e+00	-2.542831002993089129e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.734312290780492871e+00	7.825565900564725119e+00	2.646034627235426928e+00	9.967904204428617021e+00	8.082182526013223622e+00	3.382685257800935830e+01	1.018626699624922693e+01	-1.562603113614440542e-01	1.901244093497378884e+00	-1.779427833893464594e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.478710382506065457e+00	2.131167296723995186e+00	3.181008022180373818e+00	1.815746175793844230e+00	7.371258936469860856e+00	3.504386943582848968e+00	7.597284686144533339e+00	-1.158835179493565182e+00	3.564448810887015640e+01	-6.508873803651847822e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.975436792160212285e+00	3.899264514159086925e+00	3.463007752564282615e+00	5.713322473556619485e+00	6.295062099631313579e+00	1.111332412050130536e+01	9.382076520286181776e+00	-4.211250275703550261e-01	8.682684647228976260e+00	-2.036148976471833905e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.101901292858059378e+00	5.611494756182717758e+00	8.550997930745600328e+00	2.753253281799634689e+00	8.661758523306833268e+00	2.559962280994622308e+00	8.180100809154483343e+00	-8.125551713339812521e-01	7.832830201402295245e+00	-1.313983309984809296e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.239348149071470395e+00	7.993975261478365901e+00	6.100411837153715489e+00	9.489381456871402776e+00	3.630270873244161756e+00	5.804938696919165864e+00	6.187956832554920794e+00	-3.581186050299003942e-01	3.541222759417741006e+00	-6.827502276239752810e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.492219605024030837e+00	3.538382776338196312e+00	5.728016001427775450e+00	2.064122164144225113e+00	4.869220675355943939e+00	1.466135116265744109e+00	2.718894615083211175e+00	-9.886263230128332635e-01	7.051281138151047401e+00	-4.502590575327993605e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.911886002371472770e+00	6.846381687667428828e+00	1.992012582857509706e+00	4.503478314806120153e+00	6.491120995707587937e+00	1.521284085137305553e+01	7.224238793185373098e+00	-1.521185993682520610e-01	8.857719699489543075e+00	-1.910087143376269836e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.452124293939066391e+00	8.810822543963215736e+00	8.788330224380176858e+00	7.308088581093517888e+00	4.817816641586207815e+00	3.547629597126220169e+00	6.950258147100691453e+00	-5.392901451404062962e-01	2.453458307286014328e+00	-1.317730755205633564e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.093199274790381814e+00	5.692908210481984810e+00	7.852210743743881061e+00	7.203180320290792693e+00	5.013964687226697414e+00	4.704434173083240189e+00	5.773442390687941739e+00	-5.719950420656787493e-01	6.182972289178819025e+00	-8.213451522273356176e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.693766734709695410e+00	3.781953666708864681e+00	1.905790402211363421e+00	4.877491160647588586e+00	3.860855397020733548e+00	1.185630409617368564e+01	5.205997915808033838e+00	-1.905380705756320459e-01	4.707480014506570498e+00	-9.923025066898075508e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.766573750573900092e+00	1.060889879873820218e+00	7.044224738806079245e+00	4.236674223415769269e+00	6.822654286576345761e+00	3.230086885362374538e+00	5.484048831082045439e+00	-6.371448933867331021e+00	5.072028313835643587e+01	-1.755782713387023364e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.970637561085712974e+00	8.670506613976058929e+00	6.163896232744813908e+00	4.235179138048840386e+00	8.608270419726050449e+00	6.055257057128986098e+00	3.976016397220845544e+00	-3.242951684594523321e-01	5.757746262493788514e+00	-1.630189765623355669e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.653038506844238587e+00	1.656396509694498143e+00	2.064382041625772324e+00	3.124686565025082796e+00	2.356649154577801664e+00	4.803983365896918656e+00	5.420716764750634908e+00	-8.624372805624388461e-01	7.201006887311256932e+00	-7.357121817013188902e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.729764490998796589e+00	8.536230499915753001e+00	5.082968248393960664e+00	3.044138274980339176e+00	9.740327509371141446e+00	4.944676180449156355e+00	2.960173278834503652e+00	-3.446206666823335985e-01	1.156793456457643110e+01	-1.825636629994282956e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.992914525823306526e+00	6.076589988456930769e+00	5.502639966557056006e+00	5.484897099965609257e+00	7.367138419731240617e+00	7.387486016863661575e+00	8.293863291713661212e+00	-5.079430521324094228e-01	1.185503979007069297e+01	-2.470802202839826123e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.490646575629968495e+00	9.288207599757264177e+00	2.628356113227319213e+00	3.656914787725586979e+00	8.472558756873810992e+00	1.164068435822020220e+01	2.915905474066103231e+00	-1.126773656770969495e-01	8.808851860309189874e+00	-1.478073465242072615e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.069748574360508186e+00	7.820825108262008385e+00	9.276622346317930479e+00	3.957383961336677025e+00	5.879096236357780114e+00	2.258767433702019378e+00	2.026115288964665861e+00	-9.063854204181894803e-01	1.103204100326562198e+01	-5.247600687083545878e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.082377106535135525e+00	1.045586566830333553e+01	8.544326863933696004e+00	7.056393813155614758e+00	8.122777209033293033e+00	6.066572377316121312e+00	5.112493660296653530e+00	-4.162412702310703816e-01	5.835503235286741308e+00	-1.382369265361342947e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.255677485151508677e+00	4.413172944279990517e+00	7.228486665391684163e+00	9.604560519147112174e+00	1.586738437311890682e+00	1.715897901576677320e+00	6.832656582955593194e+00	-9.263514352679174113e-01	3.914725452575322784e+00	-3.357312505578002870e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.868131704673753557e+00	8.160600038188146499e+00	5.023772169246119468e+00	6.463820971725842135e+00	8.420338025262141812e+00	9.740880976899227051e+00	4.968055689478053871e+00	-3.244166346515960919e-01	2.640646537428021468e+00	-1.474138607058737271e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.790173592955910387e+00	4.719644473391976902e+00	4.975208301938652156e+00	2.142097509115296727e+00	9.608899118409477413e-01	-4.249374364282748617e-01	3.364365320627547451e+00	-6.078430626013031635e-01	3.931864142501153569e+00	-2.525204467006132347e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.665145154676266781e+00	5.485525364638783152e+00	7.219041354056233928e+00	2.428502534089772347e+00	8.068708400894202271e+00	2.114305000410754865e+00	5.649181453286091781e+00	-6.905540181263196686e-01	8.302312678397917978e+00	-1.989245708946675961e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.095777990833792792e+00	6.304814820203189285e+00	6.224634689089243444e+00	9.688154714399052736e+00	1.003239852462200865e+01	1.585831547918699691e+01	4.384653629747964132e+00	-6.088870637401215813e-01	7.237320001897250776e+00	-9.563557513345584127e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.262549342861196244e+00	8.894139459092453848e+00	2.107047506302555107e+00	3.820574890820851444e+00	3.378096175189274852e+00	8.976148705844787301e+00	9.372749524466039261e+00	-7.212624733998339310e-02	1.773178378821290924e+00	-2.098267964726170831e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.397049420338954739e+00	9.598408558846657002e+00	5.587474237710751801e+00	2.025029462158470572e+00	2.865710511153376050e+00	1.002810345308141615e+00	8.891626244483108010e+00	-2.876131982217609573e-01	2.061747071773161633e+00	-8.051723665504019323e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.374385071738476682e+00	7.528116098493467412e+00	8.306554689104068245e+00	6.397841260348284820e+00	7.667920086893696308e+00	6.735495351019569199e+00	5.668636490705068809e+00	-6.477184598453594733e-01	1.026715013096271534e+01	-1.358498775830171468e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.209603172338931998e+00	4.874210909162968619e+00	5.221688380494496684e+00	6.927857905946157580e+00	3.037323802784979154e+00	4.012712027501890155e+00	3.889524741847393940e+00	-6.090053993811355149e-01	3.993742861182246529e+00	-3.127733234702786191e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.527603777144013630e+00	5.114361337791954121e+00	1.450934385238264124e+00	7.109389760994814900e+00	8.581641033219602477e+00	4.113239008045175638e+01	7.069168920607395989e+00	-1.338270493765568170e-01	5.858486874655031151e+00	-1.991880225579458141e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.049751961092124652e+00	7.531603686123910180e+00	8.226189958229111809e+00	3.502536887596356063e+00	1.741782783672092716e+00	7.159208164191420698e-01	9.535901593442556168e-01	-9.476971797891495797e-01	5.813679277740644302e+00	-5.721358964942694136e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.316305814611166358e+00	3.090021272984168288e+00	2.339840422327099656e+00	1.049918102730663660e+00	2.345002619489255036e+00	1.389163900145421682e+00	5.080737089574479448e+00	-5.329009020577422095e-01	3.554967841565451980e+00	-4.851684120278248713e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.552777319094296615e+00	1.677681554922887175e+00	3.384158317699986096e+00	9.273533307012504778e+00	9.968594392807869298e+00	2.848158698251613430e+01	4.084655906477607346e+00	-9.739339802631984400e-01	4.134246764503109972e+01	-7.883861934374005287e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.736174962307944325e+00	4.193606925386600182e+00	2.102070920391819975e+00	3.456278885158677650e+00	6.735557470730418217e+00	9.598133984068960345e+00	9.500983959943258839e+00	-3.129399995777347732e-01	4.041832099631820441e+00	-4.700717448214234651e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.657211803407108164e+00	3.796572009619409105e+00	3.706172065079531563e+00	7.141850688684638016e+00	8.330100858976253519e+00	1.496668039771209280e+01	1.314792866785215120e+00	-1.070706306516624018e+00	2.493702257825147584e+01	-1.096242337080550966e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.823749565166047581e+00	3.886942683853375158e+00	8.013101657502225805e+00	7.159978144695569924e+00	4.022217263128625930e+00	3.534172464901727206e+00	6.140704626440512293e+00	-1.253319958656460287e+00	1.167944773177580942e+01	-4.564215942099702161e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.951835780474952209e+00	3.254114758714988120e+00	5.619500215816425559e+00	6.184232619987164448e+00	7.375000027621365639e+00	8.075091389777634632e+00	7.656546321491779494e+00	-1.023427659382116772e+00	7.697456665184016167e+00	-1.798269911487912509e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.128801803457000208e-01	1.206817264921278277e+00	3.036530671756939803e+00	3.995195766768671497e+00	6.630639197780645588e+00	9.000549146586779514e+00	5.837585747559006499e+00	-1.238060841395732803e+00	6.130602944028661128e+00	-2.146875768563062081e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.974936827264787809e+00	9.800269538055597085e-01	8.839518126391906705e+00	3.006461611955563829e+00	6.155211469635081478e+00	1.645912197969417345e+00	1.960608265159822894e+00	3.203264897079205475e+00	2.999019971489718017e+01	4.033077680218608130e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.364610919509197551e+00	1.011074945830391236e+01	9.221696196760639452e+00	6.460118052094568242e+00	7.412228531475584248e+00	4.983275789728152105e+00	9.813078016202798182e+00	-4.813922295378862404e-01	6.760913405705977652e+00	-2.661375359517340300e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.818398726063832349e+00	5.075822026294450673e+00	8.769199812741101496e+00	9.023183452943426275e+00	5.694470151999448504e+00	6.010158202673001604e+00	5.817514108101057069e+00	-1.202418449931309752e+00	1.206627446197975573e+01	-7.713208779078077448e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.295137100272150121e+00	4.411098075421527653e+00	2.609446966067149987e+00	9.669442392019952592e+00	4.806306277509673208e+00	1.390489391859395418e+01	6.418217299286216537e+00	-4.396107610109722952e-01	9.364233711836650542e+00	-4.573902491504799883e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.607649700790091396e+00	6.998282505172093160e+00	5.123381064821782793e+00	1.847391185300362837e+00	3.615944633016316523e+00	1.167150700552209708e+00	3.113785603891303211e+00	-4.218844884178984955e-01	2.684444023813163938e+00	-3.568316806215204906e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.513268191436522692e+00	3.288963858772642190e+00	9.266122495191002173e+00	2.055290853150600672e+00	7.351074849661911159e+00	1.332931749820354339e+00	4.780383997451792766e+00	-2.440067000696805266e+00	3.152200744239776142e+01	-6.554519696437037624e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.062378352850112506e+00	9.449528135845499222e+00	7.547041359931720095e+00	9.661514106479000219e+00	3.606436001707827632e+00	2.740864292517266598e+00	4.756257057667621524e+00	-4.535244372125398771e-01	1.679057647099866823e+00	-3.611807192624457929e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.353506276981045531e+00	8.284591987066830754e+00	1.000740637142489176e+00	7.953761170449810791e+00	7.592510737249030583e+00	4.422702335433010745e+01	2.156815737146153378e+00	-8.153940630987688287e-02	7.360399833948697790e+00	-3.463485110077120677e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.607497504454572734e+00	1.766635025271148463e+00	1.308630290762817561e+00	8.791923386477776603e+00	3.276205246527667647e+00	1.736540503013327807e+01	1.996143856924363025e+00	-5.620775734616818564e-01	1.215736426991545116e+01	-1.526095196060234471e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.810596119968266748e+00	4.466847579477915886e+00	5.024903359457637109e+00	2.960897929833756326e+00	6.365148611418112168e+00	3.522744639149868906e+00	8.566532363737117350e+00	-5.742028535739598372e-01	8.190839266858750634e+00	-5.238284182093184427e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.820512612002476160e+00	9.360541947343810065e+00	8.895285080132309119e+00	6.716339594287117798e+00	7.705156555245769923e+00	5.385496525610792951e+00	3.432305680839702333e+00	-6.029818831867974627e-01	2.649233296482399691e+00	-1.498623321326607361e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.791892777891081590e+00	9.535984907574107439e+00	5.460157145850147664e+00	7.401971677318329057e+00	3.183693874313326955e+00	3.374851183277359112e+00	2.852779179137521215e+00	-3.828287938979498262e-01	1.820726577048630279e+00	-3.351206274938177021e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.580826870891347546e+00	5.008914627200832470e+00	5.905986555359354462e+00	7.013583908755370189e+00	1.233735756586408883e+00	2.683837000251591220e+00	5.328463458305079392e+00	-6.089955453853854728e-01	1.964023859783145198e+00	-2.766340292351890273e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.160609613080029412e+00	6.133839072854666341e+00	1.762039406223843585e+00	4.955091768994596357e+00	2.129612003229634620e+00	5.210886964478869565e+00	7.925213648987676329e+00	-1.537427426879484360e-01	3.220058637892485365e+00	-9.492905939668585091e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.732339739404371137e+00	2.144481742316893591e+00	6.295144858190747428e+00	9.389193072224183423e-01	6.701913380087657579e+00	1.554206058879961549e+00	1.246117824274897590e+00	-1.213793732387199675e+01	1.641547747189796951e+02	-1.969243987216493252e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.329966442292967344e+00	9.816789428969345366e+00	8.299285175583547058e+00	5.894954472121628264e+00	8.237968604454680488e+00	5.788242359814857352e+00	6.241637754607067379e+00	-4.954500884930009841e-01	1.048617470781947247e+01	-1.805703711302892245e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.109710797439080743e+00	3.620534900556263924e+00	4.113261421350124181e+00	3.497783828866431133e+00	1.495506394131740802e+00	7.225631163863608375e-01	1.843091621440863914e+00	-1.055026771974266087e+00	5.279899740724011359e+00	-1.541938044281948139e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.138868585332591277e+00	9.321957715495571506e+00	7.736182517117550894e+00	4.942352779115478434e+00	7.129454392274690022e+00	5.077980387722550226e+00	1.582789045420327056e+00	-5.882444023200305017e-01	3.904735945736023783e+00	-3.253546730288275679e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.133158094158877027e+00	7.249440673416128078e+00	9.876403072626072088e+00	9.532556785987429393e+00	3.814813604692183446e+00	3.959297792720136933e+00	1.334731965010619525e+00	-1.390439836732694001e+00	7.697922055998320801e+00	-2.621202719830364458e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.116053720762192114e+00	6.433258217279062663e+00	2.710169619816081177e+00	4.421624608375410936e+00	5.169330848229389375e+00	8.188134070635651796e+00	8.281253248786686783e+00	-2.327127437086476403e-01	6.636064194116259252e+00	-2.077946129370900863e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.373799552217960240e+00	5.285650420714868680e+00	5.391754840383626401e+00	8.430237556404147625e+00	9.499601483391446166e+00	1.332687545036965204e+01	2.030801517846789306e+00	-5.987366811628325181e-01	1.094374720123903089e+01	-6.458397168389579335e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.663569635176370021e+00	2.944400932883914024e+00	3.707444438912281370e+00	3.076622784194414706e+00	3.796885453379074793e+00	3.280286522279808104e+00	1.506592551869537777e+00	-9.885691695848785043e-01	1.273534978908284288e+01	-4.412381128065840485e+00
