G	c	dx1dt	d2x1dt2	m2	m1	Fg	Fc	d2	d1	W	p
1.000000000000000000e+00	1.000000000000000000e+00	9.731433549041442532e+00	9.880858298058075917e+00	1.555637973415921582e+00	3.591939611616764783e+00	4.532014761450971818e+00	1.039016790734348916e+01	7.357285317592912932e+00	-8.001845650409139532e-02	4.521452123920915334e+00	-1.868612505859551476e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.500666948962734892e+00	9.486692557636958512e+00	9.152408169402649563e+00	3.763077397587175188e+00	7.285646265236402463e+00	2.991856375174983373e+00	5.827336707800848004e+00	-5.250802500465813205e-01	9.067765622634535561e+00	-2.877761726994796021e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.909508981792487958e+00	1.356881567386562848e+00	2.248116334214782075e+00	4.172242290836678080e+00	2.737138973480741200e+00	5.085631180098510562e+00	6.717509796532821653e+00	-9.485448580632220850e-01	6.913040130567183361e+00	-9.083677096093271786e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.637175090572816849e+00	7.348040995026840605e+00	5.786515071492047468e+00	6.599313812512714428e+00	6.772999369976015593e+00	7.708066013096202873e+00	2.767385677027430990e+00	-4.590473164574541132e-01	3.252551657875218716e+00	-6.559058402393861620e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.644762138877613467e+00	9.328360177412056586e+00	4.702721844463183309e+00	4.008037714705738885e+00	3.336969344863224052e+00	2.837071557626330787e+00	2.900548171339344172e+00	-2.781652729829642290e-01	1.589601650004683453e+00	-7.422621091611805610e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.733480893400627387e+00	2.625078557455822637e+00	4.123294940393868124e+00	7.598242246203957606e+00	8.964128413732796119e+00	1.651335211264068192e+01	1.363081916021086526e+00	-1.836664912959159457e+00	1.477701267524116169e+01	-1.551728857227076208e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.723337275764564858e+00	6.106075204458422334e+00	9.097508893072104641e+00	4.648281460333716808e+00	9.059518784780649980e+00	4.630521716880580563e+00	3.897729818965346205e+00	-9.212981249386316129e-01	1.208910251351438525e+01	-1.753987608571421930e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.893479999448049789e+00	9.239142923269975327e+00	1.201348211771952501e+00	1.615297292406683072e+00	3.680383939834062534e+00	4.958415864862740108e+00	6.039487620044583061e+00	-6.495617679650608767e-02	2.029874517433554182e+00	-2.854528723219986119e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.619675188993521697e+00	1.298653875389027101e+00	6.969875814054750762e+00	8.055554360207063169e+00	3.072888353071217438e+00	3.546327206913889807e+00	8.727446748739231097e+00	-3.849054868779472116e+00	1.520046830871040910e+01	-8.225921094506036368e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.505399196849892540e+00	7.284520605866596554e+00	9.669089179732344164e+00	3.576209901550470693e+00	4.705107863771348597e+00	1.728379508822213362e+00	6.990011372377046506e+00	-7.348489751955060711e-01	8.170068675488634469e+00	-3.247325725233096705e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.253242561337372329e+00	3.668597595783949394e+00	6.043533249188643985e+00	4.890977974818873086e+00	3.162738892145307013e+00	2.566712644837021884e+00	4.912394428579615280e+00	-9.867335170772343345e-01	4.378715529322926514e+00	-1.193957530357168118e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.626407571668317065e+00	9.318476576044735893e+00	9.420681499173436890e+00	7.169287551943595460e+00	7.047880862536102242e+00	5.356456440948293540e+00	9.574894979609986478e+00	-5.346775633860568755e-01	4.137799103090123332e+00	-2.698284720614295651e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.298853066658552713e+00	9.733725890825573046e+00	1.457152292835720786e+00	3.992785051634235138e+00	8.441495729520559266e+00	2.290893616722379633e+01	7.473187713436773016e+00	-7.531435826185993443e-02	3.774482484464097620e+00	-3.175233033566586371e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.096526239001746283e+00	9.501571741828488626e+00	4.771051009279839050e+00	1.504095406126780832e+00	7.055120319412465868e+00	2.239467740970972898e+00	9.370691149003816278e+00	-2.578879447809602765e-01	5.426634094786090934e+00	-1.219214772665275603e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.073516490773528176e+00	5.266084145662294880e+00	3.344136851407524258e+00	4.377835658047215972e+00	8.420755879544547184e+00	1.099514581428494253e+01	5.747624153917360701e+00	-3.343548377010185368e-01	1.339924555455085553e+01	-2.182089456788939330e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.793462568920394684e+00	8.755498436258237760e+00	7.588786584276144609e+00	9.492419032250351663e+00	4.573819135496421495e+00	5.732274828683907586e+00	3.332377358598916928e+00	-4.968451421816554303e-01	2.258162347802308734e+00	-4.286932826783441008e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.632017114716871831e+00	8.605691083078250259e+00	9.832546754814002199e+00	6.768582456222335786e+00	2.414814636436642292e+00	1.654503362915503706e+00	1.470484551037813059e+00	-9.327595714935824622e-01	4.280279520611413702e+00	-1.748575083018328646e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.324857495186838818e+00	3.872067986965213038e+00	3.313296877068082402e+00	7.050426741854222357e+00	7.646849762504678516e+00	1.625559546092413399e+01	7.539888528473666973e+00	-4.529143985047854870e-01	1.293107616852607045e+01	-1.590134302978310465e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.421673679444686034e+00	8.463113443518290424e+00	6.886492078177496090e+00	6.694400557997031598e+00	4.237215343772172460e+00	4.116310530250459898e+00	2.094104978291123409e+00	-5.047882245487400610e-01	1.762830749877971614e+00	-5.255567419429975295e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.471540441834883417e+00	1.327609440977102873e+00	2.784519875144303214e+00	2.785375317265117889e+00	7.034968889768403066e+00	7.063320457770513983e+00	3.723221492500411678e+00	-1.451451985393598543e+00	3.705151097688077755e+01	-1.468309123908714042e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.536796530324421095e+00	6.358613694545651285e+00	6.097178301299451597e+00	4.768292263433193234e+00	3.438948771619621425e+00	2.691650875348255312e+00	5.801021040051514532e+00	-5.210853552329991478e-01	2.700218875058026491e+00	-1.512993644954298311e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.580082185581574317e+00	3.070675954590091017e+00	5.163664431795510268e+00	7.766404215533701638e+00	1.730716266186516972e+00	2.596185124861126514e+00	6.088288069152692827e+00	-9.785902002443171988e-01	2.200921078192006775e+00	-5.748605375305045229e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.541320471907484446e+00	2.083328178065188663e+00	9.750331814843512745e+00	1.912192254707570926e+00	9.930756863005838042e+00	1.946382945461989866e+00	6.410366802215368587e+00	-3.680292001120883505e+00	8.297795299607187758e+01	-7.717631794923875077e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.684285234387612462e+00	1.696063763647850386e+00	6.488537415746214343e+00	3.514743384033899076e+00	2.411345642173063464e+00	1.307461868067499200e+00	2.479737623001085023e+00	-8.192152011055965133e+00	4.408711604282244423e+01	-2.583541483596173638e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.274208097164647668e+00	7.266154436832379382e+00	4.147114644679414042e+00	3.477538986153435374e+00	9.896810031488188386e+00	8.323937367696851553e+00	4.426299017624497623e+00	-3.057259234363639555e-01	1.199643010097573814e+01	-2.500807979510381074e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.747095421770347823e+00	4.060015536051921892e+00	2.035975948736031160e+00	4.891926276837802234e+00	9.795805122653520769e+00	2.362915954100941818e+01	6.559108228630808668e+00	-2.595647030544348532e-01	9.242959462908796553e+00	-2.589460929631173514e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.883361026994204490e+00	7.513869810149838457e+00	2.357747169768722451e+00	9.829633525833569863e+00	8.148610625979546995e+00	3.386920956741408872e+01	9.739377299747888017e+00	-1.603308596625480642e-01	2.111875767194301812e+00	-1.646703214980366425e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.158179414776252969e+00	1.598712738812461120e+00	3.027675414904658968e+00	1.612348099176532212e+00	6.932763460846554260e+00	3.651832939060548178e+00	7.555469193992117027e+00	-1.092460201095122541e+00	3.537562421123341494e+01	-6.438055712521197904e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.956096485615447911e+00	3.836699336257157533e+00	3.258885061724403620e+00	5.667202695730419570e+00	6.208807091198907280e+00	1.078714457514122316e+01	9.312092882665920612e+00	-4.443242286339358915e-01	8.532535013774840138e+00	-2.071191764618881592e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.101838230171926725e+00	5.859302414962705541e+00	8.643299754812700186e+00	2.612709871217459678e+00	8.790621455651079330e+00	2.645501809760595791e+00	7.864728979019735888e+00	-8.153810577838349616e-01	8.559473434417652626e+00	-1.300357380993441154e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.456697087246835665e+00	8.111857171820242129e+00	6.044554819103721499e+00	9.738493234556466760e+00	3.608533948400404423e+00	5.798765065201433977e+00	6.332851894195569820e+00	-3.957467496555097664e-01	2.921665993550454754e+00	-5.290007463067049720e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.296938425051449073e+00	3.870486037057490059e+00	5.704461638034238113e+00	2.024147525294864636e+00	5.216940922773948053e+00	1.840091947249880899e+00	2.739150442586836487e+00	-1.010723281232465132e+00	7.482915397651485279e+00	-4.357923743061935795e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.188119454436925793e+00	6.625774461667038651e+00	2.037459012421622973e+00	4.635670434897131820e+00	6.567007663222746316e+00	1.499343388760047446e+01	7.001358928361787193e+00	-1.571770135439490568e-01	9.242918210646696053e+00	-1.974390978942894748e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.328888674415638071e+00	8.976314653792208276e+00	8.746072965534738231e+00	7.646595083831684292e+00	4.698844151183826590e+00	4.112072132514676071e+00	6.601790549600662139e+00	-5.268684558279735919e-01	2.938174269410271044e+00	-1.274170809931784554e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.969208597687375217e+00	6.540788350726854716e+00	7.507117946321259616e+00	7.335474324408161273e+00	4.853599634163595411e+00	4.742504435853152067e+00	6.420535744035761994e+00	-6.298592865900813909e-01	6.456411090380299811e+00	-9.665369703349671937e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.799471737535425220e+00	3.096797661319711459e+00	1.613565669025404770e+00	4.803324720177970519e+00	3.978865460762648798e+00	1.186855292085229507e+01	5.410212121905429328e+00	-2.731748970323410464e-01	5.042438282159447560e+00	-8.847783482016557954e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.663418887425293313e+00	1.223489968236604941e+00	7.369609504143278755e+00	4.113628850849336160e+00	6.077152222399073267e+00	3.399307689661135168e+00	5.758320286797779630e+00	-6.359213606793100659e+00	5.106700602230311858e+01	-1.456350823794070592e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.921902998072672730e+00	8.824033056284878995e+00	5.898480607848053836e+00	4.576421236584768515e+00	8.651169034826821758e+00	6.722380328718005060e+00	4.003143876170591753e+00	-3.639234738791986556e-01	6.748145300816833725e+00	-1.608670122315934137e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.665268132705524540e+00	1.187616765895430193e+00	1.735576636717749421e+00	3.383982141831658463e+00	2.818962332622952260e+00	5.485608577972556077e+00	5.664865898759290808e+00	-8.360719146836509408e-01	7.138405439137889275e+00	-9.379914172306616393e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.717111212767809647e+00	8.874859216202327872e+00	5.125025275106294131e+00	2.848581007503277363e+00	9.416344080302534891e+00	5.220972095714730976e+00	2.773936997892174627e+00	-3.237048294317736441e-01	1.147870647525237686e+01	-1.830617142281087695e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.970899468121058540e+00	5.772106942853491240e+00	5.360800070028867381e+00	5.361469187342978060e+00	7.195445019415990906e+00	7.184232205940007887e+00	8.251000984922468362e+00	-4.936153311394174126e-01	1.095585925807388072e+01	-2.303975938915442612e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.470402559735971337e+00	9.450841116466442315e+00	2.495750157030458993e+00	3.417850781276128735e+00	8.402901255074237241e+00	1.151860802988865551e+01	2.680662619080185660e+00	-1.395321634403673683e-01	8.612245822724652555e+00	-1.282109203340915116e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.051792090928655554e+00	8.192337702291373702e+00	9.508957606907717519e+00	3.587478114559694564e+00	6.006943191411592053e+00	2.266596406780823969e+00	1.769725065280392640e+00	-8.654035449149641845e-01	1.123732447665101297e+01	-6.678444791109259704e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.385055985831794345e+00	9.980811891052749019e+00	8.655169853812708425e+00	6.911379378007171503e+00	8.019078404582554498e+00	6.405636316296641652e+00	4.932015476859771930e+00	-4.755793035379753397e-01	6.315224548765146828e+00	-1.289892490358192489e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.293346547973460048e+00	4.167211354741525042e+00	7.014949706959339615e+00	9.713383292093102028e+00	1.144174566273321147e+00	1.598505444775007556e+00	6.924323591186283267e+00	-9.611110660251995785e-01	3.936862018574555311e+00	-2.224663768300872757e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.785119154849784229e+00	7.894974533743065237e+00	5.154592217375265406e+00	6.432421718703607461e+00	8.369123898048348664e+00	1.041551048923590450e+01	4.929894041360768142e+00	-3.483114375510745209e-01	2.454181334401540848e+00	-1.551735282182166742e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.762924269761961149e+00	4.617904611608389054e+00	4.709685600997630672e+00	1.698920339996090378e+00	1.357381652898465463e+00	4.850859641956388746e-01	3.488289767770287320e+00	-5.961734167174377319e-01	4.140073506043792761e+00	-2.432281409762946112e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.405608066053255722e+00	5.309837425368549191e+00	6.858272289701633717e+00	1.680869486014570979e+00	8.997701764134804492e+00	2.213349186307946859e+00	6.022121031754688047e+00	-7.232207391568419297e-01	8.281590643535503560e+00	-2.003646824304357494e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.925808715417980377e+00	6.633604721963429540e+00	5.906380589765284128e+00	9.558513694593642640e+00	9.925355762942931648e+00	1.606926778342092277e+01	4.120294100387644320e+00	-4.969949460707069888e-01	6.495685941360531679e+00	-8.428661975575836962e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.497475138376523240e+00	8.864748857730157638e+00	1.565372538644743905e+00	3.670609279644931888e+00	3.646951582207858422e+00	8.590862178343368072e+00	9.396109275898542279e+00	-8.766744820252841963e-02	1.939538324133868175e+00	-1.919954829024731424e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.443571591539735355e+00	9.857527267966256446e+00	5.609170754080777144e+00	1.826165758141166329e+00	2.891364524108847700e+00	9.352201139250482242e-01	9.306227968436058262e+00	-2.936775064432693982e-01	2.810365550214644070e+00	-7.945748170576968050e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.457825100676689800e+00	7.912876127752992872e+00	8.256527118436887136e+00	6.391801130501007400e+00	7.881959418382472826e+00	6.101005607759447003e+00	5.526026175208887281e+00	-5.751092770975018142e-01	9.939250297284491609e+00	-1.453986080431445949e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.203938748066544662e+00	4.759310265737753731e+00	5.140884949158297523e+00	6.619300332024594447e+00	3.267347324618052884e+00	4.231433741972490559e+00	3.949430134250531133e+00	-6.248464832682163461e-01	3.868769993927801742e+00	-4.501274477507686278e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.531041972313271327e+00	4.809449342300938568e+00	1.476107807696298124e+00	6.829286811724780470e+00	8.787261235065034981e+00	4.094622704464039487e+01	7.623747362457430121e+00	-1.576754914227510851e-01	6.531367849596199093e+00	-1.944671252370256198e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.873714147743466008e+00	7.636804441497264229e+00	8.085186024991338982e+00	3.404886910285444213e+00	1.930472814223102240e+00	8.150638932342280096e-01	1.327767335719558295e+00	-8.779027763367444059e-01	5.638338209249773136e+00	-3.429920991830893495e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.257220851921895033e+00	3.151832211271702544e+00	2.810716239770735481e+00	1.136777364313496630e+00	2.140439212008506509e+00	8.609705685015768273e-01	5.273160853123368241e+00	-4.865355721078544193e-01	3.934359798776942085e+00	-4.658652012696548894e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.223773503229255155e+00	1.990654502372209533e+00	3.334383022584411549e+00	9.675211792251866783e+00	9.818833412927229887e+00	2.855042983708563753e+01	4.033619094858589271e+00	-1.053434681403552675e+00	4.117952481386455332e+01	-6.648191448256361546e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.673699940371879746e+00	4.193241844796382622e+00	2.477117393161927694e+00	3.253524829536591056e+00	7.060105863268395510e+00	9.279189025441526795e+00	9.281707873743750170e+00	-3.058659854631528008e-01	3.295030435039549399e+00	-4.542997613050219030e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.881671788550205449e+00	3.583825588961611519e+00	3.966927978349712891e+00	7.080556098083928163e+00	8.615700841759696971e+00	1.538177973292410883e+01	1.110839156809617645e+00	-1.107717226501519159e+00	2.499940677364529051e+01	-1.461449580122255565e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.942650321526698143e+00	3.664489301743770078e+00	7.797785151833453554e+00	7.355359943535277445e+00	3.921669542874676839e+00	3.710230885157254743e+00	5.976925354550020053e+00	-1.296485231900629920e+00	1.124625685657077767e+01	-6.863033649598351715e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.784609697258805916e+00	3.112588575821656267e+00	5.683709735274831587e+00	6.491105520148273023e+00	7.091813106676437606e+00	8.099413739597027373e+00	7.666213076244487112e+00	-1.038719080494264979e+00	8.187421429089813074e+00	-1.896236748981637632e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.048276983418051644e+00	1.385387573292596874e+00	2.839160874340157292e+00	3.815297380554890427e+00	6.350356152991935232e+00	8.524661870483864590e+00	5.370266963660473181e+00	-1.276622635379206283e+00	6.728011410838268702e+00	-2.007779792130759944e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.330515388742886884e+00	1.161626152897289543e+00	8.899772031186813592e+00	3.436860307855619912e+00	6.417380582271659861e+00	2.474427409434166503e+00	1.765001775977125487e+00	3.283047822399797866e+00	2.917287230553171185e+01	4.877113240695797103e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.357716238557762800e+00	9.876682820127468787e+00	8.911210196200061162e+00	6.381331262367491597e+00	7.138070264828130895e+00	5.111425902618575989e+00	9.748996933372106710e+00	-4.737205293960273789e-01	6.636661184698094296e+00	-2.602577547084418441e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.564595123347187311e+00	4.847949849465133632e+00	8.839044290260506642e+00	8.804188350340369951e+00	6.178070846706005703e+00	6.157473653386760226e+00	5.662028589937564860e+00	-1.085309098587757370e+00	1.181018512063106307e+01	-8.209231084039039672e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.949158137640230493e+00	4.473977183327787266e+00	3.147091781820709588e+00	9.529477470951016826e+00	4.864215172123598663e+00	1.468172596858237711e+01	6.524164240788943303e+00	-3.725103803612018760e-01	8.902386558527940252e+00	-6.447168670025249959e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.664131759521695564e+00	7.115542333223742411e+00	5.053949355814073563e+00	1.942743554531831895e+00	3.487483733229768568e+00	1.342679307382482756e+00	3.132275087075478748e+00	-4.004963984968170077e-01	2.896402112024508479e+00	-3.509118658119200518e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.230285908713270260e+00	2.970422361175576675e+00	9.867345616775480721e+00	2.396581418381246387e+00	7.918017721420710586e+00	1.916607126637019043e+00	5.347570068356479744e+00	-2.415422375664582955e+00	3.120481805221741567e+01	-6.737023583686276140e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.032462055491853103e+00	9.557672410159501197e+00	7.940195732407759444e+00	9.501662623095620930e+00	3.038253632161406426e+00	3.624971775042196587e+00	4.863586975709564442e+00	-4.560464455403144823e-01	1.408427652546047959e+00	-6.170431661850932059e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.771499983874097239e+00	8.078323260366763847e+00	1.239882927391410705e+00	7.629656974120884172e+00	7.231651017730466258e+00	4.433007162110974519e+01	1.673513014119004882e+00	-8.097123644759196548e-02	7.877369302608689061e+00	-3.030722595746992098e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.605331922775577347e+00	1.800015835151169918e+00	1.575207812486192349e+00	8.944788364412078252e+00	3.103729933012731035e+00	1.748697858251681936e+01	1.956622302615974363e+00	-5.659643868920176679e-01	1.156065832955676775e+01	-1.075524619081595246e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.979745669441247635e+00	4.744678958206992370e+00	5.167519789504036787e+00	2.824330261399865982e+00	6.629675692904343443e+00	3.615210490609775729e+00	8.534730455768126944e+00	-5.803450384335762102e-01	7.674839861674129793e+00	-5.195103755536206336e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.570684237361964275e+00	8.915870876485497476e+00	9.183967625864024598e+00	6.289092465077800398e+00	7.724062469609549453e+00	5.290565110789232861e+00	3.156519270443805869e+00	-6.150858590258660996e-01	3.155536584345242090e+00	-1.508762381753284920e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.805987388602365407e+00	9.498055585460921435e+00	5.837468696569685811e+00	7.307122266781676423e+00	2.966963209132278401e+00	3.711333246941440400e+00	2.755151164164556299e+00	-3.457457976909908970e-01	1.741736888263359706e+00	-2.913340579828894938e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.921917184088127950e+00	5.207593552398662062e+00	5.472134199436113455e+00	7.116154595940452410e+00	1.539932500157175976e+00	2.000395455662757005e+00	5.545311677195573274e+00	-5.811614210995164065e-01	2.060404292421241568e+00	-3.861386768159151384e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.569852409200148458e+00	6.513749554795757568e+00	1.949250219670598971e+00	4.670936261816209800e+00	2.181403233994833712e+00	5.215278510415243929e+00	7.918701127534127693e+00	-1.522512018522793609e-01	2.646279348709388302e+00	-7.597581797132971992e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.736504459246445364e+00	2.501829952252553557e+00	6.908019332147762093e+00	1.139822163346434492e+00	6.455429634508692338e+00	1.071718199566903174e+00	1.566874595539685000e+00	-1.213662424838732967e+01	1.647265662292006141e+02	-1.903779093620910956e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.984057881839797588e+00	9.920705224354037455e+00	8.409927782148681530e+00	6.249577102078666790e+00	8.647092001660855232e+00	6.431605704199366613e+00	6.185835918532239575e+00	-4.547924935750283781e-01	9.063037012360501521e+00	-1.845056584728815707e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.248939255923061431e+00	3.086539537923851384e+00	4.433906207678350420e+00	3.282533348387055128e+00	1.412285126027146731e+00	1.044063780660912988e+00	2.072541756398355695e+00	-1.097158990579610860e+00	5.343625676649466527e+00	-2.559865101361654904e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071771165862469566e+00	9.478384040542136901e+00	7.975714294601305987e+00	5.049612983871432981e+00	7.608805664072984420e+00	4.809902016160718219e+00	1.319516247297851885e+00	-6.152104499248765013e-01	3.612217710029065110e+00	-5.925619750753097215e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.419126782040216028e+00	6.853478442022614914e+00	9.683366209785852163e+00	9.619765697206544175e+00	4.068332748869786464e+00	4.042257798336604147e+00	1.476736876116446551e+00	-1.356863416497871455e+00	7.150513319659801859e+00	-1.034341348567604957e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.846726368464834067e+00	6.466310531348280044e+00	2.838035407180327319e+00	4.596528247882485374e+00	5.311568290130144199e+00	8.596353686623128709e+00	8.501358526308029795e+00	-2.256517353291959682e-01	6.709768824182078539e+00	-1.993615193148635711e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.052800446762769404e+00	5.604881265598790741e+00	5.706667609946471487e+00	8.564524262766578744e+00	9.352294338829400644e+00	1.401685345260530724e+01	2.060225489728358728e+00	-6.743990491936397991e-01	1.099335462685445108e+01	-3.668906543199018433e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.939161987958883060e+00	3.075421795734730512e+00	3.575983760779368303e+00	2.696546965672974139e+00	3.981853137653386998e+00	2.987585233163389642e+00	1.404321067989849459e+00	-9.933889070635292251e-01	1.293688532007364600e+01	-3.033863933737037222e+00
