G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	Fc	d1	d2	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	4.529601317244285497e+00	7.354244136288627942e+00	4.309628958739985194e+00	8.367651031552265195e+00	3.345519645427230415e+01	5.287781125848031172e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	7.275429733387385411e+00	5.824332182984757189e+00	6.004686112473312853e+00	9.814617166540870130e+00	3.928086648701892614e+01	4.744134486473209900e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	2.740090420146628958e+00	6.718079133500286737e+00	3.748524583976218238e+00	5.516937304888224425e+00	2.207963198681532546e+01	5.467440555419152970e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	6.777948319587530079e+00	2.776835545493351987e+00	9.183452742900872323e+00	5.094613653176133461e+00	2.039232780487165897e+01	3.785460748000591957e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.646585841136603001e+00	9.329794147097604906e+00	4.703265423592249306e+00	3.998639733225114234e+00	3.345165669712116596e+00	2.902824382822793758e+00	5.733037126069114642e+00	7.778248962526427057e+00	3.114405354311250917e+01	2.670714974034505973e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.745300127336214313e+00	2.633747824535162874e+00	4.126575699271543662e+00	7.596890224593946250e+00	8.966464776338881393e+00	1.371090567874053701e+00	2.008752784277068670e+01	2.193705109658560470e+00	8.806145369106435083e+00	8.296312667952994158e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.723947151008893286e+00	6.118490776344041926e+00	9.096069066875619669e+00	4.648234221204042171e+00	9.057957824464409669e+00	3.903082317161201242e+00	8.854418322765472027e+00	5.928158603133646842e+00	2.371528472570179247e+01	6.296112148548391740e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	3.680052119430257562e+00	6.028798016569496987e+00	4.296342838639142236e+00	5.912403383853730432e+00	2.367448042546181242e+01	1.355089951296799544e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	3.067396041756753178e+00	8.714756951094219772e+00	3.614360264483531537e+00	1.796916795067247330e+00	7.240700299838559673e+00	1.079881637393114824e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	4.697387963086131712e+00	7.008368030542018623e+00	4.467277236145848818e+00	4.765682122284395916e+00	1.902814993722737924e+01	9.177447144375123766e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	3.170332190305779729e+00	4.912137469044318472e+00	4.383706458452506283e+00	8.681327669394532265e+00	3.473514416400941229e+01	2.527964198986454858e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	7.044430750299156330e+00	9.568101387968463101e+00	4.633935770087353134e+00	8.699288965464099022e+00	3.479965038875277372e+01	3.538460431608045909e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	8.432939470498331147e+00	7.483457887240987816e+00	5.685243064346172659e+00	1.889149492615810111e+00	7.564569855806007936e+00	2.805275863553735149e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	9.363840094935392599e+00	4.670830153784319094e+00	1.811814602135723318e+00	7.198877945230748310e+00	7.990530099701494748e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	5.749301872234851452e+00	6.579547315401517160e+00	3.360317994177078216e+00	1.346577195541256167e+01	1.287568486171217108e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	3.330517483830435665e+00	6.330301545794520202e+00	8.871133797172756630e+00	3.547756821279596551e+01	1.250472070571160832e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	1.460020566010292953e+00	7.022651595282072279e+00	2.158673311424140984e+00	8.664670600089943164e+00	3.538752182972738081e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	7.649231206996105037e+00	7.533297110586207879e+00	5.372333511129594896e+00	7.476431045981630774e+00	2.992837514714017644e+01	3.852256560740313085e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	4.243585616468531718e+00	2.094187055981571621e+00	8.085918511426186228e+00	1.906366335956503733e+00	7.666421645456066969e+00	6.594300991217365571e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	7.045093803463547744e+00	3.726919955185356681e+00	7.708995005701868131e+00	6.606996143603793392e+00	2.640938459468878463e+01	7.788515255329396814e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.439859033606369465e+00	5.797195047468854057e+00	4.238859517093739093e+00	4.205517894982619076e+00	1.684101716453375275e+01	6.141173891859773581e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.727648532297935358e+00	6.077623442741976412e+00	3.435330471384012707e+00	8.098505086568650313e+00	3.244672427713754814e+01	1.662606971372939391e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.922050925749733352e+00	6.409157697906993079e+00	6.795993784421665573e+00	3.109516933182852050e+00	1.242948361078200747e+01	3.670412800883450011e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	2.407778587801400860e+00	2.492516186375735909e+00	5.244779704441904222e+00	6.755580345160275613e+00	2.702846319751002113e+01	2.757055804098514362e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	9.896182700860791215e+00	4.409898561301528019e+00	8.639586956493518599e+00	3.112488959235137465e+00	1.248826149588940382e+01	1.753744031018276139e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	9.798546945415395726e+00	6.547628468017400394e+00	6.659383385436131952e+00	7.425791513589882875e+00	2.968035386998077385e+01	6.024045559269778360e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	8.143129056659308418e+00	9.720348378274225709e+00	4.906478402918230231e+00	8.866396335775196036e+00	3.546897207482078329e+01	2.745363631072690880e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	6.932462142748576639e+00	7.554219010751815233e+00	5.119257393559542457e+00	2.138851327609219588e+00	8.532093733913304945e+00	5.609915345526419017e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	6.211203497855619204e+00	9.295124586496260832e+00	4.447153584318807695e+00	8.791227654736189834e+00	3.518835481685257349e+01	4.131553078677656088e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	8.786894074132018062e+00	7.861411946517129934e+00	5.653290872158581060e+00	6.342221171392908197e+00	2.533017256567521258e+01	1.337710279924002155e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.608953480019112980e+00	6.323993811897895334e+00	4.173406103025872227e+00	2.143952486635281929e+00	8.560666727704353107e+00	6.355723832754596181e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	5.206001083613444713e+00	2.727647171407977300e+00	7.759054184322771164e+00	4.841775191736279460e+00	1.940547713505287675e+01	1.079937603532056700e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	6.572680751362189433e+00	7.007651865619807907e+00	5.163960698647062308e+00	2.439848327379786408e+00	9.801967484217476212e+00	1.595917226230397556e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	4.698987037391040289e+00	6.608010798370006711e+00	4.564059882977720584e+00	7.302654728008167950e+00	2.921363183711983780e+01	2.715365273986429795e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.843001825365016444e+00	6.425577886501192104e+00	4.672024868804109055e+00	7.828545321456301664e+00	3.132296057537348588e+01	2.598664590337477209e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	3.975673438514151670e+00	5.408278889322204463e+00	4.617831684300039541e+00	1.949898848397348061e+00	7.767639978845330084e+00	1.334959874172320760e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	6.085661113218933771e+00	5.757075436859087958e+00	5.491999750157132709e+00	5.554804933990585170e+00	2.221292807329518482e+01	6.894826461789278493e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	8.657730889926559925e+00	4.022600785536862844e+00	8.429334360994561237e+00	8.325626639629641446e+00	3.331167638985065338e+01	4.415786873435949000e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	2.814318516347486643e+00	5.665906769161163758e+00	3.989092001053070824e+00	9.423102041720703426e+00	3.768752894228437356e+01	3.551449811687864000e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	9.404524259991887902e+00	2.785075559811983403e+00	1.170063059359540425e+01	5.624561970596889893e+00	2.249968950224085873e+01	1.014297964457806955e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	7.204604000297956112e+00	8.250170744835747527e+00	4.993882157421102974e+00	9.550609249912579202e+00	3.819132821935902911e+01	4.036653160378417260e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	8.421204434104920367e+00	2.669361829371879935e+00	1.106305010799038335e+01	5.812105568333977956e+00	2.327164557790066723e+01	7.422283292217785045e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	6.003642606217193922e+00	1.773635345320030421e+00	1.173764541210910650e+01	4.545143108212555738e+00	1.814544501356295214e+01	6.332543043558849227e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	8.013602347030845507e+00	4.916075174519511926e+00	7.012140761277080969e+00	8.628006733871242062e+00	3.452891273894887547e+01	2.889910069165504414e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	1.142747356734545194e+00	6.921904453989980333e+00	3.106268266711968984e+00	5.438297552563482462e+00	2.172370721420227113e+01	2.023836611901918825e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	8.362758006161667979e+00	4.932821468614012161e+00	7.180200492529336564e+00	5.248857005187789859e+00	2.099021378588820852e+01	5.257694252101220433e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	1.346296226352715397e+00	3.493047954229225649e+00	3.706686984477587821e+00	5.403789031710641844e+00	2.163055432757716545e+01	7.048978211036539543e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	9.011426596645671694e+00	6.017434189541195799e+00	6.651291950542382203e+00	8.625193883238191361e+00	3.448653484707920569e+01	1.383230027271132867e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	9.923059051346035275e+00	4.125396886937697793e+00	9.089757700941380136e+00	8.481423831698654325e+00	3.394674726542820054e+01	2.309953332446948171e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.637836140681641517e+00	9.394786386189181826e+00	3.698150298129471825e+00	4.640161537943898296e+00	1.856310185459745554e+01	1.021270884976620774e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	2.896969596417338977e+00	9.301176437793877483e+00	3.498854173079306573e+00	3.999433407873674629e+00	1.600961402481453177e+01	2.223722410805677008e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	7.882376575494637549e+00	5.523478568904724106e+00	6.484362512127309408e+00	5.420572114131068986e+00	2.166938000206097570e+01	5.160870200200130542e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.275392357307099545e+00	3.949482243311028373e+00	4.873958679913974024e+00	6.148740437522298485e+00	2.459228753411429480e+01	2.356702132022859275e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	8.798049085307715345e+00	7.628219282858389683e+00	5.736240499560152806e+00	3.146928461650924103e+00	1.258134087759399478e+01	1.018440982653829430e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.917907404963920870e+00	1.345785327596192404e+00	6.529261141294401938e+00	8.143467174859656765e+00	3.256215032857038949e+01	1.532424457646056892e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	2.125248787259747640e+00	5.270248362947660858e+00	3.742867819332657664e+00	5.377819114038696391e+00	2.144879052042542611e+01	1.616558126848990140e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	9.813830896784532243e+00	4.014744346523776208e+00	9.167531163027488716e+00	4.015183108934065714e+00	1.605500463777723397e+01	4.752543211103170684e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	7.070811277787047544e+00	9.280203064671370683e+00	4.699248250969426444e+00	1.957585206436521341e+00	7.861227189524010228e+00	3.410353521330462101e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	8.613409662681821288e+00	1.101074741467539697e+00	2.342403066815550616e+01	3.149932624727260766e+00	1.260976179737678038e+01	5.817413472115388062e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	3.921185064757184868e+00	5.979866263888440336e+00	4.411698367752874717e+00	9.551254191011519623e+00	3.816090738605984711e+01	1.889561958660366525e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	7.091518424225902173e+00	7.667736874517505186e+00	5.126305418404472292e+00	3.747368713672780238e+00	1.499289456941755283e+01	8.087361755659963070e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	6.336960310121185991e+00	5.367349300359459896e+00	5.819935009922512670e+00	2.510994035289650483e+00	1.006360814044041341e+01	1.623282076605676805e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	6.432700475188143585e+00	1.766597259999390879e+00	1.235282117814286096e+01	5.148804324812569000e+00	2.058867801421232713e+01	6.175730836495745280e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	7.147566966559060653e+00	9.750619944149127249e+00	4.623471455862733670e+00	3.757463210833602130e+00	1.503512772076370396e+01	9.369588074274293188e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	6.176534280225532747e+00	5.660058885048661281e+00	5.568902752410867407e+00	1.324085972830469249e+00	5.298726109641337167e+00	1.362924819311254865e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.868382785392086021e+00	6.527230759544369043e+00	4.667789691363662286e+00	3.903830741627118961e+00	1.559906083502074203e+01	4.092906124768996290e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	3.489494464307546728e+00	3.134070829922760204e+00	5.643207034062501570e+00	5.913131097104069589e+00	2.361472390951884748e+01	7.655825569928250696e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.917793657969259158e+00	5.353326540341892148e+00	6.611938454368504914e+00	5.973393551898557696e+00	2.386249217410220425e+01	1.237275194364117148e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	3.033992870477800974e+00	4.865089139204970436e+00	4.337565853261990512e+00	4.204696893231700372e+00	1.682547082978677366e+01	2.615826217361502115e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	7.225889817150408234e+00	1.676803250292395964e+00	1.417486480552872585e+01	5.025833680687235017e+00	2.010653303631517019e+01	3.098474763596656967e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	3.099790793521424614e+00	1.960295390767218038e+00	6.910500106193826042e+00	9.693760918753818956e+00	3.877460210597978829e+01	7.858339584869968031e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	6.631074977152961125e+00	8.538833523110914925e+00	4.733138711185972625e+00	4.400399240224561304e+00	1.761428440381158111e+01	1.627357973792473933e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	7.721938625526517441e+00	3.160348275263852980e+00	9.187125215797225408e+00	3.326447531742776853e+00	1.330297901605807986e+01	6.945828063025255572e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	2.956455326507305692e+00	2.761146445502958180e+00	5.528300754471128897e+00	3.198014869126980741e+00	1.274543283858852050e+01	3.283807364929149375e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	1.546400328487710363e+00	5.540554498117802318e+00	3.410280698889480266e+00	5.119212586038386803e+00	2.048073656243925100e+01	2.608770353921697205e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	2.179799825979350736e+00	7.914029421828173483e+00	3.393218238775461248e+00	7.833686476724583514e+00	3.138225721880593255e+01	3.679784627533029817e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	6.451904915143857444e+00	1.551012490163485635e+00	1.371733242498438976e+01	2.852006796370652797e+00	1.144489888677634504e+01	3.287949816784999424e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.987181138292628546e+00	9.920185773771438065e+00	8.400616228756286219e+00	6.249654346631466240e+00	8.649686557086456062e+00	6.192274782294288293e+00	6.386675044470582208e+00	7.388334501156527345e+00	2.955443449194857308e+01	4.268552743437353247e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.251128196262119019e+00	3.075578677801896532e+00	4.419742337087653183e+00	3.284073062869171000e+00	1.413276017006112273e+00	2.062724080506499913e+00	4.467114757512747225e+00	1.192334914356353082e+00	4.778707087931750586e+00	1.190470271876303165e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.069469426586887373e+00	9.480081344626841044e+00	7.975550097677406747e+00	5.044593919128737447e+00	7.592099463651877933e+00	1.330684920744797717e+00	1.793557007575413564e+01	4.771981318928881777e+00	1.909680661720591743e+01	4.937738383577183754e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.417154099456191751e+00	6.847864602529770472e+00	9.676769906526967446e+00	9.627714953966837186e+00	4.074233221477339129e+00	1.474096516984848559e+00	1.003121595358326523e+01	7.987111489009327769e+00	3.195635578342450955e+01	9.541985506150500729e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.851929315166480627e+00	6.465251978049079362e+00	2.831825260896879026e+00	4.577735932855288681e+00	5.298984446072703136e+00	8.513701808085205158e+00	4.321777740139292945e+00	4.037439327048661042e+00	1.618445056027181295e+01	9.906399536380431359e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.051698805501230183e+00	5.615327920348490487e+00	5.709697058661463487e+00	8.554052838804572900e+00	9.362454578928428361e+00	2.058066090419139016e+00	1.476768763518452765e+01	6.075320616048283995e+00	2.426505022210540474e+01	2.944308947471823146e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.942274208095397192e+00	3.079820954762368057e+00	3.585541724852495005e+00	2.694380539218872439e+00	3.988440352806724931e+00	1.405246839207046072e+00	1.023229710595414410e+01	2.846002066572720146e+00	1.138075385532967942e+01	9.395711321941432326e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.453721277680047663e+00	2.594106843460132872e+00	8.115323902127018485e+00	7.055293566970924246e+00	5.191495179270146920e+00	4.947255589934879794e+00	5.483436877211341098e+00	7.687036468079324614e+00	3.069404424560416444e+01	2.495481278776267298e-01
