G c dx1dt d2x1dt2 dx2dt d2x2dt2 Fg Fc d1 d2 W m1
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 6.77354033e+00 2.76838270e+00 9.19133329e+00 5.09461192e+00 2.03784477e+01 3.78852871e-01
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 3.33845324e+00 2.90571276e+00 5.73047328e+00 7.78128045e+00 3.11251218e+01 2.67056046e-01
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 8.97477498e+00 1.37347593e+00 2.00916049e+01 2.19223591e+00 8.76894363e+00 8.28764499e-01
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 9.06120950e+00 3.89860782e+00 8.86457794e+00 5.92223962e+00 2.36889585e+01 6.28729442e-01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 3.67558484e+00 6.03770195e+00 4.29005908e+00 5.91622840e+00 2.36649136e+01 1.35531239e+00
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 3.06994379e+00 8.72141423e+00 3.60533516e+00 1.80525811e+00 7.22103242e+00 1.08133519e+00
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.70173575e+00 7.00234703e+00 4.45720375e+00 4.76185677e+00 1.90474271e+01 9.17507515e-01
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 4.91856691e+00 4.38249668e+00 8.67956319e+00 3.47182527e+01 2.53681222e-01
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 9.57808103e+00 4.62988653e+00 8.70538260e+00 3.48215304e+01 3.55281604e-01
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 7.47320681e+00 5.67638120e+00 1.89313898e+00 7.57255594e+00 2.80649361e+00
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 9.37148683e+00 4.67497956e+00 1.81648794e+00 7.26595178e+00 7.99021563e+00
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 5.74829176e+00 6.57236219e+00 3.36425929e+00 1.34570372e+01 1.28625712e+00
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 3.33013847e+00 6.32851997e+00 8.87289456e+00 3.54915783e+01 1.25009732e-01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.47544018e+00 7.01674067e+00 2.16012327e+00 8.64049306e+00 3.53671552e-01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 7.53476366e+00 5.37112965e+00 7.47997122e+00 2.99198849e+01 3.84085931e-01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 8.07753285e+00 1.91049058e+00 7.64196231e+00 6.60918189e-01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 7.70754900e+00 6.60824068e+00 2.64329627e+01 7.78350333e-01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 4.24845958e+00 4.20460569e+00 1.68184228e+01 6.14128556e-01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 3.42593776e+00 8.10022567e+00 3.24009027e+01 1.65715298e-01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 6.80212349e+00 3.10321404e+00 1.24128562e+01 3.67087864e+00
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 5.23667350e+00 6.75281646e+00 2.70112659e+01 2.76493667e-01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 8.64017075e+00 3.12114281e+00 1.24845712e+01 1.75360865e+00
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 6.65177561e+00 7.42294255e+00 2.96917702e+01 6.00815552e-01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 4.89913743e+00 8.86310231e+00 3.54524092e+01 2.73706872e-01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 5.11647474e+00 2.14121619e+00 8.56486477e+00 5.61040451e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 4.44386380e+00 8.79936120e+00 3.51974448e+01 4.14447341e-01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 5.65055683e+00 6.34217729e+00 2.53687092e+01 1.33933096e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 4.18643381e+00 2.14399442e+00 8.57597767e+00 6.34304315e-01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 7.75828869e+00 4.84787670e+00 1.93915068e+01 1.08085783e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 5.17118067e+00 2.44774264e+00 9.79097057e+00 1.59623086e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 4.56295245e+00 7.30313100e+00 2.92125240e+01 2.70263534e-01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 4.67941872e+00 7.82981321e+00 3.13192528e+01 2.61421461e-01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.40807281e+00 4.62549730e+00 1.95216868e+00 7.80867473e+00 1.33352207e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 5.48161721e+00 5.55525867e+00 2.22210347e+01 6.89727030e-01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 8.42241596e+00 8.33162550e+00 3.33265020e+01 4.42685353e-01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 3.98911880e+00 9.42546737e+00 3.77018695e+01 3.55383305e-01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 1.16994353e+01 5.62166080e+00 2.24866432e+01 1.01499419e+00
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 4.99548596e+00 9.55251301e+00 3.82100521e+01 4.03240584e-01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 1.10593635e+01 5.82120073e+00 2.32848029e+01 7.42852808e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 1.17420189e+01 4.54771445e+00 1.81908578e+01 6.35096181e-01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 7.00571212e+00 8.63382816e+00 3.45353126e+01 2.89203520e-01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 3.10790552e+00 5.43684439e+00 2.17473776e+01 2.03690699e-01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 7.18291654e+00 5.24712260e+00 2.09884904e+01 5.25572562e-01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 3.70654652e+00 5.41281240e+00 2.16512496e+01 7.06041627e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 6.65511616e+00 8.62106502e+00 3.44842601e+01 1.38370023e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 9.08763141e+00 8.48747388e+00 3.39498955e+01 2.30819409e-01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 3.70162657e+00 4.63167993e+00 1.85267197e+01 1.02147559e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 3.49582323e+00 3.99969874e+00 1.59987950e+01 2.22348112e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 6.47649600e+00 5.42735222e+00 2.17094089e+01 5.15431560e-01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 4.87861207e+00 6.15495259e+00 2.46198104e+01 2.36785888e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 5.73708521e+00 3.14503490e+00 1.25801396e+01 1.01850303e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 6.52627673e+00 8.14559576e+00 3.25823830e+01 1.56450439e-01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 3.74568744e+00 5.37834489e+00 2.15133796e+01 1.61631982e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 9.16452741e+00 4.00640994e+00 1.60256397e+01 4.75544157e-01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 4.69565530e+00 1.96138894e+00 7.84555575e+00 3.41130108e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 2.34170229e+01 3.14960644e+00 1.25984258e+01 5.81437150e-01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 4.41561860e+00 9.54353055e+00 3.81741222e+01 1.87826296e-01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 5.13240436e+00 3.74589718e+00 1.49835887e+01 8.09194821e-01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 5.82192477e+00 2.51973360e+00 1.00789344e+01 1.62419241e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 1.23590817e+01 5.14605512e+00 2.05842205e+01 6.17414081e-01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 4.61981964e+00 3.76378969e+00 1.50551588e+01 9.38245671e-01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 5.57641828e+00 1.31643325e+00 5.26573301e+00 1.36356110e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 4.65269709e+00 3.90830696e+00 1.56332278e+01 4.08112822e-01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 5.63482350e+00 5.89697762e+00 2.35879105e+01 7.65522647e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 6.61185710e+00 5.96541135e+00 2.38616454e+01 1.23908607e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 4.33195456e+00 4.20903029e+00 1.68361212e+01 2.63314032e-01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 1.41854535e+01 5.02572481e+00 2.01028992e+01 3.09691306e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 6.89417606e+00 9.68966126e+00 3.87586451e+01 7.77524783e-02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 4.73695689e+00 4.39613630e+00 1.75845452e+01 1.62891656e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 9.18790473e+00 3.32404132e+00 1.32961653e+01 6.94149506e-01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 5.54030704e+00 3.19120340e+00 1.27648136e+01 3.27098944e-01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 3.40713484e+00 5.11988151e+00 2.04795261e+01 2.59058074e-01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 3.40037533e+00 7.83568134e+00 3.13427254e+01 3.67659328e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 1.37166748e+01 2.85389366e+00 1.14155746e+01 3.28746151e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 6.39019603e+00 7.38366514e+00 2.95346606e+01 4.28910608e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 4.47408683e+00 1.19034841e+00 4.76139364e+00 1.18844715e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 1.79407736e+01 4.77039680e+00 1.90815872e+01 4.94328326e-01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 1.00297553e+01 7.98278559e+00 3.19311423e+01 9.63192591e-02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 4.33006788e+00 4.04859660e+00 1.61943864e+01 9.90885846e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 1.47725318e+01 6.07363391e+00 2.42945357e+01 2.92974390e-01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 1.02280063e+01 2.84481310e+00 1.13792524e+01 9.37443669e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 5.46660108e+00 7.67795852e+00 3.07118341e+01 2.49427296e-01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 3.01509211e+00 1.47051193e+00 5.88204772e+00 8.99864138e-01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 4.04247944e+00 8.67288380e+00 3.46915352e+01 4.08676222e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 4.51694814e+00 2.78376748e+00 1.11350699e+01 3.61949888e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 5.12021893e+00 8.86958229e+00 3.54783291e+01 8.00343742e-02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 6.20111954e+00 4.17276317e+00 1.66910527e+01 2.04306597e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 4.74784604e+00 7.50415217e+00 3.00166087e+01 2.53493455e-01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 5.24433531e+00 3.87302768e+00 1.54921107e+01 4.50196872e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 4.38472118e+00 9.15320504e+00 3.66128202e+01 1.94880190e-01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 5.21081971e+00 2.13973413e+00 8.55893652e+00 1.40471607e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 1.21575499e+01 2.60667810e+00 1.04267124e+01 9.30786605e-01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 8.67290279e+00 5.43727113e+00 2.17490845e+01 4.56711647e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 4.71191455e+00 1.73744595e+00 6.94978381e+00 2.37655252e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 5.70942959e+00 2.76382166e+00 1.10552866e+01 1.29405817e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 4.36953562e+00 9.49389744e+00 3.79755898e+01 3.42256515e-01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 9.73067011e+00 4.33158142e+00 9.78840695e+00 3.91536278e+01 3.19476742e-01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 8.78563989e+00 4.33681838e+00 4.38633396e+00 1.75453359e+01 1.36657004e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.40712934e+00 3.34280796e+00 9.30957419e+00 3.72382968e+01 1.54893221e-01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 7.30779128e+00 3.32674451e+00 5.90342208e+00 2.36136883e+01 1.12979239e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 3.56685222e+00 7.45760101e+00 3.42768219e+00 1.37107288e+01 1.38904224e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 6.67693378e+00 4.29161499e+00 7.32158849e+00 2.92863540e+01 2.19941749e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 5.10084594e+00 7.50529550e+00 6.93011626e+00 2.77204650e+01 3.61129313e-01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 5.33815606e+00 4.99421937e+00 9.90212787e+00 3.96085115e+01 1.19797047e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 7.81998904e+00 3.44741222e+00 3.38542559e+00 1.35417023e+01 1.23063694e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 3.53726520e+00 8.26984244e+00 7.04853552e+00 2.81941421e+01 7.08302854e-01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 3.86235651e+00 5.17993771e+00 1.46821380e+00 5.87285518e+00 1.98219146e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 9.32177612e+00 4.30561979e+00 2.02281435e+00 8.09125739e+00 3.07333353e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 1.50601865e+00 1.55580432e+01 1.03526537e+00 4.14106150e+00 7.24132165e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 5.37070869e+00 7.18618295e+00 9.99514613e+00 3.99805845e+01 3.76317160e-01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 9.21520720e+00 5.01921880e+00 8.22046327e+00 3.28818531e+01 3.70433253e-01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 6.49326707e+00 5.57727116e+00 8.08050713e+00 3.23220285e+01 3.46852263e-01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 5.91766367e+00 5.87365241e+00 5.58753468e+00 2.23501387e+01 4.40817940e-01
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 9.51332180e+00 3.24769761e+00 1.04780029e+01 3.70060375e+00 1.48024150e+01 2.65717049e+00
