G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	m2	d2	d1	Fc	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	9.457380777874639932e-01	3.183573884766340178e+00	1.158365920618600775e+00	6.124500762420490574e+00	1.357265882658931888e+00	4.674083806240136418e+00	2.641329654890850698e+00	4.341539099291397363e+00	8.566076128069616047e+00	3.219547551919671236e+00	-5.598725285195901513e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.396172426732116278e+00	9.897547718018389062e+00	1.865884069202902396e+00	3.861311295667164689e+00	4.525299165594772077e+00	2.020873839798924099e+00	7.243834492892264443e+00	5.382538359078635892e+01	8.336869190637752780e+00	8.354351544036472177e+00	-3.723323389349300783e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.704881572523648359e+00	9.574173023429887408e+00	9.236757055290196305e+00	3.606110971016487365e+00	7.097563963920148211e+00	3.673203467351644935e+00	5.446196222700307565e+00	3.657691122083851099e+01	9.417263118048669668e+00	3.493564369751344323e+00	-1.026804195682717591e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.363754473623769226e+00	1.330439041284316559e+00	1.959182025389068382e+00	4.296027688864377581e+00	2.671122550931642969e+00	4.144475713945565687e+00	6.689572073485503978e+00	6.380204750494375965e+00	5.181440842149360293e+00	2.123659364583209808e+00	-4.541022117929723656e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.579676869228509251e+00	7.412657658924625359e+00	5.525502729657130629e+00	6.496029692837592684e+00	6.574393223345213144e+00	1.058891034159849553e+01	2.636246545293018162e+00	1.162082608793035554e+01	5.145822382416564977e+00	5.188275596908648701e+00	-1.855874167410156206e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.794480917856724034e+00	9.605413942400884864e+00	5.217077694647389130e+00	4.246093592332691458e+00	3.522890140474242315e+00	4.753764377912980343e+00	2.638104582595661718e+00	1.981612751015813245e+01	8.051978675332998492e+00	9.051191281373242248e+00	-1.405530668064877631e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.874981540179126771e+00	2.272966505950427152e+00	4.425147487077640385e+00	7.509434990654093589e+00	8.726308026484726810e+00	9.455750516112898296e+00	1.081659117430984640e+00	-5.341168761128485265e-01	2.686097699856493382e+00	3.106881483929615051e+00	-7.122654593471693385e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.143289338309464220e+00	5.696239071250557728e+00	9.330837480186847444e+00	4.483726789008963820e+00	9.081306605254628295e+00	6.367635005768358170e+00	3.941464695200525004e+00	2.501936097201348019e+01	5.600639625714512349e+00	1.757486352902015714e+00	-1.489976470302435851e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.710914272903221622e+00	9.357852228615493928e+00	1.199791737021213445e+00	1.604542453071605923e+00	3.827975990024497399e+00	4.058651830045007181e+00	6.285408975222269490e+00	9.706381684822251543e+01	5.954245491070467189e+00	4.206666009407610929e+00	-8.471067214446662774e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.561559615227150477e+00	1.706220769181087338e+00	7.390570359089355001e+00	7.690695248775779369e+00	3.110884108943859250e+00	3.608870372935339077e+00	8.848019867948716310e+00	4.810169020438816112e+00	1.525151611157550713e+00	7.508456662499487066e+00	-4.409388276419361041e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.414458788932348554e+00	7.747632507113154432e+00	9.365919073489942903e+00	3.534315104847225442e+00	4.457735667357466625e+00	2.920472064894793274e+00	6.528341630621291358e+00	3.633702479648879091e+01	4.517440219197601081e+00	5.831473757489046505e+00	-9.993991771608449426e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.275840289503085145e+00	3.335561833065481263e+00	6.249394860977699473e+00	4.992909116387834523e+00	3.355140096686715090e+00	5.802429911400661666e+00	5.087398078342242336e+00	9.612031516781661011e+00	8.412113237204208005e+00	8.438991806881421809e+00	-1.263674144279243627e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.307008655833067579e+00	9.207503265373944146e+00	9.309022068113856463e+00	7.404465756689643463e+00	7.028212542676905095e+00	7.601735050366239754e+00	9.789977619316188040e+00	4.176484843125925295e+01	8.614467247517021420e+00	9.751434079261573018e+00	-1.096444511808879696e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.305594553773188338e+00	9.328068967848436088e+00	1.401605800973971805e+00	4.059490224602479103e+00	7.652206470819426620e+00	7.925083510365061201e+00	7.855510400085505829e+00	5.385632703105188313e+01	1.653168793383637647e+00	8.718413756075957366e+00	-1.163178116736431011e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.873331952983076754e+00	9.345241488329564916e+00	4.969517640411687864e+00	1.121510384848815045e+00	6.790015908547856860e+00	5.799555481400531676e+00	9.110924050391522755e+00	1.724240813375322148e+02	2.490706744835320396e+00	6.306638645631888807e+00	-2.494838414096971935e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.754158864579681953e+00	5.580256891619336912e+00	3.301786393091542315e+00	4.731306987712119216e+00	8.800748744852684879e+00	4.166659093735651354e+00	5.732765145459032041e+00	2.857378867899486963e+01	3.239232543642864837e+00	5.886246507100288738e+00	-4.013573859967973334e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.136049131086617869e+00	8.754797910010742257e+00	7.457375622687507644e+00	9.888760498591690151e+00	4.977180647108939482e+00	6.326416761416912671e+00	3.485815491001708288e+00	1.133740518582825985e+01	9.141559318540934953e+00	1.130833549539444816e+00	-2.708490338664768515e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.395582406604137127e+00	8.496948603274235623e+00	9.694969410618911709e+00	6.806078020694650732e+00	2.550137757623364809e+00	1.688649055614972472e+00	1.330727441996574223e+00	8.929146315187042049e+00	1.980739012028700508e+00	9.989386689440280520e+00	-1.283120895030772601e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.511308002911553316e+00	4.023524107904898450e+00	2.760375108264875532e+00	6.839785225168110827e+00	7.855097673496839406e+00	4.737412035680192979e+00	7.686157510249506331e+00	1.171249085064480333e+01	8.087388028617885638e+00	4.498833967380602594e+00	-7.297967134993789351e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.234118735753988227e+00	8.239089339891673802e+00	7.098278631793785820e+00	6.546647006233511590e+00	4.032304211539217143e+00	1.158966228265014742e+01	2.085136341997805953e+00	8.132569837175060101e+00	2.002712517660991676e+00	2.336439422795070886e+00	-9.202426353971941975e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.125117046349573435e+00	1.776168047229744529e+00	2.504965665668675623e+00	2.735842092638030909e+00	6.970587775192176316e+00	4.193631854726461938e+00	3.492785958657628420e+00	6.461900255893108458e+00	6.835876885496841027e+00	6.998868515492946862e+00	-1.048387309527018196e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.698493471567876778e+00	6.368455281759401565e+00	6.601046747368990886e+00	4.840431628693289134e+00	3.772244355697287332e+00	5.029483833420266947e+00	5.583422557422086818e+00	2.759103140223822948e+01	4.043839122436482469e+00	3.392314820219846982e+00	-2.813702120723877265e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.414775034678864563e+00	2.958317342418953722e+00	5.095987566141726433e+00	7.676043532915601375e+00	1.847063616868803715e+00	4.018814279168150705e+00	6.422440629180467653e+00	6.670667087617172086e+00	8.365806751940688457e+00	6.513407317185333945e+00	-1.275177845196775728e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.655096590377043597e+00	2.248338654643236456e+00	1.010956148337656835e+01	1.680017380732775178e+00	9.950924683171198382e+00	3.843373810432541671e+00	6.131922143077229492e+00	3.389197032722562142e+01	3.194300163766290002e+00	6.055876686073300874e+00	-3.700007638646232166e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.825801977213094673e+00	1.953848569987891359e+00	5.977303501078060854e+00	3.777571808587593782e+00	2.354936749950291563e+00	1.261724013462520277e+00	2.175904956536119705e+00	4.333013632983065300e+00	6.649738744736191087e+00	5.096369014448232981e+00	-3.399292164560706198e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.423403944549958666e+00	7.710531921423009472e+00	4.347507067340652398e+00	3.556511235247888258e+00	1.021565334021934035e+01	5.202776756090762511e+00	4.512102868938580258e+00	1.859842003274047784e+01	2.827424242207137173e+00	8.726932189721184230e+00	-5.562296786872884091e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.668958743497028330e+00	4.000470183628493714e+00	2.299785073891856158e+00	4.603326107532079270e+00	1.010110192430009945e+01	1.003935692195515550e+01	6.546361649484318868e+00	1.641609904923310026e+01	7.358333333298411993e+00	3.754378210153872963e+00	-1.755870445521498180e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.064740901237193782e+00	7.824996019260739288e+00	2.721112667131623919e+00	9.902167313326378562e+00	8.321299349027986736e+00	1.778249748580222089e+01	9.368580205174541931e+00	2.169801157692595339e+01	8.775210845607617216e+00	5.297220660950787696e+00	-2.089822394202878630e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.908441951107410439e+00	1.616359868017547941e+00	2.605987488236692240e+00	1.651336298366430588e+00	6.952856501611344164e+00	3.557749170341320877e+00	7.406198601008969540e+00	2.872410607104861313e+01	2.377582302518105539e+00	5.992106047842552741e+00	-3.372814121554665423e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.297257704831572767e+00	3.667552926152161774e+00	3.064691577943495115e+00	5.473954450455963183e+00	6.103101750396584535e+00	5.209300141286487218e+00	9.079383283036788654e+00	1.936553624012728037e+01	8.736192068480262307e+00	6.802305469417601280e+00	-1.323250251230695618e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.289640052820656191e+00	5.639345453924797802e+00	8.814708873278341628e+00	2.937744790308703280e+00	8.983654391363154801e+00	1.683829862629174201e+01	7.683893324138828085e+00	4.819208803541467745e+01	5.819538582588702269e+00	7.845892211894891943e+00	-2.770279757046352209e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.501403538816066252e+00	7.811373992588530157e+00	6.091987334017002986e+00	9.772599205791548727e+00	3.304853414024999658e+00	2.821825577066091828e+00	7.018074875409076263e+00	1.736184831721274691e+01	2.319748270785392918e+00	4.249188955727577266e+00	-4.166863554433398953e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.144400092073468045e+00	3.662464568397886033e+00	5.791509686033188942e+00	1.961098826258498296e+00	4.965497142225152594e+00	1.558335021281228094e+01	2.645209922837384653e+00	1.206113730880298185e+01	5.199603756582929392e+00	6.484791171261410803e+00	-1.467663406791330782e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.785766954776416782e+00	6.943364875210962239e+00	1.933450995500008318e+00	4.609813117806211835e+00	6.179308767757571985e+00	2.352776280195188363e+00	6.758435787014178686e+00	7.160460540401005858e+01	1.994590648012055212e+00	2.355123608056697293e+00	-2.394604188739830164e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.777890279245164074e+00	9.170376509113076224e+00	9.169405717663355659e+00	7.761119273779801375e+00	5.037125892454933584e+00	5.421906494658180975e+00	7.165010635515375981e+00	2.444393380911138536e+01	7.793997834513660905e+00	9.199564065085414910e+00	-1.236818397410401360e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.976703109408127546e+00	6.197516002183049544e+00	8.225480592321826379e+00	7.321452053866858378e+00	4.651106412142865132e+00	2.905060570311186474e+00	6.665878833319259122e+00	1.828685795037860018e+01	8.209687106105530319e+00	4.767802586215995397e+00	-1.316443937594869773e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.251586634414314503e+00	2.610863035831162637e+00	1.637722305350594709e+00	4.782757072966912659e+00	4.082592478344343689e+00	4.727166415967594126e+00	5.606898999290448771e+00	1.246918411197660070e+01	1.780576092856505532e+00	7.411071393195863166e+00	-4.156804722203933267e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.643116412540804205e+00	9.102140269285972085e-01	7.495697585811830876e+00	4.407240965499680918e+00	6.043891086292577874e+00	3.989705016340102439e+00	5.529384160453048480e+00	3.939857932432049292e+00	5.251403570643538465e+00	1.208242342788090840e+00	-1.589174149204767961e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.822609572092324548e+00	8.614834644979927347e+00	5.907371878217563044e+00	4.194593653196539762e+00	9.444307946321206515e+00	5.819848218215939006e+00	4.336817372349974775e+00	1.556726255591637909e+01	8.618023762022330558e+00	2.776006731463033006e+00	-4.155180450276065862e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.657095785361923923e+00	1.107068980974810435e+00	2.090032881092328321e+00	3.039730019245747261e+00	2.934107199311668523e+00	4.014258910875878605e+00	5.897725712456392877e+00	6.378708464796037703e+00	9.052937889886091938e+00	5.008819217522642475e+00	-1.224315333780242732e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.031598821981356906e+01	9.198556172392548191e+00	5.353610330182177357e+00	3.058296168145256733e+00	8.902748164806645548e+00	3.865038410291206539e+00	2.818351149065537964e+00	1.882065118555622973e+01	5.439879529392931623e+00	9.195225662637170672e+00	-1.192688186319045052e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.179672309897727089e+00	5.608082500448690944e+00	5.067857484263511125e+00	6.001252373985176192e+00	7.521915746481713683e+00	3.067545678072550519e+00	7.775772152116279479e+00	3.085469420306457877e+01	9.194812216099691682e+00	5.931036509455220873e+00	-1.489947035096098560e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.202850584089546260e+00	9.919053440520141152e+00	2.322814510163345503e+00	3.654043746713174556e+00	8.304019353530049941e+00	3.979641153871727788e+00	2.666528353639289861e+00	1.693119047622560913e+01	5.822807589061001821e+00	9.585297862730985941e+00	-1.532539392351874241e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.061051500573007900e+00	7.721688435690705177e+00	9.232634060682432420e+00	4.091738084642245532e+00	5.950994066524854631e+00	2.660223178817908707e+00	2.239232209098091175e+00	3.486564474871157060e+00	4.946228659248185444e+00	5.513062557593794821e+00	-1.053032376723838404e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.471062373975038362e+00	9.884432139435743281e+00	9.393771833353286027e+00	6.793233738943480482e+00	7.832493346959084057e+00	5.283077288779661984e+00	4.986667235337256088e+00	4.597218465989926273e+01	8.735801406487802012e+00	5.211208648816660904e+00	-8.897513061196933748e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.011006503328840012e+00	4.374912819641902040e+00	7.196599554250340702e+00	9.544398010117033593e+00	1.199078139910991769e+00	4.275502119105311083e-01	6.821498795843865537e+00	8.122865136762415617e+00	5.713749432103082171e+00	1.880078607342673402e+00	-2.144363880397349575e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.001866617904538792e+00	8.140351338407095128e+00	4.996201461761723195e+00	6.556304083148995154e+00	8.415130797627394799e+00	1.868046670737200543e+01	4.876783510075501482e+00	1.955817304044184368e+01	5.151436204336314439e+00	8.344617082998304625e+00	-2.408945640674527322e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.542534065167902035e+00	4.523996768717386985e+00	4.519381721896248649e+00	1.950938192393390169e+00	1.185455702035072001e+00	2.288196960331733365e+00	3.447102845764220991e+00	2.355116673286143936e+01	5.439277697082867569e+00	3.634751267094868510e+00	-9.252333271104721035e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.981603327626610289e-01	5.597526098585130505e+00	7.081071524719582122e+00	1.325256648797400683e+00	8.870828553482979828e+00	2.564885461147129320e+01	5.804199268535628065e+00	5.575948593500805828e+01	8.287487466212802190e+00	9.199594540596534031e+00	-2.981746841554019589e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.948575895856012430e+00	6.873467935319732547e+00	6.158719506669984689e+00	9.505097434966092607e+00	9.955249744511975862e+00	1.015696745578905968e+01	4.111707191271995576e+00	8.929678565835487802e+00	8.461121975345914592e+00	9.458733922699932961e+00	-8.424409189946898024e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.475862965196364840e+00	8.673358525664708552e+00	1.780801583951595601e+00	3.668304406424523378e+00	3.008570342100212347e+00	3.019068279551726963e+00	9.791564305109519140e+00	6.349506753654242885e+01	4.428784282499528047e+00	9.349347980609872266e+00	-1.332735503978370240e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.441864747476587549e+00	9.944351025947678835e+00	5.495034867869486916e+00	1.644853902716233662e+00	2.500278928785074406e+00	3.211105686810284965e+00	9.668487725143112499e+00	1.463211302740384667e+02	3.956106985393211151e+00	5.975273905174848466e+00	-6.023808831654769769e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.251712933468809297e+00	8.110176234230236147e+00	8.342070661432170908e+00	6.239225388901469493e+00	8.343088267302567473e+00	3.444867820800976421e+00	5.314425235589002483e+00	2.761445725875609725e+01	5.365063460493749936e+00	6.981817988068459435e+00	-1.065058874284791379e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.041614808241763335e+00	4.590076039967875943e+00	5.163780625954990988e+00	6.841031532002419091e+00	3.366518250263033973e+00	2.905214273482868759e+00	4.300946111344444489e+00	8.611525388691946503e+00	6.069428409039187677e+00	8.070781482762100723e+00	-1.614317646606723500e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.833785689663823604e+00	5.263502838252763105e+00	1.209124023869220688e+00	6.963672301486885097e+00	8.647103854767435038e+00	1.031749281519399197e+01	7.842979657655380521e+00	1.764078170768238252e+01	3.718267173799636893e+00	2.081342106053311714e+00	-7.268902342473961831e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.003629331749103848e+00	7.405878279314584312e+00	7.820714982516705049e+00	3.622734115452735271e+00	1.463659588862978200e+00	1.818637490802693435e+00	1.504146963663772318e+00	3.121885048327895262e+00	8.626348423083380013e+00	6.646078824381788763e+00	-4.012626587695368130e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.009407750911876622e+00	3.189074867586264794e+00	2.926010411027985647e+00	1.227177618590788777e+00	2.118259209171679647e+00	3.410947515968169697e+00	5.391398375035857171e+00	4.095747290532617768e+01	5.763520008595654609e+00	1.549778845717413756e+00	-2.613306070043862839e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.691884114061400268e+00	1.646631727017647817e+00	3.381824230659659758e+00	9.448775018076952747e+00	1.008067849992438347e+01	4.886364401195128160e+00	3.771699917183514383e+00	1.559907749106337338e+00	4.494646193433228021e+00	5.083695585215964208e+00	-4.785484543128097457e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.423500584773097488e+00	4.220349864157295627e+00	2.635127946177785674e+00	3.372558193256882220e+00	7.783330987879905294e+00	1.682187364037759281e+01	9.173569215497701990e+00	4.057728476203583057e+01	2.347423616586377104e+00	2.747527152385312643e+00	-5.658361165366609935e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.924549989039284981e+00	3.288336195305568754e+00	4.190323258790385808e+00	6.826534773764846520e+00	9.137281658834805143e+00	3.883647785830646626e+00	1.336504281009704531e+00	2.587868152837341729e+00	3.143520051772315416e+00	3.280966276156994432e+00	-1.717221504199759163e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.779192434302698800e+00	3.584958768860491141e+00	8.224716967951790636e+00	7.275286936714266517e+00	3.677409140553617117e+00	2.009759280461790976e+00	5.644278458545896271e+00	9.916411407580955739e+00	9.509556514223790558e+00	4.190530545249078642e+00	-2.017467797833437260e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.596398821095970977e+00	2.661145292970062748e+00	5.460259057770230129e+00	6.209586599637523463e+00	6.953324039108170318e+00	1.016608894579541200e+01	7.380478230661599248e+00	1.006973066400073868e+01	3.809923453483178513e+00	4.858070012819252881e+00	-1.116061886188965069e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.902631332880983628e-01	1.601313035706287469e+00	3.017928703704598092e+00	3.650818301799191090e+00	5.947417467671719749e+00	2.398058664720015543e+01	5.449154605554324959e+00	6.719914422910735929e+00	2.462429624347370005e+00	6.939562341620018948e+00	-2.947065979324880458e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.319477070264715834e+00	1.259967480303632037e+00	9.107311439764540495e+00	3.464356078459684962e+00	6.199128514985537741e+00	2.651799470278327853e+00	1.552051339492785509e+00	3.350333473692971076e+00	4.863174239970141421e+00	1.687687139159183003e+00	-2.685822322586017830e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.574048524960018014e+00	1.019197322351180723e+01	8.830062921428247336e+00	6.255186120110975523e+00	7.084824858946316972e+00	4.095479846388405676e+00	9.978154162855533471e+00	9.436511807274914787e+00	3.844463050228819512e+00	5.532164443824960642e+00	-5.795394438216826316e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.560951066936015152e+00	4.753213484984097015e+00	8.868850131730638964e+00	8.555816215448551532e+00	6.078243755303655682e+00	3.367915281101684144e+00	5.455205091453684041e+00	7.475799529711843583e+00	8.904655775714154231e-01	3.150243497596108444e+00	-4.136380131471170118e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.958194234887473684e+00	4.774328294734195843e+00	3.070052075277873271e+00	9.828569803842668762e+00	5.421117374118558985e+00	2.555071099527177036e+00	6.594711878077004208e+00	8.302822895259868829e+00	3.945743969073028712e+00	5.804088800740982101e+00	-9.670239534079698274e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.605551181666446725e+00	7.127751479249878841e+00	5.643299166345411066e+00	1.920782496776417547e+00	3.125070213016900134e+00	8.192368213678330235e+00	3.219481029432350372e+00	3.151151987117683007e+01	5.626410359970821951e+00	6.525935668928434019e+00	-5.363973214569980996e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.091057886657225140e+00	2.995763400111719488e+00	9.893854910956045856e+00	2.250563874234509321e+00	7.904950624227704559e+00	7.452413330187956042e+00	5.219239851295331967e+00	2.874938357977354997e+01	5.943369670496058355e+00	6.121969950634657209e+00	-5.233459073304506326e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.284816934902816676e+00	1.013769105526378134e+01	8.072764983828378149e+00	9.209654692439556811e+00	2.474473978730321821e+00	6.168527668289558008e+00	4.796608197841632837e+00	1.457454450252472888e+01	4.261035518863873328e+00	7.212133033597236675e+00	-6.032342969195561011e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.968836298925214834e+00	7.942288736023795259e+00	1.171625325085823288e+00	7.122126504194316254e+00	7.321306002146804381e+00	3.575685419014078992e+00	1.487529297232068837e+00	7.575815462251908272e+00	4.929752555044601969e+00	3.920864839249683875e+00	-7.132543099018311850e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.163167483241699607e+00	2.146126308136279803e+00	1.454422573051592948e+00	8.886843227579374727e+00	2.734585445400682602e+00	1.543939292692309007e+00	1.950339741422700168e+00	6.635270485719046984e-01	9.243460387545539447e+00	7.783895576539648253e+00	-4.054001162747716336e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.143310351749535769e+00	4.891655081675128969e+00	4.815922140223344527e+00	2.450652946667506882e+00	6.928268932917978518e+00	6.486011692170509768e+00	8.273453195498515100e+00	3.197983097566360300e+01	4.073008272033201926e+00	5.151761575265643600e+00	-3.836663677382340154e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.437146534518036534e+00	8.752984970613512772e+00	9.486636413999548267e+00	6.480998873714522546e+00	7.644444256114481639e+00	1.926120813850674196e+01	3.097069377695047088e+00	1.776116529989326054e+01	3.448678534186158995e+00	5.542698507504489669e+00	-1.277358930191210273e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.554028279800327095e+00	9.136618533106995343e+00	6.060468384351806570e+00	7.318238695411889871e+00	2.586598236484164204e+00	3.182327617854169066e+00	2.959942274925544847e+00	1.433956127519859436e+01	3.039585267583511996e+00	6.383385072128650251e+00	-6.957239814491624763e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.184531609596084500e+00	4.919252948248314716e+00	5.397185087769101663e+00	7.542806567634531056e+00	9.668243646295882066e-01	1.817454098346529046e+00	5.232381985369442212e+00	1.199150747576711495e+01	5.272426460888262945e+00	9.801152424271932784e-01	-3.896386690254585172e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.345907568376568442e+00	6.835208499953655981e+00	1.700686857134859231e+00	4.733744459489122924e+00	1.912234319175635466e+00	1.073259424604658285e+00	7.785116646864318035e+00	5.468810187060866213e+01	7.838319984392982498e+00	6.701656881615738470e+00	-4.719526725202395312e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.957144496991703342e+00	2.985742244719893357e+00	6.960690549553189221e+00	9.418704567188312948e-01	6.519167472043815970e+00	3.644584917419730452e+00	1.699682723853961130e+00	-9.443559310341480995e+00	2.800085566185646080e+00	6.509426118418596197e+00	-4.145975945883744629e+00
