G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	m2	d2	d1	Fc	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	8.565783089715310439e+00	9.529520837028274016e+00	9.191073419462675531e+00	3.793170102451334014e+00	7.383744729537959905e+00	3.405056906893571433e+00	5.830689280303327671e+00	3.862694259215889048e+01	9.882563990989877922e+00	3.606116076073899279e+00	-1.021344934698082518e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.927393418871398367e+00	1.312993321154241499e+00	2.252025696387997655e+00	4.110110937449555912e+00	2.764061959436614924e+00	3.762142714718232028e+00	6.637609599119987713e+00	6.791974047459324204e+00	5.450464228335869521e+00	2.840934858028006271e+00	-3.939924397853370674e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.609058951623971723e+00	7.407277858561944761e+00	5.762293804177221368e+00	6.574039728630872048e+00	6.824276989463455401e+00	1.033357709595421525e+01	2.785208414782488262e+00	1.031951592038588750e+01	5.074942195770629993e+00	5.556780720235142468e+00	-2.717609214410080742e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.654979083915150362e+00	9.456194499112044127e+00	4.762059492037423958e+00	4.071149562915321596e+00	3.383372016766413637e+00	5.076889373168056885e+00	2.887025564916679610e+00	1.828562691796304307e+01	7.753773863168810010e+00	8.791306913885268415e+00	-1.372003936788843959e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.794395369262930195e+00	2.581147532364095554e+00	4.133850974795177713e+00	7.529715510549573665e+00	8.969281138065289483e+00	9.606259082208207900e+00	1.400603253581560459e+00	1.789181364640423766e+00	2.225692601121092018e+00	3.153457578628450442e+00	-5.886384566888726022e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.614984641695811796e+00	6.045756467447541915e+00	9.117438434282302495e+00	4.720697277369484191e+00	9.037258270044290498e+00	6.318710966575928900e+00	3.822688475353139381e+00	2.448615034060576789e+01	5.924859618622677182e+00	1.750875668924403161e+00	-1.543595854242826082e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.871916056424400843e+00	9.249160368425398460e+00	1.260143393822021007e+00	1.557395511151429268e+00	3.689144178620884063e+00	2.908201827735027667e+00	6.108921522408679472e+00	9.927053869690786314e+01	5.910344449035050296e+00	4.324542096120001844e+00	-8.410868612958454449e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.695917599780880192e+00	1.354219519491054458e+00	6.967302189591687345e+00	8.099818793615773060e+00	3.079119215680610644e+00	3.464024957245312564e+00	8.711372627954222736e+00	4.457700723552953548e+00	1.704936786821351635e+00	7.824254708675150383e+00	-4.194597965303222153e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.478972150562243293e+00	7.271698260207656084e+00	9.784307751964954392e+00	3.551635275644438927e+00	4.670753215256937985e+00	2.865208778464477302e+00	7.044235260976232205e+00	3.603529172537751180e+01	4.808912738807889831e+00	6.016998049458008424e+00	-9.868071686039737500e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.339124922455541267e+00	3.617549557856362785e+00	6.016786865964843578e+00	4.832923737686189547e+00	3.171857013678848869e+00	5.700331861266985989e+00	4.971227409446665746e+00	1.129415741884717228e+01	8.667713945862603353e+00	8.411139687525375663e+00	-1.296978682668788352e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.705872146778074416e+00	9.313525053964157863e+00	9.541721897702590383e+00	7.142095939070084221e+00	7.012981178852062847e+00	7.782745362897684593e+00	9.514581511852068019e+00	4.076540665118861284e+01	8.711674304387306833e+00	9.680785793912484394e+00	-1.076525837110333406e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.293709951797929136e+00	9.772797014642213398e+00	1.416499429865942794e+00	4.021604472783180562e+00	8.425242935842241820e+00	7.965277030974432293e+00	7.521609048592849511e+00	5.166714142130091147e+01	1.852418791008536569e+00	8.131436337924863977e+00	-2.057217442148363773e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.073858756147117788e+00	9.475754585529287510e+00	4.797713583083187849e+00	1.508899877524036759e+00	7.039566463815303266e+00	5.564703891492906784e+00	9.293305095857640197e+00	1.719496829343786999e+02	1.767212852170826576e+00	6.394886197882970968e+00	-2.002519120285184417e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.051030899849802580e+00	5.301710492415960374e+00	3.305941732638370212e+00	4.425836368309909119e+00	8.350039200923921712e+00	4.094121430267646744e+00	5.673123531667669361e+00	2.837991811766207917e+01	3.445817238933239324e+00	5.438962539645522121e+00	-4.281147958599604841e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.941281209430843369e+00	8.823178534978829646e+00	7.639207219683402883e+00	9.577759239695735616e+00	4.444863097012087927e+00	6.504985063528306632e+00	3.437887011192600539e+00	9.737821438121207152e+00	8.776434290385440207e+00	1.383180355346818491e+00	-1.785262351438351658e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.729559592663183487e+00	8.614308993862328734e+00	9.805267471867409768e+00	6.711567688635619255e+00	2.355702453998532953e+00	1.701061520862601428e+00	1.536438461624902052e+00	1.016542196628977024e+01	2.102777166833793565e+00	9.781254345675460371e+00	-1.244538616702079814e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.338517666827105046e+00	3.870349481956121274e+00	3.324831453563013905e+00	6.975305774776134449e+00	7.739827171197593003e+00	4.778222332255275262e+00	7.648528617609006375e+00	1.358877888216150787e+01	7.560506729411621052e+00	4.443160488305178291e+00	-6.805100053518497560e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.385138560713946143e+00	8.506376964234226179e+00	6.851650747889880932e+00	6.619905994448074260e+00	4.227402344667036793e+00	1.195084974620415608e+01	2.071416370405001928e+00	9.158006228104547120e+00	1.945345770623163828e+00	2.325938111453986323e+00	-4.053084146972332213e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.474238292478956325e+00	1.285442487622848518e+00	2.834628998187981530e+00	2.742252389470006602e+00	7.083704011468747730e+00	4.277654586765235578e+00	3.730595571295323154e+00	6.453324184399713559e+00	6.590536235744069771e+00	7.054532358444159712e+00	-1.069420729040557561e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.547913776644742168e+00	6.313316915024797638e+00	6.051763990451267894e+00	4.824780057563333280e+00	3.320078059825553929e+00	5.422301041495902751e+00	5.821169802768666912e+00	2.764874023205092968e+01	4.272417781418984539e+00	3.529232829646827163e+00	-2.642727874692465395e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.518169923391748943e+00	3.055249708612477022e+00	5.268344681614814284e+00	7.788792686155844969e+00	1.676145893163666578e+00	4.380723721311897023e+00	6.079080219215535763e+00	7.191732613183194900e+00	8.124533875244322800e+00	6.289535789302753699e+00	-1.160166735072955291e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.544301920801379069e+00	2.057737949843783998e+00	9.693052480455110143e+00	1.882851691281291151e+00	9.859457816189237889e+00	4.108300437460531640e+00	6.364314401855618364e+00	3.443695840138583009e+01	3.115870236112308955e+00	6.243520737175806801e+00	-4.747011841693772105e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.762260908022636130e+00	1.647887644737822344e+00	6.402444565392514164e+00	3.500073955087142252e+00	2.394794393842568425e+00	1.102394123572675744e+00	2.447137146913938466e+00	5.018504797969973730e+00	6.765086536486731639e+00	5.096906872217542350e+00	-3.412037055624772108e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.178189386761729907e+00	7.368430792154216036e+00	4.198098739925387513e+00	3.562892309177245753e+00	1.002771160326127209e+01	4.786709528439916816e+00	4.429369507906088188e+00	1.922011593442594801e+01	3.146450743414962226e+00	8.434224404983012846e+00	-5.635193616682472317e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.786261198171702258e+00	4.179706035046919510e+00	1.994193559855777620e+00	4.991458140606538585e+00	9.820588365467449066e+00	1.042619277148679480e+01	6.496218184443192989e+00	1.713736665588390906e+01	7.450451107289009833e+00	3.410119781250685378e+00	-2.200570506152260908e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.953457343989032813e+00	7.503223777616204515e+00	2.360821840770822355e+00	9.837360117775578061e+00	8.236722071326262551e+00	1.724536073852111784e+01	9.668303593646218275e+00	2.219952111258865912e+01	8.982558403131145397e+00	4.969470701980289284e+00	-2.574960745046130484e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.127758144473856028e+00	1.593309538023528038e+00	3.010059336382892692e+00	1.463566045771090396e+00	6.920947623996583253e+00	3.878601882222439734e+00	7.570272310546200423e+00	3.085381675267950641e+01	2.130614450679447547e+00	5.812023994027940788e+00	-3.210914514018078147e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.053066466696201964e+00	3.827163051361289980e+00	3.186222295468489119e+00	5.684402216543970709e+00	6.274607173739388699e+00	4.984148132049255331e+00	9.298213196307525408e+00	1.967950445573772100e+01	8.790437394601070764e+00	6.983635613721067337e+00	-1.220297341198088681e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.060980935177392670e+00	5.917033537618745065e+00	8.651293198162267828e+00	2.664883565575947522e+00	8.907843122710751516e+00	1.680956899828446538e+01	7.911325346748872001e+00	5.028367100377190724e+01	6.274893027284265123e+00	8.069386125915187336e+00	-3.166749828330614136e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.480464946516740987e+00	8.189143576102035027e+00	6.120849337930944323e+00	9.748249100594145844e+00	3.598998413930504903e+00	2.634562209531765120e+00	6.302141313491496533e+00	1.658621787983414109e+01	2.141171316562924698e+00	4.565511461307576901e+00	-3.586413032018763491e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.292893204440008770e+00	3.769900576853266294e+00	5.765907929740974325e+00	2.059060520105274072e+00	5.179757442119588440e+00	1.584457868999470342e+01	2.696321569983321620e+00	1.263645666751524033e+01	4.949213640665710123e+00	6.822527930826839615e+00	-2.135846685302006165e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.167268028593261064e+00	6.659503612177668508e+00	2.045718638635506625e+00	4.651738309249682679e+00	6.502729244800661057e+00	2.957660420375905375e+00	7.023407773407972066e+00	7.183489818491148071e+01	2.501296453869418901e+00	2.321215524209527370e+00	-1.833788531656695309e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.295609697014522776e+00	8.901099223463097232e+00	8.802672819275468186e+00	7.574128868323774633e+00	4.683879928726095265e+00	5.672717975302052018e+00	6.565866940467746993e+00	2.464321020138294571e+01	7.273556673229857772e+00	9.385070261518743351e+00	-1.217701642781299398e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.000509623482214394e+00	6.640584108589420609e+00	7.446825805804834886e+00	7.293014436398060241e+00	4.851838959232567028e+00	2.770447378876812028e+00	6.386116455696234873e+00	1.860361613048776164e+01	7.831447394004812601e+00	4.449218938954786928e+00	-1.240302532479815056e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.851339654010850211e+00	3.121126953591371045e+00	1.591044806052357874e+00	4.787172556409341695e+00	4.083186995473336189e+00	4.184989690313220656e+00	5.374143286435799638e+00	1.090992474929744560e+01	1.881645290321588782e+00	7.576127654339562589e+00	-3.782195460144635035e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.677125461507221971e+00	1.173802812843044663e+00	7.392370849585356396e+00	4.176392411831571394e+00	6.007549792272153688e+00	4.306598222390365827e+00	5.746404804140510691e+00	5.109487999066164576e+00	5.502540714060137894e+00	1.179561525550884227e+00	-1.651017495497701049e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.846786828247357626e+00	8.817464785339474531e+00	5.884642907713211635e+00	4.537051230024089499e+00	8.658420502267683005e+00	5.767170247975722752e+00	4.107221806287352450e+00	1.734918962229751216e+01	8.339754769264350998e+00	2.885654162588400684e+00	-4.084701774509294836e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.685510915133111798e+00	1.175348445050774737e+00	1.721899385784052328e+00	3.403166091128118964e+00	2.714930981826013667e+00	4.234237138804747502e+00	5.598281111299599822e+00	6.589241899054026241e+00	9.398570129614581603e+00	5.388731011443798735e+00	-1.220891715076162320e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.749102371070936357e+00	8.901527900857608699e+00	5.058410406924651603e+00	2.864436470261725987e+00	9.386651801043324639e+00	3.844523783716056631e+00	2.849077033084713939e+00	1.904941891861589198e+01	5.564836874241802178e+00	8.915025705497329866e+00	-1.287592351612712349e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.964466123977897993e+00	5.818397430912494173e+00	5.247342161265835969e+00	5.433224093017380518e+00	7.218750422890935603e+00	3.640232585450164482e+00	8.287045892436776029e+00	3.047848897589595296e+01	9.579159267764772778e+00	5.724857604053704918e+00	-1.516513377094324433e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.556550796631963607e+00	9.387732730055288854e+00	2.537130594007317441e+00	3.414547517131509391e+00	8.437379047287064893e+00	3.515775754677237241e+00	2.757959876437769964e+00	1.630699867278260839e+01	5.816726506603520974e+00	9.312619885139811871e+00	-1.542772480506660493e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.968801465956184771e+00	8.291341896680968659e+00	9.524713167732883790e+00	3.492163318931106986e+00	6.037800010285389263e+00	2.619368803600718998e+00	1.936780865275085972e+00	5.241670291256708580e+00	4.462443165390407529e+00	5.362399272047790433e+00	-9.178015750146201412e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.261093564639643283e+00	1.007073403150373636e+01	8.699583547295931751e+00	6.945822096809937563e+00	8.037296700636204605e+00	5.118339372190636283e+00	5.004746335099318877e+00	4.518561610609446433e+01	8.520944739629952025e+00	5.478535614897463546e+00	-9.223776003839054383e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.257313077095272291e+00	4.107710726649353106e+00	6.997058394888328259e+00	9.832576945504078125e+00	1.177418860695262470e+00	5.623589864843447916e-01	6.975550718689744301e+00	9.126327950945395173e+00	5.405837021048129465e+00	2.101429217747976530e+00	-2.312051057095056095e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.834882890854186321e+00	7.908744677206599683e+00	5.121302938981418862e+00	6.471298794957629497e+00	8.367915206528111938e+00	1.844100981823732965e+01	4.867445502371914756e+00	1.921315359242554521e+01	5.160724477472176552e+00	8.180241105428248005e+00	-2.441719370316335347e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.706700185874164610e+00	4.712553163832994940e+00	4.706251425900301655e+00	1.650176120918255052e+00	1.304172998218537494e+00	2.035275724166572875e+00	3.425708896757346800e+00	2.519272885926605099e+01	5.311147739438340842e+00	3.266206708709440409e+00	-8.887269677459434192e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.353952422886209428e+00	5.387469761204044971e+00	6.905927128009423654e+00	1.621682727611818642e+00	8.908361599844038636e+00	2.560758577060087759e+01	6.043301343306842099e+00	5.541702909496201102e+01	8.682478455782844051e+00	9.078612672894882607e+00	-3.059611211263491448e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.979445193178925422e+00	6.628815630773052803e+00	5.896106835218389186e+00	9.511221209312401115e+00	9.897886929157326819e+00	1.006979464740409469e+01	4.029861499151103033e+00	8.870020513938539963e+00	8.482158622991594399e+00	9.235590047180558315e+00	-7.727328601675045761e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.523130132762015698e+00	8.908397022189925352e+00	1.604729733937716007e+00	3.784063903116669181e+00	3.639274727491499828e+00	3.186036545496274908e+00	9.429573317594430293e+00	6.431655834902413460e+01	4.617240232191861971e+00	9.470092385329543561e+00	-1.346690093022425927e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.462548991471585680e+00	1.002349002899887331e+01	5.556959018562542596e+00	1.810883406759524972e+00	2.961168021732679012e+00	3.308214005016207881e+00	9.186680593617611024e+00	1.480413393677338263e+02	3.989449878935483085e+00	5.700945682501429523e+00	-6.713568588042011065e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.500930927579924301e+00	7.920310933573342815e+00	8.248718011893144464e+00	6.355529905330724816e+00	7.882790549164585769e+00	3.691958149082413154e+00	5.584559982191406036e+00	2.703292865499551922e+01	5.365456659308356357e+00	7.066149377388335040e+00	-1.025274373150107188e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.187767183608024801e+00	4.724705832445072140e+00	5.129287441287276650e+00	6.604262229634874082e+00	3.266530057112570162e+00	3.049662479231245449e+00	3.933306890531499178e+00	9.308655084325009099e+00	6.177308787394075296e+00	7.980307331683317962e+00	-1.596608594431810602e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.507898800927281791e+00	4.801805004909677876e+00	1.535326179163405191e+00	6.819388011695189711e+00	8.811060911751427582e+00	9.888551091045785668e+00	7.641137066812714096e+00	1.614703798393594170e+01	3.137925090350084822e+00	2.095472081004808640e+00	-6.735367667665822511e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.928092506286372299e+00	7.651956787068701082e+00	8.087968251409584752e+00	3.491481049403319048e+00	1.910875917711381211e+00	1.250335397758530531e+00	1.289359435735067283e+00	3.866825075881142659e+00	8.104394398795820464e+00	6.435966384402645346e+00	-3.991032412363197324e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.195528591994022172e+00	3.119813514261969623e+00	2.908686356090832259e+00	1.081078684759558817e+00	2.177746570415466376e+00	3.780656162937136688e+00	5.168764466143613845e+00	3.912352324892268740e+01	5.345291229058190652e+00	1.328453112331909436e+00	-1.727164375959403531e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.103802211338843264e+00	2.018835310337958600e+00	3.253173051557007422e+00	9.749050980617365525e+00	9.920177271022112109e+00	4.777828041589039287e+00	4.094648160439353646e+00	2.635592015590394688e+00	3.939638891891391825e+00	5.500872486440833597e+00	-4.579202881135398862e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.647505111762167518e+00	4.121815135361988958e+00	2.489530849179654837e+00	3.264646713551120794e+00	7.183881025627937511e+00	1.694272717866015299e+01	9.358101958167662104e+00	3.897301978211592655e+01	1.939290223262456925e+00	2.408290459165508768e+00	-3.433110440405831576e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.932364168615780642e+00	3.548126234432802395e+00	3.981841314584130931e+00	7.149577466710152152e+00	8.627270772410858157e+00	3.486241324781459650e+00	1.088743997107752381e+00	2.461995727550800872e+00	3.136571211536779202e+00	2.605591997924433301e+00	-2.304496568231960918e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.964034600537319264e+00	3.708955417836964141e+00	7.845002935562861879e+00	7.445341940462259167e+00	3.937314751594516604e+00	1.898111191648957696e+00	6.011648530059651385e+00	9.588249089786158308e+00	9.520015289848927864e+00	4.337020020874940762e+00	-2.068666180245100605e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.834840395061740903e+00	3.004843561379300088e+00	5.629561838584157485e+00	6.494657164279379558e+00	7.174353220341807003e+00	1.019606229849879497e+01	7.644527221508854886e+00	1.119294715782971750e+01	3.748897466333074746e+00	4.944962173774546166e+00	-1.882839837420348106e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.405709719753510001e-01	1.429083329794311963e+00	2.936940727155992636e+00	3.799110973969434202e+00	6.340008096738390719e+00	2.413383839588383850e+01	5.380988963299713213e+00	5.463040249487341349e+00	2.515462736337289229e+00	6.566449411986400087e+00	-7.225841887423027909e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.356228522088253285e+00	1.048935753035837637e+00	8.901186523673269235e+00	3.443448788623973744e+00	6.465346322132626611e+00	3.119898402588541675e+00	1.810275015959837530e+00	2.614267871594391224e+00	5.158608419782118482e+00	1.698278297965976513e+00	-2.819412561348420443e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.397105257301268999e+00	9.793185227200195797e+00	8.856212609985760764e+00	6.373884247726932628e+00	7.080960559119136910e+00	3.815336049649346695e+00	9.782605470349926335e+00	9.821917535520208631e+00	3.815092089783842066e+00	5.579962065318937903e+00	-5.245511946110759993e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.487955179795513949e+00	4.822199235382022664e+00	8.834320985870846243e+00	8.705162885003518980e+00	6.161301313530989532e+00	3.229699696142114274e+00	5.735661892136086237e+00	9.664678390008367259e+00	1.348692419860713976e+00	2.618516643765386398e+00	-1.044815601615456613e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.988090340385232579e+00	4.474898502356349894e+00	3.131874211964923216e+00	9.604645151108345047e+00	4.924534280868909875e+00	2.428339271253261877e+00	6.556142929943580278e+00	9.198611369344654065e+00	3.960234542963583237e+00	6.149964320464156309e+00	-9.769636181688847287e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.660366122750109419e+00	7.190552018293256076e+00	5.214834645954002923e+00	1.966457505741264322e+00	3.444184507985177834e+00	8.399268105568513221e+00	3.131028812756125213e+00	3.310430419798210266e+01	5.850862746698147099e+00	6.765170299396227271e+00	-4.799617823551754370e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.392421792104600264e+00	2.967490634059987809e+00	9.922881136879597719e+00	2.330494584491195731e+00	7.910257099005276515e+00	7.503410097995561578e+00	5.309709951802401129e+00	2.852181673048736954e+01	5.937743820985462051e+00	5.929711528973699686e+00	-4.751862355524430370e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.924982796729044709e+00	9.535934498812006055e+00	7.950854417009754371e+00	9.390703530577132696e+00	2.950705490718319890e+00	5.946731074842095843e+00	4.836093761599139285e+00	1.525382267544562609e+01	4.244584508775450793e+00	7.586518232584393395e+00	-5.283838429213437493e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.842031529867034223e+00	8.109348137502728093e+00	1.238327140633799450e+00	7.502815375018240474e+00	7.340441914059038453e+00	3.405202323428968114e+00	1.718503460978358488e+00	7.923564582294464032e+00	5.062251715076678593e+00	3.967615995554230501e+00	-6.160434338064358251e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.588350085946637513e+00	1.756249562223198613e+00	1.639355365845740486e+00	8.988653418651750826e+00	3.168791880964582752e+00	1.772500289122819428e+00	1.873050267837833349e+00	7.340216984088195895e-01	9.652745794401596413e+00	7.790012035260086343e+00	-4.071947156235225407e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.890556972540431424e+00	4.765982862448630009e+00	5.230536077808097595e+00	2.790186130395319708e+00	6.638217215374315749e+00	6.605966249150095670e+00	8.597919263570684478e+00	3.050484630856592716e+01	4.429405117346984611e+00	4.952854013948395639e+00	-3.362733657287924949e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.543504709444681655e+00	8.845337706574737169e+00	9.022216209188121283e+00	6.263647359002392001e+00	7.751348361743901627e+00	1.959194159977336014e+01	3.142955518000166926e+00	1.779252313607008062e+01	3.272715252838271471e+00	5.251467688456144423e+00	-9.813614267830239601e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.813858933896321801e+00	9.507182839085594139e+00	5.883820021398149969e+00	7.336681973016505154e+00	2.989989363634603770e+00	3.025817296982276083e+00	2.709714243297602465e+00	1.403402943495905930e+01	3.217371770922662577e+00	6.851245841871310915e+00	-7.009153447147680183e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.982800801720546069e+00	5.199390602977503661e+00	5.481856785104876728e+00	7.093071345911186043e+00	1.614892450004215663e+00	1.527695358538224690e+00	5.483925069534457464e+00	1.293760861924901562e+01	5.118451054641971254e+00	1.208580193787555768e+00	-3.908305933418195099e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.659653637797593007e+00	6.475959822910871466e+00	1.876866507038503995e+00	4.702950638456990795e+00	2.150504921970718630e+00	1.190564161270128762e+00	7.955721213297891836e+00	5.491134967314943083e+01	7.760371095087744031e+00	6.870266044888224677e+00	-4.671513947661758692e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.814974487324806596e+00	2.512486977655560061e+00	6.959623297551669197e+00	1.143711031454483829e+00	6.493858945768835156e+00	3.798032712986200821e+00	1.556715418916962745e+00	-8.310829096539793071e+00	2.830281000996966334e+00	6.531566582397859477e+00	-4.974079656163440610e+00
