G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	m2	d2	d1	Fc	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	9.732478489723693116e+00	9.878183246667543216e+00	1.559180042139524769e+00	3.588227834480009815e+00	4.531612075073352841e+00	1.853907954106890799e+00	7.352250332185446879e+00	5.486436144486409461e+01	8.359142892504456412e+00	8.247149446957065422e+00	-3.707003812380887098e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.497944509141287739e+00	9.490314854603212780e+00	9.162707364795755538e+00	3.760287431086229759e+00	7.270912331221567548e+00	3.425647889829832149e+00	5.816004663862162971e+00	3.852565188183398703e+01	9.814931584044735757e+00	3.513746890045414517e+00	-1.006807447456645122e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.914929053850585650e+00	1.363404093749103430e+00	2.257455239756435361e+00	4.168308712513414171e+00	2.745904242290583497e+00	3.761340168957761687e+00	6.722042384848725405e+00	6.736411512055347828e+00	5.516018356778956466e+00	2.713458600644100827e+00	-3.977320291474437663e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.649006688809603105e+00	7.345012717754658915e+00	5.790749576792093123e+00	6.590090368007836652e+00	6.780200377436074177e+00	1.028196823760344714e+01	2.778404015409042582e+00	1.047181496418938629e+01	5.099098115667239917e+00	5.546438097794169408e+00	-2.741648278168412833e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.647777766686205680e+00	9.334152245170653117e+00	4.704501957345954999e+00	4.001051120379443660e+00	3.329363842526603445e+00	5.040244242763903593e+00	2.908002949739320719e+00	1.844297626311405480e+01	7.784467143490097385e+00	8.789489811703543154e+00	-1.357914227194892476e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.743361419487843733e+00	2.627154911724737474e+00	4.121532965377671331e+00	7.591780441828267278e+00	8.980945971009687057e+00	9.602968944757181546e+00	1.379887754089818230e+00	1.568582020373217034e+00	2.195344910999180943e+00	3.169805641017110265e+00	-7.334565499357386109e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.722233684701656387e+00	6.101441831916686098e+00	9.095778387050506453e+00	4.634801574812615677e+00	9.072432515096814143e+00	6.328906510438470967e+00	3.897262018876658018e+00	2.425381976733279643e+01	5.929789196132853490e+00	1.706545862382761403e+00	-1.581299204396155345e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.894180744782930859e+00	9.242929115263267548e+00	1.185310854123672986e+00	1.612748690365848336e+00	3.676957491358654462e+00	3.010292703060342134e+00	6.041118573770186018e+00	9.949522019856544830e+01	5.910139160380016854e+00	4.211040969054068661e+00	-8.266194070475490818e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.621020644779410436e+00	1.304859208471634391e+00	6.966796783463580667e+00	8.051640152171465559e+00	3.073206970346877842e+00	3.395100741336997352e+00	8.725931314102249203e+00	4.277148285204864564e+00	1.802684098213263253e+00	7.730721804498967842e+00	-4.126583990799683299e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.504576746422732647e+00	7.274248575828696772e+00	9.680531017412809192e+00	3.572348690698197604e+00	4.707384263977086647e+00	2.891211342123499950e+00	6.991486618678659504e+00	3.592026632261337937e+01	4.771448726760527670e+00	5.970358138105007484e+00	-9.812307808411565802e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.262513616317438636e+00	3.677503804460518388e+00	6.050577046901822520e+00	4.886160672770053282e+00	3.163283732180992125e+00	5.621739506268626840e+00	4.916298710144714867e+00	1.154416630839308766e+01	8.678163444961324302e+00	8.353564953902068879e+00	-1.291291127757527590e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.626641354903261227e+00	9.322206220002698274e+00	9.431765421992796661e+00	7.161169817575535390e+00	7.052447460881377417e+00	7.774283156673070572e+00	9.583291257636595617e+00	4.065695676975527562e+01	8.690068947711161229e+00	9.633844298045689314e+00	-1.079743088971990161e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.289610481688938215e+00	9.743460653510574332e+00	1.479503037977942359e+00	3.994064587820899348e+00	8.427423783627851606e+00	7.856281071765787161e+00	7.474712592804111821e+00	5.193628080760147725e+01	1.892034876956942391e+00	8.130963895296785537e+00	-1.953757970104905262e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.101832524972954808e+00	9.504953204099630071e+00	4.768255994465308234e+00	1.504954078090194880e+00	7.058584317777951256e+00	5.531284374899437140e+00	9.364922532591382520e+00	1.724412374776549370e+02	1.817221981297136857e+00	6.432129852641486067e+00	-2.105136670189141856e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.069934047575687330e+00	5.270198473648513904e+00	3.340076093129196178e+00	4.371106253165115696e+00	8.421867220090190287e+00	4.178638125958702432e+00	5.734959670246292163e+00	2.844445704592933311e+01	3.350022771574679759e+00	5.432052475031211358e+00	-4.385718608576131494e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.804598183835611547e+00	8.750730993313927897e+00	7.577700712108843106e+00	9.501256709578253634e+00	4.575740973095392405e+00	6.535122869675323187e+00	3.328131730843464808e+00	9.681286242800739572e+00	8.880150875819508016e+00	1.360834708108991320e+00	-1.848838773533764357e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.628711416515850274e+00	8.598309626550477702e+00	9.830984036481428490e+00	6.778894211315714458e+00	2.412656052964121667e+00	1.708010436078549077e+00	1.475047447974537018e+00	1.020095899689511043e+01	2.156240831532007185e+00	9.863082576054745587e+00	-1.243501072081379455e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.338865609824294367e+00	3.888276896258488602e+00	3.307582320889692173e+00	7.050948947146500778e+00	7.637338222900480034e+00	4.829437763556275520e+00	7.529914299235216824e+00	1.292769146405416159e+01	7.481758530916021499e+00	4.448053919189622007e+00	-6.887998650971781878e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.410702847676184701e+00	8.464269726605829547e+00	6.893884855913435139e+00	6.688862799100994572e+00	4.241369468743555693e+00	1.197402897323507709e+01	2.092511969777434366e+00	9.056182673076831335e+00	1.909261290210175765e+00	2.365741442196040989e+00	-3.774991891470519390e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.465504591168895310e+00	1.346249424262548011e+00	2.783707686764122613e+00	2.787819337784100959e+00	7.051762159763577564e+00	4.357556201060623025e+00	3.727754279048820507e+00	6.431304597053839167e+00	6.601232332292129357e+00	7.008476871714833578e+00	-1.063906016653024622e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.533155252302045302e+00	6.374191927133206370e+00	6.091906366028230657e+00	4.769723633359052251e+00	3.434976649179749764e+00	5.428180406132589120e+00	5.795917680812333828e+00	2.760590738140126632e+01	4.198782361737387170e+00	3.550975274791752678e+00	-2.756220928482804755e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.584844308981955940e+00	3.071424722583883771e+00	5.181087303860546278e+00	7.761216378208172451e+00	1.732156283618351944e+00	4.359312040155450596e+00	6.066824293763851017e+00	7.313117236370057839e+00	8.095139025505600827e+00	6.260959528176933020e+00	-1.162599537736225308e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.540424984812686304e+00	2.086778744472279623e+00	9.750191396694434687e+00	1.911341990703539606e+00	9.932871159793737803e+00	4.159400043855023377e+00	6.398038364852936866e+00	3.425702135160150874e+01	3.109119855853354153e+00	6.274753133852782661e+00	-4.706885946693526890e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	2.401337917346132222e+00	9.943352317788942685e-01	2.494626755196398982e+00	4.933300963779478465e+00	6.752013884781017161e+00	5.003340421952346517e+00	-3.407687399041850540e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	9.904632229030905677e+00	4.779047405391716907e+00	4.420775685018409007e+00	1.913603483656695659e+01	3.118303976633400421e+00	8.527130503009871632e+00	-5.566966880675572327e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	9.792645027900871213e+00	1.049126140730773216e+01	6.557432066057438114e+00	1.725973494816902942e+01	7.417858483546800663e+00	3.382776906225590796e+00	-2.401321054275990186e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	8.138222674480438457e+00	1.734010819661336100e+01	9.730958543660630511e+00	2.253914751524912319e+01	8.869609103517936077e+00	5.036519897774643262e+00	-2.584273886845938062e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	6.932351501191698517e+00	3.874782027207888113e+00	7.546576740000753958e+00	3.092017494894103180e+01	2.149181122144438572e+00	5.845387368316235843e+00	-3.227863229190432559e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	6.189360261691257747e+00	4.995924084337590720e+00	9.301636353856983064e+00	1.959992025273803051e+01	8.805805945636283383e+00	6.968929838523150622e+00	-1.226012895755276588e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	8.791366381108288053e+00	1.676273060459010367e+01	7.855912774240922936e+00	5.037077120477312775e+01	6.344856040568896738e+00	8.059886662636074561e+00	-3.051782614709404928e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	3.599682343963987563e+00	2.642812432816248780e+00	6.329667171571029982e+00	1.651691159796362030e+01	2.145571031535749462e+00	4.561338032207951976e+00	-3.684614089841271589e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	5.212494011586549902e+00	1.591248783035458736e+01	2.723160352451862387e+00	1.269148183900403914e+01	4.841262266319483309e+00	6.811988653696625207e+00	-2.084073287757734594e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	6.570841667719904855e+00	2.860924752876890853e+00	7.004834323012810948e+00	7.174652727635852045e+01	2.446405438140665467e+00	2.359435266385905727e+00	-2.006048738746196491e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	4.705550101785274109e+00	5.646626663493855780e+00	6.611556410361694169e+00	2.486178342024607701e+01	7.299410951248403556e+00	9.392541269385095148e+00	-1.214629643915856683e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	4.854995559453581855e+00	2.792345340054843028e+00	6.421975407865052610e+00	1.854735897638691711e+01	7.819882826554933608e+00	4.452465178195240014e+00	-1.250146674406403235e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	3.976817031359952903e+00	4.183513732223810067e+00	5.404469978274542896e+00	1.100956434899909375e+01	1.957918763178705834e+00	7.557298948922396065e+00	-3.536934523559676968e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	6.076913141211639946e+00	4.281301673921285023e+00	5.750472692806336106e+00	5.441326680924319703e+00	5.551473508484923158e+00	1.174280506932950940e+00	-1.529316128771437633e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	8.655939393311928853e+00	5.840141287993398933e+00	4.006429600140249292e+00	1.736440814064078353e+01	8.338131160335203518e+00	2.844594397841420097e+00	-4.081083161864180298e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	2.805448886478007609e+00	4.228384494667631444e+00	5.672003752784616104e+00	6.255395533199306968e+00	9.430263876042200621e+00	5.378994854308420059e+00	-1.202343307544941986e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	9.409168660727365463e+00	3.878652688371667878e+00	2.765006255248448674e+00	1.939666526199824759e+01	5.624689223066339672e+00	8.901512293260333664e+00	-1.293083578406472611e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	7.197102116490607493e+00	3.619361238520995006e+00	8.245486854014444589e+00	3.047276651328413877e+01	9.555846964242224573e+00	5.744123784859111126e+00	-1.521593486528295180e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	8.413240869625875362e+00	3.561631645302258509e+00	2.677063781277490673e+00	1.614522392023484798e+01	5.817853558125329450e+00	9.372680173880290511e+00	-1.533563390778933488e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	6.019729878231816045e+00	2.661466588092039842e+00	1.767808469756812162e+00	4.723237758967239408e+00	4.557820745266401907e+00	5.351994618055853969e+00	-9.176982218191469087e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	8.018372812411996620e+00	5.024920803846613993e+00	4.923491965048837571e+00	4.528438600032851724e+01	8.634062752837532884e+00	5.409641350286189976e+00	-9.311106225807561643e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	1.134957943340853204e+00	4.965247503606863844e-01	6.925024461000537812e+00	9.251217519295918734e+00	5.438486831807253452e+00	2.075843549101383800e+00	-2.292077807465057404e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	8.363456217958164629e+00	1.862291084779972294e+01	4.936400200838599872e+00	1.944082773136857867e+01	5.243591767832023187e+00	8.219797936967216501e+00	-2.313993147157042962e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	1.361916931689118426e+00	1.971727808586772435e+00	3.491603318219906882e+00	2.495936508480175675e+01	5.407747066253524082e+00	3.217699873199876048e+00	-8.844451836765916397e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	9.009696221344341893e+00	2.561923005716382207e+01	6.031989969360561865e+00	5.560750260038534520e+01	8.623661405069674046e+00	9.087896735936972448e+00	-3.071353089275813186e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	9.923684028977900695e+00	1.010638580869313685e+01	4.128334379150931710e+00	8.925141043860302048e+00	8.488657105467810382e+00	9.197789085932718933e+00	-7.727220029295352788e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	3.647943251343206406e+00	3.237945833428900855e+00	9.398666381513692158e+00	6.471238620880023973e+01	4.627386027139479552e+00	9.486753361986956179e+00	-1.356141263256720819e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	2.886099172671729107e+00	3.362255737819073165e+00	9.301102204452927680e+00	1.478238109995195373e+02	3.991874015746040616e+00	5.687235618989422647e+00	-6.784210155217271776e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	7.883123401414339426e+00	3.729001881450750400e+00	5.525460677314553593e+00	2.677432548492841846e+01	5.420444118355076668e+00	7.086113031786063665e+00	-1.031976306118741959e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	3.280754696109766666e+00	3.116846287612922595e+00	3.941701438727728934e+00	9.143037778845968688e+00	6.161459293737448384e+00	8.003747469831674621e+00	-1.582041818024583435e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	8.784529185294292830e+00	9.962341778573746254e+00	7.632807273272566917e+00	1.649899520389134722e+01	3.141698934437979318e+00	2.188814915802201888e+00	-6.777751214304399419e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	1.928514940575965619e+00	1.318656368471572415e+00	1.333618836152229425e+00	3.680282048327874644e+00	8.143752172222736618e+00	6.403595980275097688e+00	-3.988871320420543753e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	2.126137372164252248e+00	3.755161063411986522e+00	5.276983134354200189e+00	3.949413154134289528e+01	5.386234421285172047e+00	1.307417706529780510e+00	-1.883034761264489543e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	9.821976914647073897e+00	4.782071011296518570e+00	4.030585657162247593e+00	2.619084772120847671e+00	4.000305688319711450e+00	5.471600519300788612e+00	-4.596116719096447589e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	7.060332672069720594e+00	1.690708840850389549e+01	9.286440464349237089e+00	3.892202110511230728e+01	1.957434248411585864e+00	2.386381726177747797e+00	-2.694649395094916300e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	8.620766719835719627e+00	3.479859768383589902e+00	1.106953467455444651e+00	2.378421724559181882e+00	3.145424517924609642e+00	2.654571037174224823e+00	-2.386693276874290781e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	3.920765233209237088e+00	1.973096324768500498e+00	5.978285313222747810e+00	9.473309111230088675e+00	9.552332485839961862e+00	4.286341679323952825e+00	-2.073913776920757712e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	7.085274318261700621e+00	1.016676062897626309e+01	7.660744662432706242e+00	1.119622973195124871e+01	3.756740746808692855e+00	4.892648523532114879e+00	-1.790943856369439535e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	6.348957574798951065e+00	2.418420893979578778e+01	5.360527838151574187e+00	5.902267089071176365e+00	2.523821938266682441e+00	6.599491225774691827e+00	-6.956202584342077166e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	6.431485018104164730e+00	3.073978967100604365e+00	1.768965957572159242e+00	2.503593832557630794e+00	5.150316560204954541e+00	1.671771928132655294e+00	-2.789023991315108031e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	7.148024550232484842e+00	3.881000198589324768e+00	9.753102703513210514e+00	9.790410794300521857e+00	3.760632686721727680e+00	5.539408028996475331e+00	-5.349998979002482002e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	6.182543805299189899e+00	3.273945708310090463e+00	5.652078225784614496e+00	9.856052334805594839e+00	1.327026287686951633e+00	2.649765912698832881e+00	-1.066707095548356632e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	4.860625477354457935e+00	2.452004108839481056e+00	6.530173215155492983e+00	9.581244362417718818e+00	3.909763168611000594e+00	6.169346372044310023e+00	-9.853453218637666211e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	3.482505554365844080e+00	8.361578238765190463e+00	3.133727367283497323e+00	3.277171823558707331e+01	5.901618351773409543e+00	6.730608548521430201e+00	-4.757750743992226639e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	7.930027451934313021e+00	7.496189675702335187e+00	5.351058769244799507e+00	2.826441248076155333e+01	5.964837317595693023e+00	6.012055807242492556e+00	-4.793953548338384607e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	3.041625866268487854e+00	5.945450421105607397e+00	4.875372180390058929e+00	1.512309378099189949e+01	4.207572251811791730e+00	7.648225385287799938e+00	-5.408323730238614679e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	7.226167634568169795e+00	3.290868071838343401e+00	1.670315874803465661e+00	8.086910855113522700e+00	5.034771393280307095e+00	4.010898474671009240e+00	-6.133774243122638303e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.608998380637886250e+00	1.800270809721158383e+00	1.593703973977975696e+00	8.941502271797629575e+00	3.100540030318958529e+00	1.868024529185721372e+00	1.953462190680585797e+00	1.318889364498892380e+00	9.692597237837563995e+00	7.879970189446853013e+00	-4.072811838811171015e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.980460673742816091e+00	4.756841900778905341e+00	5.176063922930615568e+00	2.819778927741569241e+00	6.626146022782990030e+00	6.663344171839835184e+00	8.535085271681877472e+00	3.029808724662218822e+01	4.404031462557538745e+00	4.899647686284286152e+00	-3.236082501239423870e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.578887743930531773e+00	8.913812321313315579e+00	9.174930105321754681e+00	6.290257417250028737e+00	7.722967241478313483e+00	1.965197195781646045e+01	3.157961591020012282e+00	1.771492321778206502e+01	3.325430248968083813e+00	5.362339734457925111e+00	-9.270340662511504792e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.798708847415450673e+00	9.500829781258467222e+00	5.857317189622765596e+00	7.305948831551168254e+00	2.961728003928838060e+00	3.130407429761670191e+00	2.752820996373246398e+00	1.411389705285861673e+01	3.186588473061317650e+00	6.824647648377027309e+00	-6.973299400876443954e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.918952353696469437e+00	5.208362315051400238e+00	5.482357459905561115e+00	7.130461379473607586e+00	1.537245985602219145e+00	1.572515657838269076e+00	5.536485043559975949e+00	1.272313504298786668e+01	5.116708253041066357e+00	1.169471936390268363e+00	-3.802671396232327528e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.571015555527490726e+00	6.523145560589858505e+00	1.946009646232862655e+00	4.678925574180490266e+00	2.188631139920165225e+00	1.155212010662120425e+00	7.915725717448096610e+00	5.474210087045973694e+01	7.836241448220676808e+00	6.886457037434757567e+00	-4.683987551217973788e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.742103310109459180e+00	2.507940616940911305e+00	6.904100092478230088e+00	1.142929983724677356e+00	6.457126908442794466e+00	3.829798296172729266e+00	1.556983105251953159e+00	-8.364420717857116827e+00	2.850485636934523281e+00	6.571437970900851688e+00	-4.898394522363139103e+00
