G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	m1	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	1.016010849256991921e+00	2.555991319386894833e+00	1.341953537278725905e+00	-4.535224827195405872e+00	6.376632260454996981e+00	-5.220760446477637373e+00	8.964804995498891760e-01	-1.049674865960964043e+00	4.168311027745864594e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.472242843644504973e+00	9.514808710225180377e+00	1.518276358590739283e+00	-9.452016601010850838e-01	3.717292334132483056e+00	-6.380123187026910614e+01	4.111760370012047971e+00	6.473873276379657149e+00	-3.590239521196996630e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.071845569844160906e+00	8.793995096593491212e+00	9.083584199133092341e+00	6.832120880523658180e+00	3.626322859444955249e+00	-3.832599031915415111e+01	7.661765685696043882e+00	2.795813235093632798e+01	-3.045355087362634716e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.454511391601565951e+00	1.129562482235565657e+00	2.425649166372812360e+00	2.162619236816864188e+01	3.829818636089065809e+00	-2.333793160693623037e+01	3.238437966786718469e+00	3.707687076526422487e+00	-1.208401202584059675e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.011782961877429887e+00	7.155846583297945429e+00	6.544565584791991242e+00	8.814212493599301368e+00	7.666332793479504915e+00	-2.057270201693235947e+02	7.156058985412754758e+00	3.271047316371854308e+00	2.018167567860102984e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.899701948880608615e+00	8.805710878821461307e+00	4.362058887306151433e+00	1.834821810195698077e+01	4.058531256153539601e+00	-9.600915921998179670e+01	3.082129318635463910e+00	1.023180605638520646e-01	-1.181580859194759192e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.601326456275613097e+00	2.039331777633609732e+00	3.746500063502451461e+00	8.130279596380749041e+00	7.804840383544310534e+00	-1.858693042982456234e+01	8.761623883041023575e+00	1.379623602575779984e+01	-6.658786649938040370e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.128728187833975660e+00	6.288784311242517688e+00	9.808054360983073039e+00	4.094039652642917915e-01	4.816313105653526883e+00	-3.097420199329319246e+01	8.553686435113858622e+00	3.634918424559607786e+01	-4.204083109769471527e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.125983889533614501e+00	8.790075687666242032e+00	8.838039580505787640e-01	-2.899404546923001202e+00	1.175386215675142898e+00	2.055982633835443352e+01	4.094048702790805017e+00	2.603393926018449100e-01	-1.613661169351171987e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.288025004048551914e+00	9.682128583436190317e-01	7.093427235049770019e+00	2.793342730936249652e+01	8.081349907893153883e+00	-1.560976681220962519e+02	2.001549163930113728e+00	1.442833118885501875e+01	-1.255897879465958766e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.036864885960000926e+00	6.060521715176084179e+00	9.343779972000220368e+00	1.032167379760630865e+01	3.397382855097897281e+00	-1.501120101484787028e+01	3.501099718130003424e+00	2.274711319170763346e+01	-4.215620187990958279e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.111190453062998351e+00	4.754392051704601663e+00	5.114160856254100551e+00	3.550439351350886596e+01	4.710767258743008945e+00	-5.054885969899478368e+02	2.072747814519844578e+00	4.064867568967306610e+00	-3.717592312510530128e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.753087475959215880e+00	9.843517136173570492e+00	9.540855204281225355e+00	1.129783856732784741e+01	7.340576832627001558e+00	-2.335007555174151150e+02	5.884342900461184911e+00	3.789833609672291992e+00	-2.059974925777249943e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.983790519272536912e+00	9.464255896104608823e+00	2.086077761380935591e+00	2.825440905348415299e+00	3.496433492613638450e+00	-7.009002885226635726e+01	9.173809738764013844e+00	1.353079107845058804e+00	-6.593937374459535317e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.995506114543227127e+00	8.998225672625412841e+00	4.734875343234574707e+00	6.371123567020035239e+00	8.570737064605016275e-01	9.138779991964726790e+00	7.486397962525479954e+00	2.258937572807543503e+01	-3.067920979780800916e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.026211296922026506e+00	5.273985557489960563e+00	2.523299891987998755e+00	3.945268237126065891e+00	4.637433368998866712e+00	-3.618987339042391227e+01	7.766284705378771136e+00	2.111514511651833814e+01	-8.457561114794788892e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.469181721399182461e+00	8.749185966602004427e+00	7.637613655232149412e+00	8.744563683012206212e+00	9.212256467959468509e+00	-2.979441583914589842e+02	4.515228357604846643e+00	3.242897918379293642e+00	-1.787285442422572146e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.208692516480306622e+00	7.891104514650097101e+00	9.414263795451590866e+00	7.006120697988412971e+00	6.588839617692811679e+00	-1.388521000471079674e+02	3.205261120323217305e+00	1.192922965707702065e+00	-2.804762844089942586e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.684950266942306207e+00	2.453001232149064847e+00	1.862371133620812858e+00	1.433399065923839366e+00	5.999182353248362354e+00	-2.332279055312162797e+01	7.914014112931743838e+00	1.089824786521582034e+01	-7.783209941443105073e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.951674990367352258e+00	8.167575049201923676e+00	6.842910237379031813e+00	-6.986379191202705563e+00	7.211892246998509393e+00	2.090309583320682805e+02	5.395960287920912535e+00	3.758941026136513042e-01	-6.989886391931562359e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.236969971532030144e+00	4.633391094541532418e-01	3.068725862381673775e+00	1.065727973095757797e+01	3.074598898644844702e+00	-2.390040844336004255e+01	6.979197262050663930e+00	7.238586058149905966e+01	-2.912789699743627025e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.179510889207960656e+00	6.461770243544479264e+00	6.738260216108145073e+00	1.882622343045347080e+01	5.148308996507911850e+00	-2.574703392719410431e+02	3.078933815085219905e+00	4.131645634273417578e+00	-9.714936478293544342e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.522782041485530424e+00	3.169149089090871119e+00	6.145466347164884269e+00	-2.260647512048197783e+01	7.968132089682804953e+00	2.523415839646319796e+02	1.142192179148062481e+00	-1.152376144490943277e+00	-1.595891789143419892e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.828609454212072549e+00	1.543688588468163925e+00	1.010747196822144645e+01	5.782703201391037773e+00	1.091711667412222919e+00	-8.972146338691027267e+01	9.946115280832653838e+00	4.616381658264795078e+02	-1.896936313430359533e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.947290199299153812e+00	1.395181255942011145e+00	6.992228841473438372e+00	1.085405842691098499e+01	3.624640716886436742e+00	-2.971950658320540839e+00	2.915682967493056665e+00	5.014469985938640662e+01	-2.708825126143534590e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.887017251106551718e+00	8.247406531999407875e+00	3.436265071079416700e+00	6.046099274506361532e+00	3.157125146488301226e+00	-2.643474998769391249e+01	9.949781839211187418e+00	2.758619865927484938e+01	-5.549331701704071307e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.463262405689977008e+00	4.490090741517712480e+00	2.922377752657804528e+00	3.932843747695448755e+00	4.366939650403375062e+00	3.801780698790317103e+01	9.600412439779001161e+00	8.543642245546521963e+00	-2.467506270498179610e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.856087831666068944e+00	7.271305679977378311e+00	3.061013589194708118e+00	-2.048172208784870207e+01	1.009401355640019737e+01	6.077129244141908657e+02	8.828783075036596983e+00	1.414303698300462209e+00	-1.250851501134520039e-03
1.000000000000000000e+00	1.000000000000000000e+00	6.094281392691899946e+00	2.863259740031940392e+00	2.825143991891966966e+00	8.219353879955702880e+00	2.505336062020243393e+00	4.233628806256668753e+01	7.222891429400311480e+00	1.172857006193247287e+02	-2.674186792012549674e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.697890336627527752e+00	3.171738115842501315e+00	3.635088917713027890e+00	-2.564569221601225024e+00	6.476709641906446713e+00	2.088328977431195455e+01	6.138475181260004021e+00	8.920615032974271941e+00	-5.403950599904500329e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.100774037144120587e+00	5.403306897151093580e+00	8.976390122706705554e+00	7.645080663416021594e+01	2.951072595703382540e+00	-8.104819218801053466e+02	8.377355637056584925e+00	2.058928049461030341e+01	-1.290471111890104883e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.165344283684764726e+00	8.055027725615982348e+00	6.862805758727891892e+00	1.738684644226738296e+00	9.719725272429277751e+00	-8.899462735074331476e+01	3.466362027020443826e+00	-8.680107619056225410e-01	-3.715732829019234629e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.758021079865433212e-01	3.017049454636558270e+00	5.627081753790596608e+00	-7.387141161858665761e+00	1.903050389583609281e+00	3.372704802277831959e+01	5.466633859369680160e+00	9.836901823146071422e+00	-1.880950832760766023e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.623437859172012665e+00	7.628999261715731173e+00	1.620876191059155591e+00	3.018210209665079358e+00	4.142767270890084674e+00	3.442803393434313364e+01	6.149457752555066214e+00	6.733145789095429379e+00	-5.948925441631545574e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.213816909455915027e+00	9.075690061662323060e+00	8.470697215002173763e+00	6.514859920153934780e+00	7.494948161069627801e+00	-2.731998518326020076e+02	4.028749951201492152e+00	3.924978245175236857e-01	-5.582782801650527649e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.594333349854869297e+00	6.103307837732049990e+00	8.000508221810498810e+00	1.763428707275574325e+00	7.832807978030083440e+00	-6.499701754839870205e+01	4.585842201967783360e+00	1.581046543389609838e+01	-4.154625391909918086e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.318104082485725748e+00	3.345746125190168119e+00	5.489297202874900972e-01	8.240213455191685910e+00	5.791491388257477446e+00	-1.921275991063966515e+01	3.945757747092447421e+00	3.947324634537476840e+00	-4.685704759934375296e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.751119946036416408e+00	1.300860173176396462e+00	5.715636364375333400e+00	2.554098219024391625e+01	3.676725525391639327e+00	-7.879125217664063996e+01	6.820663400648022012e+00	1.013515011993872577e+02	-2.179316697277664261e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.140317961286238635e+00	8.661407727067697238e+00	6.385617100197908513e+00	-4.351572632293708054e+00	3.498535711977899254e+00	-3.087027410811509753e+01	8.023304438069811084e+00	1.412632562528373903e+01	-2.393550076199336019e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.777445770567273264e+00	5.191088905000932341e-01	1.887266111297400073e+00	2.090576128618941354e+01	3.091104345307813084e+00	-1.035276228015166566e+01	2.937263907112256156e+00	8.052457206423683900e+00	-1.475857572613851865e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.668469145336345605e+00	8.073327987334399936e+00	5.134900580923929425e+00	-2.308854060808218200e+00	3.337340748436461446e+00	-4.148902527246092120e+01	9.258705614550601481e+00	3.459413783402785469e+01	-5.632977321217556010e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.304248435995722488e+00	6.976985663531261039e+00	4.641389225757957426e+00	-1.736935230423561460e+00	6.469158776917282694e+00	-1.458051165917323289e+01	7.077630721408494807e+00	1.931894651699689547e+01	-5.416051866552358263e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.974043439993550919e+00	8.699061805044989271e+00	1.547829315667583749e+00	3.146275514612397295e+00	4.125978288025939023e+00	-7.665007320483387332e+01	9.247943715561358857e+00	1.019914884442549230e+01	-4.396197012805314053e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.592745905417741525e+00	9.133653783628751910e+00	9.160918471211278558e+00	1.826145626336145744e+00	4.282928118909006265e+00	-7.201216157216100555e+01	6.049952058111149000e+00	3.678033352411605961e+01	-5.314691373735341173e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.057780671537061679e+00	9.511454319355719278e+00	8.849493770062933251e+00	2.408560680018049460e+00	6.450905655520849713e+00	-1.066535121017235923e+02	7.518041708925389699e+00	1.102830366213084545e+01	-3.417811755354752457e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.240961353245259247e+00	4.595913761801039499e+00	6.697767146947565919e+00	2.627446844308481744e+00	9.272187084685706182e+00	-5.468671890667471303e+01	1.629899289131871987e+00	6.100818090453088871e+00	-9.402897533015508458e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.888693351933421916e-01	8.163622276968018454e+00	5.657664015230216670e+00	-1.343650133914177758e+01	5.716106953577152261e+00	5.599100390044691267e+02	8.809481173046828317e+00	2.834303339024138335e+00	-6.313875303054655719e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.228532191450145916e+00	4.987561006636260785e+00	4.179091546967164561e+00	1.235653688727855481e+01	1.332566034736891281e+00	-3.975013361572070636e+01	8.159170411264260458e-01	6.215885518164396828e+00	-2.947836649967344069e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.929006092997649358e-01	5.726111520511107500e+00	6.571996947960408342e+00	9.567814032782067102e-01	2.175087968123491589e+00	7.220311301499589263e+01	8.359433968168824336e+00	2.032730887236619921e+01	-9.163503346117090054e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.423720353426992880e+00	5.751010114727956868e+00	6.297169938299750136e+00	3.839672510809489125e+00	1.044220489239246596e+01	-1.500168932662616044e+02	1.015127268536784655e+01	9.554878985332997843e+00	-2.122512994719860657e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.922923169480294181e+00	8.486832220536530969e+00	1.352338612067098378e+00	-4.372655267330729956e+00	3.862658580696528787e+00	3.067618458780172475e+00	3.628649161719251559e+00	-4.640184054937313007e-01	-1.045053911456698348e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.991224382274396909e+00	9.095684833423140603e+00	5.431772598910908911e+00	1.490792407314780021e+00	1.690496316343235828e+00	-2.164202055262835955e+01	2.636543062334586907e+00	8.172520451578007439e+00	-2.363928235434553216e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.464154300704398892e+00	8.019771848446717755e+00	7.902320659216812260e+00	6.513765711385885560e+00	5.813943088155280492e+00	-7.628539242144317711e+01	8.463630564314547300e+00	1.773071920273208235e+01	-5.268787113564666669e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.908363172561269305e+00	4.023703977418460198e+00	4.675446708613849367e+00	2.312576999339584383e+00	6.551930321894740672e+00	-8.692532217292138341e+01	2.954624860467549574e+00	4.594763918665030644e+00	-3.272881720490090629e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.394597469249161392e+00	3.690125621283693924e+00	1.663173592979616311e+00	-2.887710708688470351e+00	6.946503287126730264e+00	-7.998898798213655681e+00	9.019684566781979385e+00	1.590484114834374685e+00	-8.439907914892983420e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.846998300405754634e+00	7.506128369055121929e+00	8.343589550430397850e+00	8.834932263849530898e-01	2.614602408909134645e+00	1.251627275517824955e+01	2.565405997690951345e+00	3.976837927107160553e+00	-3.149217998920162742e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.072494027616521794e+00	1.920049227474796227e+00	2.937697491887334866e+00	2.108550143968345481e+01	1.634824051048743510e+00	-4.523328531108276707e+00	1.948873957243595134e+00	5.664735536386789505e+00	-4.235481612436659660e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.711815542334496953e+00	2.138207107479316083e+00	2.987352394856633175e+00	2.200264483817726990e+00	9.455657768799621721e+00	-6.302318916900966883e+01	8.816063448228550925e+00	2.639659167774294701e+01	-1.999151910770292417e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.696866580933901858e-01	3.491960529009078940e+00	2.371100374155729273e+00	-8.806163808940731030e+00	3.724354144913526898e+00	4.293436266156733438e+01	6.845001158242623340e+00	3.863693847741821674e+00	-1.494902510075655888e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.514202320763605059e+00	3.117523314410117319e+00	4.853155154660551140e+00	3.520715455348419010e+00	7.078325204573786777e+00	-3.742314258625187051e+01	8.725086887926714496e+00	2.550679632528811780e+01	-1.248236070944680165e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.576937460988238726e+00	2.398142157458575952e+00	7.026090828950361633e+00	9.847479208828215036e+00	7.520563384262930917e+00	-6.489142492797492423e+01	4.465296511673874313e+00	1.820978107334088492e+01	-1.010122398541609812e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.335808604978584668e+00	4.020447321301188204e+00	6.715796188338419626e+00	1.462823687813393114e+01	6.110075289311516222e+00	-1.938398292251408179e+02	6.804480237113621044e+00	9.333688003220331098e+00	-4.166768552039085804e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.517659421715956025e+00	5.649963739911390004e-01	2.898993294138291876e+00	-4.796032850444881923e+00	3.629613357900212556e+00	6.798631852709451096e+01	7.286736473507539280e+00	6.165265311543790538e+00	-3.271618461653440946e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.364137361930859882e+00	9.583658540302704143e-01	8.801011184229583506e+00	2.166299381058167484e+01	3.787427785556201965e+00	4.822940278546063553e+00	5.720889296764390508e+00	2.383395706416203268e+02	-3.173654655356080312e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.731729027077058447e+00	8.892729425317716263e+00	9.442658986786096165e+00	-1.487728744998893404e+00	6.307829608699337953e+00	-7.635718256445942131e+01	7.232200338941482620e+00	1.526015974067804848e+01	-3.183522025398675570e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.889744519335019746e+00	4.385063182966651318e+00	7.693733543657178764e+00	3.689238511908657703e+00	8.196696781275804256e+00	-1.087256680372061197e+02	6.047961701503621335e+00	2.119955997155232907e+01	-6.733227341783920572e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.719436339611684517e+00	5.433505560789614997e+00	3.911330269774122126e+00	-3.487470186678847561e+00	9.581002784823320795e+00	-9.335147874909875298e+00	5.595314711568738275e+00	7.586009091980892904e+00	-7.726105009178695582e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.083311992337823604e+00	7.282316480923254787e+00	6.086925567498482792e+00	-2.276712547318477498e+00	2.161932606007541224e+00	1.263147299107153856e+02	2.680616307871584336e+00	4.743844652317799948e+00	-8.042459690570633590e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.657197480420220081e+00	2.561717796455098561e+00	1.046564761536221333e+01	1.510922383627566568e+01	3.136653611285088239e+00	-4.366165068607043054e+01	8.149073015331920189e+00	9.398290480315991147e+01	-6.329600110638794241e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.104955665004296650e+00	9.530639421027782276e+00	6.787303566578814618e+00	9.131231623870048963e+01	1.012654668462005958e+01	-6.383419716364577653e+03	2.903420172477797045e+00	1.765352266627625344e+00	-1.183929903097240111e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.986060348896883099e+00	7.765257396255806910e+00	1.666453619370731998e+00	-5.838976515213284424e-01	7.593827412147045486e+00	-2.598675439899855633e+01	8.064103868945174725e+00	1.876250518892715657e+00	-1.682476897309393316e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.103415355101542872e+00	1.753284012024006966e+00	2.495704366445873124e+00	-4.596442775367801659e+00	8.650651346769176797e+00	-4.921551575015225666e+01	2.648683802871107495e+00	5.987524340993063632e+00	-1.704332339523364936e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.959289531642108617e+00	5.172052733890749820e+00	6.027234511188966692e+00	1.120438056377181368e+01	2.700105591408592076e+00	-2.948991900386074150e+01	6.854193223901735799e+00	1.832216805123247383e+01	-2.388949957482020103e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.473671321109721877e+00	8.727869801480400369e+00	8.405484034666354631e+00	-3.623735253253487443e+00	6.004756229935023448e+00	4.275220205845012629e+02	7.267145834640752255e+00	-4.786426868931634715e-01	-1.018516310285720206e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.289241331934759760e+00	9.624972883234084620e+00	6.409513005930815410e+00	3.683124644556648342e+00	7.584260424278875590e+00	-9.214949340092412911e+01	3.070861488296768638e+00	-3.680669916704661926e-01	-1.978561903703836444e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.102409520164886025e+00	5.338179728675616964e+00	6.471763977067013229e+00	6.703432058263713245e+00	7.684899408094091555e+00	-6.178307974140651027e+01	1.338298588099662734e+00	4.840941359283180034e+00	-2.922035296354223544e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.937778197302154837e+00	6.339262596804937644e+00	1.965533243059107926e+00	-3.477300231614727011e+00	5.344534105773603549e+00	3.958897143849841171e+01	1.968931049238499043e+00	1.466002526774123682e+00	-5.179117916707498104e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.711749937382972320e+00	2.093898420159041152e+00	6.108889946331581555e+00	4.923093924266395582e+00	9.154112018007021234e-01	-5.436861416263536029e+01	5.371427053411274244e+00	2.114905068979463181e+02	-1.318795122554954879e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.971785872905758907e+00	9.628349959175549699e+00	8.856481536058478099e+00	-4.014120378563885261e+00	5.969155396995656560e+00	-4.380659973876787916e+01	8.870839440001816456e+00	2.045966507237038812e+01	-4.786344566161429448e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.880434111560362886e+00	3.474012954992443447e+00	5.005683717025684487e+00	5.579107263907363112e+00	3.050338565123156265e+00	-8.807347633675796317e+00	8.154813702316545676e-01	7.675821276929294612e+00	-8.749103608470568005e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.902523625470474711e+00	9.919856568841829869e+00	7.903640762576812584e+00	5.848225388411465531e+01	4.006404084476397287e+00	-1.930663281667562160e+03	6.999111761234741991e+00	5.415146919528306846e+00	-1.293885576405245486e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.517146743172220980e+00	6.213847132770281334e+00	9.022813890219280708e+00	2.985220220151309611e+00	8.967101653147407703e+00	-1.546451511206526277e+02	3.224713041534985170e+00	8.732188213101871099e+00	-5.386212809785186018e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.929286955093235889e+00	6.324438718463196274e+00	3.376053679997229384e+00	3.146210362418696782e+00	4.572613020662268823e+00	3.496682531582290210e+01	4.731530746168797208e+00	9.281614456921726486e+00	-5.650762555354042149e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.049633174948368719e+00	5.195334437726041088e+00	5.285457214703338735e+00	7.631773822433038035e+00	8.763528492097099942e+00	-8.818473574752232480e+01	9.632344671375573597e+00	1.244874676831677007e+01	-6.020369005754072411e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.387836254112180256e+00	3.521054305627798531e+00	3.803642636251263198e+00	-1.878374840161584736e+00	2.962755866336531430e+00	-7.847892700110395481e+01	4.233495279766028574e+00	2.816594799416176542e+01	-1.324886459215728784e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.007239416743733074e+00	2.326614700149431059e+00	8.996054934591143137e+00	1.892320250446567087e+01	6.629633547347984823e+00	-1.025228533905433181e+02	5.549552312479116623e+00	2.479337336810745640e+01	-9.666596321719655549e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.894902438659416433e+00	4.208784078326484490e+00	5.282409784174298295e+00	1.243179094518622563e+01	9.527206229242505486e+00	-1.024983938697264279e+02	5.637505879184923074e-01	2.483832426310880415e+00	-8.699229256866455984e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.283188943274727656e+00	2.799164071674660637e+00	7.212477407278650610e+00	1.243181656149609537e+01	1.771145381487611692e+00	3.398852814522675203e+01	1.851378912503990559e+00	2.020187898254036440e+01	-8.029552124304258243e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.926531557340032341e-01	8.673823296661907989e+00	8.067160041518539160e+00	-2.652416569959923365e-01	8.685617223548842691e-01	4.421573092278062234e+01	2.992128115529477661e+00	7.293934695525678080e+00	-4.288879016706891312e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.238471733631159033e+00	3.586683524843817139e+00	4.463983801718740096e+00	-1.949539682169331911e+02	5.274694952437501527e+00	2.635444131321965415e+03	1.770706457393125266e+00	-7.234728521119948574e-02	-2.236435958281215441e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.011082866005216019e+00	1.527105304104801275e+00	9.519798233020363654e+00	-2.412523817778944135e+01	1.125465591511387586e+00	5.481468303844533096e+01	6.914425511803477420e+00	5.925219092530105058e+01	-3.451223657259157918e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.263603006757340275e+00	1.006471036130185404e+01	5.371328427888295565e+00	7.674341057329787219e+00	7.113302290997997268e+00	-6.335865905439969481e+01	4.479983097695400929e+00	1.352376624414465045e+00	-1.825765729792081071e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.439886395723916745e+00	8.379231942188020810e+00	1.772788787894708395e+00	7.848911251683565737e-02	9.069383740313014641e+00	1.918033215912156209e+01	6.500102893012924099e+00	3.266753256038950948e+00	-1.331717949947406332e+00
