G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	d2	d1	Fg	Fc	p	W
1.000000000000000000e+00	1.000000000000000000e+00	9.681581658741173158e+00	9.944787146550597257e+00	1.567361759433568258e+00	3.680899009813482614e+00	4.621183166844911483e+00	7.358043046436238299e+00	1.738245610275985342e+01	8.300857771842148125e+00	1.178282185681806871e+00	-6.360915726572248019e+00	9.450787408468758599e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.513352649419289264e+00	9.516775070028330674e+00	9.064264572274712606e+00	3.702824696602768029e+00	7.282162482060938302e+00	5.898733609803107569e+00	9.212747267198826862e+00	9.786637117935988783e+00	1.243225452330422032e+00	-7.919324143568495344e+00	1.592743416192716381e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.882574304372880203e+00	1.374091733215347721e+00	2.181492933621320685e+00	4.208737102683922870e+00	2.651169081558188978e+00	6.760565648132291550e+00	3.057686470624395625e+01	5.452764614831227874e+00	1.161448201266612079e+00	-1.622533335239966235e+00	1.538955573203018048e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.646541769651306719e+00	7.381010589733135951e+00	5.833562630758079237e+00	6.568258953104088249e+00	6.770521410218030667e+00	2.710825605222531465e+00	7.714346613306297229e+00	5.021784194226484033e+00	1.254773848459380670e+00	-4.358033177202988995e+00	5.596388066449081578e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.720025220027544766e+00	9.372243810175449497e+00	4.688552891680000556e+00	3.916404322463208132e+00	3.317382214550583797e+00	2.875460161112637358e+00	1.078387478066983718e+01	7.747128494224779338e+00	1.131573781272338985e+00	-1.157494786959601063e+00	6.986210541344857461e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.733427730699347080e+00	2.606884738974546867e+00	4.197070049890573529e+00	7.675275728011094145e+00	8.905365218824428553e+00	1.385887111917115444e+00	3.227408271825550568e+00	2.212178807905623490e+00	2.171614990847505311e+00	-3.311089379562931612e+01	2.749570413387145251e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.835338264697727872e+00	6.169074557294291772e+00	9.031974460449967879e+00	4.624847790974027539e+00	9.077060642789202660e+00	3.807197672552654399e+00	6.566239107655170493e+00	5.964201776745769124e+00	1.475990737880475079e+00	-1.305261909214874372e+01	8.317044831422352047e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.823866646724216167e+00	9.179063890185597430e+00	1.191222847760915027e+00	1.558062187586774394e+00	3.630721427809218582e+00	6.056155087414038185e+00	7.844528861182737067e+00	5.864640027213500417e+00	1.633027569578838101e+00	-4.902579242570119789e+00	2.829272908814447973e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.612912213089021662e+00	1.305217261903687920e+00	6.996170846615738625e+00	8.031396681685693650e+00	3.031003240954921907e+00	8.624770640099782781e+00	6.914186084471784000e+01	1.761235284006016588e+00	1.258187735318308187e+00	-7.771223764893832708e+00	6.550565120835032076e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.477486768205534595e+00	7.323288718880913706e+00	9.605918154393366493e+00	3.528722318970904936e+00	4.690641480885077819e+00	7.058494435673138945e+00	1.563703245842557443e+01	4.665038312820835031e+00	1.380729251756721121e+00	-9.033625862085081337e+00	2.494757066250253104e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.306131381137167757e+00	3.731495447658788045e+00	6.098483947037141917e+00	4.857349444663392468e+00	3.133469285610020805e+00	4.968341581093262072e+00	2.306331101955574425e+01	8.691223477598263969e+00	1.084900146593683390e+00	-9.050365418589922939e-01	1.501930193746825921e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.508077396458197939e+00	9.345200161291145946e+00	9.459600068391155858e+00	7.156998726524049559e+00	7.164650698279015906e+00	9.605774246098651048e+00	2.933065024149432531e+01	8.665555857707596843e+00	1.099321542148655739e+00	-3.288098982678329119e+00	3.050107241940074232e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.219150731613230398e+00	9.717639175981688027e+00	1.381461684875688434e+00	4.085800934397087580e+00	8.405402063031177207e+00	7.436126903629286744e+00	1.080812662579719152e+01	1.983604220879758406e+00	-8.641110979293962657e+00	1.650434249122900496e+02	4.780466626198226265e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.098819918288827857e+00	9.548283650301360836e+00	4.767055899530318719e+00	1.473200657514446288e+00	7.081843739005361016e+00	9.380824464008670205e+00	6.239583429599321995e+00	1.838780635291659582e+00	-6.220293426142159410e-01	1.250055397811924962e+01	5.887504027799172235e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.150549005706675842e+00	5.230690063603534945e+00	3.362731306051983449e+00	4.455111970452214187e+00	8.427080564338005786e+00	5.720126944888456855e+00	8.824410061227505153e+00	3.354933019502143843e+00	2.333857957727219823e+00	-4.744040831162397609e+01	8.189218816106097165e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.809287297864017319e+00	8.855817474530459421e+00	7.544807806628886837e+00	9.545987962553420303e+00	4.592143580997953833e+00	3.273586084261218332e+00	2.044701636824336788e+01	8.838019457251682809e+00	1.048454855900541771e+00	-1.548925578502773126e+00	1.718778969776020347e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.554960025764976272e+00	8.596234216100159031e+00	9.749960826729342500e+00	6.797061247458810129e+00	2.430224961802974093e+00	1.456856127272918355e+00	1.244871335329351858e+01	2.078816504970069534e+00	1.199215867797752244e+00	-7.298130328231813735e+00	1.791737069769157529e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.266936764999224252e+00	3.786252484718652500e+00	3.324146084021809777e+00	7.083810886012008368e+00	7.689565831013511321e+00	7.573071767021349210e+00	2.088704779930622379e+01	7.405562010760036173e+00	1.164079195034155356e+00	-7.652121101003919179e+00	1.808450643568608314e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.508601081920214249e+00	8.393777167996910649e+00	7.009668540306413398e+00	6.691278612350965105e+00	4.258783728928828616e+00	2.094130705660706582e+00	9.781119795292388730e+00	1.876647483559422014e+00	1.503142318744908001e+00	-4.592800720937080250e+00	4.307935616222853525e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.434285935507342735e+00	1.335496673493035358e+00	2.761510776548731005e+00	2.860547970338617407e+00	7.053687386783742852e+00	3.804564713556870981e+00	4.494497184591044636e+00	6.570221903925029139e+00	1.616839284883782923e+00	-1.098143757894075456e+01	3.283651756912612285e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.483681018715544919e+00	6.374207607616792615e+00	6.174620319773945099e+00	4.795697550264026887e+00	3.438980695454725289e+00	5.834250271884121375e+00	2.417672286558697081e+01	4.150252944388834742e+00	1.209856346985493936e+00	-2.495179864026025651e+00	1.769467583359517846e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.665424307765898115e+00	3.179654609054587411e+00	5.133853612725724602e+00	7.668343570576892532e+00	1.723527161694437870e+00	6.115886256346414029e+00	8.153252316664264754e+01	8.120738791880622642e+00	1.018181271841668734e+00	-4.199557923562216577e-01	3.935374881248775409e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.594693534029087090e+00	2.027328634422461473e+00	9.759949648864109761e+00	1.928393309291505764e+00	9.883571004404283045e+00	6.316980156951604641e+00	3.792253418061383829e+00	3.131188954546714864e+00	-1.481265004679429786e+00	4.537275660636115759e+01	7.079441780705208487e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.759644344482065748e+00	1.694774153608260114e+00	6.519346235668837863e+00	3.543114389499698369e+00	2.402498101192453106e+00	2.480653658602193445e+00	1.083421802940383571e+01	6.727867868625991399e+00	1.129273867555095734e+00	-3.823140375044842276e+00	1.691787318134635996e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.224156928001372435e+00	7.207661717112581634e+00	4.145092776683743985e+00	3.471227259040158941e+00	9.908930658237913747e+00	4.359243249407757759e+00	4.505286352884356305e+00	3.226410827417607319e+00	1.101552162494883014e+01	-2.893338121520237678e+02	5.229517600651052334e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.658980490438113353e+00	4.031467513223194743e+00	2.010422134973366859e+00	4.895005054392289168e+00	9.817425083881294867e+00	6.544708171881824299e+00	9.997907652130873402e+00	7.327924323065801993e+00	1.383023460431578977e+00	-6.832569004405367963e+00	4.831480835214182434e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.886256411862021976e+00	7.616582926759750016e+00	2.401315691428555166e+00	9.790142365896180365e+00	8.154182957662019504e+00	9.690335401153214789e+00	3.501900711732780991e+01	8.866266297883793612e+00	1.102451576885076001e+00	-1.857130459939071221e+00	1.477167771344649054e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.176235301794404720e+00	1.524990916102277216e+00	3.132291930405720848e+00	1.532946871218794360e+00	6.922117721779774691e+00	7.527964151065975607e+00	5.142147171311744813e+00	2.129325908750092200e+00	-9.748693259486548301e-01	2.294480472403900606e+01	4.097616307583522399e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.981105816162866518e+00	3.870271124348746206e+00	3.275297312538285599e+00	5.584381229398310609e+00	6.197154337409773284e+00	9.361651111863507069e+00	2.553265630461048730e+01	8.769404286021966755e+00	1.143817521470180232e+00	-4.026147043319313390e+00	2.009560706127504943e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.178347991888324842e+00	5.877279678321312595e+00	8.627049475341191709e+00	2.531074879247309006e+00	8.764757074419119220e+00	7.885981588468631287e+00	7.332025371274458969e+00	6.304225969150425435e+00	2.129195297263232423e+00	-6.204308803248259174e+00	4.591774601704922532e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.362755358096586100e+00	8.115163785905549432e+00	6.040527670225922741e+00	9.772306813703870887e+00	3.622016837610169571e+00	6.380704834434849815e+00	5.129572964006962366e+01	2.143615817712388072e+00	1.213805607707100886e+00	-1.101972291305131968e+01	5.862940128948131360e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.356026042461316861e+00	3.897669598352361042e+00	5.849647675892786225e+00	1.884923241863710963e+00	5.197086170626446844e+00	2.640393956964956601e+00	3.297569066487685774e+00	4.835608483361967025e+00	2.154339203366139710e+00	-3.024792327928341962e+00	1.535509515255514046e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.124530884259563379e+00	6.568488649461698969e+00	2.040368950860081299e+00	4.596329959388610220e+00	6.584344780236983219e+00	7.003351466444212470e+00	1.472704435139168133e+01	2.426425420803282496e+00	2.383325996801711977e+00	-5.873786256152941121e+01	9.799949682734542478e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.375334869615298494e+00	9.065943530772949899e+00	8.708435786888337304e+00	7.599517173178381491e+00	4.755227500385786676e+00	6.663451269240628250e+00	3.221705386068342847e+01	7.232483514838947691e+00	1.098902570312468630e+00	-2.419330942790577144e+00	3.119022366412019664e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.936994435630457367e+00	6.649850842772632831e+00	7.442102069812977838e+00	7.325715495005762357e+00	4.808739679745708706e+00	6.504860641288155776e+00	2.916643397726259579e+01	7.741791494182463040e+00	1.086775185902358221e+00	-4.788864862854879334e+00	4.226663034206706016e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.761345011397001503e+00	3.099255777700254733e+00	1.508195364209714784e+00	4.704062120603027530e+00	4.005063696538457840e+00	5.323141888149300449e+00	1.969107460277728805e+01	1.936474019773919197e+00	1.757445643421703840e+00	-1.315265162467157189e+01	9.154873285060293142e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.647602371023013212e+00	1.354408197948294701e+00	7.390591736637774467e+00	4.140581488884938821e+00	6.079895291196885765e+00	5.738626413634474233e+00	1.163571087360822887e+01	5.533385528322297908e+00	1.370992690851772888e+00	-8.484169758240083681e+00	1.475520050600431716e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.842151619288730835e+00	8.808691324695960390e+00	5.927991009645418252e+00	4.509590403905702871e+00	8.765264112390157791e+00	4.066722281108020809e+00	6.678644582159984466e+00	8.320907129161861704e+00	1.294605558065772710e+00	-7.811671978139380634e+00	7.718793622326431603e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.665878239141093342e+00	1.213701355476920041e+00	1.713623929289744163e+00	3.439787733307468454e+00	2.801973633794336838e+00	5.663265494884030637e+00	2.035001291420406844e+01	9.419558583647795302e+00	1.095152895900006751e+00	-6.950625414307548544e-01	8.594384180496297176e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.684442178691831771e+00	8.951973268734446876e+00	5.123879155683001230e+00	2.814337939036579694e+00	9.447762602685109812e+00	2.728055993977620552e+00	2.121160865360180559e+00	5.593237824439856176e+00	2.439751883340950833e+00	-3.950945600529254165e+01	3.303280234966108964e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.018752299759967173e+00	5.734899076994555145e+00	5.297637763062711613e+00	5.342181388082844151e+00	7.202625174518476392e+00	8.161533828828424930e+00	1.901390040226176836e+01	9.540958514389085821e+00	1.155367338481186890e+00	-6.961579278686349070e+00	2.330849448359757616e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.490132282750270321e+00	9.374751564140646920e+00	2.499310706618572908e+00	3.417008093023518711e+00	8.333838686695635545e+00	2.619945112325859249e+00	3.179997719848903781e+00	5.774770671612707851e+00	1.706735459750164940e+00	-2.365460074796775203e+01	2.702551568222964207e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.144814425769409283e+00	8.099386789447187596e+00	9.537869813758952375e+00	3.600376665145259114e+00	5.977354566229897692e+00	1.672040417639565790e+00	3.470707104151625089e+00	4.630613742532827537e+00	1.583693429944296405e+00	-1.909175031402736877e+01	5.664254546604548324e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.400926585287608717e+00	1.009605398141453136e+01	8.620228434027273678e+00	6.912808297216902709e+00	8.063609112414621194e+00	4.929421486126116747e+00	1.307174351607473994e+01	8.590324058940048246e+00	1.172387477629913244e+00	-7.006889241066696528e+00	1.882918453775866396e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.325048809544121298e+00	4.126975874747746076e+00	7.114541945778297460e+00	9.693714892496439361e+00	1.122234938151024375e+00	6.973940153758965366e+00	1.763958447062445885e+02	5.416663857219186973e+00	1.045168714226746953e+00	-1.997592687445183035e+00	2.823138821011279106e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.872210247843399733e+00	7.894361774572576707e+00	5.114437955659764334e+00	6.451305314873190255e+00	8.244487615215176035e+00	4.870272069894645561e+00	1.134828820304718988e+01	5.207750085439474930e+00	1.327953347628078262e+00	-3.852450706099669553e+00	6.288963888531660018e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.729874715539339469e+00	4.555473421232227871e+00	4.721542460257123430e+00	1.718049494229351160e+00	1.359539224028117443e+00	3.504926708554069403e+00	1.309053184656631075e+01	5.372526396799160331e+00	1.175112445603815337e+00	-6.173107110626556704e-01	9.375997111530513450e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.326496467102982191e+00	5.371638171114033966e+00	6.905602320783319037e+00	1.638832907925117155e+00	8.949721400923847270e+00	6.069913753566567927e+00	3.070722623352496683e+00	8.622405466903625637e+00	2.652623991061248354e+00	-3.914261119026568370e+00	1.416032744873688465e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.938802688730492108e+00	6.604069777779444372e+00	5.904619163128623782e+00	9.585889880753272863e+00	9.934844773221604086e+00	4.122872436303206989e+00	1.238217426524769493e+01	8.481912564354132655e+00	1.135541589715131083e+00	-5.029504364059122601e+00	1.141234316420732995e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.421098290994361690e+00	8.835764302646376578e+00	1.550050916836430925e+00	3.740129404043224248e+00	3.731097333424361118e+00	9.307443615245970747e+00	2.821149037791123959e+01	4.606686297628075799e+00	1.280052543387028008e+00	-4.556916819964745180e+00	1.291514821221582281e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.574956033156470259e+00	9.873414007424599959e+00	5.533626830270886643e+00	1.866815572972943427e+00	2.934778948856105352e+00	9.324994522624587390e+00	1.758334897580416367e+01	3.984278270972432257e+00	1.653113402017193145e+00	-3.917460235458360973e+00	1.500602954844589760e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.537413644764770382e+00	7.855266187853358062e+00	8.332580227533137318e+00	6.441874252245706423e+00	7.971971112441569751e+00	5.518348350025695126e+00	1.344412847453224735e+01	5.388195949629961845e+00	1.308954315247137679e+00	-1.585932999916715147e+01	2.281386330737863091e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.327901025410625380e+00	4.749966230211343010e+00	5.123777989422293899e+00	6.622145720993613871e+00	3.246651802722218871e+00	3.942369822639254728e+00	2.389157667763951309e+01	6.176805579102074617e+00	1.098018482854776323e+00	-2.379116073769329098e+00	2.199647171693054588e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.531790413325627043e+00	4.870220123356004294e+00	1.497280646234365520e+00	6.785866041765377332e+00	8.782263254392079332e+00	7.604191252188807759e+00	1.765830075554854872e+01	3.256832854595849369e+00	1.703236184541568443e+00	-1.673493273265897940e+01	7.629145726783298187e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.914063494052979486e+00	7.662065169124969266e+00	8.113649071144054759e+00	3.362789155748937553e+00	1.868693434478656767e+00	1.335177804772193388e+00	7.388736618483018326e+00	8.098006323075752633e+00	1.071600096596569962e+00	-1.434034315933292003e+00	9.837772334221845938e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.243449789935901162e+00	3.156256581042801823e+00	2.777581586671245883e+00	1.153312896655005027e+00	2.096337279914027185e+00	5.300890580182315404e+00	8.645741842398365407e+00	5.399775620892906858e+00	1.564429412547176046e+00	-1.204584776328242679e+00	4.466076723809717208e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.267559448538712275e+00	2.006220278431674942e+00	3.316680668789129260e+00	9.736173669859310209e+00	9.761877066063544106e+00	4.158065819441773669e+00	1.199977693197576478e+01	4.008855064173510563e+00	1.345464842664334304e+00	-2.696078752506478082e+01	1.101948718676254941e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.605166835579352691e+00	4.169951228546648458e+00	2.556042645203866037e+00	3.408849281050532642e+00	6.993373560629052577e+00	9.290985709921727675e+00	1.275205991877263578e+01	1.997760924871312405e+00	-9.473732968209803929e+00	5.700312978562023147e+01	5.247043507774678517e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.744342368938323062e+00	3.696199982484740243e+00	3.910247817940881720e+00	7.137386297905507604e+00	8.696382518812974638e+00	1.190931180176690862e+00	2.981333643824912727e+00	3.187510440995083627e+00	1.618777571615144684e+00	-4.411420869521997190e+01	3.060824531913376845e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.907407218136238924e+00	3.621591513922328254e+00	7.928259771037950543e+00	7.296308748280983636e+00	3.805016412576164520e+00	5.994960969276378115e+00	3.355521012864728903e+01	9.554704547903531520e+00	1.057690326357006549e+00	-3.287127109236638312e+00	5.329319447956846716e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.709666408378810232e+00	3.114203910900104955e+00	5.633343460418143600e+00	6.448531405087580382e+00	7.162984502344945881e+00	7.660511926393524185e+00	2.142584303636171583e+01	3.743731028442416786e+00	1.413221872566700732e+00	-7.358227234517765503e+00	1.538430298290251415e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.129689011457801096e+00	1.385237761403909529e+00	2.778802626250052032e+00	3.939511246547751089e+00	6.416048630482458215e+00	5.373311475353888866e+00	9.701837798484943320e+00	2.496100466869513923e+00	2.931411794782068814e+00	-7.630174761550060580e+00	3.048144213856822660e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.437422933947695824e+00	1.216984439383811845e+00	8.907776343071764913e+00	3.428260602231965493e+00	6.455574526656900680e+00	1.701600608714126439e+00	3.128226278110991743e+00	5.104442963119444343e+00	1.565998586587518115e+00	-1.632418360387535472e+01	4.939242293073905188e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.285785233831876262e+00	9.950872794369558960e+00	9.038173985835626922e+00	6.381586685563769734e+00	7.082085509730541517e+00	9.768932556233430375e+00	2.610132112080738764e+01	3.758521499537121890e+00	1.421094178596703062e+00	-1.988318401516128375e+01	4.170618853224685267e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.630976149820900112e+00	4.848176944038225855e+00	8.729688950084428356e+00	8.742869726406059527e+00	6.092052305943715496e+00	5.552805596806130950e+00	2.419718565076544792e+01	1.246554449402381914e+00	2.145007032455966911e+00	-7.604290710715966384e+01	3.921292160923125607e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.992925014895623015e+00	4.475110049714682070e+00	3.141379503415450802e+00	9.605328483209726542e+00	4.831690057182836284e+00	6.480348767333437898e+00	3.863826108329387665e+01	3.876002503272533151e+00	1.124813825039180371e+00	-1.125040313963912730e+01	3.418944291413579890e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.581440705528269763e+00	7.135102440041515059e+00	5.087451794635919455e+00	1.980237154912675379e+00	3.517354235588519451e+00	3.135514230249149659e+00	5.779863289758003120e+00	5.957188017150900627e+00	1.431594226298483763e+00	-1.437091063290028004e+00	2.480276396305084674e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.205069075377676491e+00	2.837882210920184889e+00	9.866764943451997283e+00	2.351525430953980145e+00	7.917398854735334446e+00	5.416986791482013786e+00	5.220110190541261908e+00	5.970770197659962086e+00	2.239251865377619222e+00	-1.244644255208963557e+01	5.864496943794146233e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.011421286769216277e+00	9.461252693618945386e+00	7.969200673754142095e+00	9.448826835996968043e+00	2.979612996132972924e+00	4.940832065303370157e+00	4.585650093764738955e+01	4.257589266542358253e+00	1.081852384692969293e+00	-1.556297938666048708e+00	2.971803778765305992e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.808414652129288314e+00	8.043444494519796706e+00	1.204859505296570488e+00	7.645447162926887863e+00	7.293730876441255617e+00	1.661085207904647421e+00	5.436831270817788386e+00	5.105670197655266307e+00	1.247408438250526386e+00	-1.580124453516622296e+01	2.346901192603435504e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.543177804847564616e+00	1.773456410963040630e+00	1.553726769488519510e+00	8.949337466209472680e+00	3.191742882374718704e+00	1.963986113067579753e+00	1.681176916490309736e+01	9.680031247853525755e+00	1.066747397002365094e+00	-2.100079887028640790e+00	8.437763615248923088e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.972730928002749184e+00	4.691509031026098064e+00	5.167187008624876121e+00	2.868738960048653031e+00	6.615628791587242041e+00	8.591256580897054462e+00	1.098067613327577341e+01	4.407414368337526867e+00	2.155447808229424389e+00	-1.300275583787160372e+01	1.006281140114258790e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.534900255246365086e+00	8.953765215893909613e+00	9.120593367050760847e+00	6.317882296933512443e+00	7.729659924177821217e+00	3.085441154188126589e+00	7.499637582650936274e+00	3.307621568766889730e+00	1.568230621847008344e+00	-5.703102000715126962e+00	4.137616164813708508e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.824459587374013925e+00	9.502706051060567205e+00	5.845848752628950429e+00	7.295939035782872395e+00	2.886238798265940098e+00	2.776829618316753123e+00	2.043951743041528246e+01	3.146999437991328641e+00	1.140804148028506715e+00	-3.953975144841384015e+00	1.875444485199741109e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.914916445401203315e+00	5.194669807949691354e+00	5.458847409524825167e+00	7.091568948043944332e+00	1.516918281456132611e+00	5.498783363755805453e+00	7.703859876155583208e+01	5.068042137477776876e+00	1.052700533317681098e+00	-1.198040134120601730e+00	7.060498352246713694e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.537486458700998426e+00	6.450820625661656038e+00	1.923309042818796444e+00	4.664706951041952543e+00	2.206567089678360016e+00	7.909297548072135697e+00	5.049528075698691509e+01	7.881546861573509588e+00	1.070247081004432887e+00	-2.179793633795411800e+00	3.137430069523356906e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.726472970283202457e+00	2.500827409825008729e+00	6.928718187250962224e+00	1.108743608349972654e+00	6.473301560878620187e+00	1.532335826387865696e+00	8.333956131638686760e-01	2.865242524146819125e+00	-9.996636475118279019e-01	1.556571003823716737e+01	1.175092890029018022e+01
