G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	m1	Fc	Fg	m2	W
1.000000000000000000e+00	1.000000000000000000e+00	1.179678840620538960e+00	2.935729501582681866e+00	1.300027412576123087e+00	5.854575132042141306e+00	5.499114601384235357e+00	1.439049172829825807e+00	2.534829736885894302e+00	8.259046898165847139e+00	8.195132622678815704e-01	5.098805921923511564e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.701097394406897223e+00	9.840078201065431074e+00	1.619237793704127126e+00	3.592109191383432432e+00	2.245228851249752822e+01	4.621183166844911483e+00	7.358043046436238299e+00	8.332862633165413868e+00	5.625398515532340937e+00	3.621712046047867783e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.443760884915374021e+00	9.518498512653774668e+00	9.178027080924996639e+00	3.669153751088829463e+00	3.407800256074693390e+00	7.282162482060938302e+00	5.898733609803107569e+00	9.854187217589837289e+00	8.812167691476302522e+00	2.595382129950794869e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.946600360837056787e+00	1.325569900923929900e+00	2.272315154361615352e+00	4.106317417522418189e+00	5.440025334746234620e+00	2.651169081558188978e+00	6.760565648132291550e+00	5.485922743135969171e+00	5.311650466037108886e-01	7.284342832969293191e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.709943186898110756e+00	7.360575593065892264e+00	5.822390140783213930e+00	6.632589320115219955e+00	2.968490225849935715e+00	6.770521410218030667e+00	2.710825605222531465e+00	5.009483943528544536e+00	1.257728892081511951e+01	5.018516131950939707e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.708197017070309798e+00	9.398553312935060688e+00	4.744533578572236898e+00	3.995363895180734204e+00	2.136192412479346991e+00	3.317382214550583797e+00	2.875460161112637358e+00	7.855934023293728252e+00	5.786919082233270117e+00	4.424774800367801131e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.770986884631785774e+00	2.620293194640144652e+00	4.107933047616258548e+00	7.663879694689988753e+00	6.991283884804589732e+00	8.905365218824428553e+00	1.385887111917115444e+00	2.132231917687144485e+00	1.323858917053613560e+01	9.831465116739692700e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.642943158818672700e+00	6.227173795348871721e+00	9.155638112074662160e+00	4.575525346491900791e+00	2.897169979475186175e+00	9.077060642789202660e+00	3.807197672552654399e+00	6.055607382084445156e+00	1.132727262895950382e+01	1.784990619689986513e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.868471473374500924e+00	9.173982483879635552e+00	1.136529881166755018e+00	1.610092805723061460e+00	6.519973376866206927e+00	3.630721427809218582e+00	6.056155087414038185e+00	5.889609797491097254e+00	5.620738313908064221e+00	1.617130675520274119e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.726456381646557681e+00	1.297136612675341860e+00	6.973812844316114479e+00	8.075469592024985488e+00	4.150926231818783840e+00	3.031003240954921907e+00	8.624770640099782781e+00	1.921303005968998834e+00	7.093227374898618542e-01	1.207106155747627874e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.567399477224184601e+00	7.246779592098680389e+00	9.716709256155551699e+00	3.508460552369207619e+00	2.344188323964108367e+00	4.690641480885077819e+00	7.058494435673138945e+00	4.687404081060385863e+00	5.701866001663856487e+00	3.127299401819074731e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.172230325252923144e+00	3.728240391070931636e+00	6.096455053458181617e+00	4.950755065433147806e+00	1.775933705968962828e+00	3.133469285610020805e+00	4.968341581093262072e+00	8.735347780427858311e+00	1.724957334508045337e+00	1.520079124643384905e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.626293109120901637e+00	9.194962663206332820e+00	9.456845314513040890e+00	7.196639915186946901e+00	2.742267242196124499e+00	7.164650698279015906e+00	9.605774246098651048e+00	8.732566607621135901e+00	7.141452816067714870e+00	1.793661124470965262e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.316908599076862529e+00	9.659241458861918872e+00	1.448599150411121972e+00	3.904988658252869893e+00	1.179596752104226809e+01	8.405402063031177207e+00	7.436126903629286744e+00	1.938710527887715918e+00	1.764842699223369138e+01	1.589525908105859697e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.063379489064411487e+00	9.492426529078166197e+00	4.818652948808580305e+00	1.507227804877244282e+00	1.566020136236931259e+00	7.081843739005361016e+00	9.380824464008670205e+00	1.869146241270722042e+00	1.201035653578284013e+01	2.551625424967615352e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.941602393384615155e+00	5.354233508835794630e+00	3.304460048783061321e+00	4.386182707130630298e+00	1.066139643279380778e+01	8.427080564338005786e+00	5.720126944888456855e+00	3.337183051521798838e+00	9.723109319458794531e+00	4.376687921714712992e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.802412702662744337e+00	8.770947792968179613e+00	7.674095386004435859e+00	9.468095257012805632e+00	3.569736794008555592e+00	4.592143580997953833e+00	3.273586084261218332e+00	8.801696340295871224e+00	6.522874566111274142e+00	5.091107116902255925e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.585474039082747311e+00	8.525755900131828824e+00	9.826998578088527836e+00	6.695498936809621604e+00	3.908068014937749801e+00	2.430224961802974093e+00	1.456856127272918355e+00	2.157353457715916356e+00	1.129186445052814491e+01	4.888489933338597271e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.289307183167157866e+00	3.805304017903934355e+00	3.223757794222930073e+00	7.058386359690315359e+00	1.353371622786757733e+01	7.689565831013511321e+00	7.573071767021349210e+00	7.492103574350167605e+00	3.852977440597679770e+00	6.146636083836985343e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.398857313029454819e+00	8.553310292791671543e+00	6.821605151950111079e+00	6.810242262565770588e+00	1.378500465503964101e+00	4.258783728928828616e+00	2.094130705660706582e+00	1.884823272774234892e+00	1.790373815694622905e+01	1.906431711520449601e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.460668716467147910e+00	1.298514013747442020e+00	2.785288539545682784e+00	2.769980347858616465e+00	6.582003272826226770e+00	7.053687386783742852e+00	3.804564713556870981e+00	6.623339004118600215e+00	1.771772868380234955e+00	9.034710370615629316e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.534225521119531255e+00	6.313970388958453306e+00	6.095692954240464978e+00	4.849953696543382264e+00	2.025955750680881184e+00	3.438980695454725289e+00	5.834250271884121375e+00	4.222536592247860376e+00	4.311751486361555585e+00	1.160351525898850600e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.537620075319058754e+00	3.152268076503506933e+00	5.284149958578438167e+00	7.717733971760955214e+00	2.253306686417283267e+00	1.723527161694437870e+00	6.115886256346414029e+00	8.050722237429736694e+00	7.738771379066160527e-01	1.544079995097864755e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.528051419852975101e+00	2.141350871168699044e+00	9.690705655383867523e+00	1.924024374445828967e+00	1.893509196351588875e+00	9.883571004404283045e+00	6.316980156951604641e+00	3.124699607023476489e+00	4.389635705805753574e+00	1.466008414075842126e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.595571117108478987e+00	1.763456732257852044e+00	6.478924415133602288e+00	3.542440391122513077e+00	5.295956868511471072e+00	2.402498101192453106e+00	2.480653658602193445e+00	6.738280714970644958e+00	8.509721531516407644e-01	7.186750613572842283e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.292410525265974997e+00	7.213746670544121109e+00	4.087059791613946835e+00	3.486416516673553012e+00	6.939238552283228501e+00	9.908930658237913747e+00	4.359243249407757759e+00	3.083065392112541492e+00	1.920170864160145641e+01	2.494657070727503534e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.586933469312489464e+00	3.974030667892171298e+00	1.999659375735388656e+00	4.872052801537440025e+00	9.032774078455050315e+00	9.817425083881294867e+00	6.544708171881824299e+00	7.465774021778215364e+00	5.576345660946642191e+00	3.054754535295341800e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.863380932380713562e+00	7.530309199205354354e+00	2.454204527446957496e+00	9.862626678830451965e+00	7.771894394268717754e+00	8.154182957662019504e+00	9.690335401153214789e+00	8.820835700934036794e+00	6.594859459720907147e+00	1.213068119339888673e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.207846434737638752e+00	1.606850658730010206e+00	2.965107843491573636e+00	1.709914486477381645e+00	3.698138151371525684e+00	6.922117721779774691e+00	7.527964151065975607e+00	2.116374479817038523e+00	2.259193234839267816e+00	1.703804935126477460e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.904037648854678189e+00	3.857896406194538663e+00	3.291114387019525189e+00	5.684580848723876478e+00	8.515009168550074392e+00	6.197154337409773284e+00	9.361651111863507069e+00	8.803280607416555270e+00	2.593305664706299751e+00	6.018599439737620571e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.137119526247408974e+00	5.937655304558897562e+00	8.677239495220067766e+00	2.586345865200259109e+00	5.197673787505260323e-01	8.764757074419119220e+00	7.885981588468631287e+00	6.416936812541312207e+00	7.207211987092212446e+00	1.407107705757408622e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.519144015361992395e+00	8.020056316501801064e+00	6.049670428065465622e+00	9.725816945821470938e+00	8.829300679337841018e+00	3.622016837610169571e+00	6.380704834434849815e+00	2.154481448842391789e+00	6.909011646829666731e+00	2.139096588166173873e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.130462923824214538e+00	3.916598704648389884e+00	5.739199680277715210e+00	2.156132774594426316e+00	2.784421837364954300e-01	5.197086170626446844e+00	2.640393956964956601e+00	4.876614420693323737e+00	5.305614141591579624e+00	5.063071393885502092e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.175691391977501610e+00	6.572015430839289074e+00	1.968867566774347377e+00	4.639712048689021096e+00	2.087785706770827332e+01	6.584344780236983219e+00	7.003351466444212470e+00	2.431551542184433146e+00	9.206179136693231513e+00	4.854787242330524499e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.173374086534321847e+00	9.021405618677043492e+00	8.832713597176354625e+00	7.608787014889280442e+00	2.853194658765416669e+00	4.755227500385786676e+00	6.663451269240628250e+00	7.298861337461580057e+00	5.979945521097061345e+00	1.243717363855088465e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.956302753685339901e+00	6.516346108799174530e+00	7.611611990827480412e+00	7.279003024753580853e+00	6.789314942366533323e+00	4.808739679745708706e+00	6.504860641288155776e+00	7.827154396244699441e+00	4.346371550663018724e+00	3.403670837518121939e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.805011551904088574e+00	3.051352751262272012e+00	1.611616217266874873e+00	4.705714848797215133e+00	1.122531878455814436e+01	4.005063696538457840e+00	5.323141888149300449e+00	1.968123892655906593e+00	3.324119930880351514e+00	3.380655249455716049e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.546249238920083258e+00	1.185677192510479205e+00	7.504311356855217774e+00	4.138399691747333797e+00	3.204339656951170401e+00	6.079895291196885765e+00	5.738626413634474233e+00	5.539158686476419291e+00	1.284578383017850767e+00	1.343294744538096985e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.024570709519793787e+00	8.750468323043941510e+00	5.869811028092574823e+00	4.613949638793304331e+00	4.506263596290183138e+00	8.765264112390157791e+00	4.066722281108020809e+00	8.404518539786655751e+00	1.237351180793219463e+01	1.347038395415826706e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.679170159240599869e+00	1.193673824889582402e+00	1.757638569335316259e+00	3.357011716462451556e+00	5.269296485225784643e+00	2.801973633794336838e+00	5.663265494884030637e+00	9.405167949257506876e+00	4.370458769764772877e-01	6.338019188375656476e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.680309878543798874e+00	8.829330025866028109e+00	5.203769694469116303e+00	2.847186045068560656e+00	5.359140844431615314e+00	9.447762602685109812e+00	2.728055993977620552e+00	5.528790645798669523e+00	1.984512292922516252e+01	1.558618507741196257e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.055506272344402419e+00	5.804177205216720203e+00	5.336921953176474887e+00	5.283995793413098774e+00	7.946926517590903849e+00	7.202625174518476392e+00	8.161533828828424930e+00	9.701715098877789600e+00	4.647838682960384382e+00	5.687042048825861507e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.358306334414546512e+00	9.487216606652614459e+00	2.415686535183881656e+00	3.423999716854301933e+00	1.296494031382675871e+01	8.333838686695635545e+00	2.619945112325859249e+00	5.803392594885579570e+00	1.866185667418207927e+01	1.271043307191140448e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.986919615774311865e+00	8.282963926098000584e+00	9.422289919906722488e+00	3.613220129379651091e+00	3.432598724551060521e+00	5.977354566229897692e+00	1.672040417639565790e+00	4.619147991580540236e+00	1.568054365102261016e+01	9.781447015259010502e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.256646172203147671e+00	1.000178635845151476e+01	8.763570001599006787e+00	6.881834119051595700e+00	5.100972453918075189e+00	8.063609112414621194e+00	4.929421486126116747e+00	8.710245684989946113e+00	1.174894528377513936e+01	1.618380950180175581e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.394346250904716200e+00	4.185372455119907187e+00	6.991990142257581198e+00	9.808346539469280145e+00	1.283451553126282541e+01	1.122234938151024375e+00	6.973940153758965366e+00	5.488261964894268097e+00	7.466152790087301483e-01	7.802971692088719990e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.814420132507617467e+00	7.982584333138015076e+00	5.150404313151679681e+00	6.387419101785828168e+00	2.264687945473442099e+00	8.244487615215176035e+00	4.870272069894645561e+00	5.236350355798035316e+00	1.293635952533173317e+01	5.573315912564889008e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.799534622285723362e+00	4.582460366657541861e+00	4.644446915188679803e+00	1.708160852831450249e+00	1.028792921235537117e+00	1.359539224028117443e+00	3.504926708554069403e+00	5.428407422214426958e+00	1.364161925155481070e+00	1.046349820817401133e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.423336716813039748e+00	5.236086457711023989e+00	6.911125190373898164e+00	1.726175115939015070e+00	2.879452026188550895e-01	8.949721400923847270e+00	6.069913753566567927e+00	8.551734474227343341e+00	6.545835949564286160e+00	8.158146460409877454e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.959027064060314238e+00	6.658680714148745849e+00	5.865731808036338535e+00	9.558625019189028293e+00	6.388567229115704293e+00	9.934844773221604086e+00	4.122872436303206989e+00	8.595733531684004447e+00	1.046003438671297481e+01	1.208414754026283511e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.502321417120509039e+00	8.783950714406191906e+00	1.533332117492349322e+00	3.665414152194927500e+00	1.068353636933063733e+01	3.731097333424361118e+00	9.307443615245970747e+00	4.585343561475627716e+00	4.578522274426715555e+00	2.403198949641558446e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.456804390159874618e+00	9.993267650297697813e+00	5.629062313836270981e+00	1.751252980885543042e+00	1.173833220552129353e+00	2.934778948856105352e+00	9.324994522624587390e+00	3.985887087342758317e+00	4.268465422215237837e+00	1.621384258358492980e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.464461410441396438e+00	7.995432356875562974e+00	8.198879651725352602e+00	6.464879271028807217e+00	6.616134992954187943e+00	7.971971112441569751e+00	5.518348350025695126e+00	5.432736866682714272e+00	1.135797236015585199e+01	2.987646564701740726e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.177841071056116462e+00	4.880286413738317286e+00	5.123298209374165246e+00	6.603642043163873154e+00	5.437327543063033453e+00	3.246651802722218871e+00	3.942369822639254728e+00	6.149108104184080048e+00	3.113053286854576385e+00	1.774140787179574019e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.525887113645419735e+00	4.795687042570731862e+00	1.545034327322444057e+00	6.865632987882145599e+00	1.636690961324488924e+01	8.782263254392079332e+00	7.604191252188807759e+00	3.109302441497596714e+00	7.948167038338679546e+00	2.840218543726034994e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.899072533657215622e+00	7.668869976516556441e+00	8.100150505514109867e+00	3.443035135601657082e+00	2.421892873086278097e+00	1.868693434478656767e+00	1.335177804772193388e+00	8.221444730659719369e+00	3.047905674722843461e+00	5.049126588354547751e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.274301279924742847e+00	3.123432976103708736e+00	2.819482130493668581e+00	1.101984003806741441e+00	9.399960442671411176e-01	2.096337279914027185e+00	5.300890580182315404e+00	5.430037988164056806e+00	1.286958814541147911e+00	1.969881326152958412e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.139791237509314215e+00	2.043385502059008374e+00	3.339451590528241809e+00	9.674445365068294223e+00	2.399405670573136362e+01	9.761877066063544106e+00	4.158065819441773669e+00	4.023928597973431387e+00	4.874723196996559871e+00	8.316639682192343841e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.598160955756180224e+00	4.123976857947956098e+00	2.460870495999864183e+00	3.330277949691367478e+00	2.399727690043033324e+00	6.993373560629052577e+00	9.290985709921727675e+00	1.939654134554624321e+00	5.309168336326353987e+00	1.859754713571145190e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.940589154166152852e+00	3.443674685091646204e+00	4.082156155204286208e+00	7.023758486059501926e+00	1.769805942512435948e+01	8.696382518812974638e+00	1.190931180176690862e+00	3.207500701269109911e+00	1.456522356394489925e+01	1.499106907855487725e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.933587453686832269e+00	3.622784616733973451e+00	7.765919063335416261e+00	7.474861024227098305e+00	7.404241804202269961e+00	3.805016412576164520e+00	5.994960969276378115e+00	9.518264480281883877e+00	1.865168858800831941e+00	6.474216128040791496e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.820088272465494317e+00	3.021499503702848699e+00	5.686119347659755796e+00	6.449743989657917176e+00	3.132314783285454762e+00	7.162984502344945881e+00	7.660511926393524185e+00	3.831323034240057712e+00	3.851562327785309492e+00	3.449217653800205063e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.905901460546006065e-01	1.461058076151275698e+00	2.850282780949586758e+00	3.752314841810959312e+00	1.577554156876627367e+00	6.416048630482458215e+00	5.373311475353888866e+00	2.525783772619649703e+00	2.192229805389858566e+00	2.013289037464168985e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.259421653430939259e+00	1.261874374679660793e+00	8.956171050459419192e+00	3.447028664017480981e+00	3.207025761725290636e+00	6.455574526656900680e+00	1.701600608714126439e+00	5.212952524056612802e+00	2.109147845490601636e+00	6.341785488960729467e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.316058034785645425e+00	9.811454380689152543e+00	8.977150110724897658e+00	6.498560722348177165e+00	5.270375687158981748e+00	7.082085509730541517e+00	9.768932556233430375e+00	3.757598115168572672e+00	1.044640218479039184e+01	3.623645571281710609e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.549018600688473413e+00	4.921818351047867246e+00	8.833437863190557238e+00	8.691412939569083562e+00	7.455301754565098804e+00	6.092052305943715496e+00	5.552805596806130950e+00	1.320324497410609865e+00	8.504764685142962577e+00	4.415644806650591114e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.905433671852763133e+00	4.511866848380676309e+00	3.165215490878649174e+00	9.512969849742995976e+00	2.412474117539552765e+01	4.831690057182836284e+00	6.480348767333437898e+00	3.974967164345143633e+00	4.116095160009716203e+00	5.748179876614252670e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.736433550265245929e+00	7.029496418157314963e+00	5.079294644282432714e+00	1.978934253425327805e+00	6.801925159321555725e-01	3.517354235588519451e+00	3.135514230249149659e+00	6.016322311826294289e+00	5.564069427994605022e+00	3.614144422998185613e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.235907915770161125e+00	2.942573799426371206e+00	9.739447165398265938e+00	2.395279108587530903e+00	9.679194846321123036e-01	7.917398854735334446e+00	5.416986791482013786e+00	6.050291865097761068e+00	4.153939775968267689e+00	3.800950480566521072e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.142891810885632076e+00	9.517375248553694433e+00	7.860373821224113655e+00	9.523301183845369167e+00	2.368648454917913426e+00	2.979612996132972924e+00	4.940832065303370157e+00	4.256744479681323412e+00	6.450605316172655535e+00	5.192990826955078409e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.789818648838334525e+00	8.118717279002060749e+00	1.211097281433643591e+00	7.589947233551204597e+00	5.377013447721441963e+01	7.293730876441255617e+00	1.661085207904647421e+00	5.057780529698013616e+00	1.753019303838597409e+01	9.466569815429423107e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.479108435436592650e+00	1.736340110928690894e+00	1.555831798065409277e+00	8.914479224944667379e+00	3.727005965265275478e+01	3.191742882374718704e+00	1.963986113067579753e+00	9.662084368800671896e+00	9.494365574930071494e-01	3.656294289862413116e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.035238454698047761e+00	4.752726541843938612e+00	5.109162193738872482e+00	2.815659034886291767e+00	2.232164693141486023e+00	6.615628791587242041e+00	8.591256580897054462e+00	4.412196147092416254e+00	4.890253997140421305e+00	3.593678162097133200e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.490323551980530681e+00	8.873905165226506853e+00	9.224371187558194407e+00	6.227107755864218497e+00	1.117052559691203983e+00	7.729659924177821217e+00	3.085441154188126589e+00	3.274373457175821400e+00	2.121772639210787759e+01	2.332060797605248759e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.811318094372218468e+00	9.528920907243898952e+00	5.848433151826628595e+00	7.307837307323935327e+00	4.728843919941315477e+00	2.886238798265940098e+00	2.776829618316753123e+00	3.211645119673777860e+00	9.435881589257741453e+00	5.379168189721684756e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.884721605181051363e+00	5.194553121631264148e+00	5.468457885228696469e+00	7.099962727787533012e+00	5.061874453403791385e+00	1.516918281456132611e+00	5.498783363755805453e+00	5.143819295865318608e+00	1.441873212172380292e+00	2.112519442387964741e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.682425751732042229e+00	6.490925947863505741e+00	1.879902783003430500e+00	4.647919909437445263e+00	1.812873919901833375e+01	2.206567089678360016e+00	7.909297548072135697e+00	7.729015686919202821e+00	1.857894218721067858e+00	4.612097780695214588e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.815932727901042654e+00	2.491439489295700582e+00	6.908561327819673359e+00	1.155904245390836582e+00	1.069207576790235592e+00	6.473301560878620187e+00	1.532335826387865696e+00	2.856000954942109260e+00	7.338201122674854027e+00	2.132419658976452137e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.944765054794274306e+00	1.003378587385573439e+01	8.253892070851316376e+00	6.147775376333188824e+00	6.672479219767418535e+00	8.617365256732709256e+00	6.215155812247371792e+00	7.406233419933128559e+00	1.275448068897138398e+01	2.800109961374676271e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.243041339491664843e+00	3.061852533936211707e+00	4.414782190363042425e+00	3.265512342631146758e+00	3.891293593675040796e+00	1.390033488965626951e+00	2.103084642318439279e+00	1.185794778307112329e+00	2.719131013191870228e+00	1.750404970839204433e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.089586613288335393e+00	9.426673228377993041e+00	7.983995442018580135e+00	5.177735279371425747e+00	1.247890507206504962e+00	7.583001994163304005e+00	1.377035643771390427e+00	4.789873867527556506e+00	2.361513916498910248e+01	2.097608785425225664e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.465933727329021607e+00	6.879277158129335490e+00	9.693647592445133299e+00	9.559433945098794183e+00	7.418416936157186115e+00	4.056699982115214986e+00	1.493798385889403724e+00	7.909798857741543898e+00	5.949868569658581130e+00	8.011444036461619067e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.848643231568584788e+00	6.461646649105394324e+00	2.747533880968197284e+00	4.660906828027801652e+00	1.268588630050782484e+01	5.329808709200992922e+00	8.516894205488409142e+00	4.006391292143461236e+00	5.449051137770880793e+00	5.122040242139065391e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.996024301326066563e+00	5.535464932249007930e+00	5.722380276792416787e+00	8.561173201020420009e+00	9.007659631574531645e+00	9.252565229985574291e+00	2.163467440399758246e+00	6.129932264590849833e+00	1.299663600317758494e+01	1.165368066767086486e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.899868129334383759e+00	3.200169926604083503e+00	3.526737414301762463e+00	2.664225080121410461e+00	5.947183735475267241e+00	3.983693760662197381e+00	1.322733191425129462e+00	2.844844197350913095e+00	5.739497466497200939e+00	1.759825119844586894e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.443917801332236905e+00	2.569143337283499307e+00	8.090828017033981467e+00	6.980653188886122074e+00	4.737052979518778351e+00	5.207095395099161195e+00	5.034123195851472055e+00	7.696447187332109863e+00	2.060800236505024419e+00	5.067173670511465389e+00
