G c dx1dt d2x1dt2 Fc m2 Fg d2 m1 d1 W
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 1.18596097e+00 6.93480666e+00 1.14896596e+00 7.54868024e+00 1.95520844e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 1.49806163e-01 6.20026345e+00 1.87213858e-01 9.30343381e+00 2.81088162e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 5.65436404e-01 8.79491391e+00 2.36994708e+00 7.85990852e+00 1.39340400e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 7.65726611e-02 3.60495569e+00 5.05885434e-02 6.32545272e+00 4.23430156e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 7.30817060e-01 5.20913091e+00 2.90716408e+00 2.72821032e+00 1.11426179e+02
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.61609746e-02 6.57450972e+00 4.73629663e-02 7.00017087e+00 7.53323504e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 1.27482134e-01 4.70071428e+00 1.80010069e-01 6.61041609e+00 2.80680881e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 1.56262054e-01 4.84737809e+00 1.08788429e-01 6.42222253e+00 6.19638650e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 1.08147551e-01 3.97256201e+00 1.12898220e-01 5.40807281e+00 2.12261289e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 1.46729001e+00 6.07808635e+00 1.56995673e+00 5.75790944e+00 5.23041523e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 1.45721109e-01 8.65517075e+00 2.13033355e-01 4.00998274e+00 -7.38697023e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 4.31164388e-01 2.81375540e+00 4.55455057e-01 5.67381423e+00 5.93438921e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 2.02811482e-01 9.40989735e+00 1.96214670e-01 2.77800315e+00 -1.35269798e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 1.74082044e-01 7.20178888e+00 1.57180469e-01 8.24656958e+00 6.61190396e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 7.71644309e-02 8.40945891e+00 6.86279694e-02 2.67199259e+00 -1.77257473e+02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 3.23784088e-01 6.00571623e+00 2.14786206e-01 1.76469661e+00 -1.57525756e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 1.25396265e-01 8.01565031e+00 1.57517143e-01 4.92621424e+00 3.84889622e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.73847535e-01 1.14580358e+00 2.14260464e-02 6.92476696e+00 1.62956033e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 1.01490293e-01 8.36542382e+00 4.72608523e-01 4.93945142e+00 1.27746230e+02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 6.02055819e-01 1.36124973e+00 2.96524623e-01 3.49078719e+00 2.26636448e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 7.67451406e-01 9.00922039e+00 4.91394085e+00 6.02354066e+00 1.40227131e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.29519773e-02 9.92766473e+00 2.34929332e-01 4.12302102e+00 -4.43509076e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 4.79001032e-02 3.64660716e+00 3.88326249e-02 9.39580921e+00 7.96174607e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 3.11390246e-01 2.89286701e+00 2.61700638e-01 9.30380626e+00 2.31739039e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 1.63244343e-01 7.88827027e+00 1.52236750e-01 5.52134638e+00 2.70388628e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 1.63079299e-01 3.27723707e+00 1.26924116e-01 3.95095595e+00 3.94645493e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 4.47958453e-02 8.79006145e+00 1.11596489e-01 7.63419173e+00 6.54598592e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 3.10389193e-01 1.92558333e+00 1.01572632e-01 1.33041649e+00 1.04996098e+02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 7.86156300e-01 2.13359677e+00 7.39464450e-01 5.27292105e+00 1.30710723e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 1.72282177e-01 9.81236400e+00 2.05662062e-01 4.02691055e+00 -8.88415898e+02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 1.81772606e-01 7.06455008e+00 7.68507271e-01 9.28482297e+00 6.68567545e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 1.56387377e-01 8.62198502e+00 1.36447280e-01 1.10802725e+00 -1.88448276e+02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 2.89435091e-01 3.91896440e+00 1.42673820e-01 5.97533388e+00 5.70992152e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 2.81818042e-01 7.08835375e+00 7.16395246e-01 7.66597223e+00 3.11221507e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 5.40478397e-01 6.34817645e+00 3.26860562e+00 5.36516189e+00 1.16060420e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 2.22889465e+00 6.42835108e+00 1.71817421e+00 1.76862727e+00 -1.27564692e+02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 1.41336260e-01 7.14279214e+00 1.37133179e-01 9.75215251e+00 5.42699022e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 2.07133198e-01 6.17823256e+00 1.69250912e-01 5.66209388e+00 1.59676188e+02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 7.41821554e-02 4.86156132e+00 4.54125964e-02 6.52767620e+00 8.97189624e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.64105421e-01 3.48330425e+00 7.61094899e-01 3.12948804e+00 8.16900431e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 1.39042419e+00 7.91723198e+00 2.60478274e+00 5.35148277e+00 5.74961403e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 8.75856299e-02 3.03645187e+00 1.30187363e-01 4.86234543e+00 1.76262000e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 2.01968823e-02 7.23118876e+00 1.66570051e-02 1.67406258e+00 -2.49126258e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 9.82774725e-02 3.09999540e+00 4.60929377e-02 1.95544318e+00 4.52151491e+02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 3.85194167e-01 6.62797153e+00 6.41780595e-01 8.53725268e+00 1.42537703e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 1.63860402e-01 7.72370440e+00 8.05082097e-01 3.15837957e+00 -1.08534874e+02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 8.41891894e-02 2.96842500e+00 6.57856703e-02 2.75462444e+00 6.48881248e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.47811618e-01 1.53948971e+00 5.79512995e-02 5.54420306e+00 9.01604946e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 6.39655881e-02 2.17876369e+00 1.84189147e-02 7.91872418e+00 1.12811521e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 2.42479322e+00 6.45397271e+00 2.32257484e+00 1.55751867e+00 -2.96575225e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 1.35539010e-01 8.64501766e+00 1.30411604e-01 6.19127128e+00 2.59627674e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 4.37456068e-01 1.40497139e+00 1.17070657e-01 2.07289399e+00 1.76428568e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 1.66542074e-01 7.60736133e+00 6.10179799e-01 1.32814946e+00 -3.22369500e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 1.46995603e-01 4.07186781e+00 8.06753308e-02 1.47469557e+00 -5.17724503e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 9.54041691e-02 5.30675533e+00 6.45192253e-02 8.50747697e+00 3.26598070e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 1.18840041e-01 9.35973595e+00 1.83807711e-01 2.06175235e+00 -1.85148673e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 4.32063592e-01 3.98774354e+00 2.17032738e-01 1.40636228e+00 -1.45318617e+02
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 4.45638478e-01 5.18803241e+00 4.24672807e-01 4.94109898e+00 8.48645639e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 2.12081782e-01 1.12314173e+00 4.17554411e-02 8.59594125e+00 7.80955160e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.30728607e+00 1.73438848e+00 4.67698657e-01 3.36167539e+00 6.46171420e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 9.49482326e-01 3.32732432e+00 2.57105083e+00 4.79541356e+00 1.40326270e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 2.24263847e-01 1.25067017e+00 1.42301803e-01 1.35930279e+00 1.64646506e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 3.31247818e+00 6.68237793e+00 1.72545601e+01 5.04170663e+00 9.24360986e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 7.70875885e-02 4.83758521e+00 5.54302551e-02 6.19851773e+00 6.66071296e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 2.92977834e-02 5.93330682e+00 4.53965748e-02 6.13816348e+00 6.61279455e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 1.58334787e-01 2.57182467e+00 7.30140518e-02 3.99184023e+00 2.60064243e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 2.45668023e-01 3.66338826e+00 9.81640168e-02 3.83979863e+00 5.56688229e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 3.05781610e-01 6.97442027e+00 6.57488498e-01 1.95961257e+00 -7.27075023e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 2.54094784e-01 9.68772451e+00 5.24476069e-01 4.30118489e+00 -6.29319863e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.08196603e+00 1.45375096e+00 2.01656047e-01 1.89545202e+00 1.04941370e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 7.62454192e-02 9.01345889e+00 2.24646529e-01 7.89936350e+00 5.12449412e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.33560904e-01 6.19193081e+00 2.31741542e+00 9.69646868e+00 1.03533822e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 4.03118928e-02 6.07527610e+00 6.78830271e-02 9.73067011e+00 2.20693274e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 2.93616016e-01 5.50250682e+00 6.59171635e-01 8.78563989e+00 7.10313937e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.18735674e-01 1.62454677e+00 2.05920694e-02 6.40712934e+00 2.01994458e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 8.50950294e-01 1.80889167e+00 1.86058428e-01 7.30779128e+00 4.25937755e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 3.89177859e-01 6.40820805e+00 3.72193551e-01 3.56685222e+00 3.30662913e+02
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.28010480e-02 4.06862714e+00 1.96922587e-02 6.67693378e+00 6.89519153e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 3.55862453e-01 9.25541260e+00 4.00052757e-01 5.10084594e+00 1.23181042e+03
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 6.53911181e-01 4.65931484e+00 1.13722644e+00 5.33815606e+00 4.66251618e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 1.59644092e-01 2.28953313e+00 4.04637642e-02 7.81998904e+00 1.00239949e+01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 1.40935466e+00 7.43246950e+00 1.78934781e+00 3.53726520e+00 -7.12245364e+02
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 2.66155099e-01 3.64018079e+00 1.17195743e-01 3.86235651e+00 5.06487268e+01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 1.78977466e-01 5.72923277e+00 1.13119000e-01 9.32177612e+00 2.59628780e+01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.08939770e-01 7.28049507e+00 1.33645539e+00 1.50601865e+00 -2.05883483e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 1.11972185e-01 9.10237700e+00 5.12047113e-01 5.37070869e+00 1.13424511e+02
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 1.88177650e-01 8.12972075e+00 5.01351345e-01 9.21520720e+00 3.65801612e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 1.82156893e-01 7.08724961e+00 2.66515140e-01 6.49326707e+00 7.51937449e+01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 5.33560020e-01 7.11669864e+00 4.54092983e-01 5.91766367e+00 1.77974944e+02
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 3.08185230e-01 9.51332180e+00 3.35201514e-01 3.24769761e+00 -9.54165375e+01
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 9.56341639e+00 2.14628629e-01 3.66241688e+00 7.39772557e-01 4.08947940e+00 1.64801820e+01
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 8.54642650e+00 1.69928688e-01 1.01000885e+00 3.06660514e-02 8.66843574e+00 5.91794632e+00
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 8.24581287e+00 3.97222922e-02 3.44759103e+00 2.87901794e-02 6.03296319e+00 3.13806184e+01
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 8.40685425e+00 2.42450067e-02 2.96102242e+00 2.39382192e-02 5.63267974e+00 1.79792845e+01
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 9.39439457e+00 3.71629816e-01 6.95651127e+00 1.24363168e+00 1.89621742e+00 -8.58723971e+01
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 5.89828570e+00 3.26759646e-01 6.70340440e+00 5.42375195e-01 1.14425341e+00 -7.23360191e+01
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 2.80253816e+00 3.73032691e-01 6.34115244e+00 2.49358049e-01 9.67316670e+00 2.59253735e+01
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 6.55105247e+00 8.16356646e-01 1.14619099e+00 2.39381476e-01 4.39287551e+00 7.68380080e+00
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 7.68593344e+00 2.57584710e-02 7.55900249e+00 3.43454536e-02 6.42891756e+00 1.24315767e+02
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 7.64125654e+00 1.81887716e-01 3.91177371e+00 9.71048200e-02 1.71743566e+00 -9.18491839e+02
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 5.69304122e+00 8.86203941e-02 6.98550390e+00 1.44888004e-01 7.14802857e+00 4.64858532e+01
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 1.61612847e+00 8.52513492e-01 6.00920586e+00 5.25642182e-01 9.39310038e+00 1.48157067e+01
