G	c	dx1dt	d2x1dt2	Fc	m2	Fg	d2	m1	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.088905410477884139e+00	1.185115438517190478e+00	7.975774082666157838e+00	7.999488956557318176e+00	6.148331714662624847e-01	2.691688011860961627e+00	5.446713925673382084e-01	9.013937449581526096e+00	5.302124533607141643e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.939574832716060904e+00	7.127165125593872830e+00	1.065687718088086022e+01	3.980791233289679987e+00	3.776446205644549692e-01	4.862656452282702269e+00	1.858725026004160452e-01	5.831397845893448562e+00	1.358727739581036786e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.317651693931254364e+00	4.284048030759973535e+00	5.816570222723339789e+00	4.945460897946349910e+00	3.824254647183281675e-01	2.791278407421907470e+00	4.589081410957832619e-01	5.449852222153785064e+00	1.566204230291380384e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.758388047026894885e+00	9.868687753845346577e+00	9.330708327518383527e+00	7.429839385958303843e+00	1.193956096496464614e-01	7.648426095109524425e+00	2.666496428075563752e-01	9.979495830404745860e+00	2.115081783769405632e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.425060047406210728e+00	1.025984802805467133e+01	1.128514942874338178e+00	4.107736573423073523e+00	6.836314933276868566e-02	8.776882628668342790e+00	9.897006900774905913e-02	7.527071185564299327e+00	4.982020947319043813e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.650148772502812555e+00	9.352652203714443502e+00	3.705744174790976508e+00	1.182011942919644731e+00	3.336734688671595395e-01	6.295843967200866587e+00	4.924388512737479240e-01	9.079064146069338648e+00	2.360882517149085302e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.798091356531576146e+00	5.636702877700662029e+00	3.913567768788321466e+00	4.219690159431094045e+00	1.205532002768826549e-01	8.277097067843019573e+00	1.569019311176906295e-01	5.739371273265362561e+00	2.005958360635088127e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.865662277722681672e+00	9.589934069547023654e+00	8.914369421523236525e+00	9.800708482423814871e+00	8.752754915862914764e-02	3.440505291886837735e+00	6.242911681237857391e-02	2.356873593361969998e+00	1.212088143597913614e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.234773781384131297e+00	8.573199074776681528e+00	9.586816483190958138e+00	7.074081611134031000e+00	1.494006196578201995e-01	2.897326203883063833e+00	7.379221703724556103e-03	1.927392052530420230e+00	3.396775883266863048e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.478649759608765990e+00	3.647481204700756763e+00	2.857765526195116035e+00	7.717282479482794777e+00	8.873236115737240248e-02	8.756717049723985014e+00	1.143315327446702556e-01	7.444886562323956625e+00	8.853954104788070367e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.085669760736522438e+00	9.144547837072702023e+00	6.736914916817482002e+00	7.697018038807661888e+00	1.123476723554604068e-01	3.056595631355818909e+00	3.987934749719192484e-01	2.923010137754713966e+00	-1.325194495672443963e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.009134582105810196e+00	2.470978729354559533e+00	2.829838154053669008e+00	2.508855104266315195e+00	7.504959523177705538e-01	6.264104207786942879e+00	8.471201416064917389e-01	3.940029092027161894e+00	6.175555260862988689e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.380490489076091620e+00	7.543039067182131241e+00	5.460972132396016754e+00	4.838017225455809367e+00	1.945909339673665417e-01	3.526933857834900099e+00	2.587955465133705002e-01	5.919206911528885229e+00	-8.391168410524407761e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.424467537629802383e+00	2.861732959790789010e+00	4.922236550215170148e+00	7.653760364257426119e+00	2.075413291275508276e-01	1.721012292199995519e+00	3.624005736064914163e-01	6.299716671775947852e+00	4.380636921805574957e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.003804231558485505e+01	1.932649111124729480e+00	1.030843886800538378e+01	1.312928884237537730e+00	2.452970571333882077e+00	9.709450935293322260e+00	2.628284934364313763e+00	5.870066063887999341e+00	1.352521328803822769e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.575782522314716161e+00	1.120039775236093327e+00	6.547080597583293304e+00	3.806289871722199347e+00	1.112590534943106446e+00	1.459340999063197586e+00	3.371401500124118766e-01	2.248874598490197219e+00	5.230014502920501940e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.768750632479958895e+00	7.332273326695233351e+00	4.847020246223552320e+00	3.907944439208461684e+00	1.216295299890066822e-01	1.007196875323005969e+01	2.328096760969286805e-01	4.490574823412539551e+00	-5.267941756045495367e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.511112324988204136e+00	3.461325579406989483e+00	2.228274157466406891e+00	4.305154565795481503e+00	9.289627054694789277e-02	1.027894356148436827e+01	2.917777301302337256e-01	6.388755824938511019e+00	1.183202074535089992e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.925362017630427802e+00	7.229926554248168102e+00	1.759959289141378225e+00	9.620588117879830037e+00	-4.046764007725228707e-02	9.695101082027655082e+00	1.589401361280342595e-01	9.412084637448106861e+00	2.990562066128808993e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.190940538608448840e+00	1.978256496566844991e+00	2.709797524127540935e+00	1.351963137857248753e+00	1.180009635559065684e+00	7.646879580624418082e+00	1.053221690191141313e+00	7.393752524180673191e+00	2.294669438972863063e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.299997210831912220e+00	4.054563547021047043e+00	3.395864435203315157e+00	4.851742027372176302e+00	1.553298412711973109e-01	5.492859615096024939e+00	1.314505179401643797e-01	9.327644277699807418e+00	2.654791964601697174e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.144901251315862734e+00	4.848089166590439980e+00	8.035689840123726668e+00	2.594589725467912444e+00	5.863445380425374998e-01	8.788436720290738080e+00	2.358164264913672259e+00	9.132012358435973809e+00	1.428617336487894285e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.998117494581499898e+00	8.990086542278273640e+00	5.359517772448841200e+00	9.116126594748141798e+00	8.222755225453302896e-02	3.927457340332322744e+00	5.737129194924970449e-02	6.146937152495961065e+00	3.845779166992372211e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.638639524330330666e+00	3.264059677137141513e+00	5.052226598450413775e+00	2.105800794174909729e+00	7.509324196125319872e-01	4.834238485162153154e+00	2.900562525091396449e+00	2.356560286949935801e+00	1.116913318641511808e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.248803355411240545e+00	6.098439881939455631e+00	2.317729058972157308e+00	4.778094605087185975e+00	6.855441176969023775e-02	6.999378193620467314e+00	6.180536016131309845e-02	6.916380989759520759e+00	7.650420754005838830e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.136430968403884911e+00	8.284568041198262733e+00	8.539032265667103161e+00	7.853722847852878886e+00	1.026939201320556799e-01	5.083840497799112512e+00	6.844457005075470224e-02	7.434218140483501713e+00	4.383444538299659143e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.786920377154951112e+00	6.174886469502276931e+00	8.158231794734861708e+00	7.579894113358847996e+00	1.153127023461918421e-01	5.521361480902008623e+00	1.356104113608966044e-01	7.285249026657247384e+00	6.670418823239518247e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.979801822824580171e+00	2.597727914105425029e+00	1.114043161651534497e+00	5.633313415984728678e+00	9.849664057820331498e-02	4.409539458269570389e+00	1.161941861511523455e-01	6.477383176564353029e+00	1.947116059529484744e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.497054052946025671e+00	7.342587188237359452e-01	6.013625083839237107e+00	3.680966994983351004e+00	1.439171428736416347e+00	6.233402610703959290e+00	1.560013810439861537e+00	5.791361701084212221e+00	5.147523369028880325e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.484513942743232562e+00	7.459976947454479479e+00	5.819673148013048802e+00	4.167916727315394532e+00	1.413280042179539397e-01	8.307692650830265535e+00	2.622208236317632446e-01	4.361971833594458836e+00	-7.446747083460982140e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.281175347422669919e+00	1.263705331772803531e+00	2.645250586253805825e+00	3.733151184352430541e+00	4.131149125853186277e-01	2.109422226116906884e+00	3.999967661732373170e-01	5.097751860463616502e+00	1.338106370750749008e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.408187853547584467e+00	9.001416517188864930e+00	5.143793797415763258e+00	2.776549895365651111e+00	2.181897013097137961e-01	9.529194299446491101e+00	1.836490419278808128e-01	2.584099165718744651e+00	-1.276374262027092499e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.767147708055590627e+00	7.009032634132102757e+00	4.604644503791970322e+00	5.956538820525075550e+00	1.758784534765583940e-01	6.981822554095396427e+00	1.722668920896086586e-01	7.634813954733879804e+00	6.197919288352559164e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.826061895852761907e+00	9.722168361590711072e+00	1.595101923932292998e+00	3.720867030783892915e+00	9.358527993993843996e-02	8.242130175041507911e+00	2.338163869085436997e-02	2.931630881868637850e+00	-1.824329273106462495e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.471669862441331134e+00	7.912788914132109497e+00	1.017272301417711233e+01	4.625500653637424797e+00	3.400174392848987481e-01	6.616749666115259387e+00	1.085227095591085600e-01	1.785770544686231531e+00	-1.624914942465759395e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.219988340436978014e+00	9.313430546763298068e+00	8.203939891156846187e+00	6.861365051395057257e+00	1.188031448454743289e-01	8.761296088651675973e+00	9.635636631741055502e-02	5.050305967967124943e+00	3.787785075152513059e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.804473564059788870e+00	4.102846245941795367e+00	7.872526693757967209e+00	8.914552329488312665e+00	1.695051710895570662e-01	4.729058200026970971e-01	1.799306835554677353e-02	6.460520439130251091e+00	2.574233249547263114e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.154464988669635872e+00	8.154326132069684263e+00	5.521827659587004611e+00	6.617147626082655165e+00	1.198967194351842347e-01	8.250803365236009768e+00	4.593997535954748024e-01	5.406153832947813598e+00	1.289421980291351701e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.604824184476145277e+00	4.337357543595751430e+00	4.280960842683478873e+00	1.654015287458987071e+00	6.918097905864006858e-01	1.125285130603670636e+00	2.955557358434000026e-01	2.170247878925074758e+00	-9.966206162584478889e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.855989913131383950e+00	5.352824745760782044e+00	7.503213494792508875e+00	1.969590662708164075e+00	7.311551404866120096e-01	9.180749486722765695e+00	4.878970788270440728e+00	5.885273452608064559e+00	1.426811709635911996e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.349006058808431607e+00	7.703076803145170182e+00	5.398743006552021662e+00	9.921503136401609524e+00	9.448405229161195573e-02	8.693235079416632871e+00	1.653228417388946381e-01	4.064513874461884058e+00	-4.416880045122590559e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.736725050888942690e+00	8.649407583948475420e+00	7.612888311434555799e-01	3.386245930229554890e+00	4.023466839013598029e-03	2.850896320058779132e+00	4.609996227078364678e-02	8.286721606361947323e+00	1.698817578873579315e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.528804300469443600e+00	8.807108593005704478e+00	5.133937236840279361e+00	1.282390225951994589e+00	3.106228652594234529e-01	2.828868132086040266e+00	2.528677486781816253e-01	9.514546029121747850e+00	-9.328552837191372404e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.437759435830630927e+00	8.400395024074228445e+00	8.682102151224851738e+00	6.312396665488710923e+00	1.385096113043791377e-01	8.316463126369372461e+00	1.860694644692875988e-01	5.426290555785987735e+00	2.816063711925327766e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.430656606656060426e+00	4.934762955752477254e+00	5.761504617157579666e+00	5.323810624637652644e+00	1.586793213572071370e-01	3.318247542449634935e+00	8.726462659687894696e-02	4.258794801738833513e+00	4.774499316446160435e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.848219449411949711e+00	3.841474147189921862e+00	1.248936745609146914e+00	6.880211595670989055e+00	5.049497340390100841e-02	9.155827854351517914e+00	4.404313973553702910e-03	8.731333774944111781e+00	6.862615271438956199e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.880967311876222681e+00	7.876145548068118174e+00	7.044887388102804238e+00	3.186056723485621855e+00	2.924309376043793263e-01	2.033056175410816735e+00	-3.657589699871202638e-02	1.508511003713768783e+00	1.126996920128296864e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.626000659912925528e+00	2.593867276242139752e+00	1.952681848030688894e+00	1.602453211440604930e+00	7.207010985099967515e-01	2.828785051746666390e+00	7.181692940453154872e-01	5.806540588708772432e+00	1.735103749723161215e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.337084024461233867e+00	2.239781545875949131e+00	2.738070828932814393e+00	8.610123964103459926e+00	2.245923500210859347e-01	1.062171920683686999e+01	2.124467554636126909e-01	4.784526327885964214e+00	-8.929030172003923553e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.570095492898968548e+00	5.252639815126238787e+00	1.767857194542922450e+00	3.261472364416980962e+00	2.125699579916403292e-01	6.650329907136094398e+00	7.561847037720305087e-01	9.554757911316432484e+00	-2.701122390090384684e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.041002139828670892e+01	3.486700123069953694e+00	4.118496984342723266e+00	7.937505971488370449e+00	1.515964931496094625e-01	9.103302033064872845e+00	1.064699701940729631e-01	6.329922849208438063e-01	-1.829042278075507681e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.560062937342413747e+00	4.269413719590527734e+00	8.880923582899182378e+00	7.725288925404512952e+00	2.566027749140571967e-01	4.195734470905182256e+00	5.826202589631802875e-02	5.075508493030794099e+00	4.480601861853071455e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.001651905590766223e+00	2.419043131822403048e+00	6.113872834146951263e+00	7.020941318623787453e+00	2.849380277709877007e-01	8.452633440084881045e+00	6.161776916947920846e-01	7.871362809267311356e+00	3.144039247397311598e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.600261499978768764e+00	5.335621744754989182e-01	2.220961712294510004e+00	4.000077060411493690e+00	5.537249177284815360e-01	5.913599871615333292e+00	3.288086998540100669e+00	5.145573227818688089e+00	9.104943613009526260e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.195592396553667669e+00	2.283160023626687796e+00	8.517060598765434420e+00	2.540415509007463157e+00	2.257150309929266019e+00	6.364765844402779926e+00	1.706101544129193792e+00	2.472833972179252271e+00	-1.219169633823135541e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.236946449502510426e+00	1.006074379615156822e+01	8.640545775424852692e+00	6.469163033403284579e+00	1.729755878157047400e-01	6.580518069757439470e+00	1.178510549267869079e-01	9.491491372540259874e+00	5.022804650844427954e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.893749294538642935e+00	5.204147604177641107e+00	9.050116330261333886e+00	9.015991326514196658e+00	2.456878692024707656e-01	5.648279263069225564e+00	8.747172235358902093e-02	5.654244768176697633e+00	1.697312361325554093e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.996393277948126155e+00	5.099827769413586509e+00	4.016758012406183909e+00	8.936920134457331244e+00	1.030113648029262752e-02	5.071576033921443738e+00	-5.840611181366459070e-03	5.891822022945484960e+00	8.345947017316353822e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.370881953480186821e+00	6.823193940780051925e+00	4.803071897735495810e+00	1.884643893380043789e+00	3.529265080548155686e-01	3.595262680350356899e+00	7.634873717535735071e-01	2.940855233505465183e+00	1.408418883454236692e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.866064942572193797e+00	3.423310071832009083e+00	1.071456610912190399e+01	8.229990636358137657e-01	1.426866123082540572e+00	8.212157570059977374e+00	2.619879641325457253e+00	4.834226479953247946e+00	5.191105050908888074e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.065234067978692245e+00	9.924353767704960916e+00	9.109818607303333593e+00	9.321766444318555500e+00	5.369287298966341632e-02	3.319559017586229288e+00	1.214755636878677159e-01	4.395182330558959016e+00	2.222269546978789378e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.756754135061118660e+00	7.356785042070752567e+00	1.051300411465681872e+00	7.392590379296314573e+00	6.493802694028023847e-02	7.102837558941161866e+00	8.981661627591860930e-02	1.645087730864689401e+00	-2.576298162761844992e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.682068675478373798e+00	2.646396312951019070e+00	1.379423450150984998e+00	9.706029227450208907e+00	1.647094585941880074e-01	2.967885632833229259e+00	1.556697998971968283e-02	1.622477034069747637e+00	4.519493973498218793e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.072640480016249676e+00	5.485253838930628234e+00	4.976260941650132885e+00	2.497146397748781776e+00	4.289073623705182414e-01	6.099182517982026042e+00	7.100402205797025079e-01	9.979700189836302471e+00	2.533397487071335519e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.752213215198809237e+00	8.197912876480467403e+00	9.217486642539439501e+00	6.144083764342146203e+00	1.881375275881729259e-01	7.341789303252047816e+00	8.165853738055945943e-01	3.616966181065922825e+00	-1.075710367335430533e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.279776288029875975e+00	9.614010666775820724e+00	5.650542164045688764e+00	7.267366838374949900e+00	6.776790401476251446e-02	2.937485368228479832e+00	7.152139905420809574e-02	3.349677463339941319e+00	7.480327537450126840e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.534369902133025487e+00	5.078060343369998009e+00	5.968524553687498013e+00	6.801444578668320418e+00	1.581462350488243573e-01	1.646810729448223709e+00	1.074151586513988343e-01	5.483365161175882463e+00	8.795847913638546345e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.546496064851700325e+00	7.309729035157980448e+00	1.094052638319415571e+00	5.063015339759179945e+00	1.457051149415100610e-02	2.565926151564443813e+00	-1.468671014209006406e-02	7.976741733022308267e+00	7.048427858978913996e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.726465775641495171e+00	1.718560081212167745e+00	6.615821248687399958e+00	5.999743254781075841e-02	2.396130286712339963e+00	6.785615939414115338e+00	2.305112880898070316e+00	1.321836230043120120e+00	-2.821616908960447745e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.399342160518564526e+00	1.192459722431066638e+01	8.580687233884583875e+00	6.861606150439918395e+00	1.094560057300340422e-01	9.493149262317956527e+00	6.551121431612734469e-02	7.631053986516945997e+00	2.648103417546587366e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.835307685017365742e+00	2.987977049049081124e+00	4.904210415452515903e+00	3.271483778615554616e+00	4.397301577465263511e-01	8.751532534190301638e-01	1.666771916429443390e-01	2.013169335183680353e+00	1.672880188584674244e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.468632731576043238e+00	9.895394516969387766e+00	9.192666574159142456e+00	5.756918681788827818e+00	1.521510903590544972e-01	7.480673268519830721e+00	6.279760345195333215e-01	9.969207699929465427e-01	-2.785977584747832125e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.953897856362208252e+00	7.618706771889893758e+00	8.968535077322366433e+00	8.131049242167453173e+00	1.565950393469286162e-01	3.589647030400481498e+00	1.389056503153870414e-01	1.061035252117708660e+00	-5.256010873873336777e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.734291315718089699e+00	6.360593662773866619e+00	2.473863030283087294e+00	3.272495465422622374e+00	1.276161114791578011e-01	6.002486942413123749e+00	7.538580724964084878e-02	8.691456044585887497e+00	2.269973021502647725e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.139119729751453036e+00	5.550252638864052734e+00	4.458535946605051592e+00	8.400155503948518287e+00	9.279651844181553699e-02	9.086041040832094851e+00	2.423164462898557414e-01	2.841350678259206397e+00	-1.806349617791714479e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.025613874383942914e+00	2.796295652355025307e+00	2.971410629192332564e+00	2.970736443100550517e+00	4.375165238397594747e-01	4.616880976012779136e+00	1.773942355426028350e-01	2.002687873605700553e+00	-1.341008720530200833e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.658317834855753681e+00	2.096153971368701630e+00	7.158950861891920425e+00	6.751738566994628599e+00	4.303744546735251419e-01	5.979357448476643633e+00	4.770390201528804663e-01	4.526165228072366098e+00	8.667822402456212671e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.375020724842045183e+00	3.135615358027350918e+00	5.910498033836197429e+00	1.010912025714124240e+01	2.190598135601754259e-01	1.348338690119087024e+00	2.065411971430747631e-02	8.167501640892806947e+00	-3.549866194461780644e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.678403222329037270e+00	2.602693399087878223e+00	6.585146237485371756e+00	2.448257723005305309e+00	1.332465241528332678e+00	1.894016096716472752e+00	4.678329586537780527e-01	4.045400777020653038e+00	8.418708500089833180e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.046748460444195672e+00	7.732887460148195835e+00	8.440443712400194087e+00	1.435410038416334633e+00	9.832871646894265627e-01	3.348374129416261002e+00	2.609685035780388684e+00	5.948269291030174877e+00	-2.102156967702117463e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.032341284621028699e+00	3.900249062104550912e+00	4.398857994506469637e+00	4.958148248429261606e+00	2.488607231209803705e-01	1.077944164123977977e+00	2.657776275919191966e-01	1.279751798415581732e+00	1.810810270997146176e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.244474126406457382e+00	1.841151735033389247e+00	9.495293500140180143e+00	1.885382761734473611e+00	3.327669423701996365e+00	6.444136727781446083e+00	1.729805821444281122e+01	5.703681999632640220e+00	8.641198173846621700e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.731829291803027360e+00	9.278226656851863652e+00	5.860247589983583083e+00	7.402647488492801742e+00	2.497272162632382247e-02	4.757288088588101260e+00	1.039299727322611500e-01	5.394195346636733390e+00	7.075755879303396512e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.206843642307330988e+00	8.816682612954313214e+00	1.851028343483904326e+00	9.200961769390850975e+00	-1.037937709683114940e-02	6.927036224849933532e+00	1.646805879640027281e-02	5.675390721362471247e+00	7.450853245111369461e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.598681270675548660e+00	9.849713216479678124e+00	6.331990480374730446e+00	4.351734118050909039e+00	1.280914833019170529e-01	2.004331562149574530e+00	8.134170578058717849e-02	3.437956420696438364e+00	2.889566471225872490e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.718835112682386423e+00	1.009170577944897751e+01	8.461641011066632245e+00	2.903601258227698434e+00	2.588276270475305396e-01	3.774837838240359567e+00	9.307892350963607730e-02	4.065946554463399032e+00	6.319547072744954619e+01
