G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	d1	d2	Fg	Fc	W
1.000000000000000000e+00	1.000000000000000000e+00	1.224291956056415387e+00	3.067595960053769222e+00	1.219563749142297704e+00	5.948168448427922250e+00	1.260973588842084991e+00	2.426272787439417655e+00	8.182806535441406126e+00	5.226544793969362779e+00	3.255931391738414504e+00	6.125208596620137769e+01	1.695783466580456178e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.743061752210381954e+00	9.905355881031118415e+00	1.560414075074733509e+00	3.582416600697275300e+00	4.489522429984092788e+00	7.319705072208937402e+00	8.288044131335825071e+00	4.569735829605220623e+00	8.216269161014489342e+00	2.128298982362547633e+02	1.381230928233682675e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.565783089715310439e+00	9.529520837028274016e+00	9.191073419462675531e+00	3.793170102451334014e+00	7.383744729537959905e+00	5.797244162442503956e+00	9.822979346044514060e+00	2.628644231228034922e+00	3.587798829057075256e+00	1.997123643226856586e+02	4.046596860431855589e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.927393418871398367e+00	1.312993321154241499e+00	2.252025696387997655e+00	4.110110937449555912e+00	2.764061959436614924e+00	6.713937842997349748e+00	5.437204422414551708e+00	4.514195198768044648e+00	2.658531297048107422e+00	1.059894666835805737e+02	5.987176039435820485e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.609058951623971723e+00	7.407277858561944761e+00	5.762293804177221368e+00	6.574039728630872048e+00	6.824276989463455401e+00	2.823594427688611130e+00	5.111295326765556091e+00	6.827797420354473346e-01	5.519057389870186903e+00	1.365138213677784336e+02	2.161440011206152789e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.654979083915150362e+00	9.456194499112044127e+00	4.762059492037423958e+00	4.071149562915321596e+00	3.383372016766413637e+00	2.943610324620212104e+00	7.762751306904883464e+00	2.240815656654299826e+00	8.763796531409207446e+00	1.107623861577195896e+02	5.411829491464914810e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.794395369262930195e+00	2.581147532364095554e+00	4.133850974795177713e+00	7.529715510549573665e+00	8.969281138065289483e+00	1.376295386130423237e+00	2.219133796932153402e+00	1.363659578830983543e-01	3.204998553510554959e+00	6.423575750965709119e+01	5.476138633749347839e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.614984641695811796e+00	6.045756467447541915e+00	9.117438434282302495e+00	4.720697277369484191e+00	9.037258270044290498e+00	3.884308153877384484e+00	5.846962383669080943e+00	8.734024167307915532e-01	1.709398774361059692e+00	1.382296449685367463e+02	8.923386452995167417e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.871916056424400843e+00	9.249160368425398460e+00	1.260143393822021007e+00	1.557395511151429268e+00	3.689144178620884063e+00	5.940412548484116151e+00	5.986845613682927336e+00	3.212197849006781514e+00	4.201865151224767558e+00	1.309579397528894731e+02	3.585766813138469189e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.695917599780880192e+00	1.354219519491054458e+00	6.967302189591687345e+00	8.099818793615773060e+00	3.079119215680610644e+00	8.792295550566972651e+00	1.795301437509514209e+00	1.727806275970174443e+00	7.630360617418145530e+00	2.444642075408428354e+02	8.514318059708280373e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.478972150562243293e+00	7.271698260207656084e+00	9.784307751964954392e+00	3.551635275644438927e+00	4.670753215256937985e+00	6.977818504067069050e+00	4.803390719974794720e+00	2.380408196670998677e+00	6.002419294308412034e+00	1.739555943619456855e+02	2.966674030261747248e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.339124922455541267e+00	3.617549557856362785e+00	6.016786865964843578e+00	4.832923737686189547e+00	3.171857013678848869e+00	5.003868250562470088e+00	8.731778299081751626e+00	4.468298825919443829e+00	8.339505522296516205e+00	1.204634087696298224e+02	1.217108862317017213e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.705872146778074416e+00	9.313525053964157863e+00	9.541721897702590383e+00	7.142095939070084221e+00	7.012981178852062847e+00	9.588839939552672220e+00	8.642420146138526604e+00	3.955210701528970141e+00	9.642507173061099834e+00	3.815953099369650090e+02	2.702638156495905264e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.293709951797929136e+00	9.772797014642213398e+00	1.416499429865942794e+00	4.021604472783180562e+00	8.425242935842241820e+00	7.584317555350949647e+00	1.941131843616613839e+00	5.325797183431800752e-01	8.093979016546299476e+00	2.606271758521273796e+02	5.631501069006412230e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.073858756147117788e+00	9.475754585529287510e+00	4.797713583083187849e+00	1.508899877524036759e+00	7.039566463815303266e+00	9.404750723140468338e+00	1.738967448942404737e+00	7.425568521964579505e-01	6.385844356191353377e+00	2.101609995975974527e+02	4.080243801914468094e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.051030899849802580e+00	5.301710492415960374e+00	3.305941732638370212e+00	4.425836368309909119e+00	8.350039200923921712e+00	5.669728579630145759e+00	3.289726817214972066e+00	7.616160740613029390e-01	5.520156280169648433e+00	1.607584198128121500e+02	4.281112938672988832e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.941281209430843369e+00	8.823178534978829646e+00	7.639207219683402883e+00	9.577759239695735616e+00	4.444863097012087927e+00	3.296430528331184551e+00	8.979731788869607101e+00	2.160351506286948275e+00	1.265907157279924755e+00	1.675321523239414887e+02	9.220810020182443623e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.729559592663183487e+00	8.614308993862328734e+00	9.805267471867409768e+00	6.711567688635619255e+00	2.355702453998532953e+00	1.466161130933618884e+00	2.220605642220366160e+00	4.384871998791315950e-01	9.802589502470306471e+00	8.074773373193448833e+01	4.891326925737459419e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.338517666827105046e+00	3.870349481956121274e+00	3.324831453563013905e+00	6.975305774776134449e+00	7.739827171197593003e+00	7.486826354485929258e+00	7.592773979822878161e+00	2.530978582561881574e+00	4.530408153793239912e+00	2.266254823495948756e+02	1.043882278599075164e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.385138560713946143e+00	8.506376964234226179e+00	6.851650747889880932e+00	6.619905994448074260e+00	4.227402344667036793e+00	2.071040743341761914e+00	1.890351752858913770e+00	3.234324842188512350e-01	2.404278344288916180e+00	9.899187205123405420e+01	5.725489775705343121e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.474238292478956325e+00	1.285442487622848518e+00	2.834628998187981530e+00	2.742252389470006602e+00	7.083704011468747730e+00	3.649983401765992674e+00	6.613812573525407856e+00	1.168991317100352312e+00	6.982995654062024826e+00	6.118229870901501499e+01	4.088429942287262264e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.547913776644742168e+00	6.313316915024797638e+00	6.051763990451267894e+00	4.824780057563333280e+00	3.320078059825553929e+00	5.792552049802439207e+00	4.233292625688088506e+00	2.373642181684332719e+00	3.625179492207670773e+00	1.477773241793169348e+02	7.466930492010038733e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.518169923391748943e+00	3.055249708612477022e+00	5.268344681614814284e+00	7.788792686155844969e+00	1.676145893163666578e+00	6.092774137820139657e+00	8.099562258061995479e+00	9.471883590582647727e+00	6.295872738294395532e+00	1.785634477337809471e+02	1.560906857008133670e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.544301920801379069e+00	2.057737949843783998e+00	9.693052480455110143e+00	1.882851691281291151e+00	9.859457816189237889e+00	6.350161516480893553e+00	3.062625885305109819e+00	6.905188659757960368e-01	6.293338326223371304e+00	8.224371085603091558e+01	1.230549566028769561e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.762260908022636130e+00	1.647887644737822344e+00	6.402444565392514164e+00	3.500073955087142252e+00	2.394794393842568425e+00	2.602743820810192066e+00	6.704071427822947626e+00	2.344726906378840958e+00	5.023616414226254712e+00	4.712214461540208532e+01	2.925700289744607403e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.178189386761729907e+00	7.368430792154216036e+00	4.198098739925387513e+00	3.562892309177245753e+00	1.002771160326127209e+01	4.421121092093438953e+00	3.132776444014023554e+00	4.724122285601912163e-01	8.549917474328413647e+00	1.645188630575863442e+02	3.078558581083204970e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.786261198171702258e+00	4.179706035046919510e+00	1.994193559855777620e+00	4.991458140606538585e+00	9.820588365467449066e+00	6.509940162662494423e+00	7.364907726469071214e+00	1.639924496214726579e+00	3.411714283389126301e+00	1.700253385462871449e+02	2.808214758613164364e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.953457343989032813e+00	7.503223777616204515e+00	2.360821840770822355e+00	9.837360117775578061e+00	8.236722071326262551e+00	9.638970314272153672e+00	8.803544149603821367e+00	3.489408744982391841e+00	5.154987609532263981e+00	4.291577821105437920e+02	3.132100987701153727e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.127758144473856028e+00	1.593309538023528038e+00	3.010059336382892692e+00	1.463566045771090396e+00	6.920947623996583253e+00	7.551968815050877915e+00	2.162625639790968446e+00	7.642408235126164628e-01	5.828819280948914106e+00	7.026099280619024512e+01	3.390908519995996784e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.053066466696201964e+00	3.827163051361289980e+00	3.186222295468489119e+00	5.684402216543970709e+00	6.274607173739388699e+00	9.289142939161694201e+00	8.794184741054671406e+00	4.408265016794797653e+00	6.963860179206506906e+00	2.319803263367764998e+02	1.433704645600344634e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.060980935177392670e+00	5.917033537618745065e+00	8.651293198162267828e+00	2.664883565575947522e+00	8.907843122710751516e+00	7.902867556800125648e+00	6.393159245080942021e+00	1.878064038688332271e+00	7.989680034350013393e+00	1.756898094413149920e+02	6.684349756163005907e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.480464946516740987e+00	8.189143576102035027e+00	6.120849337930944323e+00	9.748249100594145844e+00	3.598998413930504903e+00	6.317587168619909654e+00	2.120880175993952399e+00	1.261366898845582396e+00	4.550493536423728891e+00	2.748333157508413365e+02	8.441859727531900148e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.292893204440008770e+00	3.769900576853266294e+00	5.765907929740974325e+00	2.059060520105274072e+00	5.179757442119588440e+00	2.662720754104659804e+00	4.816257657679902771e+00	8.404604179863420788e-01	6.913925540382447110e+00	6.111295107682146011e+01	1.176492776410949759e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.167268028593261064e+00	6.659503612177668508e+00	2.045718638635506625e+00	4.651738309249682679e+00	6.502729244800661057e+00	7.091829489748048054e+00	2.470783011035565302e+00	8.796279377708876579e-01	2.408083227504421497e+00	1.909964014133896342e+02	3.512657677715644411e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.295609697014522776e+00	8.901099223463097232e+00	8.802672819275468186e+00	7.574128868323774633e+00	4.683879928726095265e+00	6.634315256768504199e+00	7.258958636904930373e+00	3.398660731997583007e+00	9.364793781475585277e+00	2.715558626240157878e+02	1.987792192336094672e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.000509623482214394e+00	6.640584108589420609e+00	7.446825805804834886e+00	7.293014436398060241e+00	4.851838959232567028e+00	6.408281667662914849e+00	7.794012512549450378e+00	3.462747119132790541e+00	4.449133870085472786e+00	2.241170544628316463e+02	3.629221727419164836e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.851339654010850211e+00	3.121126953591371045e+00	1.591044806052357874e+00	4.787172556409341695e+00	4.083186995473336189e+00	5.417105176847573311e+00	1.918526124524603027e+00	8.696580207164630316e-01	7.496445676049153128e+00	1.224461427360290742e+02	7.181290372329941718e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.677125461507221971e+00	1.173802812843044663e+00	7.392370849585356396e+00	4.176392411831571394e+00	6.007549792272153688e+00	5.783916236921129439e+00	5.543851337698538551e+00	1.715309153758559413e+00	1.131305823857432724e+00	8.784071743544363642e+01	1.451681258437761244e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.846786828247357626e+00	8.817464785339474531e+00	5.884642907713211635e+00	4.537051230024089499e+00	8.658420502267683005e+00	3.931593088466895480e+00	8.428042140680441108e+00	1.282517976764866008e+00	2.854666443423782951e+00	1.737979213426253864e+02	8.933380305522490517e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.685510915133111798e+00	1.175348445050774737e+00	1.721899385784052328e+00	3.403166091128118964e+00	2.714930981826013667e+00	5.682465619391679823e+00	9.350573093005520420e+00	6.374195828080901016e+00	5.357332420478267743e+00	7.853762948280993328e+01	5.559295355570386477e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.749102371070936357e+00	8.901527900857608699e+00	5.058410406924651603e+00	2.864436470261725987e+00	9.386651801043324639e+00	2.753308564220513066e+00	5.692133556565678987e+00	5.163285985117854748e-01	8.848476630004556753e+00	1.500044800332916850e+02	5.603129565006460666e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.964466123977897993e+00	5.818397430912494173e+00	5.247342161265835969e+00	5.433224093017380518e+00	7.218750422890935603e+00	8.274400972394163389e+00	9.592646983116868142e+00	3.649125355276078952e+00	5.771460388947610376e+00	2.321526469821671981e+02	3.123511034739769343e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.556550796631963607e+00	9.387732730055288854e+00	2.537130594007317441e+00	3.414547517131509391e+00	8.437379047287064893e+00	2.631384874308440480e+00	5.906440924946433135e+00	6.367043963783480809e-01	9.364441086874581543e+00	1.491610374878127061e+02	2.759946171603747445e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.968801465956184771e+00	8.291341896680968659e+00	9.524713167732883790e+00	3.492163318931106986e+00	6.037800010285389263e+00	1.731521575331324003e+00	4.718343256313181300e+00	5.035884035671481795e-01	5.270443944597429820e+00	9.358062784234226683e+01	7.668801613157744157e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.261093564639643283e+00	1.007073403150373636e+01	8.699583547295931751e+00	6.945822096809937563e+00	8.037296700636204605e+00	5.017442348330419577e+00	8.711696048742346932e+00	1.756245420755554454e+00	5.303201307202248138e+00	2.440924662340021598e+02	1.964327021316127855e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.257313077095272291e+00	4.107710726649353106e+00	6.997058394888328259e+00	9.832576945504078125e+00	1.177418860695262470e+00	6.992297017903579714e+00	5.487198631365521884e+00	1.093670463543469751e+01	2.047274873138373863e+00	2.402788035473053299e+02	1.426788452812167861e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.834882890854186321e+00	7.908744677206599683e+00	5.121302938981418862e+00	6.471298794957629497e+00	8.367915206528111938e+00	4.758650988387951308e+00	5.175725691824262675e+00	1.003237268541591787e+00	8.139071629128032725e+00	2.156183512382169738e+02	1.727828182789192368e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.706700185874164610e+00	4.712553163832994940e+00	4.706251425900301655e+00	1.650176120918255052e+00	1.304172998218537494e+00	3.554249239187031062e+00	5.348284523959613068e+00	4.655710063897100071e+00	3.122863880486890675e+00	4.789536290173730038e+01	1.198652850093039035e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.353952422886209428e+00	5.387469761204044971e+00	6.905927128009423654e+00	1.621682727611818642e+00	8.908361599844038636e+00	6.019499976969306942e+00	8.640658572002704929e+00	1.899406081513939304e+00	9.156814433400469966e+00	1.279713620313242899e+02	3.711897654390369894e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.979445193178925422e+00	6.628815630773052803e+00	5.896106835218389186e+00	9.511221209312401115e+00	9.897886929157326819e+00	4.084168874450293529e+00	8.395102280903120828e+00	1.165595678390975998e+00	9.192198913494971535e+00	2.312369981653114621e+02	5.445576233770611196e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.523130132762015698e+00	8.908397022189925352e+00	1.604729733937716007e+00	3.784063903116669181e+00	3.639274727491499828e+00	9.340553787029366006e+00	4.665158468555768323e+00	3.931225089479108092e+00	9.475612628210745569e+00	2.375851004261951971e+02	5.714964317293146934e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.462548991471585680e+00	1.002349002899887331e+01	5.556959018562542596e+00	1.810883406759524972e+00	2.961168021732679012e+00	9.251735954679396912e+00	3.883563695503827073e+00	4.310189437418702418e+00	5.672011013147413294e+00	1.831943924817390155e+02	1.663751410935072670e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.500930927579924301e+00	7.920310933573342815e+00	8.248718011893144464e+00	6.355529905330724816e+00	7.882790549164585769e+00	5.484043867448226806e+00	5.490031176116199063e+00	1.295569443509101415e+00	7.033068626732171147e+00	2.253458911659495243e+02	1.779182659229084607e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.187767183608024801e+00	4.724705832445072140e+00	5.129287441287276650e+00	6.604262229634874082e+00	3.266530057112570162e+00	3.889119423082389559e+00	6.137452802207986835e+00	2.494806597564352746e+00	8.028594536039395990e+00	1.280019514632657831e+02	1.048827166820816927e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.507898800927281791e+00	4.801805004909677876e+00	1.535326179163405191e+00	6.819388011695189711e+00	8.811060911751427582e+00	7.559875948860140582e+00	3.151921494755005160e+00	8.698966158100601698e-01	2.172150426972989212e+00	2.371064885875043444e+02	9.642331226398953348e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.928092506286372299e+00	7.651956787068701082e+00	8.087968251409584752e+00	3.491481049403319048e+00	1.910875917711381211e+00	1.273339358051548853e+00	8.104885956835484961e+00	1.891327365010142980e+00	6.368159012134030128e+00	5.211271224371743926e+01	1.778576016404724953e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.195528591994022172e+00	3.119813514261969623e+00	2.908686356090832259e+00	1.081078684759558817e+00	2.177746570415466376e+00	5.290663020299922970e+00	5.275069238519484394e+00	4.388341785881205048e+00	1.276225623009030530e+00	4.450955769493881320e+01	5.867452921261129717e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.103802211338843264e+00	2.018835310337958600e+00	3.253173051557007422e+00	9.749050980617365525e+00	9.920177271022112109e+00	4.029658585914539515e+00	4.073574641345269143e+00	5.495331579294528979e-01	5.412532061283689799e+00	1.562490825406819965e+02	3.023751604430698237e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.647505111762167518e+00	4.121815135361988958e+00	2.489530849179654837e+00	3.264646713551120794e+00	7.183881025627937511e+00	9.315318257711792782e+00	2.034048151378160085e+00	8.644596164976945385e-01	2.371885334975293969e+00	1.645136703208991094e+02	6.145772330572201625e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.932364168615780642e+00	3.548126234432802395e+00	3.981841314584130931e+00	7.149577466710152152e+00	8.627270772410858157e+00	1.104386080888000832e+00	3.130486280415500477e+00	1.427641699942424625e-01	2.633507000795372033e+00	6.249118003549773448e+01	1.184345452373874785e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.964034600537319264e+00	3.708955417836964141e+00	7.845002935562861879e+00	7.445341940462259167e+00	3.937314751594516604e+00	5.903647094636948367e+00	9.579538059120773497e+00	4.863931804626846933e+00	4.262338396827151321e+00	1.783435874185109355e+02	6.032209212493507948e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.834840395061740903e+00	3.004843561379300088e+00	5.629561838584157485e+00	6.494657164279379558e+00	7.174353220341807003e+00	7.693098151047289335e+00	3.724633548447125797e+00	1.350178284708178467e+00	4.894880489983490790e+00	2.064233843440838143e+02	4.152734353031248560e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.405709719753510001e-01	1.429083329794311963e+00	2.936940727155992636e+00	3.799110973969434202e+00	6.340008096738390719e+00	5.310042823675040324e+00	2.535426811562232707e+00	6.602271797312764257e-01	6.604358246395873877e+00	8.951532894258603790e+01	3.726387045588220204e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.356228522088253285e+00	1.048935753035837637e+00	8.901186523673269235e+00	3.443448788623973744e+00	6.465346322132626611e+00	1.804101697116319736e+00	5.187350618925231416e+00	4.854749675489386518e-01	1.682181892013823621e+00	3.196797943806778974e+01	6.957074950314115824e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.397105257301268999e+00	9.793185227200195797e+00	8.856212609985760764e+00	6.373884247726932628e+00	7.080960559119136910e+00	9.688188035287431887e+00	3.793985086231363990e+00	1.715386181701918700e+00	5.583599827385478775e+00	3.661924296139445119e+02	2.266704837846637304e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.487955179795513949e+00	4.822199235382022664e+00	8.834320985870846243e+00	8.705162885003518980e+00	6.161301313530989532e+00	5.624377672049587495e+00	1.389379040848487179e+00	3.793276609272590583e-01	2.675301543859406550e+00	2.113435451057288219e+02	5.402888411775496280e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.988090340385232579e+00	4.474898502356349894e+00	3.131874211964923216e+00	9.604645151108345047e+00	4.924534280868909875e+00	6.507849602638420272e+00	3.936532924903925590e+00	1.709558143637424532e+00	6.216764426590247972e+00	2.490786448277554541e+02	8.856066360182769870e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.660366122750109419e+00	7.190552018293256076e+00	5.214834645954002923e+00	1.966457505741264322e+00	3.444184507985177834e+00	3.166487104029982014e+00	5.898505361255335977e+00	1.804940066403695198e+00	6.691361180139614007e+00	7.973684678271912674e+01	2.906410886234455049e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.392421792104600264e+00	2.967490634059987809e+00	9.922881136879597719e+00	2.330494584491195731e+00	7.910257099005276515e+00	5.361138296755379784e+00	5.923991836669161515e+00	1.375199689061742170e+00	5.983216481805554210e+00	8.733443767117734069e+01	1.125624010071422987e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.924982796729044709e+00	9.535934498812006055e+00	7.950854417009754371e+00	9.390703530577132696e+00	2.950705490718319890e+00	4.863442738616111427e+00	4.183000652158885835e+00	2.264526246171929103e+00	7.679570382089631941e+00	2.275736425443232918e+02	7.487078886842834891e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.842031529867034223e+00	8.109348137502728093e+00	1.238327140633799450e+00	7.502815375018240474e+00	7.340441914059038453e+00	1.777513771344215288e+00	5.069789820251645374e+00	3.707266903018230364e-01	4.056349075632462942e+00	1.166811806097591955e+02	7.933473385237722830e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.588350085946637513e+00	1.756249562223198613e+00	1.639355365845740486e+00	8.988653418651750826e+00	3.168791880964582752e+00	1.854662969809253159e+00	9.607965208095519571e+00	1.973730311759793299e+00	7.849711915647308302e+00	7.447414490786049157e+01	4.290726339511754617e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.890556972540431424e+00	4.765982862448630009e+00	5.230536077808097595e+00	2.790186130395319708e+00	6.638217215374315749e+00	8.480285409260870821e+00	4.456289779591827482e+00	1.906838290296289484e+00	4.927570489698645417e+00	1.560249429443425413e+02	7.571792078824772432e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.543504709444681655e+00	8.845337706574737169e+00	9.022216209188121283e+00	6.263647359002392001e+00	7.751348361743901627e+00	3.099063619602331343e+00	3.308747721076397585e+00	4.623617193039982198e-01	5.307263263546495580e+00	1.640619509873248489e+02	1.195714683175665094e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.813858933896321801e+00	9.507182839085594139e+00	5.883820021398149969e+00	7.336681973016505154e+00	2.989989363634603770e+00	2.657483259974328771e+00	3.146673043388521496e+00	9.776450167751581377e-01	6.858613950450410890e+00	1.290159212911595716e+02	4.337011908770436008e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.982800801720546069e+00	5.199390602977503661e+00	5.481856785104876728e+00	7.093071345911186043e+00	1.614892450004215663e+00	5.504728921490947613e+00	5.060113336882410273e+00	6.174562335278451997e+00	1.163820891672594726e+00	1.589670043460714624e+02	2.629619885758999658e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.659653637797593007e+00	6.475959822910871466e+00	1.876866507038503995e+00	4.702950638456990795e+00	2.150504921970718630e+00	7.956456437079546973e+00	7.872365460918889113e+00	9.514380277050706880e+00	6.812000638802216734e+00	1.901607441381256365e+02	2.819644448509411632e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.814974487324806596e+00	2.512486977655560061e+00	6.959623297551669197e+00	1.143711031454483829e+00	6.493858945768835156e+00	1.525059826369958627e+00	2.853097202629456319e+00	2.340268989358694485e-01	6.544081000607659959e+00	3.742805740410419446e+01	2.015020918913954873e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.932665222202876620e+00	9.929338004140758400e+00	8.522955124929175952e+00	6.241780259816530396e+00	8.703703975391990255e+00	6.173002136210711477e+00	7.470090465765897747e+00	1.763530840286529955e+00	3.905186296503801557e+00	2.711559852881511574e+02	2.671867010673097411e+02
