G	c	dx1dt	d2x1dt2	d1	d2	p	W	Fc	Fg	m2	m1
1.000000000000000000e+00	1.000000000000000000e+00	8.162091512082872313e+00	5.487410429393106526e+00	3.356543307058430514e+00	-4.988152024749894942e+00	4.340042902986618323e+00	4.262919311034094676e+02	8.566258750283321177e+00	3.102592767096322746e+01	5.930127922201322122e+00	-5.637746769608589226e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.513284192336831424e+00	8.418864434966957688e+00	8.108582005689591199e+00	-2.625004378728606369e+00	9.346713219979582377e+00	3.091016169495748045e+02	4.954063756003221464e+00	7.773282764878788775e+00	3.740160647279012096e+00	-1.138557988255156500e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.338857191288317594e+00	8.678657562496809419e+00	1.008364309638879952e+01	-2.107798119250105628e+00	6.342108501658739961e+00	4.685853604047588306e+02	2.247254865554413339e+00	2.817079922482732357e+01	1.461759374642750853e+00	-2.239829544365661701e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.102874119097513095e+00	3.887189557140842577e+00	3.180735140632572566e+00	-5.329650983207431914e+00	6.660364895558459786e+00	5.355210037112966575e+02	8.001726696242895898e+00	2.300016669597223284e+01	7.424104762065828034e+00	-5.493740175175941820e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.621535148923829439e+00	8.357729286359377951e+00	6.626685447848000621e+00	-2.638977475601584022e+00	6.347883589730569653e+00	1.060359439125401479e+02	4.257180783530153612e+00	-6.428594380112376827e-01	2.429147000319245464e+00	-2.215668532382878697e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.487747881458390431e+00	1.877331278584705387e+00	3.059566620260921077e+00	-6.929147488172992198e+00	2.775114140416911734e+00	2.286710641335309049e+02	7.105749043024794709e+00	2.580354503181616366e+01	4.286058738070678054e+00	-8.602782714241153927e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.769789179225280673e+00	6.416406637414478809e+00	5.940721174758444079e+00	-3.110866302805501249e+00	4.641051204032736521e+00	1.563021604993145672e+02	3.418418474903881954e+00	1.002284550577656574e+01	6.372403087184277837e+00	-4.164348724290735104e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.856838252202445583e+00	3.280264877570393534e+00	5.235230541942566873e+00	-3.135330627247598922e+00	7.498835962667185662e+00	1.513588749419048156e+02	1.677328823236950317e+00	5.729689369125250842e+00	5.977017407468754762e+00	-2.354268527540042122e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.343516040551019586e+00	2.164325818252775147e+00	9.369876547275143963e+00	-2.175358012668802132e+00	1.806285581802954399e+00	2.489063086671249323e+02	1.005287838069756212e+01	3.836630397392886493e+01	6.330077057683915598e+00	-7.246129730562230753e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.699368108553132473e+00	1.628174316387482001e+00	6.633907625504906314e+00	-3.052185659242085514e+00	3.703009352478590976e+00	4.302534683463223928e+02	2.607438116635109715e+00	5.310342644469734097e+01	2.213989458841064906e+00	-4.184987045277687584e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.272059839808930448e+00	7.261289295471599736e+00	4.280477565082692060e+00	-3.814228915016626864e+00	3.583418474445509982e+00	3.637626733634691618e+02	9.654867365729664641e+00	2.885147160177659131e+01	4.450019457434469139e+00	-4.795144751569417330e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.652819507196981785e+00	4.464579698412817876e+00	1.684072394034159759e+00	-1.508249162903743184e+02	5.159344949357680399e+00	2.642785855571712545e+02	9.743963900211033646e+00	2.398756200382072379e+00	6.260107528407194977e+00	-4.414673572602799823e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.734312290780492871e+00	7.825565900564725119e+00	2.646034627235426928e+00	-1.296273357364763434e+01	9.761521507390051866e+00	2.189447541462926665e+02	8.598985664526701100e+00	-4.922102139105701823e+00	9.583909476636737423e+00	-4.683567905882575211e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.478710382506065457e+00	2.131167296723995186e+00	3.181008022180373818e+00	-5.732033820618990916e+00	2.041285106051478060e+00	1.299663659565316891e+02	6.983063528454757751e+00	2.715084652612029004e+01	7.741006467918921885e+00	-2.237374599048775448e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.975436792160212285e+00	3.899264514159086925e+00	3.463007752564282615e+00	-5.143385136133573177e+00	5.762523304502619403e+00	3.524928293879418675e+02	6.278343774460868332e+00	1.804279013402220500e+01	9.410408131248757968e+00	-8.834199507439897125e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.101901292858059378e+00	5.611494756182717758e+00	8.550997930745600328e+00	-2.494499634478637429e+00	2.481947461661929033e+00	6.141702990372372284e+01	9.112816456034744661e+00	-4.906946824324985634e+00	7.363211333048401919e+00	-2.738740401664918611e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.239348149071470395e+00	7.993975261478365901e+00	6.100411837153715489e+00	-3.176477966591861435e+00	9.761248062137081405e+00	6.377186559716132024e+02	3.468443056283799564e+00	2.660922663264778265e+01	6.756198061659688392e+00	-1.150856460836409551e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.492219605024030837e+00	3.538382776338196312e+00	5.728016001427775450e+00	-3.043996986308312280e+00	1.681916355180686384e+00	1.452406190961899313e+01	5.199881823087332933e+00	-1.905102534332304920e+00	2.430037488446632477e+00	-1.386106032561194912e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.911886002371472770e+00	6.846381687667428828e+00	1.992012582857509706e+00	-1.236060563662351797e+02	4.549534265321939941e+00	5.211141884163797613e+02	6.796975299834686624e+00	4.208370628276964709e+01	6.736578026929633367e+00	-1.113057768859928842e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.452124293939066391e+00	8.810822543963215736e+00	8.788330224380176858e+00	-2.848466856969634975e+00	7.757345456669729522e+00	2.795596595174664003e+02	5.038126075540993121e+00	1.018874525070222248e+01	6.270568568530284992e+00	-2.664103292964508096e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.093199274790381814e+00	5.692908210481984810e+00	7.852210743743881061e+00	-2.832181593190834956e+00	7.506549684317690208e+00	6.116735824581968473e+02	4.203237474844300436e+00	3.372461180531032454e+01	6.240826545369219325e+00	-1.306165212507484630e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.693766734709695410e+00	3.781953666708864681e+00	1.905790402211363421e+00	8.286472077128019365e+00	4.693539625032826734e+00	2.191310426125617425e+02	3.771932183707293440e+00	1.722856218034612752e+01	5.162070731020498293e+00	8.000601374722884351e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.766573750573900092e+00	1.060889879873820218e+00	7.044224738806079245e+00	-2.654409159858142964e+00	4.858696273418124711e+00	2.731489124197972274e+02	5.806184159402152822e+00	2.156155890290652621e+01	5.518593077617519604e+00	-3.582898655160004497e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.970637561085712974e+00	8.670506613976058929e+00	6.163896232744813908e+00	-3.290909305411383823e+00	4.531900151718317282e+00	2.945984799704393708e+02	8.621447305636314340e+00	1.933664607314322481e+01	3.334010688152106106e+00	-3.239224414145100983e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.653038506844238587e+00	1.656396509694498143e+00	2.064382041625772324e+00	1.292997675193273821e+01	2.924197516529424501e+00	7.718086458961775520e+01	2.562467872713876105e+00	9.592048399550678894e+00	5.709454485602522666e+00	1.951071467037272855e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.729764490998796589e+00	8.536230499915753001e+00	5.082968248393960664e+00	-3.129803712547178485e+00	3.176389990355521942e+00	3.193763179246975028e+02	9.590764752899964662e+00	3.890366328794798534e+01	2.841660718790138151e+00	-2.577259458844288753e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.992914525823306526e+00	6.076589988456930769e+00	5.502639966557056006e+00	-3.084267543725019767e+00	5.511687681473760314e+00	5.212304847099063636e+02	7.248744387282538781e+00	3.303683720702656501e+01	8.862230593047748073e+00	-3.791377233716171635e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.490646575629968495e+00	9.288207599757264177e+00	2.628356113227319213e+00	-9.946549423383453714e+00	3.479514728536966750e+00	3.927352267780557327e+02	8.651627536421484521e+00	4.065279618461246969e+01	2.805400312519415795e+00	-5.978272716776601436e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.069748574360508186e+00	7.820825108262008385e+00	9.276622346317930479e+00	-2.248800527302641683e+00	3.461315413566060428e+00	3.894264166908309903e+02	6.265265464753154490e+00	4.114941530877160147e+01	1.628477762593053546e+00	-6.100027041621870760e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.082377106535135525e+00	1.045586566830333553e+01	8.544326863933696004e+00	-2.489948873401389928e+00	7.017271188264518678e+00	5.137377083385250671e+02	8.200597618202076333e+00	2.392770635171481430e+01	4.596847290797740904e+00	-1.994279452302491484e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.255677485151508677e+00	4.413172944279990517e+00	7.228486665391684163e+00	-2.882666487660941357e+00	1.015505312833381524e+01	1.089989794396432899e+03	1.054351898087354966e+00	5.450156369962407155e+01	6.898357458650735019e+00	-1.033754133694471909e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.868131704673753557e+00	8.160600038188146499e+00	5.023772169246119468e+00	-3.241735000517265597e+00	6.487310549442685037e+00	1.072610807813635176e+02	8.393823536053593770e+00	-5.238479020090537119e+00	5.062540156099848865e+00	-9.687542412662446534e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.790173592955910387e+00	4.719644473391976902e+00	4.975208301938652156e+00	-3.133941176871129386e+00	1.294923015002233280e+00	1.430099897355651706e+01	1.235731922391009485e+00	1.354354969131298958e+01	3.352714123450049044e+00	-2.994439470830059236e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.665145154676266781e+00	5.485525364638783152e+00	7.219041354056233928e+00	-2.249820245772149008e+00	7.455374127680518548e-01	2.412633380253422288e+01	8.637538282163603753e+00	-8.681151799416932491e+00	6.040277906399994734e+00	-5.392721153742126461e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.095777990833792792e+00	6.304814820203189285e+00	6.224634689089243444e+00	-2.927248288314286739e+00	9.666897253844457083e+00	4.412155406615492552e+02	1.018742636568531168e+01	5.646799983833883374e-01	4.643482362383765327e+00	-2.806141602765286347e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.262549342861196244e+00	8.894139459092453848e+00	2.107047506302555107e+00	7.211471794074211239e+00	3.408761102987334812e+00	2.160890468200477699e+02	3.623712377738488755e+00	2.017109094693756433e+01	9.290444337429301314e+00	1.216698146123087465e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.397049420338954739e+00	9.598408558846657002e+00	5.587474237710751801e+00	-2.956724076095386344e+00	1.801613751280099596e+00	7.829007117166906937e+01	2.483634555641172081e+00	1.503988507534083041e+01	8.786246706356804381e+00	-1.112924342168644554e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.374385071738476682e+00	7.528116098493467412e+00	8.306554689104068245e+00	-2.634283985162565678e+00	6.172409233735272949e+00	6.775719961336059214e+02	8.034507087015571258e+00	3.294006225924342601e+01	5.760951684747156243e+00	-1.721322498224028830e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.209603172338931998e+00	4.874210909162968619e+00	5.221688380494496684e+00	-3.035246412169886554e+00	6.374404447449038891e+00	3.245708181925895133e+02	3.216245165637551029e+00	1.914855161673130013e+01	4.037177157807843919e+00	-1.194946116083876325e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.527603777144013630e+00	5.114361337791954121e+00	1.450934385238264124e+00	5.722378544373056819e+00	6.629407570486887558e+00	2.979645090812052217e+02	8.229079203525753172e+00	4.227911563521475458e+00	7.165399805979280501e+00	1.275506564641441853e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.049751961092124652e+00	7.531603686123910180e+00	8.226189958229111809e+00	-2.584764295872018725e+00	3.223950565419474668e+00	2.361406275789626079e+02	1.551451740995384743e+00	2.945424805434303295e+01	1.447723008079091711e+00	-4.058845076287669051e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.316305814611166358e+00	3.090021272984168288e+00	2.339840422327099656e+00	-6.990413908297724355e+00	1.346099001392467853e+00	5.504609209372077316e+01	1.942787145921773817e+00	8.062190738207398510e+00	4.999198077611083590e+00	-2.529569369449854221e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.552777319094296615e+00	1.677681554922887175e+00	3.384158317699986096e+00	-5.328424966843092747e+00	9.840405790763723459e+00	9.517529715500847942e+02	9.869696410766016115e+00	3.192138056722458828e+01	4.147969265754659851e+00	-2.143617548081058755e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.736174962307944325e+00	4.193606925386600182e+00	2.102070920391819975e+00	-1.014068407784651704e+01	2.931072559350612394e+00	8.024616932538873471e+01	7.279165270258996401e+00	-4.304440495587686044e+00	9.808002554342396095e+00	-1.034281100768239980e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.657211803407108164e+00	3.796572009619409105e+00	3.706172065079531563e+00	-3.984310228617144567e+00	6.794151468246247383e+00	8.212606568210914020e+02	8.827272024824626584e+00	4.310062297297324108e+01	1.059482965302987134e+00	-4.406767420876332025e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.823749565166047581e+00	3.886942683853375158e+00	8.013101657502225805e+00	-2.841414240429485538e+00	7.462285290129380577e+00	6.948808177197396390e+02	4.083152555411015960e+00	4.107910561416988315e+01	6.272484941144373494e+00	-7.692517035678161919e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.951835780474952209e+00	3.254114758714988120e+00	5.619500215816425559e+00	-3.322973049499193365e+00	6.774946272247488466e+00	2.156986517685158447e+02	7.078995247578323990e+00	2.978996306482828871e+00	7.328987077595940036e+00	-7.675956418218650157e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.128801803457000208e-01	1.206817264921278277e+00	3.036530671756939803e+00	-6.602519097818358773e+00	4.096888327754091286e+00	7.012887545350938012e+01	6.817221933644062482e+00	-5.300557284531301150e+00	4.948371512799070615e+00	-4.782711195267145499e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.974936827264787809e+00	9.800269538055597085e-01	8.839518126391906705e+00	-2.911818067151213718e+00	3.168410176145041390e+00	3.058645072458110121e+02	6.618959190247608149e+00	3.489841289083277331e+01	2.322010187525077818e+00	-8.976619840254544680e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.364610919509197551e+00	1.011074945830391236e+01	9.221696196760639452e+00	-2.516194073921685703e+00	6.646790249897899017e+00	5.577180380571754768e+02	7.203281958763188442e+00	2.963597154806024747e+01	9.836588944750403130e+00	-3.219915604734420733e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.818398726063832349e+00	5.075822026294450673e+00	8.769199812741101496e+00	-2.410226239256497927e+00	8.314079980235931089e+00	7.915834574348831438e+02	6.332541354721752391e+00	2.968596243130352619e+01	5.836738187707146253e+00	-1.107718449388418458e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.295137100272150121e+00	4.411098075421527653e+00	2.609446966067149987e+00	-5.366720172493766761e+00	9.465689084092513639e+00	8.710233918677710108e+02	4.752885176314705085e+00	3.604144469630497127e+01	6.843686309063149231e+00	-1.813791047722897454e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.607649700790091396e+00	6.998282505172093160e+00	5.123381064821782793e+00	-3.387748597604782308e+00	2.084975088906220630e+00	3.095488853506618909e+01	3.467714104368809558e+00	2.442654192374966726e+00	2.984703676713428067e+00	-9.259871201907849958e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.513268191436522692e+00	3.288963858772642190e+00	9.266122495191002173e+00	-2.767748453314820889e+00	1.830789910943408261e+00	9.448285110506409978e+01	7.350217220494661419e+00	8.804736965182577535e+00	5.577819630140966822e+00	-8.655181634811555114e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.062378352850112506e+00	9.449528135845499222e+00	7.547041359931720095e+00	-2.550715753061092439e+00	1.006909734255597044e+01	1.922532278494698517e+02	2.931122151541746490e+00	6.228707085175471114e+00	5.047104669178223979e+00	-1.555578764458358521e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.353506276981045531e+00	8.284591987066830754e+00	1.000740637142489176e+00	3.543581306921077978e+00	7.987912015323951564e+00	7.980873657497049862e+02	7.710489676859462627e+00	3.812292564127047712e+01	1.318885938349647180e+00	4.738755658384111169e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.607497504454572734e+00	1.766635025271148463e+00	1.308630290762817561e+00	7.562707131114110304e+00	9.122068190350901773e+00	7.044669922753469109e+02	3.140405020274615655e+00	3.360241580158267283e+01	2.370468698246966710e+00	6.314842988533499180e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.810596119968266748e+00	4.466847579477915886e+00	5.024903359457637109e+00	-3.154541876925715194e+00	2.562490710600863419e+00	1.305177998927380543e+02	6.657041830323913167e+00	1.080106164462497631e+01	8.895736307586892266e+00	-1.370736802176679925e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.820512612002476160e+00	9.360541947343810065e+00	8.895285080132309119e+00	-2.228815139120820632e+00	6.269839315601385188e+00	1.230387195714140489e+02	7.995671624105521680e+00	-5.656034968066334656e+00	2.806244352033646194e+00	-5.253968817118112034e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.791892777891081590e+00	9.535984907574107439e+00	5.460157145850147664e+00	-2.969127938348732343e+00	7.524198406314231313e+00	3.178919574898474139e+02	3.065877819865188592e+00	1.582138820353811148e+01	2.809564817503010126e+00	-7.693227062481095002e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.580826870891347546e+00	5.008914627200832470e+00	5.905986555359354462e+00	-3.231647656230946186e+00	6.817137542856070098e+00	3.668083190358931347e+02	1.325292894578728342e+00	1.969887060680390789e+01	5.480815803795165309e+00	-7.429988539933325697e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.160609613080029412e+00	6.133839072854666341e+00	1.762039406223843585e+00	7.705430071093222466e+01	4.624516481544391766e+00	4.237484198345317168e+02	2.185206751820893967e+00	4.100141495132921676e+01	8.307778712320571302e+00	3.114031496634441343e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.732339739404371137e+00	2.144481742316893591e+00	6.295144858190747428e+00	-2.967488252539901339e+00	1.384966508216772141e+00	1.145199182115364209e+02	6.144798738463100207e+00	2.749712900096559309e+01	1.170575072815874584e+00	-3.108353750699959783e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.329966442292967344e+00	9.816789428969345366e+00	8.299285175583547058e+00	-2.894391075661846280e+00	5.841794316988267788e+00	6.441427658198596191e+02	8.695023956387281316e+00	3.545205544091248129e+01	7.179446215398183284e+00	-2.064644928067667362e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.109710797439080743e+00	3.620534900556263924e+00	4.113261421350124181e+00	-3.481813434791303674e+00	3.367890838146320842e+00	1.919353072599472227e+02	1.176812372671142581e+00	2.985666350481730191e+01	2.025031408471142491e+00	-4.576267282635870792e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.138868585332591277e+00	9.321957715495571506e+00	7.736182517117550894e+00	-2.753090653582181080e+00	4.577326880094577000e+00	1.378666021229259684e+02	7.860179949524275678e+00	-1.974574968337630576e+00	1.530711629956005071e+00	-1.997808020053870870e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.133158094158877027e+00	7.249440673416128078e+00	9.876403072626072088e+00	-2.586470220305637113e+00	9.362759298188455759e+00	8.523593866596407906e+02	3.932905105758055520e+00	3.544385039873542809e+01	1.855298877885779518e+00	-2.614761694615864301e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.116053720762192114e+00	6.433258217279062663e+00	2.710169619816081177e+00	-6.926796437278168739e+00	4.454740399316443167e+00	4.136030127425241290e+02	5.082149368572648207e+00	3.624405550886497451e+01	8.453712582228581240e+00	-7.140345653480637544e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.373799552217960240e+00	5.285650420714868680e+00	5.391754840383626401e+00	-3.176254203215369554e+00	8.697217926788697540e+00	5.893778567184912163e+02	9.329006451893151919e+00	1.975778587056966629e+01	2.030222753990292173e+00	-1.104736055898023067e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.663569635176370021e+00	2.944400932883914024e+00	3.707444438912281370e+00	-4.233833512612490857e+00	2.507183724547912718e+00	2.697169741726366965e+02	4.087257050151106519e+00	3.983000288720215565e+01	1.268431230224765782e+00	-1.060669360490761881e-01
