G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	Fg	Fc	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	1.016010849256991921e+00	2.555991319386894833e+00	1.341953537278725905e+00	5.687181615364872656e+00	-5.519999933136597647e+00	7.036292193393632877e-01	-1.029956389442412135e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.472242843644504973e+00	9.514808710225180377e+00	1.518276358590739283e+00	3.347837084831347454e+00	-8.885292492464648362e+00	3.493967011303145576e+00	3.753902862073830615e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.071845569844160906e+00	8.793995096593491212e+00	9.083584199133092341e+00	4.304920405744740997e+00	-8.700281525472789212e+00	7.315886204226664802e+00	6.704953766327511389e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.454511391601565951e+00	1.129562482235565657e+00	2.425649166372812360e+00	4.724326223933761781e+00	-8.080716464665245624e+00	3.031929871768235252e+00	2.168185123460204977e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.011782961877429887e+00	7.155846583297945429e+00	6.544565584791991242e+00	6.674689668455694225e+00	-4.486328885415654888e+00	7.435502555751831721e+00	4.487895788611912629e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.899701948880608615e+00	8.805710878821461307e+00	4.362058887306151433e+00	5.811955577080111013e+00	-7.926275893063401412e+00	3.669069204115022131e+00	1.888945214089053026e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.601326456275613097e+00	2.039331777633609732e+00	3.746500063502451461e+00	7.442413370026254249e+00	-5.183966876459293438e+00	1.004531658747028011e+01	6.415920519699437108e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.128728187833975660e+00	6.288784311242517688e+00	9.808054360983073039e+00	3.953538360384329042e+00	-6.824266902310712091e+00	9.802579948506332741e+00	7.101620713614108737e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.125983889533614501e+00	8.790075687666242032e+00	8.838039580505787640e-01	1.072458117620798346e+00	1.627490300608967999e+01	4.077612490882945195e+00	3.233764685835575747e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.288025004048551914e+00	9.682128583436190317e-01	7.093427235049770019e+00	7.905111779868223998e+00	-5.289323924271161381e+00	3.325198022813069088e+00	1.430116342497927517e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.036864885960000926e+00	6.060521715176084179e+00	9.343779972000220368e+00	4.393994849825955562e+00	-9.293490655092163877e+00	5.371766000670176844e+00	3.089074913247452869e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.111190453062998351e+00	4.754392051704601663e+00	5.114160856254100551e+00	4.794026991514434677e+00	-6.978671505958336851e+00	1.959362655116299035e+00	9.520573217420362777e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.753087475959215880e+00	9.843517136173570492e+00	9.540855204281225355e+00	8.016757745122292889e+00	-5.347166975391473898e+00	6.789970020571957754e+00	4.243324747649531048e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.983790519272536912e+00	9.464255896104608823e+00	2.086077761380935591e+00	4.227276034571507246e+00	-8.595128858777854930e+00	7.422277215828767538e+00	7.019805540476089512e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.995506114543227127e+00	8.998225672625412841e+00	4.734875343234574707e+00	2.095739383041523851e+00	1.154007010586971482e+01	7.419015005828266673e+00	5.992904154757361823e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.026211296922026506e+00	5.273985557489960563e+00	2.523299891987998755e+00	4.574878333060580005e+00	-7.064203350836447015e+00	8.014574415543085806e+00	6.891459485366350890e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.469181721399182461e+00	8.749185966602004427e+00	7.637613655232149412e+00	9.705338424088195026e+00	-5.402982252059097767e+00	6.217718795177772151e+00	2.895250928471012841e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.208692516480306622e+00	7.891104514650097101e+00	9.414263795451590866e+00	7.183080087384536405e+00	-5.893451354401469722e+00	2.124741255968709552e+00	2.571082696956616065e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.684950266942306207e+00	2.453001232149064847e+00	1.862371133620812858e+00	6.736531762716676752e+00	-6.806502933120274434e+00	7.699493991792500047e+00	6.636668916875599677e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.951674990367352258e+00	8.167575049201923676e+00	6.842910237379031813e+00	6.389710775188954806e+00	-5.096271094487990538e+00	4.025158064511517253e+00	2.105019355660102676e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.236969971532030144e+00	4.633391094541532418e-01	3.068725862381673775e+00	2.980152156649551465e+00	-1.378316836633684694e+01	6.775173601241754717e+00	5.906623534997600622e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.179510889207960656e+00	6.461770243544479264e+00	6.738260216108145073e+00	5.815801296818182919e+00	-6.445347911874048208e+00	2.756821503868438050e+00	1.815751087309145584e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.522782041485530424e+00	3.169149089090871119e+00	6.145466347164884269e+00	6.924390624681595163e+00	-5.144221070982277766e+00	1.033775995585450413e+00	2.026847137602746374e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.828609454212072549e+00	1.543688588468163925e+00	1.010747196822144645e+01	8.138817225037233705e-01	8.631937173161794874e+01	8.746077676142624213e+00	8.901560727867630973e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.947290199299153812e+00	1.395181255942011145e+00	6.992228841473438372e+00	3.357900539717509236e+00	-9.186059377480335186e+00	2.702924044648073565e+00	2.535531116599112345e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.887017251106551718e+00	8.247406531999407875e+00	3.436265071079416700e+00	4.044908205751867492e+00	-9.765788257667518124e+00	9.664486068549797082e+00	8.740032637986876907e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.463262405689977008e+00	4.490090741517712480e+00	2.922377752657804528e+00	4.915982153990501757e+00	-7.379066632080450994e+00	1.084875661112373102e+01	7.032826069815471648e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.856087831666068944e+00	7.271305679977378311e+00	3.061013589194708118e+00	9.190316523781440594e+00	-4.706230827464116473e+00	7.466686263322003470e+00	4.317438894531131055e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.094281392691899946e+00	2.863259740031940392e+00	2.825143991891966966e+00	1.650339199260058676e+00	1.743260358151630385e+01	7.738947487988881768e+00	6.179564631517104445e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.697890336627527752e+00	3.171738115842501315e+00	3.635088917713027890e+00	4.730185488872077570e+00	-5.236087396078302980e+00	7.056664918983808654e+00	4.904751068253222712e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.100774037144120587e+00	5.403306897151093580e+00	8.976390122706705554e+00	2.954738556477489286e+00	-1.662973454927245953e+01	9.490512669795075240e+00	4.294009178702887120e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.165344283684764726e+00	8.055027725615982348e+00	6.862805758727891892e+00	9.568757135855079810e+00	-5.053237979552467785e+00	3.732848561789602115e+00	2.841552386708944944e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.758021079865433212e-01	3.017049454636558270e+00	5.627081753790596608e+00	1.975324268250830517e+00	-4.095785608116299841e+02	5.024912013419638335e+00	1.422059586431551725e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.623437859172012665e+00	7.628999261715731173e+00	1.620876191059155591e+00	4.863660553007101761e+00	-7.611271239352898732e+00	7.269577146605894491e+00	5.543534270977821699e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.213816909455915027e+00	9.075690061662323060e+00	8.470697215002173763e+00	7.752311993152450675e+00	-5.588842500078030184e+00	4.269608429373143998e+00	2.790530170511867691e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.594333349854869297e+00	6.103307837732049990e+00	8.000508221810498810e+00	7.047985722237126716e+00	-4.923076380932513096e+00	4.994831106936901577e+00	3.957303293576155401e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.318104082485725748e+00	3.345746125190168119e+00	5.489297202874900972e-01	5.364091163933428774e+00	-5.699099475381650848e+00	3.948732731714940325e+00	2.908763724710166532e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.751119946036416408e+00	1.300860173176396462e+00	5.715636364375333400e+00	4.550127026469627189e+00	-8.292412078011771825e+00	5.592536228894102734e+00	5.558605460858911940e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.140317961286238635e+00	8.661407727067697238e+00	6.385617100197908513e+00	3.618024764817093786e+00	-8.364700966354455147e+00	8.806621487265006820e+00	6.724828600723630423e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.777445770567273264e+00	5.191088905000932341e-01	1.887266111297400073e+00	3.253847367933800250e+00	-1.013932176781926309e+01	3.217830830896134309e+00	1.848977721020557574e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.668469145336345605e+00	8.073327987334399936e+00	5.134900580923929425e+00	2.263196651376992552e+00	-1.286211958245712061e+01	8.902880073644073633e+00	8.330342256443131532e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.304248435995722488e+00	6.976985663531261039e+00	4.641389225757957426e+00	4.660909824214248154e+00	-5.078928808763797598e+00	7.452413948838925606e+00	6.206837307427438333e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.974043439993550919e+00	8.699061805044989271e+00	1.547829315667583749e+00	3.706491720922580058e+00	-8.817720957625105882e+00	7.195318868866950268e+00	8.141673840797370332e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.592745905417741525e+00	9.133653783628751910e+00	9.160918471211278558e+00	3.360193108454257338e+00	-8.227336038220959935e+00	5.434246781497530598e+00	5.375146814654804039e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.057780671537061679e+00	9.511454319355719278e+00	8.849493770062933251e+00	6.833516916350862225e+00	-6.166531227658692771e+00	7.766536477377359304e+00	6.390606653188831032e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.240961353245259247e+00	4.595913761801039499e+00	6.697767146947565919e+00	9.354310393372374577e+00	-5.556342352707527965e+00	1.340443311359570622e+00	1.381428649873672532e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.888693351933421916e-01	8.163622276968018454e+00	5.657664015230216670e+00	6.633124680104326210e+00	-6.642256723713681588e+00	8.838935035266180407e+00	4.037926807569852450e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.228532191450145916e+00	4.987561006636260785e+00	4.179091546967164561e+00	2.060029836192845742e+00	2.162194304880259565e+01	1.406362927335437218e+00	4.644619425668625179e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.929006092997649358e-01	5.726111520511107500e+00	6.571996947960408342e+00	2.855092955183532677e+00	2.159804366187469782e+01	9.317842134789135145e+00	2.124584601961680086e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.423720353426992880e+00	5.751010114727956868e+00	6.297169938299750136e+00	9.464840826312329369e+00	-4.030084022059875259e+00	9.840196603870920100e+00	7.566003489439030893e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.922923169480294181e+00	8.486832220536530969e+00	1.352338612067098378e+00	2.891534352982692901e+00	-8.555770571769155453e+00	3.867071364830201752e+00	2.822594253712539469e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.991224382274396909e+00	9.095684833423140603e+00	5.431772598910908911e+00	1.555826297694142379e+00	4.251382755289514392e+01	3.084550045255863626e+00	1.862421604591609992e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.464154300704398892e+00	8.019771848446717755e+00	7.902320659216812260e+00	6.849946616605201655e+00	-6.496600280298463481e+00	7.611009387056174802e+00	7.382228231523352946e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.908363172561269305e+00	4.023703977418460198e+00	4.675446708613849367e+00	6.194577151172590668e+00	-5.805472051762780694e+00	3.083663502663334555e+00	2.259780314658429212e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.394597469249161392e+00	3.690125621283693924e+00	1.663173592979616311e+00	6.034212066914856010e+00	-5.525566966736158214e+00	9.116947594303779212e+00	6.469062246651950510e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.846998300405754634e+00	7.506128369055121929e+00	8.343589550430397850e+00	2.999631110929141364e+00	-1.061300505307698216e+01	2.912618118953047563e+00	2.072655748411654564e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.072494027616521794e+00	1.920049227474796227e+00	2.937697491887334866e+00	8.472651645715130186e-01	5.842183491912804172e+00	2.790944564089698154e+00	1.056050089248897095e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.711815542334496953e+00	2.138207107479316083e+00	2.987352394856633175e+00	9.099048657035799792e+00	-5.309157348887966421e+00	9.197340366576350235e+00	7.880032294438266582e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.696866580933901858e-01	3.491960529009078940e+00	2.371100374155729273e+00	3.375765611809605105e+00	-9.814140815297601961e+00	6.451451570574452177e+00	2.673943645337082398e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.514202320763605059e+00	3.117523314410117319e+00	4.853155154660551140e+00	7.041458862450168610e+00	-5.580399361418872495e+00	8.330229414798672849e+00	7.825921321030535616e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.576937460988238726e+00	2.398142157458575952e+00	7.026090828950361633e+00	7.787165924750384605e+00	-5.304596830154489240e+00	3.972846337392519800e+00	3.831034013493193502e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.335808604978584668e+00	4.020447321301188204e+00	6.715796188338419626e+00	6.248706082443900911e+00	-6.225795488318230042e+00	7.114638681773819862e+00	4.335862889591081348e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.517659421715956025e+00	5.649963739911390004e-01	2.898993294138291876e+00	4.118267960645598080e+00	-8.622901571467373572e+00	7.023750655368356632e+00	9.963368647313546322e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.364137361930859882e+00	9.583658540302704143e-01	8.801011184229583506e+00	3.173381617877984784e+00	-9.149886621680185073e+00	7.133792550557195078e+00	5.133029622819905491e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.731729027077058447e+00	8.892729425317716263e+00	9.442658986786096165e+00	5.767512959528457550e+00	-5.910086775126733194e+00	7.145878154315195019e+00	6.238810659922344293e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.889744519335019746e+00	4.385063182966651318e+00	7.693733543657178764e+00	8.500904055529954206e+00	-5.876416901282587091e+00	6.054207421084580432e+00	5.264548312692682863e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.719436339611684517e+00	5.433505560789614997e+00	3.911330269774122126e+00	8.644574775979796399e+00	-4.993157621229400434e+00	5.143030409578851270e+00	4.793332729867746167e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.083311992337823604e+00	7.282316480923254787e+00	6.086925567498482792e+00	2.921180500882888165e+00	1.670098964426225336e+02	4.062424470083835892e+00	7.979385956550789638e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.657197480420220081e+00	2.561717796455098561e+00	1.046564761536221333e+01	2.470597973343026776e+00	-2.346401248382005633e+01	8.218141432370797972e+00	6.215728340577448385e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.104955665004296650e+00	9.530639421027782276e+00	6.787303566578814618e+00	9.072042718311985610e+00	-4.337136003394702399e+00	2.801391119112506267e+00	1.451431469357604254e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.986060348896883099e+00	7.765257396255806910e+00	1.666453619370731998e+00	7.424384097066090149e+00	-5.462149137221663509e+00	6.897697271180230238e+00	7.023916336863226029e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.103415355101542872e+00	1.753284012024006966e+00	2.495704366445873124e+00	7.620416268129782011e+00	-5.497854386853575193e+00	2.495055340451695525e+00	2.296419584796756119e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.959289531642108617e+00	5.172052733890749820e+00	6.027234511188966692e+00	3.600162960638725984e+00	-1.385678188117990750e+01	6.733362807878832790e+00	5.129552553803269355e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.473671321109721877e+00	8.727869801480400369e+00	8.405484034666354631e+00	7.011796474341687180e+00	-6.196890421998375587e+00	8.063114671292812119e+00	2.472027706822110815e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.289241331934759760e+00	9.624972883234084620e+00	6.409513005930815410e+00	7.368472820166386050e+00	-5.186298147403286762e+00	3.368691348382695683e+00	2.262960699839435375e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.102409520164886025e+00	5.338179728675616964e+00	6.471763977067013229e+00	7.293943904428588532e+00	-4.903188335133317644e+00	2.166847583092164076e+00	9.982802437090705361e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.937778197302154837e+00	6.339262596804937644e+00	1.965533243059107926e+00	3.987124188274848269e+00	-6.208107771607739522e+00	2.985080617527911429e+00	1.735259567441977735e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.711749937382972320e+00	2.093898420159041152e+00	6.108889946331581555e+00	4.916719629538489622e-01	5.025930792339670106e+00	5.705036084853565725e+00	4.693612268787766162e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.971785872905758907e+00	9.628349959175549699e+00	8.856481536058478099e+00	5.327524382874021747e+00	-6.207908846507366185e+00	8.865489648803647427e+00	7.850254268450656880e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.880434111560362886e+00	3.474012954992443447e+00	5.005683717025684487e+00	3.190721648193382887e+00	-1.052616340876481260e+01	1.644233745460324192e+00	7.003519687001835692e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.902523625470474711e+00	9.919856568841829869e+00	7.903640762576812584e+00	5.626666519094462693e+00	-7.843278344940937785e+00	7.567083106572504825e+00	3.492634264470086514e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.517146743172220980e+00	6.213847132770281334e+00	9.022813890219280708e+00	9.410780674460831108e+00	-5.811066257856987605e+00	3.620672838168946139e+00	2.895024346714007102e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.929286955093235889e+00	6.324438718463196274e+00	3.376053679997229384e+00	4.779538666415872328e+00	-7.109092022856325244e+00	6.093637674908959134e+00	4.204055543772701853e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.049633174948368719e+00	5.195334437726041088e+00	5.285457214703338735e+00	9.088093995656036483e+00	-4.979899779360715151e+00	9.039128318058068601e+00	8.015145401918760015e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.387836254112180256e+00	3.521054305627798531e+00	3.803642636251263198e+00	1.817678779416599832e+00	-1.516923962961698535e+01	2.793462704868747259e+00	3.667608295045168276e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.007239416743733074e+00	2.326614700149431059e+00	8.996054934591143137e+00	8.051218332800265998e+00	-6.077262028411366757e+00	5.198965679129181616e+00	4.503081771110563736e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.894902438659416433e+00	4.208784078326484490e+00	5.282409784174298295e+00	1.041956356498311997e+01	-5.337252520634407027e+00	9.935786298430558938e-01	5.115685625420587357e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.283188943274727656e+00	2.799164071674660637e+00	7.212477407278650610e+00	2.195227331192368680e+00	9.225908331421923947e+01	2.746266506476449099e+00	1.463353122714243781e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.926531557340032341e-01	8.673823296661907989e+00	8.067160041518539160e+00	1.575126542649971206e+00	4.406404484980870784e+00	3.594058065696128956e+00	3.709908243900160718e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.238471733631159033e+00	3.586683524843817139e+00	4.463983801718740096e+00	5.427925190069767147e+00	-6.321215561389934123e+00	1.084395142125002209e+00	1.001656503426809008e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.011082866005216019e+00	1.527105304104801275e+00	9.519798233020363654e+00	1.992046307187108622e+00	4.325779374736023897e+01	6.575151987816691523e+00	1.645442008217352647e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.263603006757340275e+00	1.006471036130185404e+01	5.371328427888295565e+00	8.508639627724221555e+00	-6.121927991401881819e+00	4.724068904998239837e+00	3.853431046664737458e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.439886395723916745e+00	8.379231942188020810e+00	1.772788787894708395e+00	8.985895929070883525e+00	-5.295160813014915036e+00	7.140967818549322388e+00	4.803997387711236300e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.205219796164166191e+00	9.361087517410780379e+00	6.277921879831351859e+00	5.156184493145265613e+00	-7.616688788401906329e+00	2.939757213913805955e+00	2.315550510984157651e+00	0.000000000000000000e+00	0.000000000000000000e+00
