G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	Fg	Fc	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	9.351229177538296966e+00	7.838884471513346774e+00	9.832845819491346617e+00	3.423219463176361721e+00	-9.118091861106819351e+00	6.206615806574446559e+00	5.366287884304986378e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.887634504763612497e+00	1.008033933484642297e+01	8.834421667699283276e+00	6.832991582907731676e+00	-5.455406668802115000e+00	8.047206325554942197e+00	6.521168598370261194e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.958482837846423408e+00	4.387459689118403006e+00	7.079195943546491954e+00	9.978783505565200329e+00	-4.734157949395327414e+00	9.344463722021747465e-01	1.152286516815306916e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.748694045976308731e+00	7.878227937550632554e+00	5.217437720090330799e+00	6.601549084987850868e+00	-6.311795978309747035e+00	8.397978901368114535e+00	3.365498250237952682e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.859556922538500245e+00	4.961816338011445282e+00	4.854485605291982253e+00	1.697033457111696508e+00	2.194704624622747247e+01	1.195894905400895825e+00	9.059267658097586162e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.039649286338614420e+00	5.930504225247716477e+00	6.673406668786469709e+00	1.726502648106875704e+00	2.097503405076710692e+01	8.795765349445400005e+00	2.962754719838843975e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.893661849732554359e+00	6.743056133972823218e+00	5.711819224106367443e+00	9.566126152353175982e+00	-5.431865819489652303e+00	1.024468646596197807e+01	7.537639147000321671e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.810323201242911573e+00	8.798119226928061920e+00	1.953987692722829905e+00	3.558916897849182526e+00	-8.812226037850553695e+00	3.859821822336673147e+00	2.972046177600468297e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.460719434880386913e+00	1.012850659603235037e+01	6.127255968444512035e+00	1.827918981812346244e+00	4.272204295493530424e+01	2.887073404815436284e+00	1.871252340257747449e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.712769556127916815e+00	8.148688730976738626e+00	8.001184297385174560e+00	6.524256779770539083e+00	-5.657622871393428454e+00	7.927580167823637503e+00	7.312869424379255356e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.050544711198056369e+00	4.059268594938019170e+00	4.948461193261310953e+00	6.578690851540167195e+00	-5.709883053275511600e+00	3.274949891854520789e+00	2.776895919131606938e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.309234576150566376e+00	4.791452103770597049e+00	1.783039844003237118e+00	6.950161368787585836e+00	-5.932738061511472871e+00	8.922697153152522986e+00	6.128518748974970620e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.113983122723542607e+00	7.528479795452814649e+00	8.223799364453862282e+00	3.180158139596430011e+00	-9.050948994851808038e+00	1.707841135897089524e+00	1.502487067828885081e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.368246978459732865e+00	3.259341087370149825e+00	2.999024054302444231e+00	9.725410073310638559e-01	5.521489610173746954e+00	2.368497687442239208e+00	1.446301111740127432e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.898932234028249511e+00	1.940399461256605118e+00	3.575123505799521872e+00	9.486380701495608747e+00	-4.866132457270928136e+00	9.908656734965534341e+00	8.981250200425288099e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.454235865898238833e+00	4.167907026641036516e+00	2.415895224479338577e+00	3.105073995863947722e+00	-1.004126057143823303e+01	6.992907371596635890e+00	2.581363509576632076e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.030538228503947273e+01	3.345041568838892587e+00	4.063034527140964691e+00	7.432636302602942280e+00	-5.496115492545968984e+00	8.489139943704572033e+00	7.546842970540137863e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.700003994161715326e+00	3.871088102121415186e+00	7.880389408800601458e+00	7.556184858188530917e+00	-5.085743508748249653e+00	4.148044220974883345e+00	3.396995311348218749e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.041284923305125787e+00	3.562832642250712389e+00	5.437458166886860234e+00	6.198577292471682654e+00	-5.763720817227018678e+00	7.047369193789971398e+00	4.107966655024618774e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.202943422241881555e-01	1.143052156230147443e+00	2.930922589513264231e+00	3.934583676419813436e+00	-8.404329608835224619e+00	6.157834735858581432e+00	3.044059458488137526e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.338293424095017059e+00	7.722636759922567595e-01	9.242181058262797677e+00	3.334147845267930954e+00	-9.355134360557249451e+00	6.323614505708984979e+00	5.896885782661672515e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.441437404387499122e+00	9.895065561366553908e+00	8.823988324442636255e+00	6.194314342563627562e+00	-5.328257543749822744e+00	7.352283022466464146e+00	5.882073273140521863e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.992506536388491512e+00	4.841987404732138067e+00	8.877327541325055194e+00	8.392717424051992836e+00	-4.699065271545576294e+00	5.739602590881289323e+00	5.386783652546503376e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.545599211519109062e+00	4.784643892891780936e+00	3.206234630169269462e+00	9.783671598848863837e+00	-4.876213320572770904e+00	4.764766630350091070e+00	4.131926521929388585e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.689764918642268077e+00	6.774915391857172509e+00	4.982563177406735377e+00	1.583997076792976300e+00	1.669293170025852930e+02	3.774874651384815483e+00	1.724090371857479820e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.030182743415426927e+00	2.814648568836070730e+00	1.005178754790724582e+01	2.379392700445117637e+00	-2.411238985981101379e+01	7.871418580296211331e+00	5.928819778856349032e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.312511834681756806e+00	8.952250279138016964e+00	7.760358018164687621e+00	9.246489427668219463e+00	-4.754519117158214847e+00	3.110752796390705566e+00	1.856731636746678626e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.333289706682020181e+00	8.459567535854700893e+00	1.612426998694581171e+00	7.838813788024860507e+00	-5.010439515549903078e+00	7.527167456627545050e+00	6.285832639645846598e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.762649890846513578e+00	1.874389959440215359e+00	1.759725765029985123e+00	8.856445821924660677e+00	-5.226422320871450644e+00	3.343019056722729587e+00	2.786685600601613633e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.605655496522460091e+00	4.629319506074219603e+00	4.916756900908672456e+00	2.787298868218420100e+00	-1.329541553530625819e+01	6.508122669447251596e+00	5.012716378938281814e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.476740098915871435e+00	8.544264661274105777e+00	9.651772739148153590e+00	6.261007220805324458e+00	-5.757055836193229581e+00	7.688192055712212536e+00	2.782568161624995540e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.510803833429384735e+00	9.160321702302873348e+00	5.894726064580373404e+00	7.392152690847748175e+00	-5.300614231423913303e+00	3.214835091866623529e+00	2.027416537208341030e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.441476816287120322e+00	5.321845164207338996e+00	5.280719356587454172e+00	7.124526953490938119e+00	-5.125050967469982233e+00	1.795351777689842887e+00	1.212659957372045572e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.203968336891240831e+00	6.212663599689079774e+00	2.254211559419335487e+00	4.661652519105245140e+00	-6.756170342055241029e+00	2.154783467727360069e+00	1.801870407000108143e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.704986000733396345e+00	2.532235428372650698e+00	7.047591127733554117e+00	9.982388042174672460e-01	5.576461311545832800e+00	6.439389691076256028e+00	5.356866219989665723e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.517606140461003505e+00	1.048877866219723565e+01	7.909721248959669992e+00	5.820104445081191180e+00	-6.007159690139083352e+00	8.717920616931895239e+00	7.980186255283188146e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.682802716784719266e+00	2.988361105900633419e+00	4.278654415120620058e+00	2.975157035926812021e+00	-9.786253107632710169e+00	1.777243232362465175e+00	1.247899365551246920e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.184941431227994002e+00	9.217152710829614293e+00	8.057560572023907852e+00	5.246758248212380238e+00	-6.400923045763720509e+00	7.898110182117456191e+00	4.073492644705229537e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.456270124142112543e+00	6.953078119010374536e+00	9.084071156975136674e+00	9.535453361562364449e+00	-5.010235375267294344e+00	4.260709872615120908e+00	3.443976907118962760e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.246037298027042439e+00	6.128667631664733051e+00	2.857384498378009230e+00	4.411591149203520246e+00	-6.738937525053033895e+00	5.012982562429729505e+00	4.592934189955352409e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.091389570177666357e+00	6.092623691187076140e+00	5.753582032289658699e+00	8.177727750095124648e+00	-4.401254967176196686e+00	9.284885787624869380e+00	7.762867323426767996e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.998124021128778516e+00	3.466456051241586067e+00	3.257500131552158340e+00	2.231410671187714190e+00	-1.584973512922421790e+01	3.927204343442774359e+00	3.553514541112332115e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.479807267973877849e+00	2.543086675730537483e+00	8.210410107582591266e+00	6.861808337649220491e+00	-5.837724777215102634e+00	5.574353113696620454e+00	4.364657202060732821e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.857123616049347170e+00	2.734786794074575145e+00	6.200400925938079233e+00	1.003343076502661368e+01	-4.177131312202434721e+00	1.058087635266821147e+00	9.201503827501723576e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.714606923785936488e+00	2.559513154279797753e+00	6.382346213581369554e+00	1.766256405056043643e+00	9.256455681885957176e+01	2.075760367841544163e+00	1.216592486531319128e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.170782684103727878e+00	7.934018567554668167e+00	8.435102085254609250e+00	1.183278405118432408e+00	4.707898341634980000e+00	3.171896023662152064e+00	7.730366426195367513e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.190311909317018468e+00	4.257819514645658110e+00	4.795051084598424218e+00	4.739015666839171637e+00	-6.792985776976746770e+00	1.116979202807469651e+00	6.228858212992280929e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.357924075825182042e+00	1.809765918348374747e+00	9.155819258482051026e+00	2.006550613762879021e+00	4.446765940908129977e+01	6.813500701605129883e+00	1.182518727618438348e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.696777531890192314e+00	9.433609610095331277e+00	5.742434966543759067e+00	7.640251192602241836e+00	-4.568835140789411220e+00	5.264665880484146854e+00	3.687419295547489817e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.450200834322272314e+00	9.235265327879899289e+00	2.622102229291197517e+00	8.897505374633418285e+00	-5.316771323917261149e+00	5.875629870490384654e+00	4.443963107684018254e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.982531770368455959e+00	9.521584613321151025e+00	7.207692462391139365e+00	4.833391553521980910e+00	-6.783390477528203455e+00	1.873861518433872275e+00	1.943218947546180964e+00	0.000000000000000000e+00	0.000000000000000000e+00
