G	c	dx1dt	d2x1dt2	dx2dt	Fg	d1	Fc	d2	m2	m1	W	p
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	7.275429733387385411e+00	5.824332182984757189e+00	4.706932032408541744e+00	9.814617166540870130e+00	8.146807863969149821e+01	1.606918342417422707e+02	-1.823107416626031636e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	2.740090420146628958e+00	6.718079133500286737e+00	1.696858292892033937e+00	5.516937304888224425e+00	1.903560859147867035e+01	6.139868788627807561e+01	-1.296492240232568527e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	6.777948319587530079e+00	2.776835545493351987e+00	1.611882871610991330e+01	5.094613653176133461e+00	2.807304899741441417e+01	3.374074444241156101e+01	-6.384982666501318249e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.646585841136603001e+00	9.329794147097604906e+00	4.703265423592249306e+00	3.998639733225114234e+00	3.345165669712116596e+00	2.902824382822793758e+00	4.606128518151975548e+00	7.778248962526427057e+00	2.444692153369605592e+01	-3.352023883750507594e+01	1.519991124508811993e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.745300127336214313e+00	2.633747824535162874e+00	4.126575699271543662e+00	7.596890224593946250e+00	8.966464776338881393e+00	1.371090567874053701e+00	4.961898845869003338e+01	2.193705109658560470e+00	3.800320504647209674e+01	5.339363826616202857e+01	-2.502148044334260302e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.723947151008893286e+00	6.118490776344041926e+00	9.096069066875619669e+00	4.648234221204042171e+00	9.057957824464409669e+00	3.903082317161201242e+00	1.077417949861532520e+01	5.928158603133646842e+00	6.374915721227419851e+01	2.234338597949472103e+02	-1.610589820331437068e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	3.680052119430257562e+00	6.028798016569496987e+00	9.906491257201541778e-01	5.912403383853730432e+00	2.981474551644602400e+01	1.215040807478548146e+01	-7.494141733894882407e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	3.067396041756753178e+00	8.714756951094219772e+00	2.845546585728155886e+00	1.796916795067247330e+00	1.476366814323037779e+01	2.518105710247626803e+02	2.166448849488577189e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	4.697387963086131712e+00	7.008368030542018623e+00	2.410126896805486751e+00	4.765682122284395916e+00	4.008041951719857110e+01	2.079537741254319485e+02	-5.731115849882912983e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	3.170332190305779729e+00	4.912137469044318472e+00	3.150976880997319540e+00	8.681327669394532265e+00	2.452863678706727413e+01	1.635835477922054224e+02	-1.045181350269545533e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	7.044430750299156330e+00	9.568101387968463101e+00	5.282618771205341623e+00	8.699288965464099022e+00	4.296180078547070025e+01	7.152109563061280824e+02	-3.639628462549434857e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	8.432939470498331147e+00	7.483457887240987816e+00	4.516059962859701571e+00	1.889149492615810111e+00	4.001694207091509270e+01	7.826323042833531929e+01	-7.573891669329627518e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	9.363840094935392599e+00	1.131789245767228724e+00	1.811814602135723318e+00	3.953544181530642021e+01	2.533413410430987653e+02	-4.732067552696630486e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	5.749301872234851452e+00	6.401990149313623313e+00	3.360317994177078216e+00	7.465862522420906089e+01	8.157311247260696518e+01	8.170101578826027833e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	3.330517483830435665e+00	1.304749396710921161e+01	8.871133797172756630e+00	3.051042709468146441e+01	-7.973266380217719984e+01	2.762676572972596318e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	1.460020566010292953e+00	1.105983696715915521e+01	2.158673311424140984e+00	1.791138641173328594e+01	1.684735628353424985e+01	1.934350633866191060e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	7.649231206996105037e+00	7.533297110586207879e+00	7.144554147723304105e+00	7.476431045981630774e+00	6.336007664537620343e+01	1.159863139866371426e+02	-1.493736767498812981e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	4.243585616468531718e+00	2.094187055981571621e+00	1.358544457542212847e+01	1.906366335956503733e+00	9.885218527058665217e+00	1.554309343046897993e+02	-1.258581339907125169e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	7.045093803463547744e+00	3.726919955185356681e+00	5.277476445553042517e+00	6.606996143603793392e+00	5.871583065311821059e+01	4.649106094312643478e+01	2.409644353768974767e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.439859033606369465e+00	5.797195047468854057e+00	2.815204509008041533e+00	4.205517894982619076e+00	1.716013528272285527e+01	2.006657953515164934e+02	-8.779101240121556771e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.727648532297935358e+00	6.077623442741976412e+00	2.220061118664526489e+00	8.098505086568650313e+00	1.903048516944051727e+01	1.466968187295275641e+02	-6.952197761694544909e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.922050925749733352e+00	6.409157697906993079e+00	2.958482270207633658e+00	3.109516933182852050e+00	1.010002227432318875e+02	2.773750270800563271e+02	-5.966646662925257694e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	2.407778587801400860e+00	2.492516186375735909e+00	3.383296155918713133e+00	6.755580345160275613e+00	3.685170738031548865e+01	1.757973068059991562e+01	-9.963634034876991397e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	9.896182700860791215e+00	4.409898561301528019e+00	7.810131477817177093e+00	3.112488959235137465e+00	8.814252538125364822e+01	8.349637937448545699e+01	-8.127031251499622044e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	9.798546945415395726e+00	6.547628468017400394e+00	7.313886078815353464e+00	7.425791513589882875e+00	5.147475576479928350e+01	1.064972521222032924e+02	-2.449314590806197884e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	8.143129056659308418e+00	9.720348378274225709e+00	8.232465677821794614e+00	8.866396335775196036e+00	3.306076323855527477e+01	2.071006140934811981e+02	-4.489294878604131327e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	6.932462142748576639e+00	7.554219010751815233e+00	1.480061092694304081e+00	2.138851327609219588e+00	5.386131191160476561e+01	9.250939877588481863e+01	8.474280398812677362e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	6.211203497855619204e+00	9.295124586496260832e+00	3.781498570269499648e+00	8.791227654736189834e+00	4.834357942777055683e+01	1.487167079658023283e+02	-1.048626705155063519e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	8.786894074132018062e+00	7.861411946517129934e+00	2.928482113002164322e+00	6.342221171392908197e+00	3.106721264088897172e+01	1.183396328852003080e+03	-3.336710704127744407e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.608953480019112980e+00	6.323993811897895334e+00	5.533434036734377059e+00	2.143952486635281929e+00	2.393019629067206822e+01	1.225756084996732511e+02	-3.910634636848343604e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	5.206001083613444713e+00	2.727647171407977300e+00	3.857289316460374096e+00	4.841775191736279460e+00	1.654315753977091319e+01	2.383997870935000378e+02	-1.558354120078381300e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	6.572680751362189433e+00	7.007651865619807907e+00	4.342253193110582110e+00	2.439848327379786408e+00	6.529553433156981157e+01	3.975008790457499686e+01	-9.316462157538832400e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	4.698987037391040289e+00	6.608010798370006711e+00	5.434844340766259663e+00	7.302654728008167950e+00	3.025709999057755084e+01	3.139172002083644770e+02	-2.195606712778404983e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.843001825365016444e+00	6.425577886501192104e+00	5.532171335814203950e+00	7.828545321456301664e+00	4.941738609270915816e+01	1.315717565254186638e+02	-1.139823179510391213e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	3.975673438514151670e+00	5.408278889322204463e+00	3.520248382520573482e+00	1.949898848397348061e+00	1.894496510688318835e+01	3.902789600806838166e+01	-1.798437862554059450e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	6.085661113218933771e+00	5.757075436859087958e+00	4.359927454896745935e+00	5.554804933990585170e+00	4.562264427487636453e+01	2.088896631204953280e+02	-9.892466761859692426e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	8.657730889926559925e+00	4.022600785536862844e+00	9.890404339973963843e+00	8.325626639629641446e+00	6.787759897435932999e+01	5.460764147048249129e+01	-1.532342744321054795e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	2.814318516347486643e+00	5.665906769161163758e+00	1.675425994626028814e+00	9.423102041720703426e+00	2.631915203618714472e+01	4.069971458406843112e+01	-2.931979319537665418e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	9.404524259991887902e+00	2.785075559811983403e+00	9.648387354741844391e+00	5.624561970596889893e+00	1.027907854727018275e+02	1.963268788969620005e+01	-3.374366922344994464e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	7.204604000297956112e+00	8.250170744835747527e+00	4.668003928596513141e+00	9.550609249912579202e+00	7.651296837510376747e+01	1.534485101152650657e+02	-1.288936024843818302e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	8.421204434104920367e+00	2.669361829371879935e+00	1.075790019560867172e+01	5.812105568333977956e+00	9.113341249766214958e+01	-3.141196749635963670e+01	-1.290820391915284517e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	6.003642606217193922e+00	1.773635345320030421e+00	1.220287883259691242e+01	4.545143108212555738e+00	6.338313081094987211e+01	1.665929422894262757e+01	-2.628020092919549029e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	8.013602347030845507e+00	4.916075174519511926e+00	1.125240394524838727e+01	8.628006733871242062e+00	6.840438078580486092e+01	1.372940840706302481e+02	-2.456157927514352082e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	1.142747356734545194e+00	6.921904453989980333e+00	1.605870948171445489e+00	5.438297552563482462e+00	2.148191168550922114e+01	2.826159029771979192e+01	1.076998966122417123e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	8.362758006161667979e+00	4.932821468614012161e+00	1.089125224162195060e+01	5.248857005187789859e+00	2.552537991928298311e+01	3.778952348257149652e+02	-3.853868504639910384e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	1.346296226352715397e+00	3.493047954229225649e+00	6.602864813430157076e-01	5.403789031710641844e+00	1.454929795147951843e+01	3.013539438235683221e+01	-2.605379929314980458e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	9.011426596645671694e+00	6.017434189541195799e+00	2.508613625450137885e+00	8.625193883238191361e+00	2.992275789329118396e+01	1.049939744607597277e+03	-5.982478685324025491e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	9.923059051346035275e+00	4.125396886937697793e+00	2.302841724929783140e+01	8.481423831698654325e+00	5.596467284199031411e+01	5.839762677082910614e+01	-1.572485032373431295e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.637836140681641517e+00	9.394786386189181826e+00	1.422464628788754348e+00	4.640161537943898296e+00	2.573402564849480356e+01	3.914346414040159772e+01	-8.144189946996465324e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	2.896969596417338977e+00	9.301176437793877483e+00	5.721307288884047715e-01	3.999433407873674629e+00	1.797723944349331049e+01	1.776926533324018180e+02	-6.961836555775778379e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	7.882376575494637549e+00	5.523478568904724106e+00	9.140535955521434275e+00	5.420572114131068986e+00	7.750404192619535593e+01	1.730282477863514998e+02	-1.366488445165902590e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.275392357307099545e+00	3.949482243311028373e+00	5.479754370691563459e+00	6.148740437522298485e+00	2.605827991736274640e+01	5.121600822290172772e+01	-9.009545293532769961e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	8.798049085307715345e+00	7.628219282858389683e+00	7.870652432856429570e+00	3.146928461650924103e+00	3.730725692237428603e+01	1.030084353335140577e+02	-3.854095805452260493e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.917907404963920870e+00	1.345785327596192404e+00	4.934083631378141988e+00	8.143467174859656765e+00	2.758408552567782479e+01	-2.957529137063033886e+01	1.287236593561851350e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	2.125248787259747640e+00	5.270248362947660858e+00	4.563528078053996628e-01	5.377819114038696391e+00	1.547586202052311499e+01	5.540349371708865789e+01	-3.354670370927949108e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	9.813830896784532243e+00	4.014744346523776208e+00	2.360327964659940392e+01	4.015183108934065714e+00	8.872300893427483004e+01	7.947127500286245549e+01	-4.764629121119887145e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	7.070811277787047544e+00	9.280203064671370683e+00	2.483161220243871981e+00	1.957585206436521341e+00	1.575656698863692462e+01	4.116239384149886291e+02	-7.459243091020573502e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	8.613409662681821288e+00	1.101074741467539697e+00	5.513338508169871943e+01	3.149932624727260766e+00	9.152266695867214708e+01	-2.303150827793063371e+01	-1.510396999277337393e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	3.921185064757184868e+00	5.979866263888440336e+00	4.822290204137574143e+00	9.551254191011519623e+00	5.021896843519373732e+01	9.929534984839408196e+01	-6.026191691062793154e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	7.091518424225902173e+00	7.667736874517505186e+00	5.993894448079193360e+00	3.747368713672780238e+00	2.727461345102205215e+01	5.108541213119393660e+02	-7.185903075692425546e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	6.336960310121185991e+00	5.367349300359459896e+00	4.513036663417787864e+00	2.510994035289650483e+00	1.167454781326845747e+01	4.196463383170600991e+02	-4.995101212317035078e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	6.432700475188143585e+00	1.766597259999390879e+00	1.249538342287732995e+01	5.148804324812569000e+00	6.390742887969135211e+01	6.320841336305168312e+01	-1.845177193130243154e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	7.147566966559060653e+00	9.750619944149127249e+00	4.676481681188663586e+00	3.757463210833602130e+00	6.007341523602600120e+01	3.688242815207417493e+02	-8.249973995254687509e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	6.176534280225532747e+00	5.660058885048661281e+00	9.587753973051560408e+00	1.324085972830469249e+00	4.940843659214123562e+01	2.187950952245744531e+02	2.766059851683891679e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.868382785392086021e+00	6.527230759544369043e+00	7.108287491018744575e+00	3.903830741627118961e+00	4.636063272850249461e+01	5.331910030317955318e+01	-4.276636772702768496e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	3.489494464307546728e+00	3.134070829922760204e+00	2.183810389214095871e+00	5.913131097104069589e+00	1.764856565062169835e+01	9.835441549477067724e+01	-1.438652937463741353e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.917793657969259158e+00	5.353326540341892148e+00	3.541087589666702229e+00	5.973393551898557696e+00	4.539214142557346321e+01	4.247241476602498551e+02	-7.422028443988652668e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	3.033992870477800974e+00	4.865089139204970436e+00	5.940812414652940632e+00	4.204696893231700372e+00	1.460111951522326201e+01	2.250037364281047019e+02	-1.513521628847393004e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	7.225889817150408234e+00	1.676803250292395964e+00	3.294059452755701756e+01	5.025833680687235017e+00	7.346079214468394980e+01	-1.378363261491272738e+02	-1.021019116154965758e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	3.099790793521424614e+00	1.960295390767218038e+00	1.420288862493099558e+01	9.693760918753818956e+00	3.989908086968039669e+01	-2.491320001409638962e+01	-1.522834580751265499e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	6.631074977152961125e+00	8.538833523110914925e+00	2.187719371692480763e+00	4.400399240224561304e+00	3.521437270203101377e+01	3.070341159118898986e+02	-7.501119776632663161e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	7.721938625526517441e+00	3.160348275263852980e+00	1.537683193287942274e+01	3.326447531742776853e+00	1.880265254305689382e+01	5.639959397980062477e+02	-3.422623891435821974e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	2.956455326507305692e+00	2.761146445502958180e+00	7.863554963206434323e+00	3.198014869126980741e+00	1.762282243332436593e+01	2.107990307492400817e+01	-9.122964140023250934e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	1.546400328487710363e+00	5.540554498117802318e+00	1.981020910911622135e+00	5.119212586038386803e+00	1.628705845853065171e+01	4.981530234146181613e+01	-3.302677551734419836e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	2.179799825979350736e+00	7.914029421828173483e+00	1.277435205455764278e+00	7.833686476724583514e+00	3.223063587377617978e+01	1.176980292081842272e+01	-2.356864614438911598e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	6.451904915143857444e+00	1.551012490163485635e+00	4.718658344632966184e+00	2.852006796370652797e+00	4.924947699174418858e+01	4.385332231883251808e+01	-1.689639628250712278e+01
