G c dx1dt d2x1dt2 dx2dt Fg d1 Fc d2 m2 m1 W p
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 3.76098940e+00 7.27447323e+00 5.81812991e+00 4.70240732e+00 9.81052620e+00 8.13957610e+01 1.60486108e+02 -1.82243742e+02
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 4.17662653e+00 2.74091809e+00 6.71791012e+00 1.70407031e+00 5.51682578e+00 1.90126066e+01 6.14941924e+01 -1.30143124e+01
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 6.77354033e+00 2.76838270e+00 1.61280756e+01 5.09461192e+00 2.80471529e+01 3.37895010e+01 -6.39519714e+01
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 3.33845324e+00 2.90571276e+00 4.60312015e+00 7.78128045e+00 2.44116006e+01 -3.35226944e+01 1.51919145e+02
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 8.97477498e+00 1.37347593e+00 4.96237724e+01 2.19223591e+00 3.79337978e+01 5.32558901e+01 -2.54772884e+00
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 9.06120950e+00 3.89860782e+00 1.07861006e+01 5.92223962e+00 6.37000404e+01 2.23293727e+02 -1.60948020e+02
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 3.67558484e+00 6.03770195e+00 9.83275883e-01 5.91622840e+00 2.97968967e+01 1.21857584e+01 -7.49149724e+01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 3.06994379e+00 8.72141423e+00 2.83495670e+00 1.80525811e+00 1.47269738e+01 2.52041572e+02 2.02001691e+00
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.70173575e+00 7.00234703e+00 2.39830686e+00 4.76185677e+00 4.01163849e+01 2.07916078e+02 -5.73955261e+01
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 4.91856691e+00 3.14955735e+00 8.67956319e+00 2.44971224e+01 1.63724162e+02 -1.04402519e+02
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 9.57808103e+00 5.27786747e+00 8.70538260e+00 4.30026223e+01 7.15439098e+02 -3.63958666e+02
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 7.47320681e+00 4.50566162e+00 1.89313898e+00 4.00318417e+01 7.84567567e+01 -7.57662207e+01
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 9.37148683e+00 1.13665808e+00 1.81648794e+00 3.96605814e+01 2.53291365e+02 -4.72633633e+01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 5.74829176e+00 6.39355926e+00 3.36425929e+00 7.46423288e+01 8.13647080e+01 8.18746616e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 3.33013847e+00 1.30454035e+01 8.87289456e+00 3.05365657e+01 -7.97386194e+01 2.76260226e+02
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.47544018e+00 1.10529012e+01 2.16012327e+00 1.78662784e+01 1.68149893e+01 1.94027436e+01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 7.53476366e+00 7.14314156e+00 7.47997122e+00 6.33442364e+01 1.15805187e+02 -1.49314734e+02
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 1.35756050e+01 1.91049058e+00 9.83958477e+00 1.55667424e+02 -1.25831463e+02
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 5.27577973e+00 6.60824068e+00 5.87598203e+01 4.64114106e+01 2.41064956e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 2.82646904e+00 4.20460569e+00 1.71179810e+01 2.00667570e+02 -8.77903294e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 2.20903989e+00 8.10022567e+00 1.89449959e+01 1.46610143e+02 -6.94555040e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 2.96567475e+00 3.10321404e+00 1.00969201e+02 2.77449059e+02 -5.95008751e+00
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 3.37378449e+00 6.75281646e+00 3.68196224e+01 1.77049747e+01 -8.64209984e-01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 7.81081649e+00 3.12114281e+00 8.81356404e+01 8.34748644e+01 -8.12937018e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 7.30495926e+00 7.42294255e+00 5.14960552e+01 1.06244725e+02 -2.44716675e+02
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 8.22385192e+00 8.86310231e+00 3.30298619e+01 2.06968790e+02 -4.48907719e+02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 1.47679598e+00 2.14121619e+00 5.39224528e+01 9.25871376e+01 8.40516012e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 3.77763840e+00 8.79936120e+00 4.83605386e+01 1.48922040e+02 -1.04783011e+02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 2.92527404e+00 6.34217729e+00 3.11391104e+01 1.18365389e+03 -3.33724944e+02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 5.54872050e+00 2.14399442e+00 2.39587619e+01 1.22374085e+02 -3.91932543e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 3.85639110e+00 4.84787670e+00 1.65170931e+01 2.38546031e+02 -1.55586667e+02
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 4.35072497e+00 2.44774264e+00 6.52750174e+01 3.97999311e+01 -9.31532395e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 5.43354490e+00 7.30313100e+00 3.02550331e+01 3.13714894e+02 -2.19344421e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 5.54084714e+00 7.82981321e+00 4.94104685e+01 1.31818880e+02 -1.13973429e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.40807281e+00 3.52924307e+00 1.95216868e+00 1.90215236e+01 3.87993978e+01 -1.79843247e+02
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 4.34774478e+00 5.55525867e+00 4.56377688e+01 2.08928501e+02 -9.70578626e+00
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 9.88228642e+00 8.33162550e+00 6.79052591e+01 5.47835146e+01 -1.53379017e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 1.67545744e+00 9.42546737e+00 2.63459072e+01 4.07375894e+01 -2.93413008e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 9.64698482e+00 5.62166080e+00 1.02766445e+02 1.97433332e+01 -3.37372848e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 4.66988580e+00 9.55251301e+00 7.65479015e+01 1.53381011e+02 -1.29003795e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 1.07535744e+01 5.82120073e+00 9.11579601e+01 -3.13127243e+01 -1.28947014e+02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 1.22080106e+01 4.54771445e+00 6.34678574e+01 1.69520083e+01 -2.62709579e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 1.12448607e+01 8.63382816e+00 6.84163210e+01 1.37327857e+02 -2.45442880e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 1.60779207e+00 5.43684439e+00 2.15260735e+01 2.84693069e+01 1.06345560e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 1.08944392e+01 5.24712260e+00 2.55221646e+01 3.77863949e+02 -3.85411842e+02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 6.60121663e-01 5.41281240e+00 1.45879091e+01 3.03171699e+01 -2.61033845e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 2.51310088e+00 8.62106502e+00 2.99185139e+01 1.05001447e+03 -5.98270503e+02
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 2.30259223e+01 8.48747388e+00 5.59705465e+01 5.83696686e+01 -1.57291649e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 1.42654362e+00 4.63167993e+00 2.56661475e+01 3.91759962e+01 -8.14477707e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 5.68574278e-01 3.99969874e+00 1.79570544e+01 1.77654307e+02 -6.96387381e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 9.13130554e+00 5.42735222e+00 7.75787238e+01 1.72924081e+02 -1.36656936e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 5.48521457e+00 6.15495259e+00 2.61096293e+01 5.13933131e+01 -9.00496885e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 7.87164360e+00 3.14503490e+00 3.73050157e+01 1.03018296e+02 -3.85374520e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 4.93058178e+00 8.14559576e+00 2.76218336e+01 -2.90654718e+01 1.28721602e+03
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 4.59661297e-01 5.37834489e+00 1.55963658e+01 5.53656216e+01 -3.35550167e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 2.35997551e+01 4.00640994e+00 8.86682228e+01 7.95173362e+01 -4.75351668e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 2.47894532e+00 1.96138894e+00 1.57273288e+01 4.11774526e+02 -7.44912916e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 5.51251623e+01 3.14960644e+00 9.15015174e+01 -2.30798518e+01 -1.51853967e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 4.82689013e+00 9.54353055e+00 5.02436233e+01 9.91157843e+01 -6.02388318e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 6.00105083e+00 3.74589718e+00 2.72572515e+01 5.10927010e+02 -7.19030005e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 4.51537141e+00 2.51973360e+00 1.17031420e+01 4.19791010e+02 -4.98688877e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 1.25027294e+01 5.14605512e+00 6.38991125e+01 6.31831444e+01 -1.83409954e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 4.67219671e+00 3.76378969e+00 6.01107872e+01 3.69028792e+02 -8.24363038e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 9.59657255e+00 1.31643325e+00 4.93468814e+01 2.18896214e+02 2.76773348e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 7.09057812e+00 3.90830696e+00 4.64243780e+01 5.31319239e+01 -4.27163510e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 2.17397331e+00 5.89697762e+00 1.75985399e+01 9.83448945e+01 -1.43962594e+02
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 3.54099213e+00 5.96541135e+00 4.53905616e+01 4.25011935e+02 -7.42337841e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 5.93422823e+00 4.20903029e+00 1.46209899e+01 2.25278895e+02 -1.51491198e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 3.29530191e+01 5.02572481e+00 7.34540125e+01 -1.37861145e+02 -1.02132322e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 1.41837343e+01 9.68966126e+00 3.98693099e+01 -2.50452508e+01 -1.50469286e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 2.19219955e+00 4.39613630e+00 3.51588883e+01 3.07281809e+02 -7.50906092e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 1.53777466e+01 3.32404132e+00 1.87899402e+01 5.63927079e+02 -3.42148875e+02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 7.87764291e+00 3.19120340e+00 1.76589811e+01 2.08761985e+01 -9.12469769e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 1.97732962e+00 5.11988151e+00 1.62848001e+01 4.95262300e+01 -3.29685214e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 1.28583320e+00 7.83568134e+00 3.21568814e+01 1.17190855e+01 -2.51799061e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 4.71788670e+00 2.85389366e+00 4.91947667e+01 4.37757198e+01 -1.70046501e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 8.72190375e+00 7.38366514e+00 9.24420764e+01 1.79503881e+02 -2.11890027e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 2.22171284e+00 1.19034841e+00 9.75670435e+00 1.21428035e+01 4.88542560e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 2.89384465e+01 4.77039680e+00 2.53363247e+01 -3.27531039e+02 1.39379816e+03
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 2.65574526e+01 7.98278559e+00 4.61755854e+01 -1.13207671e+02 -1.54549541e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 2.86395139e+00 4.04859660e+00 4.97396495e+01 6.44574434e+01 -5.06572964e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 3.88517212e+01 6.07363391e+00 6.87876610e+01 -7.05038415e+01 -1.20499410e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 7.64696831e+00 2.84481310e+00 3.73471443e+01 6.55454839e+00 -5.53600679e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 7.40457826e+00 7.67795852e+00 4.36003974e+01 1.80873187e+02 -6.21563256e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 1.27955706e+00 1.47051193e+00 9.34809309e+00 5.29269146e+01 6.05728001e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 9.89056967e-01 8.67288380e+00 2.57538560e+01 3.21504250e+01 -1.93288706e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 7.45811095e-01 2.78376748e+00 9.65605838e+00 4.35208533e+02 -1.25619436e+02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 4.51046799e+00 8.86958229e+00 2.02042640e+01 -5.43144779e+01 7.34624591e+02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 2.43032870e+00 4.17276317e+00 1.69180996e+01 1.04639844e+03 -7.22676970e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 6.03707925e+00 7.50415217e+00 4.75540959e+01 7.01352203e+01 -1.79360277e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 8.92286226e+00 3.87302768e+00 3.04658966e+01 4.59534952e+01 5.45143906e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 3.16091240e+00 9.15320504e+00 3.26498266e+01 2.14076405e+01 -5.06522967e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 3.17548919e+00 2.13973413e+00 3.78657719e+01 5.34008093e+01 -2.21354241e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 1.74737714e+01 2.60667810e+00 2.78357955e+01 6.95353119e+01 2.96980882e+02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 1.69173832e+01 5.43727113e+00 5.63433571e+01 3.55092186e+02 -1.85002567e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 8.29466223e-01 1.73744595e+00 1.48140916e+01 1.33370467e+01 -6.01645656e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 7.19433060e+00 2.76382166e+00 3.31014679e+01 3.42768061e+02 -1.53509591e+02
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 4.16327524e+00 9.49389744e+00 2.94696142e+01 1.57690180e+03 -1.94670881e+02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 9.73067011e+00 4.20756897e+00 9.78840695e+00 4.14949707e+01 7.90325057e+01 -2.53435014e+02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 8.78563989e+00 1.99052776e+00 4.38633396e+00 2.22592658e+01 2.31688350e+02 -6.45240249e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.40712934e+00 1.88300478e+00 9.30957419e+00 3.38367310e+01 9.59644698e+00 -1.28090770e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 7.30779128e+00 4.51127738e-01 5.90342208e+00 2.67719558e+01 5.95424616e+01 -1.58018995e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 3.56685222e+00 5.01868283e+00 3.42768219e+00 4.97944199e+01 9.61293622e+01 -5.45638611e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 6.67693378e+00 5.42157738e+00 7.32158849e+00 5.06226380e+01 1.08831608e+01 -3.48967873e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 5.10084594e+00 1.38781099e+01 6.93011626e+00 9.00604951e+01 1.35206588e+02 -1.02456746e+02
