G c dx1dt d2x1dt2 m2 m1 Fg Fc d2 d1 W p
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 5.80038665e+00 6.32545272e+00 -3.96101385e-01 2.91590723e+00 -5.30371826e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 1.84239777e+00 2.72821032e+00 -1.01171252e+00 7.48414038e+00 -4.35752729e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 1.49813177e+01 7.00017087e+00 -1.56672093e-01 9.24037897e+00 -1.97284863e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 4.10901907e+00 6.61041609e+00 -5.25781893e-01 2.94681694e+00 -1.27316780e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 4.74123848e+00 6.42222253e+00 -6.29806117e-01 6.44630590e+00 -9.65221002e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 1.18621644e+01 5.40807281e+00 -2.72911060e-01 5.06460267e+00 -8.83228840e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 3.39649505e+00 5.75790944e+00 -6.35857410e+00 5.10677001e+01 -1.45677383e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 6.72587365e+00 4.00998274e+00 -3.63862849e-01 6.73905884e+00 -1.61428597e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.47743030e+00 5.67381423e+00 -8.35607558e-01 7.14926772e+00 -9.36181595e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 5.22944251e+00 2.77800315e+00 -3.22310856e-01 1.14755225e+01 -1.82984293e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 7.18176495e+00 8.24656958e+00 -4.93280371e-01 1.09612811e+01 -2.30385013e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 1.15304202e+01 2.67199259e+00 -1.38669379e-01 8.61518309e+00 -1.28043650e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 2.26503976e+00 1.76469661e+00 -8.65579422e-01 1.12297907e+01 -6.70517078e+00
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 6.40416328e+00 4.92621424e+00 -4.75081214e-01 6.31364716e+00 -1.28412285e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 1.58570953e+00 6.92476696e+00 -9.61955064e-01 3.95306428e+00 -2.21174024e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 1.04274555e+01 4.93945142e+00 -3.49529161e-01 2.46195790e+00 -1.55372668e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 4.89672369e-01 3.49078719e+00 -5.96689232e-01 4.13230562e+00 -2.43156572e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 2.20706988e+00 6.02354066e+00 -7.22043134e-01 8.27801512e+00 -2.00344707e+02
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 1.60667084e+01 4.12302102e+00 -4.98137755e-01 6.48176323e+00 -8.43938796e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 8.58948596e+00 9.39580921e+00 -8.88638023e-02 1.92613718e+00 -1.92216045e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.42518032e-01 9.30380626e+00 -2.93691773e-01 2.81309130e+00 -7.94626076e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 6.10551516e+00 5.52134638e+00 -5.76113699e-01 9.91931371e+00 -1.45203628e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 4.22193069e+00 3.95095595e+00 -6.24427628e-01 3.86857503e+00 -4.51237636e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 4.09466202e+01 7.63419173e+00 -1.56258558e-01 6.53903485e+00 -1.94369285e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 8.12198877e-01 1.33041649e+00 -8.77325536e-01 5.64338472e+00 -3.44805540e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 8.61849769e-01 5.27292105e+00 -4.87848531e-01 3.95233308e+00 -4.66226158e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 2.85594600e+01 4.02691055e+00 -1.05230259e+00 4.11667260e+01 -6.58478374e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.27206151e+00 9.28482297e+00 -3.05865622e-01 3.28232924e+00 -4.54326790e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.53779387e+01 1.10802725e+00 -1.10774315e+00 2.50074946e+01 -1.41920983e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 3.69263260e+00 5.97533388e+00 -1.29609576e+00 1.12480718e+01 -6.92245551e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 8.10716539e+00 7.66597223e+00 -1.03838234e+00 8.18665998e+00 -1.89509755e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 8.51838340e+00 5.36516189e+00 -1.27667749e+00 6.73565997e+00 -2.00959612e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 2.48443806e+00 1.76862727e+00 3.28347464e+00 2.91868505e+01 4.87797269e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 5.11022492e+00 9.75215251e+00 -4.72640842e-01 6.63833654e+00 -2.60062321e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 6.15002025e+00 5.66209388e+00 -1.08547236e+00 1.18127423e+01 -8.18679257e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 1.46975420e+01 6.52767620e+00 -3.73325326e-01 8.90547999e+00 -6.48575678e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 1.34424350e+00 3.12948804e+00 -4.01156615e-01 2.89462833e+00 -3.51144497e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 1.92090595e+00 5.35148277e+00 -2.41480759e+00 3.11934329e+01 -6.74175337e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 3.63032962e+00 4.86234543e+00 -4.55096460e-01 1.41084158e+00 -6.17178114e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 4.43271314e+01 1.67406258e+00 -8.07554689e-02 7.87601184e+00 -3.03772923e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.74784247e+01 1.95544318e+00 -5.67154721e-01 1.15548693e+01 -1.06902241e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 3.61622777e+00 8.53725268e+00 -5.80835204e-01 7.67042649e+00 -5.19440513e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 5.28899669e+00 3.15837957e+00 -6.15620339e-01 3.16043005e+00 -1.50622691e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 3.71046076e+00 2.75462444e+00 -3.46421415e-01 1.74096931e+00 -2.91538500e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 2.00038169e+00 5.54420306e+00 -5.81480885e-01 2.05604351e+00 -3.84218015e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 5.22359316e+00 7.91872418e+00 -1.52342773e-01 2.65526590e+00 -7.60833582e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.06325775e+00 1.55751867e+00 -1.21371271e+01 1.64716503e+02 -1.90419282e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.42935256e+00 6.19127128e+00 -4.54377821e-01 9.05163538e+00 -1.84575667e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 1.04104976e+00 2.07289399e+00 -1.09608507e+00 5.34938213e+00 -2.60063003e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 4.81605788e+00 1.32814946e+00 -6.15759380e-01 3.61067526e+00 -5.92470187e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 4.04576290e+00 1.47469557e+00 -1.35780316e+00 7.14539801e+00 -1.05275659e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.59769807e+00 8.50747697e+00 -2.24802726e-01 6.71411427e+00 -1.99860762e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 1.40285630e+01 2.06175235e+00 -6.75023087e-01 1.09895189e+01 -3.70070357e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 3.00046953e+00 1.40636228e+00 -9.94665016e-01 1.29355851e+01 -3.06192676e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.49706849e+00 4.94109898e+00 -2.30409477e+00 1.62266878e+01 -7.37386808e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 1.77450685e+00 8.59594125e+00 -1.18115951e+00 3.64205745e+00 -2.94078797e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 4.95420756e-01 3.36167539e+00 -1.99769613e+00 1.71269812e+01 -2.08127017e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.37155997e-01 4.79541356e+00 -5.71056833e-01 9.20299560e+00 -4.78699845e+02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.34343750e+00 1.35930279e+00 -9.22927380e-01 2.31223296e+00 -1.60847358e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 1.32668423e+00 5.04170663e+00 -7.63740565e+00 8.25754061e+01 -2.14025603e+02
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.45493630e+00 6.19851773e+00 -3.13220097e-01 3.81714905e+00 -8.41487758e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 2.26173342e+01 6.13816348e+00 -1.38269061e-01 2.60992052e+00 -7.93757107e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 1.73725697e+00 3.99184023e+00 -4.30276527e-01 2.80805041e+00 -6.91506777e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 1.49806014e+00 3.83979863e+00 -4.57559847e-01 5.61194694e+00 -1.25617036e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 8.89200483e+00 1.95961257e+00 -1.21669831e+00 1.07280958e+01 -4.17817917e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 8.34974431e+00 4.30118489e+00 -1.22632902e+00 1.28034170e+01 -1.11010420e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.71727335e-01 1.89545202e+00 -8.46289149e-01 1.57777118e+01 -3.83527261e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 1.62738683e+01 7.89936350e+00 -2.47910542e-01 4.07047496e+00 -2.34821226e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 4.09767812e+00 9.69646868e+00 -2.62423647e+00 1.23256534e+01 -4.06535303e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 1.80649479e+01 9.73067011e+00 -1.37757862e-01 2.71994585e+00 -1.79092711e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 6.20553053e+00 8.78563989e+00 -4.92754052e-01 5.33967246e+00 -3.44427377e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 4.53895722e+00 6.40712934e+00 -4.73474957e-01 5.38728982e+00 -2.78547649e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 3.64446285e-01 7.30779128e+00 -8.67488651e-01 1.11770770e+01 -5.64887809e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 2.59861428e+00 3.56685222e+00 -6.41302574e-01 9.93942279e+00 -2.03452109e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 1.52809000e+01 6.67693378e+00 -1.95994548e-01 5.88812715e+00 -6.03952042e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 1.42638270e+01 5.10084594e+00 -1.85612314e+00 4.41994062e+01 -9.57306251e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 8.00852417e-01 5.33815606e+00 -3.94559140e-01 5.99407037e+00 -1.76107028e+02
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 4.23002655e+00 7.81998904e+00 -2.67075320e-01 6.38910748e+00 -1.12094143e+01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 2.43516122e+00 3.53726520e+00 -4.95827624e+00 5.03580111e+01 -1.87306230e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 1.51987129e+00 3.86235651e+00 -5.18872143e-01 5.82962194e+00 -1.25719495e+01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 3.33417059e+00 9.32177612e+00 -2.98111210e-01 6.43386621e+00 -3.81365824e+01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 1.17243744e+00 1.50601865e+00 -8.76242018e-01 1.40924877e+01 -3.89447918e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 9.81111486e+00 5.37070869e+00 -3.03464467e-01 2.74975705e+00 -2.26829472e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 6.26377521e+00 9.21520720e+00 -7.74633901e-01 5.60749871e+00 -2.83736866e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 6.53058818e+00 6.49326707e+00 -6.47056363e-01 7.16676811e+00 -1.61127060e+01
