G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	m2	m1	Fg	Fc	W
1.000000000000000000e+00	1.000000000000000000e+00	7.669773053425445575e+00	5.518401935982064188e+00	3.207807183466665268e+00	3.601423210305939371e+00	9.284267115810209248e+00	3.493158464381230122e+00	6.674325814813832025e+00	2.615407342285310133e+00	4.376984119311230437e+00	5.597928101833613113e+00	-3.331057768254527787e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.088629192226591158e+00	8.538587606107075345e+00	6.841005251106142104e+00	9.321613642843660230e+00	5.695436044268379128e+00	1.268602134643536417e+01	2.932121504625305075e+00	9.009884657878210135e+00	4.853949256268971624e+01	1.529933346932012439e+00	-1.800820131930536263e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.095185425396323353e+00	7.644364953860532275e+00	9.927331342889491594e+00	6.621461885305703454e+00	2.257978682027808492e+00	4.437603044802155061e+00	1.706348757445255604e+00	1.871403634088650403e+00	2.216242180094431546e+01	1.057089636370709229e+01	-1.903283870748280719e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.516365804024914610e+00	3.379600201487349853e+00	2.608872788161030076e+00	7.488898112430905307e+00	7.865411987922553472e+00	3.683899776944266069e+00	6.695511631546354536e+00	7.301365905848575366e+00	1.402941058362851123e+01	4.650718403694937386e+00	-4.203329578235470194e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.853577615962768155e+00	9.332316964668518011e+00	6.694310276386230996e+00	6.466584987556526443e+00	4.318495910006013183e+00	1.997470169443731436e+01	1.503301307193119829e+00	1.621589120528388772e+00	1.455777706379098113e+01	1.228985468970603234e+00	-6.935648951353678626e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.317279106259142019e+00	3.909084560073943226e-01	2.590332969948793362e+00	2.555170849516298581e+00	7.865896169570969931e+00	3.335449145141698324e+00	4.033605371971018094e+00	6.182264931015520659e+00	8.240765425905571817e+00	6.232923473338733089e+00	-1.787673609236981918e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.067872600507948189e+00	7.099387053153536797e+00	6.513089445809319145e+00	4.827056363318603438e+00	2.677235897103589668e+00	8.514016725940351193e+00	5.753614992509185733e+00	4.377034437526294397e+00	6.232414038942565071e+00	2.988705689494880247e+00	-9.791719330210730732e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.627215842043153726e+00	2.108443063274360707e+00	5.197337769452908596e+00	7.012434827965837059e+00	1.607219688274877045e+00	5.874560093459096244e+00	5.471240562081923109e+00	8.073809143758747808e+00	2.067673275061447313e+01	5.872170183371226315e+00	-2.702796991449113051e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.284429655680460414e+00	1.654986457128256649e+00	1.013787162143512433e+01	2.941320705217336240e+00	1.043402738350874692e+01	1.023827479346092773e+01	6.410055506586174623e+00	3.584544233328450069e+00	4.006663284331635211e+00	6.206355834210529387e+00	-2.909883643272432323e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.344901959696594318e+00	1.484116801835850374e+00	5.816498055339379469e+00	4.006321164326751116e+00	2.848941233560454034e+00	1.870488525342369313e+00	2.978485505543331691e+00	6.796428169405562159e+00	2.126515642785065552e+01	4.896885651408568130e+00	-8.472328459877006424e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.202367343757900997e+00	8.258121943788177433e+00	4.086033864406467764e+00	3.106962366291357913e+00	9.872471558340048858e+00	5.634143977921388213e+00	3.623826484941948589e+00	2.894404290226716636e+00	4.154779284907303527e+00	7.551129628578259201e+00	-3.190711435023251852e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.371717646144464453e+00	4.073411728749052330e+00	2.319684321214022571e+00	4.283150618267022480e+00	1.055390397793875579e+01	5.545701082987604558e+00	7.512929470073624216e+00	7.844236171822832837e+00	9.859293387681201892e+00	2.525441689939938339e+00	-1.961034421174242368e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.447831378286993598e+00	7.403846536013433344e+00	3.047175755218062498e+00	9.260241339254763560e+00	8.271537369081416458e+00	1.030968270779375473e+01	1.004274330641988300e+01	7.866405462631945511e+00	1.776476201768568330e+01	3.905874045411294571e+00	-2.405631224581832157e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.742479737536477558e+00	1.067859504031525741e+00	2.398833839909944921e+00	1.925148110626097475e+00	6.996738557545867820e+00	2.526699952850680386e+00	7.873990668284243988e+00	7.368069909112164861e-01	2.571526472429800592e+00	5.009178394409605772e+00	-7.768658835823430309e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.780265916762611589e+00	4.127988044037810056e+00	2.794355926658902867e+00	5.121352049823971520e+00	6.579939153716813927e+00	5.142226320117227800e+00	9.302695778907725810e+00	7.935620957928880337e+00	1.079807811139802531e+01	7.502036577358029312e+00	-2.132696980582373101e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.737454809865312422e+00	5.570188373876383992e+00	8.934546382708358436e+00	2.479311935463532457e+00	8.761744545392671668e+00	3.541158855541029737e+01	8.818414586825591428e+00	6.155309019881067378e+00	4.566052039983842015e+00	7.911288518946490100e+00	-5.929150463032674878e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.535722876601908204e+00	7.989110047978856599e+00	6.940870750042424930e+00	8.820783216092603851e+00	3.632332903434074556e+00	3.841120717155089626e+00	6.853400428328649596e+00	2.356944446511390900e+00	8.245805965614735555e+00	4.044394406651737661e+00	-3.737858405718985182e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.829060136296468686e+00	3.669414337631810685e+00	5.868371072608617567e+00	2.312739292005975500e+00	4.780297061434776396e+00	2.232326606308101091e+01	2.526551494171120904e+00	3.394814381687233151e+00	8.583660232321586037e+00	5.790180941598165987e+00	-6.561632971619465238e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.578888236547447477e+00	7.033492929321382370e+00	1.420038219875780605e+00	4.945707841368255586e+00	8.172319048284752085e+00	4.491458497827238716e-02	7.415688510458892324e+00	2.441426940701471260e+00	4.702896084389756481e+00	1.814515275802635719e+00	-1.759477837113141447e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.168891069207846023e+00	9.397594010017169097e+00	8.139151967231473606e+00	7.541050798896700158e+00	4.442848752687002190e+00	1.261613815697734964e+01	6.208201969779569396e+00	7.110248492215609950e+00	1.780885818434979484e+01	9.718149533729754097e+00	-2.813016822967903181e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.466585576691081805e+00	6.047431707660415157e+00	7.579785561811949179e+00	7.445770010171698594e+00	5.244593743033310496e+00	5.068247127393575191e+00	6.268473244837606373e+00	7.904317578851202342e+00	1.991163644150344680e+01	4.701597373805817881e+00	-4.508991788184553684e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.193118857746032546e+00	2.747681880058370663e+00	1.806456613953287604e+00	5.235322212559159638e+00	5.012233946924592232e+00	1.704301756745807195e+00	6.212694536084735653e+00	9.144861252050482392e-01	1.660806253611814443e+00	7.430843890853972233e+00	-5.758445390192554214e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.398067700076360609e+00	8.157894454177165855e-01	7.248336310187173837e+00	4.208945862575154351e+00	5.346659365837204803e+00	7.748191271751910136e+00	5.970544687267862471e+00	6.977906078920947053e+00	1.129411015194039258e+01	1.040435406569138133e+00	-2.937750766644392684e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.647653232296606873e+00	8.932891464245861002e+00	5.296018725248169190e+00	5.001216458670796783e+00	8.988074350024225723e+00	9.194914065016320137e+00	4.372906535912280290e+00	8.349308605960189311e+00	2.060340740159961825e+01	1.900599137497045232e+00	-4.010762119039284812e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.953906291722157462e+00	1.695833167874772673e+00	2.343691221838013483e+00	2.746216770471686441e+00	2.826372002820023877e+00	2.513735552050913480e+00	6.315491653568733099e+00	8.763348959292626361e+00	1.098631783957951846e+01	4.969225186673130956e+00	-2.945286954644131328e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.884271972597030498e+00	8.981723033896955144e+00	4.932154840631051584e+00	3.052997857984061536e+00	1.038747830736427069e+01	4.107912005039136005e+00	3.078768308175835244e+00	5.692074008686912379e+00	1.317770600221361477e+01	9.201026042461132093e+00	-3.173418785255607872e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.905187518401214142e+00	4.541742778989177332e+00	5.653238382748797974e+00	5.452079776216310236e+00	6.706546322951390415e+00	6.204368610954089647e+00	7.801542503537278961e+00	1.036567308552651845e+01	1.187139876944778116e+01	5.384855185699708890e+00	-4.730608993044821773e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.401110870856845381e+00	9.874271820407988898e+00	1.512889313440968664e+00	4.067483375577455540e+00	7.999709671557375223e+00	2.030892791931517838e+00	3.583401475333501729e+00	5.121291823500286000e+00	1.559416663496329036e+01	1.023598756498564910e+01	-2.016194561159137493e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.423842144251374009e+00	7.438584490137827743e+00	1.017451892692419690e+01	3.603596947172022613e+00	5.978531511146929489e+00	6.763001023007585211e+00	2.047864335487042275e+00	3.734574773556521343e+00	1.936934503595611190e+01	5.998105070354611712e+00	-3.652258207074615939e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.784231736622942321e+00	9.583507621173859903e+00	8.271650035704638526e+00	6.858099498686637929e+00	7.746835592872736598e+00	1.100465288153316479e+01	5.248141702431955657e+00	8.569617071221028226e+00	2.550692227987360639e+01	5.171665725236713307e+00	-6.758685355093052749e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.949970803854402135e+00	4.266796798876013597e+00	7.763688894575153654e+00	9.415239147718775570e+00	8.956374531297593977e-01	9.469400755148736915e-01	6.955421456519192525e+00	5.419054782539502568e+00	1.457403219537924954e+01	1.935980203446987957e+00	-1.593834505474590912e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.654258857233433799e+00	7.858027591127058287e+00	5.498992358925899993e+00	7.239992860980787093e+00	9.470298704657293953e+00	2.446141796590598005e+01	5.548834657311725316e+00	5.633023181942004243e+00	1.498119376977901318e+01	9.411325284550843051e+00	-1.715175705453487751e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.852923216342328150e+00	5.102894404688818497e+00	3.916989449282668456e+00	4.173247138217190955e-01	1.430449227829938330e+00	3.335398384303801755e+00	4.541366766640868136e+00	6.215339187710244850e+00	4.592267244990114072e+00	3.675203943061685408e+00	-1.229810205180482185e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.469041272502035644e+00	4.979109378395453867e+00	6.994332513193989520e+00	1.956968315702324546e+00	8.581806322340820969e+00	4.451603261905774644e+01	5.817620668313978172e+00	9.045368277795146739e+00	5.897240112908511023e+00	9.134048745868518893e+00	-1.034256571887857490e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.915059303107806254e+00	6.109806867909814976e+00	6.823566477726434876e+00	9.551775208072168510e+00	9.715224637761162185e+00	1.474643290774701221e+01	4.707526923342636671e+00	7.732602824904510008e+00	3.934457386890979080e+01	9.296607956685093654e+00	-6.581759264870170227e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.677992873701924736e+00	8.689722328309363419e+00	1.230308824818863611e+00	3.576220920672548598e+00	3.867149483018941236e+00	1.200029128968905123e+00	9.414666694476888864e+00	4.049056782295874513e+00	9.100021311855770456e-01	9.569319388420357342e+00	-3.731970754117955380e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.765713813961486522e+00	1.040028229314936148e+01	6.528193417779542429e+00	1.650328269962705541e+00	3.076629375822849788e+00	4.281935020935733860e+00	8.207608507844453172e+00	3.565440784861695800e+00	4.760332125171129469e-01	5.673008233900449504e+00	-5.945621870357472005e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.498244161365342109e+00	8.264757545115694271e+00	8.470621181362831820e+00	6.361164869293675750e+00	7.573837712512989206e+00	8.252898870125184416e+00	4.751056473616599440e+00	5.850390532886855510e+00	1.382708070009594792e+01	6.521799014350461832e+00	-7.777582698025323680e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.987153487055254963e+00	4.808382834106700976e+00	5.873257744951299486e+00	6.871894062395824676e+00	2.390456689254827793e+00	4.450486539996929558e+00	4.183729870012765417e+00	6.484987333804660636e+00	2.015168474129485432e+01	7.791752289168804246e+00	-1.604080613569528850e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.438672977126829622e+00	5.529866992894577393e+00	1.555671681469183998e+00	6.406158847402976697e+00	8.762532433976506496e+00	3.392051704662116585e+00	8.188490613759006109e+00	3.831283209269098045e+00	7.438452414224736131e+00	1.412094675423677170e+00	-1.916394568429402341e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.151996935119724341e+00	8.275142068604356638e+00	8.008048605098897710e+00	3.479713557751865416e+00	1.883317778394772546e+00	3.666954157819072080e+00	1.664566272981904849e+00	8.449197222405436136e+00	3.990944658037076920e+01	6.795760412187944688e+00	-1.591067519569100597e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.485689723365567705e+00	3.587639258298714662e+00	3.826691337845547380e+00	1.325876189343043521e+00	1.781653004704559340e+00	3.474148184355652980e+00	5.694862397757900041e+00	5.037014416539655315e+00	3.353174316191817717e+00	1.237914937177970076e+00	-6.548710281739564820e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.686459147005189507e+00	1.338936272388961957e+00	3.725920505941043626e+00	9.168837199434900498e+00	1.050945337132148438e+01	5.379936394535318911e+00	5.447614938877800128e+00	3.899354709932245200e+00	1.920094288684148864e+01	5.892307185858239649e+00	-8.650424548536749398e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.826364234553297328e+00	4.627327495125891588e+00	2.352420553566159533e+00	3.530802034943776757e+00	7.377519669220941267e+00	9.885339843440794638e+00	9.574703684264290970e+00	1.166407726387787225e+00	1.009317362615513636e+00	1.712869339990381823e+00	-1.117598239153082602e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.033952021186015280e+01	3.472575875837058845e+00	4.205991165307042756e+00	7.278534944156109354e+00	8.695419881000207241e+00	3.388155570455609222e+00	9.626861253369427551e-01	3.491303048666574593e+00	3.852122703241685997e+01	3.405886583788207300e+00	-5.782147515979694390e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.224764688695808346e+00	3.447059453339558210e+00	7.498875575169583918e+00	6.927159077301272561e+00	3.722486838152522459e+00	3.698537659050515014e+00	5.905854392818965515e+00	9.202967795091300474e+00	2.382153566693295943e+01	4.978578586435149056e+00	-3.590386160244760276e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.144184085492177871e+00	2.722755746030265378e+00	5.734042474155129021e+00	5.846914003533951742e+00	8.032325412668695819e+00	1.643467863088555347e+01	8.562963677086859349e+00	4.411888457730939628e+00	4.841506871179133142e+00	4.050979458301463332e+00	-2.913824376893426802e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.288992190857409126e+00	1.283310111086273464e+00	3.504112175329807677e+00	3.376539360287447611e+00	5.719341108031188448e+00	1.720660231710930432e+01	4.668861901521663249e+00	2.846281923865170871e+00	2.638133277936865806e+00	6.338344232723257754e+00	-3.433787280959442256e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.794247357185536629e+00	8.127488501158115497e-01	8.811100760080003980e+00	3.513150876816707235e+00	6.157857791083804599e+00	7.837678792218661705e+00	2.447794215889587122e+00	6.200284139752446855e+00	1.980819795701508212e+01	1.457629032515130652e+00	-3.065645159220261462e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.728062251302544539e+00	9.983938470926080555e+00	8.433356605109565862e+00	6.337909945427006697e+00	6.896389600994462299e+00	9.449855481900314658e+00	9.761022426295925314e+00	3.992149410829285650e+00	4.379742366420042998e+00	4.765197900216478821e+00	-7.011678181317555527e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.369886895438305885e+00	4.753747226000338166e+00	8.301326913025526721e+00	9.549443776004281403e+00	6.341074848620057658e+00	7.154548816214564511e+00	5.205874414644696913e+00	1.534608256617178368e+00	5.618808914932333920e+00	2.504821928062602066e+00	-8.615512188283395290e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.781228916425666498e+00	4.581628818267621028e+00	3.189815244094605262e+00	9.321862824557662464e+00	5.221541844100541674e+00	1.970697031114922781e+00	5.732098246729256275e+00	3.809021031912972255e+00	7.546725247488623722e+00	6.463872171454132953e+00	-4.104951354272130288e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.573497938892157277e+00	7.424619113591661268e+00	4.615251412201638814e+00	1.471849689319734589e+00	2.755279018185175399e+00	1.098295819824503639e+01	3.941768441332711426e+00	5.687776861322665134e+00	7.095355273680565844e+00	6.485903803288625369e+00	-1.693798376365801772e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.393734717917872068e+00	2.800525060448778358e+00	9.073797225852457515e+00	2.749127443079822708e+00	7.544328466176121850e+00	1.945161829356310434e+01	4.881118448574386370e+00	5.824710450284758423e+00	4.796311075294005022e+00	5.095475605648466910e+00	-1.753437651838445106e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.780545724357567750e-01	9.139482954154374283e+00	7.286293637280365054e+00	8.972101939214745414e+00	3.280281438820815687e+00	1.168130483869436631e+01	4.896558328624725398e+00	4.752544789588291074e+00	1.643900297495330065e+01	8.057271407881717806e+00	-8.916674630934517154e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.872789932877275021e+00	6.960912097326476200e+00	1.893355898373900281e+00	7.200708588897470896e+00	6.868886868757444475e+00	6.337940044621972469e-01	1.139297052070316951e+00	4.292110446046662808e+00	4.499533374926342333e+01	3.597611873744058553e+00	-1.794481929855678857e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.656179213952345464e+00	2.233425685186096299e+00	1.508228240482479166e+00	8.525921796509548400e+00	2.881150058723128016e+00	1.463902707415788207e+00	3.033949381807902412e+00	9.724109862226214318e+00	9.019164251229899776e+01	7.519399089658929114e+00	-1.109997561677696893e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.531199399836577157e+00	4.802045322592842780e+00	5.207277562210520294e+00	1.201113883459254739e+00	6.722010199846760514e+00	7.737514208295364071e+00	8.591112172928392354e+00	3.489688766833115352e+00	2.524600245452261582e+00	5.792938430751518375e+00	-1.522781469919942765e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.729463233278792256e+00	8.814055105692084169e+00	8.649253930680190550e+00	6.595139047550628852e+00	7.189944095775189226e+00	4.531310266908835871e+01	2.419731696486213668e+00	3.526931578890764918e+00	1.343401015009461474e+01	5.569526827292865967e+00	-1.384175249100414362e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.905279210754156516e+00	1.015454353578391355e+01	5.527235430453226961e+00	7.819103352264515472e+00	3.119638441212953861e+00	5.388273319955077412e+00	2.519368491520958653e+00	2.941773397173210292e+00	1.826526374653985485e+01	6.400773321310628816e+00	-1.179724550697940799e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.534068520116889545e+00	4.489789191857004980e+00	5.141418643062119820e+00	7.617243840287827972e+00	1.873147861823762250e+00	2.480743898627653099e+00	6.308502176673540518e+00	5.393840757061090230e+00	1.322938441922832276e+01	5.300883616343594618e-01	-4.461935300943242311e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.104694590772709262e+00	6.551989555465780768e+00	1.796441026949350928e+00	5.694018379594044887e+00	2.199672768383333921e+00	1.236240024369617552e-01	7.382816773943300603e+00	7.431778714696390509e+00	7.360303146990363921e+00	7.401862549863823304e+00	-5.820225768689140011e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.823234871260596357e+00	1.966984673433193720e+00	5.995310893286430520e+00	1.954366268233903803e+00	7.230371848278794644e+00	5.846797908229428131e+00	1.359230955219110859e+00	2.714103062706435310e+00	3.537722626504662404e+00	7.046408154685486203e+00	-5.439430828830052178e+01
