G	c	dx1dt	d2x1dt2	dx2dt	d2	W	Fg	m1	m2	d1	Fc
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	9.610012580601635435e+00	9.367967907262835681e+00	1.811814602135723318e+00	5.143779596767922291e-02	-2.845936079250042994e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	8.098387454997068247e+00	5.754385138143895517e+00	3.360317994177078216e+00	3.174836113105603541e-01	-3.338834434103514770e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	2.225185223719932637e+01	3.331649343422714793e+00	8.871133797172756630e+00	9.048301494796810118e+00	6.193153090604735844e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	2.909727041075977283e+01	1.480452966960736694e+00	2.158673311424140984e+00	1.764671750117646987e+00	-6.554404464375884753e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	7.649231206996105037e+00	8.837328690724509883e+00	7.535784599884196133e+00	7.476431045981630774e+00	1.105037409669489712e+00	-3.313585802331601382e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	4.243585616468531718e+00	2.003513030025644426e+01	2.098838478157797116e+00	1.906366335956503733e+00	4.311457298929906479e+00	2.086280652666155699e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	7.045093803463547744e+00	5.831024802169167742e+00	3.726202441685577238e+00	6.606996143603793392e+00	7.634402443514193282e-01	-2.340507804893805943e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.439859033606369465e+00	1.755654049111021919e+01	5.784096793166036754e+00	4.205517894982619076e+00	1.366601006424265075e+00	-1.810355173872304269e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.727648532297935358e+00	1.529719401760283048e+01	6.087714821436261303e+00	8.098505086568650313e+00	6.523753043369990401e+00	1.995253158471625321e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.922050925749733352e+00	2.406068499906264790e+01	6.400050445417988954e+00	3.109516933182852050e+00	9.857308855081994836e-02	-3.090647221667864208e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	2.407778587801400860e+00	1.873256327059039350e+01	2.503172473396394704e+00	6.755580345160275613e+00	9.787104966367702330e-01	-1.725818260000601345e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	9.896182700860791215e+00	9.577316800749127168e+00	4.417141551272364630e+00	3.112488959235137465e+00	2.980111123416267493e-01	-3.063201010638270549e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	9.798546945415395726e+00	4.057026600103263547e+00	6.561199848420269376e+00	7.425791513589882875e+00	1.478510586405088922e+00	-2.397988547300069495e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	8.143129056659308418e+00	6.232456313090771971e+00	9.734595325336401928e+00	8.866396335775196036e+00	4.764287980270654366e+00	-2.455978648449333779e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	6.932462142748576639e+00	4.784862658968845217e+00	7.551040081956018390e+00	2.138851327609219588e+00	6.083258524457939992e-02	-2.268982614185313551e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	6.211203497855619204e+00	8.659335517675646798e+00	9.306223726493611181e+00	8.791227654736189834e+00	1.079790798491422565e+00	-3.170578995122374621e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	8.786894074132018062e+00	2.260660071798590209e+01	7.862227136837232955e+00	6.342221171392908197e+00	1.001928642051421292e+00	4.267271976375367482e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.608953480019112980e+00	1.777872416580598980e+01	6.314404514087759601e+00	2.143952486635281929e+00	6.034363828836357690e-01	-3.854277889410882452e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	5.206001083613444713e+00	1.455088101084246510e+01	2.728859500927958148e+00	4.841775191736279460e+00	2.741932205236975229e+00	6.049869976814028050e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	6.572680751362189433e+00	4.700150402551612316e+00	6.994047940589156909e+00	2.439848327379786408e+00	1.773379362719483820e-01	-3.364123916239391665e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	4.698987037391040289e+00	2.560193879745041201e+01	6.611355253553199418e+00	7.302654728008167950e+00	2.535880141814495392e+00	-1.434769696356845148e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.843001825365016444e+00	2.186492372421567154e+01	6.415952141000700770e+00	7.828545321456301664e+00	1.285738384523322342e+00	-2.456555736428708947e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	3.975673438514151670e+00	4.000782166043861388e+00	5.401571949881986967e+00	1.949898848397348061e+00	4.521590879511512839e-01	-3.537613630135748810e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	6.085661113218933771e+00	2.063352438180863047e+01	5.766714400211026437e+00	5.554804933990585170e+00	6.988202960704571476e-01	-2.447572752048211342e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	8.657730889926559925e+00	1.581994333738142977e+01	4.015849921302370618e+00	8.325626639629641446e+00	1.605499232627705108e+00	-1.250306122946260201e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	2.814318516347486643e+00	4.351930227184093170e+00	5.673791503031663019e+00	9.423102041720703426e+00	2.105752954885292905e+00	-2.416635362510352270e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	9.404524259991887902e+00	1.208958222450796072e+01	2.779016824148016429e+00	5.624561970596889893e+00	5.936926339424357657e-01	-2.278160591401868551e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	7.204604000297956112e+00	1.474993787466333650e+01	8.245209467958069638e+00	9.550609249912579202e+00	7.749436098603044165e-01	-3.052385787553545615e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	8.421204434104920367e+00	5.007450563807855026e+00	2.675119034605820456e+00	5.812105568333977956e+00	7.860993422034772138e-01	-2.441612417793038503e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	6.003642606217193922e+00	2.688427513424065296e+01	1.760987653783127715e+00	4.545143108212555738e+00	1.017103512814794941e+00	-4.155510494128184518e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	8.013602347030845507e+00	2.476149880116397028e+01	4.931666078355450900e+00	8.628006733871242062e+00	1.897557626036541656e+00	-8.948038192606250218e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	1.142747356734545194e+00	2.093778877961642237e+01	6.923378479932665641e+00	5.438297552563482462e+00	8.185248909716065224e-01	-3.592045402201520243e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	8.362758006161667979e+00	1.416324849574081668e+01	4.937148063639368090e+00	5.248857005187789859e+00	3.804034587927713762e+00	7.124076094399382775e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	1.346296226352715397e+00	1.331977118947478012e+01	3.490906311536493334e+00	5.403789031710641844e+00	9.479077921042194932e-01	-5.105089741755131083e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	9.011426596645671694e+00	1.519761647969374962e+01	6.020297521846585731e+00	8.625193883238191361e+00	1.709330554958838899e+00	4.409994559325497221e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	9.923059051346035275e+00	1.669505964792417529e+01	4.124824230664498437e+00	8.481423831698654325e+00	5.011364678563865915e+00	1.367908948049039453e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.637836140681641517e+00	3.686445405904421602e+00	9.392861141893401822e+00	4.640161537943898296e+00	4.060002283840317139e-01	-3.344438048745557612e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	2.896969596417338977e+00	1.524830893201795057e+01	9.306376665007954685e+00	3.999433407873674629e+00	2.293267255521253545e-01	-3.124226793727504781e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	7.882376575494637549e+00	2.354457787294413507e+01	5.528017611243245533e+00	5.420572114131068986e+00	7.392390019332959472e-01	-2.907251648781263853e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.275392357307099545e+00	1.489982515063750235e+01	3.947009621458646311e+00	6.148740437522298485e+00	2.444105864768598924e+00	-1.599660213336482339e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	8.798049085307715345e+00	3.100608852033392093e+00	7.633475369485123174e+00	3.146928461650924103e+00	7.983201227414616907e-01	-3.003985615934141595e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.917907404963920870e+00	2.370665154566206212e+01	1.332947433516986191e+00	8.143467174859656765e+00	3.542822799927179300e+00	7.912216411257759319e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	2.125248787259747640e+00	6.551278208843240414e+00	5.270529857920759120e+00	5.377819114038696391e+00	5.051685987692601243e-01	-2.023308829318672952e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	9.813830896784532243e+00	8.936071433353943050e+00	4.029457896361345881e+00	4.015183108934065714e+00	1.174845413119651960e+00	-3.500838916338925522e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	7.070811277787047544e+00	5.265984343215693642e+00	9.287869988344951366e+00	1.957585206436521341e+00	4.132618576141804945e-01	-2.857288726119204370e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	8.613409662681821288e+00	1.067956516861631933e+01	1.113970219528023886e+00	3.149932624727260766e+00	2.038760801148273849e+00	-2.501247253554223615e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	3.921185064757184868e+00	2.291229921871394737e+01	5.972009309284979750e+00	9.551254191011519623e+00	1.477362284276757531e+00	-2.096061301697563106e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	7.091518424225902173e+00	1.593610016898530546e+01	7.660799994952963488e+00	3.747368713672780238e+00	1.138117940534279393e+00	-2.816004454876392504e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	6.336960310121185991e+00	6.874331726201166504e+00	5.363474464953084109e+00	2.510994035289650483e+00	1.706054514986112824e+00	-2.087300496585233756e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	6.432700475188143585e+00	2.482703394107129213e+01	1.763318006080177414e+00	5.148804324812569000e+00	1.200601607847649799e+00	1.473550717114363584e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	7.147566966559060653e+00	2.562475031442041384e+01	9.755249448984365301e+00	3.757463210833602130e+00	3.326719526267782889e-01	-3.641467830147439688e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	6.176534280225532747e+00	2.579752269235287088e+01	5.655720302784241760e+00	1.324085972830469249e+00	2.733263201503839390e-01	-3.984836278021204325e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.868382785392086021e+00	8.935633325179299646e+00	6.540475548952832341e+00	3.903830741627118961e+00	7.147960898204276381e-01	-3.918373202893815854e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	3.489494464307546728e+00	1.341267494082478784e+01	3.136597734037388285e+00	5.913131097104069589e+00	2.210924238298413336e+00	3.604857028570665367e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.917793657969259158e+00	2.629194190156949418e+01	5.351551762940728985e+00	5.973393551898557696e+00	6.313843329448294295e-01	-5.325775275792503649e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	3.033992870477800974e+00	2.353236597344959335e+01	4.867104112668835469e+00	4.204696893231700372e+00	4.025769429738549121e+00	5.423509855626377218e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	7.225889817150408234e+00	2.793201141991967784e+00	1.665082789689029896e+00	5.025833680687235017e+00	2.612401881781157176e+00	-2.880427117926582792e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	3.099790793521424614e+00	4.427420085637286284e+00	1.969286861319243576e+00	9.693760918753818956e+00	6.708847651553594638e+00	-2.516823404895188077e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	6.631074977152961125e+00	1.318323723643517731e+01	8.534014656161199142e+00	4.400399240224561304e+00	3.681113809605315867e-01	-2.968727513628349080e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	7.721938625526517441e+00	2.632610417770612088e+01	3.157718499449297944e+00	3.326447531742776853e+00	4.210517793485645477e+00	4.511873556131905438e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	2.956455326507305692e+00	1.715687348465640483e+01	2.744442455171238304e+00	3.198014869126980741e+00	2.227629427478215796e+00	-1.780877808240855842e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	1.546400328487710363e+00	1.621468490214977010e+01	5.546870919881317086e+00	5.119212586038386803e+00	1.674817505797349337e+00	-2.530628948953732582e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	2.179799825979350736e+00	5.368632805705906286e+00	7.912654576366879411e+00	7.833686476724583514e+00	6.146261109728229366e-01	-3.788940492771745383e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	6.451904915143857444e+00	1.504654896324377766e+01	1.558076371846918162e+00	2.852006796370652797e+00	3.121849874667085856e-01	-1.220723818291396645e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.987181138292628546e+00	9.920185773771438065e+00	8.400616228756286219e+00	6.249654346631466240e+00	8.649686557086456062e+00	2.381553850448355902e+01	6.188285292272436067e+00	7.388334501156527345e+00	8.308244037910854640e-01	-2.675097275003583963e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.251128196262119019e+00	3.075578677801896532e+00	4.419742337087653183e+00	3.284073062869171000e+00	1.413276017006112273e+00	1.281467363198815690e+01	2.066981292345131838e+00	1.192334914356353082e+00	3.600581696284833044e-01	-3.649688380161338674e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.069469426586887373e+00	9.480081344626841044e+00	7.975550097677406747e+00	5.044593919128737447e+00	7.592099463651877933e+00	2.244278701482560834e+01	1.323736587692399880e+00	4.771981318928881777e+00	8.741011401865181440e+00	1.518753145912372737e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.417154099456191751e+00	6.847864602529770472e+00	9.676769906526967446e+00	9.627714953966837186e+00	4.074233221477339129e+00	2.861586838482783435e+01	1.475934283887748277e+00	7.987111489009327769e+00	7.019828868236415609e+00	6.004355562057253515e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.851929315166480627e+00	6.465251978049079362e+00	2.831825260896879026e+00	4.577735932855288681e+00	5.298984446072703136e+00	7.363038793546205163e+00	8.500446479338499728e+00	4.037439327048661042e+00	2.775716018678721642e-01	-3.665785311133359592e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.051698805501230183e+00	5.615327920348490487e+00	5.709697058661463487e+00	8.554052838804572900e+00	9.362454578928428361e+00	1.602607793020052185e+01	2.057644234085169721e+00	6.075320616048283995e+00	4.163546854607733216e+00	-3.076142303338262329e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.942274208095397192e+00	3.079820954762368057e+00	3.585541724852495005e+00	2.694380539218872439e+00	3.988440352806724931e+00	9.270989744100079477e+00	1.410001117425879302e+00	2.846002066572720146e+00	6.873045637754402470e-01	-2.696912469368307086e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.453721277680047663e+00	2.594106843460132872e+00	8.115323902127018485e+00	7.055293566970924246e+00	5.191495179270146920e+00	2.368838220723745991e+01	4.955376654087774391e+00	7.687036468079324614e+00	2.011297687995792227e+00	-9.860082091682319527e-01
