G	c	dx1dt	d2x1dt2	dx2dt	m2	m1	Fc	d2	W	Fg	d1	p
1.000000000000000000e+00	1.000000000000000000e+00	6.414458788932348554e+00	7.747632507113154432e+00	9.365919073489942903e+00	3.534315104847225442e+00	4.457735667357466625e+00	6.052817644908031269e+01	6.528341630621291358e+00	4.870478101239152480e+00	5.716221569188318696e+00	1.718914843517574287e+00	6.241396961393404581e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.275840289503085145e+00	3.335561833065481263e+00	6.249394860977699473e+00	4.992909116387834523e+00	3.355140096686715090e+00	3.166862045456146291e+01	5.087398078342242336e+00	8.210659624242536481e+00	8.088530433959116195e+00	1.631786258003114831e+00	3.461228675651778417e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.307008655833067579e+00	9.207503265373944146e+00	9.309022068113856463e+00	7.404465756689643463e+00	7.028212542676905095e+00	1.307009304621923320e+02	9.789977619316188040e+00	8.977384128096714377e+00	9.547059277736035909e+00	2.333657800680510430e+00	7.024548435917922689e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.305594553773188338e+00	9.328068967848436088e+00	1.401605800973971805e+00	4.059490224602479103e+00	7.652206470819426620e+00	1.218251945986216072e+02	7.855510400085505829e+00	2.367443124022463596e+00	7.898334857272982568e+00	4.410953049662779790e+01	4.746974586154266262e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.873331952983076754e+00	9.345241488329564916e+00	4.969517640411687864e+00	1.121510384848815045e+00	6.790015908547856860e+00	8.426643360701524443e+01	9.110924050391522755e+00	1.799493978645934522e+00	7.096245139413424496e+00	1.382613489486374547e+01	4.060612606419674364e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.754158864579681953e+00	5.580256891619336912e+00	3.301786393091542315e+00	4.731306987712119216e+00	8.800748744852684879e+00	6.725966772234775704e+01	5.732765145459032041e+00	3.402609701847075563e+00	5.317310159664756952e+00	5.894395112497490707e+00	8.725544185653021145e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.136049131086617869e+00	8.754797910010742257e+00	7.457375622687507644e+00	9.888760498591690151e+00	4.977180647108939482e+00	1.209640262330987213e+02	3.485815491001708288e+00	9.275197863910717544e+00	1.624424497378508692e+00	-3.559910532950180673e-02	3.026801113333081048e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.395582406604137127e+00	8.496948603274235623e+00	9.694969410618911709e+00	6.806078020694650732e+00	2.550137757623364809e+00	7.874188479957932429e+01	1.330727441996574223e+00	1.853773371527496661e+00	9.682759878978629331e+00	1.466608901963915024e+00	2.180886712283419513e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.511308002911553316e+00	4.023524107904898450e+00	2.760375108264875532e+00	6.839785225168110827e+00	7.855097673496839406e+00	5.589007093688728389e+01	7.686157510249506331e+00	7.180490287961813323e+00	5.047754452657943425e+00	2.745557767129839455e+00	1.516107403591214791e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.234118735753988227e+00	8.239089339891673802e+00	7.098278631793785820e+00	6.546647006233511590e+00	4.032304211539217143e+00	8.839890206447120136e+01	2.085136341997805953e+00	1.682187518893016209e+00	2.460606922096930660e+00	7.285734397781891136e-01	3.264851097092983423e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.125117046349573435e+00	1.776168047229744529e+00	2.504965665668675623e+00	2.735842092638030909e+00	6.970587775192176316e+00	1.137537096345707077e+01	3.492785958657628420e+00	6.618326603641528472e+00	7.223896360353686319e+00	2.834805915473946225e+00	7.280411065070568100e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.698493471567876778e+00	6.368455281759401565e+00	6.601046747368990886e+00	4.840431628693289134e+00	3.772244355697287332e+00	4.798947600701953320e+01	5.583422557422086818e+00	4.213966420296722859e+00	3.400737434001766868e+00	1.487191710360019403e+00	3.767960506625274775e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.414775034678864563e+00	2.958317342418953722e+00	5.095987566141726433e+00	7.676043532915601375e+00	1.847063616868803715e+00	2.538600729489832375e+01	6.422440629180467653e+00	7.949736813669835200e+00	6.532779286246175765e+00	1.998202162491244271e+00	2.642145745965225387e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.655096590377043597e+00	2.248338654643236456e+00	1.010956148337656835e+01	1.680017380732775178e+00	9.950924683171198382e+00	2.124211329475301469e+01	6.131922143077229492e+00	3.021486680076751696e+00	6.370348903089810833e+00	2.493002677630297814e+00	4.403592394730707724e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.825801977213094673e+00	1.953848569987891359e+00	5.977303501078060854e+00	3.777571808587593782e+00	2.354936749950291563e+00	1.288623222238109456e+01	2.175904956536119705e+00	6.606059847390650219e+00	4.910356077914721951e+00	6.349606388498418852e-01	4.789253574494851478e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.423403944549958666e+00	7.710531921423009472e+00	4.347507067340652398e+00	3.556511235247888258e+00	1.021565334021934035e+01	1.017587212130012801e+02	4.512102868938580258e+00	2.987378627684771804e+00	8.236664413556919584e+00	5.970997098336520814e+00	6.481742577783813886e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.668958743497028330e+00	4.000470183628493714e+00	2.299785073891856158e+00	4.603326107532079270e+00	1.010110192430009945e+01	5.494481029963496610e+01	6.546361649484318868e+00	7.213913183698681841e+00	3.321263569906819590e+00	3.223323544982664046e+00	1.122678227257310795e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.064740901237193782e+00	7.824996019260739288e+00	2.721112667131623919e+00	9.902167313326378562e+00	8.321299349027986736e+00	1.399571737675382792e+02	9.368580205174541931e+00	8.656271082950103946e+00	4.951392432354721151e+00	4.876031017063425566e+00	1.245252381292475974e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.908441951107410439e+00	1.616359868017547941e+00	2.605987488236692240e+00	1.651336298366430588e+00	6.952856501611344164e+00	1.015331641368960014e+01	7.406198601008969540e+00	1.596981521955949557e+00	6.071317741759301612e+00	1.371092711188306978e+01	2.486956461658950701e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.297257704831572767e+00	3.667552926152161774e+00	3.064691577943495115e+00	5.473954450455963183e+00	6.103101750396584535e+00	4.781009550673341835e+01	9.079383283036788654e+00	8.738524039749108852e+00	6.910596533786586448e+00	4.398246516493140135e+00	8.054821316928887143e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.289640052820656191e+00	5.639345453924797802e+00	8.814708873278341628e+00	2.937744790308703280e+00	8.983654391363154801e+00	6.758910675583869931e+01	7.683893324138828085e+00	5.810281269390689118e+00	7.542566164509249660e+00	2.151251692899927903e+00	5.075319535856755806e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.501403538816066252e+00	7.811373992588530157e+00	6.091987334017002986e+00	9.772599205791548727e+00	3.304853414024999658e+00	1.102093837906257505e+02	7.018074875409076263e+00	2.348138227380754728e+00	4.725838773517365254e+00	4.214637815401887089e+00	1.745826060421554757e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.144400092073468045e+00	3.662464568397886033e+00	5.791509686033188942e+00	1.961098826258498296e+00	4.965497142225152594e+00	2.443452843014672737e+01	2.645209922837384653e+00	4.695585217989807880e+00	7.159784332366950110e+00	1.098686997472746452e+00	2.257733831669958136e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.785766954776416782e+00	6.943364875210962239e+00	1.933450995500008318e+00	4.609813117806211835e+00	6.179308767757571985e+00	6.884415322994708220e+01	6.758435787014178686e+00	2.415264550760522599e+00	1.910547304957016745e+00	6.627004302965413984e+00	2.583299799520698414e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.777890279245164074e+00	9.170376509113076224e+00	9.169405717663355659e+00	7.761119273779801375e+00	5.037125892454933584e+00	1.083188793476522562e+02	7.165010635515375981e+00	7.201622093529892688e+00	9.875816489954022614e+00	1.801395613917031735e+00	5.315768681322974771e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.976703109408127546e+00	6.197516002183049544e+00	8.225480592321826379e+00	7.321452053866858378e+00	4.651106412142865132e+00	8.103911885701739948e+01	6.665878833319259122e+00	7.763416953807017684e+00	4.820528556960384847e+00	1.209583381988503348e+00	8.173935106485429287e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.251586634414314503e+00	2.610863035831162637e+00	1.637722305350594709e+00	4.782757072966912659e+00	4.082592478344343689e+00	3.310911708771249096e+01	5.606898999290448771e+00	2.295792704512598092e+00	7.397205533503655950e+00	2.593750944899348099e+01	-1.610344144036291780e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.643116412540804205e+00	9.102140269285972085e-01	7.495697585811830876e+00	4.407240965499680918e+00	6.043891086292577874e+00	9.315947619462699336e+00	5.529384160453048480e+00	5.187666542590495311e+00	8.847135233719899405e-01	3.514036290402252072e-01	2.068538291433057111e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.822609572092324548e+00	8.614834644979927347e+00	5.907371878217563044e+00	4.194593653196539762e+00	9.444307946321206515e+00	1.165657043931159080e+02	4.336817372349974775e+00	7.890101189851974617e+00	3.127899586655522146e+00	4.126768559558723903e-01	8.350991117949097315e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.657095785361923923e+00	1.107068980974810435e+00	2.090032881092328321e+00	3.039730019245747261e+00	2.934107199311668523e+00	5.107819008024025997e+00	5.897725712456392877e+00	9.457935327091838928e+00	5.017955106724245162e+00	3.456691450216428318e+00	3.704968174811123305e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.031598821981356906e+01	9.198556172392548191e+00	5.353610330182177357e+00	3.058296168145256733e+00	8.902748164806645548e+00	1.087036992679905580e+02	2.818351149065537964e+00	5.486786980891125154e+00	8.725780645214602060e+00	1.932964878212744875e+00	1.946968786243263878e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.179672309897727089e+00	5.608082500448690944e+00	5.067857484263511125e+00	6.001252373985176192e+00	7.521915746481713683e+00	6.643809444007493425e+01	7.775772152116279479e+00	9.650326752713274558e+00	5.394068887374030119e+00	1.987630269252024240e+00	4.250926167576715216e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.202850584089546260e+00	9.919053440520141152e+00	2.322814510163345503e+00	3.654043746713174556e+00	8.304019353530049941e+00	1.163164078978758482e+02	2.666528353639289861e+00	6.016101840861338701e+00	9.370412119642697490e+00	3.611904811190919329e+00	3.961895609490420611e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.061051500573007900e+00	7.721688435690705177e+00	9.232634060682432420e+00	4.091738084642245532e+00	5.950994066524854631e+00	7.862932486814324307e+01	2.239232209098091175e+00	4.246801278690864656e+00	5.745474345313496656e+00	5.546932103420006976e-01	5.850906438299064121e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.471062373975038362e+00	9.884432139435743281e+00	9.393771833353286027e+00	6.793233738943480482e+00	7.832493346959084057e+00	1.517661074054394419e+02	4.986667235337256088e+00	8.797943274619193232e+00	5.514169700942487040e+00	5.638620049648530586e-01	1.033377472664972402e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.011006503328840012e+00	4.374912819641902040e+00	7.196599554250340702e+00	9.544398010117033593e+00	1.199078139910991769e+00	4.444595292205600856e+01	6.821498795843865537e+00	5.158887025752671995e+00	2.349614976068131966e+00	6.072643696396008428e-01	1.169425946962050602e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.001866617904538792e+00	8.140351338407095128e+00	4.996201461761723195e+00	6.556304083148995154e+00	8.415130797627394799e+00	1.175525435433687420e+02	4.876783510075501482e+00	5.267406229943066620e+00	8.129951446390625946e+00	3.089776039154996212e+00	1.647914884131991471e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.542534065167902035e+00	4.523996768717386985e+00	4.519381721896248649e+00	1.950938192393390169e+00	1.185455702035072001e+00	1.752234817988390247e+01	3.447102845764220991e+00	5.076385500849398547e+00	3.248675063121286399e+00	1.188836743629488435e+00	2.867934969261106630e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.981603327626610289e-01	5.597526098585130505e+00	7.081071524719582122e+00	1.325256648797400683e+00	8.870828553482979828e+00	5.725514256503145560e+01	5.804199268535628065e+00	8.657006665424404446e+00	8.768971617861538448e+00	1.929753025811546285e+00	3.719703680515677888e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.948575895856012430e+00	6.873467935319732547e+00	6.158719506669984689e+00	9.505097434966092607e+00	9.955249744511975862e+00	1.300720457742846747e+02	4.111707191271995576e+00	8.481795489705449498e+00	9.171542967238371702e+00	1.706025593025843889e+00	2.811772766947071318e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.475862965196364840e+00	8.673358525664708552e+00	1.780801583951595601e+00	3.668304406424523378e+00	3.008570342100212347e+00	6.249185639905277156e+01	9.791564305109519140e+00	4.331695265948058093e+00	9.290567176380818637e+00	2.456933273959088737e+01	2.592397704194483765e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.441864747476587549e+00	9.944351025947678835e+00	5.495034867869486916e+00	1.644853902716233662e+00	2.500278928785074406e+00	4.491900723056898670e+01	9.668487725143112499e+00	3.630225828006738986e+00	5.639271527814528895e+00	4.927308168248172748e+00	2.223299551389374642e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.251712933468809297e+00	8.110176234230236147e+00	8.342070661432170908e+00	6.239225388901469493e+00	8.343088267302567473e+00	1.099469864101614291e+02	5.314425235589002483e+00	5.631517641090823645e+00	7.032682543658504315e+00	1.664819910287873128e+00	4.546259125645343602e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.041614808241763335e+00	4.590076039967875943e+00	5.163780625954990988e+00	6.841031532002419091e+00	3.366518250263033973e+00	4.483953020425219904e+01	4.300946111344444489e+00	6.031741459990374032e+00	7.922666474925623703e+00	2.050061166965013282e+00	1.812267095185857215e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.833785689663823604e+00	5.263502838252763105e+00	1.209124023869220688e+00	6.963672301486885097e+00	8.647103854767435038e+00	7.867734486318710196e+01	7.842979657655380521e+00	3.420296166791504611e+00	2.741990027278329745e+00	7.135919188129680180e+00	3.305987627145110963e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.003629331749103848e+00	7.405878279314584312e+00	7.820714982516705049e+00	3.622734115452735271e+00	1.463659588862978200e+00	4.620887220866647738e+01	1.504146963663772318e+00	7.997798654950798003e+00	6.880667205249825891e+00	4.352769741766933653e-01	6.792056113033312386e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.009407750911876622e+00	3.189074867586264794e+00	2.926010411027985647e+00	1.227177618590788777e+00	2.118259209171679647e+00	6.516585362044812868e+00	5.391398375035857171e+00	5.732523425038217546e+00	1.686885692930593983e+00	1.091220421886073932e+00	2.282652036074196928e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.691884114061400268e+00	1.646631727017647817e+00	3.381824230659659758e+00	9.448775018076952747e+00	1.008067849992438347e+01	4.008062838355942858e+01	3.771699917183514383e+00	3.748458434502634606e+00	5.957495364646537617e+00	3.016937992190789952e+00	8.810835226526397435e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.423500584773097488e+00	4.220349864157295627e+00	2.635127946177785674e+00	3.372558193256882220e+00	7.783330987879905294e+00	4.230552100164384655e+01	9.173569215497701990e+00	2.361959770549639792e+00	2.772632715452281627e+00	9.391467911141340608e+00	3.491433331566405229e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.924549989039284981e+00	3.288336195305568754e+00	4.190323258790385808e+00	6.826534773764846520e+00	9.137281658834805143e+00	6.054210304486009875e+01	1.336504281009704531e+00	3.197033664768185623e+00	2.640330087480499355e+00	9.393648934532665695e-01	2.099403615453794885e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.779192434302698800e+00	3.584958768860491141e+00	8.224716967951790636e+00	7.275286936714266517e+00	3.677409140553617117e+00	4.176482610727491362e+01	5.644278458545896271e+00	9.652270856798878640e+00	4.252068894249487307e+00	6.166774968482697794e-01	1.171096940571102323e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.596398821095970977e+00	2.661145292970062748e+00	5.460259057770230129e+00	6.209586599637523463e+00	6.953324039108170318e+00	4.210398700785483328e+01	7.380478230661599248e+00	3.472813551830219225e+00	4.954802086430798447e+00	3.503441763733685654e+00	2.663765132640871229e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.902631332880983628e-01	1.601313035706287469e+00	3.017928703704598092e+00	3.650818301799191090e+00	5.947417467671719749e+00	1.175827803348460598e+01	5.449154605554324959e+00	2.718072092109339088e+00	6.552284877599914736e+00	1.014111400690373088e+01	5.405536641262260389e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.319477070264715834e+00	1.259967480303632037e+00	9.107311439764540495e+00	3.464356078459684962e+00	6.199128514985537741e+00	6.814254351599377202e+00	1.552051339492785509e+00	5.353835151750541144e+00	1.392094201078297289e+00	1.421825815651664160e-01	1.988414361885798826e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.574048524960018014e+00	1.019197322351180723e+01	8.830062921428247336e+00	6.255186120110975523e+00	7.084824858946316972e+00	1.360296333658049832e+02	9.978154162855533471e+00	3.675546984780069248e+00	5.612439259916490286e+00	3.215108570515823327e+00	4.692782399590651039e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.560951066936015152e+00	4.753213484984097015e+00	8.868850131730638964e+00	8.555816215448551532e+00	6.078243755303655682e+00	7.368843023169966955e+01	5.455205091453684041e+00	7.360100249697651975e-01	2.225367258364822742e+00	2.949549970521319064e+00	4.193304287742473662e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.958194234887473684e+00	4.774328294734195843e+00	3.070052075277873271e+00	9.828569803842668762e+00	5.421117374118558985e+00	6.527289418177564073e+01	6.594711878077004208e+00	3.605493861542519163e+00	6.202536089425886523e+00	6.272030287913886504e+00	8.831121674238956132e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.605551181666446725e+00	7.127751479249878841e+00	5.643299166345411066e+00	1.920782496776417547e+00	3.125070213016900134e+00	3.687430263337709135e+01	3.219481029432350372e+00	5.594123153248788505e+00	6.470970720809091858e+00	1.256521958184309895e+00	1.604172076063101997e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.091057886657225140e+00	2.995763400111719488e+00	9.893854910956045856e+00	2.250563874234509321e+00	7.904950624227704559e+00	3.012213187852095686e+01	5.219239851295331967e+00	6.087630363457778415e+00	5.988740520002888701e+00	1.175872866868171496e+00	7.751928366024521893e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.284816934902816676e+00	1.013769105526378134e+01	8.072764983828378149e+00	9.209654692439556811e+00	2.474473978730321821e+00	1.221408252967623156e+02	4.796608197841632837e+00	4.082546619388800480e+00	7.695723677328337509e+00	1.901511325276982856e+00	3.245705201647997455e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.968836298925214834e+00	7.942288736023795259e+00	1.171625325085823288e+00	7.122126504194316254e+00	7.321306002146804381e+00	1.230017099831955534e+02	1.487529297232068837e+00	4.904523878829731842e+00	3.926247760310504820e+00	2.078340833885280681e+00	-2.245058866954386900e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.163167483241699607e+00	2.146126308136279803e+00	1.454422573051592948e+00	8.886843227579374727e+00	2.734585445400682602e+00	1.817023585079184755e+01	1.950339741422700168e+00	9.535630564676432996e+00	7.447833369691509553e+00	1.930121033004974729e+00	4.793018971237658832e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.143310351749535769e+00	4.891655081675128969e+00	4.815922140223344527e+00	2.450652946667506882e+00	6.928268932917978518e+00	4.305407253943439372e+01	8.273453195498515100e+00	4.795767060570407025e+00	4.577623378028698120e+00	3.863945471783207353e+00	1.784428548426361658e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.437146534518036534e+00	8.752984970613512772e+00	9.486636413999548267e+00	6.480998873714522546e+00	7.644444256114481639e+00	1.206641894184898263e+02	3.097069377695047088e+00	3.336376553461598782e+00	5.480042127549752173e+00	1.245916977138941117e+00	4.588225433086799399e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.554028279800327095e+00	9.136618533106995343e+00	6.060468384351806570e+00	7.318238695411889871e+00	2.586598236484164204e+00	9.828392360618123291e+01	2.959942274925544847e+00	3.244986591720115943e+00	6.684044859406245820e+00	1.683710649532928816e+00	1.714413615444805998e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.184531609596084500e+00	4.919252948248314716e+00	5.397185087769101663e+00	7.542806567634531056e+00	9.668243646295882066e-01	4.777147666473756971e+01	5.232381985369442212e+00	4.951414390002292443e+00	1.315009796379807083e+00	3.232263358228153471e-01	1.090406648645049927e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.345907568376568442e+00	6.835208499953655981e+00	1.700686857134859231e+00	4.733744459489122924e+00	1.912234319175635466e+00	4.383616346084512827e+01	7.785116646864318035e+00	7.827619951980996582e+00	6.888538882697816668e+00	7.003407424103563095e+00	2.720775235122620117e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.957144496991703342e+00	2.985742244719893357e+00	6.960690549553189221e+00	9.418704567188312948e-01	6.519167472043815970e+00	1.699790460600393160e+01	1.699682723853961130e+00	2.588516913150679777e+00	6.514432014269028848e+00	9.943250447241624990e-01	2.090245815510204750e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.779270213344405605e+00	9.945952361150030896e+00	8.261523033277784478e+00	5.737475161866610662e+00	8.759815803825556912e+00	1.467139301675331069e+02	5.621354575755852956e+00	7.477154463650134808e+00	3.881468102948161913e+00	5.391329014913088802e-01	1.117010365511616556e+03
