G	c	dx1dt	d2x1dt2	d2	m2	d1	p	m1	Fc	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	6.508730764271057012e+00	7.248306373630201804e+00	9.665503690770423262e+00	3.683352042410600546e+00	1.235280443448392995e-02	4.670753215256937985e+00	6.977818504067069050e+00	4.803390719974794720e+00	5.990954075376056842e+00	1.108506286323899914e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.263241301862684018e+00	3.762153497226304655e+00	5.983359262866402517e+00	4.870660012609044465e+00	5.406614994013871078e-02	3.171857013678848869e+00	5.003868250562470088e+00	8.731778299081751626e+00	8.291648059969556783e+00	1.328696169280859429e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.610593996104109582e+00	9.398270162084545021e+00	9.425406520964306978e+00	7.277151387205029742e+00	1.994203335327044899e-02	7.012981178852062847e+00	9.588839939552672220e+00	8.642420146138526604e+00	9.665196941493240601e+00	1.334832348099890709e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.339031523154877057e+00	9.735878723246067068e+00	1.503345481160413222e+00	3.939339335155859434e+00	7.018521356420982793e-02	8.425242935842241820e+00	7.584317555350949647e+00	1.941131843616613839e+00	8.077902491755356351e+00	4.951828254477630975e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.149645827335788795e+00	9.466769672989126860e+00	4.746664990879575718e+00	1.537284310585919966e+00	8.323273522292510412e-03	7.039566463815303266e+00	9.404750723140468338e+00	1.738967448942404737e+00	6.304471020894357736e+00	3.887031366990335024e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.056273975472231896e+00	5.251941728279752475e+00	3.374950626009107779e+00	4.330506741444703600e+00	6.300792792035052325e-02	8.350039200923921712e+00	5.669728579630145759e+00	3.289726817214972066e+00	5.431522682847242045e+00	1.871990257935991941e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.781862528587859540e+00	8.906620514233051011e+00	7.641699950951277742e+00	9.560643557098027046e+00	3.708230165083378077e-02	4.444863097012087927e+00	3.296430528331184551e+00	8.979731788869607101e+00	1.374392528527161872e+00	1.783826031936954237e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.709238213480225532e+00	8.705221741332804797e+00	9.844938508035346203e+00	6.749721053508469737e+00	1.896400982059218837e-02	2.355702453998532953e+00	1.466161130933618884e+00	2.220605642220366160e+00	9.852751492181177184e+00	6.723234428308353383e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.382219243139507725e+00	3.878879955053621043e+00	3.307227381458219373e+00	7.059058289566955580e+00	1.363103315562191331e-01	7.739827171197593003e+00	7.486826354485929258e+00	7.592773979822878161e+00	4.604471895930365655e+00	3.468122171024478728e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.421970077880916561e+00	8.426406740745669310e+00	6.933364891577520339e+00	6.655323099425169531e+00	2.752723082007194066e-02	4.227402344667036793e+00	2.071040743341761914e+00	1.890351752858913770e+00	2.390289645421434628e+00	3.297098445052428772e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.379725842876202258e+00	1.339579885096667144e+00	2.735607785520835833e+00	2.841664767274012515e+00	1.872683222069044251e-01	7.083704011468747730e+00	3.649983401765992674e+00	6.613812573525407856e+00	7.008239038315816849e+00	3.555755367014161283e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.553335458644481637e+00	6.379993381679521569e+00	6.035256539813289578e+00	4.729506502375366850e+00	3.173153870939821042e-02	3.320078059825553929e+00	5.792552049802439207e+00	4.233292625688088506e+00	3.581540513040697871e+00	1.451982874694924819e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.623246774059075470e+00	3.000909556939448386e+00	5.160673187337387446e+00	7.849587755588419924e+00	1.225794796700125922e-01	1.676145893163666578e+00	6.092774137820139657e+00	8.099562258061995479e+00	6.248432111090985508e+00	7.534644188219752348e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.390886618552356069e+00	2.089554790467896606e+00	9.720888100532985021e+00	1.858439017329336806e+00	2.302960975479426478e-02	9.859457816189237889e+00	6.350161516480893553e+00	3.062625885305109819e+00	6.330557765653622937e+00	1.541789029325961957e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.704320252768990684e+00	1.766146222187331638e+00	6.432387705490234531e+00	3.427831088891483802e+00	7.982364667982186357e-02	2.394794393842568425e+00	2.602743820810192066e+00	6.704071427822947626e+00	5.030850715318504029e+00	2.606305367693986685e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.253023472180046838e+00	7.166497965389414304e+00	4.246629440647094356e+00	3.538383066397341015e+00	3.020478405391754592e-02	1.002771160326127209e+01	4.421121092093438953e+00	3.132776444014023554e+00	8.541901918290749407e+00	1.658998442976573617e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.729570603964010633e+00	4.104858823355931996e+00	2.146791956391703060e+00	4.856142458545467555e+00	1.502662379079438282e-01	9.820588365467449066e+00	6.509940162662494423e+00	7.364907726469071214e+00	3.351367194607407285e+00	6.575156253008738183e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.829938769211507221e+00	7.599383092273455986e+00	2.341691100104992707e+00	9.822926887051940170e+00	1.384875777405700226e-01	8.236722071326262551e+00	9.638970314272153672e+00	8.803544149603821367e+00	4.954137188018941984e+00	3.034347679989933155e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.150076777728203936e+00	1.557022391844122833e+00	3.032916770796648454e+00	1.590078796553263230e+00	8.117125680768547125e-02	6.920947623996583253e+00	7.551968815050877915e+00	2.162625639790968446e+00	5.812448446538090785e+00	6.658893702548086546e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.036711325077392054e+00	3.931862676047107374e+00	3.248327924042598180e+00	5.597252536575251902e+00	1.135834146543576034e-01	6.274607173739388699e+00	9.289142939161694201e+00	8.794184741054671406e+00	6.987718912665136450e+00	1.675484253052716976e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.074183643962379975e+00	5.817017104040393072e+00	8.716696768791875272e+00	2.610114183902962903e+00	1.373905424346320153e-02	8.907843122710751516e+00	7.902867556800125648e+00	6.393159245080942021e+00	8.031993758559339724e+00	1.711998167309932484e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.508852014430297039e+00	8.141046595449969558e+00	6.123098288206739070e+00	9.804563556267202884e+00	4.976230291320038468e-02	3.598998413930504903e+00	6.317587168619909654e+00	2.120880175993952399e+00	4.568847676908752931e+00	5.346161376438490764e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.265855553032680492e+00	3.851706287764534942e+00	5.612383886179009629e+00	2.074035112065078401e+00	2.351079224987621605e-02	5.179757442119588440e+00	2.662720754104659804e+00	4.816257657679902771e+00	6.802011272446773837e+00	2.791818280348222103e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.224949849550821313e+00	6.615943704515054868e+00	2.059203507648494025e+00	4.644956832460255036e+00	8.620678922541391564e-02	6.502729244800661057e+00	7.091829489748048054e+00	2.470783011035565302e+00	2.378497275120522225e+00	1.991649023137770591e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.329109450022521344e+00	8.939458421327849180e+00	8.669099119356328487e+00	7.701176118489620137e+00	2.323805860090445013e-02	4.683879928726095265e+00	6.634315256768504199e+00	7.258958636904930373e+00	9.341657445619345523e+00	1.083758895401107702e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.981753231420110062e+00	6.581631532007006236e+00	7.602414391594446208e+00	7.283634131261046640e+00	3.657373451777854584e-02	4.851838959232567028e+00	6.408281667662914849e+00	7.794012512549450378e+00	4.457832162793863517e+00	2.658777982454673339e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.805786836322120781e+00	3.143855639598138296e+00	1.633324222117831681e+00	4.786939665323543203e+00	2.407802178250496028e-01	4.083186995473336189e+00	5.417105176847573311e+00	1.918526124524603027e+00	7.531457288266419248e+00	3.267917571479631578e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.715338930072848100e+00	1.216023122702219128e+00	7.325053387576748953e+00	4.140143917411779562e+00	1.155085441724503365e-01	6.007549792272153688e+00	5.783916236921129439e+00	5.543851337698538551e+00	1.100904886219636669e+00	9.874392225785465271e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.781426870094981574e+00	8.755232720170925020e+00	5.878519033878694344e+00	4.571451565808148487e+00	2.130816408837777134e-02	8.658420502267683005e+00	3.931593088466895480e+00	8.428042140680441108e+00	2.837862854100141607e+00	1.264039628320465880e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.586844767060558770e+00	1.213853684293173751e+00	1.719571792783203490e+00	3.365124896472746041e+00	4.088849390646885906e-01	2.714930981826013667e+00	5.682465619391679823e+00	9.350573093005520420e+00	5.465802776863824874e+00	1.716499005535164102e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.748835335247216349e+00	8.895792366086483938e+00	5.153700676871233455e+00	2.783001097194015561e+00	1.593339178587541149e-02	9.386651801043324639e+00	2.753308564220513066e+00	5.692133556565678987e+00	8.826364749677933830e+00	4.234961519074563085e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.865592800163964782e+00	5.748378016390592649e+00	5.419797363301715798e+00	5.234686456655083475e+00	4.471019959613201783e-02	7.218750422890935603e+00	8.274400972394163389e+00	9.592646983116868142e+00	5.751673490724554583e+00	2.923792770797961627e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.426773821765616290e+00	9.555486274652684742e+00	2.428570854438091509e+00	3.461077980097543083e+00	3.622936355985534318e-02	8.437379047287064893e+00	2.631384874308440480e+00	5.906440924946433135e+00	9.411435607287607752e+00	3.907700897199582801e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.050505055780808661e+00	8.102045299228953112e+00	9.612812936124127461e+00	3.600321476886628069e+00	9.930301011927766819e-03	6.037800010285389263e+00	1.731521575331324003e+00	4.718343256313181300e+00	5.477024426845021665e+00	5.718082986721706895e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.336278306965655638e+00	9.858056043857486017e+00	8.738438952485511280e+00	6.959633128584031603e+00	2.059486892527603863e-02	8.037296700636204605e+00	5.017442348330419577e+00	8.711696048742346932e+00	5.387712665328360018e+00	5.105950662634998416e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.259438680100343433e+00	4.115748856280260881e+00	6.972868722794067331e+00	9.693166766936549550e+00	8.517000287354735411e-02	1.177418860695262470e+00	6.992297017903579714e+00	5.487198631365521884e+00	2.043963826975513598e+00	8.429654126087402499e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.811131387806777182e+00	7.944216623292641444e+00	5.164679911395898770e+00	6.394149467113053653e+00	4.006544881821339638e-02	8.367915206528111938e+00	4.758650988387951308e+00	5.175725691824262675e+00	8.161589254878535371e+00	2.097083050855543362e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.818471921525550261e+00	4.558639938378804324e+00	4.800354756236656861e+00	1.693169666017064978e+00	1.876578966030985687e-02	1.304172998218537494e+00	3.554249239187031062e+00	5.348284523959613068e+00	3.283607514545124673e+00	1.234560674451278484e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.355171358070358378e+00	5.264307639974816766e+00	6.926838668066331195e+00	1.726493553900212863e+00	1.053826179671779432e-02	8.908361599844038636e+00	6.019499976969306942e+00	8.640658572002704929e+00	9.050180889991700894e+00	2.880519645005058305e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.896849053607984725e+00	6.700455968113750771e+00	5.890293043312422760e+00	9.550279612661922712e+00	6.000374175191847820e-02	9.897886929157326819e+00	4.084168874450293529e+00	8.395102280903120828e+00	9.177623181010570619e+00	4.440059631125413020e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.458517506673969955e+00	8.888826291347299957e+00	1.605422956871040308e+00	3.719020752168936461e+00	6.824825310409061985e-02	3.639274727491499828e+00	9.340553787029366006e+00	4.665158468555768323e+00	9.391033033698990451e+00	3.681441519675203722e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.311088736251181164e+00	9.877727705661683899e+00	5.778018685481104200e+00	1.774127639676207790e+00	7.968188704046278922e-03	2.961168021732679012e+00	9.251735954679396912e+00	3.883563695503827073e+00	5.729290302361265574e+00	4.301436453775086544e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.466307459952959746e+00	7.957932827837825407e+00	8.263439127752072011e+00	6.382661540560721214e+00	2.385093370755119249e-02	7.882790549164585769e+00	5.484043867448226806e+00	5.490031176116199063e+00	7.155710521411973168e+00	2.140227576900458395e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.261369752494381657e+00	4.736246893786414169e+00	5.098226268113338122e+00	6.609043458151602657e+00	6.751910622132829831e-02	3.266530057112570162e+00	3.889119423082389559e+00	6.137452802207986835e+00	8.051818604217258368e+00	1.291867282907498637e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.583434461603304033e+00	4.771129545705825592e+00	1.477129623409614956e+00	6.902932471898910904e+00	2.427273275777948325e-01	8.811060911751427582e+00	7.559875948860140582e+00	3.151921494755005160e+00	2.093385759915376898e+00	3.318268544461231428e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.837136183213774032e+00	7.683289992135224011e+00	8.090117537565554073e+00	3.417857900549913452e+00	1.521995363206789242e-02	1.910875917711381211e+00	1.273339358051548853e+00	8.104885956835484961e+00	6.441044724435736946e+00	3.648738696663753167e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.200572254118461135e+00	3.074176163771455084e+00	2.783310949099467191e+00	1.230517891362171046e+00	3.115369311249029105e-02	2.177746570415466376e+00	5.290663020299922970e+00	5.275069238519484394e+00	1.219338171962063733e+00	3.301369364254322036e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.220942188992465205e+00	1.875064177734325988e+00	3.351972507335819973e+00	9.612183092167279952e+00	3.659310996931647297e-01	9.920177271022112109e+00	4.029658585914539515e+00	4.073574641345269143e+00	5.481194877292494105e+00	3.514659824706215296e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.715838644206150621e+00	4.167495146596277067e+00	2.413093524630751219e+00	3.265070408050182671e+00	7.839039327475515184e-02	7.183881025627937511e+00	9.315318257711792782e+00	2.034048151378160085e+00	2.404538011702452405e+00	1.230586138277664388e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.890363414719349322e+00	3.636936850873011995e+00	3.935187119016503310e+00	7.093948079374698068e+00	1.254614345921239993e-01	8.627270772410858157e+00	1.104386080888000832e+00	3.130486280415500477e+00	2.662874256525719296e+00	1.851298053341059813e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.965860980786720447e+00	3.680990264079845975e+00	7.852631184321457347e+00	7.393236802800586815e+00	6.567038475998263070e-02	3.937314751594516604e+00	5.903647094636948367e+00	9.579538059120773497e+00	4.313984831227191563e+00	2.903717130353344000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.850240547837371796e+00	3.150162221575618648e+00	5.577574886688900335e+00	6.446036523043707334e+00	9.223941378115117773e-02	7.174353220341807003e+00	7.693098151047289335e+00	3.724633548447125797e+00	4.891505398276448702e+00	1.418289904332715290e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.009694695630884986e+00	1.266669117203945927e+00	2.893801237206821142e+00	3.907351954267348049e+00	2.430115610709869534e-01	6.340008096738390719e+00	5.310042823675040324e+00	2.535426811562232707e+00	6.503731874623579934e+00	8.991202111780276507e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.327247399245857551e+00	1.178416988822177824e+00	8.789376100036999873e+00	3.440568066822377258e+00	8.329102743847467683e-02	6.465346322132626611e+00	1.804101697116319736e+00	5.187350618925231416e+00	1.698438378724709041e+00	2.241140717397433946e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.450185990899318433e+00	9.925877010764141417e+00	8.820638979814990677e+00	6.320167494348464921e+00	1.800027559084061909e-02	7.080960559119136910e+00	9.688188035287431887e+00	3.793985086231363990e+00	5.538439428350174332e+00	1.034459284223860243e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.550412483911105532e+00	4.774811235560864731e+00	8.807653962574830686e+00	8.793993207106305832e+00	4.981622929077673262e-02	6.161301313530989532e+00	5.624377672049587495e+00	1.389379040848487179e+00	2.595414218124256323e+00	1.110632125404833026e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.872840927585145643e+00	4.506897426386371031e+00	3.165005521780337006e+00	9.503650951064537722e+00	1.709039162520353816e-01	4.924534280868909875e+00	6.507849602638420272e+00	3.936532924903925590e+00	6.081949797488608311e+00	9.826634229570536672e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.630174249895003369e+00	7.110621570100637889e+00	5.134330538084615370e+00	2.103819207346480979e+00	1.377806331079664721e-02	3.444184507985177834e+00	3.166487104029982014e+00	5.898505361255335977e+00	6.818899262627568625e+00	1.914462713705731067e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.175414367664552984e+00	3.135148234208836371e+00	9.868088638186499395e+00	2.450294898844390001e+00	1.941265750546003477e-02	7.910257099005276515e+00	5.361138296755379784e+00	5.923991836669161515e+00	6.076151203485323116e+00	2.916241098424711353e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.062152282698824113e+00	9.428527626518953042e+00	7.934498458942732313e+00	9.505314685628059479e+00	2.943342030409259319e-02	2.950705490718319890e+00	4.863442738616111427e+00	4.183000652158885835e+00	7.682367144025294969e+00	7.140203600218514302e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.719439409869439217e+00	8.153271094621043602e+00	1.276509246875809245e+00	7.622758589661478901e+00	1.876331884921889348e-01	7.340441914059038453e+00	1.777513771344215288e+00	5.069789820251645374e+00	3.984359752358237916e+00	1.082620264185681869e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.624352351206267642e+00	1.782771391202932820e+00	1.538753321911509486e+00	8.998428698517853874e+00	7.817410046091916032e-01	3.168791880964582752e+00	1.854662969809253159e+00	9.607965208095519571e+00	7.751518141560591602e+00	3.868460766877952040e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.938244096078856948e+00	4.668262311468990511e+00	5.183080409286046297e+00	2.877765868765675972e+00	2.810763472858001169e-02	6.638217215374315749e+00	8.480285409260870821e+00	4.456289779591827482e+00	4.935747820706961164e+00	1.419167968548434855e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.457101342688578605e+00	8.882749434649445774e+00	9.116752607286347398e+00	6.130659712038514009e+00	1.879870619436104992e-02	7.751348361743901627e+00	3.099063619602331343e+00	3.308747721076397585e+00	5.377246451040714526e+00	2.996415715239342248e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.815436110265034042e+00	9.518024802359725811e+00	5.852876540542799155e+00	7.345063983454209300e+00	3.332565607902999993e-02	2.989989363634603770e+00	2.657483259974328771e+00	3.146673043388521496e+00	6.812907178860744040e+00	1.025965854724257387e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.934685213168282125e+00	5.264329486645618061e+00	5.473143460520774717e+00	7.122520904020328558e+00	6.192515236917395943e-02	1.614892450004215663e+00	5.504728921490947613e+00	5.060113336882410273e+00	1.225305139225366435e+00	2.439095558028755661e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.594478262753847631e+00	6.616498055247386212e+00	1.904854427969936426e+00	4.602388082500863398e+00	9.241207997519972073e-02	2.150504921970718630e+00	7.956456437079546973e+00	7.872365460918889113e+00	6.931242383817862951e+00	5.703446271422336622e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.701593092303404831e+00	2.582407637072915652e+00	6.920133908840726988e+00	1.186203325964833022e+00	1.653868033943185420e-02	6.493858945768835156e+00	1.525059826369958627e+00	2.853097202629456319e+00	6.576672190930016981e+00	3.583940930725890706e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.942723324357652714e+00	9.866811934639789783e+00	8.407683009357395321e+00	6.367929100035096823e+00	1.866569855837523287e-02	8.703703975391990255e+00	6.173002136210711477e+00	7.470090465765897747e+00	3.790496637740043084e+00	5.530611094729080079e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.271662956832999569e+00	3.147918132022377247e+00	4.488684544515308517e+00	3.308055304980198397e+00	5.862654945890288100e-02	1.471169562464818670e+00	1.978391524608274832e+00	1.121639879017832575e+00	1.774870916823573896e+00	9.187082245401453351e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.158562242730836633e+00	9.506353761577141626e+00	7.891849178553631994e+00	5.111858542916654535e+00	1.594732515993551453e-02	7.484294575019651674e+00	1.284450629993616921e+00	4.738945973447079574e+00	1.854736920205025896e+00	3.014506963946076823e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.419807537181388746e+00	6.810403254424622688e+00	9.676090734320810682e+00	9.715892879650356306e+00	3.682293296099006102e-02	4.039225641372262920e+00	1.449365945546239542e+00	7.977768962296211797e+00	9.263213030995256503e+00	4.677335291340066981e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.870045297280761076e+00	6.457842233641578389e+00	2.791919089536897047e+00	4.546372652729244734e+00	6.199021519548259668e-02	5.251241637213882818e+00	8.542720216088193652e+00	4.007697250570138259e+00	7.226267077957666096e+00	7.314390472398882848e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.034089460877510191e+00	5.574706947300205329e+00	5.757991910035964445e+00	8.457657143794682142e+00	6.783013357706710322e-02	9.367883945984189609e+00	1.969863414816974245e+00	6.073966751840931266e+00	2.094751668533517908e+00	2.561929885231197090e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.855158566647844509e+00	3.078091814751938049e+00	3.625870017120080835e+00	2.732424076078482589e+00	6.326950244789299183e-02	3.877931424232103463e+00	1.381399679361994259e+00	2.862193237364651477e+00	4.281898416649510430e+00	3.831581943017053682e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.496520639327262536e+00	2.548160285591583474e+00	8.163733125261085632e+00	7.038740337924704882e+00	8.430211857817046517e-02	5.076608396836100212e+00	5.000723777777888124e+00	7.704313394579964225e+00	6.360769722611177457e+00	2.571642995351665295e+00
