G	c	dx1dt	d2x1dt2	d2	m2	d1	p	m1	Fc	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	9.652975101469058572e+00	9.939287391885464729e+00	1.224134802518302756e+00	3.597000397435929475e+00	6.294792998596668299e-02	4.801502510140934987e+00	7.357527600044913463e+00	8.514432536616247660e+00	8.140602027305996913e+00	1.054852976501441608e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.943156985935836190e+00	9.089609186818981001e+00	9.375135965440563268e+00	3.836538041128762622e+00	1.209946478245219753e-02	7.118634281655370266e+00	5.639946427088994518e+00	1.004862791466512384e+01	3.154950728390161885e+00	6.627310289779188679e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.505056165814027125e+00	1.495854929999235861e+00	2.715056567373536733e+00	4.152881268535925763e+00	3.372340162201885594e-01	2.861059746592704123e+00	6.647611867576989297e+00	5.881908858109587079e+00	2.696102027921162492e+00	1.589876272719434658e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.729695644323227643e+00	7.429381023231606207e+00	5.733891857162729089e+00	6.652430931007046411e+00	3.435817150884744320e-02	6.677345079706921815e+00	2.567801204967497419e+00	5.395800286384707434e+00	5.409723622955738165e+00	4.717596687998791616e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.653181833605298579e+00	8.923976038734375393e+00	4.846606692256217208e+00	4.277139183231216002e+00	3.130143367324990378e-02	3.579583357097877894e+00	3.091478096276830900e+00	7.506982355415014574e+00	8.530262480722798912e+00	2.282714693911183979e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.643489725349005059e+00	3.008962203408162672e+00	4.265655029134116205e+00	7.251562668936774259e+00	1.801663685987444086e-01	8.889392250914388782e+00	1.123219354147976912e+00	2.049763034381260063e+00	2.888034996247042852e+00	8.652663458961145082e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.945981829404982655e+00	6.259998183351782153e+00	9.527476374717872787e+00	4.236658990932700597e+00	2.466159904171941891e-02	8.903216020109670836e+00	3.918849677818132538e+00	5.955281605316288918e+00	1.748551568066422091e+00	1.626315927825584140e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.479769106058075323e+00	8.855440045301202545e+00	1.016252082811721635e+00	1.730447042052544848e+00	3.658417922845260545e-02	3.664882528965284880e+00	6.191190721266068842e+00	6.930157980379322957e+00	4.448809742631967268e+00	1.271390379754906874e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.104341100758820637e+00	1.078196266644422252e+00	6.913402428836619151e+00	8.443757055461206917e+00	2.279489441964612506e-01	2.704548329781504723e+00	8.762649428034293919e+00	2.015342435013178779e+00	7.852129445688023068e+00	2.570285921697125220e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.814630101967274811e+00	7.119886942132580110e+00	9.576469623191728786e+00	4.029998025883477553e+00	7.710872819143291951e-03	4.663993307851183268e+00	6.756589498361178947e+00	4.790874949927766302e+00	5.494724079634269565e+00	1.154149656811425118e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.559427768815719428e+00	3.519047721502000403e+00	6.062321231832775936e+00	4.563492310567101029e+00	5.849663487365980991e-02	3.263399283824241159e+00	5.110293804486877534e+00	8.862686493261037413e+00	8.515514057564475436e+00	9.898449238598502342e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.854537753572467196e+00	9.401079952096472070e+00	1.012280039572422297e+01	7.059949583904362669e+00	1.839040939962161350e-02	7.288385730903307547e+00	9.554671578173197233e+00	8.541342224920272841e+00	9.842631475427882748e+00	1.531824478850102311e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.284459010678274282e+00	9.467944367276210471e+00	1.478827322076184503e+00	3.591728034303472317e+00	6.857048820676615863e-02	8.502384879274522689e+00	6.685195936786784365e+00	1.964515826452962743e+00	8.506172390662513294e+00	8.770119175462801620e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.905308532049916792e+00	9.812198421377766877e+00	4.533169150653423962e+00	1.360237537515209594e+00	1.160416812047629365e-02	6.667663855844014442e+00	9.101744591311417665e+00	2.076145531670041677e+00	6.180544247583955375e+00	4.126357403136564628e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.060951035871076087e+00	5.558826324007799968e+00	3.022683550749772685e+00	4.669209334461950078e+00	6.135091570973507519e-02	8.787441552040839099e+00	6.132634970842290478e+00	3.356372783404657500e+00	5.424957605482470413e+00	1.839957024552868026e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.911355661059568334e+00	8.930651792489365803e+00	7.923222141370755978e+00	9.496547836781873642e+00	3.382537528666642451e-02	4.964063488241437838e+00	3.737301339905676478e+00	8.667120413876146401e+00	1.512188652926634624e+00	1.820803399848194104e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.234734159822542310e+00	8.613250784350816147e+00	9.594448612458547743e+00	6.674413542174592706e+00	1.779744373533732535e-02	2.437510138752801758e+00	1.619757230513182433e+00	2.138942386024358377e+00	9.718005743652007311e+00	4.877168388389472864e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.290340289698297838e+00	4.132662586546464567e+00	3.491975357592719931e+00	7.190850032046972373e+00	1.284817199759234752e-01	7.436769188171160394e+00	7.749840852784947387e+00	7.393049904939560157e+00	4.598726885440730605e+00	3.186385321869886322e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.194543655021959028e+00	8.383482262007879271e+00	6.699920476424324534e+00	6.475343607577134897e+00	3.214817876226348792e-02	4.099485789786756484e+00	1.878233920626910969e+00	1.541366880551037877e+00	2.363637296471452487e+00	3.101998000480544526e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.742264751013081536e+00	1.131546491377124708e+00	2.433166895334875512e+00	3.222098747039889854e+00	1.835379005564831967e-01	6.986008635125678268e+00	3.653616189403010139e+00	6.452784792262131752e+00	6.774319739451204470e+00	3.576358608964446795e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.385957523933488034e+00	6.697467175697941144e+00	6.255057355098791128e+00	4.766976594486971308e+00	3.912012253886815866e-02	3.511690108157436985e+00	6.131110371675265291e+00	3.825775964155403663e+00	3.355292088087554081e+00	1.408648164626706611e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.674285832508650929e+00	3.158406530673011581e+00	5.001254711912719308e+00	7.649705035864481140e+00	1.207761295883588853e-01	1.648140936717633176e+00	6.196581682846272088e+00	7.763831092142178036e+00	6.605648123084443490e+00	6.238732538144948769e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.350533534120927470e+00	1.894826010294146323e+00	9.865500576696163648e+00	2.071197841434615494e+00	2.942953432939053246e-02	9.699456551108061930e+00	6.423064697543181545e+00	2.792889715162984121e+00	6.014800848362906294e+00	1.471814884028419534e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.012305042045552028e+01	1.576380517512433022e+00	6.614588770835594822e+00	3.754910411066109788e+00	7.167144587540254241e-02	2.684427647184675969e+00	2.445054701646822704e+00	7.012144703865923923e+00	4.699634317483744717e+00	2.488406052215724973e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.815325027986631312e+00	7.061755801512747510e+00	4.296371666431466174e+00	3.918852637586839549e+00	3.223795817508978007e-02	9.965860091427250822e+00	4.739804903830574290e+00	3.526179293170243145e+00	8.617039693791632260e+00	1.541065449069261462e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.870293677230056240e+00	4.621358354312975258e+00	1.952830880385111989e+00	4.831338324091059455e+00	1.530047693029571720e-01	9.508908610955044693e+00	6.862531580596376912e+00	7.005145809017332859e+00	3.376538574993255271e+00	6.399791605511740755e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.533403372571543688e+00	7.524040952292722295e+00	2.550664784402612462e+00	1.011728025477109760e+01	1.441350995986237504e-01	8.223700583950995124e+00	9.906580601360493787e+00	9.292894849926362610e+00	4.687402824864564721e+00	2.792444563492684662e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.020263956100719405e+00	1.632092388841447583e+00	2.773153402471724149e+00	1.634917742653950512e+00	7.667655190880047489e-02	6.978891758569644388e+00	7.566860088436258458e+00	1.834794992643538958e+00	5.700509287713292572e+00	2.702642247476428894e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.017169747394587098e+00	4.038225734528838373e+00	2.581168389911613570e+00	5.502827470806768595e+00	1.101445303844875850e-01	6.004703609848123236e+00	9.205572287963754263e+00	9.002504353204228593e+00	6.754487292326826875e+00	1.636996694542783182e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.167447667684091694e+00	5.517359508278721236e+00	8.850705132638699624e+00	2.404023517761659345e+00	1.549672278939551520e-02	9.120382599111259481e+00	8.050008434384400502e+00	6.412502371331449069e+00	7.884378565920627580e+00	1.367543984617940911e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.518635339142930363e+00	8.421521641285808712e+00	6.096721743260697046e+00	9.439169748962047635e+00	5.022935757296631554e-02	3.641692414005071932e+00	6.023188910151797693e+00	2.316939031598564736e+00	5.227601258247571714e+00	6.880574074757925818e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.350562351919842419e+00	3.699695395226900274e+00	5.542086226374117963e+00	1.818978136495840392e+00	2.417881338622751564e-02	5.150134570044614613e+00	2.482821741669350324e+00	4.530807438835960710e+00	6.733613459791886413e+00	2.603783066955498882e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.010190646887611621e+00	7.142055670911759080e+00	1.626760204682521138e+00	4.934395960660080682e+00	8.425899090570893035e-02	6.551773683368630863e+00	6.602123420701798473e+00	1.954801435506891449e+00	2.120145729790852140e+00	1.927866631996478342e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.284624466313035729e+00	8.886831269471764827e+00	8.178993455506443411e+00	7.832249079718794249e+00	3.134927838415176721e-02	4.821613863016837698e+00	6.949250760038545138e+00	7.084748762362586660e+00	9.933785170830073952e+00	1.030427987526152167e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.971261213491803943e+00	6.831396340544851675e+00	7.519614166903153318e+00	7.005032615921537698e+00	4.914267446840492326e-02	4.827719125079296347e+00	6.224537174493603331e+00	7.945916777703666334e+00	4.684752606935437491e+00	2.608341528192843040e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.858267221484941611e+00	2.402131430348673824e+00	2.064216337926313649e+00	4.331864245076274322e+00	2.415391710372177536e-01	3.950626150451606033e+00	5.518895790109334065e+00	2.484425046095402489e+00	7.759269627027938654e+00	6.338326502065545487e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.662838039361067111e+00	8.927346137452683017e-01	7.332262591444051125e+00	3.817654487978844546e+00	1.165929334784251981e-01	6.368399159685171895e+00	5.723467879524029023e+00	5.275185201379084532e+00	9.605779311078173066e-01	9.640950597282301970e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.117830949357888848e+00	8.749220752310881366e+00	5.792085555371602190e+00	4.368273174738448006e+00	2.225305478838484133e-02	8.268872026131553810e+00	4.804803821173163847e+00	8.304742793050706950e+00	3.164889911296339786e+00	1.230703180510099237e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.688962056857773675e+00	6.265465947073968200e-01	1.728800573253933770e+00	3.296401812681714727e+00	4.142670968016004540e-01	2.472898162532624511e+00	5.795032882087335580e+00	9.221726084600883055e+00	5.601742724186705935e+00	1.760511216224978748e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.780743567122476279e+00	9.039455738726825729e+00	5.726346332560366292e+00	3.165453978903479904e+00	1.940025772854753541e-02	9.621501297225067972e+00	2.267201142984482054e+00	5.616975468157445306e+00	8.943554950688771044e+00	4.177096835784600337e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.872643772952304886e+00	5.847485949696257457e+00	5.569854236362861144e+00	5.199107430674800412e+00	3.846740425099280658e-02	7.859739276599196245e+00	8.569002210619537152e+00	9.027360673546583669e+00	5.286928805020737698e+00	2.976554969441664422e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.170683425487023754e+00	9.176002863296034207e+00	2.234226998921460261e+00	3.871662659717738819e+00	3.350250681479715470e-02	8.648170162714558629e+00	2.565793588530358882e+00	6.228652005303299433e+00	9.363514369121858749e+00	4.055513918811596952e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.095128758248540279e+00	8.184610102828175471e+00	9.519042318205999109e+00	3.132377339280184358e+00	6.959894604177612777e-03	6.513428639636376971e+00	1.709580301530179147e+00	4.554251998360372866e+00	5.816179091876885643e+00	5.558210257340062022e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.707853363325474660e+00	1.020573491180220138e+01	8.741558379038133708e+00	6.816440633902235646e+00	3.216998929950573571e-02	7.897350332475030044e+00	4.741738060107297592e+00	8.883287111304811745e+00	5.472898799579965612e+00	5.311312025871210984e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.416983826246026368e+00	3.571426739755692470e+00	6.729564283794794655e+00	9.929459483224288618e+00	8.610713387665853980e-02	9.722961805770987676e-01	6.978425238313171519e+00	5.373687999050118513e+00	1.977179397613185285e+00	6.598814562729373723e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.575206030046649497e+00	7.550463713063386706e+00	5.370244444800865935e+00	6.662046814861710686e+00	3.673491022625681446e-02	8.489759440535637580e+00	4.989516419956705917e+00	5.298971335541633465e+00	8.162892833486518285e+00	2.176174841433789808e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.984326997901914247e+00	4.524170800130039360e+00	4.480107109996386505e+00	1.601947915850795656e+00	1.642852143959201358e-02	1.620973540101643628e+00	3.313726977881958469e+00	5.719853275198724774e+00	3.180157709541075128e+00	1.060512485514529368e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.316357744232715454e+00	5.325479491491378781e+00	6.441615399224758676e+00	1.951395891262765581e+00	1.514774075283151222e-02	8.652022918421902631e+00	5.884152034500177209e+00	8.656890544055798387e+00	8.882962008338363802e+00	2.861635351655710924e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.121369387804451279e+00	6.631245946655429435e+00	5.929905967721144755e+00	9.782645203305541770e+00	6.494662278911000897e-02	9.869595261560501598e+00	4.150804719920365038e+00	8.533088151645543462e+00	9.186402856315739385e+00	4.439790411121480318e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.398293751433257626e+00	9.110458299795123338e+00	1.537776148616873950e+00	3.490989973145493419e+00	7.004149825623195991e-02	3.639249104767662502e+00	8.753176831504211108e+00	4.415736717483257578e+00	9.875097472216248562e+00	1.564466296851603488e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.537751470847061874e+00	9.989491244177395757e+00	5.612241710606694411e+00	1.913844171662496318e+00	6.343479741444702467e-03	2.707978475109435568e+00	8.908390501344094048e+00	3.854341421814270863e+00	6.037127630916067744e+00	1.638218729218277603e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.318324190446171329e+00	8.108235125825705936e+00	8.046527503658403191e+00	6.581847423208290415e+00	2.582883851653189691e-02	7.735150620040698755e+00	5.979440275507997171e+00	5.151877530091910629e+00	6.892385998951727544e+00	2.337480049462939302e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.077352317289081540e+00	4.373296281508509686e+00	4.960576197699849921e+00	6.447586304506383925e+00	6.816251824839088258e-02	3.506844798079039371e+00	4.040880192015068317e+00	5.954219940604353667e+00	8.347392723463181952e+00	1.183946478202024588e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.104554984436501464e+00	4.832496903002655664e+00	1.779153661718507973e+00	7.295144368136219803e+00	2.387889596500628875e-01	8.917978794970048639e+00	7.490204460188918389e+00	3.485355426590472039e+00	2.382407127920722623e+00	3.527613006152117148e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.022840107106842922e+00	7.552806629237386105e+00	8.198279843156324631e+00	3.180511858155748772e+00	9.625053738275018977e-03	2.143039494901627595e+00	8.651656704192707270e-01	8.637517557239617005e+00	6.577758432579794423e+00	3.569710671219350484e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.368491641931591118e+00	3.555680989512890466e+00	2.548133117884047394e+00	1.174997603702425897e+00	3.392790024201253196e-02	2.225343714416840424e+00	5.257473017975967444e+00	5.039099869251819186e+00	1.424030424579961984e+00	3.588455834435470670e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.335174817132028124e+00	2.042776524611908062e+00	2.789034084932224822e+00	9.346862639123038718e+00	3.657520773346741305e-01	9.574534818757063803e+00	4.297157627337778507e+00	4.113892309817564374e+00	5.229622128255794422e+00	3.372922326509689483e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.745464493423005692e+00	4.005496857919307985e+00	2.229902743483311411e+00	3.286013787993422586e+00	8.077690274552214167e-02	7.179781094050740720e+00	1.000878101049159952e+01	1.874980383563708219e+00	2.285267670944196805e+00	1.543945176197125679e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.675705794984999386e+00	3.822280788610114222e+00	4.015363113162211839e+00	6.795413193511425476e+00	1.279412708082115768e-01	8.362684998091445721e+00	1.627035393974078481e+00	3.529566492303034764e+00	2.868751164201462700e+00	1.855780622832154592e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.211590183145835553e+00	3.823458748501915139e+00	7.636298212867282054e+00	7.280057256655676490e+00	7.100735977494783413e-02	3.834059190182967480e+00	5.732038780781168796e+00	9.580211042871036753e+00	3.963113125880236343e+00	3.001768852993230929e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.057102546048404257e+00	2.873934856677037519e+00	5.478550682764326218e+00	6.060624337221049096e+00	8.866206807918179666e-02	6.806134128126864802e+00	7.529969946364318822e+00	3.743863870710142372e+00	4.613978046050605464e+00	1.213606623057965850e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.363898144473939089e-01	1.281903585372702103e+00	2.681274537901450650e+00	4.032651060491001971e+00	2.461394509980216749e-01	6.181802751097205118e+00	4.961516378029521945e+00	2.317164556183077817e+00	6.690326979643153038e+00	1.049330873871153758e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.483153832840713449e+00	1.068670996179130306e+00	8.880397408730626552e+00	3.536300163371560057e+00	8.661164048625143164e-02	6.452992758393674144e+00	1.537753693385671694e+00	4.729427833146580440e+00	1.458997826246088980e+00	2.255614450198491383e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.598502222495897129e+00	1.023092937145416315e+01	9.132858785998731577e+00	6.673342618662999826e+00	1.667748503194957377e-02	7.018195765557583954e+00	9.693767710481560940e+00	3.970756569995457230e+00	5.753260660398819226e+00	9.310032388782474300e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.433848654686843638e+00	4.906491509929509220e+00	8.835090095094489726e+00	8.700720703367492703e+00	5.186129033509991049e-02	5.937705578130579198e+00	5.561384890201460429e+00	1.412439531687294192e+00	2.442199610564483425e+00	6.564012326294619282e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.861321289036299120e+00	4.661100026101786753e+00	3.166265632496751081e+00	9.827500633855953183e+00	1.682100481305049133e-01	5.171437497599892907e+00	7.091262544662018996e+00	4.010967605909004696e+00	6.231042397879034134e+00	7.196655340519650945e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.810941209778016425e+00	6.979618169501200953e+00	4.999074071330513291e+00	1.963784013363759851e+00	2.307008055379979050e-02	3.450733757289967674e+00	2.768673765986183533e+00	5.733967254055867713e+00	6.824258525702216360e+00	1.724120938398078007e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.817472991317924169e+00	3.057412298178610488e+00	9.727043189061502559e+00	2.424088407216729912e+00	2.093530959741494654e-02	7.773452151724461245e+00	5.339112955829897977e+00	5.925763939528669866e+00	5.881631837715996625e+00	3.027364085750520850e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.748251963354698013e+00	9.912190644842871379e+00	8.194996613988276835e+00	1.007483454644687093e+01	3.333628300520793952e-02	2.741663291681687209e+00	4.296319804523630381e+00	4.424192878780201177e+00	7.580657936776003858e+00	5.938885988136065608e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.500082421840359004e+00	7.976668815923952494e+00	1.449471065874211595e+00	7.497630411997157296e+00	1.885425025884329420e-01	6.721355829286844497e+00	1.764828905766137490e+00	5.292848620120797598e+00	3.838874725069298943e+00	1.070926627079179028e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.123572180393885844e+00	1.836730225435187380e+00	2.151507469842225628e+00	9.279179248022511928e+00	7.788816568788452521e-01	3.039521474208271457e+00	1.587401302693979943e+00	9.369129969969080207e+00	7.880990621207093483e+00	3.781633797800242114e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.271683684125363811e+00	4.379012728320662795e+00	5.343948554770250325e+00	2.953529443562434853e+00	2.279164769924151707e-02	6.252617256141745905e+00	8.839713022223696370e+00	4.223872605792841739e+00	4.638069027411880541e+00	1.690781636473257521e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.034005966439289992e+00	8.699118825643022745e+00	9.045378339746790175e+00	6.133476045404220756e+00	2.417173127226038276e-02	7.917625674962700089e+00	3.078548542454080827e+00	2.946008348945252209e+00	5.297968984964965600e+00	3.043612973816557155e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.891691946239794753e+00	9.409560305175812545e+00	5.598557715521502942e+00	6.954139913011747609e+00	3.635228804887390835e-02	2.976456850028933232e+00	2.370047509127541918e+00	3.245945101823326961e+00	7.032816231762569537e+00	1.046438949445530842e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.146303966314281553e+00	4.911532885116198344e+00	5.743404153078010665e+00	6.841383108543878322e+00	6.103230111282296338e-02	1.963905208910766476e+00	4.967413002352730089e+00	5.360411783426465959e+00	8.616370120051108916e-01	2.315257801406082727e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.487004008973044300e+00	6.888419773039387017e+00	1.724259620963025652e+00	4.979403578495072757e+00	8.785649900057654338e-02	2.239517387242338842e+00	7.650275089435528919e+00	7.759873791455987657e+00	6.755867931514073277e+00	6.202016306394247946e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.557146635138964008e+00	2.270207331488061531e+00	7.134575130903210827e+00	1.608001819209601280e+00	1.726444990231048790e-02	6.256069351746901930e+00	1.623183007577873704e+00	2.673603962590287431e+00	6.705677011957694056e+00	3.404701706000022643e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.047925444351424318e+00	1.013937179545257727e+01	8.189129436458502553e+00	6.271084436267487128e+00	1.649604323371331796e-02	8.133002486622416427e+00	6.306896275523543594e+00	7.292466731571469296e+00	3.233754152470351251e+00	5.511912558680309715e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.250430368278886206e+00	3.137015264423603345e+00	4.520176616289508509e+00	3.316858149929122757e+00	5.904393678966684406e-02	1.624631510368719889e+00	1.936167955788036243e+00	1.817640210735235407e+00	2.267713409782297962e+00	6.793306806120795738e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.347912128912487351e+00	9.493167679732287922e+00	7.687927813886811457e+00	5.262449916875153733e+00	1.098594631034302896e-02	7.253596154801418727e+00	1.582103939824737404e+00	5.094588105358523578e+00	2.097572713207641826e+00	3.020236367769911823e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.707884661395729253e+00	7.260207831084136032e+00	9.895602648192806328e+00	9.638069710233081011e+00	3.725861614150370593e-02	3.960710712398458178e+00	1.163151049928637937e+00	8.181608763692958419e+00	8.898175393208633821e+00	4.587366894026814634e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.598449003846192262e+00	5.840827573383776894e+00	2.493302880484801864e+00	4.888972318289882324e+00	6.367500362621650312e-02	5.762688903209668645e+00	7.704558052735212215e+00	4.135651539705639479e+00	6.641553097575231490e+00	8.924029454575308495e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.203466160586717848e+00	5.559620680037649088e+00	5.785325442872736090e+00	8.637147496327465035e+00	7.168173715640489829e-02	9.526135673596803244e+00	2.139259365069753116e+00	6.070168372064201456e+00	2.151833393619412504e+00	2.610610817890501423e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.952356477377111155e+00	2.775512106113138255e+00	3.529621461174753616e+00	2.733552250853057419e+00	6.047200794111996097e-02	4.093922381003705979e+00	1.760247198252930190e+00	2.598219144561785043e+00	3.911328512103958488e+00	3.831813476247759365e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.647672431651389324e+00	2.043167928984400028e+00	8.163796753519061866e+00	6.862889397555595572e+00	8.220479557724830189e-02	5.445216167570639421e+00	5.297517926844917291e+00	7.389190426886713681e+00	6.589129865016046139e+00	2.810670075352615260e+00
