G	c	dx1dt	d2x1dt2	d2	m2	d1	p	m1	Fc	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	1.178551416668409457e+00	2.992130720075585337e+00	1.303859029888169152e+00	5.945564287527935754e+00	3.811214325707860673e-01	1.307430400562042516e+00	2.484897365219928211e+00	8.236755414249797624e+00	3.252367483833477735e+00	2.672594325144270755e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.732478489723693116e+00	9.878183246667543216e+00	1.559180042139524769e+00	3.588227834480009815e+00	5.808553090775869787e-02	4.520066735716875783e+00	7.352250332185446879e+00	8.354370433944389163e+00	8.251919538199063098e+00	1.241764835785780674e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.497944509141287739e+00	9.490314854603212780e+00	9.162707364795755538e+00	3.760287431086229759e+00	1.075234244720900227e-02	7.273637119708140197e+00	5.816004663862162971e+00	9.814238790845999816e+00	3.521390369563273559e+00	6.972749667391875406e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.914929053850585650e+00	1.363404093749103430e+00	2.257455239756435361e+00	4.168308712513414171e+00	3.421217986646532538e-01	2.736198594136303619e+00	6.722042384848725405e+00	5.518402143681917948e+00	2.722899088762149589e+00	1.645084240830340105e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.649006688809603105e+00	7.345012717754658915e+00	5.790749576792093123e+00	6.590090368007836652e+00	3.882029167656077945e-02	6.778479536659941296e+00	2.778404015409042582e+00	5.107303119148292936e+00	5.542776158733324188e+00	4.507501626750635815e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.647777766686205680e+00	9.334152245170653117e+00	4.704501957345954999e+00	4.001051120379443660e+00	2.269813522978071998e-02	3.340663885259139931e+00	2.908002949739320719e+00	7.783477796816148597e+00	8.793934353719766506e+00	2.032978954788988712e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.743361419487843733e+00	2.627154911724737474e+00	4.121532965377671331e+00	7.591780441828267278e+00	1.753812006690149694e-01	8.974394500513067641e+00	1.379887754089818230e+00	2.191467585629656600e+00	3.175200067234204671e+00	9.029868369977952725e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.722233684701656387e+00	6.101441831916686098e+00	9.095778387050506453e+00	4.634801574812615677e+00	2.105051351956293074e-02	9.056865638042483013e+00	3.897262018876658018e+00	5.917580438166154977e+00	1.714239141031310254e+00	1.612863444009841274e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.894180744782930859e+00	9.242929115263267548e+00	1.185310854123672986e+00	1.612748690365848336e+00	3.655166236169461735e-02	3.677657514279133455e+00	6.041118573770186018e+00	5.912179880149628808e+00	4.201663577690006868e+00	1.714515065683610340e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.621020644779410436e+00	1.304859208471634391e+00	6.966796783463580667e+00	8.051640152171465559e+00	2.211968805064883636e-01	3.073706001760913686e+00	8.725931314102249203e+00	1.800766108158584844e+00	7.726338990248539318e+00	1.658369373643049094e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.504576746422732647e+00	7.274248575828696772e+00	9.680531017412809192e+00	3.572348690698197604e+00	1.278293478845475041e-02	4.702512966347639711e+00	6.991486618678659504e+00	4.769315245293705097e+00	5.965633270582530123e+00	1.084298677977452163e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.262513616317438636e+00	3.677503804460518388e+00	6.050577046901822520e+00	4.886160672770053282e+00	5.507443976692201482e-02	3.173519550458849370e+00	4.916298710144714867e+00	8.679660942376283828e+00	8.349765916225580398e+00	1.339311669599114962e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.626641354903261227e+00	9.322206220002698274e+00	9.431765421992796661e+00	7.161169817575535390e+00	2.040687670862751865e-02	7.053958210525878236e+00	9.583291257636595617e+00	8.708457419747656303e+00	9.621292809733164475e+00	1.328291489616908461e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.289610481688938215e+00	9.743460653510574332e+00	1.479503037977942359e+00	3.994064587820899348e+00	6.957488569993691696e-02	8.439558530917997459e+00	7.474712592804111821e+00	1.901376153133267133e+00	8.132878167971467676e+00	5.231080647576780152e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.101832524972954808e+00	9.504953204099630071e+00	4.768255994465308234e+00	1.504954078090194880e+00	8.341968698183868311e-03	7.058556703860081605e+00	9.364922532591382520e+00	1.803658414981627711e+00	6.434948467310725562e+00	4.236507587709633094e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.069934047575687330e+00	5.270198473648513904e+00	3.340076093129196178e+00	4.371106253165115696e+00	6.204358591942310541e-02	8.422834339076873178e+00	5.734959670246292163e+00	3.371216081356686267e+00	5.426095410644907524e+00	1.805467940553172612e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.804598183835611547e+00	8.750730993313927897e+00	7.577700712108843106e+00	9.501256709578253634e+00	3.583328801850181600e-02	4.568589434135475358e+00	3.328131730843464808e+00	8.873195906988044612e+00	1.367746777866257313e+00	1.790993487025531294e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.628711416515850274e+00	8.598309626550477702e+00	9.830984036481428490e+00	6.778894211315714458e+00	2.012770231470013133e-02	2.404355867996708973e+00	1.475047447974537018e+00	2.162489837236820200e+00	9.855085632238116844e+00	7.179984217278667646e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.338865609824294367e+00	3.888276896258488602e+00	3.307582320889692173e+00	7.050948947146500778e+00	1.373740539512672276e-01	7.643461495075063894e+00	7.529914299235216824e+00	7.475464889092305221e+00	4.453085065850404867e+00	3.405941036809981615e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.410702847676184701e+00	8.464269726605829547e+00	6.893884855913435139e+00	6.688862799100994572e+00	2.865659652230653429e-02	4.246133948053724794e+00	2.092511969777434366e+00	1.906382869736993557e+00	2.368846886736259538e+00	3.268001358633235931e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.465504591168895310e+00	1.346249424262548011e+00	2.783707686764122613e+00	2.787819337784100959e+00	1.882507918922528556e-01	7.044202365154574430e+00	3.727754279048820507e+00	6.610899893876202249e+00	6.993498182752594161e+00	3.574994827163894939e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.533155252302045302e+00	6.374191927133206370e+00	6.091906366028230657e+00	4.769723633359052251e+00	3.072154578094084612e-02	3.441789262757194656e+00	5.795917680812333828e+00	4.217577376357493080e+00	3.552876656834669244e+00	1.395955368342286285e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.584844308981955940e+00	3.071424722583883771e+00	5.181087303860546278e+00	7.761216378208172451e+00	1.220918677650215667e-01	1.723304966263687676e+00	6.066824293763851017e+00	8.105683473244775783e+00	6.267009848795525251e+00	7.271033820808546766e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.540424984812686304e+00	2.086778744472279623e+00	9.750191396694434687e+00	1.911341990703539606e+00	2.351538800895464770e-02	9.927928367739113469e+00	6.398038364852936866e+00	3.110098205712380270e+00	6.286710107973529027e+00	1.527756377006866506e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	7.975951818860008147e-02	2.407064040215910694e+00	2.494626755196398982e+00	6.751772015415792083e+00	5.010780339029644814e+00	2.590996085748932032e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	2.908406367141110060e-02	9.891843379034659378e+00	4.420775685018409007e+00	3.117877831331192784e+00	8.522280081159619769e+00	1.641793259433553587e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	1.484968569736539734e-01	9.813917917639082944e+00	6.557432066057438114e+00	7.418695143189152574e+00	3.379711490181768863e+00	6.553307237692380660e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	1.381517883545086423e-01	8.147172037898231522e+00	9.730958543660630511e+00	8.860446208575899263e+00	5.044082359711700825e+00	2.944899253684465368e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	8.353028023719648310e-02	6.934379995946670761e+00	7.546576740000753958e+00	2.130049506092316580e+00	5.847049950321921763e+00	6.783990179884500371e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	1.131345158918013877e-01	6.197455715723857672e+00	9.301636353856983064e+00	8.795417798580622559e+00	6.978950604714031947e+00	1.679312072810951184e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	1.283677954365447689e-02	8.792298491058408771e+00	7.855912774240922936e+00	6.339129092358943396e+00	8.058376923070021292e+00	1.765007314893110246e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	4.947223534957646135e-02	3.605119864611949332e+00	6.329667171571029982e+00	2.143040510188392922e+00	4.554813629508602801e+00	5.428042174808231923e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	2.291091138322252224e-02	5.209740869753077597e+00	2.723160352451862387e+00	4.848593391553170484e+00	6.807927768095762389e+00	2.714851367075002742e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	8.582381055492536992e-02	6.572022103551459438e+00	7.004834323012810948e+00	2.449714292824287210e+00	2.354185577557506903e+00	1.954917634471095456e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	2.443229926691985188e-02	4.699226433943588077e+00	6.611556410361694169e+00	7.303049809264156700e+00	9.390180173178732659e+00	1.104709491058037729e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	3.749966071040372606e-02	4.854700338048257180e+00	6.421975407865052610e+00	7.826650287787406235e+00	4.437778587259569640e+00	2.661293269223839797e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	2.411405131534777868e-01	3.980103336403157499e+00	5.404469978274542896e+00	1.941488441796235698e+00	7.571338823601803547e+00	3.727387026345557741e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	1.145276926665542983e-01	6.079459165958518874e+00	5.750472692806336106e+00	5.552129117995080243e+00	1.179353078764575402e+00	9.906840035530841249e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	2.201202097187241608e-02	8.647864978141202030e+00	4.006429600140249292e+00	8.326335582904350829e+00	2.853072217036239699e+00	1.263279143785352510e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	4.083359265236987667e-01	2.816688598639872865e+00	5.672003752784616104e+00	9.428002670367838789e+00	5.388452603404073393e+00	1.732855112927681462e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	1.564727183932185933e-02	9.418363445486173546e+00	2.765006255248448674e+00	5.626607122988762200e+00	8.907245827524720383e+00	4.275005819297073906e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	4.320119295402349152e-02	7.209250006301052949e+00	8.245486854014444589e+00	9.557618629700071367e+00	5.748569969485826547e+00	2.903152410821610463e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	3.632962982704714128e-02	8.413459289358950599e+00	2.677063781277490673e+00	5.825318386016931527e+00	9.365547742081959726e+00	3.913921776761791094e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	1.174593162361499757e-02	6.013464093733629667e+00	1.767808469756812162e+00	4.546988099434423169e+00	5.364095471075694732e+00	5.779657396295275085e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	2.005624539493959871e-02	8.015941091351038494e+00	4.923491965048837571e+00	8.630988836787103935e+00	5.414272217397830822e+00	5.186317660600013646e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	8.306097453935731845e-02	1.149224824154472691e+00	6.925024461000537812e+00	5.432780315716260411e+00	2.079333818446001736e+00	8.645360420115463240e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	3.939000730015323332e-02	8.361715670956517243e+00	4.936400200838599872e+00	5.238922138216591584e+00	8.220439265499255299e+00	2.158035027478838686e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	1.948761770723142495e-02	1.362841684713558710e+00	3.491603318219906882e+00	5.418207865480056284e+00	3.217715043881650860e+00	1.306166094860250482e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	1.152247741005269291e-02	9.016462293762307567e+00	6.031989969360561865e+00	8.620114630468101780e+00	9.099061798143845081e+00	2.828483697899752514e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	6.079773976092531923e-02	9.924454171384757828e+00	4.128334379150931710e+00	8.480694063554095052e+00	9.198579792570340530e+00	4.444280461594019016e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	6.646262767866693844e-02	3.641914922518231457e+00	9.398666381513692158e+00	4.627183999113292145e+00	9.485574814139715372e+00	3.765559047513433177e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	8.151442828191074810e-03	2.893398027171991238e+00	9.301102204452927680e+00	3.994982595518296709e+00	5.674391280218522127e+00	4.416389044104084838e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	2.436362647815122975e-02	7.887035652784710749e+00	5.525460677314553593e+00	5.427586263713884307e+00	7.087060974656932189e+00	2.180278477571925944e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	6.772035306247650710e-02	3.280772943818093257e+00	3.941701438727728934e+00	6.160759379790240686e+00	8.013031871555975627e+00	1.273106635490456773e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	2.429216479917668814e-01	8.787592568975577834e+00	7.632807273272566917e+00	3.143141913563288981e+00	2.175855975593344205e+00	3.330850979614598639e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	1.385389565129485634e-02	1.934943581060828421e+00	1.333618836152229425e+00	8.133342474242775566e+00	6.406804525733858391e+00	3.675495194161912949e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	3.194556473291204624e-02	2.126571971482519974e+00	5.276983134354200189e+00	5.377315790680883723e+00	1.316427863996222358e+00	3.324920783816034842e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	3.650249593826047079e-01	9.819193028064855611e+00	4.030585657162247593e+00	4.005560279615874464e+00	5.472100967303796359e+00	3.559259155068315028e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	7.821035008126890620e-02	7.060383986099671993e+00	9.286440464349237089e+00	1.960165423526595063e+00	2.389701006686457241e+00	1.241531562654737186e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	1.243520476460524132e-01	8.612202395609836358e+00	1.106953467455444651e+00	3.146193189576008908e+00	2.642200088402313352e+00	1.852888482393647962e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	6.427208587137933637e-02	3.920260093584076344e+00	5.978285313222747810e+00	9.544713370665457219e+00	4.294070746714750086e+00	2.921840683291525576e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	9.211187722279362555e-02	7.086966913564466175e+00	7.660744662432706242e+00	3.746256973085831277e+00	4.902581830173646793e+00	1.416604669734357724e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	2.433088107503640629e-01	6.342132465580229805e+00	5.360527838151574187e+00	2.519598528564907625e+00	6.612566171380398927e+00	8.954453927072224539e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	8.328322797410889211e-02	6.419192707665333231e+00	1.768965957572159242e+00	5.148299798040893549e+00	1.674040090683212689e+00	2.240354718517863830e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	1.817247967452242582e-02	7.142746599227303150e+00	9.753102703513210514e+00	3.761451494197229906e+00	5.530125979186633955e+00	1.001092497925224922e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	5.138287590510130787e-02	6.183547892710607563e+00	5.652078225784614496e+00	1.313786331222950965e+00	2.654027504891435019e+00	1.091351580620585349e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	1.694874760676292891e-01	4.864747531202583630e+00	6.530173215155492983e+00	3.915814526451954602e+00	6.167206435522317953e+00	9.468606688169308727e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	1.354303855685230935e-02	3.483613128161987760e+00	3.133727367283497323e+00	5.900020390120893410e+00	6.741198258190937764e+00	1.944096233981424504e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	2.067420192174542967e-02	7.919840237784848469e+00	5.351058769244799507e+00	5.969909754274139502e+00	6.009819665892220719e+00	2.938016080297604748e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	3.138484064116294631e-02	3.036303636038709453e+00	4.875372180390058929e+00	4.215700028653716736e+00	7.643227938010435096e+00	6.903534840868272848e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	1.896503969417710489e-01	7.223401126532400518e+00	1.670315874803465661e+00	5.028585830400029266e+00	4.029366066756685072e+00	1.079188540325802137e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.608998380637886250e+00	1.800270809721158383e+00	1.593703973977975696e+00	8.941502271797629575e+00	7.810547567899662758e-01	3.092255864486645578e+00	1.953462190680585797e+00	9.694711489754437750e+00	7.888842165282420993e+00	3.891307118292476108e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.980460673742816091e+00	4.756841900778905341e+00	5.176063922930615568e+00	2.819778927741569241e+00	2.863594845888822737e-02	6.626864881607068547e+00	8.535085271681877472e+00	4.387545010479498409e+00	4.902656023359138082e+00	1.398085001836277153e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.578887743930531773e+00	8.913812321313315579e+00	9.174930105321754681e+00	6.290257417250028737e+00	1.919698973083606292e-02	7.722829329918700303e+00	3.157961591020012282e+00	3.325151872058645708e+00	5.359024273442861919e+00	3.038000916611051316e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.798708847415450673e+00	9.500829781258467222e+00	5.857317189622765596e+00	7.305948831551168254e+00	3.277420470222170562e-02	2.973060258316275295e+00	2.752820996373246398e+00	3.190209451847381139e+00	6.828387739652251653e+00	1.000319775950520240e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.918952353696469437e+00	5.208362315051400238e+00	5.482357459905561115e+00	7.130461379473607586e+00	6.235365553204898909e-02	1.543614706653706259e+00	5.536485043559975949e+00	5.129007741614858951e+00	1.162109629649740627e+00	2.443362349794024890e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.571015555527490726e+00	6.523145560589858505e+00	1.946009646232862655e+00	4.678925574180490266e+00	9.208237632149185448e-02	2.182059818011290453e+00	7.915725717448096610e+00	7.840727527196770907e+00	6.886497961910879262e+00	6.265625416038499429e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.742103310109459180e+00	2.507940616940911305e+00	6.904100092478230088e+00	1.142929983724677356e+00	1.650497042339930942e-02	6.452446024663726298e+00	1.556983105251953159e+00	2.850464177141539768e+00	6.563919992118558255e+00	3.604596668098601242e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.974404740940105540e+00	9.927654028202439918e+00	8.401114550365873512e+00	6.245686751437383499e+00	1.851681703070143931e-02	8.637497319557095210e+00	6.198011448079826735e+00	7.385693058041219672e+00	3.782708726998286419e+00	5.440042388825001574e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.249913740853172861e+00	3.085479277418377908e+00	4.423133087018876530e+00	3.286111220128705046e+00	6.015557250083895802e-02	1.407215920015973953e+00	2.084975893888202148e+00	1.191260559489195625e+00	1.778565731512627757e+00	9.131321901589639634e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.067741871090462702e+00	9.477310605286499268e+00	7.989198550017379219e+00	5.051108073672911480e+00	1.678536572143159503e-02	7.610221899889650921e+00	1.335476110726611987e+00	4.772868262840560760e+00	1.815508716115877164e+00	3.005569681713313557e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.415605792896475812e+00	6.844899972160650492e+00	9.678379910532743935e+00	9.618059910228714315e+00	3.624679220414046832e-02	4.058857603558944760e+00	1.470441700762799897e+00	7.977243311566888373e+00	9.309751853837722635e+00	4.734151174655950811e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.842179159137447009e+00	6.469876276925071501e+00	2.829274405077287113e+00	4.592237995997185962e+00	6.267038684404421800e-02	5.302210733364108641e+00	8.503659632950222758e+00	4.050555010206514872e+00	7.205095638873761033e+00	7.012336200864273117e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.055874770593426604e+00	5.603983932494882580e+00	5.714912954563451386e+00	8.562013691603809207e+00	6.666487423512247601e-02	9.355971812808117960e+00	2.060878244680488969e+00	6.072392816955044736e+00	2.140781996797805675e+00	2.571889184632585668e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.939336941000798120e+00	3.083753667004927035e+00	3.589350704183208673e+00	2.700313272545973309e+00	6.110970799168634338e-02	3.988388187379841909e+00	1.416152692003367575e+00	2.846349564451392311e+00	4.218257726777836503e+00	3.838252413142868580e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.437202354282103300e+00	2.589544360502153086e+00	8.136621004082842390e+00	7.049572448491548293e+00	8.384503249641868383e-02	5.183656547575305140e+00	4.940191433806795374e+00	7.674018024389931192e+00	6.326379920986846983e+00	2.545701279584879018e+00
