G c dx1dt d2x1dt2 d1 d2 m1 p Fg W Fc m2
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 1.31244808e+01 3.37848637e+00 3.37848637e+00 3.35442426e-01 2.81375540e+00 1.49092983e-01 -4.88986228e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 -3.28012053e+00 2.84799645e+00 2.84799645e+00 -9.14961088e-01 9.40989735e+00 -8.53281468e-02 -2.25532573e+00
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 -3.18967366e+00 5.34735728e+00 5.34735728e+00 -2.25411236e+00 7.20178888e+00 -1.98899811e-01 -2.38213232e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 -1.01305628e+01 3.41680380e+00 3.41680380e+00 -1.77776913e-01 8.40945891e+00 -1.85942551e-02 -3.00500619e+00
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 -2.53253217e+00 3.58715498e+00 3.58715498e+00 -2.97611947e+00 6.00571623e+00 -1.61045102e-01 -1.94318342e+00
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 -2.60152381e+00 6.91080457e+00 6.91080457e+00 -7.20178652e+00 8.01565031e+00 -3.28486354e-01 -2.10036276e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 -2.79662216e+00 9.71683599e+00 9.71683599e+00 -5.24802399e+00 1.14580358e+00 -7.12910595e-02 -3.18951270e-01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 -3.26555844e+00 6.43273481e+00 6.43273481e+00 -1.13178133e+01 8.36542382e+00 -7.18115678e-01 -2.55798424e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 -3.47825676e+00 1.69281520e+00 1.69281520e+00 -1.65731807e+00 1.36124973e+00 -1.16526561e-01 -1.05456312e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 -2.82325511e+00 1.68025252e+00 1.68025252e+00 -5.80218991e+00 9.00922039e+00 -5.66536362e-01 -1.51238241e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 -3.02330924e+00 9.56280899e+00 9.56280899e+00 -9.51634298e+00 9.92766473e+00 -6.23772404e-01 -2.36306540e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 7.10038079e+00 3.67561711e+00 3.67561711e+00 3.59171616e-01 3.64660716e+00 8.57067939e-02 -7.68608595e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 -3.10725913e+00 1.82860287e+00 1.82860287e+00 -1.91911689e+00 2.89286701e+00 -1.76246950e-01 -1.33280932e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 -2.63921938e+00 6.39140128e+00 6.39140128e+00 -4.72830765e+00 7.88827027e+00 -2.57560427e-01 -2.15768109e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 -3.27666682e+00 6.61283900e+00 6.61283900e+00 -4.92048401e+00 3.27723707e+00 -2.50728422e-01 -1.30372572e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 5.51327781e+00 6.83654338e+00 6.83654338e+00 1.03154458e+00 8.79006145e+00 3.23982412e-01 -1.92207484e+02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 -2.65827327e+00 3.40661825e+00 3.40661825e+00 -3.51791254e+00 1.92558333e+00 -9.93908451e-02 -1.04268015e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 -6.92444644e+00 1.13599616e+00 1.13599616e+00 -4.06794893e-01 2.13359677e+00 -1.21769243e-01 -1.04473954e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 -5.01298405e+00 9.68513833e+00 9.68513833e+00 -1.56426084e+00 9.81236400e+00 -1.68549458e-01 -3.33170627e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 -1.02926100e+01 3.25803741e+00 3.25803741e+00 -9.40502285e-01 7.06455008e+00 -4.03318895e-01 -2.84300690e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 -4.02846383e+00 7.08423659e+00 7.08423659e+00 -1.41364937e+00 8.62198502e+00 -1.26394188e-01 -2.89755052e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 -2.68837769e+00 7.35966883e+00 7.35966883e+00 -5.37914514e+00 3.91896440e+00 -1.83012614e-01 -1.19843099e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 -3.08859156e+00 6.49006675e+00 6.49006675e+00 -8.55229578e+00 7.08835375e+00 -5.18910337e-01 -2.21962746e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 -6.73972136e+00 3.81616655e+00 3.81616655e+00 -3.06810130e+00 6.34817645e+00 -8.07678200e-01 -2.84707864e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 -2.57967060e+00 3.43986628e+00 3.43986628e+00 -2.84641581e+00 6.42835108e+00 -1.75474516e-01 -2.00746007e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 -2.57834921e+00 6.37901454e+00 6.37901454e+00 -5.99300135e+00 7.14279214e+00 -2.68459654e-01 -1.98753072e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 -2.58520549e+00 8.79486070e+00 8.79486070e+00 -7.95055815e+00 6.17823256e+00 -2.62390168e-01 -1.50524164e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 -5.48078549e+00 9.52060356e+00 9.52060356e+00 -1.37767992e+00 4.86156132e+00 -1.41645274e-01 -2.16288251e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 -3.30669671e+00 1.95315224e+00 1.95315224e+00 -3.58791004e+00 3.48330425e+00 -2.96700755e-01 -1.46721500e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 -2.50858835e+00 2.39345751e+00 2.39345751e+00 -4.45420428e+00 7.91723198e+00 -2.90628514e-01 -1.85764639e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 -2.67248226e+00 9.50262633e+00 9.50262633e+00 -2.76689312e+01 3.03645187e+00 -1.88360727e-01 -7.83546182e-01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 3.29455454e+00 7.62881706e+00 7.62881706e+00 6.57340892e-01 7.23118876e+00 7.69569470e-02 5.28709426e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 7.68151029e+00 8.94694442e+00 8.94694442e+00 5.59256421e-01 3.09999540e+00 9.26360921e-02 3.78856210e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 -3.25969080e+00 2.82369371e+00 2.82369371e+00 -2.25392709e+00 6.62797153e+00 -3.00604049e-01 -2.06252958e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 -2.55687180e+00 6.28827284e+00 6.28827284e+00 -2.87327144e+01 7.72370440e+00 -4.11085857e-01 -2.09448836e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 -3.03941563e+00 7.31025635e+00 7.31025635e+00 -7.40546355e+00 2.96842500e+00 -2.24551179e-01 -1.05592245e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 -3.14932206e+00 7.12100697e+00 7.12100697e+00 -6.31157112e+00 1.53948971e+00 -1.29169206e-01 -6.21435118e-01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 7.68383945e+01 4.67336522e+00 4.67336522e+00 3.13371469e-02 2.17876369e+00 4.17250977e-03 -5.37451409e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 -2.81449459e+00 1.13855403e+00 1.13855403e+00 -8.29837987e-01 6.45397271e+00 -9.74534332e-02 -1.06271438e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 -2.62510466e+00 6.24633451e+00 6.24633451e+00 -4.44855060e+00 8.64501766e+00 -2.52346331e-01 -2.29708346e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 -3.65031475e+00 3.27791385e+00 3.27791385e+00 -1.51334127e+00 1.40497139e+00 -1.02391607e-01 -1.05907792e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 -2.66883965e+00 5.05228822e+00 5.05228822e+00 -1.45521079e+01 7.60736133e+00 -4.46272218e-01 -2.23825485e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 -2.52081367e+00 9.61822914e+00 9.61822914e+00 -9.95670116e+00 4.07186781e+00 -1.81822682e-01 -9.60601144e-01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 -6.79674896e+00 4.59131786e+00 4.59131786e+00 -4.87913783e-01 5.30675533e+00 -5.83058837e-02 -2.89774326e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 -3.07817680e+00 8.55821446e+00 8.55821446e+00 -5.24675170e+00 9.35973595e+00 -4.21320136e-01 -2.41607535e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 -4.52486738e+00 2.69686545e+00 2.69686545e+00 -5.38184339e-01 3.98774354e+00 -6.04283234e-02 -1.92211117e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 -2.65192344e+00 7.05214448e+00 7.05214448e+00 -7.94792362e+00 5.18803241e+00 -2.61690463e-01 -1.52817346e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 -2.95275745e+00 9.79306259e+00 9.79306259e+00 -7.20727868e+00 1.12314173e+00 -8.45379421e-02 -3.27325410e-01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 -2.84903306e+00 1.91703791e+00 1.91703791e+00 -1.86301006e+00 1.73438848e+00 -9.67005802e-02 -1.09938678e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 -2.64712066e+00 1.07487948e+00 1.07487948e+00 -5.40708429e+00 3.32732432e+00 -1.94368986e-01 -9.50232807e-01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 -3.56022411e+00 4.90224513e+00 4.90224513e+00 -6.37641203e+00 1.25067017e+00 -1.31454867e-01 -7.66308966e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 -2.55280607e+00 1.83362935e+00 1.83362935e+00 -1.03423344e+01 6.68237793e+00 -3.46228174e-01 -1.53173332e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 -3.05339118e+00 7.73545915e+00 7.73545915e+00 -4.36606501e+00 4.83758521e+00 -2.53957726e-01 -1.53147401e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 -1.14878144e+01 9.23093797e+00 9.23093797e+00 -1.01632160e+00 5.93330682e+00 -2.18151045e-01 -4.10239016e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 -2.76000951e+00 4.90618875e+00 4.90618875e+00 -4.62992512e+00 2.57182467e+00 -1.45926049e-01 -1.11731090e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 -2.65153454e+00 3.32840478e+00 3.32840478e+00 -2.22884272e+00 3.66338826e+00 -1.16863261e-01 -1.55497224e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 -4.16116324e+00 4.90962987e+00 4.90962987e+00 -2.80149502e+00 6.97442027e+00 -4.42066963e-01 -2.68202696e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 -2.59571562e+00 7.51103036e+00 7.51103036e+00 -1.07455505e+01 9.68772451e+00 -4.47250250e-01 -2.31573957e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 -2.55902701e+00 1.08148745e+00 1.08148745e+00 -9.92101928e-01 1.45375096e+00 -4.88819288e-02 -8.22801359e-01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 -4.68071291e+00 6.30508591e+00 6.30508591e+00 -3.07535437e+00 9.01345889e+00 -5.65094920e-01 -3.24623436e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 -2.50944425e+00 6.51962516e+00 6.51962516e+00 -3.02395538e+01 6.19193081e+00 -3.08824285e-01 -1.74530088e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 -1.70148035e+01 6.73919422e+00 6.73919422e+00 -4.97634293e-01 6.07527610e+00 -1.25063543e-01 -4.68206878e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 -6.88913271e+00 3.17819872e+00 3.17819872e+00 -1.06088276e+00 5.50250682e+00 -2.99882099e-01 -2.50950770e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 -8.07880976e+00 7.42647451e+00 7.42647451e+00 -5.21687804e-01 1.62454677e+00 -4.71074964e-02 -1.42754012e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 -2.56770545e+00 1.82252338e+00 1.82252338e+00 -1.55218197e+00 1.80889167e+00 -6.52248828e-02 -1.06261177e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 -2.81822465e+00 2.79343303e+00 2.79343303e+00 -2.03802643e+00 6.40820805e+00 -1.83899738e-01 -1.95061221e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 -1.28419139e+01 8.89723042e+00 8.89723042e+00 -3.71194995e-01 4.06862714e+00 -4.00193051e-02 -3.53757100e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 -3.35002378e+00 7.64850836e+00 7.64850836e+00 -2.75254630e+00 9.25541260e+00 -2.46093231e-01 -2.64954036e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 -2.88150730e+00 1.12370999e+00 1.12370999e+00 -1.90324390e+00 4.65931484e+00 -2.37307029e-01 -1.02710866e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 1.40756691e+01 3.23538634e+00 3.23538634e+00 8.91217243e-02 2.28953313e+00 1.00173919e-02 -4.79185289e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 -2.57622380e+00 2.92965835e+00 2.92965835e+00 -3.47397838e+00 7.43246950e+00 -2.44423854e-01 -2.02289988e+00
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 -2.64180405e+00 3.43725695e+00 3.43725695e+00 -2.59133539e+00 3.64018079e+00 -1.29645832e-01 -1.54235883e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 -3.12775777e+00 3.22803793e+00 3.22803793e+00 -1.26305868e+00 5.72923277e+00 -1.09730732e-01 -2.04112773e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 -2.51920140e+00 1.56273666e+00 1.56273666e+00 -3.11741165e+00 7.28049507e+00 -2.56104939e-01 -1.37910591e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 -3.44935475e+00 5.13046465e+00 5.13046465e+00 -7.11355903e+00 9.10237700e+00 -7.54340905e-01 -2.79081225e+00
