G	c	dx1dt	d2x1dt2	d1	d2	m1	p	Fg	W	Fc	m2
1.000000000000000000e+00	1.000000000000000000e+00	1.281634112819453719e+00	3.029854722622936869e+00	1.255282867199901231e+00	3.731293983890767496e+00	5.922431581540642753e+00	5.902918840005114021e+00	3.476681557345498330e+00	1.271052031309438446e+00	-6.073964023619461416e-01	9.730002853423845854e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.828210250693951266e+00	9.847032252937774288e+00	1.629008822859039141e+00	7.245511042820951708e+00	3.616565928612651692e+00	3.615941636174922369e+00	1.319761430644711131e-01	4.571344258387827431e+00	1.677015256130406570e-02	-5.991910367603965781e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.460844733964568931e+00	9.524521698706871931e+00	9.186499226574969867e+00	-2.522469608050032175e+00	3.741502538265913280e+00	3.755751991463282202e+00	-3.168542159027808225e+00	7.260636862097498145e+00	-1.921179372301967114e-01	-2.145672738636895449e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.924755083898026520e+00	1.370145178570760569e+00	2.287952679640952613e+00	-1.777345144760028006e+01	4.198935824298813735e+00	4.153434453331868781e+00	-4.111049024623778525e-01	2.773559623902286830e+00	-1.054403934607981153e-01	-3.058189890650453435e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.559068360324536329e+00	7.347033026278912970e+00	5.763762027779704589e+00	-2.973676033927595608e+00	6.667227971115312180e+00	6.605782847113517597e+00	-9.536746396970505302e+00	6.759417702750308621e+00	-5.020080210401286491e-01	-2.135300638843152576e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.695274204028756948e+00	9.299321294276127858e+00	4.745916547032149602e+00	-3.461237575708726144e+00	3.894005239363822479e+00	3.984010370930696876e+00	-4.210907900462096620e+00	3.423644268769335142e+00	-2.905088938458049164e-01	-1.697108331252969782e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.822252545867011353e+00	2.589683498175297860e+00	4.176437109285558336e+00	-3.963801773592321442e+00	7.637449720043399282e+00	7.655274102870095909e+00	-4.232366371744407552e+00	8.936674151072166339e+00	-5.616746415733727682e-01	-2.868067547598719180e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.724961949429080654e+00	6.127214788451495586e+00	9.061572506112730352e+00	-2.528955034596303442e+00	4.557431649023190978e+00	4.588027438915954548e+00	-5.728689055590367118e+00	9.087383700376561180e+00	-3.346699769273170366e-01	-2.448521243969913552e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.851384282895312872e+00	9.274383542222876642e+00	1.118169312201789278e+00	2.911619617233657920e+00	1.681672790481144375e+00	1.605057330064255661e+00	2.597565577210410037e-01	3.648965498279983954e+00	5.605964508230312782e-02	-2.106268155053514501e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.640553659815466858e+00	1.298439545590591271e+00	7.006208574454947602e+00	-2.785412354950438374e+00	8.019353992153035904e+00	7.977793364642639773e+00	-1.109641294600752026e+01	3.054610274255574520e+00	-2.058446854178871965e-01	-9.461197118991057087e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.529270222641955890e+00	7.292763572306649067e+00	9.583675174006533126e+00	-2.592572011703917489e+00	3.505907796827847367e+00	3.553047306896841562e+00	-4.353750440240989228e+00	4.679291293153372777e+00	-1.767156308063270731e-01	-1.725899536636326115e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.259836504897848375e+00	3.674031817404701084e+00	6.049907431530391122e+00	-3.009096329480321685e+00	4.932539453510807803e+00	4.803976944655438786e+00	-8.807364499169509031e+00	3.205015866568276639e+00	-2.467762997939954572e-01	-1.391168699042333534e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.638974454722910146e+00	9.325046916216292558e+00	9.406706843806388108e+00	-2.553348532079810163e+00	7.188708842721165837e+00	7.209395865261424952e+00	-1.464372172488000956e+01	7.101477350431825819e+00	-3.406634612153188746e-01	-1.851472881271207127e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.287849193239611445e+00	9.728373143427681669e+00	1.537611356317793776e+00	5.519792918514478508e+00	3.938015671696394993e+00	4.033599136592261658e+00	5.389187480384741713e-01	8.464961903447361991e+00	1.205435163984771574e-01	-6.038598133678813262e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.158534018016354139e+00	9.499398242581916563e+00	4.747448399275377540e+00	-3.458964465412883715e+00	1.441441329008864791e+00	1.551720985512926365e+00	-7.868034834323582860e-01	7.051947376822412572e+00	-1.320847355243653376e-01	-1.381016109063727626e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.106430554127307175e+00	5.418024142715523794e+00	3.402559875055066740e+00	-4.939077175370334416e+00	4.355140343220554655e+00	4.366852395747764071e+00	-7.180425574720762372e-01	8.426789563259220017e+00	-8.472256914743635237e-02	-3.029005984835696275e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.743855460085240949e+00	8.775720561402076569e+00	7.548995826322316915e+00	-2.746800819551727724e+00	9.434855492884919315e+00	9.452406551696549641e+00	-1.887838111186015055e+01	4.621827886148967224e+00	-2.897632304892305277e-01	-1.138075784228727017e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.573413664035019366e+00	8.636843464824751848e+00	9.886889828680535786e+00	-2.488130580047951401e+00	6.718148062888829486e+00	6.732284136869940205e+00	-9.444789462897951182e+00	2.457471858012763022e+00	-1.145426335064768375e-01	-7.780991123617554406e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.317963590584652067e+00	3.896272195370705127e+00	3.422535440481097258e+00	-5.096364764833150041e+00	7.049571327460518511e+00	7.126146298072350227e+00	-1.401890213544392472e+00	7.495020617910109095e+00	-1.938899030563205061e-01	-3.079730298511899722e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.457933611835328769e+00	8.445618360792060741e+00	6.828597568790089944e+00	-2.826264010835063623e+00	6.638253122266957185e+00	6.768257971589654254e+00	-2.307924465546531678e+01	4.229442750122826666e+00	-3.038486484055127890e-01	-1.389239576036887414e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.475916994707450414e+00	1.405055345277937517e+00	2.799003884911644757e+00	-7.095913472165242375e+00	2.814019423125124320e+00	2.797563620754436098e+00	-3.816331309762316937e-01	7.029222170462147368e+00	-4.884386897999386246e-02	-2.414525263128914467e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.499907822598538942e+00	6.350231015973887949e+00	6.239750476461358275e+00	-3.019822563412245309e+00	4.845671847289635181e+00	4.737091573890944929e+00	-7.734975298919493980e+00	3.472249318508179972e+00	-2.576911600139011882e-01	-1.458031896401861927e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.599618534494752886e+00	3.128773867767890682e+00	5.179069182982810382e+00	-3.314105368173507316e+00	7.750416327670000882e+00	7.832546914092080925e+00	-1.559169488792988822e+01	1.727429738344814947e+00	-1.619358011740377190e-01	-6.366448878754802365e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.522065352545375561e+00	2.066509514181961826e+00	9.751459702971573051e+00	-2.495852827691329434e+00	1.919401645611268359e+00	1.874760016501785254e+00	-1.520378157022028054e+00	9.972409704088132543e+00	-1.238374136718437130e-01	-1.656543608009361401e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.738342947753690027e+00	1.639174043636705491e+00	6.520283614229708924e+00	-2.846913703344139623e+00	3.609922132686728791e+00	3.513063446802561440e+00	-1.654119818440003220e+00	2.347059479750681188e+00	-8.845265610787925170e-02	-1.283218162066111612e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.293602281589514291e+00	7.286926540155875820e+00	4.147825692162871114e+00	-3.867597571192413763e+00	3.422582672906795853e+00	3.560058504593043072e+00	-9.553902580550096557e-01	9.909953983976834024e+00	-1.007032321414166598e-01	-2.648325348451574524e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.724460090348798769e+00	3.997420248868069681e+00	1.932594989665217478e+00	-1.509278572555699895e+02	4.952656383368116977e+00	4.842896207148444709e+00	3.983500888011595742e-04	9.844553122964299519e+00	-9.831356192688111423e-03	-4.785482307294446791e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.891579541289671207e+00	7.552699439958416860e+00	2.423742423213179009e+00	-1.306708089220342117e+01	9.881288212094505141e+00	9.868207655843733050e+00	-1.872089224563183274e+00	8.064054073215862317e+00	-6.359735553276938402e-01	-5.183254007004499897e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.229271704215892491e+00	1.521774164101686866e+00	2.917256538160954982e+00	-5.889307799183678860e+00	1.653770324932123614e+00	1.635702830219851966e+00	-1.829611004997800106e-01	7.071723510183265837e+00	-3.094978114881674278e-02	-1.519786675092432482e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.930542300214755258e+00	3.819866126421048502e+00	3.235686167397251456e+00	-5.167804913663428756e+00	5.738236110767692466e+00	5.666169771212095085e+00	-1.412559108583042677e+00	6.265130386348704228e+00	-2.221175444680573985e-01	-2.839931875164849462e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.120137149975964252e+00	5.775772277113866870e+00	8.722214362412051614e+00	-2.705890398946676711e+00	2.629470716269625807e+00	2.560503849632255857e+00	-8.329451650410717889e+00	8.794987623680274424e+00	-4.509535528713033425e-01	-2.030308064452900574e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.452778658665677014e+00	8.273621289273497936e+00	6.031318059515990981e+00	-3.031762533492384559e+00	9.704532747911647661e+00	9.696872266022214859e+00	-7.224343381177094514e+00	3.559832731973564979e+00	-2.412803564674947943e-01	-9.757231804954618060e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.332606366264461606e+00	3.776760183714915176e+00	5.672214696975736992e+00	-3.113082074661030596e+00	2.078984901609072455e+00	2.035400613259250591e+00	-5.716778213716370516e+00	5.199594113078509494e+00	-4.100990729393117484e-01	-1.602508602169068430e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.148456542886606258e+00	6.633568343662806122e+00	2.081469738916154277e+00	-1.235009890487123414e+02	4.693734021948288593e+00	4.555358455661306927e+00	-6.231299576183577105e-02	6.579074390869606326e+00	-2.260439821573953338e-05	-4.527447750059237386e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.334991524556918385e+00	9.037403527437026796e+00	8.694261647308316299e+00	-2.585649730075943786e+00	7.700799651166597037e+00	7.648042515940184138e+00	-1.552786660475238811e+01	4.724716939898064183e+00	-2.533235226966052411e-01	-1.307662802722308060e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.022659378995888879e+00	6.600424452229164629e+00	7.437841684793229824e+00	-2.700175956515451059e+00	7.343398914790058463e+00	7.370278971034371907e+00	-5.838288794455386288e+00	4.929118304672456041e+00	-2.315991144895143128e-01	-1.448997998054156078e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.754685967011539560e+00	3.143996758191794694e+00	1.624172965804157709e+00	8.241264363511914937e+00	4.765787432169836357e+00	4.857891396765167791e+00	5.949183386878021951e-01	3.946629174401944162e+00	1.477919291895050669e-01	-1.636004774184819510e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.608660678213222006e+00	1.201959120691222793e+00	7.360415492885365119e+00	-2.798770195284264517e+00	4.129076667246160959e+00	4.043019191709041671e+00	-3.914407720928835488e+00	6.108736861698252696e+00	-2.562955138389237941e-01	-2.056528794006670324e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.850494944511595463e+00	8.906053052358068101e+00	5.823172664400257936e+00	-2.967759461162141843e+00	4.629517858264065033e+00	4.649764817781119497e+00	-2.948433522917691896e+00	8.584772806828571134e+00	-3.013267407314768609e-01	-2.534953345878240505e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.600330226753416518e+00	1.242238068955706654e+00	1.770698409701720877e+00	1.317724808203097453e+01	3.433938378107917799e+00	3.470262760841261063e+00	3.121368278004341690e-01	2.791226784563811680e+00	1.496926789155480497e-01	-4.870964520477993887e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.758482385770168577e+00	8.884125608379612515e+00	5.150353157003147331e+00	-3.332318576898780194e+00	2.824736468108841159e+00	2.870199494191916667e+00	-8.707608194188717343e-01	9.430416920445681583e+00	-8.437076104652840858e-02	-2.265122036960915075e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.900105939976827862e+00	5.773818092248367506e+00	5.342402161603427402e+00	-3.175870922784722161e+00	5.364429598871492288e+00	5.291163813142835792e+00	-2.209233161779867505e+00	7.239441587758989272e+00	-2.004205085911821005e-01	-2.371175330480663757e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.439367453505683514e+00	9.434701599764361291e+00	2.475884521811913874e+00	-1.015526480041912905e+01	3.345954716833225984e+00	3.399042012400719681e+00	-1.304063938758414642e-01	8.368430729406773239e+00	-1.902984983719220591e-02	-2.973173074740459665e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.086909877484968590e+00	8.138443761051988190e+00	9.537256768059583223e+00	-2.526771206216103405e+00	3.640474026872795310e+00	3.584578362427450315e+00	-2.956833551897578793e+00	5.981706535956996085e+00	-1.593628519377202901e-01	-1.968518438925539016e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.403650685749721738e+00	1.005023162558485339e+01	8.715505949605548253e+00	-2.557825782821339544e+00	6.868401126223268705e+00	6.925445775128437731e+00	-7.133292692572092975e+00	8.095206069035651097e+00	-3.312740617056046388e-01	-2.093204833464969994e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.276000476704600928e+00	4.229406514401682138e+00	7.005586184373179037e+00	-2.708251851723200154e+00	9.759344810696941153e+00	9.718025933969917318e+00	-5.229209164751051908e+00	1.209092137192883998e+00	-7.320268175289747214e-02	-3.022341599261455514e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.806765902278580027e+00	7.855510231515727249e+00	5.196809667223521778e+00	-3.234390650021527591e+00	6.370518638392960398e+00	6.447955334762872859e+00	-1.123260271671585997e+01	8.376778376013115590e+00	-7.183853644611908340e-01	-2.559899148877719632e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.769644796302951573e+00	4.608822911747950890e+00	4.737098256462362045e+00	-3.466020986439377616e+00	1.748649615258875967e+00	1.687902737334782133e+00	-1.737873609212242432e+00	1.239420833726632809e+00	-1.159858649419597265e-01	-1.029642425474694090e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.394908986626207215e+00	5.310901723091792981e+00	6.907313484625055899e+00	-2.837353059042773129e+00	1.697674667101432444e+00	1.694603762317220985e+00	-5.784870295519217720e+00	9.146000471650712171e+00	-5.686118747538581042e-01	-1.468130379720453460e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.916561953589468903e+00	6.645732471214508941e+00	5.911057336975806820e+00	-3.015753124107602101e+00	9.520511164485917277e+00	9.537879128269965534e+00	-9.502253835140272997e+00	9.926579068220252822e+00	-6.239662360713119638e-01	-2.356155305705131653e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.619083849790945884e+00	8.866670854232829413e+00	1.510082514248540786e+00	7.156792799167557284e+00	3.713042826466390167e+00	3.657309793355719485e+00	3.126002604221881920e-01	3.629581795187294624e+00	8.747064487954005207e-02	-7.690786989561317455e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.485943696728945440e+00	9.909426597814679383e+00	5.586986248408064348e+00	-3.109113934330466567e+00	1.796644375228327428e+00	1.797420464951434260e+00	-1.890295265984298645e+00	2.864414336972002317e+00	-1.761419974590830995e-01	-1.313147347768788276e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.592898072368976514e+00	7.872891857364301416e+00	8.276563733656063349e+00	-2.675980983366398558e+00	6.431977508230557916e+00	6.495189736568066863e+00	-4.802406635126075685e+00	7.908770786440713962e+00	-2.561247725364040884e-01	-2.140734287641071543e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.183882759730051859e+00	4.712817438706587758e+00	5.233568166261971299e+00	-3.343861884106287263e+00	6.598000316741231330e+00	6.692085445476727124e+00	-4.953015355688902055e+00	3.298294022234634415e+00	-2.516336304863930340e-01	-1.354417691140452407e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.523811935246690563e+00	4.861008102247009965e+00	1.440883323046178388e+00	5.534562307158490846e+00	6.743376637764336046e+00	6.866603539245804022e+00	9.321337348559129987e-01	8.841841655001642764e+00	3.227442324234255366e-01	-1.922075390536073769e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.812165987582103455e+00	7.612503062456289271e+00	8.120941348228857493e+00	-2.648014181634969599e+00	3.353436370618556150e+00	3.478362201628213413e+00	-3.440404999653057683e+00	1.875141206357496371e+00	-9.809310912755182799e-02	-1.050621542311746870e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.224501763272054955e+00	3.078729686147529510e+00	2.794159905955605705e+00	-6.951242829872631646e+00	1.112696195913289943e+00	1.179219869941399379e+00	-4.183094101399052467e-01	2.116575336787758665e+00	-1.212047195683520623e-01	-1.036755759498092511e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.322710246135340384e+00	1.967278485748224393e+00	3.333687209755059833e+00	-4.970418441349440108e+00	9.759203538446056925e+00	9.694951218410610139e+00	-1.456505807009195408e+00	9.922966767692850354e+00	-1.703619659760831073e-01	-3.335603681192519598e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.642701681252633161e+00	4.173238072292892120e+00	2.566032107866750511e+00	-1.031010799393357047e+01	3.306819697883087716e+00	3.176535180945775139e+00	-9.005731081580989894e-01	7.076783414788391902e+00	-4.045431995173908168e-01	-2.844721085703024954e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.985859864157644594e+00	3.671655918342942471e+00	4.014137153053739304e+00	-4.034049725531187569e+00	7.172142304710111382e+00	7.070044672761908622e+00	-1.391366295785161578e+00	8.612587707264726333e+00	-1.240022973727957084e-01	-2.914922847509803905e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.882908312712285870e+00	3.718222602578697522e+00	7.742223329653003638e+00	-2.689069024513520478e+00	7.449186312484568973e+00	7.341531971072657647e+00	-5.408297131302907346e+00	3.867674970862227557e+00	-1.844260496885724021e-01	-1.183648444204503214e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.731424130868175482e+00	3.166308119126104437e+00	5.642862664060329436e+00	-3.103151317709370804e+00	6.461118681333136493e+00	6.428729136977645808e+00	-8.604328782599045766e+00	7.115911728062017438e+00	-5.174819598001615395e-01	-2.186319407959783412e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.031230561982258820e+00	1.424455120803754582e+00	2.913295635148092533e+00	-6.729936173001610733e+00	3.805963048645244484e+00	3.735715006578151254e+00	-3.042094915582065351e+00	6.404335475153875912e+00	-8.084092392385850978e-01	-2.864138205629950917e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.335702517264266476e+00	1.213506419193076002e+00	8.908304711118596231e+00	-2.531898408731983352e+00	3.417602153628220396e+00	3.466539028045374060e+00	-2.849972066036178475e+00	6.475989413434295905e+00	-1.754793711662485101e-01	-2.035576078649453446e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.411676426421778707e+00	9.851222429634715283e+00	8.852801741900764299e+00	-2.625746644545194908e+00	6.342663149883525975e+00	6.396581177256152273e+00	-6.059600722513701854e+00	7.128695391786423308e+00	-2.680092885537149749e-01	-1.987128151244748731e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.585461597768194508e+00	4.838909652781839377e+00	8.789986129751351740e+00	-2.564938559446907185e+00	8.695173677862054973e+00	8.731665118711740448e+00	-8.025988641935434487e+00	6.197909783673607009e+00	-2.656020927843786850e-01	-1.505818340845832326e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.918900851941992336e+00	4.403869289378344654e+00	3.188010360895266349e+00	-5.473643250558396289e+00	9.519805210656405947e+00	9.480226356195752047e+00	-1.425354438018695769e+00	4.952615738631672038e+00	-1.438814377689668356e-01	-2.139317256093014485e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.659186406632167765e+00	7.105115763033547083e+00	5.116061970556852856e+00	-3.300317605824899747e+00	1.883559748014923318e+00	2.016013561221337902e+00	-3.497356793826690069e+00	3.541634650558210140e+00	-2.965687713528512570e-01	-1.491952791525984257e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.208922888940898055e+00	3.002342816115073809e+00	9.865892817528365555e+00	-2.472418677638235085e+00	2.391607657761089634e+00	2.345944502588293457e+00	-4.344142167196005211e+00	7.874519043957131537e+00	-2.917358163423551809e-01	-1.868472844293779467e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.993317653747791685e+00	9.557137737742820605e+00	8.084790492484959401e+00	-2.670437088440761553e+00	9.617160947157668005e+00	9.511872315900074426e+00	-2.765873747851969711e+01	2.897772300519526389e+00	-1.868371797422024860e-01	-8.267691344615746285e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.719871532243947954e+00	8.150064850543841999e+00	1.290013611627322199e+00	3.314477512123540581e+00	7.601244297701883923e+00	7.618543648159923798e+00	6.647475347482277863e-01	7.247353803851631859e+00	7.450155166462629763e-02	5.314766077622119056e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.665315392159200769e+00	1.741200281763595203e+00	1.573397143781229301e+00	7.711208919780655258e+00	8.957488268164482292e+00	8.974355775728410478e+00	5.425318468282022133e-01	3.143492989834828499e+00	9.350023915453681278e-02	3.793604360197559089e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.879136285438051779e+00	4.786056018552915958e+00	5.130341944474198002e+00	-3.280615084762222189e+00	2.872773990952893985e+00	2.777349388677688768e+00	-2.300397273876291226e+00	6.568642039379748887e+00	-3.027079797845849130e-01	-2.071856259051319427e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.659561600019335836e+00	8.842619740944462237e+00	9.129152135828618952e+00	-2.544459762203794106e+00	6.303446059931403944e+00	6.293149396839546661e+00	-2.866432935385086722e+01	7.723225639309039714e+00	-4.116241458489169891e-01	-2.121099335024628108e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.780276992727123364e+00	9.507827383656655584e+00	5.866836976490954925e+00	-3.049819899176683169e+00	7.326089617166381629e+00	7.319389936546719433e+00	-7.312294149657682318e+00	2.954061449260905636e+00	-2.261783717153905970e-01	-1.080686024033559844e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.884839347325582448e+00	5.247799501339988737e+00	5.453324004796908930e+00	-3.154826546311748636e+00	7.101388765697405958e+00	7.133467521208735285e+00	-6.355999156536523031e+00	1.545170131642057409e+00	-1.262608212638152150e-01	-6.130979147082641356e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.606493668520201368e+00	6.508769388127392475e+00	2.041681597683457472e+00	7.682503333954376501e+01	4.660812794670708747e+00	4.677645784798413864e+00	2.721775146553025160e-02	2.149094367010414786e+00	2.124729401844574223e-03	-5.396801238068508866e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.818401750555055152e+00	2.533965541345588601e+00	6.991985568173407550e+00	-2.794951170839067078e+00	1.086585056267525440e+00	1.157209026290152432e+00	-8.522089848455698391e-01	6.524266171724701913e+00	-9.764003485011006622e-02	-1.060621250289011108e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.045404400999428773e+00	9.867126235464011685e+00	8.433884178737324433e+00	-2.621717516835607054e+00	6.292134102637029436e+00	6.364983266634856918e+00	-4.469448292100048015e+00	8.653077447840882286e+00	-2.549862726590060857e-01	-2.255968790617371322e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.277096113533418453e+00	2.992491645374522502e+00	4.358680009718570503e+00	-3.633946547516862413e+00	3.183640368547268285e+00	3.416566514534046028e+00	-1.454368301841717726e+00	1.357091798151066397e+00	-9.994622629228366861e-02	-1.066073189657415154e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.135172620253686926e+00	9.515574395452969014e+00	7.943389076305284568e+00	-2.669566381918136333e+00	5.104856877512509605e+00	5.017685050490761078e+00	-1.461734925917387784e+01	7.657335015537000800e+00	-4.456587480024513659e-01	-2.257604109588831953e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.326300937492133514e+00	6.943841845556009140e+00	9.749624027374482083e+00	-2.587362838802019116e+00	9.542241676530439420e+00	9.492733944096448440e+00	-9.933504507051143406e+00	4.003008170248752329e+00	-1.816132811452582929e-01	-9.529131734371301121e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.818822358743071632e+00	6.414219618673514312e+00	2.802807576536060274e+00	-6.795447598069171313e+00	4.643427405661199714e+00	4.623554256295433262e+00	-4.516998832171457701e-01	5.376721069562715449e+00	-5.605199287699959981e-02	-2.922412561219513538e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.002179441018932415e+00	5.682189165763633198e+00	5.771927436275618994e+00	-3.075540840449445756e+00	8.539060988969385591e+00	8.568297004901861413e+00	-5.253820608236449807e+00	9.413718440526263720e+00	-4.210947604511790510e-01	-2.381460321149715398e+00
