G	c	dx1dt	d2x1dt2	d1	d2	m1	p	Fg	W	Fc	m2
1.000000000000000000e+00	1.000000000000000000e+00	2.154589694155054858e+00	3.486911667354088973e+00	4.819559956203812945e+00	-3.821471704138462488e+00	4.713777822282312790e+00	3.918630757741367709e+00	-8.797078372287341352e+00	2.601510103640268579e+00	-2.448709835415469604e-01	-1.812911575278729259e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.476897623500960322e+00	9.495895066675473117e+00	9.166331390123247047e+00	-3.427180580084595807e+00	6.314534251655720354e+00	6.733582234558809887e+00	-1.500829240405186482e+01	7.002898365686662352e+00	-3.420396073271648185e-01	-1.943276374968216924e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.532380885306380947e+00	9.230137763173095422e+00	4.441324374318156298e-01	6.114770958490580277e+00	3.646826508969086333e+00	4.573737775413809103e+00	5.781069880385014681e-01	9.062574921024653563e+00	1.275461527718131649e-01	-6.063245158487305275e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.690982797126163284e+00	8.828155837352511526e+00	5.135279275970630941e+00	-3.118074821961600129e+00	1.165610159251932343e+00	1.033043984814367544e+00	1.195546689398944151e-01	6.834133254505541544e+00	-1.274480064773212407e-01	-1.268777838290449100e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.276131273463555260e+00	5.547601730868889192e+00	2.931291789616641719e+00	-5.479168722829025562e+00	4.708228894818659249e+00	3.435840663355334001e+00	-1.174712688607904898e+00	7.829356546386281757e+00	-9.278760327464224966e-02	-2.913645361884563023e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.002324779185666870e+00	8.462640607673350246e+00	9.244735920849803890e+00	-2.761129224853843045e+00	9.727171266105157699e+00	8.928655599917595609e+00	-1.863646109520760774e+01	4.910343093737512099e+00	-2.754081179811042057e-01	-1.409363888415947619e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.035500184564738468e+00	8.409006971311997702e+00	9.545693232152457242e+00	-1.902643181987923038e+00	5.935510147973925399e+00	6.727622016346066935e+00	-9.268847057734525663e+00	2.590203281739814400e+00	-1.324578820844997118e-01	-7.635612604798943659e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.025010979341048234e+00	2.798884697420530365e+00	3.367500593263891506e+00	-4.848789175236811744e+00	6.833740895149486683e+00	6.632317418745525828e+00	-7.224507244329162470e-01	7.221667647745656282e+00	-1.715369547395461658e-01	-3.191336140421106027e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.117284369258245924e+00	8.996017221399226216e+00	6.665453847403158605e+00	-1.941224253895142304e+00	6.419732454734354832e+00	6.539053063374343999e+00	-2.223319479793729414e+01	4.117325266103362580e+00	-3.160787382078483199e-01	-1.483374262809411093e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.657089299212261224e+00	1.624587090056223371e+00	2.512963114355668548e+00	-7.156753268977220195e+00	3.849079192179680753e+00	2.358696554005347501e+00	-7.974413161841786835e-01	6.942482222122566604e+00	-4.178280115091104890e-02	-2.616032823515047401e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.585306616990700412e+00	6.760338603190353624e+00	5.399686342675674489e+00	-3.250281919318407375e+00	4.923244878807780722e+00	5.311617059922866702e+00	-7.970509552739629910e+00	3.439271687065549532e+00	-2.606714156346678912e-01	-1.490643695161241622e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.515610883046821566e-01	3.285554815087076808e+00	4.468538484559567259e+00	-3.708199862820353410e+00	7.175200323520057211e+00	8.024173458153057936e+00	-1.579713989303122901e+01	2.083247683732259325e+00	-1.717169754431131790e-01	-3.455661035119317326e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.441711884998021276e+00	1.241751506167685370e+00	8.544607881852119391e+00	-2.506449758995216381e+00	1.491846201179862774e+00	3.113020862193512706e+00	-1.793935531387944815e+00	9.712524052426010357e+00	-1.026258249989017990e-01	-1.294650082329400043e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.547941986678132764e+00	1.819974500629050640e+00	6.777930726154832719e+00	-2.505167039147888630e+00	3.295754143689777482e+00	3.294034911190274251e+00	-1.815325364830085331e+00	2.786143599505290780e+00	-7.654263107963142632e-02	-1.469157344511939689e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.833502421068059718e+00	6.927728525606230647e+00	3.911082202977647970e+00	-3.823194065166427347e+00	3.683035152921338540e+00	3.332656187227243549e+00	-7.314310906001935120e-01	9.605200129156411748e+00	-1.009808794227272238e-01	-2.632421831954920854e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.769330244987998402e+00	3.523222266199056207e+00	3.094544186240903549e+00	-1.510574871273331041e+02	5.150676263539367028e+00	5.528844427546708573e+00	-4.584729424159427191e-01	1.070314835694330391e+01	1.733629485616646621e-02	-4.873604753690768732e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.246171586959445410e+00	7.801085564791098825e+00	1.674250604291478872e+00	-1.255225449727593556e+01	9.931847451206529342e+00	1.003498618853023672e+01	-2.241861698103311262e+00	9.063728103731010677e+00	-6.199864871712454928e-01	-5.124530804386255411e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.200905084334322304e+00	2.510861411080440142e+00	3.843021803632681532e+00	-5.672191291981580008e+00	1.493969117322780704e+00	1.097850007031484942e+00	-6.239745398115186248e-01	6.468326596578672039e+00	-4.367798525380942043e-02	-1.327489510046075738e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.023433791795166137e+00	4.668381016999713751e+00	4.126846767243035785e+00	-5.224942752448897387e+00	5.594686868657092305e+00	5.969520699598678704e+00	-1.193076893688600038e+00	5.532738861593270663e+00	-2.567176478931904593e-01	-2.859056039324175291e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.438733455619419122e+00	6.201530593486501708e+00	9.360683256054310064e+00	-2.919033614436592927e+00	2.544466255851788983e+00	2.828938118995567130e+00	-8.323711626780271544e+00	9.327738610035979150e+00	-4.485403538250644084e-01	-2.156233442421609414e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.289293380678567580e+00	8.099692084099936906e+00	6.180651982974110226e+00	-3.092968365308089496e+00	8.770932846832486973e+00	8.765039851298240592e+00	-7.348122446748286407e+00	3.745423472499115558e+00	-2.220425258245682099e-01	-7.605453386208433919e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.265098166606498653e+00	3.748862979877247259e+00	5.523772783820326993e+00	-2.881890845720329164e+00	1.986552084133598850e+00	1.667152605986717218e+00	-6.141651645290299832e+00	5.509621708388495520e+00	-4.036630523347481958e-01	-1.858443511467543940e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.415089595813880052e+00	6.129832957537563409e+00	2.737519965753214990e+00	-1.238309864753228595e+02	4.319919727755839212e+00	4.735436484068072716e+00	-8.142706438751410314e-01	6.217867975157861160e+00	2.225630623290199631e-02	-4.475039784048713720e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.440345027458473925e+00	8.823742958904855271e+00	8.304238872247021064e+00	-3.105159036934179717e+00	6.746225809302427656e+00	8.423890363194342257e+00	-1.466160492368382506e+01	4.628567283784756015e+00	-2.633236173667283242e-01	-1.618930047931055771e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.669754154862743256e+00	7.048194718658846725e+00	7.654804030992360175e+00	-2.925766139661031939e+00	8.649880464030179184e+00	7.718842612844052375e+00	-5.948016602676802655e+00	4.659548712548978955e+00	-2.345557801683736121e-01	-1.652309092684713487e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.364822884295458394e+00	4.110875963893885654e+00	1.584859168669470186e+00	8.210162911708437150e+00	4.973078059188682509e+00	4.499219204449607545e+00	1.841519441984844407e+00	4.138258702037360237e+00	1.435330231733008000e-01	-1.619224218430961315e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.111936717598662305e+00	7.653857625277669108e-01	6.878306551178747341e+00	-2.179227714812082439e+00	4.125810795641523754e+00	3.735341231072913715e+00	-3.509588239308806035e+00	5.399549147646792946e+00	-2.537701433422970276e-01	-2.178910039999699233e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.960095083349450817e+00	7.721032796846349910e+00	6.045371809131016683e+00	-3.509047914613744990e+00	4.377605895436430750e+00	5.010354364218737366e+00	-2.100088912690313947e+00	8.601063794752221270e+00	-2.886996607065484000e-01	-2.921390715549286199e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.539075652162808616e+00	8.960912277876338372e-01	2.145145342061543392e+00	1.321855036994524113e+01	3.773783201600266590e+00	2.065024800210192968e+00	8.294848060254857991e-01	2.129739428756779684e+00	1.740482208974788170e-01	-5.035305163721403687e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.141577058558866042e+00	9.375198801756424061e+00	4.610734868854859059e+00	-3.395274877384935053e+00	2.218799683465396910e+00	2.410822360554800259e+00	-8.361340094545491874e-01	9.129072446540163810e+00	-5.715752246964389549e-02	-2.422318778951304985e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.289883186266433057e+00	6.913274341780928367e+00	5.616328913746351681e+00	-3.284238033393974909e+00	5.178078706917562002e+00	6.110268611320488930e+00	-2.551316127489182684e+00	7.148764033808226337e+00	-1.734217156665666670e-01	-2.636185928454387817e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.745121321598906761e+00	1.018040561669253030e+01	1.261179168753013169e+00	-9.491935494812949514e+00	2.901357953867549355e+00	3.577482244924205634e+00	-6.635408746104581867e-01	8.685855419037894265e+00	-8.365519133710041383e-03	-2.894300150834447027e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.826528990572274580e+00	8.904073301509569660e+00	8.931976300060229690e+00	-2.498840196678637771e+00	3.977764042318581605e+00	3.176463215891729419e+00	-2.419338256354042649e+00	6.327260595702642654e+00	-1.662769093748964200e-01	-2.254482531440257898e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.303827382232936039e+00	9.508783333648128888e+00	8.397247968725439549e+00	-2.980524643210592295e+00	6.463258549416213583e+00	6.260071681971849600e+00	-7.069990114473923448e+00	8.430116646777968015e+00	-3.250328782233292690e-01	-2.218686341046538502e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.934413941920126945e+00	3.699454638645144122e+00	7.218510210299947438e+00	-2.427913346047761767e+00	1.031302608157523792e+01	1.017141589193192885e+01	-4.941449715968211365e+00	3.381355576440404631e-01	-6.127403349360312224e-02	-2.921026785956848393e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.996782912744270444e+00	7.168238680921012573e+00	5.640665362169762886e+00	-2.927344618063261628e+00	6.378993315595284486e+00	6.474857013181324561e+00	-1.091271648244798342e+01	9.053965094471422503e+00	-7.160507929671254823e-01	-2.626971385548437787e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.130988053891295753e+00	4.247161478181446626e+00	4.751621784412628280e+00	-3.893606380190885119e+00	2.112075766085671269e+00	1.574419017106374774e+00	-1.480298758966465789e+00	1.010030827432965683e+00	-1.304964080825580242e-01	-1.135907280395135110e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.581654588360181357e+00	5.827407413661931379e+00	7.171615620705980909e+00	-3.318161337004744471e+00	1.896711146007652005e+00	1.882702236026452258e+00	-6.036835718761463632e+00	8.697768485331840438e+00	-5.736049780870429160e-01	-1.657828449173604834e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.830024116312223725e+00	7.551276692906391474e+00	5.820219088732237367e+00	-2.852999480052293535e+00	1.013621798585892542e+01	9.651912093776633839e+00	-9.012745249707036166e+00	1.007405011961341224e+01	-6.105020063389918761e-01	-2.608348618411824749e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.714167319459944938e+00	9.055310669324187600e+00	1.783945770456990987e+00	7.086703180134535707e+00	3.169370909245102563e+00	3.723203823780897093e+00	2.606170559669100384e-01	3.463044223482764306e+00	8.193835724823428368e-02	-7.814235327389317476e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.169418455435246695e+00	9.714823456527588164e+00	5.806835763792378202e+00	-3.302486844165763991e+00	2.318850699812887051e+00	1.111770722718357307e+00	-1.874078512538192465e+00	3.089951648998765510e+00	-1.758773967549635830e-01	-1.200474188347385063e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.917092581902426929e+00	7.321025090065794494e+00	7.976569108113012341e+00	-2.200999400541065576e+00	5.383112114861679842e+00	5.835758809435717787e+00	-4.371562908502591327e+00	8.186432148958903809e+00	-2.587593123960726382e-01	-2.245033538426106645e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.792600489916573725e+00	4.697307106325967929e+00	4.936930515916174933e+00	-3.522382621440449224e+00	6.636185135439694349e+00	7.017911292742088136e+00	-4.949805393831213429e+00	2.861539262179439991e+00	-2.643681308879628489e-01	-1.270132562207248128e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.726237338408253663e+00	4.905215359692853383e+00	1.798978512239631344e+00	5.688168984302138576e+00	6.541015342503278873e+00	7.139233043266154155e+00	1.275633202774294483e-01	8.689986826550358145e+00	3.213640701933477284e-01	-1.919826617821313732e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.477357788524040316e+00	6.824310929085202204e+00	9.077075533010333430e+00	-2.170955881116009678e+00	2.646287268161757300e+00	3.613474111748153472e+00	-3.000448111440989329e+00	1.841636627088875766e+00	-1.063898348527951149e-01	-9.219683832520528810e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.979643905378211555e+00	3.661624051743908037e+00	3.478637207192899261e+00	-7.065139546583147911e+00	6.522990882497947673e-01	8.184948361637758296e-01	2.172574111191329371e-01	2.655562853284755498e+00	-1.323454093243318641e-01	-1.301593386414266140e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.633798618326496310e+00	1.758437061542641899e+00	2.704128969556879092e+00	-5.771810843656920653e+00	9.338327333234111904e+00	1.009936436595738130e+01	-2.474840140461390003e+00	9.558992209587080069e+00	-1.847286071655461215e-01	-3.241553457705469654e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.788660799027409487e+00	4.670818468652242927e+00	1.860850166185779475e+00	-1.045982821949387187e+01	3.151636605339538377e+00	3.057339324619477772e+00	-1.459311212837272720e+00	6.787466309380580931e+00	-4.048568906810315338e-01	-2.632161338018513597e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.839213129781111178e+00	3.579075975036483115e+00	3.676178614089030905e+00	-3.949936863694739841e+00	6.800115769029325463e+00	7.788805515940246949e+00	-4.072124243788861619e-01	8.065515042492318543e+00	-1.169437661687437319e-01	-3.014719271492061647e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.377615796637345014e+00	3.832119355298283292e+00	7.865384465713409767e+00	-2.272266864972169564e+00	7.402989893891259499e+00	6.955385507867945627e+00	-5.263758695522738229e+00	3.423556866541715760e+00	-1.658814804008762744e-01	-1.517540984147775385e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.547128011164658368e+00	2.711964481820609674e+00	5.701118163539463879e+00	-3.304802247833797502e+00	6.040670887147396861e+00	6.205708831573915063e+00	-8.550529799161804334e+00	6.352685837830713389e+00	-5.402237000307447135e-01	-2.308318317612260362e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.351740945830027796e+00	1.187123859239437973e+00	3.528771019490683614e+00	-6.024872319691359834e+00	3.558025573784554751e+00	3.734181629362367527e+00	-3.280133680852595823e+00	5.965221259514933649e+00	-7.831199215508100053e-01	-2.809232055981916609e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.072720696095336379e+00	1.518043442805687038e+00	9.615587137320186883e+00	-3.118504946375666442e+00	3.283383966589281222e+00	3.898541840327453656e+00	-3.358964688307561897e+00	7.296357639708980436e+00	-1.709960424571299320e-01	-1.888236789534960325e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.750334977035393536e+00	9.816346993976456048e+00	8.919365028288446240e+00	-2.510251950785625130e+00	6.477590061584110437e+00	6.360025463383636612e+00	-6.089681555881413466e+00	7.519125770049741142e+00	-2.856893725395669437e-01	-2.092331943844882414e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.267165775804004468e+00	4.235243945487425776e+00	8.709479714962728991e+00	-2.684425567399312484e+00	9.254373601922836201e+00	8.815259570050054450e+00	-7.465996204281053039e+00	6.873996458043782454e+00	-2.685617942391873569e-01	-1.914887717492766761e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.065576916079318259e+00	4.521010204552105449e+00	3.434495273103626012e+00	-4.921926285848194915e+00	9.982723394785372406e+00	9.308620532707655215e+00	-1.385476271826789230e+00	4.344019163507396364e+00	-1.703462535593341931e-01	-2.419762229554865307e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.634239426631326708e+00	7.331382558619446321e+00	5.648216820085519174e+00	-3.918059532543236578e+00	2.081711240621404002e+00	2.098280497343333995e+00	-3.284427339714458327e+00	2.422385447583465634e+00	-3.214937706850392041e-01	-1.394780200285355098e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.303316826457852073e+00	3.728044259085508294e+00	1.016994326597919773e+01	-2.332007910326230782e+00	2.626369620872880173e+00	2.355168438112726470e+00	-3.576151606288029861e+00	8.089563606592182765e+00	-2.643118212801560118e-01	-1.457019171671047664e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.612322754477419018e+00	1.019083399396557077e+01	7.709827735229351831e+00	-2.773805115142479405e+00	9.671451599963347689e+00	9.078054004531191268e+00	-2.795759198885354024e+01	4.046096986293226117e+00	-1.990514557956228614e-01	-7.879629408286793479e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.563538140926642228e+00	8.041147368887525460e+00	9.064415424706327995e-01	3.928939716627162682e+00	7.458489437597314975e+00	7.697724718406167455e+00	8.079548352851729787e-01	6.966828918857981279e+00	8.516481648063911614e-02	5.551313412077981013e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.283416317853923516e+00	1.500207943345299721e+00	9.736046473179236216e-01	7.337771313261921335e+00	9.434463809894818809e+00	9.028582868268665962e+00	1.058722287910364379e+00	3.155454238290740232e+00	9.093623171347690881e-02	3.575847782208470882e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.754398504043341411e+00	4.631219355821386330e+00	5.282219084902276762e+00	-3.087390300583563896e+00	2.328650762284943276e+00	4.095729019732061715e+00	-2.717842371972882365e+00	5.773053907195238921e+00	-3.003317785810646900e-01	-2.192868169142728529e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.295406248179521214e+00	8.620703662881162188e+00	9.527047054736378584e+00	-2.904607101011492887e+00	5.179534804504341672e+00	5.957501483680942123e+00	-2.864417210583905060e+01	7.739068292064565036e+00	-4.054595549478278715e-01	-2.565475235179603075e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.857045901360338647e+00	9.784173573141520919e+00	6.254072088861594381e+00	-2.961395446402286691e+00	6.746459044325276544e+00	6.855870747873199278e+00	-6.474392077420209723e+00	2.900344804487032135e+00	-2.564111380317013467e-01	-9.815301724275357076e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.099552765372983743e+00	5.786108131277662991e+00	6.116274511358626320e+00	-3.302558162973566969e+00	7.880568944565277789e+00	7.272058691039509526e+00	-6.480771180466961212e+00	3.994193531735892311e-01	-1.090116808023133266e-01	-8.012788601379452480e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.880349769660920600e+00	7.210441664057785971e+00	2.766638677874059038e+00	7.667857663207801977e+01	4.513436170688137850e+00	4.135905593338577546e+00	5.626056162713620745e-01	1.613731978745170270e+00	2.663457379812833245e-03	-5.253943826219001245e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.091262610514744047e+00	2.273988640505560266e+00	6.151812822095767075e+00	-3.639009489761785510e+00	1.286950352669537168e+00	5.576716994460013677e-01	-9.000226790075136485e-01	5.845695624553262526e+00	-1.051627403655795989e-01	-1.163806488804056016e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.066285561016758976e+00	9.635669379375499943e+00	8.622424161185833213e+00	-2.453108752789074476e+00	6.098035081128089452e+00	5.468487303698513102e+00	-3.553650110148661945e+00	7.784548856001480388e+00	-2.451915712388831325e-01	-1.890189593988158334e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.162759305298907364e+00	2.851173344123270503e+00	4.666323853379334530e+00	-4.099296556542433301e+00	3.581964379088969253e+00	2.858608099354496890e+00	-2.331601240529445285e+00	1.010146820132293399e+00	-1.134158813944538269e-01	-6.981925420652680403e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.650613354976893543e+00	8.409763723873581398e+00	7.939676030045247579e+00	-3.132109563068587121e+00	5.090567640874094302e+00	4.646345830094263718e+00	-1.451980641827412732e+01	7.884485898186916586e+00	-4.430891281921771063e-01	-2.701812765477356049e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.211795492383759054e+00	6.177676591562457631e+00	9.222906883387482324e+00	-3.166044404382795996e+00	9.581097710253533961e+00	8.923551147892592184e+00	-1.069210754956048426e+01	3.726976623684021384e+00	-1.843512603269908123e-01	-8.416187975933062670e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.035249166395106002e+00	6.450408774645439713e+00	3.631572384445219015e+00	-7.234865576321416469e+00	4.923579115836087539e+00	4.455829877116547877e+00	-8.364465297800556254e-01	5.932331452123415616e+00	-4.743614824709473793e-02	-3.047333483220631578e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.581269927918251383e+00	5.825191376232454310e+00	5.384961988468491612e+00	-2.870545878189777245e+00	8.306125508883903663e+00	7.277420038728461549e+00	-5.598239275265930459e+00	9.162142651400376536e+00	-4.245908907291969792e-01	-2.285888151234479526e+00
