G	c	dx1dt	d2x1dt2	dx2dt	Fc	W	d1	Fg	m1	d2
1.000000000000000000e+00	1.000000000000000000e+00	3.823851030844221732e+00	9.053507755849986793e+00	9.692484465759715562e+00	7.112767370469513573e+00	7.531744486599265542e+00	9.208996831707887409e+00	6.606062943969810419e+00	6.889537732922659252e+00	-2.088364112352987689e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.977923888660215290e+00	9.578259485511502191e+00	1.771076514244276368e+00	3.593408561417623215e+00	8.009330151372996198e+00	7.630056192947030524e+00	2.979966279720383859e+00	1.203643662497616784e+00	7.846774451389983085e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.605237646105133642e+00	9.274984208392174523e+00	4.961285045280964923e+00	1.021778560055598639e+00	6.974901725635474392e+00	9.192397021643873956e+00	4.900892083037159952e-01	5.754702296944218531e-01	1.584145227756722285e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.288754087557077099e+00	5.482839050212143128e+00	3.438857486423294585e+00	4.578862635524640901e+00	8.434072612151446435e+00	5.740043118505079534e+00	2.882057216342804651e+00	1.774460607564819048e+00	1.997882812589611756e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.503839700622637832e+00	8.739112776865955112e+00	7.287875749888444332e+00	9.169658908490857741e+00	5.096936154950087783e+00	3.452033982442376026e+00	8.013905006173981604e+00	6.070846363904990994e+00	2.453609110415710504e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.177756332537271078e+00	8.511698805959920122e+00	9.536577401967292644e+00	6.851230237603355810e+00	2.655413078777077551e+00	2.008301248797307537e+00	4.825018373144375872e+00	2.876121511632231620e+00	-9.547322599248451169e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.609426468512792141e+00	3.515397791904710356e+00	3.075290059346318827e+00	7.058186101539627444e+00	7.515255329838031351e+00	7.173287450321876868e+00	5.747062677843261191e+00	1.082723788475101934e+01	2.467000967092389807e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.142181086720792216e+00	8.441493033653294731e+00	7.095163697088958443e+00	6.590789336670601628e+00	3.986914171117280414e+00	2.328999395616719426e+00	4.409067029883970257e+00	1.537886055243076422e+00	5.796385299679329695e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.258848506460410910e+00	1.175189589066857110e+00	2.803123805544254665e+00	3.320538297536514527e+00	7.314381988707294724e+00	3.963274775166527153e+00	8.889490930519681200e-01	1.427626547838854343e+00	1.856085787078265215e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.069012987850138430e+00	6.434115705042141364e+00	6.327793419333950453e+00	4.813636925846169312e+00	3.290536557318182176e+00	5.617170101045469544e+00	4.080529221692826169e+00	5.669644638614056653e+00	1.382316248077369580e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.136314309965187785e+00	2.752154313041442091e+00	5.452248742862031428e+00	7.962984576457665220e+00	1.790095308355799997e+00	6.244198603124202052e+00	7.282495852012309534e+00	6.646766857505312487e+01	-3.108283540061438921e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.199999428837257298e+00	2.134587981495245312e+00	9.547625298769551350e+00	1.989446935107739067e+00	9.560181101205033727e+00	6.856058130309562237e+00	2.834290825618220877e-01	1.283806611019146393e+00	3.934676026988724207e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.566286880771793122e+00	1.570481234934102632e+00	6.485600612999479431e+00	3.438004488792246072e+00	2.560849464042117773e+00	2.286459467172126558e+00	2.685960309688126380e+00	6.271108206436338151e+00	1.256351568299268751e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.210558917413846913e+00	6.919097311427461428e+00	4.141970021707585659e+00	3.481705251424272340e+00	1.002888379996946355e+01	4.483873983443496414e+00	1.317923330015166483e+00	8.913624677893876580e-01	3.290848460248990914e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.499662639191674529e+00	3.689680278874013730e+00	1.936365590021945193e+00	5.282952328553514043e+00	9.457367400434586457e+00	6.665788705490216515e+00	3.593499543350083592e+00	4.334114632129406175e+00	2.778960282011545324e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.565499060606454940e+00	7.195503553232960314e+00	2.213560666567027102e+00	1.011783479280482290e+01	8.425322807572799277e+00	9.874899858277274234e+00	8.940622831468182596e+00	1.392489769382755682e+01	4.067260727412452148e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.566725032087558311e+00	1.530795564876682668e+00	3.354942722199283356e+00	2.135864689439086472e+00	7.085890235848353313e+00	7.759703909077246387e+00	1.008350670718491493e+00	4.693131952930515438e-01	3.478963509209914928e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.032540548054314833e+00	3.871268862298796964e+00	3.273048438229710477e+00	5.728300543016440649e+00	6.401807127596554459e+00	9.349052724480991117e+00	5.071257574279754543e+00	1.162165617436904341e+01	8.015711592980147016e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.256699812452595211e+00	5.930475174549626693e+00	8.659173567096400959e+00	2.376922661748786858e+00	8.691781754428612672e+00	8.000748697177174407e+00	1.397846658337848380e+00	4.392216171070978392e-01	8.332333625537243549e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.419456937232056681e+00	8.202056719080232483e+00	5.829372160965707650e+00	9.616854729847618799e+00	3.653694002460238899e+00	6.075427276158880119e+00	9.184708261384090022e+00	1.930022834142789989e+01	-8.029332217504341340e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.387827670949629333e+00	3.657783378092620108e+00	5.896932587641515511e+00	1.698237076017916625e+00	5.226391979843373115e+00	2.773197957638409594e+00	-1.384586956367599431e-01	-5.841715701958077878e-01	6.291788803628208626e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.436341221890286235e+00	6.927425401012511585e+00	1.755427181258893077e+00	4.840023912044740584e+00	6.534155896226049087e+00	6.869506164162979545e+00	3.632171384771979206e+00	3.124307831216876163e+00	2.264417080013758188e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.059405924844541769e+00	8.850791256187600098e+00	8.866848730580805693e+00	7.482375610528788634e+00	4.747150403673941810e+00	6.273062928097786539e+00	7.015582711981308783e+00	7.381144810853138338e+00	2.201738774221231321e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.034369272108016879e+00	6.667981351222419306e+00	7.638463854308049861e+00	6.514010694944598612e+00	5.189567061074875198e+00	6.282559587538670165e+00	6.708157887331140046e+00	9.730453755917652714e+00	-3.896737363792451170e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.993759483163090707e+00	3.050974157842230028e+00	1.495127042235008474e+00	5.471424871504965814e+00	4.265322016371754899e+00	5.481987128912019003e+00	3.988221186761168102e+00	8.587080847154734187e+00	-8.245112104507963391e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.098658217499605350e+00	1.324089000682245665e+00	7.458214085082734535e+00	3.964273600832004529e+00	5.756209673054643261e+00	5.877452563857083589e+00	3.608173532395964944e+00	9.527768535305510156e+00	-1.585262991104791963e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.447521902094312196e+00	8.771272849359805335e+00	5.943104090284852425e+00	4.422446252543879019e+00	8.923542368016102344e+00	3.662032961462810654e+00	2.385771937829316514e+00	-5.136343825977363053e-01	1.504376982853903311e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.682595240326989039e+00	1.300917306281340391e+00	1.724661327279963130e+00	3.830939453268223271e+00	3.138160194824664018e+00	5.416601048635078186e+00	2.547941263300496750e+00	1.538294107377285513e+01	-1.334385919043264090e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.003439494061391812e+01	8.870259778303267950e+00	5.128279377391883997e+00	2.520960514156189269e+00	9.368724504456814373e+00	2.976782904014785736e+00	-2.973997017489195538e-01	-5.160639194872318480e-01	-9.150674601398050001e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.253606715815937633e+00	5.986810302366289527e+00	5.379323464943518651e+00	5.655000998981349447e+00	7.340263124293682218e+00	8.385959185367147128e+00	4.595094506875460283e+00	5.091631235614186402e+00	5.804725890048455517e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.875562206489798101e+00	9.223885669865529380e+00	2.527837209341071922e+00	3.257801475514692680e+00	8.543998977292449837e+00	2.915332851981980333e+00	3.157348632468645055e-01	2.109964609887293729e-01	3.228907301621950410e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.857010816964562494e+00	7.696740062205643440e+00	9.527915095241965560e+00	3.228844893300952812e+00	5.774230035979620368e+00	2.139904834184853222e+00	9.120547711355604659e-02	1.342876260566567941e-02	6.794422218602854002e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.315855115590351510e+00	9.710660043935300578e+00	8.345020669985283135e+00	7.372489100988568467e+00	7.911625510028394537e+00	5.073761525973162101e+00	5.362084994329703314e+00	1.697051584813235703e+00	1.454515338965614468e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.416237808091128869e+00	4.453734321211953784e+00	6.979178248436957333e+00	9.966689506631738027e+00	1.350284792807313838e+00	6.810981486247685623e+00	9.874158679141313399e+00	1.351609225467585702e+02	-5.609761559192729674e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.754908644873903079e+00	7.861702860648694724e+00	5.233807742524475337e+00	6.681750346252417927e+00	8.230387925338781940e+00	4.970955662309084921e+00	4.779341155655731477e+00	1.156181232455988583e+00	2.131751780650798622e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.817009079518612680e+00	4.642986064425153714e+00	4.732749592863761734e+00	1.792328075182456404e+00	1.626924493940427707e+00	3.946111937274507486e+00	1.009776040798739727e+00	-2.684554340530629357e-01	-4.729093422297390159e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.836699845464309755e+00	5.025803350793832891e+00	7.122075029188836837e+00	1.842410623025484417e+00	9.364626235015146349e+00	6.781853955786016463e+00	-5.039197515935286420e-01	-1.124772458424505850e-01	1.419519342224389788e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.823997099915436237e+00	6.665783449138613648e+00	6.080081923436509328e+00	9.229302291154358073e+00	1.023914077707607362e+01	4.250052530313245924e+00	7.231617797377930756e+00	3.934375183890086891e+00	2.008531571733759069e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.203957233373256663e+00	8.578590728078239636e+00	1.320153042735631166e+00	3.705826683615860428e+00	4.185801786590069185e+00	9.542716541044697465e+00	3.090943137427317744e+00	4.144158473048953795e+00	1.248921537892760059e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.932892625980865198e+00	9.613145838351972117e+00	5.566520998652108254e+00	1.577215729658424159e+00	2.868156309261501669e+00	9.502874611052291698e+00	1.497789189783956365e+00	1.003956868501725941e+00	-9.757793579475102508e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.601188115099747122e+00	7.802506749351896254e+00	8.171677934479889771e+00	6.015458456026269829e+00	7.936530520914231168e+00	5.527872972222849235e+00	4.801407480272433581e+00	3.833770172421707478e+00	1.120762125145298160e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.730967503382063732e+00	4.883708308385128483e+00	5.131958358607008108e+00	6.724071233164315764e+00	3.364568815780778710e+00	4.270211573527827653e+00	5.607730484760013567e+00	9.344842038404458151e+00	-3.128886716715473804e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.762122186017685443e+00	4.945713721971347177e+00	1.466786087450212772e+00	7.150018297437270576e+00	8.773612232455974436e+00	7.910707646497719736e+00	5.532561839976041007e+00	7.347208285473628919e+00	-1.606936108234558347e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.526079659316695647e+00	7.799306557571350496e+00	8.245334268181586879e+00	3.302852281316899230e+00	2.073244361304664274e+00	1.427625145975074172e+00	1.824712916216745917e+00	4.465381362870258775e-01	-2.209368822233411134e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.442969082722624918e+00	2.707256346475658049e+00	2.861231311426689405e+00	1.078610890890813856e+00	1.667554810118988318e+00	5.185685321201288112e+00	8.861234481107439498e-01	1.513026521025092608e+00	1.532406567709455825e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.953501282362446467e+00	1.992413237317828267e+00	3.667319545843588102e+00	9.377076493119700373e+00	9.868169448863733706e+00	3.609769814061065674e+00	7.362809316822178651e+00	1.431944424544075467e+01	4.522468332424298687e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.672966950554060084e+00	4.136863020640796584e+00	2.548893947250418623e+00	3.259990866065307635e+00	6.689408796412674718e+00	9.485730612577100374e+00	2.256326971224693612e+00	3.083415661176188038e+00	7.517509448515914627e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.861492942672223094e+00	3.158962449366808034e+00	3.742624008921991763e+00	7.289965457582487041e+00	8.359817077827527143e+00	1.166416205876514400e+00	-9.108213867596519631e-01	-8.485223959394709858e-01	-1.135810445842446725e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.512438103184647886e+00	3.671219089184541762e+00	7.681755512319087487e+00	7.573910670103928489e+00	4.118565030970003704e+00	5.772957536719633076e+00	6.779398328466037960e+00	2.025699829212767611e+01	1.027149253077893176e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.568482054418578464e+00	3.032811479312209180e+00	5.841168382460507402e+00	6.637628915706094368e+00	7.034124961125247211e+00	7.356024909282599111e+00	5.775255110561266392e+00	1.253865386439348129e+01	2.152514910715242480e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.646456801352831789e+00	1.521123559115477697e+00	2.398287736228808864e+00	3.648776545721545528e+00	6.538169935011622691e+00	5.546598886797106331e+00	2.839722189032212185e+00	6.945970899027399170e+00	4.734304946585142559e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.403661468441592675e+00	1.183464916953367085e+00	8.528896567097033810e+00	3.263896650502678298e+00	6.368223147097953785e+00	1.329393703618283018e+00	-3.947417603240928052e-01	-1.527923166330809490e+00	2.065091022451459590e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.314197063176222535e+00	9.736703726765039590e+00	8.919190002507150439e+00	6.594305691613353559e+00	7.444119018252723485e+00	9.834346790518749160e+00	5.843823638403938148e+00	4.765479296263531950e+00	5.850558826329196327e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.051660610849770805e+00	5.107466234806294025e+00	9.097738858768941839e+00	9.014643453437948040e+00	6.113119552592098493e+00	5.893487366170644393e+00	7.349564595267307432e+00	1.257439047465526016e+01	9.889708753958550425e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.834205723657563070e+00	3.841086424295559798e+00	3.510015609956344651e+00	9.474049888589934909e+00	4.329144361626158677e+00	6.678516778850226210e+00	8.735392583758125440e+00	2.386543372700515420e+01	-6.172681715040324590e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.641662107698349748e+00	7.098949694073958483e+00	5.001214985935213519e+00	1.837800813333728245e+00	3.544689332598142339e+00	3.022304595369333047e+00	9.371930881730137219e-01	-8.201389796750774286e-02	6.144093316645778735e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.494318119776204767e+00	2.473823012261023635e+00	1.015778322739232209e+01	2.709394846813473645e+00	7.326548650565551490e+00	5.008768079386388017e+00	4.995546221921173813e-01	-4.611898477027392973e-01	-1.446460710715673947e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.934376241928665641e+00	9.295916998069920112e+00	7.968064200745261338e+00	9.405199467093913412e+00	2.640807116307351876e+00	5.023370102466556908e+00	9.295401412944586994e+00	1.269449272189004851e+01	-5.828655529774278143e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.565910784935296007e+00	8.223086148386132166e+00	8.217097956302648054e-01	7.830717618830012050e+00	6.990720572765649621e+00	2.003376892998981251e+00	3.573778478361470334e+00	5.601422800840734073e-01	4.477985827367371385e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.999781835729543822e+00	1.450271068227407589e+00	1.584611528997844410e+00	8.909905245973749999e+00	2.825548348655780195e+00	1.798337254663809670e+00	7.490623176555269325e+00	2.283666717841487781e+01	2.733809428694654042e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.724651308439927533e+00	4.362208781776273803e+00	5.004512640183591543e+00	2.540159299056498288e+00	6.479528363189814399e+00	8.676302171718957013e+00	1.854934817879466458e+00	1.412307685112220046e+00	1.934846774002192182e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.316015426756346862e+00	9.574621316113201885e+00	9.436489397532797696e+00	6.724675386205884564e+00	7.439899942685942236e+00	3.592203432542475650e+00	3.829230582521995441e+00	1.266329407122987805e+00	3.195034761384933919e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.841751497490049960e+00	9.124491365123907016e+00	5.841227687962632587e+00	7.342753897158482701e+00	2.585517454360505063e+00	2.847573254999302250e+00	6.390229227290463498e+00	3.901403402566031353e+00	6.814671434253636306e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.761450462326758615e+00	5.665718842334135807e+00	5.127503026680569675e+00	6.928630770116580351e+00	1.959404658865024906e+00	5.435335256348926336e+00	6.619503606510688698e+00	3.482260429327214979e+01	-1.304252812748230239e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.150448893565023667e+00	6.472803126928315720e+00	1.535218170615725519e+00	4.296917558515697344e+00	1.994072789251258859e+00	8.204239694675127481e+00	4.362242877726934864e+00	1.143590811691917430e+01	1.416904332018268375e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.451806512173348551e+00	2.357320202857598357e+00	6.905228739296934037e+00	7.893910987143120117e-01	5.846428950468158803e+00	1.355199041891536060e+00	-2.823693538159643523e+00	4.717531861203183574e-01	-2.553992889361965002e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.363951312048675035e+00	1.007817368829108773e+01	7.730748574186455002e+00	6.145399038377425072e+00	8.546722481247169156e+00	5.835165500408267647e+00	4.552029910964446202e+00	1.140209022831909946e+00	6.315474326286047990e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.309402874620039903e+00	3.456829360603157042e+00	4.280723661602420904e+00	3.798986119874616207e+00	1.098653816095706226e+00	2.295721019975306199e+00	2.666407623919686110e+00	3.556047758183346730e+00	-1.371038464791316747e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.294673727912623029e+00	9.165798247100749307e+00	8.044290107638243370e+00	4.894038507559576701e+00	7.366342701909858626e+00	1.216735487489431611e+00	-1.025354643807879773e+00	3.648373374996883300e-01	-8.152707266702808653e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.621087517589261395e+00	6.704889887506831236e+00	9.388466049894176990e+00	1.001000996126492559e+01	4.265327734464642973e+00	1.387871000797620491e+00	6.668893846165112826e+00	3.347441616950474597e+00	-8.298173831210565732e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.246776635985624715e+00	6.705194561551010679e+00	3.108320665533836014e+00	4.555924218463089481e+00	5.184700769904753592e+00	8.335501498581367130e+00	3.866940528603215022e+00	3.845168248474201356e+00	-9.302069291559027508e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.048368446591651626e+00	5.694304460706447024e+00	6.038782837180106888e+00	8.238513934690260498e+00	9.045829267993225287e+00	1.932054273524431265e+00	4.120903898200832138e+00	2.036855901409335701e-01	2.250743024107663970e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.867741634903081760e+00	3.382535335583518155e+00	3.303548201181077726e+00	2.568781958964679202e+00	4.109279521015854364e+00	1.791227004716634319e+00	-2.783549445095492292e-01	4.140100572598482964e-01	-3.986493818171538805e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.137558994202489515e+00	2.732034691468627319e+00	8.053404966402807119e+00	6.705421052382695812e+00	5.501215799799336281e+00	5.397137387411945042e+00	6.027199972201928269e+00	1.597858126000628332e+01	-1.983057879344994889e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.828977366431424834e+00	3.487347469370155384e+00	6.472957738291414742e+00	9.561378660668895080e+00	1.269357465026461629e+00	9.088320080837803516e+00	9.525388682444214439e+00	2.428176748715899578e+02	-8.711080016149816974e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.312391498300917725e+00	2.727620169492772639e+00	6.710880772573667663e+00	1.677293570238410858e+00	1.066169011191743010e+00	3.660705309420345444e+00	1.295317746401913883e+00	1.635051506094919116e+00	2.681479519908258058e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.054160587423693896e-01	8.077958758223424240e+00	7.796236200937141980e+00	5.595792260223678705e-01	3.023659833396445951e+00	4.923315972383877082e+00	6.303713951485310218e-01	-6.199599232104290314e-01	2.379509218314139574e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.826387088697346117e+00	4.240616634974594845e+00	4.524165800088333356e+00	5.311711783467790937e+00	1.263592653722726444e+00	9.664139327283622904e-01	3.752839203287479108e+00	5.078168870732828744e+00	-4.194312818001391996e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.457391001543674625e-01	1.480949706285474399e+00	9.000331970998363573e+00	1.890745070334682865e+00	6.615843623338307999e+00	4.990266912496954532e+00	6.595639177729728519e-01	-3.572352540379123975e-01	7.179178073831206319e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.747117888675269626e+00	9.957825717549539490e+00	6.103213940793080106e+00	7.549705017048143674e+00	4.748452674325545075e+00	6.790134940438577793e+00	6.954804770530834013e+00	6.622405902252362253e+00	-5.333919312523591749e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.741085680257710155e+00	9.020007822334193293e+00	2.588880703936050409e+00	9.290960866796513784e+00	5.665655594633165038e+00	6.018668551584222648e+00	8.149562672550807463e+00	9.599925555949432976e+00	-3.820224039657573734e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.413230609123070636e+00	9.569008957356428979e+00	7.176469234078170167e+00	4.680050298245162388e+00	2.189017506301827343e+00	4.407183717212308061e+00	4.019177782233731122e+00	2.317905107599507630e+00	-1.066713617236872302e+00
