G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	p	Fc	d2	d1	W	m2	Fg
1.000000000000000000e+00	1.000000000000000000e+00	2.622848144175315088e+00	1.477546117294564976e+00	2.182455571240910608e+00	4.539937532859732450e+00	2.712782693109593524e+00	1.878806866406338649e+00	6.379664377633520900e+00	-1.842137807081999090e-01	5.211432486168221523e+00	-9.947959576605530652e-01	2.501611664025013226e+00	1.613170971238959694e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.375414369327683239e+00	7.251929023317118528e+00	5.589907776794178496e+00	6.891358469413050969e+00	6.642349100768606185e+00	4.862718912966129459e+00	2.820029983232307469e+00	2.875807990000774694e+00	5.587448847118562156e+00	7.493478093068148382e+00	5.447768221452354176e+00	4.560832696920561347e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.157615664832199354e+00	9.573509364629305907e+00	4.886826829946585349e+00	3.733483009807085473e+00	3.072758768839541688e+00	2.670468955064047911e+00	3.178720017785158447e+00	1.369461516238680732e+00	7.516700199223807388e+00	3.368964724250128384e+00	8.996855052327592972e+00	4.954285665858115806e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.031315647264422708e+00	2.537973784125925558e+00	3.874215319630292420e+00	7.452510132885691085e+00	8.685044993258577151e+00	7.689224526993360342e+00	1.871550318214895814e+00	8.354562716576014125e+00	2.198808833366193038e+00	1.313711042946503369e+02	3.507517578108858114e+00	4.118025387978067897e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.950544387287187043e+00	5.950142880147030411e+00	9.118872842409375679e+00	4.673628072959789215e+00	9.103759899253265786e+00	1.321130889848654455e+01	3.574264605575163234e+00	1.011934573677693017e+01	5.980981000556734095e+00	8.654331753488794732e+01	1.752484715521391623e+00	1.771495478556470005e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.890819381430328683e+00	9.228464040641528143e+00	1.350891729434203326e+00	2.624186871763284579e+00	3.921520475104752546e+00	3.679555680430942388e+00	6.076043323569588317e+00	2.959849118284576530e-01	5.807794232550835822e+00	5.103325565074499970e+00	4.056114611806756365e+00	1.361496003354644913e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.029278423173635382e+00	9.323228248084676206e-01	7.015608985958133204e+00	8.262903177572876956e+00	3.195644052028581594e+00	2.949679344058604435e+00	8.438918446945981700e+00	5.911891341608361827e-01	1.641822458563634735e+00	5.811202016486253896e+00	7.632085548491079230e+00	1.160675102600867490e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.208077668418158446e+00	7.238234752181184284e+00	9.423203422604894186e+00	3.600702248703677721e+00	4.231120034379173056e+00	7.796511890588424976e+00	6.755845627156354283e+00	3.436160160219364990e+00	4.661421727250622205e+00	2.354968783656661202e+01	5.982797125278216832e+00	7.050612040013541559e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.459209391394619360e+00	3.776859984629476585e+00	6.234480162864380226e+00	5.077136361813223253e+00	3.332408101316326920e+00	1.144117891510175511e+00	4.648835632235880588e+00	7.902606530267088925e-01	8.833327625220238843e+00	-5.065251688780713080e-01	8.409368932800166618e+00	3.930173495261161065e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.509345181003553638e+00	9.561551705428513515e+00	9.407841353368386450e+00	7.005750809821546632e+00	7.261835875000884677e+00	6.769436477749452230e+00	9.486390177422682868e+00	2.178114080944450581e+00	8.610986879214047818e+00	8.353831048164257922e+00	9.752492478383224750e+00	1.276378321520467836e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.229902212549395024e+00	9.808773465558877191e+00	6.772151190251332054e-01	4.063135800671810571e+00	8.814151839730072879e+00	9.709147622683383716e+00	7.231189698444375757e+00	9.909162608740209599e-01	2.335269489650166008e+00	8.110464999309581202e+00	8.016623861450071331e+00	6.958457167668959187e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.301039647779093755e+00	9.099909098512023675e+00	4.497653601413253099e+00	1.767668150754797551e+00	6.799129723938269088e+00	8.983692754420721016e+00	1.005145666293425144e+01	1.441275934001705616e+00	1.605141982235520182e+00	2.957494603837426439e+01	6.575583787345771647e+00	2.319454330182994184e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.027734770331406366e+00	5.644072697671421501e+00	3.728248318192155519e+00	4.357441193686552694e+00	8.403738448610116762e+00	1.703082771809812002e+01	5.622198546308727174e+00	3.592603606134507022e+00	3.569368014715489590e+00	6.483929219794895005e+01	5.560317697591699471e+00	9.485821960473745662e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.679427542353393754e+00	9.157862532378882037e+00	7.987184078730194869e+00	9.295261900156880586e+00	4.727493211257826289e+00	3.747119349241750719e+00	3.601094915697211629e+00	2.269389972635239339e+00	8.395173469981067171e+00	6.908763937503952235e-01	1.255105630527023619e+00	1.299387373466917239e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.494112640738882725e+00	8.632256048651200331e+00	9.976923948531334574e+00	6.754531505829890037e+00	2.263174864507026207e+00	2.968126218082219214e+00	1.294525789821321826e+00	7.610618080895603654e+00	1.948808224046011173e+00	4.902008704280373053e+01	9.399678883007423380e+00	1.886393467305050535e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.794195274217212699e+00	3.662745842464844692e+00	3.525238343507608452e+00	6.956812931952891965e+00	7.791869740102566055e+00	1.168707269849151409e+01	8.147361681466104955e+00	1.802838594753948698e+00	7.257948748265228289e+00	1.218429264968349912e+01	4.214992911789870789e+00	9.442494016578362448e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.624588400105653863e+00	8.312365601092372103e+00	6.672698002186089994e+00	6.323207368556177599e+00	4.237727042639397368e+00	1.192857643767944564e+00	2.184735562813904242e+00	1.628675360668878858e+00	1.610238266674874685e+00	6.927339437433449376e+00	2.788706562849324389e+00	9.908851906514794194e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.195494020876678221e+00	1.276457370179964190e+00	2.711057348547649681e+00	2.636227928955638955e+00	6.810907665567035529e+00	1.139960903556542071e+01	3.954554072643793106e+00	2.834374825341723803e+00	6.685342077446995823e+00	1.894482755578849975e+01	6.548082991448222145e+00	6.185433733654509325e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.037631405730874867e+00	6.443942711172796933e+00	6.429035484284549185e+00	4.388013854202107211e+00	3.228473139210288334e+00	2.189976339758729296e+00	5.630100277518227614e+00	6.499343179834782269e-01	4.174635987862160391e+00	3.691200393506312238e+00	3.910461020016874567e+00	2.442496502202988040e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.507631940694931227e+00	2.985384587822677904e+00	5.292980157643212280e+00	7.423696436398766529e+00	2.071307411976948565e+00	4.806136583660458594e-01	6.347595755602241319e+00	3.585256853589289250e-01	7.480409648727153638e+00	2.313011960005212642e-01	5.810357908634276924e+00	3.872670288504690461e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.894324478719068949e+00	1.846334792903973288e+00	9.765979087179220031e+00	1.603538037125761040e+00	9.661864132811938788e+00	2.357907832843473628e+01	6.497111850524905918e+00	1.186543979632340928e+01	3.645977684033529620e+00	3.659864921592840119e+02	6.074428429994204848e+00	5.998498230448473123e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.201136554842879178e+00	1.977136975803714281e+00	6.425170866119369606e+00	3.758744471570630186e+00	2.087711735065521879e+00	5.628072004784927529e+00	2.392341010739132301e+00	5.098309058697194196e+00	6.800690924753539868e+00	1.603382339635106035e+01	4.911493397713731390e+00	8.044819777826349139e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.473526736214608945e+00	7.338165053336253685e+00	4.469808606420432540e+00	3.889942458252045654e+00	9.989579636756316106e+00	2.029065709350266289e+01	4.121412678224589676e+00	6.541133833250233565e+00	3.121463037451096767e+00	1.637834182200698763e+02	9.001061481661665198e+00	1.225882302253014586e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.009042373411253912e+00	3.766149196798059595e+00	2.336635588147354170e+00	4.472401550898394973e+00	9.787192971821671250e+00	8.877071348982241261e+00	6.489587712267339548e+00	1.195304460086885623e+00	7.779280436260677334e+00	7.158528887860105883e+00	3.391682260677251204e+00	3.297321709438910631e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.231813488208388652e+00	7.603931211944654933e+00	2.540584510993273870e+00	1.025102504168619255e+01	7.787146274427559689e+00	3.543445115501817622e+00	9.639728609017186756e+00	4.856705999506065741e-01	9.132061572366902524e+00	2.786834577321857687e+00	4.980539651254661138e+00	5.122948772832836539e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.744586341419053888e+00	1.633232701565410450e+00	3.046149761018284163e+00	1.302589059231906710e+00	6.793343928595501069e+00	1.166674437243441709e+01	7.787062535016988640e+00	1.763013604912205601e+00	2.060116340623007414e+00	4.474090549671036143e+01	5.589429308655054385e+00	2.925311937931216733e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.771205920506863762e+00	3.637881030832352369e+00	3.160205700137587392e+00	5.870466067489195083e+00	5.977815141984478942e+00	7.607368812686352122e+00	9.239725851251252564e+00	7.823179015400523184e-01	8.268299168997721438e+00	2.421830907815656797e+00	7.112020918256177993e+00	9.483859188885874403e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.254356609715749471e+00	6.187834026874872606e+00	8.846873533452964011e+00	2.684265870708689494e+00	8.620157425223835546e+00	3.887279110572114504e+00	7.332811749612179852e+00	1.551149979119175182e+00	6.495683964674793032e+00	3.498920588919253838e+00	7.918816587022379672e+00	2.402159743633507816e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.496762882754754109e+00	8.154028963193646007e+00	5.746786980654354338e+00	9.908194066460307425e+00	4.292624800415039132e+00	5.196492258214301607e+00	6.502705735933433040e+00	1.361738932949983605e+00	1.882110873273273643e+00	1.074049297554542548e+01	4.492106218311324284e+00	1.270911179949237493e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.388884341389718280e+00	3.808517533352041351e+00	5.463543051396347217e+00	1.704201300017408771e+00	5.126724061135628396e+00	1.497350599324981602e+00	3.082937577958293929e+00	9.661203879515403159e-01	5.184942973158840118e+00	3.731650486568517167e+00	6.718717916996361339e+00	1.010120973398982613e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.086384498401661958e+00	6.609801291673442769e+00	1.632298808016281022e+00	4.141860500790031097e+00	6.334503320876390120e+00	1.505052770685994545e+01	6.543153530708895715e+00	1.460980675540968665e+00	2.236634678902734041e+00	3.760913465145671353e+01	2.547749851521413422e+00	4.587466399235658088e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.748689893515670946e+00	9.097278643690716038e+00	9.082282659985436268e+00	7.423642627006815431e+00	5.251342836677258319e+00	3.773562160618732619e+00	7.105469976161992385e+00	1.592578553968333033e+00	7.180228185132779828e+00	7.020882810197199397e+00	9.597281047109312624e+00	1.153185785548316460e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.668591608476793553e+00	6.522690311132850915e+00	7.306365231433367136e+00	7.456529863074366382e+00	5.089291970522073605e+00	8.347033231063885950e+00	6.805336717587888273e+00	3.504271240317493152e+00	7.464482757238673827e+00	1.220379749328455610e+01	4.209736075892784868e+00	1.141775344689413743e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.833538253822289299e+00	3.074231420124599268e+00	1.720554770793049304e+00	5.334230579111215675e+00	4.169966363367561435e+00	4.248583527593964071e+00	5.235016552927465483e+00	2.698688649349822999e-01	1.608838255238837611e+00	4.437786196087699864e+00	7.398173029303089621e+00	7.052577479961277618e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.803314983936728844e+00	1.516113514769530823e+00	7.335851636152297850e+00	3.840003488835411982e+00	5.851195289028114033e+00	8.129792658879697598e+00	5.451462482923359332e+00	3.700186641399246579e+00	5.525591368714356300e+00	2.177248556235349497e+01	9.892116743600020135e-01	1.299659991427228434e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.935612936474935708e+00	8.436349660736064848e+00	6.691803990623559351e+00	4.551759188911297827e+00	8.979668138837048730e+00	1.220751270279493816e+01	4.298823954429714433e+00	6.226164487199715936e+00	8.276613137620483229e+00	4.146774105337303240e+01	2.895651527950157789e+00	3.446877097807043100e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.011174787118062302e+00	8.432954479724861230e-01	1.857530506429650341e+00	3.175734023587316823e+00	3.036065657836841680e+00	1.918084555676422998e+00	5.298107105636999492e+00	-6.340245756743673189e-02	9.296032544455870905e+00	1.301170382000704340e+00	5.625890972813094137e+00	2.842314475757472181e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.950633325534051110e+00	9.088433459046788343e+00	4.610601150918206770e+00	2.843333860270387259e+00	9.449956814468094990e+00	2.269658386367247260e+01	2.594671300875063036e+00	1.426719402576222251e+01	6.180057332765986899e+00	2.257271750101076577e+02	8.956794984969732809e+00	1.219965259749484545e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.687616353076499820e+00	6.432421641281131919e+00	5.686783912484095538e+00	4.824753978310535985e+00	6.734358195188493212e+00	1.449430302803114046e+01	7.885817629261617334e+00	3.238705308675635219e+00	9.716698167997277480e+00	1.843633974112165319e+01	5.160247128648770776e+00	1.245316169841575800e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.289683840329240994e+00	9.695413325013410244e+00	2.385085224376884305e+00	3.822277349235507771e+00	8.404033749213672522e+00	2.014506594706409359e+01	2.673613155429830801e+00	6.326767768006106962e+00	5.823986800930691210e+00	8.023938148493765254e+01	9.571739175479505590e+00	1.445831540322955675e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.780314845190488882e+00	8.707593313824594006e+00	9.455810654697392792e+00	3.593660795781300266e+00	6.476858353802434465e+00	1.318215029078917588e+01	2.166610110989640070e+00	2.452900996074401263e+01	3.797752238071319120e+00	2.894861007050091075e+02	4.993901425454371434e+00	9.151988141254790321e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.110360365391535709e+00	9.860583143052695121e+00	8.464109421532885591e+00	7.159052673528051081e+00	8.075670996893768105e+00	1.301129804359379349e+01	5.029057309461716585e+00	7.346530810542984291e+00	8.858428016317825282e+00	4.197436534773459726e+01	5.223024923474993031e+00	1.167653126401850727e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.468793303566510389e+00	3.979197249088104904e+00	7.075206248190069047e+00	9.653986153596147091e+00	1.043273901986017105e+00	2.283490092932502158e+00	7.204033978165526264e+00	7.659255744221742379e-01	6.251325256330245494e+00	3.897775006634782713e-01	2.130715525304565539e+00	9.897228728010928478e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.635230624460568549e+00	8.031682857309897727e+00	5.211048747339809495e+00	6.484331877177639925e+00	8.303204057705654506e+00	3.784681182594884064e+00	4.842948827656244681e+00	1.390334449370915548e+00	5.196002202147086635e+00	3.184323381800062691e+00	8.201503074393988513e+00	4.985323979810435446e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.581030941206145179e+00	4.882643104548844093e+00	4.527684867562094873e+00	1.998365730758629111e+00	1.317877779066752630e+00	4.811132041260537950e-01	3.517478233778270180e+00	7.023146344807806862e-01	5.192361927441709213e+00	6.465219569688507306e-01	3.455767288036781348e+00	2.092931351036012799e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.624953622479561099e+00	4.954062483337158262e+00	6.718471351423222160e+00	1.715904150692072250e+00	8.791447541748537375e+00	3.218181448266943967e+00	5.687117718526720545e+00	1.272799684972037548e+00	8.665487525871908403e+00	2.014154012523459159e+00	8.933400662378742751e+00	1.168884299952338779e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.172858352605533838e+00	6.588240819196935938e+00	5.936850156611964913e+00	9.608201854720189061e+00	9.916431808159403616e+00	9.741144718202820130e+00	4.096444335878124399e+00	4.834544369033400457e+00	8.098146482173003591e+00	2.134629195626031972e+01	8.939267551499378683e+00	1.790531290056593434e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.714075887123508224e+00	8.855578994428380923e+00	9.136706045732868597e-01	3.460722063353494082e+00	4.039532151022625861e+00	3.691008162197341402e+00	9.191182880172725334e+00	1.316995524213930568e-01	4.757355305058339034e+00	1.516348253721081729e+00	9.406561591545555601e+00	7.616954695249523866e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.326978894315454127e+00	9.667918182925129500e+00	5.214551503966172064e+00	1.683951101102602932e+00	3.254940583248175479e+00	1.984825463304029203e+00	9.259842671496221200e+00	6.995674227169110804e-01	4.407741762287688658e+00	-1.432396721416564489e+00	5.943003805946901252e+00	2.420352904232541391e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.541403595155715678e+00	7.758074340743059238e+00	8.718688281041202970e+00	6.117263715555175452e+00	7.682828849750987565e+00	1.695983340603596190e+01	5.458526302761880444e+00	8.239913793474785919e+00	5.244866355876302677e+00	1.023932793974184534e+02	7.262008764830787833e+00	1.932259679893873852e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.240795278946493774e+00	4.994407331342994638e+00	5.223664551020222646e+00	6.413080685984875906e+00	3.624724399168096856e+00	3.281661716205165558e+00	3.864702255171707179e+00	1.537601823296133929e+00	5.981249336394888871e+00	6.424214585068630967e+00	8.029917257678990339e+00	1.165824664779331101e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.275044068935412778e+00	4.922859416000409993e+00	1.322690974381899087e+00	7.175212026187492320e+00	8.997356303846213876e+00	8.129660499539252072e+00	8.212313625522130067e+00	4.304961946521628779e-01	3.123358513018792415e+00	4.544489629249605755e+00	2.533252286275702758e+00	2.689057334659216281e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.633541202718075347e+00	7.860336190789728228e+00	7.608244871489571182e+00	3.896152310053147438e+00	2.098071430970129825e+00	2.630814175327743865e+00	1.815269931724081021e+00	5.893199128422824451e+00	8.009269653525837640e+00	9.033563079244492755e+00	6.714367817960736673e+00	6.375919493091220858e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.379802125499697940e+00	3.242698628479379952e+00	2.796726128068955042e+00	7.983977992614184060e-01	2.251226845901401319e+00	1.693620261786046299e+00	5.661381679047404525e+00	3.787277431676897010e-01	4.967011278711821021e+00	1.054345371788350194e+00	1.519258520262872558e+00	8.688954139279667643e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.272935527502379927e+00	1.751363875001225257e+00	3.599581881291664676e+00	9.792098991585191925e+00	9.558978416725208760e+00	1.981156659369406015e+01	4.519311416452435282e+00	5.286379951979821357e+00	3.901629533832629892e+00	1.136599119821067774e+02	5.163494405842865120e+00	2.208043878477715793e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.820701311682269896e+00	4.309288828709403774e+00	3.210996001943446920e+00	3.172048271700066202e+00	6.954091917795033773e+00	3.498196892150673420e+00	9.674150488993454644e+00	5.032145230742733899e-01	1.801728902555488343e+00	2.198282521932305222e+00	2.602761256043983007e+00	5.618385336328388213e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.009604548478228203e+01	3.320318864948262672e+00	4.494299393167312751e+00	7.462352355769387380e+00	8.848828177467172651e+00	2.136534741218837752e+01	1.101888945407083265e+00	2.588272487436021052e+01	3.521294300213038575e+00	6.903323859364886630e+02	2.592263165130545666e+00	9.424482062048535624e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.355959021603968750e+00	3.580056461023494396e+00	7.565895415986257255e+00	7.396171279577697710e+00	3.590276405555235861e+00	7.937647075388230888e+00	5.941070048636687417e+00	3.329499667020890730e+00	9.857779738592595820e+00	1.216726769557262777e+01	4.179951616841889539e+00	1.232189799494942122e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.578469416173239992e+00	2.814229127058809343e+00	5.537591127824478043e+00	6.488043310181733858e+00	6.804901361102741575e+00	4.568414259291388113e+00	7.730544642059010485e+00	1.196242075258518334e+00	4.125950907627329300e+00	7.842052372676743488e+00	4.709647677793591392e+00	4.467631194340124523e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.220250701891601564e+00	1.208915513454629220e+00	2.437676170832089539e+00	3.614580755230920595e+00	6.431568521038316888e+00	1.936789375106488631e+00	5.307369116390690422e+00	5.190021541580701614e-01	2.737793963586772961e+00	1.726041962309227129e+00	6.562692030565939305e+00	1.779379554382640549e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.541897634122182836e+00	1.186032805979712723e+00	8.668104400472607551e+00	3.025261258619059035e+00	6.213323916479301268e+00	1.368551557610403435e+01	1.483333440526972025e+00	2.249316942231633121e+01	5.202025803716414210e+00	2.320298513549814174e+02	1.502737730833361596e+00	2.333343344700396571e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.277248778269119533e+00	9.762246935732290964e+00	8.857474401081111282e+00	6.584976824308692578e+00	7.367177621113728314e+00	1.302528902805016386e+01	9.833514007014954927e+00	4.005611639101507748e+00	3.525960344545903791e+00	5.346246283450732761e+01	5.578561583927950096e+00	1.265880333913939921e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.594042570137679249e+00	4.604299698180301270e+00	8.733845701951564067e+00	8.890400977191852405e+00	5.972823264234024876e+00	1.088582029730097211e+01	5.232492740163202427e+00	6.418259342016051860e+00	1.677122083841954936e+00	2.147958578552126028e+02	2.597438797223235341e+00	8.421306164296014174e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.863885947516046748e+00	4.775427047117544177e+00	3.716396136104701764e+00	9.622765901822461387e+00	4.928117615881201452e+00	9.238389492232695233e+00	6.565432543522876863e+00	1.306669224300650800e+00	4.002901853345707472e+00	1.865819565804606128e+01	6.224675084640586498e+00	2.333692795025533542e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.237019003340849466e+00	7.083560172511957020e+00	4.698006965976480487e+00	1.790933109400039358e+00	3.572653686057216227e+00	1.037538135596406841e+00	2.856612864641377314e+00	6.392861053585159326e-01	5.557527121614040944e+00	4.021323441863029480e-01	6.884401956971679226e+00	7.884786862218705394e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.254566317902158445e+00	2.817437692738199662e+00	9.852457118271129133e+00	2.354002543931135172e+00	7.785934750256292780e+00	8.531849121238247236e+00	5.329253076876049100e+00	5.215696185049854883e+00	5.716849274678480697e+00	2.949331359317735846e+01	5.931768152106415393e+00	2.493685978467382824e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.165005797717921343e+00	9.248572918366212647e+00	7.378427001807263963e+00	9.716744541976305882e+00	2.971184734655776705e+00	1.377993700864409865e+00	4.914794258968679941e+00	5.514099733010042748e-01	3.865305529890724401e+00	-2.971232269660025960e+00	7.447753063194141099e+00	6.963096757827797489e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.696492600961855501e+00	7.556395174867671649e+00	1.335859969299541206e+00	7.894644278958553585e+00	7.045989404735282235e+00	1.568511671269688357e+01	1.577271690009494520e+00	3.860207539282925371e+00	4.467595550845478769e+00	4.996702018735555839e+01	3.484639714088501261e+00	1.389421441837243947e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.479886616500040830e+00	1.742934913978760436e+00	1.216419852308288974e+00	8.627968955478191759e+00	3.094928456877978462e+00	4.912137277487970799e+00	1.505436252690869114e+00	1.316366466723949191e+00	9.795335011887788212e+00	3.114219602424260547e+00	8.091775324984618933e+00	2.326311986157371621e+02
