G c dx1dt d2x1dt2 dx2dt d2x2dt2 m1 p Fc d2 d1 W m2 Fg
1.00000000e+00 1.00000000e+00 1.18526045e+00 2.99088498e+00 1.30252240e+00 5.93972799e+00 1.31205434e+00 3.88781528e-01 2.48949797e+00 6.78043868e-02 8.23324107e+00 1.28071523e-02 3.25434652e+00 1.14555026e+01
1.00000000e+00 1.00000000e+00 9.72918867e+00 9.88901207e+00 1.56387883e+00 3.58869456e+00 4.52719507e+00 1.10114837e+01 7.35943716e+00 7.79979317e-01 8.36039866e+00 4.10924403e+00 8.25315258e+00 1.44079768e+02
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 3.76098940e+00 7.27447323e+00 1.54436771e+01 5.81812991e+00 8.10296010e+00 9.81052620e+00 5.10225434e+01 3.51706471e+00 5.61644651e+01
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 4.17662653e+00 2.74091809e+00 1.99473877e+00 6.71791012e+00 2.23013901e-01 5.51682578e+00 3.22543790e-01 2.72369190e+00 1.65578365e+01
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 6.77354033e+00 4.46448227e+00 2.76838270e+00 3.11340944e+00 5.09461192e+00 1.09133033e+01 5.53837115e+00 4.81238527e+01
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 3.33845324e+00 2.21225992e+00 2.90571276e+00 1.19274382e+00 7.78128045e+00 1.35641396e+00 8.79080533e+00 4.66776738e+01
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 8.97477498e+00 8.38733150e+00 1.37347593e+00 8.39885708e+00 2.19223591e+00 1.28533610e+02 3.17214733e+00 4.50267755e+01
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 9.06120950e+00 1.29638903e+01 3.89860782e+00 1.00849639e+01 5.92223962e+00 8.83046779e+01 1.70682619e+00 2.26650307e+01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 3.67558484e+00 4.49110997e+00 6.03770195e+00 2.96647714e-01 5.91622840e+00 9.00761375e-01 4.20764262e+00 1.66079751e+01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 3.06994379e+00 2.77911440e+00 8.72141423e+00 7.40775947e-01 1.80525811e+00 4.56156623e+00 7.72886642e+00 1.12700208e+02
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.70173575e+00 7.64816785e+00 7.00234703e+00 3.52081898e+00 4.76185677e+00 2.26195922e+01 5.95621490e+00 6.92133247e+01
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 1.78449901e+00 4.91856691e+00 7.30637964e-01 8.67956319e+00 6.00870203e-01 8.35114033e+00 4.60990496e+01
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 6.39796427e+00 9.57808103e+00 2.09999525e+00 8.70538260e+00 6.17351136e+00 9.63632933e+00 1.25361160e+02
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 9.06139094e+00 7.47320681e+00 5.94263077e-01 1.89313898e+00 1.13776117e+01 8.13396229e+00 6.97694735e+01
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 9.00690139e+00 9.37148683e+00 1.52786757e+00 1.81648794e+00 3.03032071e+01 6.43422771e+00 2.47855116e+01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 1.69784526e+01 5.74829176e+00 3.28979723e+00 3.36425929e+00 6.64106555e+01 5.44007429e+00 9.57805927e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 3.19769414e+00 3.33013847e+00 2.42534173e+00 8.87289456e+00 3.49626650e+00 1.36062178e+00 1.80773655e+01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 3.38650796e+00 1.47544018e+00 7.52205841e+00 2.16012327e+00 4.71704760e+01 9.85889781e+00 1.87978992e+02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 1.20960735e+01 7.53476366e+00 1.77059886e+00 7.47997122e+00 1.14531424e+01 4.45133010e+00 9.92565597e+01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 1.50465090e+00 2.09172698e+00 1.65148872e+00 1.91049058e+00 5.20267208e+00 2.37005393e+00 1.12429957e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 1.13858347e+01 3.72497615e+00 2.83540043e+00 6.60824068e+00 1.95412983e+01 7.00037970e+00 6.31835424e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 2.17719240e+00 5.79223817e+00 7.62784414e-01 4.20460569e+00 1.57991360e+00 3.55859460e+00 2.14902445e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.86136135e-01 6.07974929e+00 1.94691346e-01 8.10022567e+00 6.59659487e-02 6.27200444e+00 3.85752068e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 2.36906933e+01 6.40524877e+00 1.20181653e+01 3.10321404e+00 3.66998427e+02 6.28091117e+00 5.72939042e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 5.82849736e+00 2.49629797e+00 5.04075691e+00 6.75281646e+00 1.74031315e+01 5.01156839e+00 8.50060980e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 2.04733387e+01 4.41763664e+00 6.40413314e+00 3.12114281e+00 1.68033307e+02 8.52506754e+00 1.22999140e+02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 9.16254254e+00 6.55474804e+00 9.44415140e-01 7.42294255e+00 4.66297231e+00 3.38470355e+00 3.09517708e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 3.82591431e+00 9.72836978e+00 3.09535622e-01 8.86310231e+00 5.34466025e-01 5.03769332e+00 4.64941245e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 1.24100051e+01 7.54868024e+00 1.65925973e+00 2.14121619e+00 3.84667774e+01 5.83922916e+00 3.35954367e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 7.69045406e+00 9.30343381e+00 8.97907976e-01 8.79936120e+00 3.13900970e+00 6.97262249e+00 9.80441081e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 4.61368896e+00 7.85990852e+00 1.69357315e+00 6.34217729e+00 4.92803616e+00 8.05574665e+00 2.20955578e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 4.91769327e+00 6.32545272e+00 1.56810842e+00 2.14399442e+00 1.43871200e+01 4.55326555e+00 1.20948089e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 1.70533492e+00 2.72821032e+00 1.18983326e+00 4.84787670e+00 1.67418796e+00 6.81442250e+00 9.01150056e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 1.50948830e+01 7.00017087e+00 1.46123516e+00 2.44774264e+00 3.60449230e+01 2.35549858e+00 5.01055831e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 3.91219277e+00 6.61041609e+00 1.72442415e+00 7.30313100e+00 3.69500680e+00 9.39383290e+00 1.19475105e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 8.43771053e+00 6.42222253e+00 3.28690942e+00 7.82981321e+00 1.41684045e+01 4.44752926e+00 1.13663535e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 3.77929655e+00 5.40807281e+00 3.74806703e-01 1.95216868e+00 2.90242476e+00 7.56569280e+00 6.91627736e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 8.63181285e+00 5.75790944e+00 3.68310260e+00 5.55525867e+00 2.28913570e+01 1.18306974e+00 1.38400448e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 1.28105020e+01 4.00998274e+00 6.27413165e+00 8.33162550e+00 3.85878008e+01 2.84668429e+00 3.85819443e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 1.87374310e+00 5.67381423e+00 1.91049248e-01 9.42546737e+00 1.51919134e-01 5.38374290e+00 2.42247991e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.28807809e+01 2.77800315e+00 1.40697309e+01 5.62166080e+00 2.29061440e+02 8.90427221e+00 1.23325767e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 1.43607189e+01 8.24656958e+00 3.11264792e+00 9.55251301e+00 1.87175298e+01 5.74529635e+00 1.22522945e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 1.98788897e+01 2.67199259e+00 6.17985917e+00 5.82120073e+00 8.44147070e+01 9.36883434e+00 1.51342069e+02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.35931071e+01 1.76469661e+00 2.44211748e+01 4.54771445e+00 2.91979322e+02 5.35417207e+00 8.69413526e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 1.27871662e+01 4.92621424e+00 7.48418885e+00 8.63382816e+00 4.43379529e+01 5.41404187e+00 1.19375654e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 2.66309618e+00 6.92476696e+00 9.00060791e-01 5.43684439e+00 1.76348505e+00 2.07772110e+00 9.38466547e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 3.75697985e+00 4.93945142e+00 1.30841087e+00 5.24712260e+00 3.74732870e+00 8.22390620e+00 4.75176230e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 9.40571075e-01 3.49078719e+00 4.22657666e-01 5.41281240e+00 2.93776725e-01 3.22268871e+00 7.53896481e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 3.16909598e+00 6.02354066e+00 1.20284031e+00 8.62106502e+00 1.76865219e+00 9.09651240e+00 1.07529506e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 9.74889969e+00 4.12302102e+00 4.65719551e+00 8.48747388e+00 2.13974299e+01 9.19741798e+00 1.72738801e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 4.10069691e+00 9.39580921e+00 2.27014866e-01 4.63167993e+00 8.03958109e-01 9.48979101e+00 7.84486726e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 2.48941424e+00 9.30380626e+00 5.00579955e-01 3.99969874e+00 1.24624473e+00 5.68207440e+00 1.78823673e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 1.66810049e+01 5.52134638e+00 8.31594320e+00 5.42735222e+00 1.02236438e+02 7.09384406e+00 1.91755639e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.44993103e+00 3.95095595e+00 1.49407252e+00 6.15495259e+00 3.34978837e+00 8.00664292e+00 1.11473326e+02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.75373647e+00 7.63419173e+00 4.96863557e-01 3.14503490e+00 4.89984907e+00 2.17913157e+00 2.62826497e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 2.83266053e+00 1.33041649e+00 5.73203796e+00 8.14559576e+00 7.97334812e+00 6.40861475e+00 6.42317631e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 1.20991900e+00 5.27292105e+00 2.15100496e-01 5.37834489e+00 1.93557075e-01 1.30868111e+00 1.68610511e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 2.01638507e+01 4.02691055e+00 5.55404920e+00 4.00640994e+00 1.11811842e+02 5.47809475e+00 2.18054567e+02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 2.95113772e+00 9.28482297e+00 2.63001888e-01 1.96138894e+00 1.58286769e+00 2.39358413e+00 6.51537968e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 2.13005761e+01 1.10802725e+00 2.54519964e+01 3.14960644e+00 6.88520544e+02 2.64630633e+00 9.26290596e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 7.78914055e+00 5.97533388e+00 3.39390436e+00 9.54353055e+00 1.10800077e+01 4.28542810e+00 1.25372043e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 4.94136429e+00 7.66597223e+00 1.21922509e+00 3.74589718e+00 6.43331624e+00 4.89193450e+00 4.42650829e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 1.66591870e+00 5.36516189e+00 2.94353257e-01 2.51973360e+00 7.78445141e-01 6.60855182e+00 1.32363557e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.34017506e+01 1.76862727e+00 2.24810677e+01 5.14605512e+00 2.34187668e+02 1.66985577e+00 2.39503829e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 1.31458020e+01 9.75215251e+00 4.00633199e+00 3.76378969e+00 5.59717214e+01 5.53322585e+00 1.29921510e+02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 1.16785037e+01 5.66209388e+00 6.07443032e+00 1.31643325e+00 2.15552918e+02 2.64362617e+00 8.78985996e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 9.65194103e+00 6.52767620e+00 1.55213804e+00 3.90830696e+00 1.53326184e+01 6.16577658e+00 2.33088664e+02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 1.45114617e+00 3.12948804e+00 7.82287103e-01 5.89697762e+00 7.70030352e-01 6.73664151e+00 1.09629966e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 8.36493474e+00 5.35148277e+00 5.13996501e+00 5.96541135e+00 2.88298455e+01 6.01038331e+00 3.03981445e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 1.55073232e+00 4.86234543e+00 8.44955367e-01 4.20903029e+00 1.24522705e+00 7.64465959e+00 7.41997147e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.58506407e+01 1.67406258e+00 3.92781613e+00 5.02572481e+00 4.95517799e+01 4.02048320e+00 1.34462930e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 5.12249684e+00 1.95544318e+00 1.38563468e+00 9.68966126e+00 2.93009593e+00 7.88595932e+00 2.33173890e+02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 6.59165393e+00 8.53725268e+00 1.33197923e+00 4.39613630e+00 7.98878426e+00 4.89490374e+00 2.74919472e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.03546440e+00 3.15837957e+00 2.94186875e+00 3.32404132e+00 1.07458807e+01 5.35766048e+00 2.64811024e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.81914357e+00 2.75462444e+00 1.99509870e+00 3.19120340e+00 7.04996703e+00 6.83291915e+00 9.48767932e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 1.51125928e+00 5.54420306e+00 4.97947924e-01 5.11988151e+00 5.87926433e-01 1.16522546e+00 1.62908431e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 4.12137968e+00 7.91872418e+00 3.38171233e-01 7.83568134e+00 7.11479697e-01 6.88594799e+00 1.21746351e+02
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.08717448e+01 1.55751867e+00 1.60800333e+01 2.85389366e+00 2.45023873e+02 6.56726634e+00 2.51907092e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 1.94186865e+01 6.19127128e+00 8.78097304e+00 7.38366514e+00 9.23741581e+01 3.78862405e+00 1.06314062e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 1.84400188e+00 2.07289399e+00 1.31176652e+00 1.19034841e+00 8.12837623e+00 1.77214856e+00 1.52483039e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 3.94888278e+00 1.32814946e+00 7.90927184e+00 4.77039680e+00 2.61888381e+01 1.81841905e+00 9.53788941e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 7.55250356e+00 1.47469557e+00 1.65255404e+01 7.98278559e+00 6.25391734e+01 9.30901372e+00 3.32143726e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 1.04106141e+01 8.50747697e+00 1.15594866e+00 4.04859660e+00 1.18896858e+01 7.20351389e+00 1.29765438e+02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 1.41600983e+01 2.06175235e+00 1.30720015e+01 6.07363391e+00 1.21904500e+02 2.14392352e+00 5.55168891e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 7.91437952e+00 1.40636228e+00 6.72350430e+00 2.84481310e+00 7.48201909e+01 4.21050852e+00 4.50726900e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 7.06112010e+00 4.94109898e+00 3.87545920e+00 7.67795852e+00 1.42564369e+01 6.33234695e+00 1.21558916e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 1.60176731e+00 8.59594125e+00 3.84999485e-01 1.47051193e+00 1.67745552e+00 8.52014535e+00 2.37990921e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 2.10202211e+00 3.36167539e+00 1.39882419e+00 8.67288380e+00 1.35611611e+00 1.39294836e+00 6.47271689e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 1.02213086e+00 4.79541356e+00 5.81269645e-01 2.78376748e+00 8.53711591e-01 3.12969818e+00 2.06682445e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 6.16274867e-01 1.35930279e+00 6.89695417e-01 8.86958229e+00 1.91685217e-01 9.00774091e+00 4.35183652e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 2.14314330e+00 5.04170663e+00 1.30866174e+00 4.17276317e+00 2.68852990e+00 1.08248995e+00 1.27316766e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 8.13644789e+00 6.19851773e+00 2.53657968e+00 7.50415217e+00 1.10012419e+01 2.81259193e+00 7.31861729e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 5.67996030e+00 6.13816348e+00 7.46941896e-01 3.87302768e+00 4.38168861e+00 9.63121758e+00 1.70218013e+02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.58585413e+00 3.99184023e+00 2.17480220e+00 9.15320504e+00 3.40799683e+00 6.52061662e+00 8.92101307e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 8.39657590e+00 3.83979863e+00 5.93283614e+00 2.13973413e+00 9.31246704e+01 3.35504230e+00 5.11897962e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 5.65560982e+00 1.95961257e+00 3.70463261e+00 2.60667810e+00 3.21511989e+01 1.60291985e+00 1.27632678e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 1.13672037e+01 4.30118489e+00 7.67701516e+00 5.43727113e+00 6.41985240e+01 1.25372206e+00 2.20984923e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 2.83479993e+00 1.89545202e+00 4.56415553e+00 1.73744595e+00 2.97873272e+01 3.20270572e+00 1.35083068e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 6.89345615e+00 7.89936350e+00 1.01581672e+00 2.76382166e+00 1.01345005e+01 8.93337238e+00 8.61552955e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 2.62045482e+00 9.69646868e+00 8.87468004e-01 9.49389744e+00 9.79816698e-01 4.74322289e+00 2.61744002e+01
