G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	p	Fc	d2	d1	W	m2	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.398719001997453582e+00	9.088341510509616583e+00	1.513938651210898545e+00	3.694224344112788661e+00	3.063216252060363853e+00	2.745658699376643419e+00	9.477494216746631395e+00	4.101410848977901091e-01	4.382091394195387402e+00	-9.498846717169414644e-01	9.086340252697011621e+00	7.202745203736482438e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.263901810553236249e+00	1.004443406176696740e+01	5.301382443560780366e+00	7.469523331392824428e-01	2.458036805044256923e+00	1.942068224287198497e+00	9.294494240143471586e+00	8.358017573627862795e-03	3.764649034377614445e+00	4.513986029759170293e+00	5.457396909883831526e+00	2.480562866568548941e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.428407125950425183e+00	7.593319904964413780e+00	8.652536275730168924e+00	5.631333592267896648e+00	8.311866047855440698e+00	1.731108377463333170e+01	4.933788776772196627e+00	8.346308038171708077e+00	5.027772820946548649e+00	9.917293997019716301e+01	7.487834280095371220e+00	1.950444022138576372e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.469783967830219140e+00	3.854201654077356487e+00	5.458882161617542472e+00	6.842523867583321540e+00	3.607706721950052930e+00	3.224346042866955919e+00	3.730237975135059614e+00	1.264354890643346607e+00	5.770137959497246172e+00	-1.002205842521092460e+00	7.815242744903030392e+00	1.122316118942003982e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.098110844349276416e+00	4.764096686521150481e+00	1.278703929364089387e+00	7.383486378213838464e+00	9.477214073087763424e+00	8.655293464320319430e+00	6.846354543414753913e+00	1.133894942234498382e+00	2.928523971903921996e+00	5.865282868322742260e+00	2.126178144725926256e+00	2.167199365195009619e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.957345657773558401e+00	7.595073444501444726e+00	8.808955978489596106e+00	3.736333660785647659e+00	2.229584867704873741e+00	1.931293102438380149e+00	1.728060659991726089e+00	5.922998555242577012e+00	8.061860585953851910e+00	1.592001783141907367e+01	5.790637725473531283e+00	6.595812663881402216e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.458160642450760047e+00	2.789542004752188831e+00	3.405189426109039186e+00	1.552338087748549755e+00	1.791816503280112549e+00	1.727086736854696714e+00	5.200235859892803347e+00	2.149390284704694454e-01	5.554121504717675073e+00	-6.327633495174290523e+00	1.055315520912834426e+00	2.973621956179933079e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.703573412189232528e+00	2.706228435980510660e+00	4.334464041370811316e+00	1.108698910184138953e+01	9.705167696325792903e+00	2.012853847626135462e+01	4.452355482861317881e+00	5.153111779552608240e+00	5.018594669566518895e+00	1.069056831076130436e+02	5.600601468937895788e+00	2.039358207200518223e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.943666679556335763e+00	4.511246055090953000e+00	2.046242323642806227e+00	3.544071229712710380e+00	6.268521268182678519e+00	2.767798476312109734e+00	8.585648746673534504e+00	-2.312787396075798863e-01	1.446309339414547868e+00	2.575429371570385761e+00	1.503064459211566284e+00	8.144026995669406688e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.007624250684158795e+01	3.660152476143261779e+00	3.916613935095890842e+00	6.940824231043229098e+00	8.964131904406180240e+00	2.042520087498412096e+01	1.888205588697453141e+00	2.563172579204388768e+01	3.218533173279450210e+00	6.933524287797064289e+02	3.204418708557871476e+00	8.868745371997511029e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.517778372921824825e+00	3.466103770014470342e+00	7.702258238861158901e+00	7.291111378151194700e+00	3.577952863504189285e+00	7.945166792234986453e+00	6.687281027490081797e+00	4.045974185642080556e+00	9.963836435543914405e+00	1.239354833386540022e+01	3.968760991854986209e+00	1.317839362690981773e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.145415086408350991e+00	4.066580574550258120e+00	7.112151795341954852e+00	7.375154571420108773e+00	7.755222647547889814e+00	4.191844594522324385e+00	6.802212404649735866e+00	1.367472177609925232e+00	3.360275585194216763e+00	3.827119787487398561e+00	5.833605314537770425e+00	4.689258732546812070e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.101584680628278079e-01	7.365874881258522855e-01	2.849366202621129496e+00	3.129106888663607311e+00	6.675155087729329750e+00	1.193382608829330005e+00	5.087626888933746372e+00	3.578967068421551323e-01	1.291828481373643145e+00	2.580054613492156257e+00	6.832879692353775347e+00	2.814729247701190928e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.412423019547929925e+00	8.846012853226705719e-01	9.599054586593068095e+00	4.110020264712135329e+00	7.483969325573077924e+00	1.329724700741744847e+01	1.550645427196207349e+00	2.254985158877639151e+01	4.107450023624714674e+00	2.364009409676145879e+02	6.898019024704580282e-01	2.394982322378327666e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.320619593146113324e+00	9.637842099042389421e+00	9.487599307209375610e+00	6.387766747076260465e+00	7.371452785215376835e+00	1.287410098693032623e+01	8.963297393049590056e+00	4.043676618114965926e+00	2.555892257994673678e+00	5.305606768233258919e+01	5.681462788812520870e+00	1.216018478803196814e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.315498931045986808e+00	5.016274645433185242e+00	8.788854825459575082e+00	8.344695546260611607e+00	6.396695069946084722e+00	1.244205917287213126e+01	5.519525583445685335e+00	6.148141106843425518e+00	2.154222883929928223e+00	2.190886436237625503e+02	2.473758872687450872e+00	6.892620444549277181e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.742731537033616718e+00	4.826600344185258074e+00	3.179817042789218284e+00	8.735583413244814466e+00	4.762144556418654417e+00	7.727689929215848963e+00	6.833855464342180497e+00	1.303765391532951901e+00	4.242393899264316204e+00	1.518466132383964151e+01	6.320666636007914896e+00	2.259356744657236788e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.185194137256783797e+00	6.373268262789153482e+00	5.349816734702186771e+00	2.754653183105651770e+00	3.273827813941180942e+00	1.318629187131911573e+00	2.871950898275625885e+00	4.293654639240562232e-01	6.308211551077356205e+00	-6.730100418050358968e+00	7.600194338743982314e+00	1.383975261290540715e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.581791425116797711e+00	2.583425770725350290e+00	1.055944411325549126e+01	1.929335211090241975e+00	7.776345669601493427e+00	8.095422837670845695e+00	4.411764854371423183e+00	5.179562453659963595e+00	6.499275706528885976e+00	2.825189179852075583e+01	6.386932614763153104e+00	3.522286493951479969e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.512401663990777356e+00	9.798682207771978625e+00	7.853136827230280836e+00	9.536385202513857351e+00	3.580682593826637117e+00	1.544409397651046234e+00	5.286146339774115077e+00	1.386324703245340739e+00	3.895986911515228357e+00	-1.194077842592416339e+00	7.524091874250972367e+00	6.958592198509234095e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.339906697453344009e+00	7.707073713493853617e+00	9.636864763431292058e-01	7.101148198024747948e+00	6.496607664911687507e+00	1.544629345628077388e+01	1.239723947372592505e+00	4.209492551943190719e+00	6.278530355937948393e+00	5.514523879081965418e+01	3.274364887588431916e+00	1.311838173148926785e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.188743459133795533e+00	1.581184725468655294e+00	2.101616278891527578e+00	1.001113818421746160e+01	3.134489397379261355e+00	5.883148512515671058e+00	1.578942671839353551e+00	9.385143724515849772e-01	9.872147691389617563e+00	-2.766494289237270809e+00	8.352139321037318709e+00	2.337070529256880604e+02
