G	c	dx1dt	d2x1dt2	dx2dt	m2	m1	d2	W	d1	Fc	p	Fg
1.000000000000000000e+00	1.000000000000000000e+00	1.191314833827371578e+00	2.988997339019431099e+00	1.308132051329933043e+00	5.937974549772476962e+00	1.494567060767448385e+00	1.582103152924192013e+00	1.313634160803166973e+00	2.483621201763360986e+00	-6.086485133356039912e-01	8.233465878855053433e+00	2.172407617723890905e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	1.284877716581057205e+00	3.930208509019963881e+00	4.529341116120954247e+00	7.366751393654422664e+00	-6.470320462461268129e-02	8.363417559037007010e+00	1.228264858252620861e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	1.305916650799779699e+00	3.583021565264795427e+00	7.277720054844547093e+00	5.822255772131677887e+00	-1.518770424234683336e-01	9.817834796815859022e+00	2.882328411604346385e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	1.352188041919752726e+00	8.594685458497867359e+00	2.735742919909356807e+00	6.718022596185877049e+00	-1.793450724785822514e-01	5.513432902266090174e+00	1.254760886620071014e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	1.535545173013338038e+00	1.443128565146108988e+00	6.766904988427285161e+00	2.768384447959975958e+00	-1.028899458760489383e+00	5.092879802509663101e+00	1.113654565626780091e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.646585841136603001e+00	9.329794147097604906e+00	4.703265423592249306e+00	3.998639733225114234e+00	1.335746289908049667e+00	1.133870109022006689e+00	3.340611972660874063e+00	2.902655414200440820e+00	-4.675545077431479957e-01	7.781367685911566134e+00	3.422704288501662084e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.745300127336214313e+00	2.633747824535162874e+00	4.126575699271543662e+00	7.596890224593946250e+00	1.580984368164527476e+00	5.693524966578353386e+00	8.971342138727978366e+00	1.374957661804591780e+00	-3.924509961902331145e+00	2.197129528821187616e+00	1.978728127368321310e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.723947151008893286e+00	6.118490776344041926e+00	9.096069066875619669e+00	4.648234221204042171e+00	1.396835965509066524e+00	3.750028000232586756e+00	9.052655204244747011e+00	3.904577291547904228e+00	-4.427446426339256003e-01	5.927217954753384532e+00	4.753627702492313034e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	8.946834881432996767e-01	2.107120760513442548e+00	3.680875701713881121e+00	6.033844306796789070e+00	-1.289696002957226584e-01	5.914972550128275053e+00	7.745586006879159768e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	1.601497868010093972e+00	1.108807795892177950e+01	3.077542837404247500e+00	8.713001764372226177e+00	-1.174730111083147482e-01	1.797051607135893736e+00	2.584670927924472839e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	1.281003107905805960e+00	3.582642432063066984e+00	4.710217524242948706e+00	7.006205012208567062e+00	-1.078512553157487674e-01	4.763195956386573116e+00	2.665767153732169881e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	1.421263889370914413e+00	2.447774323696378929e+00	3.165802891316352063e+00	4.920346440251176290e+00	-3.203745823914747048e-01	8.674567752652539099e+00	1.069551125108298528e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	1.561971346939902583e+00	1.547826206221986078e+00	7.054864009517648249e+00	9.571935417288484516e+00	-2.080008099471724881e-01	8.697277675498023441e+00	5.737510272056116634e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	1.332039682165042427e+00	1.775028859537977066e+00	8.442043760846777545e+00	7.469183292633433169e+00	-2.702462184218510921e-01	1.886263797325708591e+00	1.178210846107356247e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	8.606146830717573692e-01	2.142104773303570298e+00	7.054335421607509815e+00	9.366773628967891341e+00	-1.524620307666508523e-01	1.818263380733119217e+00	1.167111964699876658e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	1.370801579228098754e+00	6.126053079204464069e+00	8.425203833482189708e+00	5.744316845264551219e+00	-1.942084551230255640e-01	3.371663033207511262e+00	1.719795142820314382e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	1.653253555547417930e+00	1.277809351877668531e+00	4.574429528940091139e+00	3.328362688018109861e+00	-5.274051315577944488e-01	8.873106137594165332e+00	5.660308618306790329e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	1.543407786350297961e+00	2.602162148255617424e+00	2.411829679768774604e+00	1.473977853402881122e+00	-3.435177898921566442e-01	2.161273134163142373e+00	6.596034605429521136e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	1.559624057269568764e+00	6.539753407061794199e+00	7.642572168989843817e+00	7.531193288603407865e+00	-1.717676790789844921e-01	7.486405907702411433e+00	8.411699069471836765e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	1.539556199652779567e+00	6.728927590340539888e-01	4.251331192767054290e+00	2.087567556511475964e+00	-1.612646579714974271e+00	1.902089085764310905e+00	1.825347084280139498e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	1.166013333442311728e+00	1.940948839126034287e+01	7.042654952289670867e+00	3.723720997815960665e+00	-4.899018655527569432e-01	6.611070325062418540e+00	1.423134344820621733e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	1.409749159967009557e+00	1.597462585336302476e+00	3.427712323373774517e+00	5.793158156012233384e+00	-2.469222508771408142e-01	4.204542644128233420e+00	4.071722967614737954e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.589234969106048556e+00	2.063592023080025317e+00	1.738975278725356066e+00	6.078014030140774793e+00	-2.000891776201831895e-01	8.103304897790645001e+00	9.740874495279401302e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.747702340468958893e-01	1.830507780140317919e+01	9.928075009417328900e+00	6.411605426316628886e+00	-1.908077275845005971e-01	3.100583994120633236e+00	1.306996721147509755e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	1.273313331441298990e+00	2.289784765804784783e+01	2.412638912790762813e+00	2.499085430861672563e+00	-1.884451351621307114e-01	6.748367061451517657e+00	3.071062463502133855e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	1.271086731226723332e+00	4.547739470882444124e+00	9.895297401726168118e+00	4.408908972636496060e+00	-2.885842308734939965e-01	3.121907147464613175e+00	1.938187097978441642e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	1.420059720658239488e+00	3.680199253860079622e+00	9.801925060569857351e+00	6.557621305002926171e+00	-4.321411069576390762e-01	7.431913787240435276e+00	1.288693085497079949e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	1.661373549792592552e+00	9.911620910847855903e-01	8.150543965527264234e+00	9.731691903530190757e+00	-4.576705193274233086e-01	8.867785471184060242e+00	2.875619309954873515e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	8.906131764870838241e-01	1.803360805607415784e+01	6.937149626371984290e+00	7.546295205537539630e+00	-1.547878016188837802e-01	2.138454453249329923e+00	2.740729224544709464e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	1.481138559977225100e+00	5.163079008459404484e+00	6.203033415382005700e+00	9.295230886298476491e+00	-1.425067903689579141e-01	8.792066607736893857e+00	4.692243457362332393e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	1.131098621261199089e+00	1.434926146391320323e+00	8.797215946060211067e+00	7.859952775697394145e+00	-5.583661208124772735e-01	6.333027214782580572e+00	2.460175065191063659e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	1.660181703093427830e+00	2.687687437165652504e+00	3.593986491466544031e+00	6.325410428947307651e+00	-1.090287773500405594e-01	2.151153710888509263e+00	2.197087084517038136e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	1.004117362380795964e+00	1.353356479275121815e+00	5.209775448537701692e+00	2.722056766398448069e+00	-1.798646194070059323e+00	4.842681262897117200e+00	1.434870831929878854e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	1.396438475591136319e+00	5.545691171743793113e+00	6.568430576576409052e+00	6.992209219575834744e+00	-1.066168763165815936e-01	2.445971918791610022e+00	4.059554567561962557e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	1.584667074775448548e+00	1.481501292793299562e+00	4.701646727453664631e+00	6.609935755449266814e+00	-2.210363449378742740e-01	7.310318097269453474e+00	5.018202630553384225e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	1.570673417941682359e+00	4.260054468616674583e+00	4.841152541493602968e+00	6.420943826476670502e+00	-1.137363798995271874e-01	7.821033941861170291e+00	3.960619954024590328e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	1.412945366122663415e+00	4.915732598910931728e+00	3.966107638508452382e+00	5.405783616930071922e+00	-2.201497119240039546e-01	1.960286269967011386e+00	1.881632829975659149e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	1.348183341929069856e+00	1.863013286876466168e+01	6.086828344618957942e+00	5.757451833661663798e+00	-2.600108277335951845e-01	5.553878921844982663e+00	7.190830530002620957e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	1.392606984953913996e+00	2.694174720537912293e+00	8.660995974208230308e+00	4.003932709869463480e+00	-3.867336497463015887e-01	8.325377459966306404e+00	7.149529029224495957e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	1.256438711557150478e+00	8.935039767179782544e+00	2.813732835555624590e+00	5.671428725675034421e+00	-2.647329695430803431e-01	9.424121835483962428e+00	6.954367946494959263e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	1.173558422616520547e+00	4.392000313463976902e+00	9.410903775212034361e+00	2.780929067331188609e+00	-3.787188192335571579e-01	5.617730032803128992e+00	8.244208864681805693e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	1.456298311120951094e+00	5.542174676313377901e+00	7.200438494323431193e+00	8.244649581003669070e+00	-1.147299538477438569e-01	9.554910972528851687e+00	4.346499913551626015e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	1.264526756893838977e+00	3.999036304894889149e+00	8.412562996931173487e+00	2.662819847391514561e+00	-3.617777801762730450e-01	5.817675032438196503e+00	1.870216974030018164e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	1.283547849930022355e+00	4.431076387064356581e+00	6.002033797085738698e+00	1.762103334889478568e+00	-4.373274892342764453e-01	4.537315537787492303e+00	4.065483155494206358e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	1.550588967701179266e+00	2.547149938407717418e+00	8.021063161441064793e+00	4.920343157609799789e+00	-2.659520017005218562e-01	8.632628348435060772e+00	7.379107129956368638e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	1.657838211307723464e+00	8.944189419101050476e+00	1.144425029162033480e+00	6.926232517914479914e+00	-1.966860555925959222e-02	5.429465083961210858e+00	1.231545423566433595e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	1.524984037726590413e+00	9.024777137819744999e-01	8.363136935286430429e+00	4.941200619514050985e+00	-9.936123956547219249e-01	5.248234055127286801e+00	1.571233097085275965e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	9.130348871840374692e-01	2.396538476627374070e+00	1.361367999680506147e+00	3.481686853159473127e+00	-1.615520371832339930e-01	5.406354672691141339e+00	4.247749561257349038e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	9.136758517246736933e-01	1.052102114496911156e+00	9.006000444014306439e+00	6.027704742084550205e+00	-1.133707948142605781e+00	8.618410337931472043e+00	1.364904659405382858e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	1.652898855663360811e+00	2.365915316717126071e+00	9.929455045634378862e+00	4.116919365309852807e+00	-6.613285264185679857e-01	8.488467117404077555e+00	1.258989297859183587e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	1.293013261082157639e+00	2.029020727676161151e+00	3.643680173970929470e+00	9.404363165326172336e+00	-8.757387482949267887e-02	4.630524201371602366e+00	1.643751207501250278e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	9.562697105529643915e-01	1.394261144571922850e+00	2.895419033655931340e+00	9.303538664613583364e+00	-9.209787296750944485e-02	4.001061025533038773e+00	2.325617818141834547e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	1.521831479243723972e+00	4.277141469470159940e+00	7.894893794267291653e+00	5.514508440414348733e+00	-1.779197145066540031e-01	5.431052832214559700e+00	8.904547261392066204e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	1.535110665053812218e+00	3.537084126483806212e+00	3.273318962246378749e+00	3.944690808398889192e+00	-2.210618524626488945e-01	6.148653685935927093e+00	3.258490742530320894e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	1.549353807536851368e+00	2.939203198878081569e+00	8.789350212286688446e+00	7.636101443568051650e+00	-3.451680997879761903e-01	3.144684591575216182e+00	6.239147177104054265e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.258225311535111857e+00	3.096702078525747748e+00	1.928096174360008463e+00	1.328269748212488111e+00	-3.067049087246791483e-01	8.127483993319115640e+00	7.645404771638764085e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	7.223776295570347727e-01	2.878675969174487204e+00	2.131222677694228906e+00	5.272390789215215534e+00	-2.042913394024912233e-01	5.379690328637384944e+00	5.057927022531578665e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	1.658055712520971614e+00	1.647475207089850002e+01	9.814893129905165381e+00	4.035758553306371788e+00	-3.940823893618271567e-01	4.004773577444192156e+00	1.420019016676371848e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	1.240842885861129785e+00	1.589998986629110433e+00	7.067575308659416855e+00	9.280986790918172247e+00	-4.796600505788897739e-01	1.956039190084767565e+00	1.980051723537582831e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	1.557508719906433470e+00	1.101856998047991887e+01	8.627885490460906581e+00	1.108356217054775827e+00	-1.585603904252545604e+00	3.151323884058041980e+00	1.751607921440620785e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	1.573195896139506944e+00	8.677187087525192410e+00	3.915663603789172331e+00	5.983123403001408214e+00	-9.108478753224284741e-02	9.549909766302775438e+00	1.415479200441668972e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	1.529661298127322766e+00	3.596872540154300690e+00	7.083218502382122139e+00	7.667456315727751104e+00	-3.618339776175132916e-01	3.743307748389522516e+00	6.720871269101507117e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	1.309426026239889795e+00	3.047335536327394845e+00	6.346501091982871934e+00	5.356347777558467804e+00	-1.545211952847045600e+00	2.514594017454161001e+00	4.649700157550905821e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	1.265787458710897706e+00	2.873225130724953758e+01	6.423079783423373712e+00	1.771399925291869515e+00	-1.684030030101460440e+01	5.146952821048420113e+00	5.446716824885888819e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	1.523824099656354569e+00	2.976070055818457849e+00	7.145866932308845954e+00	9.745772066513426424e+00	-1.020573317950948938e-01	3.756524284163298866e+00	1.341827708332640867e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	1.629023927389797510e+00	6.233967208752551059e+00	6.171904561191568384e+00	5.669811879894406381e+00	-1.548936420159902350e-01	1.312840920923068255e+00	2.265530993442733987e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	1.654520627176539582e+00	7.123613690513341368e+00	4.874269138887322939e+00	6.523161799871501465e+00	-1.014830619355979041e-01	3.914956558285064059e+00	1.676112336517990187e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	9.897143242528423368e-01	9.411384898359351769e-01	3.490363101548181302e+00	3.145779304866817672e+00	-7.332257166593653119e-01	5.897315861302983464e+00	1.636170919827587333e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	1.089697327894918022e+00	5.704640688621230638e+00	7.917300479561855120e+00	5.359533059390452436e+00	-4.005492197074810856e-01	5.955187464038103506e+00	9.564439887883054991e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	1.651631626168153399e+00	8.583814991371542247e-01	3.041176522614804423e+00	4.857975069732018980e+00	-3.196996548967380170e-01	4.199255051579373621e+00	8.256467959234170095e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	1.583240609091319140e+00	4.344830620543588928e+00	7.222273185517385841e+00	1.674172379344781803e+00	-5.780878428086430043e-01	5.026606520436769365e+00	7.124478181811532806e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	1.634549499761501323e+00	1.465474709400236364e+01	3.113740083076230736e+00	1.959577808488451645e+00	-5.532163671098190294e-01	9.694352474621981131e+00	3.229518633388688276e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	1.171544588211398841e+00	3.345737991555620461e+00	6.624756661755689890e+00	8.541551982736018900e+00	-2.045846252263127107e-01	4.387336795864110961e+00	3.925390471058332054e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	1.516943962842761895e+00	7.075220503000733130e-01	7.723048056864030286e+00	3.160806306520854037e+00	-1.674444795270040087e+00	3.326487657447197321e+00	1.416412682334445705e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	1.567340021873805167e+00	1.605537528260715607e+00	2.958315828073036613e+00	2.761494010369579755e+00	-3.075799079096602773e-01	3.198440175411134234e+00	1.105127280543335999e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	1.563199127571798019e+00	3.013048628323605538e+00	1.542138491614867490e+00	5.543528430174842647e+00	-7.595216201592686067e-02	5.130151046722532193e+00	2.025972163864572462e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	1.400864224145524028e+00	4.636846191324329958e+00	2.172737491013490452e+00	7.916712300713359518e+00	-3.692384769729001315e-02	7.837483118796729542e+00	4.369920631452325566e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	7.250049566456571171e-01	1.076014634992956154e+01	6.454526423637301669e+00	1.555615711587070127e+00	-1.262018167557592774e+00	2.856650554391492403e+00	9.480586740035658044e-01
