G c dx1dt d2x1dt2 dx2dt m2 m1 d2 W d1 Fc p Fg
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 1.27281652e+00 2.29015942e+01 2.40581357e+00 2.49629797e+00 -1.88838652e-01 6.75281646e+00 3.25927411e-01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 1.27098718e+00 4.55540544e+00 9.89578895e+00 4.41763664e+00 -2.88668674e-01 3.12114281e+00 1.93785399e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 1.41929427e+00 3.68725248e+00 9.79551939e+00 6.55474804e+00 -4.31879873e-01 7.42294255e+00 1.29175202e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 1.66168551e+00 9.99108743e-01 8.14436294e+00 9.72836978e+00 -4.58049519e-01 8.86310231e+00 2.87592934e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 8.91205936e-01 1.80281209e+01 6.93480666e+00 7.54868024e+00 -1.54037919e-01 2.14121619e+00 2.73088518e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 1.47837261e+00 5.17131080e+00 6.20026345e+00 9.30343381e+00 -1.42298789e-01 8.79936120e+00 4.70358849e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 1.13312626e+00 1.43343673e+00 8.79491391e+00 7.85990852e+00 -5.57484307e-01 6.34217729e+00 2.45250244e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 1.65917095e+00 2.68913275e+00 3.60495569e+00 6.32545272e+00 -1.08678425e-01 2.14399442e+00 2.19584935e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 1.00490867e+00 1.35391438e+00 5.20913091e+00 2.72821032e+00 -1.79896587e+00 4.84787670e+00 1.47029686e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 1.39690089e+00 5.53827989e+00 6.57450972e+00 7.00017087e+00 -1.06868513e-01 2.44774264e+00 4.05971667e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 1.58510377e+00 1.48388417e+00 4.70071428e+00 6.61041609e+00 -2.21061695e-01 7.30313100e+00 5.04900079e+00
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 1.57177986e+00 4.25673038e+00 4.84737809e+00 6.42222253e+00 -1.13821223e-01 7.82981321e+00 3.96188591e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 1.41215871e+00 4.91552844e+00 3.97256201e+00 5.40807281e+00 -2.19210735e-01 1.95216868e+00 1.88164051e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 1.34626823e+00 1.86309591e+01 6.07808635e+00 5.75790944e+00 -2.59825328e-01 5.55525867e+00 7.45669913e-01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 1.39195971e+00 2.68167426e+00 8.65517075e+00 4.00998274e+00 -3.86394403e-01 8.33162550e+00 7.12891493e+00
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 1.25629634e+00 8.94287354e+00 2.81375540e+00 5.67381423e+00 -2.64404822e-01 9.42546737e+00 6.92373702e-01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 1.17491689e+00 4.38499381e+00 9.40989735e+00 2.77800315e+00 -3.79017351e-01 5.62166080e+00 8.25330150e+00
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 1.45558657e+00 5.53860707e+00 7.20178888e+00 8.24656958e+00 -1.14301505e-01 9.55251301e+00 4.33080640e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 1.26155716e+00 4.00164255e+00 8.40945891e+00 2.67199259e+00 -3.61476708e-01 5.82120073e+00 1.87213999e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 1.28407212e+00 4.42222095e+00 6.00571623e+00 1.76469661e+00 -4.36288332e-01 4.54771445e+00 4.07864699e+00
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 1.55110675e+00 2.55719452e+00 8.01565031e+00 4.92621424e+00 -2.65805557e-01 8.63382816e+00 7.40373320e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.65861091e+00 8.94702525e+00 1.14580358e+00 6.92476696e+00 -1.91269684e-02 5.43684439e+00 1.21225709e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 1.52565803e+00 9.09045882e-01 8.36542382e+00 4.93945142e+00 -9.93651831e-01 5.24712260e+00 1.57087717e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 9.16815551e-01 2.39429878e+00 1.36124973e+00 3.49078719e+00 -1.61078478e-01 5.41281240e+00 4.17713078e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.13118061e-01 1.05815168e+00 9.00922039e+00 6.02354066e+00 -1.13376000e+00 8.62106502e+00 1.36168108e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 1.65406330e+00 2.36356159e+00 9.92766473e+00 4.12302102e+00 -6.61256487e-01 8.48747388e+00 1.25837482e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 1.29523082e+00 2.03003402e+00 3.64660716e+00 9.39580921e+00 -8.84063888e-02 4.63167993e+00 1.64366759e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 9.55232462e-01 1.39686646e+00 2.89286701e+00 9.30380626e+00 -9.23454391e-02 3.99969874e+00 2.32271638e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 1.52332157e+00 4.27502915e+00 7.88827027e+00 5.52134638e+00 -1.77003754e-01 5.42735222e+00 8.90339488e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 1.53557706e+00 3.53854410e+00 3.27723707e+00 3.95095595e+00 -2.20432061e-01 6.15495259e+00 3.26500847e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 1.54733431e+00 2.94511999e+00 8.79006145e+00 7.63419173e+00 -3.45195588e-01 3.14503490e+00 6.23919711e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.26016600e+00 3.08147646e+00 1.92558333e+00 1.33041649e+00 -3.06241935e-01 8.14559576e+00 7.61610410e-01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 7.24488233e-01 2.88132375e+00 2.13359677e+00 5.27292105e+00 -2.02813381e-01 5.37834489e+00 5.04608774e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 1.65768484e+00 1.64868049e+01 9.81236400e+00 4.02691055e+00 -3.94754332e-01 4.00640994e+00 1.42160164e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 1.23925988e+00 1.59457584e+00 7.06455008e+00 9.28482297e+00 -4.80018652e-01 1.96138894e+00 1.98149214e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 1.55967681e+00 1.10254577e+01 8.62198502e+00 1.10802725e+00 -1.58586330e+00 3.14960644e+00 1.75044825e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 1.57263445e+00 8.67269694e+00 3.91896440e+00 5.97533388e+00 -9.07823998e-02 9.54353055e+00 1.41876696e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 1.52886118e+00 3.59512434e+00 7.08835375e+00 7.66597223e+00 -3.62046919e-01 3.74589718e+00 6.71460914e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 1.31226178e+00 3.04516851e+00 6.34817645e+00 5.36516189e+00 -1.54486125e+00 2.51973360e+00 4.66139624e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 1.26468781e+00 2.87342624e+01 6.42835108e+00 1.76862727e+00 -1.68404023e+01 5.14605512e+00 5.60448371e-01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 1.52261689e+00 2.97758834e+00 7.14279214e+00 9.75215251e+00 -1.01598971e-01 3.76378969e+00 1.34273116e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 1.62945330e+00 6.23598324e+00 6.17823256e+00 5.66209388e+00 -1.55648606e-01 1.31643325e+00 2.26576935e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 1.65279597e+00 7.12405498e+00 4.86156132e+00 6.52767620e+00 -1.00701237e-01 3.90830696e+00 1.67682467e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 9.88149265e-01 9.36598406e-01 3.48330425e+00 3.12948804e+00 -7.33839274e-01 5.89697762e+00 1.62231351e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 1.08955532e+00 5.70281410e+00 7.91723198e+00 5.35148277e+00 -4.00568596e-01 5.96541135e+00 9.54521380e-01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 1.65225333e+00 8.55663358e-01 3.03645187e+00 4.86234543e+00 -3.19455948e-01 4.20903029e+00 8.23666671e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 1.58458033e+00 4.34211549e+00 7.23118876e+00 1.67406258e+00 -5.78170994e-01 5.02572481e+00 7.12404508e+01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 1.63460123e+00 1.46499401e+01 3.09999540e+00 1.95544318e+00 -5.53581503e-01 9.68966126e+00 3.25535590e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 1.17075995e+00 3.34417188e+00 6.62797153e+00 8.53725268e+00 -2.05265132e-01 4.39613630e+00 3.91408077e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 1.51739040e+00 7.05571691e-01 7.72370440e+00 3.15837957e+00 -1.67460071e+00 3.32404132e+00 1.41802934e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 1.57036629e+00 1.59907630e+00 2.96842500e+00 2.75462444e+00 -3.07136428e-01 3.19120340e+00 1.10488039e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.56145193e+00 3.01666319e+00 1.53948971e+00 5.54420306e+00 -7.59798604e-02 5.11988151e+00 2.03426866e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 1.40060226e+00 4.64149720e+00 2.17876369e+00 7.91872418e+00 -3.78284338e-02 7.83568134e+00 4.34697322e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 7.25527753e-01 1.07665919e+01 6.45397271e+00 1.55751867e+00 -1.26268918e+00 2.85389366e+00 9.32641268e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 1.51493600e+00 3.62276043e+00 8.64501766e+00 6.19127128e+00 -1.60638304e-01 7.38366514e+00 8.63832585e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.24212480e+00 6.80694615e+00 1.40497139e+00 2.07289399e+00 -1.87853399e-01 1.19034841e+00 2.69810558e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 1.43280821e+00 8.75672684e-01 7.60736133e+00 1.32814946e+00 -3.27922671e+00 4.77039680e+00 9.57537012e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 1.65571345e+00 4.33439364e+00 4.07186781e+00 1.47469557e+00 -4.64090331e-01 7.98278559e+00 3.47004305e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 1.39314109e+00 4.85163080e+00 5.30675533e+00 8.50747697e+00 -8.24889636e-02 4.04859660e+00 1.37390659e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 1.62114806e+00 4.31156599e+00 9.35973595e+00 2.06175235e+00 -9.06872017e-01 6.07363391e+00 1.29673787e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 1.14836820e+00 1.03233180e+01 3.98774354e+00 1.40636228e+00 -6.64287826e-01 2.84481310e+00 3.24433589e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 1.55811576e+00 8.41202210e+00 5.18803241e+00 4.94109898e+00 -2.28606857e-01 7.67795852e+00 1.51626195e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.66081754e+00 7.64594768e+00 1.12314173e+00 8.59594125e+00 -2.48409076e-02 1.47051193e+00 3.60132776e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 9.78820197e-01 7.24117982e+00 1.73438848e+00 3.36167539e+00 -1.36820567e-01 8.67288380e+00 1.52972096e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 6.99136006e-01 6.13139844e-01 3.32732432e+00 4.79541356e+00 -5.95664786e-01 2.78376748e+00 1.25885379e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.42047842e+00 1.89926512e+00 1.25067017e+00 1.35930279e+00 -7.23104490e-01 8.86958229e+00 6.28753413e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 9.56602311e-01 3.37465762e+00 6.68237793e+00 5.04170663e+00 -1.39784418e+00 4.17276317e+00 4.83453014e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 1.58913083e+00 2.76805041e+00 4.83758521e+00 6.19851773e+00 -1.19986626e-01 7.50415217e+00 8.36262333e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 1.64384097e+00 1.71059755e+00 5.93330682e+00 6.13816348e+00 -2.61967944e-01 3.87302768e+00 5.22891333e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 1.42080934e+00 2.38599918e+00 2.57182467e+00 3.99184023e+00 -1.22060757e-01 9.15320504e+00 1.77456464e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 1.24930628e+00 3.68412350e+00 3.66338826e+00 3.83979863e+00 -1.09808565e-01 2.13973413e+00 6.96906484e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 1.42109779e+00 5.05817961e+00 6.97442027e+00 1.95961257e+00 -1.82234474e+00 2.60667810e+00 8.75002609e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 1.57943568e+00 4.11148767e+00 9.68772451e+00 4.30118489e+00 -5.34299511e-01 5.43727113e+00 7.01205059e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 7.01925593e-01 3.98763518e+00 1.45375096e+00 1.89545202e+00 -1.13657470e-01 1.73744595e+00 7.73330408e-01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 1.51836741e+00 1.68452937e+00 9.01345889e+00 7.89936350e+00 -3.86456647e-01 2.76382166e+00 4.27728028e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 1.53049578e+00 2.83903457e+00 6.19193081e+00 9.69646868e+00 -4.12937136e-01 9.49389744e+00 1.02942139e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 1.54229190e+00 1.72982386e+00 6.07527610e+00 9.73067011e+00 -1.77426738e-01 9.78840695e+00 1.53964577e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 1.22753061e+00 3.24638394e+00 5.50250682e+00 8.78563989e+00 -2.76364317e-01 4.38633396e+00 4.27247129e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.57566320e+00 1.24302120e+01 1.62454677e+00 6.40712934e+00 -3.01947675e-02 9.30957419e+00 1.46967457e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 9.53570821e-01 5.67351957e+00 1.80889167e+00 7.30779128e+00 -3.13928111e-02 5.90342208e+00 3.60084585e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 1.16552501e+00 4.22989141e+00 6.40820805e+00 3.56685222e+00 -2.94153863e-01 3.42768219e+00 4.80383332e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 1.63293426e+00 5.68620088e+00 4.06862714e+00 6.67693378e+00 -7.23929307e-02 7.32158849e+00 1.29833921e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 1.58542815e+00 1.80610553e+01 9.25541260e+00 5.10084594e+00 -2.80764954e-01 6.93011626e+00 3.75295274e+00
