G c dx1dt d2x1dt2 Fc m2 Fg m1 d2 d1 W
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 2.33075831e+00 6.50027130e-01 1.37231098e-01 -1.06404162e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 1.80904513e+00 1.22429234e-01 8.51242248e-03 1.83438308e-01
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 -1.89088414e+01 9.34180437e-02 -1.02968030e-01 3.75472827e+00
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 -7.24292488e-01 7.69479179e-02 -7.23401487e-03 2.97911385e-01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 -6.63363999e+00 8.05882869e-02 -1.51817256e-02 4.59941735e-01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 3.76679562e+00 1.90604753e-01 2.70195471e-02 -1.12168477e+00
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 5.11689970e+00 7.53653009e-02 1.01127063e-02 -2.87666374e-01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 -9.22311727e+00 1.45321009e-01 -3.00543074e-02 1.00917769e+00
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.56768424e+00 8.48216121e-01 2.29559000e-01 -8.27797025e+00
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 -4.27087826e+00 4.11573936e-01 -9.73761696e-02 1.15281062e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 2.07583652e+00 3.07041462e-01 5.27712444e-02 -8.38476129e-01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 5.16340689e+00 1.66905705e+00 7.00608869e-01 -1.95813444e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 -3.63299162e-02 1.68475836e-01 -3.35495155e-04 8.29493551e-01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.20033495e+00 2.03947403e-01 1.32281942e-02 2.78350275e-01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 -4.83658040e+00 5.67443560e-02 -9.51101447e-03 3.20249963e-01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 -1.87356215e+01 2.69602288e-01 -2.76182921e-01 4.62420550e+00
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 -2.40594297e+01 4.53651984e-01 -5.91305336e-01 3.82654028e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 -2.07424861e+00 3.06738005e-01 -5.52934424e-02 7.74017239e-01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 -5.11666952e+00 1.97339670e-01 -3.59042964e-02 1.16464891e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 -4.20945095e-02 4.66471006e-01 -3.57948826e-03 2.06316310e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 3.93570226e+00 8.29371510e-02 6.14419967e-03 -2.65187718e-01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 1.77333771e-01 2.50548641e+00 1.67990780e-01 5.74344045e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 -1.03489087e+01 5.52650219e-02 -1.34434778e-02 5.17730200e-01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 3.53194580e+00 1.43539588e-01 1.99306352e-02 -4.76229111e-01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 2.59975138e+00 7.68982909e-02 3.91125528e-03 8.96092779e-02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 -7.05760667e+00 3.45331706e-01 -1.33303088e-01 3.59339931e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 7.22222461e-01 5.25531406e-01 1.62223033e-02 1.69606434e+00
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 -2.14736224e+00 6.90425840e-02 -5.46949902e-03 3.78849004e-01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 -2.09894393e+00 1.51349930e+00 -3.53002023e-01 4.43567021e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 -2.38144606e+00 3.87486047e-02 -3.33128222e-03 1.80682982e-01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 -1.83440767e+00 7.46530227e-02 -3.21076313e-03 3.00305660e-01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 -8.11361642e+00 3.75384806e-02 -9.42729415e-03 3.23507242e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.32211522e+00 4.54889612e-02 1.85187326e-03 1.35904373e-01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 5.06641294e-01 5.58545353e-02 6.41704194e-04 2.08468428e-01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 8.13112645e+00 8.69939538e-02 7.83029713e-03 -2.62804933e-01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 -3.99472069e+00 4.76526630e-01 -1.64727853e-01 7.09430111e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 1.20314283e+00 3.68353837e-01 9.47237828e-02 -7.09383528e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 -5.26817360e-01 1.38566405e+00 -3.08770143e-01 6.96109720e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 -6.50389939e+00 1.54131936e-01 -2.66877816e-02 1.53507542e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 -4.91386885e+00 9.67618633e-02 -2.87586726e-02 1.72506793e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 8.86084843e-01 1.24628301e-01 1.75446169e-02 -9.67069223e-02
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 2.85886123e-01 5.08206741e-02 2.68742896e-04 1.97451411e-01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 2.39090831e+00 1.96296606e-01 1.68548626e-02 -1.75088960e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 -3.41100768e+01 2.47592531e-01 -3.50110025e-01 1.03753888e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 2.59441937e+00 8.04134541e-02 1.04076630e-02 -1.18648379e-01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 2.74146389e-01 7.51140561e-01 7.99140126e-02 3.91071563e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 -1.88743217e+01 2.08360032e-01 -4.93992239e-02 1.17127307e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 -6.01402410e+00 1.06671297e+00 -1.17839723e+00 1.71302082e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 -8.29370207e+00 9.42114964e-02 -1.11613107e-02 4.58764563e-01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 3.66703623e+00 1.17717149e-01 7.37765682e-03 1.54434745e-01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 -1.61709864e+00 5.40678435e-01 -4.83131011e-02 2.38996366e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 -4.70221685e+00 4.37783778e+01 -5.13890030e+01 3.50734481e+02
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 9.55428226e-01 3.52122235e-01 1.17281098e-02 1.28681127e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 1.26878963e+00 4.76839880e-02 1.28833716e-03 1.43555748e-01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 2.64484045e+00 9.42776939e-02 3.74969998e-03 2.46895934e-01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 -5.17693842e+00 9.69260467e-02 -6.63666864e-03 5.01773568e-01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 6.08908740e-01 6.32555637e-01 1.18340963e-01 -4.27534350e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 4.72551564e-01 3.13697566e-01 1.46549875e-02 1.32519856e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 5.87229671e+00 3.01247727e-01 9.11292278e-02 -6.11374371e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 -3.66983144e+01 4.78145606e-02 -2.62332423e-02 1.76722180e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 -8.53148031e+00 2.96331719e-01 -4.27510862e-02 1.63655265e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 -7.92534058e-01 2.11709046e-01 -1.49370904e-02 7.68283921e-01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 9.99276149e-01 5.88474698e-01 5.94870523e-02 6.94094712e-01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 3.59979559e+00 1.12797931e-01 1.46216123e-02 -8.14721263e-01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.12062528e+00 1.96877068e-01 3.60540899e-02 -1.47721417e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 -5.50227939e-01 7.00641497e-02 -1.09022537e-03 1.44516835e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 7.52962716e-02 2.08855324e-01 2.04990276e-03 6.93087059e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 -1.83018053e-01 3.78718605e-02 -1.23501256e-04 1.65378981e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.23686409e+00 2.28811310e-01 2.97416925e-02 -2.20414585e-01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 2.36230332e-01 2.93866502e-01 6.61755314e-03 9.61443891e-01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 5.57246624e+00 6.82576353e-02 5.33023438e-03 -3.40795334e-02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 -4.00638022e+00 6.77231663e-02 -7.53086362e-03 3.72421626e-01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 -5.47034858e+00 1.05782476e-01 -1.11733371e-02 6.95771760e-01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 -3.03604082e-01 1.40557016e-01 -1.99320152e-03 2.84971554e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 2.55507599e+00 2.60760039e-01 1.73537265e-02 6.12058028e-01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.01855574e+00 2.13670934e-01 3.06689013e-02 -8.98659409e-01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 1.42161715e+00 2.91138345e-01 4.45348990e-02 1.57614487e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 6.37723483e-01 1.63586067e+00 7.89855399e-01 -1.45295942e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 3.55880763e+00 7.44261841e-01 2.74121806e-01 -7.90398760e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.06945118e-01 6.97485486e+00 1.50315720e+00 2.46729452e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 1.28052284e+00 5.38752455e-02 1.32563599e-03 5.77050675e-02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 -1.33863962e+01 1.18423090e-01 -4.48482752e-02 4.19678409e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.16893179e+00 7.01013633e-02 8.11865058e-03 -2.07657908e-01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 1.83034464e+00 3.68973546e-02 2.21315946e-03 3.73017630e-02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 -3.98237496e+00 5.21282257e-01 -1.30357200e-01 2.65814834e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 -8.38713951e-01 1.77883887e-01 -4.23213105e-03 8.87068818e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 9.09760120e-01 5.63868611e-02 6.08122314e-03 2.70866421e-02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 -9.96878235e+00 2.00557671e-01 -1.03653711e-01 3.92145076e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 2.42194704e+00 1.81552178e+00 3.98412454e-01 3.42764443e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 -1.13257536e+01 1.37897694e-01 -6.42359473e-02 4.12408700e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 -3.02733181e+00 6.84627642e-01 -2.66067351e-01 4.03814225e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 2.88751729e+00 1.18943881e-01 4.93708441e-03 -1.12336054e-01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 1.45807709e+00 7.07176547e-02 6.83860981e-03 4.63284273e-02
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 1.94818746e-01 8.30522597e-02 8.64426454e-04 2.65366409e-01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 -6.38366963e+00 6.14874439e-02 -4.98879022e-03 4.78084077e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 -6.61531865e+00 2.27469050e-01 -2.38965746e-02 9.45814860e-01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 3.22857569e-01 2.00810304e-01 2.15351972e-02 3.73239599e-01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 -9.94640210e-01 1.10151604e-01 -3.74884245e-03 2.00889802e-01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 4.94497126e-01 2.85383717e-01 8.22843643e-03 1.12961366e+00
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 1.91738567e+00 4.58761590e-02 3.09555566e-03 4.32136696e-02
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 -1.06132659e-01 3.87450468e-02 -1.40529447e-04 1.12670787e-01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 3.90299217e-01 1.19669916e-01 7.73893289e-03 4.41658048e-01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 -4.68065021e+00 3.65556743e-01 -1.67551853e-01 5.76679082e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 1.33082606e+00 2.12029356e-01 1.21761736e-02 6.25497903e-01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 -7.00026583e-02 1.30997025e-01 -2.93023622e-04 4.68902795e-01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 -4.25384495e-01 2.28557399e-01 -1.64782407e-03 8.02979560e-01
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 9.51332180e+00 -4.87109518e+00 8.28189421e-02 -2.66554584e-02 3.25290632e-01
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 9.56341639e+00 3.66241688e+00 5.64444508e+00 1.10116599e+01 6.11651100e+00 -1.53323594e+02
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 8.54642650e+00 1.01000885e+00 6.76568764e+00 1.95530463e-01 2.76571729e-02 -1.04880133e+00
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 8.24581287e+00 3.44759103e+00 -3.30988933e+00 1.06323619e-01 -8.97230601e-03 9.99184004e-01
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 8.40685425e+00 2.96102242e+00 -1.39493258e+01 2.74721801e-01 -1.51998975e-01 1.56416194e+01
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 9.39439457e+00 6.95651127e+00 -1.42944842e+00 1.60799823e+00 -1.17699601e-01 6.52203700e+00
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 5.89828570e+00 6.70340440e+00 -9.82064019e-01 3.31131351e-01 -1.36518114e-02 1.19811760e+00
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 2.80253816e+00 6.34115244e+00 4.24843815e-01 4.94473891e-02 7.90186186e-04 1.59320361e-01
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 6.55105247e+00 1.14619099e+00 5.71788684e+00 6.12008904e-01 1.36658245e-01 -7.14280037e-01
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 7.68593344e+00 7.55900249e+00 -2.61971775e+01 7.41866053e-02 -4.46034107e-02 2.98517489e+00
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 7.64125654e+00 3.91177371e+00 3.69967403e+00 8.68984391e-02 5.74214759e-03 3.68111318e-02
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 5.69304122e+00 6.98550390e+00 -9.10900243e+00 1.72138150e-01 -6.44621274e-02 2.15249579e+00
