G	c	dx1dt	d2x1dt2	Fc	m2	Fg	m1	d2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	2.469181721399182461e+00	8.749185966602004427e+00	7.637613655232149412e+00	9.705338424088195026e+00	4.283363939721020586e+00	4.436961323389986056e+00	1.846226861704700350e-01	3.129833639265536954e-02	-1.421851499220580184e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.208692516480306622e+00	7.891104514650097101e+00	9.414263795451590866e+00	7.183080087384536405e+00	2.218924474589864637e+00	5.001954012375032121e+00	1.581389757535925367e-01	-5.713229233123492956e-03	-3.128759170003461154e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.684950266942306207e+00	2.453001232149064847e+00	1.862371133620812858e+00	6.736531762716676752e+00	6.590953096187206484e+00	-9.199511596815598935e+00	1.735673931680976056e-01	-3.400224980937520403e-02	7.932677051754372100e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.951674990367352258e+00	8.167575049201923676e+00	6.842910237379031813e+00	6.389710775188954806e+00	4.768856724089836518e+00	2.478407352183210843e+00	9.676156591915866523e-01	2.244574932285438584e-01	-8.357551302300942453e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.236969971532030144e+00	4.633391094541532418e-01	3.068725862381673775e+00	2.980152156649551465e+00	7.326866330668983629e+00	-4.379366856241897921e+00	4.051212890192835148e-01	-7.744256158775912613e-02	9.257436904427301938e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.179510889207960656e+00	6.461770243544479264e+00	6.738260216108145073e+00	5.815801296818182919e+00	3.821476858541191568e+00	1.799190105431338393e+00	2.700444161931791487e-01	5.575219820977391633e-02	-5.513216096622963747e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.522782041485530424e+00	3.169149089090871119e+00	6.145466347164884269e+00	6.924390624681595163e+00	1.942040957584627137e+00	4.879297361746994355e+00	1.608006452151105270e+00	6.896213584242134598e-01	-1.944175489037912641e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.828609454212072549e+00	1.543688588468163925e+00	1.010747196822144645e+01	8.138817225037233705e-01	9.107502304989179009e+00	-5.200349617970265736e-01	1.698110576565796948e-01	-8.257131546539077036e-03	1.460244690482520369e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.947290199299153812e+00	1.395181255942011145e+00	6.992228841473438372e+00	3.357900539717509236e+00	2.530548113047346614e+00	2.321391942508732598e+00	2.568072736701978998e-01	9.367860742782910255e-03	1.697950306075032278e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.887017251106551718e+00	8.247406531999407875e+00	3.436265071079416700e+00	4.044908205751867492e+00	9.563997104668812810e+00	-4.930824237145533750e+00	6.234197993045470509e-02	-5.815659360499455741e-03	2.392350215607174091e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.463262405689977008e+00	4.490090741517712480e+00	2.922377752657804528e+00	4.915982153990501757e+00	9.271056140965361791e+00	-1.830648237072992401e+01	2.493748960320809338e-01	-2.712377900948183540e-01	4.960773966438427607e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.856087831666068944e+00	7.271305679977378311e+00	3.061013589194708118e+00	9.190316523781440594e+00	8.416736612019661834e+00	-2.433554753283347338e+01	5.246081151190606917e-01	-5.892608524193829744e-01	3.837659913929835653e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.094281392691899946e+00	2.863259740031940392e+00	2.825143991891966966e+00	1.650339199260058676e+00	7.838187826639523514e+00	-1.746603244062891358e+00	3.366047193535744997e-01	-5.743258818703693425e-02	5.062682591132446897e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.697890336627527752e+00	3.171738115842501315e+00	3.635088917713027890e+00	4.730185488872077570e+00	7.013677651671573976e+00	-4.767730673808053155e+00	1.909338729261012002e-01	-3.729120165041453078e-02	1.322885960925900273e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.100774037144120587e+00	5.403306897151093580e+00	8.976390122706705554e+00	2.954738556477489286e+00	9.133793060400673625e+00	2.413256356609510545e-01	4.231813392469357393e-01	-4.894691722348383858e-03	2.175929381943271235e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.165344283684764726e+00	8.055027725615982348e+00	6.862805758727891892e+00	9.568757135855079810e+00	3.588490569021885790e+00	3.987811922038986712e+00	6.856868108039063103e-02	-1.203757388298845946e-02	-7.753136993339369010e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.758021079865433212e-01	3.017049454636558270e+00	5.627081753790596608e+00	1.975324268250830517e+00	5.091726130703926323e+00	1.022741972515104347e-01	2.532182604491769240e+00	1.673657397850585316e-01	5.558218423265673280e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.623437859172012665e+00	7.628999261715731173e+00	1.620876191059155591e+00	4.863660553007101761e+00	6.081831328646758905e+00	-1.006570504534810517e+01	1.119845870219927236e-02	-1.933020406753303486e-02	5.718541247812448658e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.213816909455915027e+00	9.075690061662323060e+00	8.470697215002173763e+00	7.752311993152450675e+00	4.553792020060972945e+00	3.356292693889812995e+00	7.387479209359505694e-02	3.075389266601481764e-03	-6.493100299056087099e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.594333349854869297e+00	6.103307837732049990e+00	8.000508221810498810e+00	7.047985722237126716e+00	5.342246357660384248e+00	2.659830779044628279e+00	4.978398812958009095e-02	2.856835857977835930e-02	2.881085295271643698e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.318104082485725748e+00	3.345746125190168119e+00	5.489297202874900972e-01	5.364091163933428774e+00	4.965616397226101597e+00	-7.067315855669942692e+00	3.425528181560349994e-01	-1.301284734673739674e-01	3.432994319552148177e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.751119946036416408e+00	1.300860173176396462e+00	5.715636364375333400e+00	4.550127026469627189e+00	5.633353235710371720e+00	5.243861597287147180e-01	6.025168596336355487e-01	1.635592781752889455e-02	1.494663392483198017e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.140317961286238635e+00	8.661407727067697238e+00	6.385617100197908513e+00	3.618024764817093786e+00	7.568497298299131870e+00	-2.085653978827960220e+00	3.534884001316490609e-03	-9.254191165385677528e-03	6.057111885918902150e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.777445770567273264e+00	5.191088905000932341e-01	1.887266111297400073e+00	3.253847367933800250e+00	2.524591100006045252e+00	-1.934304307418879931e+00	1.526303841211383627e+00	-3.455553542666736644e-01	3.745662978924327646e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.668469145336345605e+00	8.073327987334399936e+00	5.134900580923929425e+00	2.263196651376992552e+00	9.902276445961108564e+00	-2.588029105240392536e+00	2.307405035029171797e-02	-1.518419758361534179e-02	-4.897983409928194365e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.304248435995722488e+00	6.976985663531261039e+00	4.641389225757957426e+00	4.660909824214248154e+00	8.330547524301788798e+00	-1.732291051200639309e+00	6.178112994066603525e-02	-6.399661589651189919e-03	7.010896245928482928e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.974043439993550919e+00	8.699061805044989271e+00	1.547829315667583749e+00	3.706491720922580058e+00	9.123031530358696628e+00	-8.608315040229035375e+00	1.244670128845896395e-01	-1.913735038945627021e-02	4.079172403019970528e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.592745905417741525e+00	9.133653783628751910e+00	9.160918471211278558e+00	3.360193108454257338e+00	6.705804389246269537e+00	1.089271282645462247e+00	5.007503787854059030e-02	9.210233000821514693e-03	-7.984635278886367815e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.057780671537061679e+00	9.511454319355719278e+00	8.849493770062933251e+00	6.833516916350862225e+00	7.552899211298598203e+00	4.051404249870797503e-01	4.265782520342993600e-03	-7.789243619859640561e-03	-1.333842828562711025e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.240961353245259247e+00	4.595913761801039499e+00	6.697767146947565919e+00	9.354310393372374577e+00	6.983970674110393517e-01	8.210431969366178251e+00	1.371817797462648869e-01	1.906142715469433951e-02	-2.399823575883425208e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.888693351933421916e-01	8.163622276968018454e+00	5.657664015230216670e+00	6.633124680104326210e+00	7.644351607217602762e+00	-3.801789613749065211e+00	5.225635452720630569e-01	-1.657402443830670868e-01	7.116429374315036860e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.228532191450145916e+00	4.987561006636260785e+00	4.179091546967164561e+00	2.060029836192845742e+00	9.987663846749388341e-01	1.221524100462947793e+00	3.118173679594533620e-01	1.026218844264355223e-01	-7.715811774838998716e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.929006092997649358e-01	5.726111520511107500e+00	6.571996947960408342e+00	2.855092955183532677e+00	9.507124690458894634e+00	-4.010701264458004234e-01	1.318298512099258746e+00	-3.046924587043162158e-01	7.067451105740708783e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.423720353426992880e+00	5.751010114727956868e+00	6.297169938299750136e+00	9.464840826312329369e+00	1.081251443765042630e+01	-6.539538080632173234e+00	1.773141227711382550e-01	-1.588580571877505621e-02	1.581884392056184030e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.922923169480294181e+00	8.486832220536530969e+00	1.352338612067098378e+00	2.891534352982692901e+00	3.834808617630247607e+00	-4.824041207187385716e+00	9.490009738252518090e-02	-3.829542436010240775e-02	1.750066892563634013e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.991224382274396909e+00	9.095684833423140603e+00	5.431772598910908911e+00	1.555826297694142379e+00	2.753903952183456294e+00	9.641856632100783697e-01	9.805433756958488456e-02	2.677998863589190273e-02	-4.732838823483921376e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.464154300704398892e+00	8.019771848446717755e+00	7.902320659216812260e+00	6.849946616605201655e+00	7.307230819117835452e+00	1.729168018434433518e-01	1.104702057168648888e-01	-1.872557934481148406e-02	-9.444698283230754110e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.908363172561269305e+00	4.023703977418460198e+00	4.675446708613849367e+00	6.194577151172590668e+00	3.215950650688530033e+00	2.312037196759309854e+00	1.628503161140801292e-01	1.729466105757674135e-02	3.770966123805502557e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.394597469249161392e+00	3.690125621283693924e+00	1.663173592979616311e+00	6.034212066914856010e+00	8.900703302446261844e+00	-3.397688777807452709e+01	2.713983297313279364e-01	-3.556772322749460202e-01	1.053440225058685620e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.846998300405754634e+00	7.506128369055121929e+00	8.343589550430397850e+00	2.999631110929141364e+00	1.128655594110924199e+00	2.996584467658303552e+00	1.467460161880496938e-01	-3.915580944337115551e-03	-9.979771041065538251e-03
1.000000000000000000e+00	1.000000000000000000e+00	2.072494027616521794e+00	1.920049227474796227e+00	2.937697491887334866e+00	8.472651645715130186e-01	2.635518273570268466e+00	5.419812644920427580e-01	7.319897273940829674e-01	7.080204515512525387e-02	2.242770298655800409e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.711815542334496953e+00	2.138207107479316083e+00	2.987352394856633175e+00	9.099048657035799792e+00	9.581460254670757237e+00	-1.912491169172698235e+01	1.050702119515182775e-01	-5.593250825630329687e-02	1.388880472214397921e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.696866580933901858e-01	3.491960529009078940e+00	2.371100374155729273e+00	3.375765611809605105e+00	7.533758800939192035e+00	-6.263829704297717349e+00	1.043951596858293973e+00	-1.180401626397659776e+00	1.702477448700772200e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.514202320763605059e+00	3.117523314410117319e+00	4.853155154660551140e+00	7.041458862450168610e+00	8.616036973560435186e+00	-8.412577233035140267e+00	1.049004128779421341e-01	-1.651362689601958145e-02	8.288992246237807393e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.576937460988238726e+00	2.398142157458575952e+00	7.026090828950361633e+00	7.787165924750384605e+00	4.080856784209180965e+00	3.688990303813817651e+00	1.743572315545729168e-01	8.193746366348030052e-03	-5.794940242431698141e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.335808604978584668e+00	4.020447321301188204e+00	6.715796188338419626e+00	6.248706082443900911e+00	6.706005672205789914e+00	-1.606388903856887040e+00	5.112483157348541862e-01	-5.677889655614662412e-02	2.240580515155477404e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.517659421715956025e+00	5.649963739911390004e-01	2.898993294138291876e+00	4.118267960645598080e+00	6.160466299154788494e+00	-4.426955664357717701e+00	4.387568146580689188e+01	-5.139386590347583450e+01	3.506914114581266517e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.364137361930859882e+00	9.583658540302704143e-01	8.801011184229583506e+00	3.173381617877984784e+00	6.778068079755469988e+00	1.242858761452329874e+00	2.787772989245785871e-01	8.780269449555394914e-03	1.527769559624169604e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.731729027077058447e+00	8.892729425317716263e+00	9.442658986786096165e+00	5.767512959528457550e+00	7.071165736602915253e+00	1.270047019569583213e+00	5.695323588218229038e-02	3.145319548348689091e-03	1.335801229203583962e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.889744519335019746e+00	4.385063182966651318e+00	7.693733543657178764e+00	8.500904055529954206e+00	5.576358970220726796e+00	2.594306686993621103e+00	8.077207703797219251e-02	1.240608193342049997e-02	2.576121728029086011e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.719436339611684517e+00	5.433505560789614997e+00	3.911330269774122126e+00	8.644574775979796399e+00	4.922335126520849258e+00	-5.062254474545208716e+00	1.729967220000816208e-01	2.068823156671051149e-03	3.904114809307629996e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.083311992337823604e+00	7.282316480923254787e+00	6.086925567498482792e+00	2.921180500882888165e+00	3.693379422424984515e+00	8.448699669725105998e-01	5.493382856193198549e-01	1.207627792499292863e-01	-3.512934082750458487e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.657197480420220081e+00	2.561717796455098561e+00	1.046564761536221333e+01	2.470597973343026776e+00	8.665037207611305803e+00	5.951564414100153355e-01	3.377333037868651688e-01	1.904262533314104999e-02	1.305083973413638798e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.104955665004296650e+00	9.530639421027782276e+00	6.787303566578814618e+00	9.072042718311985610e+00	3.664241630994728549e+00	5.776521737431327352e+00	2.874558846956061786e-01	9.430958685863959079e-02	-6.336786379405983105e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.986060348896883099e+00	7.765257396255806910e+00	1.666453619370731998e+00	7.424384097066090149e+00	7.195982114632142768e+00	-3.683419475464452120e+01	1.341656637542056885e-01	-2.944190292860453251e-02	1.803421399341422982e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.103415355101542872e+00	1.753284012024006966e+00	2.495704366445873124e+00	7.620416268129782011e+00	2.801864787253372402e+00	-8.777961772303591204e+00	2.495427319113630860e-01	-3.356711327787138821e-02	1.679440177838512405e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.959289531642108617e+00	5.172052733890749820e+00	6.027234511188966692e+00	3.600162960638725984e+00	6.503616947146976024e+00	-7.495926196283780873e-01	2.351622078120926829e-01	-2.426279337990958421e-02	1.436528490987049267e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.473671321109721877e+00	8.727869801480400369e+00	8.405484034666354631e+00	7.011796474341687180e+00	7.438429487019937447e+00	1.137568098208284750e+00	5.411417401152515128e-01	3.860045720903740318e-02	5.203289673886961619e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.289241331934759760e+00	9.624972883234084620e+00	6.409513005930815410e+00	7.368472820166386050e+00	3.244128382698369784e+00	3.762883210505660436e+00	1.234178653398525505e-01	4.000703068055702985e-03	-1.053425887768229652e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.102409520164886025e+00	5.338179728675616964e+00	6.471763977067013229e+00	7.293943904428588532e+00	2.106879275537413498e+00	5.376240829849496805e+00	1.760189095462193487e-01	5.036284715494952768e-02	-1.397861425937327429e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.937778197302154837e+00	6.339262596804937644e+00	1.965533243059107926e+00	3.987124188274848269e+00	2.854095006356066389e+00	-2.216959262157662813e-01	4.831009600002270088e-02	-4.102995915718813183e-03	-1.378294759521807022e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.711749937382972320e+00	2.093898420159041152e+00	6.108889946331581555e+00	4.916719629538489622e-01	6.229446002791943826e+00	-2.298562664492178054e-01	9.662418464701748311e-02	4.845417845942582777e-03	3.879292852933129421e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.971785872905758907e+00	9.628349959175549699e+00	8.856481536058478099e+00	5.327524382874021747e+00	8.366119547737431716e+00	-9.318723862496888777e-02	6.128356189667463760e-02	-2.917191040155265366e-03	-2.432513203082651010e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.880434111560362886e+00	3.474012954992443447e+00	5.005683717025684487e+00	3.190721648193382887e+00	1.175984737067123254e+00	2.334350996871561446e+00	1.676969023506343359e-01	3.546944791648595080e-02	-4.406905387329364543e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.902523625470474711e+00	9.919856568841829869e+00	7.903640762576812584e+00	5.626666519094462693e+00	6.554990868599715803e+00	2.198190607464269586e-01	2.308072289818090539e-01	7.338667360417556150e-03	7.481881773365065547e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.517146743172220980e+00	6.213847132770281334e+00	9.022813890219280708e+00	9.410780674460831108e+00	3.416702184577806722e+00	5.388627866783346043e+00	-1.956974112007998923e-02	4.630746211078058498e-03	-3.990181420720056993e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.929286955093235889e+00	6.324438718463196274e+00	3.376053679997229384e+00	4.779538666415872328e+00	5.287934487675613582e+00	-3.685766784052545653e+00	8.087704244151061594e-03	-1.271669750132745427e-03	3.012450571047262105e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.049633174948368719e+00	5.195334437726041088e+00	5.285457214703338735e+00	9.088093995656036483e+00	9.566323291132015072e+00	-5.600979436230192121e+00	1.340447365442349326e-01	-1.592223150093352579e-02	2.292572283716964865e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.387836254112180256e+00	3.521054305627798531e+00	3.803642636251263198e+00	1.817678779416599832e+00	4.255282945769746306e+00	-7.902111135530168751e-01	1.660349231756023669e-01	1.801176423268033289e-03	4.248216358508363211e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.007239416743733074e+00	2.326614700149431059e+00	8.996054934591143137e+00	8.051218332800265998e+00	4.762901164540323862e+00	2.559530725837351639e+00	2.982400199200333502e-01	1.557194847445042031e-02	4.537149988001828449e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.894902438659416433e+00	4.208784078326484490e+00	5.282409784174298295e+00	1.041956356498311997e+01	8.556365910139328568e-01	7.965765547181367090e+00	1.556769779597466929e-01	2.957338895103825416e-02	-1.015195131932100203e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.283188943274727656e+00	2.799164071674660637e+00	7.212477407278650610e+00	2.195227331192368680e+00	1.587591160554502778e+00	1.833904568732057427e+00	3.032671355534586888e-01	3.618699853324306576e-02	3.245120657948887821e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.926531557340032341e-01	8.673823296661907989e+00	8.067160041518539160e+00	1.575126542649971206e+00	3.119727028451673601e+00	7.464035458379389976e-01	1.601109755148919511e+00	7.876531246615116055e-01	-1.347241580063613275e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.238471733631159033e+00	3.586683524843817139e+00	4.463983801718740096e+00	5.427925190069767147e+00	1.625429838087691259e+00	3.491059245067777983e+00	7.981757472484816152e-01	2.686023181667580029e-01	-8.083122495062220025e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.011082866005216019e+00	1.527105304104801275e+00	9.519798233020363654e+00	1.992046307187108622e+00	5.969822307484008661e+00	4.632561497971728337e-01	6.998912011152381041e+00	1.514679909506778888e+00	2.480142704351037253e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.263603006757340275e+00	1.006471036130185404e+01	5.371328427888295565e+00	8.508639627724221555e+00	4.211569881405781146e+00	1.234270877660084365e+00	1.680143502862705557e-02	-1.584820419446263118e-02	4.981851618396153092e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.439886395723916745e+00	8.379231942188020810e+00	1.772788787894708395e+00	8.985895929070883525e+00	5.770750669215913398e+00	-1.289433745105268514e+01	1.771847400679414930e-01	-3.577977319627492769e-02	3.908935764540972357e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.205219796164166191e+00	9.361087517410780379e+00	6.277921879831351859e+00	5.156184493145265613e+00	1.827987447162560342e+00	3.318845074831344277e+00	9.875126866184243124e-02	-9.668955073334201469e-03	6.703194553965535762e-03
