G c dx1dt d2x1dt2 dx2dt d2x2dt2 d1 d2 m2 m1 W Fc Fg
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 8.17111473e-01 5.66209388e+00 9.97727983e-02 1.31643325e+00 1.19203035e-01 -8.57891741e-01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.12176826e-01 6.52767620e+00 1.58387881e-01 3.90830696e+00 2.04852484e-01 -1.33232300e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 2.09031466e+00 3.12948804e+00 1.43232095e-01 5.89697762e+00 2.88865277e+00 8.80310910e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 1.87337272e+00 5.35148277e+00 1.15086921e-01 5.96541135e+00 1.03183307e+00 1.36543289e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 1.48640095e+00 4.86234543e+00 1.51874147e-01 4.20903029e+00 1.19746749e+00 2.29110382e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 8.24731501e-01 1.67406258e+00 4.31401125e-02 5.02572481e+00 6.13325134e-02 -4.28892089e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 4.69008171e-01 1.95544318e+00 6.26759545e-02 9.68966126e+00 6.76616511e-01 -1.06510334e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 1.66612231e+00 8.53725268e+00 2.71554278e-01 4.39613630e+00 5.74729219e-01 -2.65753243e-01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 4.91321935e+00 3.15837957e+00 9.33408772e-02 3.32404132e+00 2.73728107e-01 6.21975718e-01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 7.81402823e-01 2.75462444e+00 8.41355584e-02 3.19120340e+00 9.12903781e-01 -8.66240775e-04
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 3.92061871e-01 5.54420306e+00 1.72461206e-01 5.11988151e+00 4.43370308e+00 6.41086274e-01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 2.87950369e-01 7.91872418e+00 2.19272559e-01 7.83568134e+00 2.31145495e+00 -5.84438543e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 9.57844492e-01 1.55751867e+00 3.26625640e-02 2.85389366e+00 8.57269095e-01 4.02581823e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 9.62170255e-01 6.19127128e+00 1.01269732e-01 7.38366514e+00 4.59848878e-01 -9.39184524e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.67616946e-01 2.07289399e+00 6.04852294e-02 1.19034841e+00 1.66040110e+00 6.66659280e-01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 3.66381770e+00 1.32814946e+00 4.11868716e-02 4.77039680e+00 4.31272466e-01 9.17512851e-01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 5.48828192e-01 1.47469557e+00 2.51150168e-02 7.98278559e+00 1.55415363e+00 3.57968696e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 6.76272598e-01 8.50747697e+00 2.13273661e-01 4.04859660e+00 3.17956970e-01 -5.68760087e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 1.54668165e+00 2.06175235e+00 4.98780332e-02 6.07363391e+00 1.72714002e-01 2.66264776e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 5.02316654e-01 1.40636228e+00 3.30850049e-02 2.84481310e+00 7.13305450e-01 -5.07524842e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 9.52953634e-01 4.94109898e+00 1.06987916e-01 7.67795852e+00 1.07689144e+00 -1.55912197e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 1.96883677e-01 8.59594125e+00 2.07564235e-01 1.47051193e+00 1.88759222e+00 -2.23142732e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.57763054e-01 3.36167539e+00 8.50514412e-02 8.67288380e+00 1.33756142e+01 2.33810281e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 2.70784486e+00 4.79541356e+00 1.62783898e-01 2.78376748e+00 2.32859469e+00 2.17517260e-01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 6.34528500e-01 1.35930279e+00 6.30027468e-02 8.86958229e+00 1.21050613e+01 4.22763944e-02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.20895813e+00 5.04170663e+00 1.53528569e-01 4.17276317e+00 1.07353263e+00 7.89397204e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 7.19055508e-01 6.19851773e+00 1.39913326e-01 7.50415217e+00 8.32317562e-01 3.13417893e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 1.54948838e+00 6.13816348e+00 2.71821514e-01 3.87302768e+00 1.10556151e-01 5.04108860e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 4.61137145e-01 3.99184023e+00 9.05223916e-02 9.15320504e+00 5.20087306e+00 2.74126073e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.99579952e-01 3.83979863e+00 6.28543194e-02 2.13973413e+00 9.35263458e-01 1.48247486e-01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 2.15018980e+00 1.95961257e+00 7.98958591e-02 2.60667810e+00 1.51131489e-01 4.55580649e-01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 2.06409616e+00 4.30118489e+00 9.57571748e-02 5.43727113e+00 2.40115097e-01 8.99001450e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.86379278e-01 1.89545202e+00 3.23093687e-02 1.73744595e+00 4.07994885e+00 1.57486244e-01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 2.94636099e+00 7.89936350e+00 3.47788031e-01 2.76382166e+00 7.10049985e-02 2.05369562e-01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 3.65776266e+00 9.69646868e+00 2.66926541e-01 9.49389744e+00 1.20311190e+00 -1.52878038e-01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 1.68394542e+00 9.73067011e+00 4.58339581e-01 9.78840695e+00 3.38041770e-01 1.14878548e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 2.24501253e+00 8.78563989e+00 4.81183729e-01 4.38633396e+00 4.42522272e-01 3.82675744e-01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 1.73427822e-01 6.40712934e+00 1.40992080e-01 9.30957419e+00 4.13837248e+00 -9.65188691e-01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 2.18647821e-01 7.30779128e+00 1.21331305e-01 5.90342208e+00 9.56741969e+00 7.09376732e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 9.56358493e-01 3.56685222e+00 7.51415607e-02 3.42768219e+00 5.94550347e-01 4.05306720e-01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 4.60088238e-01 6.67693378e+00 1.57180522e-01 7.32158849e+00 4.42118823e-01 -2.86350549e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 1.12417805e+00 5.10084594e+00 1.06665560e-01 6.93011626e+00 1.96219106e-01 -5.01524383e-01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 1.73911453e+00 5.33815606e+00 1.76005010e-01 9.90212787e+00 4.72050369e+00 9.67949783e-01
